Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.cars_gr_23,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.cars_gr_23,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.cars_gr_23,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.cars_gr_23,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.cars_gr_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_stressLink,g_walk_vgvi,g_walk_stressJct,g_walk_stressJct_c
10,2288.924435306681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6306220049379936,-0.9306982079874445,-0.3308842703635764,0.0,1.0456420352280984,0.40435279598176854,0.0,-1.1746063925792272,1.339795363875106,0.8274377902717562,1.2242915532604421,-0.28613269290169074,-0.4610588474314929,0.0,-1.2285079845173184,1.133392121472479,-0.07327381032000116,0.5085425327257127,0.0,0.0,-0.8480783560514268,3.03001860406175,0.7584015746293791,0.2921687328146509,1.4744569278106685,0.33047801670239174,-0.04012247909719604,0.0,-0.1384275305840298,0.013042246789532396,-0.06837843660344371,-0.06706061215830621,0.7354686061648463,0.9221553065463333,0.044464370868535705,0.08315608969597058
11,2240.1587659780334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9585439071190063,-0.8014703565220743,-0.16908429680628828,0.0,0.7737032528483065,0.5545193586848292,0.0,-1.353384769538923,1.2620443545437705,0.7324660598530761,1.6531342597280516,-0.061982307926164715,-0.7297903304284517,0.0,-0.8564511559144001,1.7247304126326513,-0.14095778394383887,1.1116181097446896,0.0,0.0,-0.9060573006007506,3.2425459122072118,0.9074001213638329,0.38948624773486146,1.6130949206002232,0.49245989309105564,-0.11499674523952094,0.0,-0.13229481452694447,0.023993767633702544,-0.05674014681230076,-0.06679353083550817,1.0642617575212536,0.9316489654492446,0.04298648553677875,0.11006106139124855
12,2218.767234701167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9424028691563333,-0.6260184674847494,0.05838988911524315,0.0,0.8958932408536164,0.41385177267639706,0.0,-1.108212364535621,1.0620505509139857,0.5736967650453172,2.1042525808768717,0.22910940506930277,-0.9069781612525016,0.0,-0.7775263672483395,2.437358015739126,-0.28585601491430257,1.6734835147131135,0.0,0.0,-1.1302559637309444,3.4541960269359246,0.8575622959474268,0.3263059804957158,1.800564662524644,0.25990388267487174,-0.13971450722919282,0.0,-0.15155873280407667,0.012521422888078082,-0.12076159121324728,-0.07072624259282019,0.9358826538490306,0.94486857512404,0.04171393321332346,0.1483017887182342
13,2206.4122348365213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000888408292035,-0.7833053546777096,-0.018040093491833137,0.0,0.7468950550282137,-0.0211751290970269,0.0,-0.9510859822177107,1.00180348418854,0.5736352487905894,2.0734177886070717,0.3589747954392217,-0.8855994388418372,0.0,-0.7900700355982546,2.80676368678098,-0.6191987645946567,1.9860338896601535,0.0,0.0,-1.2505325827491405,3.372208228743857,0.9998765290246947,0.3356808644294379,2.089586487087177,0.2532775255188157,-0.21711498603944873,0.0,-0.16730587489681928,0.0031499464813395505,-0.14642334826091763,-0.07404768451121313,0.9109208813101849,0.9432732912113292,0.04329660443383559,0.20305754913030835
14,2193.041455637034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0352261529904676,-0.6042345416210206,0.023968701834871924,0.0,0.6747344303030758,-0.5642830896421499,0.0,-0.8872536139447503,1.0413143458465082,0.624994842859534,2.181978084715431,0.09781764039638868,-0.8772627587595271,0.0,-0.7622701502743383,3.0340998892694286,-1.2125230227998292,2.219991726641903,0.0,0.0,-1.2828782690056326,3.341395754322929,0.9566108937023416,0.10360360472092606,2.294570207409767,0.3659436543446596,-0.5184706035196742,0.0,-0.17703790230010613,0.0018944157441515247,-0.14395251486971164,-0.07381875600623147,0.97068355500228,0.9405603561539095,0.04172413434452141,0.2742737264493218
15,2172.6129911902444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9755269075611832,-0.4486240332998689,-0.11357021196043199,0.0,0.40797060876069696,-1.1991186945149561,0.0,-0.7729080775570623,1.115582329857877,0.28198970469245493,2.6764300985856355,-0.13005777904255783,-1.3608532193286897,0.0,-0.8200988047004316,3.060255648773705,-2.376854758184976,2.249835932787657,0.0,0.0,-1.2136903236042362,3.3503003295017146,1.476513404299072,-0.11213359107536006,2.381528036522643,0.13057050551257438,-1.3670664405646775,0.0,-0.21416384055787396,-0.009557835658927998,-0.1399264642945703,-0.0800542648483581,1.025302284860083,0.9433580419419394,0.04200750801982524,0.47079092510329124
16,2151.0200474278226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9504436319344627,-0.2431035865817871,-0.4487750420816145,0.0,0.02752391580934893,-1.651049874984777,0.0,-0.9937959592408445,1.4785190117699667,-0.06164448289651425,2.5091021175383377,-0.07744238593207285,-2.0513448389283755,0.0,-0.8204577605666719,3.223103535662733,-3.2990070519751096,2.3782796826310997,0.0,0.0,-1.241390256676,3.491923078945188,1.5475494420957785,-0.6288433370840685,2.3084120644973574,-0.3771906690564238,-2.237530835042012,0.0,-0.2143119253216911,-0.0051112455503888295,-0.13850319867002184,-0.07878621230849032,1.0937354059297808,0.9431715107043447,0.03594520974717388,0.6662268145896559
17,2140.069717136666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8947171360282524,-0.0905443867411129,-0.8723527493822043,0.0,-0.014952031243869061,-1.9449598364829486,0.0,-0.9878129820874991,1.724228280689779,-0.4013555158206527,2.3619435894723115,-0.42474623071995465,-2.4234197589992785,0.0,-0.6490877357413449,3.441479800367638,-3.4894011748894176,2.4969011859022716,0.0,0.0,-1.4160255660734886,3.572222975193712,1.7407518544346483,-0.7262541420992872,2.006607107464352,-0.48839421139866557,-2.3751119314321065,0.0,-0.22151018262769065,-0.0037455102624204713,-0.15662944928500958,-0.08062583995142715,1.2005707657119618,0.945820455682473,0.029019220196861612,0.7988226660787157
18,2132.58742214189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9589080056816282,1.2677469679355755,-1.9838409616288715,0.0,-0.7473241397679241,-2.3714313999211263,0.0,-0.007945472273810816,3.087365669246903,-1.3312889129676564,1.857365459560444,-1.3741124027447165,-3.5426022404937836,0.0,0.17560019500746415,4.06478430109037,-3.359297015734431,2.0020512693007912,0.0,0.0,-2.0510607484325796,3.716934966327174,2.645460349195684,-1.397538319686092,2.484447191581549,-0.7494772616208863,-2.4173645177158787,0.0,-0.26979681950358014,-0.03064309319908198,-0.2018767663839044,-0.09007165932410696,1.5521010911410702,0.9474622512180877,-0.008522493647507772,1.2938942392758492
19,2125.5400438828256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9724741581184284,1.4381616596293316,-2.0023586996419516,0.0,-1.0666453457384888,-2.4926313774117013,0.0,-0.07406281846290381,3.054935007213783,-1.0953318162099688,1.8860797878441466,-1.5077873300609201,-3.1649340246395843,0.0,0.4523836569243914,4.342288926226183,-3.1149012091487567,1.6497980250242428,0.0,0.0,-2.3255780681668607,3.884624308111271,3.2250568495671232,-1.9555429350696074,2.236280009549667,-1.1354860653714705,-2.2708183451427337,0.0,-0.2798352203102745,-0.031488016922367065,-0.21633946703575188,-0.09309379321504861,1.6767280764065018,0.9573573666435297,-0.04264618883265828,1.4443834759493868
20,2119.9758154939605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.879877124682179,1.2093741802495002,-1.7732429318862697,0.0,-1.241874486218925,-2.1806157498444323,0.0,-0.2286281862612612,3.092848477044371,-1.23232240442458,1.9557533597485768,-1.7405031246384586,-2.5616284324071508,0.0,0.49494244084849887,4.6345753753866425,-2.9787619163664933,1.4064433352872836,0.0,0.0,-2.667558461293248,3.808813379771269,3.1765768810185167,-1.8546702550564695,2.234703547929665,-1.3738287985423447,-2.450385721540488,0.0,-0.2889275414372446,-0.030934063033390927,-0.2290101329593597,-0.09340420917079136,1.7106889964319907,0.9575497571527594,-0.1002172552738028,1.5064198013440064
21,2113.531832571729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.767808783495357,1.2385916648880682,-1.6170686168844408,0.0,-1.356610831431984,-1.9023462867644827,0.0,-0.38550236134009047,3.0181109794520693,-0.9079822693962534,2.0555205347315257,-1.717768166938069,-2.3219044204399024,0.0,0.328172538955397,4.553307929967923,-3.114959798234298,1.4175326427481592,0.0,0.0,-2.9907572308225827,3.755292351679536,2.9553510605723736,-1.352605932613964,2.1981010645417416,-1.5837914024750273,-2.190915150982555,0.0,-0.28830113343111297,-0.030371989558909906,-0.20624400555637995,-0.09342141483716015,1.6863501412510487,0.9629064654639603,-0.1804269611155615,1.5249790663715346
22,2108.104699674127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6002311138575305,0.9266323101537752,-1.358034967694113,0.0,-1.3122722972840204,-1.6918633245977712,0.0,-0.6755518310660726,2.7173460987600664,-0.6289665199209413,2.2448578836006092,-1.7844178450849053,-2.5272564175753045,0.0,0.02002328518099622,4.332586738392163,-2.926533675737241,1.690087265857455,0.0,0.0,-3.1407483568471215,3.4865807216903795,2.7738006085579787,-1.29132445080978,2.3892697077032006,-1.541963263598213,-1.9883897662454484,0.0,-0.28681552852996234,-0.024262184001315773,-0.19539926008622077,-0.09209082947243628,1.6530214382688115,0.9615420371479,-0.29021417236550356,1.5413951522413212
23,2103.83517798406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.567511671147723,0.7692575606539812,-0.9422762835979088,0.0,-1.1544385501575658,-1.849940667904025,0.0,-0.815662971312968,2.7556438233716065,-0.5487209392760801,2.3670513765522685,-1.52535422279442,-2.4934769150821428,0.0,-0.25989367701102767,4.003142095327047,-2.552554845531532,2.1109767135746447,0.0,0.0,-2.9347835387740555,3.45236434878874,2.699321655982649,-1.088592931250245,2.3973796382890162,-1.3955449743587651,-2.016174003125738,0.0,-0.27793046271171434,-0.021575097792341125,-0.17475608799604395,-0.09156370478385739,1.654160003389804,0.9670173973319734,-0.40128636771278825,1.567240819153242
24,2101.247727934394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5427533669706233,0.7697259037016914,-0.9976314730077412,0.0,-0.9230100302815294,-1.925624762168495,0.0,-0.8780476878964085,2.553869509921193,-0.23283199014909683,2.4987715200871516,-1.2636108129356673,-2.486077710167107,0.0,-0.4551799088871543,4.02592537313691,-2.1764551716078113,2.284054469039827,0.0,0.0,-2.551712930894223,3.426825282646093,2.5750061771420203,-0.8123214282213851,2.4273169489534503,-1.182161234427009,-2.3746372268267355,0.0,-0.2743861548062658,-0.02067949872783009,-0.17532168268927614,-0.09140599019306495,1.665303848770121,0.9693570942852014,-0.5120815141178461,1.6125689401326604
25,2100.7405620571085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5486534688462337,0.724160860715032,-0.9230927863773521,0.0,-0.8544438513753606,-2.049895029613988,0.0,-0.9701042467628418,2.556086272732211,-0.21726756534429478,2.553206556510317,-1.1584622986207747,-2.5960906092031593,0.0,-0.43450711019622223,4.175372866060111,-2.180575088427896,2.1298445406153648,0.0,0.0,-2.3892935139766416,3.4216911493026734,2.505699645757151,-0.7279372490640968,2.4297030338478742,-1.1031383676973798,-2.338859447004001,0.0,-0.2670688231334786,-0.01726823436113866,-0.17882787868235808,-0.0907191833865505,1.687029736391207,0.9695403482974418,-0.5631445270705134,1.6564171547726927
26,2100.1827178367457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5276167915757617,0.714259751466904,-0.8054567508292488,0.0,-0.750280815090014,-2.0039857455090244,0.0,-0.9441071075127122,2.6107037422518142,-0.16751726019226681,2.4645341091410953,-1.1028370940977028,-2.69302957748781,0.0,-0.3819107339604973,4.304364453997245,-2.3174698930314523,2.0913153835822658,0.0,0.0,-2.368155319397676,3.4249370855119463,2.610105212383015,-0.7292223833392913,2.395213844037852,-1.0057266843407526,-2.3748282581713633,0.0,-0.26256023956360963,-0.016846653781050856,-0.18242416793135766,-0.09108492545844961,1.7035555094145873,0.9693692766973325,-0.6216598270090716,1.7339485201289693
27,2099.365981212393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4297110725707174,1.260316213472652,-1.3177609569507327,0.0,-0.8475881619146783,-2.1208524150933608,0.0,-1.15204402614149,3.1345665494499455,-0.651044090222249,2.6388388763333235,-1.034074161811869,-2.724594137108251,0.0,-0.36304740906412925,4.604390465214059,-2.9356740895134816,2.294739056806581,0.0,0.0,-2.829714039870037,3.3378848150641947,3.142752465757597,-1.2074021034722462,2.552988687150685,-1.052776891222939,-2.441611485288413,0.0,-0.24469404874951686,-0.012186604273577574,-0.17774137898264825,-0.0923312501171969,1.7328235317034864,0.9616638928388144,-1.0474495267258859,2.375345556383273
28,2098.3885447599177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4273564460762558,1.3890872024080332,-1.4094096884205993,0.0,-0.9489330990321778,-2.1490499161137215,0.0,-1.0595025937174243,3.265351904729942,-0.7818457780078399,2.58223818778542,-1.1879414638422912,-2.7960255092748536,0.0,-0.5245558549838355,4.7879655247024315,-3.036014096217399,2.357964806451859,0.0,0.0,-2.7438995923799956,3.369552353202132,3.294972887928592,-1.3384334335229757,2.557606440514522,-1.1875380638426831,-2.424724199908351,0.0,-0.24948516303593352,-0.01419341220575206,-0.17003552171950476,-0.0937824790901466,1.7196079279081897,0.9609801942361496,-1.179184480455773,2.585540052365938
29,2097.383747330489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4550386875026864,1.302153641282312,-1.0161251345750213,0.0,-1.2083259733583387,-2.2407035817719168,0.0,-1.0106399644536523,3.1706266325354004,-0.3813222602157039,2.529569584021374,-1.5447929998857217,-2.929986978908522,0.0,-0.5320181452366499,4.775557757017112,-2.566059600491052,2.363612655565505,0.0,0.0,-2.6042673399334153,3.4037717966602314,3.1746092063884754,-0.9341727555081732,2.5468707170086406,-1.4345958195332833,-2.5492385071827366,0.0,-0.2606189454897392,-0.0151722937105425,-0.18107544388391006,-0.09507196946978141,1.7667892665435057,0.9423038787628564,-1.2890038695151593,2.960614136948335
30,2096.991211174181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4444249080639975,1.289696456259618,-0.9494183952656128,0.0,-1.1477266645210584,-2.357711885393949,0.0,-0.9760157777407742,3.142782723503321,-0.31845486826738734,2.5006283925861306,-1.5218590938367793,-3.022125326122911,0.0,-0.4938174943401163,4.750566086133112,-2.4096132042207428,2.251957435424032,0.0,0.0,-2.743214920608939,3.4065188186360054,3.146255121878752,-0.8751944816866472,2.5334858264465305,-1.400164005535239,-2.6597149959080753,0.0,-0.2640727229847138,-0.016372343001730405,-0.17850989860096972,-0.09555319355565808,1.7561156721374953,0.9342427837261303,-1.3308059819768947,3.0959329752997564
31,2096.4770888475064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4848490268633394,1.3650877309146308,-1.0766539388425405,0.0,-1.1546967261915027,-2.406863507743801,0.0,-0.9642819591978004,3.2156580296559483,-0.433514487218841,2.5422813199686676,-1.4995234298758175,-3.05663607337263,0.0,-0.4428487063388966,4.821744912787095,-2.5522117594633227,2.249597032449005,0.0,0.0,-2.8291658832128133,3.448880558460469,3.1914410765467607,-0.9918827200079596,2.5425530040066953,-1.4158150390010438,-2.7146936848177656,0.0,-0.2593490310168623,-0.015324886256594786,-0.17571473841016563,-0.09575764900210658,1.7655703761710466,0.9111047137523893,-1.4863570744891916,3.4695088349963297
32,2095.7330818558335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5977914612448503,1.473718200235977,-1.2179625717341271,0.0,-1.2572640448476313,-2.549017567831716,0.0,-0.8854596264900753,3.3122130483101464,-0.5636880108827991,2.5902392323246564,-1.572875577231627,-3.185185648162337,0.0,-0.31452649770827623,4.90440629088212,-2.7029222686100605,2.2557953690830153,0.0,0.0,-3.0084933177976745,3.5670187335836165,3.2154784571969475,-1.1211778801882155,2.5557915531665856,-1.5279496887166442,-2.858135506063852,0.0,-0.25687379642958225,-0.014415251065329858,-0.17339040649145984,-0.0972872040380829,1.7946640738211384,0.8303467558254893,-1.81771770832668,4.635297307555378
33,2094.491427175778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8182164767654,1.564257390980271,-1.3599131493537748,0.0,-1.4453169609281546,-2.7605677440659417,0.0,-0.6997872451727701,3.393024160551411,-0.6947659965613308,2.6338678550863657,-1.745275746326219,-3.390739140943671,0.0,-0.09503864619490243,4.959479308640259,-2.8534003486041817,2.267894263604631,0.0,0.0,-3.2527717283707873,3.797319309988268,3.1446717869326433,-1.2534606363390666,2.5579036067961383,-1.7259371807015478,-3.062918615345781,0.0,-0.25794461703366167,-0.014013909726754054,-0.17050917911018915,-0.10089801267284321,1.8496597332588451,0.6455701974194092,-2.2178081453952774,6.962931820369391
34,2094.0273607590975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9093537933861657,1.5352895238794475,-1.323854069923044,0.0,-1.5432542392545638,-2.828070999532671,0.0,-0.607649152175245,3.3849952724235797,-0.6634796412440084,2.6344818748622543,-1.853025050718983,-3.47068113200027,0.0,-0.027464439740884694,4.936169096220211,-2.8178650602710547,2.2878865938349016,0.0,0.0,-3.315830910887644,3.892168533221181,3.0613305146820475,-1.2264205580852667,2.550155820021655,-1.8109324760436636,-3.1186072538948646,0.0,-0.2623442458965227,-0.01487376038486952,-0.17028284217329276,-0.10351750769643299,1.8903607764607246,0.5590487488291186,-2.525574121204442,7.872180487789159
35,2093.1436846292418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9142951383494595,1.3805057180905567,-1.1540808968479686,0.0,-1.558120004014879,-2.772068561132544,0.0,-0.5816303606944749,3.2649066917501544,-0.5079244159475174,2.590227016724409,-1.899190980247497,-3.4359708293834466,0.0,-0.07986702886210217,4.806474308587491,-2.645116694636112,2.3045224432012708,0.0,0.0,-3.239558910989064,3.891286108638505,2.913611500143519,-1.0653493816847335,2.527628644018319,-1.7996857746543085,-3.048047883336698,0.0,-0.2693381848079424,-0.01653668849117459,-0.17143801561273822,-0.10593383287782493,1.903781573655041,0.5350788456431256,-2.8747105483930016,7.6118206397907695
36,2092.3037775367125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8622645948455965,1.2067891118097513,-1.0107452943309505,0.0,-1.4806181899833064,-2.640642185905889,0.0,-0.6161479208544387,3.1090123915056513,-0.37499440153531916,2.5353337631690613,-1.8479620165793897,-3.321563760058551,0.0,-0.18893081422720048,4.646921175957557,-2.4948003129271976,2.2939825122839683,0.0,0.0,-3.11256898369591,3.830728980219519,2.7546617617273332,-0.9206833651546563,2.498288389335398,-1.7015806885719114,-2.9031863509140408,0.0,-0.27772383904213915,-0.018377947589551538,-0.17263916673410193,-0.10981128262904025,1.892838037809768,0.49305257668379787,-3.2962830930031517,6.920926907002872
