Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.cars_gr_23,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.cars_gr_23,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.cars_gr_23,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.cars_gr_23,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.cars_gr_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_stressLink,g_walk_vgvi,g_walk_stressJct,g_walk_stressJct_c
37,2091.6833413653453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7281510003026126,1.1167183399359937,-0.9650169045272444,0.0,-1.3061300629699322,-2.4446391630531057,0.0,-0.7513186245772641,3.0303866818100835,-0.32997261871563716,2.513712553304242,-1.6828936161390504,-3.1374223889463098,0.0,-0.3519629735052274,4.569045075966398,-2.439502021926296,2.2860159584450903,0.0,0.0,-2.931346112451873,3.6830225135029964,2.700772024535973,-0.873510895819253,2.4854408859153385,-1.5181485507386527,-2.7014239154658526,0.0,-0.2799529538054553,-0.018925939914624546,-0.17273432843165948,-0.1132953691320934,1.868616442007162,0.4494202099375406,-3.4073653592805893,5.8028506224915235
38,2090.458331082042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3950095813812529,1.1301579450321468,-0.9831075526460705,0.0,-0.96179517235848,-2.1229089598928215,0.0,-1.087941914777848,3.033828327394806,-0.34741172445500756,2.5133090181146205,-1.328368350049197,-2.810084181672904,0.0,-0.6639285196522724,4.5939344637266935,-2.457955814565564,2.273719009760139,0.0,0.0,-2.6183772925103046,3.3263029006951563,2.85008449740731,-0.8860898481403126,2.4947293596549023,-1.1749479069574091,-2.3800670922426947,0.0,-0.276329029853303,-0.018497473134182388,-0.17433236422712925,-0.11617140379335315,1.802402828193642,0.4525792054355539,-2.8551614520544977,3.1777649263844436
39,2089.5825175816863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2709011635898189,1.313002936049242,-1.0798183307809586,0.0,-0.9098117147397438,-2.1402976947724985,0.0,-1.217981173003329,3.1845627830763372,-0.44250906301664533,2.5471184676536125,-1.2511068111121464,-2.798480264691176,0.0,-0.7380754473077833,4.7611907375220275,-2.578201804986911,2.271639031641124,0.0,0.0,-2.629730968123778,3.1957888459150974,3.0664994574709845,-0.9769934744229376,2.5171817832290664,-1.1375083378666884,-2.3949381175871296,0.0,-0.27411201719644795,-0.01813339246760752,-0.17555429747042123,-0.12070010163212302,1.791441948070924,0.3402865313646061,-2.395449802850733,2.7066309333502545
40,2088.6308521982382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1558719965671165,1.6073897248301328,-1.1752490904225372,0.0,-0.9548222771694201,-2.2708785239726628,0.0,-1.356930876663489,3.456033713418546,-0.5248489513552008,2.6308511019129717,-1.2675349892511252,-2.9004895303824196,0.0,-0.7806272164888115,5.046663353148515,-2.692602867419884,2.297285283314526,0.0,0.0,-2.7395019237196747,3.050092362527796,3.3946890919363417,-1.0755703660844105,2.5634064592876546,-1.207065891467176,-2.529275194033561,0.0,-0.263154332310321,-0.01590975627555531,-0.1738133246187977,-0.12692886429526434,1.8035875940130621,0.1253573940693777,-0.8363063802961812,1.9854253595982492
41,2088.0125847280906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2279856678774832,1.5597181457841003,-1.125166878886405,0.0,-1.0203842441715563,-2.31420814552815,0.0,-1.2686035406336886,3.410005614933336,-0.4822250200117002,2.6163517479246017,-1.3413050760129546,-2.9442447540133734,0.0,-0.7120613693524858,5.004691596814184,-2.6394652148836246,2.306032693752648,0.0,0.0,-2.7543602757055132,3.1156589488535023,3.3791678055508476,-1.0325546559116083,2.5608873274913746,-1.2671582298822588,-2.573375796298506,0.0,-0.26491467897396054,-0.016331452998610784,-0.17519246417701603,-0.12642071624818504,1.8128033404430934,0.1656911023508278,-0.6628767228833733,1.5696837775016705
42,2087.5327849921723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3613117099195298,1.4295208726680757,-1.0557843794744113,0.0,-1.0979295356081364,-2.335388836281699,0.0,-1.101202731918529,3.2803082785236923,-0.4249459977676276,2.5740516059762215,-1.4373366571504755,-2.968822312131319,0.0,-0.5838142851506173,4.874552143474979,-2.5588430827836417,2.3030227005976456,0.0,0.0,-2.730733531113758,3.2356347785602355,3.312344096197452,-0.9656210648167407,2.5400399897871813,-1.3262639638586737,-2.5844085156012717,0.0,-0.2759337334484693,-0.01867511005518597,-0.1796840308941224,-0.1307809174185244,1.8412110588941453,0.13741187128983404,-0.2262313200083318,0.3517773638807862
43,2087.275334862682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6508063568434768,1.3324256582506397,-1.0733480007723428,0.0,-1.301846589349368,-2.501214451569499,0.0,-0.80357866626807,3.19279044824058,-0.44534433073311985,2.560589540510361,-1.6539548342200212,-3.1473711180358017,0.0,-0.3045393465283809,4.77889997374402,-2.567000276183303,2.304660814050211,0.0,0.0,-2.8849173723447312,3.524370978258684,3.2058303063806215,-0.980406662144587,2.5257629239905857,-1.519900383646331,-2.749397347062342,0.0,-0.28345970884117533,-0.019916527105996264,-0.18112033906808322,-0.13309569010881697,1.8932285261880728,0.0883748774635646,0.2769051736857343,0.7632962349070134
44,2087.0764209312256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6485102833773286,1.3410899668764096,-1.122447501125021,0.0,-1.2821179481566778,-2.4951736724247615,0.0,-0.8233136732394668,3.2085828164512398,-0.4876762315160853,2.5732963322973026,-1.6247302610727714,-3.140862375490169,0.0,-0.29796028262439667,4.800445770305019,-2.6234009460159746,2.29511755065659,0.0,0.0,-2.905606892832218,3.5164500080353425,3.2415778453987225,-1.0264354029777656,2.523978609496394,-1.5037888545199938,-2.7479866036873672,0.0,-0.2806302519997533,-0.019368766490909402,-0.18031404025615794,-0.13495253704853047,1.8916706354913182,0.04109817240987826,0.733030818851262,0.3671105989868509
45,2087.0090151333943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6450563003450234,1.3405151277973493,-1.1578524430961257,0.0,-1.2615870481802454,-2.4818914859268326,0.0,-0.8459102710338599,3.2198753883483393,-0.5172181522334255,2.5856569871474786,-1.5976786321417968,-3.130495388619325,0.0,-0.3128594901708733,4.809622135717447,-2.660777244934807,2.2942990521972315,0.0,0.0,-2.9257314087530153,3.516219279095439,3.234730200319874,-1.0547426009257572,2.524172238754296,-1.4846203457447935,-2.735067791063465,0.0,-0.2785865248597568,-0.018891070722968882,-0.1784597781450837,-0.13604212968387105,1.8933354092903725,0.01946411613085498,0.6670054389643466,0.44671806032161004
46,2086.971035643977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.670893592116941,1.3312866253805191,-1.1903085321088274,0.0,-1.2634494712550008,-2.486097287196433,0.0,-0.8333485737777656,3.2191359959015564,-0.5456580282670055,2.5951185279063584,-1.594663967561514,-3.136638294773967,0.0,-0.29550160596381886,4.807390294587377,-2.693667835404319,2.295208493901566,0.0,0.0,-2.9535611288726416,3.54245908432137,3.2286139062576256,-1.080777001355145,2.5245375145973417,-1.4858920436996106,-2.739391177055828,0.0,-0.27848136245966026,-0.018807388681511206,-0.17754499429850606,-0.1379480077534711,1.9012913606429898,-0.015043623424539961,0.847751504287738,0.3740850918793652
47,2086.889547059607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6839863879303165,1.3222156474166145,-1.1888062825334331,0.0,-1.267736741488606,-2.4878890099484887,0.0,-0.8182995600674996,3.2079895009618142,-0.5451795240724937,2.5929782112283903,-1.6000149865009596,-3.137682710922852,0.0,-0.28650031512835544,4.795339117299595,-2.6905737091607396,2.2965150127525136,0.0,0.0,-2.9551599663790302,3.5581129702167074,3.2184483901232213,-1.0785365798318607,2.525789878984286,-1.4879776402610778,-2.7399799208060616,0.0,-0.2806755216403544,-0.01922524314531489,-0.17813826349785813,-0.13871087197219126,1.9065769006786055,-0.012006009489281128,0.8074191297740814,0.4033787805315879
48,2086.8181702936267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.674815526697729,1.3223114904821875,-1.16326652158259,0.0,-1.265150562642774,-2.4834560559861605,0.0,-0.8193913215481757,3.199343357515068,-0.5239309468648927,2.588187435535404,-1.6014386231316953,-3.1285732047849955,0.0,-0.2995144280785322,4.785423128122186,-2.6645309506259625,2.300328651396542,0.0,0.0,-2.934012560345727,3.5551577499195246,3.20546431197047,-1.0543683990488166,2.528447800815106,-1.48071389583545,-2.731122722781775,0.0,-0.28659953076183936,-0.020372828968257123,-0.1800047042562385,-0.1415748531454287,1.9225017684136563,-0.02650606858097608,0.6403928112078019,0.5346932484912503
49,2086.766119674307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6339495528304913,1.3364373798561422,-1.1552444882463082,0.0,-1.2404180171454369,-2.46114458045137,0.0,-0.8582586602678602,3.2096217752021414,-0.5165643900120521,2.5847830129774443,-1.577734021108639,-3.1045522091740114,0.0,-0.33353358355651097,4.796085627432132,-2.6591113485924263,2.295688032755877,0.0,0.0,-2.9042899941468847,3.515879416690326,3.2140423054986846,-1.0472273563446608,2.525044405788717,-1.4581906114698489,-2.7075516982298584,0.0,-0.2864934729534834,-0.020379529970657694,-0.18020846754878952,-0.14226380718614226,1.9207032121560543,-0.0376886670634285,0.6833441282081651,0.5675542095182186
50,2086.6755360632364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4895215018101204,1.3609929965978953,-1.1132803401073534,0.0,-1.146956344897231,-2.3627600163741365,0.0,-0.992732398519023,3.2271278153109284,-0.479173916005644,2.569239107324578,-1.4870912828494138,-3.0045232889032696,0.0,-0.4535498231318838,4.812228967429349,-2.6219341992947656,2.283171867086291,0.0,0.0,-2.777327869567975,3.3700358487347652,3.2367701773919952,-1.009100671541663,2.510196520601063,-1.3661286049392811,-2.60392151318852,0.0,-0.2860105823682139,-0.020455939870608984,-0.18121372141787412,-0.14579114729621825,1.92048116382981,-0.09313926787367444,0.8745250013991823,0.4131321699897866
51,2086.6640799771385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5282528504142112,1.3408837737474015,-1.1191884538862267,0.0,-1.168565697141079,-2.379664979613978,0.0,-0.9543673332385647,3.2105608365074683,-0.48405741200559127,2.5690255838867224,-1.5071125220720087,-3.0232302730077274,0.0,-0.4189077573073451,4.792397560569692,-2.6244342369860103,2.2837562222469887,0.0,0.0,-2.800936758587448,3.4094661560172517,3.2128672037453208,-1.0137986163133264,2.5103391026189543,-1.3855268059597852,-2.6222353017532676,0.0,-0.2857250837368443,-0.020395222010923145,-0.1808036360094629,-0.14501993975322391,1.9244700053362358,-0.08104134399024635,0.7763463448831331,0.5297658443501292
52,2086.65798538205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5530879365171901,1.3208918333951478,-1.1244698852269885,0.0,-1.1769729297962597,-2.3827468812429475,0.0,-0.9282508471880141,3.192123375240156,-0.4884215859836926,2.5663268609195327,-1.5145705959431335,-3.0275468227990583,0.0,-0.39479855762229155,4.769704048873517,-2.6265427129735386,2.2814656749491102,0.0,0.0,-2.807855039719157,3.43584281585988,3.1845643121051115,-1.017025637049796,2.508394377799647,-1.392389537059336,-2.6257859129906183,0.0,-0.2853158563103291,-0.020324388450988343,-0.1803238071408786,-0.14479697719431406,1.930762485924432,-0.07950528756147288,0.6989859252742048,0.6643182777697177
53,2086.6312064168724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5806671324103285,1.2978037013296206,-1.1310541575505173,0.0,-1.1857094947856703,-2.3851853064119624,0.0,-0.899486474122276,3.1709274404002197,-0.4939826940795425,2.563304066660191,-1.5219990545888111,-3.0314324713559424,0.0,-0.36691371876745404,4.742899818270176,-2.629739972871347,2.2783066163538352,0.0,0.0,-2.8149145440177326,3.466142442445455,3.14870423645893,-1.0209949827796831,2.5053510046339307,-1.3996883199696126,-2.6288194333216848,0.0,-0.28475222399970873,-0.020224517131520535,-0.17971116802078804,-0.14470000705174754,1.9401489689759177,-0.08270567870652004,0.6469231655667762,0.847401893548136
54,2086.623591882446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5785623920567065,1.290479747106289,-1.131964216773565,0.0,-1.1776132980601475,-2.3755818211016977,0.0,-0.9000301094286063,3.162383400006255,-0.4950039098578069,2.5613394507966953,-1.514403232271317,-3.0216384367729017,0.0,-0.36598748942368625,4.732479877554887,-2.6306597566114824,2.275752308018691,0.0,0.0,-2.8044176962644642,3.465878788852967,3.1329524992882787,-1.021278393912455,2.503573725851184,-1.3923849877492895,-2.6189904392286123,0.0,-0.2841287576959506,-0.020118363206072496,-0.1793323572841417,-0.14487740776758493,1.9476050381098096,-0.0888601230998724,0.6448201976582841,0.925170840565515
55,2086.599991956423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.556390336641689,1.2885635675327938,-1.1313272068419058,0.0,-1.1520756416825142,-2.3517462841346215,0.0,-0.9183099661326836,3.1547403663550027,-0.4957328328109356,2.5590570824747356,-1.4910736943917355,-2.995573917481901,0.0,-0.37812992427420866,4.72524608073573,-2.6334319903956493,2.271433592061356,0.0,0.0,-2.775379956352688,3.446386085690833,3.1240103922753852,-1.0212062455851603,2.502407895998595,-1.371119071397575,-2.594662338107937,0.0,-0.28254916966855437,-0.019855274819820627,-0.17874139681059809,-0.14474782153130572,1.9636355551579125,-0.09348697662261826,0.7092111447404655,0.9219776157793245
56,2086.4115979700837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.522817676188955,1.2811876464211425,-1.1320356787737542,0.0,-1.1060818730101558,-2.3088122384600385,0.0,-0.9421648889679175,3.1341465734987364,-0.5004062151506168,2.5578713455552826,-1.4489243198857005,-2.9474092126605913,0.0,-0.37682192173923634,4.704573643745703,-2.643415576253092,2.2619008405215038,0.0,0.0,-2.7182471120864236,3.422529189727283,3.1078165303085794,-1.0255532223628585,2.5037311340358026,-1.3356030820773754,-2.5519399026782557,0.0,-0.27886905809388535,-0.01927638232774939,-0.17721515595997792,-0.14315298372649363,2.042485064541594,-0.08775976845357192,0.9444827400459521,0.8684969624678638
57,2086.2566395358126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5108037849277547,1.2620415038562516,-1.1223164654936226,0.0,-1.082624018183272,-2.284873524260817,0.0,-0.9503880142573925,3.1112178225415863,-0.49476775488647157,2.5585515298726857,-1.4276347558048792,-2.921080500235908,0.0,-0.36255771944265525,4.672765292972784,-2.641889154143276,2.2571847048659297,0.0,0.0,-2.686090184690931,3.4207610754544278,3.077006381718183,-1.0177816537885314,2.5062706299113167,-1.3174124976155142,-2.527591630518807,0.0,-0.27771695655597683,-0.01913604399871034,-0.1751779280711992,-0.14295236594709515,2.1797199190292895,-0.09930163227757673,1.1899143550277393,0.9524579154515436
58,2086.122295031534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5074622511470144,1.2598288006994725,-1.1143506639205922,0.0,-1.0821331766718951,-2.2866405457046426,0.0,-0.9602353268105852,3.1156795864731928,-0.48599043455699364,2.559402854938615,-1.4294413118330647,-2.9247520273348626,0.0,-0.37172712637382316,4.667769214920224,-2.634118419675161,2.2555931732458845,0.0,0.0,-2.690507677187444,3.415833387338272,3.0772217879071033,-1.0053101803976259,2.50713508456852,-1.3159724052605444,-2.528989228584548,0.0,-0.27853199039795656,-0.01920843514343779,-0.172742537969683,-0.1433938396050052,2.2992980919473127,-0.11001228156673062,1.3862247700298644,0.9278025799482463
59,2085.8293714820193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.519740144466381,1.2732689893465552,-1.0997660719762463,0.0,-1.1125785807954152,-2.328378139880452,0.0,-0.9674533141054213,3.1495058880416162,-0.4671919849215347,2.5615319380036166,-1.4661322291072365,-2.974026388105489,0.0,-0.36583297696662315,4.651028596131129,-2.61683274888337,2.231510310456403,0.0,0.0,-2.741885863733806,3.429479004530188,3.067870514579341,-0.9698864758400167,2.503828348656397,-1.3441234788223597,-2.573189284668041,0.0,-0.27976462839218486,-0.019084051360407753,-0.1590123076401677,-0.14207948683748317,2.94879539869154,-0.13101031681192454,2.3134258825182408,1.129139689566853
60,2085.6556249693513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.512201431220844,1.3054712003275728,-1.1029420388023388,0.0,-1.131988485595175,-2.354052449591856,0.0,-0.9759084653772531,3.1823208386758326,-0.4711580846368903,2.562132931942485,-1.4818585465722003,-2.999440406917269,0.0,-0.35245530570163774,4.684735959612405,-2.622347280706002,2.219652158632207,0.0,0.0,-2.764240599290817,3.4232363352595456,3.1045416008837172,-0.9737967581179449,2.4988910505168813,-1.365275150850645,-2.6056613028360265,0.0,-0.2790599490762026,-0.018903759791054013,-0.15776292953142262,-0.13916434894486898,3.197713330753962,-0.10442800459180276,2.6554777526467994,1.105621502780131
61,2085.572127815209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.475007294435777,1.3489713651748365,-1.1066779891208498,0.0,-1.1245049346582539,-2.349772135530577,0.0,-1.009578813336486,3.2190502648336405,-0.4761533637022374,2.5642961221340883,-1.4710212385270838,-2.994879832032322,0.0,-0.3630268119780734,4.708081965294497,-2.6283784508099735,2.20364528395419,0.0,0.0,-2.7518664212171893,3.38669491308568,3.169809994998336,-0.9805617099777004,2.4893469648531323,-1.3608528439836416,-2.6079970491821145,0.0,-0.27618483462933774,-0.018319316151552998,-0.15315821039442296,-0.13555314082739328,3.5351130217339772,-0.07311748171035032,3.2344646177769167,0.7556947608432982
62,2085.4667678094424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4471730592875802,1.3633060374591717,-1.110966697114537,0.0,-1.1044506389412097,-2.326622334280103,0.0,-1.0271827318206614,3.221612447559945,-0.48296045271372845,2.5613585523065634,-1.4471215927639351,-2.9689500281259855,0.0,-0.3831727460314659,4.721653322550195,-2.6331129993603732,2.203839125435244,0.0,0.0,-2.724144467279808,3.3537846240649363,3.2189298103450423,-0.9935337904438315,2.4849808166209586,-1.3417787304733546,-2.585837345047649,0.0,-0.27416678891319224,-0.018056113789459843,-0.15553035897130107,-0.13448401933152007,3.469580745429022,-0.04479401869496744,3.20389651661624,0.253523971039306
63,2085.3584204283397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4772104265766006,1.3276478023809957,-1.111437599131839,0.0,-1.1025340923377236,-2.324286468741737,0.0,-0.996346837899295,3.1868490439145356,-0.48302795734048326,2.557781411745402,-1.4480728284961537,-2.9665187208330477,0.0,-0.36456783957874633,4.6861516023175485,-2.631683301337519,2.2025327625973246,0.0,0.0,-2.7255488700893635,3.3786652909427266,3.1974417708891893,-0.9890031680583525,2.489206418922843,-1.3394658728540991,-2.5817095172205655,0.0,-0.2739396346290912,-0.01803414094964671,-0.15434236853544644,-0.13462297684653993,3.414557081996126,-0.03632184568977104,3.143184030972188,-0.024115068499173498
64,2085.276623699612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5194357942349073,1.2750251265054566,-1.1082894705001076,0.0,-1.1031463113564484,-2.3223624861596677,0.0,-0.9522477736350881,3.137451930244699,-0.4803678373058296,2.55297593711592,-1.4515213706734884,-2.9639600601471123,0.0,-0.330688253530111,4.645291197086405,-2.6279223454238814,2.2037759691847336,0.0,0.0,-2.7273626636216064,3.408480847902146,3.1815679534107013,-0.9805786212633169,2.4974050593195063,-1.33744214437042,-2.577086341596937,0.0,-0.2746198045097863,-0.018268371511070625,-0.1549392464124685,-0.1359392393280743,3.3104437286656245,-0.03301958098397493,3.0437616131650187,-0.607766496587876
65,2085.241284385778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5251937623076481,1.2695768913531256,-1.1046329404765667,0.0,-1.1097046331805918,-2.328558027238038,0.0,-0.9499678385482585,3.1376674453897238,-0.47696935363195553,2.5543528337513783,-1.4586285664872458,-2.9709848866339743,0.0,-0.3143511623325075,4.640743137752437,-2.626426317898086,2.2018107070225024,0.0,0.0,-2.733827896033167,3.412514116900711,3.1822287427911995,-0.9741776526524494,2.499639212755244,-1.3431282747865052,-2.5834470776619805,0.0,-0.275241782422416,-0.018377405266064253,-0.15383543740363514,-0.1365667030449571,3.4520053002324054,-0.04764854640607069,3.265071938130914,-0.6836474610588135
66,2085.216214948194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5353580358824912,1.2707373600278387,-1.111404166249364,0.0,-1.1183863434417187,-2.334333210322488,0.0,-0.9425081014330473,3.1404038065224484,-0.4823164064980231,2.5586864141133114,-1.4674870029734184,-2.976808560107767,0.0,-0.3039532774514338,4.639439800906705,-2.6325590148976654,2.208828802261728,0.0,0.0,-2.741798511843589,3.4231694015783454,3.1792986281927593,-0.9802900332883205,2.5023176124055424,-1.3517417614909306,-2.5879948001868125,0.0,-0.27563085288312156,-0.018418609601448855,-0.1541788779211382,-0.13742563699692095,3.466560743453623,-0.06292329152049718,3.249442037484031,-0.596411860365335
67,2085.2082394594177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.540020700846682,1.2714297705490432,-1.1153528066349079,0.0,-1.1226310475786685,-2.335235952839367,0.0,-0.9387325456055023,3.1417719826711483,-0.4860514332198074,2.5630459865114643,-1.4709053219700206,-2.97775673343628,0.0,-0.29701653180371784,4.636731732966781,-2.6359301586549697,2.213194443252001,0.0,0.0,-2.7423333254461744,3.4250929342698053,3.1864637368374362,-0.9839722201896794,2.5035899345055657,-1.355277226936185,-2.587507316983983,0.0,-0.27564617242884387,-0.018423985172714853,-0.1539892762622362,-0.13871276299988866,3.506145573003697,-0.08122300753662613,3.259569361357651,-0.688883285786395
68,2085.152203820016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5311676892540833,1.2814701425657884,-1.1165058142919153,0.0,-1.1208796437828936,-2.333366238790658,0.0,-0.9465518631212034,3.1500490333082545,-0.487816254209209,2.564184960023713,-1.4679929922180286,-2.976135951317851,0.0,-0.30218140878047295,4.64161856477632,-2.6369228325636325,2.2108290371420964,0.0,0.0,-2.7390763250936847,3.4150645312207066,3.1980601437175817,-0.9856725986686785,2.5012476283240987,-1.3535796820403718,-2.5859598341783854,0.0,-0.2749738877298949,-0.018288931621779858,-0.15308685940308772,-0.138814686244903,3.574423524489177,-0.0849558948219942,3.2879909698156804,-0.7320000191800219
69,2085.1405256413796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5282325943764334,1.286279503160401,-1.1174271782403706,0.0,-1.121887506213511,-2.333235555709021,0.0,-0.9498956913398143,3.1552862345422983,-0.48910654810346493,2.5659984164975627,-1.468448821589285,-2.976651726482728,0.0,-0.29944057150588826,4.640060705659126,-2.6378028077063056,2.2086223933769706,0.0,0.0,-2.7382147416167424,3.4096163016303747,3.2047012243018957,-0.9852105702480238,2.500128385747373,-1.3538890326713229,-2.5852530872857584,0.0,-0.27460304139129893,-0.01820383359590992,-0.1516760829065339,-0.13970352762260932,3.690895885238569,-0.10043445562318193,3.349661910089978,-0.8065355057033368
70,2085.098148628592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5278099403121053,1.2878295875376546,-1.1179281905443181,0.0,-1.1217193167976154,-2.3340873729933658,0.0,-0.9502200139085665,3.15701305889036,-0.49023691755099186,2.5645725566411177,-1.4687859690756764,-2.9785251645613338,0.0,-0.2911179524011263,4.629861462617794,-2.6388103456870584,2.1995743108035226,0.0,0.0,-2.739282015269172,3.4046726469494497,3.2105110477162153,-0.9821759494825456,2.498300597918079,-1.3534013452802116,-2.5863767894220606,0.0,-0.27350210425654,-0.017959053106128383,-0.14858429684846547,-0.13982306296733926,3.912991917586125,-0.10600907674087728,3.4682272554508353,-0.9750983671208275
71,2085.0343272768823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.526794333221225,1.2929957145333222,-1.1199335731668496,0.0,-1.1237410708934086,-2.3356826701410025,0.0,-0.9517836957907055,3.162577319062514,-0.4929944047640383,2.565283107204632,-1.4707471274471875,-2.9815325159555766,0.0,-0.27715967248368256,4.6164260888114965,-2.64094606745237,2.1890173184496433,0.0,0.0,-2.7400578426728424,3.39980060887142,3.2216986715664295,-0.9804082616862574,2.4957290957108365,-1.3555823398952183,-2.588609395945497,0.0,-0.27188831880618636,-0.017599209163082417,-0.1442056999318576,-0.13982494362006248,4.253770577997182,-0.11460575709845262,3.691865330059449,-1.1750112305208988
72,2085.0019079585254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5280747527870309,1.2839198276316552,-1.114671007805498,0.0,-1.1205829506860958,-2.334030808678548,0.0,-0.9501186964767534,3.153919375535614,-0.4883178278051939,2.561727882849004,-1.468555969913164,-2.980012633994636,0.0,-0.2783097684546539,4.609254140793268,-2.636523410172635,2.188032102178988,0.0,0.0,-2.7381526444292756,3.404112779297335,3.203110360684231,-0.9751583900580766,2.4958083204920696,-1.352730498266718,-2.587065991397249,0.0,-0.27211627688084594,-0.017650246157712546,-0.14501798208322808,-0.13940904717467595,4.224291762609706,-0.10649331962836905,3.593713092575967,-1.0313088771101389
73,2085.000325432174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5281322948455691,1.2835046463753177,-1.1144156334110864,0.0,-1.1204589122341704,-2.333881094066627,0.0,-0.9500832392439724,3.153551079774454,-0.48807453183923094,2.561611765444663,-1.4684805427753689,-2.9799074931185348,0.0,-0.2783746485913096,4.608658233851789,-2.6362218359520044,2.1879856780939364,0.0,0.0,-2.738090489017974,3.404424767899137,3.2018422333963827,-0.9748961502942097,2.4958199894811472,-1.3526075921457192,-2.586927001641123,0.0,-0.2721156121809695,-0.01764958420510755,-0.14501476006218625,-0.13938464030182984,4.224893766615573,-0.10610121712223086,3.585680047196415,-1.0182840689031305
74,2084.9997242240534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5281696776937497,1.2833794984480302,-1.114358297620077,0.0,-1.1204308855376965,-2.3338349715348645,0.0,-0.9500557922735244,3.1534390054525128,-0.4880163566425617,2.561588606500184,-1.4684654316845676,-2.9798742916122865,0.0,-0.2783733424736433,4.608458541207443,-2.6361428866722982,2.18797668333168,0.0,0.0,-2.7380800726358108,3.404538360082376,3.201443591148685,-0.9748367484735605,2.4958350153545217,-1.3525782921727518,-2.586884812369848,0.0,-0.2721139369930968,-0.017649028437344883,-0.14500880383902168,-0.13937715908861778,4.225229170713214,-0.10597047575279682,3.582451055279253,-1.0139909443912112
75,2084.992422900713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5324494517685263,1.262592669134297,-1.1046258255069634,0.0,-1.1144432178847696,-2.3239969716002102,0.0,-0.947326401699408,3.134263834906485,-0.47792852108426903,2.5577670807734223,-1.4644893237458367,-2.971961952948587,0.0,-0.2802530520220852,4.573495649345021,-2.6222672688492517,2.1865469616733755,0.0,0.0,-2.734867618305673,3.4226927693406326,3.126950727556452,-0.9653734583780325,2.499415021691799,-1.3462984851589548,-2.5773459765141524,0.0,-0.2718269470090232,-0.017554349661392757,-0.14386057726124415,-0.13812597820901396,4.273596319270911,-0.08073985461321961,2.836608460463655,-0.144120532294306
