Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.cars_gr_23,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.cars_gr_23,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.cars_gr_23,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.cars_gr_23,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.cars_gr_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_walk_stressJct,g_walk_stressJct_c
10,2355.0353033778624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0598406261552615,-0.8200506260949705,-0.04178255094728439,0.0,0.5317360414765617,0.6492409001670645,0.0,-0.34310085630939424,1.1156638440816558,1.0922767791374528,3.0058564215947037,0.4246895586104827,-1.0304551603728789,0.0,0.9631926921132563,2.716458835730929,-0.6182957669303044,2.2529726761300553,0.0,0.0,-0.24819399566196065,3.2362105204100744,2.0999252988973542,0.4943541199488953,2.9233624582253244,-0.013948914388470846,-0.4434623231517534,0.0,-0.12400406585010496,-0.01148622624104876,-0.15469081918348587,-0.14242174422142279,0.08692314409483212,3.119376480916224,3.6049842998045634,2.57105439613934
11,2298.7835880410603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3414437478052041,-0.37170812193501,0.2735481696224351,0.0,0.23564372429464064,0.41207256669740416,0.0,-0.3930019126553427,1.0465712083606806,0.8086346780741855,3.159217509347663,0.43834855011520674,-1.0355628352775776,0.0,0.9884696843345704,2.881268699944477,-0.7371091576840741,2.532497648299094,0.0,0.0,-0.2164733095354537,3.377824886200125,2.0635847293023337,0.33629301751907326,3.05913002601708,0.21864326053271632,-0.5170897438748915,0.0,-0.10932064038388159,-0.0027729673049182602,-0.1536618172691389,-0.1314073226726855,0.11075161288747516,3.020077317071815,4.46145684207887,3.1474444001914064
12,2250.597974516264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3607328559071816,-0.36003063594417656,0.2555580035106226,0.0,0.29945243200815924,-0.1885163523817988,0.0,-0.2509289798812733,1.301865736196477,0.6562419587278493,3.2763413102806753,0.3739423191711465,-0.9428537828207155,0.0,0.714645780679334,2.980680414389546,-0.8450068996663406,2.7437285420554836,0.0,0.0,-0.3412878566761627,3.4540935806555453,1.8344465652908486,0.05842552957439956,2.9149103169038555,0.16577606825091482,-0.4991491002538873,0.0,-0.06574469254434462,-0.005173536696988871,-0.13706763642401742,-0.11280754728399492,0.14104925259541848,2.7989871744389037,5.365100754392853,3.748271092300695
13,2232.5377558495006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3434863603386584,-0.4983261008181292,0.08145621243246876,0.0,0.24491795063408878,-0.4290698557593575,0.0,-0.34052908315224506,1.221523300889862,0.46813211528852394,3.0597638035529955,0.46857238956374103,-0.9892061770464887,0.0,0.5810237305692783,2.979017802461069,-0.9360099430705747,2.7602306781146346,0.0,0.0,-0.39987618952617887,3.369276119216176,1.8625305176394513,0.01745943718700302,2.9485630081201997,-0.03110851296979697,-0.5428110607173716,0.0,-0.07029124492231176,-0.005705529574698269,-0.13981074164588284,-0.10696564279027591,0.1593520710566731,2.7448419673979556,5.758782606554896,4.022370055864242
14,2208.1680922202368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.357269088214999,-0.7361905200174719,-0.4435353898061583,0.0,-0.04676816621107366,-0.42148185088189716,0.0,-0.8009338240018251,1.2378132864546623,0.3863849508460929,3.022810273799233,0.21885339945673254,-1.3859694030100056,0.0,0.4043068213542717,2.8910389245186585,-1.271847421320282,2.528823830529603,0.0,0.0,-0.49622734061432944,3.1828504777390485,1.7099527452817482,-0.22429921824945578,2.6528966139635948,7.240110762714719E-4,-0.8798010253111364,0.0,-0.05012921978320914,0.007327631420020207,-0.13145671997456118,-0.09433629313037234,0.19923378114143422,2.6209897062129195,6.089201065615188,4.274337246925376
15,2186.2536080871387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1705495990806853,-0.486065259823171,-0.6845665265424155,0.0,0.07477156360381469,-0.2905845221205361,0.0,-0.9591375907712045,1.1041569147605395,0.15840214669839733,3.0231646821554508,0.06575767809650065,-1.8469720852783869,0.0,0.23246096521713805,2.927415925430894,-1.6008065918282335,2.2977009786832028,0.0,0.0,-0.706273318790666,3.2167859611262744,1.4609164430465902,-0.5065950729362301,2.4559925022032796,-0.3755678598716082,-1.189624466786128,0.0,-0.0886493281226752,0.0064352198777254,-0.13798814401913198,-0.09336069401427718,0.23978829664098059,2.4821294212668703,6.075118968246579,4.304545448268317
16,2157.3380933509798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2227442587209567,0.44482427999203794,-1.292365042060164,0.0,-0.2312437814133722,-0.9683684770777705,0.0,-0.4560448274419987,2.196880222069313,-0.2632094794538157,1.492695401858022,-0.4859679593547186,-2.5108797923005244,0.0,0.257123812604537,3.159947392109241,-3.003702980248954,2.2270794319435283,0.0,0.0,-1.9548363580439736,3.2403961442067124,1.5130274114706215,-0.8854544763189276,2.2987757988657944,-0.37536750418822495,-1.5950148991805013,0.0,-0.217702215686198,-0.02097239177879092,-0.17280659792574854,-0.11512392874373202,0.4000123119171497,2.200697759421643,4.58294444746108,3.542019380863886
17,2141.9383976667286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1946201478419773,0.59346133782726,-1.3777259854093158,0.0,-0.23031399637133412,-1.3728390812417792,0.0,-0.33915193218455675,2.2310038322340935,-0.6016660065284722,1.4409868539146193,-0.8997465734422214,-2.490419728560569,0.0,0.30989091238727295,3.1850033955446597,-3.2450164884304953,2.00692907889402,0.0,0.0,-2.084946359160006,3.237533023416235,1.8838631204304839,-0.8422401943594636,2.1075508030009624,-0.3512693462554375,-1.595387884632603,0.0,-0.2884806826369065,-0.031765454571815316,-0.19597463155620798,-0.1294310472904123,0.43857750689200936,2.2328072196754043,4.175527499412061,3.336776944578287
18,2131.7831361605786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.321348058309137,0.5857441832526532,-1.30785563423199,0.0,-0.45870985687110793,-1.7329981221248048,0.0,-0.5430329424438766,2.306607880622835,-0.6802503546160814,1.502746553277646,-0.8853678897123526,-2.2065728166391856,0.0,0.3845237241878111,3.4661452394312384,-3.09726005238367,1.7143478379112636,0.0,0.0,-1.9409726065602797,3.3478202299819904,1.9432366967220753,-1.1481132644736742,2.016267528165685,-0.5763776653678938,-1.607296473061157,0.0,-0.31131645976823014,-0.030137008555623495,-0.2131494297575432,-0.13381597495730888,0.45315712412563475,2.3092733146005413,3.872391640881544,3.146498999468771
19,2126.324581315823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3186134377149337,0.6076574348530369,-1.2721988042948482,0.0,-0.516373061774202,-1.432130087535748,0.0,-0.4549870488557675,2.3329707721995345,-0.5767329573932167,1.4672624718883047,-1.0165957464227164,-1.8604286828773766,0.0,0.25379288284332124,3.49574454396693,-2.647338645457755,1.7465155267695032,0.0,0.0,-1.8368258042396435,3.383666782109411,2.174370277584477,-1.2267228958133065,1.9630728215195006,-0.6779099428178411,-1.8827046577936646,0.0,-0.315719259397968,-0.03376539533826114,-0.21439136234599487,-0.1337697311276565,0.4261900904664981,2.336678531740835,4.0048001891838645,3.1894936635323337
20,2112.1508015250256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2549978491147933,0.795090975620927,-1.0617588849804425,0.0,-0.6946343377490458,-1.043687815613968,0.0,-0.882031493906593,2.5988614152091927,-0.39528380294514043,1.8922134894704197,-1.0555883081707245,-1.8459956575494518,0.0,0.0818684056334279,3.4384110107637444,-1.9340929793124815,1.889930599254041,0.0,0.0,-1.6867633535093647,3.369322049903012,2.127955654766827,-0.5894564226666164,1.958574826850546,-1.0088040389507074,-1.3650967616358838,0.0,-0.27932029145059833,-0.022873222105497047,-0.19918285393958302,-0.12563604333071632,0.2891688485466466,2.5924803931533624,4.601704816407795,3.3234175198891305
21,2106.8755810474413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.120770727411206,0.6790355588340956,-0.7656190245375387,0.0,-0.7115768790045802,-1.0711553121744462,0.0,-1.0610657858491133,2.1999982379247967,0.07308890223845016,2.481932049759486,-1.1881920089507532,-1.9251662099370694,0.0,-0.2943212311819745,3.8628757046048876,-1.7024809944721038,1.89825331904001,0.0,0.0,-1.8723910692410093,2.9283968419159425,2.0328785971575614,-0.46094022363323706,2.675770135518122,-0.8645688113802646,-1.1555064198289655,0.0,-0.2842874658140528,-0.024315149435765116,-0.19428110233103704,-0.11976942424111149,0.1320497019874176,2.622435437301499,5.066552149766997,3.370963689565581
22,2101.9430519988327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0473159090027606,0.5182662260545291,-0.3307423658085673,0.0,-0.5980922918731884,-1.2502750386296704,0.0,-1.3149372725112964,2.1197612831449013,0.2566126064021542,2.70318598723896,-0.9546187730485965,-1.9533145998339236,0.0,-0.4468621575223929,3.8466223554832966,-2.1533866635603833,2.11149751701283,0.0,0.0,-1.8918839389600304,2.9126560498706837,2.250110409285601,-0.5050198545485697,2.614799584235686,-0.8536458266691968,-1.4987302270550296,0.0,-0.27307536253137576,-0.019681351334426313,-0.18098885476382903,-0.1195529120090237,0.04419348889897293,2.6478317054278415,5.191473021799772,3.32890337562672
23,2099.59161921764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0719549488701263,0.5135054851722824,-0.41008138727507176,0.0,-0.5112443687555482,-1.405186155811683,0.0,-1.3029394046073455,2.2714640176947687,0.020884868970794696,2.7302335991407074,-0.8643684308480153,-2.063545971018195,0.0,-0.493318735779687,4.0162544318611255,-2.282290457349806,2.1227257568926032,0.0,0.0,-1.7190995657883936,2.946992807992773,2.2179165525516744,-0.43058368608977066,2.6283441098556346,-0.7734222076383739,-1.8533632705023853,0.0,-0.2702366589630394,-0.019691703185060458,-0.18041528850080155,-0.11980117610292741,-8.909460672308633E-4,2.6767236689571305,5.178155312511655,3.2532696584729193
24,2096.9500017643663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.139049879645562,0.7684511312385262,-0.7915346591906054,0.0,-0.4090673664585062,-1.7101415887675262,0.0,-1.2506672678814887,2.3521382032344267,-0.024999199427255682,2.6639008567507765,-0.7346865786254888,-2.355065704529598,0.0,-0.48994717314856573,4.129368153178064,-2.3620117377139134,2.1402650249941315,0.0,0.0,-1.4973281144402915,3.084808706852867,2.4164553888111597,-0.6065307076798356,2.5231517916513706,-0.6859089917952776,-2.074196831746275,0.0,-0.2675100631245566,-0.018880316126010543,-0.1795637343525726,-0.12238641444617517,-0.0631465012042407,2.718472913782822,5.142536621654809,3.146167922063402
25,2095.0829537317136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1624138741636127,0.8050482863414428,-0.8916851409875239,0.0,-0.41361049996158034,-1.7526774551903523,0.0,-1.2252140570102674,2.6262946750006435,-0.33860257246061143,2.571458528853893,-0.768110885451842,-2.5979285153466103,0.0,-0.4125824516685146,4.176833821371662,-2.385003608206382,2.0773965565177415,0.0,0.0,-1.633097574469128,3.1342797991305775,2.6638246899711033,-0.9855744108370859,2.4856044875709693,-0.690096359058389,-2.065345159326111,0.0,-0.2620932088875228,-0.01780774525981084,-0.17766036785677408,-0.12320103979178867,-0.12460843578510958,2.7587474973492454,5.097138768313462,3.0323008385564134
26,2092.034641508588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2156478984885217,1.0858484478311388,-1.275428890971132,0.0,-0.6798430257202841,-1.7010177208972108,0.0,-1.2053695327602798,2.951226321564053,-0.6149061700416234,2.450847434321162,-0.9806823656163265,-2.3632305530619138,0.0,-0.2946357615223161,4.487916781032331,-2.828411761820285,1.8946166588373186,0.0,0.0,-2.1317101684508453,3.2716353727893663,2.9137792771054336,-1.1612419929438582,2.3122573093290764,-0.966010826780237,-2.0159292877339285,0.0,-0.26077413383818593,-0.017802371642663323,-0.17429318635891863,-0.12573184131314516,-0.2539184763982155,2.779762726864689,5.024050632831672,2.794051874720986
27,2090.9456090430913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2434467061232557,1.1079493415202881,-1.2324904051828678,0.0,-0.8909296968250263,-1.8059969969909817,0.0,-1.1831716070898506,3.0039150931377785,-0.5961613319287425,2.481153060524464,-1.1940150677519543,-2.451031948349534,0.0,-0.4910419331148583,4.466958247545024,-2.820516253676042,2.183829833741308,0.0,0.0,-2.082361433414479,3.276051892688203,2.911953370873624,-1.114579336985446,2.3792314783692508,-1.1564694836595721,-2.0489835081756005,0.0,-0.2741038998495631,-0.019784107517658776,-0.17257967485058678,-0.12835369350453824,-0.3384660690225614,2.7934455149798914,4.885457673930751,2.5422164745122653
28,2089.1357582962214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2533820585272948,1.2212876570745566,-0.9617749070920006,0.0,-0.8729842091547277,-2.136654346535699,0.0,-1.2272390483708353,3.100769123867519,-0.3431243886885225,2.4758607040917338,-1.1911385967158195,-2.6690290368123097,0.0,-0.461574088416772,4.418840229890265,-2.4673514310262066,2.183147984674157,0.0,0.0,-2.3584885562713365,3.2592880708066985,2.892839573972028,-0.7875269069370778,2.41594476440476,-1.1267868942269736,-2.376646372062811,0.0,-0.2857750610054877,-0.020442886827933222,-0.17292595515563353,-0.12906039954204976,-0.5511505540792963,2.8874975176629394,4.804457077033296,2.068589266159653
29,2088.7274458210522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2863823201447842,1.209702853564555,-0.8841365263376032,0.0,-0.8932501301575985,-2.1495802964312087,0.0,-1.1667600767856126,3.1212025005010453,-0.29523558555525375,2.4050965553641386,-1.2608255048855024,-2.789888472198186,0.0,-0.4892350569997479,4.575765824378286,-2.508814979563822,2.1271797302460955,0.0,0.0,-2.346161909345246,3.294640441591159,2.9483131690790705,-0.7733735283487795,2.376245312707478,-1.148014427260273,-2.3805264236950014,0.0,-0.2864145168358936,-0.02050811020665672,-0.17195843386767612,-0.12923247268852447,-0.6444393049365664,2.9027237817616625,4.8236689833849615,1.9140275770234005
30,2087.6978401581373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4580388655285326,1.509936119645481,-1.224120206384326,0.0,-1.1537091826962385,-2.4459094433238597,0.0,-1.1229055000259311,3.3570545929775375,-0.5267007407837644,2.720008546355836,-1.5116070412288394,-3.118348019674497,0.0,-0.560757391305141,4.961519394084388,-2.7159115581238256,2.327107476181982,0.0,0.0,-2.9546928297791535,3.3493904090330666,3.376745261176338,-1.0997516791922832,2.6339904823442697,-1.398241721142223,-2.7680552225200064,0.0,-0.2819695566503783,-0.017729649730533738,-0.15326592054025123,-0.12920009610481878,-1.3709119303064332,3.101677893031955,4.803854986281751,0.5877243010858408
31,2086.792568710537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.471433100339084,1.4206395921355879,-1.124931148654894,0.0,-1.154586423947541,-2.421114392198947,0.0,-1.0482341712580228,3.301066742632258,-0.48083886893686456,2.6011690793977,-1.513845789422712,-3.073136163487726,0.0,-0.44048928155841194,4.824458818574897,-2.6256657311124694,2.254216526233685,0.0,0.0,-2.8657934307025217,3.407325956045285,3.264118062477178,-1.0030793310650865,2.5272863683238365,-1.403045217176322,-2.693401225817908,0.0,-0.2840646228613312,-0.018964566382640324,-0.1598273671486282,-0.12990117060229567,-1.2689966459093833,3.074319921989568,4.71025499101044,0.7216832968388223
32,2086.511114014487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5351276859166476,1.38056209249025,-1.1172907018567275,0.0,-1.1919221798384354,-2.44439924507198,0.0,-0.9587198776122627,3.2618483164322427,-0.4859408441658479,2.5676558552029634,-1.54871524569186,-3.0920743138325086,0.0,-0.34499190023921056,4.77209316897117,-2.613022542491588,2.2347935619633605,0.0,0.0,-2.8863022485167966,3.471782351624864,3.2353463333990162,-0.9913550244986352,2.4981701938213514,-1.4401733245495068,-2.7039656018305065,0.0,-0.28194248765034846,-0.01885574760941229,-0.16084930662006436,-0.1301593215660638,-1.3810239270454683,3.0845351857583236,4.601097327069809,0.47869977656548557
33,2085.9482046474427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.724580868447792,1.2991192144312222,-1.1390878109538252,0.0,-1.3085701351139478,-2.5364771867538294,0.0,-0.7168287656337193,3.1695899875713773,-0.5242489295787454,2.5342808319266905,-1.6522920105876107,-3.174113531278614,0.0,-0.10155614633879184,4.679344831007314,-2.6229349698783158,2.2137455031117343,0.0,0.0,-2.982821732303587,3.6429668088721416,3.2078655091164667,-1.0053234622426779,2.4696704611305407,-1.553230370300157,-2.7802376116347114,0.0,-0.277484424023071,-0.01870881338811956,-0.16218232727918055,-0.13142887435083023,-1.8798580492069559,3.1507587579132945,4.1994991208284524,-0.4827424794386209
34,2085.6848181877726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7950008072274757,1.2668914309746475,-1.1621265369865523,0.0,-1.339430533744075,-2.55930706642237,0.0,-0.6391992293602848,3.1287997068019573,-0.5436526802932166,2.5450906010319705,-1.6752301320118412,-3.19570058641346,0.0,-0.02193541003767213,4.6556167433292455,-2.650359150996256,2.2164309816087298,0.0,0.0,-2.9999900540203166,3.6932016844761786,3.2144899890063194,-1.0255619170622976,2.483406823728131,-1.5806503950965904,-2.805871138198139,0.0,-0.2745224641104335,-0.01839948948338171,-0.16237096011483745,-0.13229766705776877,-2.2597292563612723,3.194117706776004,3.9317296926675516,-1.0556819415894618
35,2085.3847547401665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7889992749492398,1.2454766077730155,-1.1801137045123538,0.0,-1.3076436570212782,-2.5220477135690413,0.0,-0.6601119503395314,3.1006649890613573,-0.5486511952972668,2.5759466036316008,-1.6365106688340647,-3.1587942264718403,0.0,-0.03080756035104309,4.65408746029894,-2.690972914667747,2.2276204181353774,0.0,0.0,-2.9409958343005225,3.663755716097414,3.233879830224087,-1.0467355063251766,2.518918184836884,-1.5431944118558496,-2.7800909680617734,0.0,-0.27256836314189037,-0.018196015243669258,-0.16295100464496262,-0.13361165367654315,-2.7561528708348693,3.2340525493730192,3.569536164760419,-1.5412172689007506
36,2085.3108783541747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.761370627118243,1.2335786007699037,-1.1793115633874267,0.0,-1.2726577196752025,-2.483717302865436,0.0,-0.6964673208583123,3.0894304053058272,-0.5424113419207086,2.583363081681547,-1.6017531344778535,-3.1217575900504464,0.0,-0.06049173909225436,4.651950202762251,-2.701853991898131,2.2292935239234977,0.0,0.0,-2.8944081157916157,3.623230035878213,3.250293665908472,-1.047498819994186,2.532582569977065,-1.5054553818480036,-2.745167966060604,0.0,-0.27307339008249637,-0.018310039610724308,-0.16370125188821133,-0.13509859344787795,-3.14895791811547,3.258960077184812,3.2429214596724933,-1.8934656839647086
