Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.cars_gr_23,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.cars_gr_23,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.cars_gr_23,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.cars_gr_23,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.cars_gr_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_stressLink,g_walk_stressJct,g_walk_stressJct_c,g_walk_aadt
16,2189.4446293466626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7076593266999525,-0.46967408881264716,-1.2037293384244967,0.0,0.022902069805253167,-1.2135694141227482,0.0,-1.398564621028633,1.5025157687321251,-0.49821282035535197,2.999019837031876,-0.43936113514103964,-1.6665771737464146,0.0,-0.39695322897973584,3.324299981747199,-1.7579450896327733,2.6695559030679994,0.0,0.0,-0.68030959990888,4.066604556983645,2.344213856395143,-0.7207062110783264,2.4414556859803156,0.09973691422875294,-1.2865957342151586,0.0,-0.28963121170910355,-0.0074851241320640916,-0.23861660862011835,-0.13828279371377486,0.6521172779717955,4.203531791686401,2.1222367261218604,0.8615120599885903
17,2175.033896602932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.861730088628937,0.04251802396744053,-1.5633343523943013,0.0,-0.1346416568155693,-1.3726704368483322,0.0,-0.9154450381069779,1.8369823950945485,-0.6810273257718941,2.6790502236161498,-0.46860367147813725,-1.8678769334294631,0.0,-0.5217288600330199,3.7118904737884946,-1.5886813101612103,2.622660522850972,0.0,0.0,-0.6494545161820756,4.313187277455246,2.579208483805815,-1.103800586199067,2.404167327883617,-0.18575857271337917,-1.5055833676963206,0.0,-0.2418061801748646,-0.008353440765505359,-0.20899304182965922,-0.13073825576898768,0.581161970260188,4.849549361537166,2.4341223314497262,0.8015724607424733
18,2153.140296915094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8056575984492793,0.573228839303153,-1.9470119748400874,0.0,-0.33633459662145315,-1.3031428655571944,0.0,-0.7861865736060493,2.437484235245532,-0.9240733816440256,2.31661876911443,-0.7835573235321451,-2.4443428877401674,0.0,-0.05811873635112874,4.086019523183081,-2.194442275932464,2.680272133331641,0.0,0.0,-1.306292999710786,4.390305594065119,2.975290874834707,-1.4066068592372722,2.1149336789568434,-0.6493103159566967,-1.750394040265433,0.0,-0.18264871009786182,-5.15228205213384E-4,-0.23421094306143897,-0.11811707342038302,0.570180628643024,5.6588659475802165,2.82621203100033,0.7250274569513401
19,2137.5286223352514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7624197452744221,0.798675007480548,-2.0968928000173137,0.0,-0.5435260647800328,-1.4985683334022586,0.0,-0.6011299215707241,2.659973601620545,-1.1363433124591809,2.383154341766307,-1.2903887053343333,-2.755910527222491,0.0,-0.04179817766940768,4.405857348676443,-2.7361499601849704,2.1916837938182288,0.0,0.0,-1.8188100690827549,4.113337634062388,3.036318132268908,-1.6924170150911146,2.472026665445126,-0.825855381437615,-1.922400550373979,0.0,-0.15975294327243508,2.1024266885308937E-4,-0.20789300391273266,-0.10741391322681093,0.5157042336936923,6.195161123930752,3.0663694065333127,0.6522659922899404
20,2131.2106494674695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7927202660831034,0.8227554621475696,-1.7874141724503656,0.0,-0.7880285559217869,-2.0220157601702002,0.0,-0.7490070586580377,2.7417461136358443,-1.120656527488131,2.537948847706038,-1.178824528496017,-2.5509651237257365,0.0,-0.27940846341940884,4.432056943540647,-2.8880191568033347,2.184201695465438,0.0,0.0,-2.0372258540154773,4.101477684936311,2.9257290899974633,-1.7170962803358965,2.3577366447213044,-1.1749755639228234,-1.8135382539116949,0.0,-0.1510036593869572,0.0015660986437385253,-0.194145907223303,-0.10322380022308482,0.4285132990470081,6.235342808806181,3.0542999719454897,0.6346026335833864
21,2117.638641849483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6967793590327964,0.8142721554870538,-1.3350431901028417,0.0,-1.0164100514103884,-1.8967270287796718,0.0,-0.8553838129297748,2.659605784831604,-0.6221539479006519,2.6463803692516654,-1.3585936353655799,-2.28812210621801,0.0,-0.609231451986044,4.241978154880789,-2.7458112274855138,2.505464226373594,0.0,0.0,-2.1303745511648406,3.7988815301903465,2.830001750655256,-1.441574628236713,2.419138029768873,-1.4848418169009323,-2.3656817117512228,0.0,-0.20142387801912687,-0.00727833179844081,-0.18346044952409296,-0.10040420888322009,0.4646845511943836,6.02458934504828,2.876033828955172,0.612479059198726
22,2111.9608136481907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6201615836335388,0.8950338647876892,-1.0379518584104563,0.0,-1.0226667941700243,-1.941897402405632,0.0,-0.9198741528446631,2.9169923193308325,-0.5552311070674317,2.6178255003035895,-1.4178394835995596,-2.620692612604315,0.0,-0.41642474214561875,4.233521446623816,-2.3674648621669494,2.507030489537162,0.0,0.0,-2.140117619787908,3.567289885658035,2.5812240599545753,-0.8952575578975038,2.6088220557751702,-1.4482792054056381,-2.137132181537452,0.0,-0.23357370499500615,-0.011814718552346393,-0.2007507686156243,-0.09891156601261421,0.6093268174831008,5.877836842629868,2.7410588534129783,0.6039377658106517
23,2110.4531140132167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5816105955697717,0.9835539698711779,-0.9832550826110936,0.0,-0.9201270658544933,-2.044440861459732,0.0,-0.980793293293687,2.796826018068458,-0.19506923473234405,2.5563961266812125,-1.3054109802215046,-2.8682967779704334,0.0,-0.3159903449946755,4.173705682756457,-2.264341838446018,2.288805036931764,0.0,0.0,-2.37383958117671,3.467984496506521,2.709429062935352,-0.9361238532975813,2.551191523856336,-1.2865868725164027,-1.9907197003787227,0.0,-0.24189746513432744,-0.011498972961337006,-0.1948620191541247,-0.09908389615925504,0.6394352738666538,5.858719673782615,2.70360614593882,0.5929768242494315
24,2108.748250200547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.542171915483895,0.8949494735695407,-0.8199131199100608,0.0,-0.7887363397815366,-2.073383275753209,0.0,-0.969831712250521,2.851661160546263,-0.26688943477943894,2.452079528252469,-1.1619030077702506,-2.8736202174829533,0.0,-0.2511991145503192,4.307996326446515,-2.218189423174886,2.061728527459433,0.0,0.0,-2.665840629430587,3.441099289366585,2.7961590719240905,-0.9654155725408397,2.431290382952369,-1.1458268682023145,-2.20478316646078,0.0,-0.23940061720822328,-0.01197289197137928,-0.1990908034665493,-0.09941617942936408,0.6255537766257663,5.874748043111647,2.6827283731444305,0.5801246659833152
25,2107.4413903667273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5457895122149043,1.038897943453448,-0.9929304993916396,0.0,-0.8417160251265213,-2.143822070148166,0.0,-0.958387362822586,2.8567825950894385,-0.2696365732019814,2.4546606370006296,-1.13634515781472,-2.827757381935511,0.0,-0.25619502439334707,4.476734835696497,-2.385824440342527,1.996923753114038,0.0,0.0,-2.6994788926747844,3.465841854216838,2.7835207707244916,-0.8455021077267548,2.3739765150488563,-1.167188118224408,-2.3960897520260116,0.0,-0.24137414195836362,-0.012697659663567904,-0.2035976158395738,-0.10007391087489867,0.6251239997129429,5.936104501890719,2.6707747465573495,0.5675657863234784
26,2105.2160859321434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.536167344619334,1.1469968093211567,-1.0922671436779547,0.0,-1.0431390749850467,-2.283160378102668,0.0,-0.8700385996249665,2.9418852206820265,-0.43500764906985745,2.444984293542856,-1.3381699531891762,-2.8969228744954902,0.0,-0.32944710323870996,4.63747223336319,-2.5512251227607647,2.2665118233401738,0.0,0.0,-2.6295197885635924,3.447320730123785,3.0297659715710625,-1.0927670317243685,2.440658793161927,-1.2792027318071864,-2.550832318689666,0.0,-0.2557955781594128,-0.016227464585221566,-0.22168009314821532,-0.10236384270425684,0.6485688482262134,6.115112732940246,2.668486648313444,0.5383725141586119
27,2104.7389897539174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.529411978540598,1.158535716219306,-1.120640411215464,0.0,-1.0892523584691378,-2.2292640131116688,0.0,-0.8556880790282041,2.9656433558720674,-0.4971401939634363,2.3993615580773953,-1.4061332378520786,-2.9212546914289246,0.0,-0.47778022807374465,4.6078347737115894,-2.612296972875983,2.3266130671360017,0.0,0.0,-2.703326150276057,3.4275776906441,3.026241621187188,-1.0856482741390312,2.41583884536535,-1.313677823487032,-2.5095341563824043,0.0,-0.25261926979500876,-0.015310249815616721,-0.2069846942100514,-0.10196562269951044,0.616105471947588,6.254048511212224,2.6842984473989464,0.518640902340957
28,2103.7094579719906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5019396253273933,1.2081544625977172,-1.150911662394579,0.0,-1.1914897641174904,-2.0791333750996808,0.0,-0.8968024943067885,3.010098108218555,-0.5115084736861836,2.4450369927045124,-1.5047340828927025,-2.736143478297044,0.0,-0.5035413975574204,4.66896556581011,-2.535113898774198,2.330435937901874,0.0,0.0,-2.804008181605117,3.402135559900128,3.112619332367041,-1.0587373534783988,2.41951837530067,-1.4289686643820774,-2.4130361756630516,0.0,-0.2461568441465997,-0.013529514161375319,-0.2052800521985307,-0.1011819808535441,0.6180749051628611,6.7362391530697305,2.7624619901872927,0.4583497693206552
29,2103.307373231321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4877724696981476,1.2267485741337703,-1.044152710896298,0.0,-0.94252180328221,-2.2992043190074667,0.0,-0.8937260764957078,3.0729532902447825,-0.45695687773587507,2.429564756565162,-1.3498914534696684,-3.0817268807272686,0.0,-0.6696356752919288,4.785471601980222,-2.695924766178748,2.392874455105865,0.0,0.0,-2.4828385283809262,3.4133381868741974,3.1798624868989633,-0.9494354705360148,2.3827245056295436,-1.2702831225924207,-2.6787135981648253,0.0,-0.24139398047591734,-0.011473227197309996,-0.20756068332818636,-0.10299883765435307,0.590928393104247,7.277865066175135,2.598958539420229,0.3552871017892154
30,2102.4100412049697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.476073396566185,1.339054172691783,-1.2225690311296007,0.0,-0.9454342615429538,-2.368344297988835,0.0,-0.9412241618549788,3.149103754574117,-0.5574323683346692,2.546574007036873,-1.3264355395627518,-3.015815259080235,0.0,-0.6297060564877137,4.687482909458059,-2.6089223901964362,2.4574170924679795,0.0,0.0,-2.6895704653298482,3.3805572326005064,3.1856692709165357,-1.0166073358858756,2.4961265420519885,-1.2605838249614496,-2.694702839847789,0.0,-0.24746258375712646,-0.012483683185477247,-0.2049040164542274,-0.10451116715946254,0.618394140763135,7.211100638271732,2.5045293005759057,0.3392409852172345
31,2101.0316855009455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4960627216072613,1.3454760512292208,-1.1817459501433933,0.0,-1.1447034779434453,-2.251287025636379,0.0,-0.920272833743382,3.1889257058072427,-0.5262000806287049,2.586696789174471,-1.5001868169696844,-2.9145136714570903,0.0,-0.5224339402095749,4.921209359277367,-2.68733952224372,2.3769945546519615,0.0,0.0,-2.856339849061279,3.427071322086663,3.2464303440309834,-1.1127543922411096,2.5480663920229234,-1.4360148808274726,-2.481374881458642,0.0,-0.25810282435335663,-0.01485406592351168,-0.21533148670276153,-0.10795164498157259,0.6786162745995847,7.091474962893141,2.4466124818986272,0.320574879121991
32,2100.688251484325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4894603033764289,1.4828289550058218,-1.0971705741762439,0.0,-1.345955556242693,-2.5386316855276188,0.0,-0.9547949527509185,3.3283665364166857,-0.47185660162868404,2.720536100565991,-1.6418776590433295,-3.1315059004509296,0.0,-0.38448151189830704,4.9745755810763574,-2.70383533044801,2.478774199656799,0.0,0.0,-3.215518862946294,3.466959434403832,3.288923016063495,-1.1190937549550162,2.697061903653858,-1.5705782220357856,-2.739404731741987,0.0,-0.25468082120545893,-0.014126852333809219,-0.19957197085901784,-0.10828439751311003,0.7915843842539503,8.061966411393303,2.758580866278427,0.15080464740914518
33,2097.674087939651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5916068741262188,1.5047933493862626,-1.1492317682862405,0.0,-1.4159794028739414,-2.560876345713565,0.0,-0.8759837862782802,3.360292357725102,-0.49474491003965104,2.686839846572543,-1.724496119541973,-3.205303039765292,0.0,-0.39227491734431025,5.096693129774054,-2.6986279243637092,2.4329046967359593,0.0,0.0,-3.24871262151925,3.540302515286081,3.3778720899898427,-1.1137243693557564,2.630725476401436,-1.659801338383755,-2.7938338443244985,0.0,-0.2681727841738404,-0.0163899102001519,-0.20995831582042454,-0.11336996782589909,0.7924682511046519,8.034804004002929,2.287892396036053,0.09176753732495704
34,2097.2186116154207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7364680706143216,1.3828643034069086,-1.1408383786135925,0.0,-1.3310665868593543,-2.582615450720687,0.0,-0.7773707034656695,3.2662624475193813,-0.4865171964187148,2.599626146370432,-1.6933637624123554,-3.2507096220843525,0.0,-0.39779986745567103,4.940788170600241,-2.585647523758026,2.373320966924495,0.0,0.0,-3.088083578549086,3.670298978858041,3.2858405474686596,-0.9991389998428409,2.465743189258296,-1.607859564548677,-2.905809362478831,0.0,-0.2797756131406972,-0.018316069800777747,-0.21131810976940082,-0.11918606949666402,0.7854269281878101,7.094316729439522,1.3730701476406468,0.14179448861260735
35,2094.6230594947488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8655745135001367,1.481078832416712,-1.1816589021789248,0.0,-1.4878779333687426,-2.812180374027624,0.0,-0.6629408711478231,3.382139567520097,-0.5397130680425254,2.6286580202712146,-1.856117109349749,-3.4529213099189793,0.0,-0.30893626702868654,5.037830525379318,-2.6600509974244106,2.4022033111151733,0.0,0.0,-3.292221793432299,3.8288812804788788,3.341231530843541,-1.036208594182252,2.4758854485343935,-1.751370346252782,-3.133540657880004,0.0,-0.2957469635222113,-0.021368294609058428,-0.20783694659388888,-0.1281331148103098,0.8877704769738903,7.26736457777801,0.753944018824499,-0.04569253304559309
36,2093.4574557309693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8404374068112979,1.448267919535036,-1.1871183318873115,0.0,-1.4973759054421898,-2.765269613468446,0.0,-0.6716124861133773,3.3273525034112152,-0.5458453120540883,2.612196970188033,-1.8312761317380968,-3.389961495493226,0.0,-0.27979964733021684,5.0065112471404865,-2.66896715439118,2.3984084467837623,0.0,0.0,-3.269167851741324,3.799321977493621,3.337187027922533,-1.0780240014634725,2.5214206407729587,-1.7502748732204059,-3.0416515089297915,0.0,-0.291036417392001,-0.02086451511435425,-0.20806378439494405,-0.1279263361438606,0.9013370544954397,6.929954425568561,0.5233790340681992,-0.006171363422635079
