Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.cars_gr_23,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.cars_gr_23,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.cars_gr_23,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.cars_gr_23,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.cars_gr_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_stressLink,g_walk_stressJct,g_walk_stressJct_c,g_walk_aadt
37,2091.3251272559232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8582842520568976,1.3831116247540973,-1.2173942594609355,0.0,-1.524155794267066,-2.723120439323864,0.0,-0.6257666105489084,3.233806680173662,-0.5823472787815007,2.5803807509014174,-1.821011123226927,-3.306922851287846,0.0,-0.1782278597442301,4.9352085852924406,-2.702205977231266,2.373959489682877,0.0,0.0,-3.2110162303970964,3.8094074037306,3.347328841877737,-1.157312372185491,2.5619924279842645,-1.7552996777017358,-2.935750954119033,0.0,-0.29404667729613415,-0.022254789135711116,-0.20852252272131427,-0.13499516157408276,1.0087826942922011,5.738785499489707,-0.8677213584016306,-0.017331887905007268
38,2089.759768851576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.844007773923077,1.3080184066671239,-1.2202932744091417,0.0,-1.4535786317254082,-2.631224998303875,0.0,-0.6228178453572244,3.1516827820157123,-0.5883112326113039,2.5665619805581597,-1.751987467841086,-3.198198210969246,0.0,-0.1277906660759393,4.841916661101085,-2.6998546764199323,2.353124952955227,0.0,0.0,-3.0632853819365113,3.7725633025384235,3.356729701325721,-1.1692160746447329,2.565673198357821,-1.6735923267823822,-2.830482574066814,0.0,-0.2965605884757768,-0.02320504248061689,-0.20883384557381254,-0.14125541105028594,1.1088428486570943,4.546774301013601,-2.2524596543939426,-0.029010780282273583
39,2089.3388088258253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8271326457956474,1.2862754300406967,-1.2132390342056492,0.0,-1.410353469221245,-2.596986353378218,0.0,-0.6431902010662024,3.1355768536117714,-0.5799956791795119,2.5688373847851733,-1.7202257656422928,-3.1754723994315435,0.0,-0.1497188200521523,4.8233281362654425,-2.695669479834139,2.356631783614686,0.0,0.0,-3.017019660613983,3.7341942699823645,3.359632892072564,-1.1514758318177662,2.5633063187516694,-1.6261373456050185,-2.8072314906883378,0.0,-0.2953513746679927,-0.02292730863969559,-0.2073154555755776,-0.14404066384645092,1.1441009512231037,4.033675422984462,-2.761257284861814,-0.05718774555612578
40,2088.95806472027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7234463836694154,1.263907612506571,-1.175529070313791,0.0,-1.2554655136137154,-2.472730128105547,0.0,-0.7503512793332247,3.131996431307619,-0.5392982086013764,2.590879110524362,-1.605877896331116,-3.094219330699541,0.0,-0.26797257995467183,4.792760102485343,-2.6565417729913943,2.3638958085778823,0.0,0.0,-2.886567985406592,3.5948303748616723,3.355155643123165,-1.0742012949926583,2.5356160482407204,-1.4799074263470333,-2.735360806305822,0.0,-0.286379356035945,-0.02092723264638946,-0.20393537394842817,-0.14284982497281856,1.1378891985509072,3.615467597164284,-2.6655760032847162,-0.0596043577492686
41,2088.7844613736324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6646233825469516,1.2837686532856625,-1.151588437757734,0.0,-1.2295147691506565,-2.441900054720668,0.0,-0.7986061763828854,3.1430003373468547,-0.5191831980764826,2.5794137988245818,-1.574758352388067,-3.0710693060921526,0.0,-0.3343939140496686,4.797247388978089,-2.633540777157471,2.3477444360269444,0.0,0.0,-2.8728613036346027,3.5479425994409577,3.3578996776835197,-1.0377403723481107,2.523211626862004,-1.461689914793419,-2.710705025497463,0.0,-0.2874728446504249,-0.02112047501378244,-0.20401885503630515,-0.14271788049310666,1.1300518878346342,3.501080381358903,-2.330749784919408,-0.05876853780349199
42,2088.6541169603483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5592844902063625,1.3148720665281304,-1.1265323843100028,0.0,-1.178202791275807,-2.3818927855643652,0.0,-0.9009323881470425,3.1685374281849925,-0.4924672500490851,2.5736258660382254,-1.517644174176222,-3.017731853988093,0.0,-0.4508221433177222,4.818309318676991,-2.618464778438609,2.3406598984922136,0.0,0.0,-2.839034863139307,3.4537100296955505,3.339827405796993,-1.0049404068082137,2.5196589030811825,-1.4133512731974325,-2.6513780246673586,0.0,-0.2886979326496753,-0.021212426491433765,-0.20303493382085505,-0.1423692085345473,1.1323409067441954,3.1206076202000586,-1.6386449155786535,-0.059496420538497755
43,2088.434709924038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4534651699168124,1.336922088016496,-1.0979229846915586,0.0,-1.1147730592229323,-2.317055085126898,0.0,-1.0111552945271949,3.1883178664919423,-0.46210518608825185,2.571172938214076,-1.451797931167648,-2.9490547525256523,0.0,-0.5615684719587201,4.831803277506612,-2.595544581007234,2.3398835432533462,0.0,0.0,-2.7843047092050814,3.358851007321376,3.2900669264731373,-0.980429446134906,2.523866334850297,-1.3480812503854478,-2.5796209067701565,0.0,-0.2891696921323503,-0.021215481101486636,-0.20175963523562562,-0.14166605603608196,1.147492233645333,2.5334906508543122,-0.7156852103248438,-0.05401094255447417
44,2088.1518118652916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3568366008812862,1.347928620908141,-1.0703517791718602,0.0,-1.0527949674494987,-2.25353071433166,0.0,-1.1161343225426934,3.1986865228410863,-0.4335623718213327,2.573363929852509,-1.3844558485243796,-2.876659937127268,0.0,-0.6403353325809693,4.827425703599297,-2.5638984592101477,2.333705424437644,0.0,0.0,-2.7149848885637518,3.263775125993273,3.24229529455096,-0.9567983431648156,2.5335221828569643,-1.2813230383945766,-2.504628825098367,0.0,-0.2914196224154972,-0.021683858306910078,-0.19997226486759745,-0.14308441216847986,1.2149107110607915,1.382734029341415,0.03992805355308082,-0.05424018987475285
45,2087.8584072248304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.234123118167843,1.3594353888275876,-1.0367877423929932,0.0,-0.9620189163944908,-2.1647015735401474,0.0,-1.24121000286977,3.2084197129171446,-0.39728747723019175,2.5558968707424525,-1.2995757840179805,-2.7975594513158892,0.0,-0.7687375343078546,4.821238995733183,-2.5302561715938165,2.3149299351694386,0.0,0.0,-2.621817113247433,3.1433331691661506,3.1577016971747085,-0.9273367354785527,2.5175604525420354,-1.1888796991024846,-2.4137942112105963,0.0,-0.2904311274829464,-0.021398650971306696,-0.19677344317176756,-0.1432382055981023,1.2714490361564876,-0.05997261149049171,1.3486956731759372,-0.04713997131643288
46,2087.7099208279087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.320888935697781,1.3375818072517969,-1.055945176615679,0.0,-1.006016488112251,-2.2152525638869105,0.0,-1.1547668044826054,3.1893575477745393,-0.4175763482694455,2.5402247482498086,-1.3529829660440302,-2.855329824919503,0.0,-0.7040445224608314,4.799942867309121,-2.548072866561682,2.3067707720231794,0.0,0.0,-2.6625649863200254,3.2217668511044546,3.127452820271831,-0.9509102322215635,2.499082975267029,-1.2312885224061456,-2.4636858386595195,0.0,-0.28615050406523457,-0.02050698102767623,-0.1942607616003989,-0.14319651787083923,1.2789279336523223,-0.2304125739031309,1.294478351527354,-0.044948685507450965
47,2087.5547303527496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4643465479676963,1.3181938941726536,-1.0905686121898572,0.0,-1.1017889923182105,-2.3136727916403066,0.0,-1.0134570532321932,3.1728758691796948,-0.455468068862333,2.553020615166989,-1.4492264682178235,-2.945023350035184,0.0,-0.5533188989763413,4.774113822533922,-2.5767450968954604,2.3143997100527467,0.0,0.0,-2.7605418461626274,3.371908997334271,3.1128302440835047,-0.9859932222197221,2.5082784427621636,-1.32670659228323,-2.5556891760640954,0.0,-0.2852440909693108,-0.020379522356718412,-0.19229887860528616,-0.14431127516147096,1.3142747748467651,-0.3535239715781462,1.2573227713549844,-0.04636887734870569
48,2087.5497431248627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5104968667794056,1.318772050509036,-1.1077540318425743,0.0,-1.139397420066304,-2.351069209696603,0.0,-0.968294550771091,3.173699748535829,-0.4729062418845962,2.556122995267703,-1.4850169354662446,-2.9806435390395496,0.0,-0.5021651866024841,4.77616758574492,-2.594137163357289,2.316272960315725,0.0,0.0,-2.7970979225867354,3.4190843434590326,3.113050703610334,-1.0029943613082304,2.5128506582900902,-1.363564632167999,-2.591101125305204,0.0,-0.2857829816059294,-0.020449863721684298,-0.19229904533778366,-0.14502783442091605,1.3351085558910847,-0.49231467779814914,1.2835391091090322,-0.0483829778285518
49,2087.515619985599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.630385414452061,1.322424421754872,-1.152869515152558,0.0,-1.2382420957870939,-2.4477662723641127,0.0,-0.8485279020356418,3.17772760294561,-0.519342258026516,2.5664701190138346,-1.578246473708377,-3.0735098468624096,0.0,-0.368823450194196,4.786704513299626,-2.644764590084579,2.323813003625746,0.0,0.0,-2.892539745120369,3.5372906398123507,3.1419453583766557,-1.045309705066209,2.5250885958400713,-1.4613250064248025,-2.686007224497121,0.0,-0.2872996359522166,-0.020652769968867623,-0.1929843403326098,-0.14656861935408144,1.376430103222681,-0.5337721210873557,1.045432752278698,-0.04995605887749543
50,2087.49936586701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.624357942081489,1.3273422029483075,-1.1454556561063285,0.0,-1.238379366211924,-2.447166576942958,0.0,-0.8528206371426794,3.180929576102252,-0.5135069489497304,2.5674341189332894,-1.5770205529111303,-3.071150511025237,0.0,-0.373352469562161,4.785211921866806,-2.6417854977698516,2.322445803192209,0.0,0.0,-2.8949361459764127,3.5287332930238176,3.148739636381457,-1.0363194649803333,2.528371357220248,-1.4596999338439003,-2.683519593100318,0.0,-0.2875405479359504,-0.020712136507861956,-0.19182366108414073,-0.14749347470194138,1.4034898706690313,-0.7999143694251594,1.0530124265343073,-0.05097216207038616
51,2087.40238480509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.582422181447615,1.3378549829972546,-1.1304525864191286,0.0,-1.2134074536838473,-2.4244357270400125,0.0,-0.8961166173937323,3.1920949192540027,-0.4975053766642183,2.5667328654931394,-1.5542550881890327,-3.0522044277556315,0.0,-0.42080496885608515,4.794515912744882,-2.6273247219174194,2.3217600594990593,0.0,0.0,-2.874843141958321,3.4873599546018426,3.152227463508982,-1.0219539216748637,2.5251974552797383,-1.4354029011291929,-2.662494433989002,0.0,-0.28709786087822664,-0.020604622364879262,-0.191425475363049,-0.14696597142429144,1.3956500197796982,-0.7152290763262464,1.1283339089723987,-0.05176223596275649
52,2087.3463948380595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4626708343907129,1.3902795026205172,-1.0934897992948134,0.0,-1.1566054481908095,-2.37898291353627,0.0,-1.0220188781380473,3.247969165481294,-0.4580454481098983,2.568928969946053,-1.5030391689946565,-3.016347543580359,0.0,-0.5554181931391563,4.845860494350155,-2.5947935775377213,2.32297903754117,0.0,0.0,-2.8341930775085737,3.3764383920322545,3.1795088766903135,-0.9863505647425131,2.519776906622455,-1.3805990589231185,-2.6220312480318526,0.0,-0.2868849056001911,-0.020446230009412397,-0.19023199373577435,-0.1461238201815386,1.3980356671284788,-0.3700638916668522,1.3214569935667577,-0.0630683516174752
53,2087.2917986642406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.464559222278411,1.3988924138571692,-1.1006828565974751,0.0,-1.1628502580356168,-2.3874823573587456,0.0,-1.020430859575874,3.256111148637582,-0.4650409179554825,2.5691496207056064,-1.5079964276184217,-3.0229640178103394,0.0,-0.5481216128423795,4.853369102142948,-2.6016982691049977,2.3216923583232116,0.0,0.0,-2.837334796837881,3.3812793710819125,3.1816727656574364,-0.9926112672384446,2.5211153469189145,-1.3870804901698999,-2.6304222537305275,0.0,-0.2876117228626491,-0.020566428396050163,-0.1899466243107471,-0.14644665732466736,1.4300053163679107,-0.41016866861009327,1.4205614359804657,-0.0639317532508278
54,2087.114423390593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.485075208101317,1.3926467759101038,-1.1168970715355162,0.0,-1.1733244119092467,-2.3957387939793664,0.0,-0.9943687156132082,3.2444515206429916,-0.4844036328267344,2.563720224463036,-1.5122150656266653,-3.0176485984355046,0.0,-0.5009416301626904,4.8382486366727635,-2.6167113339300094,2.308817047842093,0.0,0.0,-2.822175367925452,3.4156734669874527,3.1652444921201988,-1.0053769193354407,2.524299446623786,-1.3963350522812414,-2.6349290848099187,0.0,-0.2908499613606606,-0.02126500161145271,-0.18885980313078,-0.14824422101208173,1.564676785952493,-0.5248091589834132,1.5727414374002553,-0.06791981807510881
55,2086.818132688504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4674277583945856,1.3780951987651067,-1.118676110428837,0.0,-1.1533705133011873,-2.3686146042513614,0.0,-1.0072736815816066,3.2253609807077965,-0.4883945486940216,2.5583702615764343,-1.4862643797805355,-2.9823977979265117,0.0,-0.47484011568363277,4.794170068800442,-2.6171104122266957,2.281455601424429,0.0,0.0,-2.765872152579581,3.417390183325202,3.120490653183946,-0.9991621775082722,2.5236290148652,-1.3745280910675612,-2.6000640258404495,0.0,-0.2948507515711706,-0.022083642974383633,-0.18390821869666027,-0.15109812321390503,1.8358361077463168,-0.7162902698994145,1.8417916649548365,-0.08267999617804349
56,2086.6128938008615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4593788062229254,1.3561419584222176,-1.1127821516922536,0.0,-1.12944449500563,-2.344696608481519,0.0,-1.0125453025235869,3.202674636794058,-0.48267150043290136,2.5518991288347115,-1.4641500594685246,-2.9553196878703694,0.0,-0.4701064585992012,4.769453685728317,-2.6102196992123043,2.2729636257067964,0.0,0.0,-2.7279170718152908,3.4121667113545286,3.094194484149466,-0.9923896933385128,2.518717689695756,-1.3493969757794904,-2.574586222245218,0.0,-0.2946940158591124,-0.022138556750059095,-0.18354885151717967,-0.1518062931855119,1.9347889011893034,-0.6398020497370775,1.7488233104036832,-0.09129487494529163
57,2086.4172531841014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4457784063861128,1.3331561350038752,-1.1074690866973134,0.0,-1.1057555446041967,-2.3134161978198655,0.0,-1.0237915451569075,3.1790129297364627,-0.4789207944369557,2.549818623670226,-1.437504777055408,-2.9198181000304033,0.0,-0.437635784585736,4.712817498795655,-2.6062144429667375,2.247085148413486,0.0,0.0,-2.673027477870899,3.4116806884875,3.0466466901576785,-0.9784634078679391,2.517324971312154,-1.3234864318177653,-2.540037012431813,0.0,-0.29688761611911485,-0.02261054183926752,-0.1777375819065457,-0.15451314237406374,2.2411603407220904,-0.8147939807283435,1.876763752229205,-0.10801394564877999
58,2086.291019653852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4530043002624295,1.3184355041926612,-1.1060485016698172,0.0,-1.1025774286303938,-2.3076132443962543,0.0,-1.0158254271015095,3.164449201355312,-0.47721673382984847,2.5464773324442462,-1.436138555568599,-2.915205603692514,0.0,-0.42152916386389805,4.70168364193356,-2.604011261125977,2.242452975276355,0.0,0.0,-2.667670777634497,3.4143841095715834,3.0393893685788935,-0.9776728566526846,2.513222285941352,-1.31955605266408,-2.534820456279742,0.0,-0.29609381956866215,-0.02249606551955262,-0.17868903243968043,-0.154547067511018,2.295197643076742,-0.8223860717372318,1.7355253860371618,-0.10720724453314455
59,2085.8819261767326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4678859246327849,1.2685840233903956,-1.0930328654910564,0.0,-1.0825878612661015,-2.2717894614012173,0.0,-1.0047065816476484,3.1242532033741326,-0.4648480581750722,2.5431376323692567,-1.4213199304749526,-2.8969370300481074,0.0,-0.4168635374440342,4.62823308191739,-2.603007829402534,2.2337211472454044,0.0,0.0,-2.6800959221258847,3.396246478585875,3.029566159925989,-0.960301844222059,2.5013967458731448,-1.2984445611559103,-2.50697231245775,0.0,-0.2899737679944047,-0.02136454057944128,-0.17363789795423304,-0.1528164281245512,2.4379955919682086,-0.8126152485851681,1.0930033505941044,-0.09592663117046314
60,2085.6560543950723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4602311178530918,1.2160242877697038,-1.073377975376855,0.0,-1.0419419986322047,-2.2183110203325094,0.0,-1.0142092903619333,3.079312893053858,-0.4465458065334238,2.536987062464709,-1.3865911504064878,-2.8569914820496876,0.0,-0.4122973930214301,4.542997626504966,-2.5999592755247884,2.212422394276041,0.0,0.0,-2.6580285350373782,3.362291867103198,3.009122993216446,-0.934293378111718,2.488617418415572,-1.256694140648217,-2.458927524596653,0.0,-0.2845298772712734,-0.020376680600780944,-0.16541194187895758,-0.15170117443597125,2.7626571446678074,-0.7929083723008244,0.5117863173832323,-0.08870149327621414
61,2085.130412899936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3178345630811283,1.2240602274294048,-1.0179350184264118,0.0,-0.9296494591764282,-2.116194491267795,0.0,-1.1594106644641458,3.0910540812029432,-0.3915188600300497,2.5263716242939207,-1.2849154068063158,-2.762569011679105,0.0,-0.5626936283070945,4.533000061920321,-2.561379676493273,2.1950445599756447,0.0,0.0,-2.566005623247249,3.22204186344471,2.9920182898118886,-0.8807593624044778,2.472969624910475,-1.1461490437390447,-2.363552831805922,0.0,-0.2807046592793871,-0.019655351572428998,-0.1581704545868868,-0.14854169800124745,3.0401074132854626,-0.31710531897319183,0.7106067332813611,-0.08948229415323215
62,2085.096611590666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3795088450074582,1.241916703084238,-1.0484462416946516,0.0,-0.991689421320448,-2.1871373609291305,0.0,-1.0959438247098152,3.1019013868436516,-0.41913798411888786,2.5284820965147907,-1.3452617680494858,-2.830063897416189,0.0,-0.4894324110990353,4.571542205657446,-2.582753101228626,2.1951181902640267,0.0,0.0,-2.615035563294157,3.29022633393634,3.0141761759327226,-0.9147532730003185,2.4779251846421526,-1.2126207475097572,-2.4303688213230576,0.0,-0.2817062648373427,-0.019730254030196567,-0.15865559428459997,-0.14750081764915302,3.1249397111518338,-0.24496052460136047,0.8551509418195221,-0.07959061542809735
63,2084.723703689707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5368188179134916,1.2841715889350456,-1.1235237659253299,0.0,-1.1255979734475874,-2.343531011669646,0.0,-0.935561025182356,3.1370816470933582,-0.4921945882609774,2.5425994645521937,-1.4718988469445704,-2.9759502330358534,0.0,-0.296841032339657,4.6337725738371285,-2.6286996133188962,2.1946068147639837,0.0,0.0,-2.7244674641937814,3.4465129580629945,3.0597974161100314,-0.9975013673747197,2.5030295292174563,-1.3532411018831831,-2.582054094385289,0.0,-0.27861707297567073,-0.018881611323531115,-0.1542073120180479,-0.14179402953382772,3.493766589702811,-0.33830065217905014,1.413405013296594,-0.02899539022246124
64,2084.6311019513496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.494617399111152,1.288095446366905,-1.0997328650655747,0.0,-1.1014557557887874,-2.314479117724637,0.0,-0.9823337147002702,3.1475706121786837,-0.47147230485106667,2.5447647876685866,-1.4487713190442175,-2.9532620884114746,0.0,-0.3510558825293755,4.616732601331484,-2.613350802926181,2.194376948422503,0.0,0.0,-2.715805910836391,3.4020904874265137,3.0539101196354044,-0.9674240151926322,2.4990080551625415,-1.3263735824374836,-2.556818704069626,0.0,-0.27800551678444435,-0.018775364815658956,-0.15264799038234964,-0.14304181713215078,3.4864362769407022,-0.23573445691822717,1.263406641329597,-0.046650872885643124
65,2084.607484520494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4694932140315067,1.2981607591717659,-1.0909607395821592,0.0,-1.0904484481225427,-2.3042980284496197,0.0,-1.0091301293982773,3.1593149579917874,-0.46349745428499917,2.546298694834003,-1.4388290415638656,-2.944187257143843,0.0,-0.3779807459984291,4.622221549246461,-2.608773674614677,2.195438307327902,0.0,0.0,-2.7105703387369022,3.3781237654760154,3.0579566543309236,-0.9575699915024892,2.4987279433754512,-1.3152596823957963,-2.5477701980877683,0.0,-0.27785835327458197,-0.01872831364389522,-0.15220302619150083,-0.14342666131043288,3.5354827676235736,-0.2157778438662134,1.2688115252213026,-0.053933554855559326
66,2084.530325604089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4380284543942659,1.3249887844008827,-1.0815304975185145,0.0,-1.088879536320529,-2.3040533740697624,0.0,-1.0463001234657194,3.1906775414728425,-0.45555184613266964,2.551874110838586,-1.4384008986959542,-2.948407525131363,0.0,-0.40806912064172535,4.624247278160696,-2.6044973925370605,2.19201023620587,0.0,0.0,-2.7218273465133427,3.35102146031863,3.062408474760114,-0.9432843251982992,2.499021768999784,-1.3138803130499996,-2.5520063453434854,0.0,-0.27641870310431893,-0.018320648483927976,-0.14742121643650052,-0.14365173141328286,3.827325373718021,-0.154858681344489,1.379981368026052,-0.0683436244507101
67,2084.4556882707684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4521701849751176,1.3296166167197103,-1.0869216473177625,0.0,-1.1037219394361912,-2.320169358023996,0.0,-1.034141085801736,3.196294919807583,-0.4615206941288886,2.554432151303745,-1.4533537588662762,-2.964445387982759,0.0,-0.3824004164046283,4.6152663118049375,-2.6106996742231194,2.186553447259879,0.0,0.0,-2.7362662113459137,3.3687822683420556,3.0575654219542545,-0.94589873868084,2.5003739513336463,-1.328912987863009,-2.5687112797701337,0.0,-0.27531826584385155,-0.018031982506532578,-0.14405549267610415,-0.14363955200401576,4.118744590919669,-0.14126137657204385,1.4582755105305258,-0.07287417071829352
68,2084.4459991963336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4542586606831185,1.3305228381064502,-1.0877908034113872,0.0,-1.1060208970478218,-2.322700965031518,0.0,-1.0323951728315328,3.19738944339928,-0.46248016590635255,2.5548261388452147,-1.4556631769003152,-2.967025316148949,0.0,-0.3780280789259582,4.613446017750517,-2.611500827524939,2.1853937767506273,0.0,0.0,-2.7383406914792516,3.3716410233575886,3.0562682609055507,-0.9462944172456226,2.500598997601758,-1.331317193736219,-2.571420641830799,0.0,-0.27510730731703836,-0.017977378284631786,-0.14342251370807468,-0.14359292362129494,4.174271434862003,-0.137254738959551,1.4788905895121667,-0.07344355069221678
69,2084.4446758390445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4678728616975043,1.325848508023189,-1.0929085977598685,0.0,-1.1126690594143471,-2.329056284658667,0.0,-1.0181126191591574,3.191864786407359,-0.46728273016202854,2.5542300381777974,-1.4618070894975939,-2.972436836888295,0.0,-0.3603277125818076,4.608101881547586,-2.614380706521989,2.183922779895884,0.0,0.0,-2.74091169977552,3.3863476642693335,3.051364865516151,-0.9515470554858295,2.50105845325833,-1.3381819178424812,-2.5772470658790128,0.0,-0.2750913990811694,-0.017971858832263918,-0.14328824734679455,-0.14345259550502726,4.2220232967356885,-0.15270710281517205,1.5108327857273198,-0.07098762768112331
70,2084.4127163512885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4836729460589972,1.3178784856754084,-1.0983140387547015,0.0,-1.1193318837898618,-2.3342205753703342,0.0,-1.0012673873960616,3.1827280039084904,-0.47223249167492953,2.5531608630833493,-1.4678034219773604,-2.9769183364154155,0.0,-0.34098513510185946,4.5980174156616656,-2.6166043421741425,2.181845872683115,0.0,0.0,-2.7431508790337293,3.4026983706053113,3.0435724100024815,-0.957034050865062,2.500999903531915,-1.345151123989122,-2.5816860691468935,0.0,-0.2750417605636157,-0.01796454463488739,-0.14301966911910982,-0.14317727084483226,4.259684346376288,-0.18074275513938967,1.5501262159619942,-0.06649329285549206
71,2084.4124487949653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.483933710396395,1.3176431022156876,-1.0983900347243938,0.0,-1.1193678114691326,-2.3341966913875978,0.0,-1.000982421121594,3.182475585712079,-0.47230070014369113,2.5531291889284895,-1.4678212946505504,-2.976883589970519,0.0,-0.3406259756852724,4.597660465590135,-2.616618825090954,2.181778569881362,0.0,0.0,-2.743092249243929,3.402981336350276,3.0432916224530664,-0.9570986117466127,2.500997941385097,-1.3451894340238886,-2.5816474858732987,0.0,-0.2750404515385225,-0.017964552614364863,-0.14300578540931153,-0.1431711316203597,4.261107309845257,-0.18117182757387137,1.5512838992363758,-0.06640626381377286
72,2084.412154989417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4841934480952297,1.3173463489232402,-1.0984577015982884,0.0,-1.1193647649542402,-2.334120926191372,0.0,-1.0006921901827535,3.1821571395708963,-0.4723584086734871,2.5530881742987734,-1.4678004724330092,-2.976796444040412,0.0,-0.34025774646229684,4.5972650676873,-2.6166248614887695,2.181709529830303,0.0,0.0,-2.7429844853899783,3.4032598854107072,3.04296985189706,-0.9571604302382458,2.5009915310115045,-1.3451919660113327,-2.581552488351522,0.0,-0.275040775688891,-0.017965017038018664,-0.14299803058268712,-0.14316363956263017,4.262294958742521,-0.18154510860225567,1.5524222830220715,-0.06629446146557127
73,2084.411702082796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.484464320138071,1.3169120409529023,-1.0985096698962395,0.0,-1.1192888900111462,-2.333926974963276,0.0,-1.0003828384494953,3.1816993278111427,-0.47239795828953296,2.553025620444796,-1.467704469343704,-2.9766039080602553,0.0,-0.3398222848853738,4.596619018227562,-2.616599917691869,2.1815840158251776,0.0,0.0,-2.7427823806786185,3.4035552612379303,3.0424626955427168,-0.9571956602281072,2.5009675750187226,-1.3451265205296852,-2.5813391890692348,0.0,-0.27503658261429803,-0.017964684455434782,-0.14297526908544883,-0.14315084628805566,4.264546451165008,-0.1819609417749811,1.554297469494185,-0.06613499908836751
74,2084.4113214243807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48467521830949,1.3165305068287168,-1.0985456183727467,0.0,-1.119192621039995,-2.333729630481134,0.0,-1.0001357966202014,3.1812982281768787,-0.47242389126131157,2.552968573122396,-1.467590933836459,-2.9764043808394667,0.0,-0.3394624446275047,4.596064731352813,-2.6165750490216975,2.181478199077439,0.0,0.0,-2.7425745804423474,3.403787432791626,3.04202297968923,-0.9572207422053705,2.5009489542172734,-1.3450382190876924,-2.581123355390003,0.0,-0.2750331020027028,-0.01796454416353022,-0.14295815483928903,-0.14313909031511,4.266468426770092,-0.18218154456541966,1.555923078596346,-0.06599128277522623
75,2084.4112941814647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.484703695184129,1.3164933992904333,-1.0985532234322257,0.0,-1.1191872579056887,-2.3337156732651816,0.0,-1.0001025620549684,3.181258007681767,-0.47243008593177216,2.5529626755028048,-1.4675830846379252,-2.976387893101402,0.0,-0.339426295770008,4.596023870841252,-2.616575093401439,2.1814736276229603,0.0,0.0,-2.742556313469422,3.40381768887263,3.0419868327508137,-0.957229205367873,2.500948593422549,-1.3450331440947187,-2.58110660762764,0.0,-0.27503375092840776,-0.017964758199193118,-0.14295899392534903,-0.14313828903239423,4.26647068292622,-0.18223054871511657,1.5560394089298182,-0.06597636140493038
