| COEFFICIENT NAME               | VALUE      | STD.ERR |  T.TEST     |  P.VAL      |
| asc_carD                       |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_15_24   |  0,0000000 |         |             |             |
| b_carD_p.female                |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_0            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_2            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_3            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_23           |  0,0000000 |         |             |             |
| asc_carP                       |  1,4901667 | 0,66763 |   2,23204   | 0,02561 *   |
| b_carP_p.age_group_agg_15_24   |  1,3006090 | 0,58631 |   2,21830   | 0,02653 *   |
| b_carP_p.female                | -1,0988499 | 0,41915 |  -2,62162   | 0,00875 **  |
| b_carP_hh.cars_gr_0            |  0,0000000 |         |             |             |
| b_carP_hh.cars_gr_2            | -1,1127546 | 0,51820 |  -2,14734   | 0,03177 *   |
| b_carP_hh.cars_gr_3            | -2,3229300 | 0,53617 |  -4,33246   | 0,00001 *** |
| b_carP_hh.cars_gr_23           |  0,0000000 |         |             |             |
| asc_pt                         | -0,9930598 | 0,69240 |  -1,43424   | 0,15151     |
| b_pt_p.age_group_agg_15_24     |  3,1644990 | 0,57513 |   5,50225   | 0,00000 *** |
| b_pt_p.female                  | -0,4722174 | 0,39494 |  -1,19566   | 0,23183     |
| b_pt_hh.cars_gr_0              |  2,5503411 | 0,24177 |   10,54876  | 0,00000 *** |
| b_pt_hh.cars_gr_2              | -1,4604795 | 0,51910 |  -2,81348   | 0,00490 **  |
| b_pt_hh.cars_gr_3              | -2,9656725 | 0,54024 |  -5,48952   | 0,00000 *** |
| b_pt_hh.cars_gr_23             |  0,0000000 |         |             |             |
| asc_bike                       | -0,3292725 | 0,72022 |  -0,45719   | 0,64754     |
| b_bike_p.age_group_agg_15_24   |  4,5744303 | 0,63585 |   7,19425   | 0,00000 *** |
| b_bike_p.female                | -2,6144651 | 0,51634 |  -5,06348   | 0,00000 *** |
| b_bike_hh.cars_gr_0            |  2,1776780 | 0,31377 |   6,94035   | 0,00000 *** |
| b_bike_hh.cars_gr_2            |  0,0000000 |         |             |             |
| b_bike_hh.cars_gr_3            |  0,0000000 |         |             |             |
| b_bike_hh.cars_gr_23           | -2,7320455 | 0,61174 |  -4,46602   | 0,00001 *** |
| asc_walk                       |  3,4104690 | 0,67759 |   5,03321   | 0,00000 *** |
| b_walk_p.age_group_agg_15_24   |  3,0229035 | 0,60943 |   4,96025   | 0,00000 *** |
| b_walk_p.female                | -0,9574793 | 0,42179 |  -2,27003   | 0,02321 *   |
| b_walk_hh.cars_gr_0            |  2,4997489 | 0,22203 |   11,25853  | 0,00000 *** |
| b_walk_hh.cars_gr_2            | -1,3390986 | 0,52231 |  -2,56380   | 0,01035 *   |
| b_walk_hh.cars_gr_3            | -2,5697750 | 0,54894 |  -4,68130   | 0,00000 *** |
| b_walk_hh.cars_gr_23           |  0,0000000 |         |             |             |
| b_car_time                     | -0,2750052 | 0,03171 |  -8,67359   | 0,00000 *** |
| b_pt_time                      | -0,0179867 | 0,00716 |  -2,51298   | 0,01197 *   |
| b_bike_cost                    | -0,1426087 | 0,02274 |  -6,27220   | 0,00000 *** |
| b_walk_cost                    | -0,1425652 | 0,01008 |  -14,13681  | 0,00000 *** |
| g_bike_stressLink              |  4,3090332 | 1,36038 |   3,16752   | 0,00154 **  |
| g_walk_stressJct               | -0,1801788 | 1,65271 |  -0,10902   | 0,91319     |
| g_walk_stressJct_c             |  1,6406744 | 2,06063 |   0,79620   | 0,42591     |
| g_walk_aadt                    | -0,0595552 | 0,07071 |  -0,84226   | 0,39964     |


Iterations: 104

Start LL = 4864.317465400571
Final LL = 2084.4038441117245
