| COEFFICIENT NAME               | VALUE      | STD.ERR |  T.TEST     |  P.VAL      |
| asc_carD                       |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_15_24   |  0,0000000 |         |             |             |
| b_carD_p.female                |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_0            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_2            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_3            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_23           |  0,0000000 |         |             |             |
| asc_carP                       |  1,5217887 | 0,66413 |   2,29141   | 0,02194 *   |
| b_carP_p.age_group_agg_15_24   |  1,2749571 | 0,58473 |   2,18043   | 0,02923 *   |
| b_carP_p.female                | -1,1066450 | 0,41882 |  -2,64230   | 0,00823 **  |
| b_carP_hh.cars_gr_0            |  0,0000000 |         |             |             |
| b_carP_hh.cars_gr_2            | -1,1136225 | 0,51810 |  -2,14945   | 0,03160 *   |
| b_carP_hh.cars_gr_3            | -2,3230206 | 0,53635 |  -4,33120   | 0,00001 *** |
| b_carP_hh.cars_gr_23           |  0,0000000 |         |             |             |
| asc_pt                         | -0,9536500 | 0,68839 |  -1,38533   | 0,16595     |
| b_pt_p.age_group_agg_15_24     |  3,1387715 | 0,57357 |   5,47231   | 0,00000 *** |
| b_pt_p.female                  | -0,4792320 | 0,39468 |  -1,21422   | 0,22466     |
| b_pt_hh.cars_gr_0              |  2,5480595 | 0,24169 |   10,54262  | 0,00000 *** |
| b_pt_hh.cars_gr_2              | -1,4621905 | 0,51900 |  -2,81733   | 0,00484 **  |
| b_pt_hh.cars_gr_3              | -2,9691193 | 0,54048 |  -5,49348   | 0,00000 *** |
| b_pt_hh.cars_gr_23             |  0,0000000 |         |             |             |
| asc_bike                       | -0,2799613 | 0,71624 |  -0,39088   | 0,69589     |
| b_bike_p.age_group_agg_15_24   |  4,5744395 | 0,63590 |   7,19369   | 0,00000 *** |
| b_bike_p.female                | -2,6229922 | 0,51641 |  -5,07930   | 0,00000 *** |
| b_bike_hh.cars_gr_0            |  2,1761824 | 0,31389 |   6,93301   | 0,00000 *** |
| b_bike_hh.cars_gr_2            |  0,0000000 |         |             |             |
| b_bike_hh.cars_gr_3            |  0,0000000 |         |             |             |
| b_bike_hh.cars_gr_23           | -2,7306581 | 0,61193 |  -4,46235   | 0,00001 *** |
| asc_walk                       |  3,3966388 | 0,67486 |   5,03309   | 0,00000 *** |
| b_walk_p.age_group_agg_15_24   |  3,1502621 | 0,59273 |   5,31479   | 0,00000 *** |
| b_walk_p.female                | -0,9726948 | 0,42275 |  -2,30087   | 0,02140 *   |
| b_walk_hh.cars_gr_0            |  2,5044606 | 0,22212 |   11,27537  | 0,00000 *** |
| b_walk_hh.cars_gr_2            | -1,3427876 | 0,52243 |  -2,57026   | 0,01016 *   |
| b_walk_hh.cars_gr_3            | -2,5717231 | 0,54950 |  -4,68010   | 0,00000 *** |
| b_walk_hh.cars_gr_23           |  0,0000000 |         |             |             |
| b_car_time                     | -0,2710580 | 0,03129 |  -8,66325   | 0,00000 *** |
| b_pt_time                      | -0,0174265 | 0,00710 |  -2,45484   | 0,01409 *   |
| b_bike_cost                    | -0,1433235 | 0,02284 |  -6,27449   | 0,00000 *** |
| b_walk_cost                    | -0,1371273 | 0,00778 |  -17,63455  | 0,00000 *** |
| g_bike_stressLink              |  4,3075357 | 1,35589 |   3,17690   | 0,00149 **  |
| g_walk_stressJct               |  1,0037846 | 1,70911 |   0,58731   | 0,55699     |


Iterations: 86

LL0 = 4039.966634370971
Start LL = 4864.317465400571
Final LL = 2084.812485063111
