| COEFFICIENT NAME               | VALUE      | STD.ERR |  T.TEST     |  P.VAL      |
| asc_carD                       |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_15_24   |  0,0000000 |         |             |             |
| b_carD_p.female                |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_0            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_2            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_3            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_23           |  0,0000000 |         |             |             |
| asc_carP                       |  1,2591624 | 0,61475 |   2,04826   | 0,04053 *   |
| b_carP_p.age_group_agg_15_24   |  1,3750026 | 0,55984 |   2,45607   | 0,01405 *   |
| b_carP_p.female                | -1,0650536 | 0,41073 |  -2,59306   | 0,00951 **  |
| b_carP_hh.cars_gr_0            |  0,0000000 |         |             |             |
| b_carP_hh.cars_gr_2            | -0,9521098 | 0,49842 |  -1,91027   | 0,05610 .   |
| b_carP_hh.cars_gr_3            | -2,1587830 | 0,51846 |  -4,16387   | 0,00003 *** |
| b_carP_hh.cars_gr_23           |  0,0000000 |         |             |             |
| asc_pt                         | -1,1993047 | 0,64083 |  -1,87149   | 0,06128 .   |
| b_pt_p.age_group_agg_15_24     |  3,2712678 | 0,54803 |   5,96912   | 0,00000 *** |
| b_pt_p.female                  | -0,4186799 | 0,38721 |  -1,08128   | 0,27957     |
| b_pt_hh.cars_gr_0              |  2,5901525 | 0,24482 |   10,57989  | 0,00000 *** |
| b_pt_hh.cars_gr_2              | -1,3010531 | 0,49910 |  -2,60677   | 0,00914 **  |
| b_pt_hh.cars_gr_3              | -2,8670861 | 0,52331 |  -5,47872   | 0,00000 *** |
| b_pt_hh.cars_gr_23             |  0,0000000 |         |             |             |
| asc_bike                       | -0,4060400 | 0,67001 |  -0,60602   | 0,54450     |
| b_bike_p.age_group_agg_15_24   |  5,0937519 | 0,62229 |   8,18553   | 0,00000 *** |
| b_bike_p.female                | -2,6325163 | 0,51229 |  -5,13876   | 0,00000 *** |
| b_bike_hh.cars_gr_0            |  2,2656371 | 0,31533 |   7,18496   | 0,00000 *** |
| b_bike_hh.cars_gr_2            |  0,0000000 |         |             |             |
| b_bike_hh.cars_gr_3            |  0,0000000 |         |             |             |
| b_bike_hh.cars_gr_23           | -2,4970146 | 0,59316 |  -4,20969   | 0,00003 *** |
| asc_walk                       |  3,1187196 | 0,62618 |   4,98059   | 0,00000 *** |
| b_walk_p.age_group_agg_15_24   |  4,3277506 | 0,60804 |   7,11751   | 0,00000 *** |
| b_walk_p.female                | -1,0352635 | 0,42867 |  -2,41505   | 0,01573 *   |
| b_walk_hh.cars_gr_0            |  2,5827324 | 0,22628 |   11,41370  | 0,00000 *** |
| b_walk_hh.cars_gr_2            | -1,2055236 | 0,50368 |  -2,39343   | 0,01669 *   |
| b_walk_hh.cars_gr_3            | -2,3098915 | 0,53809 |  -4,29273   | 0,00002 *** |
| b_walk_hh.cars_gr_23           |  0,0000000 |         |             |             |
| b_car_time                     | -0,2753930 | 0,03133 |  -8,79024   | 0,00000 *** |
| b_pt_time                      | -0,0196735 | 0,00716 |  -2,74898   | 0,00598 **  |
| b_bike_cost                    | -0,1924712 | 0,02765 |  -6,96176   | 0,00000 *** |
| b_walk_cost                    | -0,1421924 | 0,00786 |  -18,08125  | 0,00000 *** |
| g_bike_stressLink              |  2,6840629 | 0,83219 |   3,22530   | 0,00126 **  |
| g_walk_stressJct               |  0,0000000 |         |             |             |
| g_walk_stressJct_c             |  2,7331098 | 2,15025 |   1,27107   | 0,20370     |
| g_walk_aadt                    |  0,9389120 | 0,36058 |   2,60389   | 0,00922 **  |
| g_walk_aadt_c                  | -1,1642946 | 0,35872 |  -3,24571   | 0,00117 **  |


Iterations: 60

Start LL = 4864.317465400571
Final LL = 2073.5450382502368
