Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.cars_gr_23,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.cars_gr_23,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.cars_gr_23,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.cars_gr_23,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.cars_gr_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_stressLink,g_walk_stressJct,g_walk_stressJct_c
10,2659.0688656017887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3196432182997186,-0.8842455978005006,-0.29115421386517026,0.0,0.7872746993599624,0.7670628616145349,0.0,-0.11248065340741786,0.22721079276141076,0.8921693661262735,2.480764579570488,0.7487399687153574,-1.0201345592635795,0.0,0.24980856945860858,4.287788661650395,0.06258468264348806,2.8706574693256393,0.0,0.0,-1.4657712851346865,2.443194107507719,0.40172280123429205,0.12472882412129732,2.1408286208635734,0.7448912403603416,-0.536296931532862,0.0,-0.29436350231011815,-0.03475420409836305,-1.4463352059079597,-0.09316935573744835,-0.734856771488526,6.219294670724343,4.066832130205893
11,2556.9908571299065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38702788515999,-0.5583069184155763,0.07164954440978821,0.0,0.8996770879634636,0.0018841763468543382,0.0,0.366691089536377,0.39110809626589893,0.8103322866020074,2.464552471049333,0.8291852842682453,-0.7499228104256868,0.0,-0.453731103307452,4.261817842147648,-0.6490498773453788,2.6205212289622972,0.0,0.0,-1.7120004686135546,2.738205324992732,0.22828140275698744,0.12040523645796326,2.411716612454205,0.7616665634657368,-0.44359062860119725,0.0,-0.2873265330676439,-0.053821722798994,-1.2941321401980608,-0.0919270041748586,-0.8462985221695483,7.864705107949205,5.110147952192014
12,2517.8388519922632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5948927652273825,-0.7796630645076623,0.027313064757527178,0.0,0.6105991284083854,-0.3324350293022352,0.0,0.12265016331521456,0.25193316136272115,0.5300779861884096,2.326687711294977,0.8891208524632085,-0.7886609381937217,0.0,-0.9509490803727827,4.256979970491709,-0.9937613780847264,2.5506212160387944,0.0,0.0,-1.9506669384322475,2.7835126922404307,0.26221520812660454,0.15810911596414956,2.0151607486320735,1.0389076952216172,-0.44845242526123125,0.0,-0.3097603537136811,-0.04979704701215846,-1.1831487609619167,-0.09263017043538516,-0.865622939453814,8.603925509498904,5.573262102825158
13,2482.6313983421765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3500833123653133,-1.2377097924321987,-0.22302137684263293,0.0,0.7643700953759904,-0.5738518298064854,0.0,-0.19400975681497984,0.22754987333438886,0.3237097680414117,1.9914236187013028,1.0254051697781732,-0.9749842794100299,0.0,-1.3846524886000262,4.317908254873504,-1.266398106881188,2.5099561485121584,0.0,0.0,-2.235144608544985,2.8533585195971933,0.013312381733335987,-0.12759653410645522,1.6080306618492155,0.6829657233738635,-0.585497651033172,0.0,-0.3185861725540271,-0.049593019934563255,-1.1037769587621131,-0.09078900312080711,-0.8404956941114642,9.306206383420522,5.985107452055429
14,2455.3909638083696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.258229418579109,-0.9909553004770654,-0.2605168747837052,0.0,0.7919976421596597,-0.1411467881657829,0.0,-0.3190861774574627,0.12179948673651342,0.10504973907896858,1.8853559370823965,0.845947128743394,-1.3644688099457747,0.0,-1.6023805414181873,4.221928607579543,-1.4668524567381516,2.2767866260285867,0.0,0.0,-2.4424536428519006,2.9059567388216063,-0.03598810656557412,-0.5580215293781298,1.5787318258610648,0.6485403272354462,-1.1054277268351225,0.0,-0.3548138707371964,-0.04731471406281834,-1.0008350307327234,-0.09022925627265607,-0.7882033731837744,9.851289570474988,6.264935249949704
15,2426.1143738462933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.113693232296517,-0.9259190187568769,-0.677555415237286,0.0,0.8702668394547464,-0.20867656153503966,0.0,-0.0917539935685654,0.45453947260496924,0.050790052361506646,1.5557485959734998,0.22352866235636082,-1.431177093136665,0.0,-1.2705774858442673,4.296769899148841,-1.6112520931590364,2.2338462084239157,0.0,0.0,-2.559917518764112,2.8723867677216224,0.46006847072865203,-0.5619304043112471,1.6515185524613216,0.8222522851063264,-1.3457399449320853,0.0,-0.31065044554805493,-0.04556612364508505,-1.0100555581327588,-0.09094054910725308,-0.733274250985389,10.329200309385767,6.453413154100915
16,2384.679130659865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9527444282617796,0.6324845291874874,-1.1936752770225638,0.0,0.3413960004093942,-1.1295455600994937,0.0,0.5481122506181498,1.9771287129226358,-0.12041992726190383,0.7460834530339087,0.2781094210925387,-1.5261831666787247,0.0,-0.44012654856164535,5.737497921108363,-1.776137902165688,2.6586785275825635,0.0,0.0,-3.369632423358685,3.794483855330993,1.3453461912389975,-0.5865729607231698,1.717731897625825,0.5072004513992451,-0.8716726884179435,0.0,-0.28613220154161423,-0.04135277822602258,-0.7659772693910492,-0.0924690405014043,-0.43144622354208234,10.999665489248544,6.318090504357025
17,2368.7683849261552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9590673146606306,0.8758514356824098,-1.1101967616721076,0.0,0.4207730929444633,-1.47718643492402,0.0,0.5634086153494379,1.9824548122275312,-0.4121269163979431,1.072041589112986,0.08888245330746902,-1.5031980446867117,0.0,-0.28008023132068505,6.050941677369879,-1.8366486747397677,2.6739279242203176,0.0,0.0,-3.4622002248023165,3.9770905677241286,1.591597995462868,-0.6033394995908394,1.6241212284882998,0.3334590689515499,-0.7710458619443228,0.0,-0.2976356733739488,-0.03905172403984079,-0.7468383518170961,-0.09592779466479709,-0.3768701908085086,11.070354523463564,6.229925455821999
18,2364.379403339526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1633915530636694,0.6866761849969552,-0.6561951417738255,0.0,-0.5305527942635208,-2.8757958798957777,0.0,-0.25908838733745576,2.6400386997525476,-0.9212056894331443,2.2913594941846753,-0.20552914747107398,-1.0989482182913362,0.0,0.4420216566663324,6.8378626315749305,-2.441266155559492,2.1199653791385153,0.0,0.0,-3.1935539157394954,3.960066476556962,2.1593577430752844,-1.584621444768756,2.48460653749797,-0.32030978562945284,-1.2720724979910245,0.0,-0.2424935795681869,-0.017563553191483575,-0.7969928084004049,-0.09288897883387363,-0.2442961486994917,11.304125797919406,5.753648795031619
19,2321.7282943308796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2389888707688446,0.7772437280455873,-0.8899392879400374,0.0,-0.8768538068400527,-3.243337961651629,0.0,-0.18141239583641944,2.5313210997038365,-0.807593127132243,2.379621600242891,-0.7261606610236342,-1.3117474489705123,0.0,-0.07971325084380654,7.502709886993966,-3.402083423245995,2.2535572005388866,0.0,0.0,-3.23480314501018,3.8921963773417834,2.3456639006236677,-1.6711520930743495,2.7854356294490805,-0.7297201448780677,-1.973896555145787,0.0,-0.3241324197068583,-0.02751129656565266,-0.6955062310329553,-0.1006024757169234,-0.22781133796946346,11.312020188818659,5.193591493323234
20,2261.1104230142137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.240541810024373,1.7531601995367527,-1.3112587546965773,0.0,-1.8898245989382607,-3.641363034805477,0.0,-0.674363048381315,3.6664227035224957,-0.6241662423578559,2.543612492523463,-2.025061491901152,-3.40972712647508,0.0,-0.6069186206132918,7.273209565571081,-5.842248036806245,3.136896224433902,0.0,0.0,-2.7063321174119075,4.392216641131868,3.576078664383206,-1.7890964417012045,2.120466714522275,-2.4464439979700856,-3.1583842219233134,0.0,-0.29947587898227207,-0.007844274172627782,-0.6589488689093541,-0.10766421636695833,-0.37562961372465675,11.989772190070275,3.983889639564671
21,2231.485874851717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2423460317938213,1.7798032090161038,-1.3245762226725544,0.0,-1.973595801565177,-3.823912598989351,0.0,-0.398596401998548,4.560177195874512,-1.8539362183581884,2.285312428070018,-2.4436277505473956,-4.4461788715385335,0.0,-1.1277042966634443,7.060492589437308,-5.471522246838935,3.3928876429896166,0.0,0.0,-3.4900892889437287,4.244834122915253,3.834536810804946,-2.0257992583742657,2.460982110669947,-2.5308398463265522,-3.4801338997444407,0.0,-0.3627322743215677,-0.022422396299907565,-0.5325898116348253,-0.11433112312841472,-0.4090656410172507,12.317915039195492,3.53642777796905
22,2206.076747039873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2660530450693357,2.266054122245626,-1.9742562883984447,0.0,-1.9383640430045075,-4.268411630858748,0.0,-0.30117281138579277,4.469984536728288,-1.7961827016409277,2.1974606448479195,-2.4384260115968353,-4.709326348999676,0.0,-1.4234491828138005,6.698529848384749,-4.479886828250242,3.163506760968031,0.0,0.0,-4.556499956298465,4.227864564778479,4.517566335141529,-2.8108329919165005,2.423802002534655,-2.495874988702534,-3.7665810715039068,0.0,-0.41783493550109724,-0.03323216931286117,-0.40275287655938385,-0.12087956602705822,-0.4257697904781699,12.751792779991554,3.309433304580764
23,2185.7074870759398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1938050574959207,2.8215426174017986,-2.7363053317097052,0.0,-1.9245352527639623,-4.291726964767099,0.0,-0.5309360151711178,4.646812569493841,-1.9431183270131156,2.3714128321955847,-2.2316950518505023,-4.458069589933664,0.0,-1.2220505087921132,6.621160254747235,-3.880314862717886,2.4774702956737364,0.0,0.0,-5.525736085649432,4.283872965906185,4.393938457486597,-2.23768029182549,2.2752784480922488,-2.547661641335694,-4.423163841597375,0.0,-0.41074693337801566,-0.03245617854509163,-0.34133528768172977,-0.12137747036657663,-0.40522707861811924,13.183403967193188,3.1434984892489934
24,2171.8034333392216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0964006663339183,2.75683109226301,-2.3940423818403884,0.0,-1.8724522015054936,-4.186318122021411,0.0,-0.6205092849076513,4.576194499592124,-1.6027705489069441,2.3590307800049715,-2.2178813724479873,-4.658121560501902,0.0,-0.9493982431938154,6.774333024992605,-4.009951803253347,2.1977121255003635,0.0,0.0,-6.118409006260693,4.190463968418762,4.390036821912575,-2.005982710578051,2.3116984408146126,-2.4136915198459605,-4.238056660634113,0.0,-0.39809525663447964,-0.03016172655362439,-0.32013174141096673,-0.12136132468185067,-0.3543749854065708,13.318020028696637,3.006155929906082
25,2163.148121768857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0554944430073534,2.658711861600166,-2.019662997107045,0.0,-1.9380189586182461,-4.078388358324896,0.0,-0.6324666741729238,4.523533916553357,-1.391573528071845,2.4420940873882606,-2.2468929087789027,-4.364675301075978,0.0,-0.9291224700273888,6.5983073787003015,-3.9698923846514242,2.6676053485004765,0.0,0.0,-6.280240428315045,4.171539526177342,4.425008648425305,-1.8335737136352015,2.35926115762862,-2.443557035328523,-4.378397185765411,0.0,-0.37688701412671916,-0.02878842295256497,-0.3104860184716876,-0.12070210909817986,-0.33149750223174856,13.269392583941446,2.871474796908552
26,2147.973221095962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.003902381074682,2.5805859232467934,-1.8495765472540078,0.0,-2.3199066416082235,-4.032649324670378,0.0,-0.7135786128133736,4.11023212582125,-0.854883618539656,2.7905632889178165,-2.5973868170803076,-4.4490771743972495,0.0,-0.9399412573018141,6.347587791894006,-3.4401534269260834,3.135197077796039,0.0,0.0,-5.901068524326129,3.962356001196737,3.9586097269746796,-1.3003615504777568,2.827169212948614,-2.5107902527922334,-3.951093125633761,0.0,-0.34529464002020005,-0.02373695963883077,-0.3199300007082589,-0.1182807336667286,-0.24843078853837225,13.097253980224508,2.57489124074254
27,2137.5211870281682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.094184385407996,2.304734945193777,-1.4125225058343074,0.0,-2.4441534221412997,-3.7790278645987523,0.0,-0.5055207727328352,3.9763804906992593,-0.5896433257633515,2.717686371561643,-2.7586834100168036,-4.3302653488322145,0.0,-0.9362763660340322,6.553984962055648,-2.851216480207132,2.9053039556290985,0.0,0.0,-5.330719975698203,4.09076416230802,3.9421326269469597,-1.0731461695061306,2.7136003248999105,-2.5834963053105136,-3.889666100547261,0.0,-0.322727063593591,-0.023368924761632357,-0.3123440552628164,-0.11801504742416369,-0.20812149046625897,12.974152071293933,2.3760587983035664
28,2135.511977341465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.116324984320502,1.9082790273854662,-0.3879450334833443,0.0,-1.4338915139334776,-4.2195476290184795,0.0,-0.3310527353285606,3.7670935750590995,0.13779018804798004,2.7232253212524893,-1.8404081756878607,-4.851120607855039,0.0,0.5133305444971418,6.013077784006266,-2.3001213954197612,2.311192035440595,0.0,0.0,-4.673867576507165,4.184065596972512,3.9423073608359274,-0.5094110242587736,2.5399600157867317,-1.530883473080983,-4.720073740125325,0.0,-0.232100173928974,-0.012418473761574865,-0.353609271116189,-0.11691999876216122,-0.0407742112190658,11.657177228452467,0.7399470512065482
29,2124.895347155977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.294642613210775,1.9861479964646542,-0.9527238524995431,0.0,-2.4992522945050775,-3.549953064259582,0.0,-0.20329914855422285,3.946948524301943,-0.3618551061852019,2.894023644232443,-2.9065949693539275,-4.127419315784541,0.0,0.013024795213772422,5.722457313986179,-1.8419933887949018,2.741852237459292,0.0,0.0,-3.9681564921070693,4.28496895982324,3.978978685686286,-0.9396329034099675,2.797214523771807,-2.6088510117599517,-3.7503866036843663,0.0,-0.24879383048500647,-0.013941834383860041,-0.21677413584491895,-0.11971596664944499,0.04647992756734315,11.259319549122546,-0.4291599186502921
30,2118.5728482072254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1926067018548863,1.9439595251818151,-1.1395273516927638,0.0,-2.7856207574788505,-2.8853101111366364,0.0,-0.33120071400774276,3.924119452367181,-0.4957723076160925,2.8491827014788917,-3.1971744046180905,-3.5683011815515195,0.0,0.02512223029959404,5.604623354054158,-2.2499133343196727,2.6465815445915144,0.0,0.0,-4.566328593984388,4.172748034470449,3.9592716024495083,-1.107568093216449,2.758677228908468,-2.9700696522186973,-3.1133144043728938,0.0,-0.2556651818078344,-0.01380079819610345,-0.24622753721198126,-0.11909436065237464,-0.005645496600629678,11.158753977045453,-0.32959308171986296
31,2117.522878720246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.372257870369115,1.807106174985312,-1.308301341007952,0.0,-1.7582547770504107,-3.828894405798343,0.0,-0.18937946037607667,3.60328714536134,-0.6079582319342415,2.6675849878828677,-2.0173981943124857,-4.459009619853617,0.0,-0.1850670767035374,5.677055151685606,-3.0211615246630545,2.8313994767407005,0.0,0.0,-3.521514887926713,4.328033651545179,3.6387981851919156,-1.1384304030950294,2.548061995672772,-2.0119127132316703,-4.125455058891265,0.0,-0.2678365489625985,-0.01470821545993998,-0.29446302476596653,-0.11702370630678631,-0.07378923306966065,10.840709873874147,0.12062111072768572
32,2108.2956295829777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.239448858337127,1.6878428773243848,-1.1879288017361191,0.0,-1.9490881992231324,-3.281846168269287,0.0,-0.2616910178630306,3.521693655738788,-0.5115399113817906,2.7056279807756085,-2.268211604673413,-3.9214671859712853,0.0,0.1519434086966962,5.220599388444824,-2.535376626306631,2.598162960193489,0.0,0.0,-4.131710996397793,4.177712127187317,3.591076329041993,-1.0754035879924562,2.599686575113151,-2.1822254268086034,-3.558346732611202,0.0,-0.25457130129388145,-0.013718584585531643,-0.26653542634044736,-0.11752799101172817,-0.010243523679129785,10.318870489093932,-0.5959640155315302
33,2106.059820295525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2319237032237647,1.4856762003089408,-1.2020205471470935,0.0,-2.249015091406937,-2.990192284528884,0.0,-0.24021732973787474,3.3676364713941265,-0.5588141259361171,2.7055906250468613,-2.574408822292861,-3.6665774963192175,0.0,0.12803133743811768,5.112166972294275,-2.6055315362951865,2.523169845889577,0.0,0.0,-3.8037037387722274,4.149026545804262,3.4577335863462686,-1.1321592640932285,2.578796574172358,-2.4920729093411946,-3.2832888557123314,0.0,-0.24784880193237074,-0.013259265926101096,-0.25547269803466366,-0.1175815948870686,0.03080736109333161,9.645639405709087,-1.1864441675988429
34,2102.9335966808258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1226397479285817,1.2452425298144685,-1.2148577733360149,0.0,-1.8340679908988204,-2.7483150619440773,0.0,-0.30904435423787385,3.0913060197234214,-0.5450951135830695,2.636224499772223,-2.1627685676799357,-3.3972039214086736,0.0,0.05685765423832491,4.688260104359858,-2.454990717873245,2.4525211023173763,0.0,0.0,-3.5881968635941304,3.9974248711199225,3.184325431325729,-1.089101087931818,2.533439203954044,-2.0868205413466616,-3.023358059926115,0.0,-0.2539436078644596,-0.01485877721976737,-0.24444895846056455,-0.11820087376339036,0.052370992612468005,8.832955334040538,-1.6574883910723095
35,2099.4353244379727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7848834602682873,0.729341898822013,-1.2345553231499489,0.0,-0.8196812716495137,-1.9952594931358643,0.0,-0.5831020178046925,2.543424267780492,-0.5528177611623473,2.498258118563057,-1.1498642092073657,-2.632471081878632,0.0,-0.2691269165300981,4.066221895340474,-2.497207349559889,2.343153774004695,0.0,0.0,-2.579052923692223,3.581799790046027,2.698568288472467,-1.062008953815146,2.4105399367282447,-1.0949723947993548,-2.285067652315748,0.0,-0.2557194457109311,-0.0163387546415616,-0.23095040460097788,-0.12036592548638193,0.12676655052509428,6.578872086117173,-2.913579667762387
36,2097.799107651681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6869771308148787,0.8718789626310978,-1.1518403928116279,0.0,-0.8957994445889153,-2.1315672220252604,0.0,-0.7133048871955501,2.6978286103624964,-0.4862791391515902,2.5235328274266235,-1.2244477981480442,-2.762881521550336,0.0,-0.4067402473768886,4.3051186991312065,-2.495251788466431,2.380682542227718,0.0,0.0,-2.6960731376435882,3.501817408959013,2.876483971779685,-1.0154874889999388,2.4305179063942606,-1.162371187149953,-2.420325853281234,0.0,-0.2594964711650903,-0.016680986449758926,-0.2352545515155817,-0.12225428325315485,0.14094939214804889,6.4750497194438665,-2.795954782647411
37,2093.634846333721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.163584402881006,1.3565412902458494,-0.9434799654033381,0.0,-0.9331256205889362,-2.1790811006955506,0.0,-1.3315906714273615,3.226586703992084,-0.30997032031960614,2.603974962847408,-1.2849298177218447,-2.8016804213568407,0.0,-0.9937507302870097,5.023720148276392,-2.4299238708900783,2.4651427443931313,0.0,0.0,-2.690134678013271,3.0224559915877145,3.5062163426612067,-0.8905877283600405,2.5243833808731653,-1.1629218794304328,-2.4376587968709766,0.0,-0.28300099947259233,-0.01992860062429631,-0.24694847445737006,-0.13365898978629728,0.2664643092253347,4.737999684698606,-2.8976470056983468
