Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.cars_gr_23,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.cars_gr_23,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.cars_gr_23,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.cars_gr_23,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.cars_gr_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_stressLink,g_walk_stressJct,g_walk_stressJct_c
38,2092.833879281834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2053046327960135,1.4687479763238716,-1.0397841654082696,0.0,-1.0364392519024002,-2.2368454245669946,0.0,-1.3087649655841467,3.339275472859336,-0.4102273713722201,2.61635382740489,-1.3748164127510991,-2.8589262943280267,0.0,-0.9217279048612548,5.154568796751117,-2.5332911894724996,2.4786621003815106,0.0,0.0,-2.807408547930916,3.0669390836161052,3.6430649203357137,-0.9946228270484501,2.550085292652392,-1.2618154706611842,-2.502002372976901,0.0,-0.28551546552586377,-0.020373170249527294,-0.24741301383401637,-0.13700058389642514,0.3150955639176638,4.0397749307626825,-2.8599608644128987
39,2092.020276107656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4064496306435483,1.4368242283471564,-1.0579071974465208,0.0,-1.1933936060589208,-2.324546079353379,0.0,-1.100830042236876,3.291551509702806,-0.4167232722834461,2.6044042379237564,-1.529481601138089,-2.9536722404155773,0.0,-0.6828899928093162,5.078932120436561,-2.4900158078685104,2.474746005523605,0.0,0.0,-2.893139272468212,3.263803700074655,3.5948369782760365,-0.9887783391824309,2.5774774916510115,-1.412972591474671,-2.5852273974808493,0.0,-0.29339024023377,-0.021937004572625676,-0.24990854550558125,-0.1420569078080706,0.38809416181305045,2.8088598244455207,-2.5269536723745993
40,2091.6150965602747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6111219102166168,1.340712053708411,-1.1709357247606624,0.0,-1.2699118515967083,-2.414144806505901,0.0,-0.8776220012135245,3.186004527125719,-0.5229702010399143,2.571827963282311,-1.5951039789684374,-3.028364316662995,0.0,-0.4678076355695526,4.9437128617504476,-2.621479550345889,2.4372772423138187,0.0,0.0,-3.0163179372593647,3.470038140437599,3.4602538936693708,-1.0829223298614976,2.5481726215293197,-1.492036657081642,-2.658044848941071,0.0,-0.29246301575023326,-0.022093022257066632,-0.24253072234351725,-0.1431711974020864,0.4160290574892711,2.186074073230624,-2.0914408717482673
41,2091.4742090693444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.001334549431513,1.1615948690962392,-1.344470399529989,0.0,-1.4033541504489544,-2.5596266815551676,0.0,-0.44108900746656465,2.9862755430607595,-0.6808405780620113,2.5060017946191206,-1.7224379982498497,-3.147737453482786,0.0,-0.09203397443957567,4.70254412458305,-2.776821439178899,2.370048588045657,0.0,0.0,-3.185957447433368,3.8844313265995645,3.1619322752756918,-1.213793617956092,2.4947502367953183,-1.6289347250722073,-2.772066817563619,0.0,-0.29211102403318634,-0.02275452545183523,-0.23571224221415424,-0.14405848456761863,0.44656972086049046,1.2621619843295497,-0.4757802601656962
42,2090.9951798511443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.129921181717576,0.933715521149546,-1.3113264990094702,0.0,-1.3338213446905842,-2.538771008999348,0.0,-0.26241113190540566,2.741607319441705,-0.6542258699440469,2.43118896859004,-1.6622453993727957,-3.1088880998978228,0.0,0.033659274960194,4.435307500469943,-2.7690979939672267,2.2903706101533814,0.0,0.0,-3.102190754062658,4.029543349384118,2.845334678050489,-1.1749591963552646,2.440857838476183,-1.5572490295750772,-2.7316685194782453,0.0,-0.29610927815362736,-0.02415531896648655,-0.22794013369705823,-0.1479773769877881,0.5360764747732959,-0.9735694806886577,0.9997578595152972
43,2090.391370101919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7483803019502469,1.0870839559797165,-1.1043389627283444,0.0,-1.201235165865114,-2.3836965149151395,0.0,-0.6938285444320379,2.9223425840112056,-0.4615400582573842,2.5103243653986285,-1.540932863709348,-2.985923867468142,0.0,-0.3358008147807578,4.622409431076603,-2.5983828938710167,2.3610754519738553,0.0,0.0,-2.921599372937272,3.6455332127217543,3.0297586554957343,-1.0037093567465287,2.499777594472618,-1.4190730770470643,-2.6014789153341935,0.0,-0.29218732696651384,-0.022554924894994607,-0.2301598969883744,-0.145631176677454,0.5080062466470251,-0.07644355406658176,0.17328120777538025
44,2090.068415132091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.641253736709193,1.1653625874007978,-1.1084262806125194,0.0,-1.1658576183363993,-2.3305215897601634,0.0,-0.8197824913579875,3.005664864755007,-0.4668134855423804,2.532867218288758,-1.5037249348866613,-2.9383480896421608,0.0,-0.4395933365661435,4.712721103317493,-2.590472562511686,2.3773319546045486,0.0,0.0,-2.874096279897666,3.546876218268593,3.063237227897693,-1.017114121880284,2.5194136490407906,-1.381933731516148,-2.5491440860163403,0.0,-0.29089272718443143,-0.022026826665923604,-0.23000946825689159,-0.14579649079257578,0.5346298371604175,-0.5688767392835217,0.7975999193472842
45,2089.940052293741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4789923612434221,1.2657041899646342,-1.0933835313628062,0.0,-1.0990790701672057,-2.256244170126149,0.0,-0.9975577766758581,3.110003379202824,-0.4531710453474339,2.544013231733355,-1.439258624698027,-2.883081496379715,0.0,-0.6055297726480025,4.804803689447058,-2.5551079257145273,2.3808304995374296,0.0,0.0,-2.796719390742884,3.3883529938749564,3.116129821600461,-1.0113606324922901,2.5189830839429526,-1.3211075258920841,-2.488009321745493,0.0,-0.28999507135684455,-0.021421133336296624,-0.2278543854113787,-0.14568844854153148,0.5622997412463887,-1.095895599006462,1.2984429540579505
46,2089.8999910648004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4388650160538081,1.3188037200739586,-1.0995299672029004,0.0,-1.1020577600158175,-2.262467673042347,0.0,-1.0421214142498543,3.161143858308258,-0.4572865708536443,2.5431383332632245,-1.4420890261344892,-2.895888144637771,0.0,-0.6486186012567,4.844602644602423,-2.550957837328832,2.3772539163078616,0.0,0.0,-2.8085263061513004,3.349257502380233,3.1466021710741012,-1.014636367898499,2.5113362639864008,-1.3294286617025508,-2.497287498464202,0.0,-0.2894159936928578,-0.0211161308938369,-0.2262751650032836,-0.14500916254826468,0.5658059568640385,-1.077776351067301,1.4939124542026991
47,2089.8566622464896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.425392635588078,1.3314356625797426,-1.0916535322114427,0.0,-1.0999257817522088,-2.2716931051162113,0.0,-1.0528733676697914,3.17084279180427,-0.44846981581579287,2.5388789004389913,-1.440313229562634,-2.9033521302621548,0.0,-0.6629591764840665,4.852809316616582,-2.5414534304897565,2.3724830373010954,0.0,0.0,-2.8091593769263214,3.3323017828733654,3.1572293893591765,-1.0041876944758514,2.505324640324337,-1.3281445776434526,-2.5048666413457052,0.0,-0.28930708908444625,-0.021099107072615725,-0.22584370099534065,-0.14456524857414205,0.568992279263358,-0.9982870630071344,1.479854585500186
48,2089.6836944293414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.401551233188554,1.3608449464825156,-1.0637205266692347,0.0,-1.1026663992915418,-2.3096763104473497,0.0,-1.0641094837013458,3.190756076893824,-0.41763722118775887,2.522106697719374,-1.4446799658449718,-2.933941981036942,0.0,-0.6900244751490763,4.868079087740994,-2.518260980845875,2.354030146095926,0.0,0.0,-2.815377075656006,3.289346512836201,3.196113867768994,-0.9654509822093772,2.4862652701278014,-1.3311453361498369,-2.536224901003178,0.0,-0.28874689686114846,-0.021088302883762393,-0.22277099571985923,-0.14320601730121937,0.5951775903484142,-0.7264929488336624,1.2502598234493085
49,2089.4549401538343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3850379821176584,1.4098900813110056,-1.0661104490446818,0.0,-1.12185428351014,-2.3479678628995333,0.0,-1.0696537096306753,3.2366458879928715,-0.4183662144626522,2.5151817829077623,-1.4649991179610338,-2.967558132785803,0.0,-0.7117402027833085,4.909907156665168,-2.528976940024911,2.3407902239245466,0.0,0.0,-2.8336285910108034,3.2582440063319207,3.250666393453526,-0.9609926711445387,2.476620574773053,-1.3486401254247813,-2.5721355161653294,0.0,-0.288206432065076,-0.021121110937917745,-0.2178833607263764,-0.14181180759311077,0.6545114648469467,-0.4853604348371016,1.1167990136499562
50,2089.1299573586966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.410721421347326,1.4413477687044451,-1.0705689155136635,0.0,-1.1645158755124474,-2.404124994151531,0.0,-1.0356849383028317,3.269542926773674,-0.4242590217345052,2.520307707751527,-1.5084440577668998,-3.0229267820816945,0.0,-0.6741790458963063,4.933838089208377,-2.555172631829465,2.3266353539138267,0.0,0.0,-2.8691499058627423,3.27315156796655,3.2788628168869285,-0.9617137430862451,2.4818198841259154,-1.3883624432894581,-2.6326416567190933,0.0,-0.28605785218341223,-0.020883562983663232,-0.20910311332167417,-0.14001627881754394,0.7924205431165019,-0.2489256877957225,1.0898537651678077
51,2088.8293082294963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4853700608565263,1.4385406923215005,-1.114978735625762,0.0,-1.2044515036242105,-2.4483700441738065,0.0,-0.9608208452291733,3.2748996362555594,-0.47117261688708384,2.539606784624291,-1.5470693074949389,-3.0679536852061466,0.0,-0.5746641471765979,4.934214103878319,-2.6041353591424605,2.322414517077752,0.0,0.0,-2.890435860154737,3.347675371220088,3.269997840061971,-1.0095104748068457,2.5011601965643573,-1.4267926545740806,-2.684121726465754,0.0,-0.2837824713856311,-0.020584435698135495,-0.20073385140974462,-0.13832650141537278,1.0174124385468608,-0.0038583027014526816,1.1395212440936138
52,2088.492825245681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7065846096698594,1.3467865092704305,-1.1404966104212428,0.0,-1.3170378746242897,-2.5491404059938843,0.0,-0.7622909394499328,3.2068570936362963,-0.5026753570036393,2.5843401029401543,-1.6624429029532402,-3.190484125460254,0.0,-0.26713532512513993,4.785593756717793,-2.6750318317580475,2.2979174366676767,0.0,0.0,-2.9533109957237147,3.591527066153548,3.103517215072237,-1.0313052107982437,2.5434581369356057,-1.541287007210683,-2.7996664843961145,0.0,-0.2769189855310518,-0.018965335538138724,-0.16923610088321417,-0.13514121860152536,1.6993622318917097,0.0872604507527169,1.8902873886037768
53,2087.4732012861623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7390250853603388,1.3134291142830745,-1.1959407388736811,0.0,-1.2820104861622066,-2.5203248617960403,0.0,-0.7327543489250664,3.1764824165440078,-0.5615965030914649,2.5905099476022424,-1.6237828340399931,-3.1589189207442168,0.0,-0.18907189182328224,4.816537688598804,-2.692238310951346,2.3066145356668017,0.0,0.0,-2.9257046971598575,3.6300609158524426,3.11843599967011,-1.1063421483920146,2.5501392346901897,-1.5086514839606342,-2.778532420971967,0.0,-0.27959128490295804,-0.01961254226435271,-0.18675094081615268,-0.13596968577717547,1.7826937311291773,0.37445565814708504,1.5780264550899905
54,2086.8387349396035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7849889538860595,1.2622011811714748,-1.2015497100218349,0.0,-1.2914906011432186,-2.507304073231181,0.0,-0.6997267131506473,3.1283106412176074,-0.5627940682682739,2.5950258974352907,-1.6341447642975062,-3.149540925446337,0.0,-0.12583167352365482,4.736874917814114,-2.6851125958805286,2.3022967550051505,0.0,0.0,-2.9235854197569378,3.6796603188691615,3.0765353942852243,-1.1022551026849616,2.5509396672881377,-1.5215763778957077,-2.7670053327701196,0.0,-0.2792113972848575,-0.019307032279193833,-0.17936074501317964,-0.1353115230983684,2.073496679491749,0.7717165092471954,1.3665094718180169
55,2086.379367762691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8353543878706973,1.2301618297190484,-1.215117947579031,0.0,-1.2976387885587035,-2.52122139665374,0.0,-0.655060260927751,3.104731265566848,-0.5795561223587161,2.6019553398498325,-1.642153608664246,-3.1680484645587588,0.0,-0.01863531455068619,4.6880653919770285,-2.7055020888173615,2.2771466263785043,0.0,0.0,-2.9174946675213445,3.7364185404383043,3.0392493991809677,-1.1158835483618252,2.5526934226750018,-1.5289487299939908,-2.784532155131071,0.0,-0.2776187313175587,-0.01894156777884953,-0.1721731062399372,-0.1343400547237545,2.4681777800287237,1.0416999732012315,1.3814712727696934
56,2085.895049346058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8550350051934121,1.1967189186054388,-1.210501879738454,0.0,-1.2892420216895157,-2.511661621230782,0.0,-0.6418996629297135,3.077359461132995,-0.5763806705223318,2.6000351484845887,-1.6376035177036667,-3.165911170212116,0.0,0.06322311763322946,4.6039799575408695,-2.710679862911633,2.238342906679404,0.0,0.0,-2.8898694544305075,3.7680926791642673,2.963500477966835,-1.1015939844820002,2.542416750864552,-1.523268016118683,-2.7740086082537183,0.0,-0.2766867557191352,-0.018541601200218458,-0.16067335494176896,-0.13369039434042876,3.078169890031621,1.0786535491344331,1.7185200366370932
57,2085.3532321437306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7213270293761622,1.203414934172168,-1.1470768754791116,0.0,-1.217212954454683,-2.4217249969432006,0.0,-0.7755357227497506,3.074604055253653,-0.5099491161757944,2.5688439895431037,-1.568913218136998,-3.074169404299397,0.0,-0.09704240372045397,4.567925055836439,-2.653612872633227,2.2190339380452073,0.0,0.0,-2.831701088384474,3.631911375885911,2.9786320061874765,-1.0250786621150947,2.5091292516054673,-1.4535715276793972,-2.6754218465693254,0.0,-0.2779782524395803,-0.01856669363396055,-0.15950565111732468,-0.13498828194534557,3.1897013984188862,1.0460641576202163,1.501492845823968
58,2085.072040279545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47814636515006,1.2646121131181067,-1.0848564351810122,0.0,-1.0809528492061617,-2.2861884464391657,0.0,-1.012149124464744,3.124983733351982,-0.4523227126835006,2.5308368256412774,-1.4340292752178265,-2.931379831951573,0.0,-0.36106512352685094,4.578640844432834,-2.588213271916767,2.1799004051068605,0.0,0.0,-2.7132985613997977,3.3867224176410065,3.040038329654308,-0.9553600615898494,2.4720000307373997,-1.318507593767233,-2.5332324009273255,0.0,-0.27619923701331384,-0.018094147079752446,-0.15209427801641548,-0.13584846850272175,3.519501289707911,0.8929629385588983,1.4247087431630003
59,2085.0089145917736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4287454891380496,1.292250154206736,-1.0767709374947638,0.0,-1.0506218112532144,-2.2706538491855373,0.0,-1.0506788836489218,3.1516967537327614,-0.44950565055386593,2.5262916698694338,-1.4039008133492632,-2.9139694870916752,0.0,-0.39895333719932763,4.605005905291793,-2.5967913279406414,2.1711106559286835,0.0,0.0,-2.678175381345228,3.3406163839432197,3.06391051887723,-0.9516894075630385,2.4750668543413115,-1.2853939781605295,-2.514210459881504,0.0,-0.27544642169307654,-0.018070572530854347,-0.15075405102188555,-0.1366321628967689,3.6447569676481737,0.6047463731814278,1.5689669976826535
60,2084.903245540967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3435896925358453,1.3461481997755789,-1.072256425873722,0.0,-1.0024159089971814,-2.2395023327457317,0.0,-1.1128438593033512,3.201025762809919,-0.45297729285544025,2.5265777003173695,-1.3526198040844062,-2.8778485266947915,0.0,-0.4508364078889895,4.66115452509616,-2.6174894296410387,2.1606094729218697,0.0,0.0,-2.6054739629879524,3.25740118354232,3.1433618281603573,-0.9532425349045494,2.4962179974124576,-1.2322744284979548,-2.4812361528676483,0.0,-0.2739593882045788,-0.018090047978230214,-0.14657996620259892,-0.13787186404006915,4.108783538333362,0.3849179483695747,1.4833491173024336
61,2084.8271306217184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3899650337223846,1.3226442002068228,-1.0799539826902014,0.0,-1.0344956931311688,-2.2587367865700627,0.0,-1.0682366396998608,3.1772347550316065,-0.45582985468479853,2.537239207580784,-1.3803782511663631,-2.8989438872020723,0.0,-0.4036995938865694,4.631334738712268,-2.609287164048618,2.169165613042551,0.0,0.0,-2.6330607695024923,3.300981210076736,3.1165408390744043,-0.9545891897258003,2.504424208281911,-1.2646615614931196,-2.5062978917713004,0.0,-0.27350658382365023,-0.01804428036046661,-0.1454606718910937,-0.1375761566215534,4.194837746497801,0.40856279835759113,1.3895940725412395
62,2084.7239997548354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.513401521407364,1.2721579511656151,-1.1061648727064726,0.0,-1.1036499770144657,-2.307921279672588,0.0,-0.9605573954413961,3.1342909166588693,-0.4749955867155068,2.5531095271875346,-1.4475037044242287,-2.9584505409013118,0.0,-0.2818739700876619,4.567562116765995,-2.615714789159944,2.178264541334064,0.0,0.0,-2.7149376064092996,3.412868028979558,3.0715900385894725,-0.972148348185648,2.508856595742381,-1.3366610283551277,-2.562112953787336,0.0,-0.27138693419536014,-0.017504515680445625,-0.14374489880562746,-0.13657738054863688,4.295913390590984,0.544581633432831,1.056475577405014
63,2084.7141835641314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.532884922235403,1.2682617041885393,-1.1069362233470603,0.0,-1.1218628437655698,-2.3248510256698234,0.0,-0.9451961464322036,3.132545407584539,-0.4773358990778883,2.552202276889413,-1.4685534473836426,-2.974584589769056,0.0,-0.27003793553135214,4.552201846246728,-2.61543244160095,2.179288751890747,0.0,0.0,-2.7410159204123468,3.423740163854231,3.0803148710862986,-0.9725328003552498,2.5062449515035126,-1.3534055478194171,-2.575677844509144,0.0,-0.27047709756713567,-0.017256575522634737,-0.14202255273019812,-0.13641119490099907,4.3570066686856945,0.6188070415192395,0.8432654523695466
64,2084.705600762747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5323187493173789,1.27563416436989,-1.1082764909277643,0.0,-1.1249210522634794,-2.332281997369491,0.0,-0.9480579104569794,3.1411018920925406,-0.4802844227481725,2.5493229405270634,-1.4748587393523895,-2.9806176461683487,0.0,-0.2738547979308783,4.562854898464101,-2.622062938678385,2.177496476331512,0.0,0.0,-2.748359086187991,3.4218547807585904,3.091728965505671,-0.9763074538548996,2.5019810580714688,-1.3558471425656813,-2.5805015219673195,0.0,-0.2708476339386389,-0.017272702932340477,-0.14258551226565394,-0.13624666484760264,4.307981284674025,0.7155030393442696,0.8183056400134625
65,2084.7032080342556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5087437040896832,1.2866219798569944,-1.10367178921666,0.0,-1.111623443088765,-2.3228918300310144,0.0,-0.9690347422900603,3.1505434361018114,-0.4762366523126285,2.546653389747953,-1.4618325951433928,-2.9698226511474606,0.0,-0.29433097263872987,4.576381713828925,-2.6216399424664134,2.173270100291622,0.0,0.0,-2.7325073356643905,3.399755196537382,3.102470628169944,-0.97203158637064,2.5008745825855834,-1.342106978801583,-2.57113399758659,0.0,-0.2711061964830883,-0.017345035921396218,-0.14265682312826547,-0.13636562237492206,4.323498575449465,0.7202826667938933,0.8429749709974195
66,2084.702890332588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5087013239685405,1.2857266441550368,-1.1033451947840365,0.0,-1.1115192205504822,-2.322115288389666,0.0,-0.9687060800687934,3.149314400311224,-0.47557818305821875,2.5469513693386903,-1.4612374205418264,-2.968961085000061,0.0,-0.29448141870595396,4.575900759741264,-2.620166644558316,2.1738301564505838,0.0,0.0,-2.7314049118677977,3.399067368157995,3.103526945773784,-0.9711563624623815,2.5014309778017805,-1.342008385934899,-2.570923824380534,0.0,-0.27111188158830635,-0.01735761580852883,-0.14273162370933185,-0.13637028001471044,4.3289529273919936,0.7389683178701426,0.806203137635919
67,2084.702646337983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5093959675534572,1.2849860927142613,-1.1033705008750552,0.0,-1.1118222894120535,-2.3219598287006846,0.0,-0.9679937982389419,3.1484936852061494,-0.4754588976379347,2.547019049571492,-1.4613761087588741,-2.9688317714494823,0.0,-0.29415570926450024,4.5752685112776845,-2.6196303305147732,2.1741816497649196,0.0,0.0,-2.7313979839582774,3.3995895316002733,3.1034396622899965,-0.9709763559430076,2.5014904646055722,-1.3423993765595086,-2.571013724461564,0.0,-0.27113592268960596,-0.017364350381524857,-0.14275857801238315,-0.13635280115597412,4.3273066660025705,0.7528292637949596,0.7929922441714903
68,2084.7024982215125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5097192598123823,1.2846209397056167,-1.1034089571795689,0.0,-1.111858440021156,-2.321877855784282,0.0,-0.967642636318443,3.148123651264687,-0.4754637148520607,2.5470514879572543,-1.4613426825598113,-2.968778027918528,0.0,-0.2938251871694171,4.574960165160592,-2.619545325701349,2.1742577292500744,0.0,0.0,-2.731342119900154,3.39990841472624,3.103422817664382,-0.9709791255258907,2.5015111772824126,-1.3424926037779286,-2.571011982501042,0.0,-0.27114239768916626,-0.017366772094525074,-0.14276322093878213,-0.1363455350578883,4.32663758814111,0.759552560809543,0.7874980086138393
69,2084.702382685219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5098579022167182,1.2843643750437908,-1.103447136401554,0.0,-1.11178071392377,-2.3217430734920392,0.0,-0.9674692312564149,3.1478734743644257,-0.47549498120324757,2.547094026340205,-1.4612124840728284,-2.9686698238913305,0.0,-0.2935485646036763,4.574782806180214,-2.61954013944791,2.1742889878754044,0.0,0.0,-2.7311676305787427,3.400088491607278,3.1034195465634586,-0.9710202881176861,2.50155522387955,-1.3424640389384512,-2.5709283786165265,0.0,-0.27114790817087153,-0.017368843993792866,-0.1427649773038439,-0.13634057298719332,4.3267581699937825,0.7646514481046276,0.7840481863985664
70,2084.702223091676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5100435664869847,1.2840392666375455,-1.1035061027732904,0.0,-1.1116857851216115,-2.321595534847356,0.0,-0.967257556191786,3.147558747766532,-0.47553921695694146,2.547165431470197,-1.4610612666057,-2.968545389977583,0.0,-0.293195718043702,4.574639902808894,-2.6195339334493895,2.174353474733924,0.0,0.0,-2.7309700514907913,3.400343638015342,3.103419755346733,-0.9710973589831934,2.5016135284766863,-1.342430136141186,-2.5708515147320434,0.0,-0.27115826826187656,-0.01737201315318727,-0.14278467776690645,-0.13633255281555892,4.325977844629085,0.7718451696512365,0.7799564699816982
71,2084.7021580755395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.510081420816318,1.2839755846490597,-1.1035208318205265,0.0,-1.1116634385119937,-2.3215690370521083,0.0,-0.967214003475705,3.1474986848539066,-0.4755520613177927,2.5471815044886763,-1.4610285704649077,-2.9685217310628245,0.0,-0.2931142022595273,4.574627191171362,-2.6195416134943734,2.174364445008631,0.0,0.0,-2.7309262538578083,3.4003928180776586,3.103455324007191,-0.971118102408046,2.501626358753305,-1.3424203595612816,-2.5708411238273627,0.0,-0.271160523571663,-0.0173727303656683,-0.1427899870555261,-0.13633036776260532,4.325814228988469,0.7738268192464314,0.7787142096047819
72,2084.702114780932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5101436493158162,1.2838635759709345,-1.103532402658612,0.0,-1.111645725596674,-2.3215095234181717,0.0,-0.9671474055664298,3.1473858898768645,-0.4755550183888254,2.5471976309668394,-1.4609914191104671,-2.9684754247767606,0.0,-0.29304253762190613,4.574529932554048,-2.619511114899071,2.174395897956221,0.0,0.0,-2.7308782201140387,3.4004862793545914,3.1033434147814303,-0.9711272927134017,2.5016385445717644,-1.3424223788260363,-2.5707999818166325,0.0,-0.27116384100946517,-0.017373542075028912,-0.14279216344428067,-0.1363288476731306,4.32549853356976,0.774757926229819,0.7786820062077318
73,2084.702102870095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.510150041709709,1.2838480976152244,-1.1035351673858063,0.0,-1.1116378804303226,-2.321499877042483,0.0,-0.9671397577604591,3.147371049541168,-0.4755571058861567,2.5472008957835723,-1.4609809011086186,-2.96846738370337,0.0,-0.2930276605282488,4.574525290422406,-2.61951159230725,2.1743989018630407,0.0,0.0,-2.730865585277148,3.4005001097934566,3.103333846575583,-0.9711321309740933,2.5016407954879782,-1.342418043151053,-2.570793796526013,0.0,-0.27116461903280475,-0.01737374248889475,-0.14279361129745943,-0.13632842322164695,4.325415141809748,0.7750482621491759,0.7786432672161431
74,2084.702094728351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5101531273046191,1.2838410271437115,-1.1035369105199082,0.0,-1.1116341563923442,-2.3214952391329304,0.0,-0.967136423210256,3.1473644868578643,-0.4755586185959322,2.5472023860895696,-1.4609762716378525,-2.968463368435578,0.0,-0.2930211804327141,4.574524068675482,-2.619512575719117,2.1744006205337088,0.0,0.0,-2.7308596773702285,3.4005068828317953,3.1033313225098853,-0.9711350150091731,2.501641555569082,-1.3424161609934067,-2.57079096148486,0.0,-0.27116504684839227,-0.017373841800175312,-0.14279430403757656,-0.1363280767733305,4.325368655003702,0.7752568551300468,0.7786048409690374
75,2084.702094727919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5101531274569535,1.28384102683945,-1.103536910597725,0.0,-1.1116341562456962,-2.321495238962149,0.0,-0.9671364230451979,3.1473644865823154,-0.4755586186681485,2.547202386159364,-1.4609762714550751,-2.968463368284495,0.0,-0.29302118012280115,4.574524068659352,-2.6195125757834354,2.1744006206079654,0.0,0.0,-2.7308596771324947,3.4005068831535583,3.1033313224603947,-0.9711350151459224,2.501641555599579,-1.3424161609307959,-2.570790961405134,0.0,-0.27116504686729626,-0.01737384180470329,-0.14279430407039428,-0.13632807675327235,4.325368652913009,0.7752568665312581,0.7786048386076475
std.err,,,,,,,,,0.6659472708553215,0.5854657299727124,0.4189755652960001,,0.5182394940557301,0.5364062187405725,,0.690465886985138,0.5742249724715739,0.39485999221743345,0.2416546603318034,0.5191251782631284,0.5405083316783954,,0.7181688040171819,0.6359147567958682,0.5166049536860613,0.31396120563264884,,,0.612036134943247,0.6756369521623181,0.6095060715804372,0.4224170119524934,0.22219509614547703,0.5225081299180562,0.5493982100443396,,0.031293762010461135,0.007099555736339023,0.022899551101715813,0.007786959693281876,1.3663632157899734,2.0800191055970965,2.332759194055596
t.test,,,,,,,,,2.2676767268936486,2.192854271588685,-2.633893243435551,,-2.145020148013177,-4.327867869266663,,-1.4007012385045101,5.481065152975598,-1.2043727600700493,10.54067147996208,-2.81430439637538,-5.491984478882635,,-0.40801156842756814,7.193612067926578,-5.07062999898236,6.925698403490426,,,-4.461925564878162,5.03303863453668,5.091551121736192,-2.298995986589526,11.258761327305297,-2.5691775573737465,-4.6792852878018225,,-8.665146963687171,-2.447173097856731,-6.235681364937107,-17.507227740100937,3.1656067749249703,0.3727162238294492,0.3337699152967485
