Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_14,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_high,b_carD_t.full_purpose_HBR,b_carD_t.full_purpose_HBO,asc_carP,b_carP_p.age_group_agg_5_14,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_high,b_carP_t.full_purpose_HBR,b_carP_t.full_purpose_HBO,asc_pt,b_pt_p.age_group_agg_5_14,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_high,b_pt_t.full_purpose_HBR,b_pt_t.full_purpose_HBO,asc_bike,b_bike_p.age_group_agg_5_14,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_high,b_bike_t.full_purpose_HBR,b_bike_t.full_purpose_HBO,asc_walk,b_walk_p.age_group_agg_5_14,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_high,b_walk_t.full_purpose_HBR,b_walk_t.full_purpose_HBO,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_f,g_bike_stressLink_c,g_bike_stressLink_o,g_walk_vgvi,g_walk_stressJct,g_walk_stressJct_o,g_walk_speed,g_walk_speed_c,g_walk_speed_o
44,11242.028141804003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.17152083892955,0.0,1.3158806172680235,-0.2321672479766216,-0.1649657512929343,1.2713824639398816,-0.5941756643440654,2.899032146622366,-0.11304963265720651,-0.40329082133298905,0.0,0.42066380927384395,0.0,-3.8808203011471574,-0.8266285919157424,3.4131237795310505,1.1570852192194645,0.8574879748573551,0.6648444425426987,-0.7239812346005212,5.942043521396265,-1.421627743558078,-2.646671212793844,0.8923641131408881,0.18194077774851156,-0.9461235311293762,-3.8687096768451776,-1.573098347518897,2.401322043324126,0.0,-0.7352750354081753,-1.12842933119135,0.007240871812912771,4.957680737308138,-0.9049913489606924,-2.7674144874555657,0.7980589909983653,1.4031315319021447,0.10096841847168303,1.3834627743734613,-1.5549611111222363,1.8198760521689494,-0.07607913444065373,-0.9073306792135888,0.2802443333021998,-0.31538583579975293,5.223672794273933,-0.38234225151312734,-0.742562701082998,0.3139162671713631,1.4593577520386012,0.08036673195524083,-0.28858334804671054,-0.059739963492341355,-0.17832369552135507,-0.20828389784453336,2.576249366069604,-0.23296908068422775,-0.21978018365279933,0.04138263788161611,-0.1473254214874932,0.3189677089097973,0.9811625337054006,-4.761383994619336,-0.7118697751161799,0.07098468267280256,0.33071842717667854
45,11229.9884917327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.133029094426966,0.0,1.3298844799106078,-0.2098188884281792,-0.1890911889225393,1.192069054632988,-0.5701521233323927,3.0530770155333897,-0.1437393123606541,-0.3305479227799336,0.0,0.39874733995099576,0.0,-3.7548018706215407,-0.7368683119009428,3.3190636109119684,1.2275243430880967,0.8061137566469886,0.5268433728316817,-0.7132482809156053,5.970221473772659,-1.513863622115848,-2.2265245797688062,0.8844077707489684,0.07296478904314616,-0.8007813299100794,-3.7354427745519527,-1.6113559676486404,2.4900184342917764,0.0,-0.8341958539184806,-1.0444670250191226,-0.12983548440829074,5.097675246002844,-0.952804013747222,-2.7461770973052184,0.772540940273935,1.173268962445811,-0.06711092935896745,1.3831771209232684,-1.5352752592303764,1.897446809859918,-0.048214948095890116,-1.0264119078382201,0.24096841367425434,-0.32688841406789404,5.287319467387215,-0.4674176402535175,-0.8096274835397549,0.3905175533786668,1.490975024685392,0.15822914927084816,-0.29844358307526647,-0.06335086368489462,-0.18277818478273034,-0.20804098231667742,2.649832442768006,-0.23793261838488525,-0.16868198716708288,0.031215687629162533,-0.15070550155192128,0.28636576494397015,1.2870014603911335,-4.566894895609458,-0.6818761457591977,0.0669423525019415,0.30118459148471105
46,11213.16213381736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1141070331637102,0.0,1.4179804734737282,-0.2171114544608328,-0.18145238320907192,1.1574211315965268,-0.5576133456127157,3.10097152327511,-0.127308088868459,-0.3343051668847683,0.0,0.3691038132561156,0.0,-3.6180718140359494,-0.8792451123117526,3.3440472210158836,1.0490757035602558,0.7372921885831237,0.5057539629465998,-0.7407591684389645,5.95202699185029,-1.552811852686092,-1.6531327388430035,0.7938553321338041,0.27630289971784683,-0.7332320445473752,-3.678864519933002,-1.5675353839255544,2.5268835474389224,0.0,-1.1048184954407259,-0.96224333938884,-0.2450265635386255,5.163121172696188,-0.9176696732500261,-2.724424737009297,0.8490085190852241,0.9788334285707531,-0.09289743757864648,1.511817262921134,-1.602778354768959,1.980958571120863,-0.10080507186911845,-0.9154713992635933,0.2009427392660573,-0.3698234050269473,5.250339977710831,-0.45263438417160967,-0.8354801343491818,0.5266555253524533,1.3538513056151955,0.014396445417266673,-0.30704758047507497,-0.06687538423148016,-0.18387672752346104,-0.20867523910811836,2.7666762737012305,-0.24320505532704603,-0.13399222993767398,0.036994131523964274,-0.15934148072726836,0.2632625964549891,1.87632567573567,-4.252521416064732,-0.6907963719371588,0.07566232398470073,0.310416453960267
47,11184.486655701443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2195881935324235,0.0,1.5912795760718716,-0.1173853642191637,-0.10211587579413293,1.2148879681539715,-0.5143051076119302,2.9025903768283614,-0.13829621757017269,-0.38491545111143954,0.0,0.37124169459730744,0.0,-3.490029047579007,-1.3611359164639951,3.0889578906551054,0.863512290989976,0.5631701442388828,0.5607109383376048,-0.7656806433131125,5.8315051627948185,-1.3095088284313172,-0.9037797585213975,0.6217683664710258,0.17336520802016858,-0.8133672820754774,-3.7236513108503013,-1.4341391895038713,2.591308449369155,0.0,-1.6072637643919927,-0.9865529239775759,-0.3175468631047009,5.1160289457949935,-0.8079766203050898,-2.7047598561924056,1.0881697819074072,1.2137566831296869,-0.11730221159046789,1.4676218761001314,-1.615919050082984,1.9068258939245246,-0.15862385965049924,-1.0047118903338632,0.25625918565922545,-0.39852393465566455,5.079729535992736,-0.47668720441283846,-0.7832742738374854,0.4434954574841065,1.4787548256451595,0.08257513234843039,-0.30498590851295804,-0.06437125720676432,-0.18274293804155706,-0.20599441189163495,2.9933125629226107,-0.2480574358830224,-0.12829467190789584,0.10780213553434483,-0.18711450855856315,0.17996927594033985,3.049704007919344,-3.6588873791708134,-0.6785516482464443,0.13792767657254248,0.28149499040276565
48,11163.913907265152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2224745878648906,0.0,1.4301577043465519,-0.170083395460683,-0.13318865994364454,1.1948169890313758,-0.5482007138018967,3.053091749081376,-0.01354462568019113,-0.0692765596508993,0.0,0.361947194369562,0.0,-3.1395777483621057,-1.6064604439401253,2.9038062048049507,0.6959430004488759,0.4237900374294824,0.4697739753920664,-0.9199922601288292,5.773112657913813,-1.097576869726691,-1.0415666566770718,0.4812225478526886,0.14795144977766447,-0.7408480342903516,-3.7639017802338683,-1.3541097507639188,2.381761252174422,0.0,-1.578120410830749,-1.0180762113886688,-0.3033313597298651,4.931949290078452,-0.7997628499858082,-2.657922565262758,1.1275479499514842,1.4899767048133226,0.019294609987841965,1.4455861279823599,-1.5962150018838046,1.8274338727185861,-0.2059962593903082,-1.025837015789727,0.26511765103381424,-0.38576427642286404,5.158070037501489,-0.3665103344756886,-0.843897588964039,0.404039326407104,1.4739260113057022,0.07683214714070634,-0.30601216766667366,-0.06620106837288267,-0.18194515380077222,-0.20377771678082543,3.195202547754031,-0.24533347491726057,-0.09740741233662509,0.1317578803069657,-0.18663915505527298,0.12020005135442667,3.960541658488693,-3.1924392686661918,-0.6609230203209274,0.15044560333755658,0.25732050167073794
49,11136.439012754932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0694562941635557,0.0,1.3436719732726845,-0.17452321203108376,-0.19459584824337894,1.1044923194505423,-0.5321097719684804,3.0471480033500247,-0.13743742651253205,-0.30187154972932084,0.0,0.3656803224849672,0.0,-2.749301276374684,-1.758300364045839,2.318623628935681,0.5117036607748754,0.2089651685742337,0.35838109544860264,-0.9938146639436249,5.782567750654942,-0.9333476745510533,-1.5510790929133047,0.3978179479770346,0.2368343167349285,-0.6798327285477792,-3.8286295272451945,-1.2690316770494323,2.073674118645301,0.0,-1.3592058186271203,-1.0434777791247805,-0.3556119528495778,4.967219556293265,-0.9542837643742487,-2.5857417183156315,0.9784566033549176,1.674864159642615,0.42712715770028686,1.5538432573198733,-1.437290289038257,1.6360156379842496,-0.22495431006631567,-0.9824916325799751,0.2140824237797512,-0.4577818311934131,5.207892688343647,-0.427043093350657,-0.653198169498321,0.4450146634881333,1.4632495045322833,0.04665824221853242,-0.30716479742751307,-0.06734966293884376,-0.17935237976424648,-0.20292192276797089,3.4848193391124984,-0.25066593137328563,-0.025343473590217158,0.15373503220741028,-0.16761849154843145,0.051390135094968176,5.107440379474327,-2.5758835661258073,-0.6506452561553905,0.20962996535174405,0.2469285889837218
50,11124.825543268485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0832985120036676,0.0,1.324930044780218,-0.19083018051578834,-0.20156426754056958,1.1249723502242615,-0.4959076554826304,3.0640229152301153,-0.1458763896039173,-0.3275946188819398,0.0,0.36032235826011727,0.0,-2.7155464450663884,-1.6409984091951093,2.1842915303413752,0.327859713533174,0.13030239776875097,0.44908464454482355,-0.7548342968862342,5.712745900630719,-1.1619991548952429,-1.7991790848487832,0.6160866476145714,0.28810350222086345,-0.6138737874014034,-3.97966967779463,-1.1253141277148102,2.0148291758013164,0.0,-1.5496314324913785,-0.9064489110867932,-0.18618089039964106,4.992354491892154,-0.9464457740883152,-2.552763131890421,0.8636757101727357,1.6521088775424186,0.6051287096374407,1.5774416155863946,-1.43855699039956,1.5394231977873924,-0.32663286289751514,-1.1012660426063487,0.25079049635763795,-0.3893433284335461,5.189003497536709,-0.43115964787330535,-0.8504010779686622,0.31736339156786586,1.4743869825640972,0.0910276919337214,-0.30671796724015304,-0.06664894342129823,-0.17636393812511567,-0.20127968033083268,3.6224391024882205,-0.25539884909453453,0.013085948055402218,0.16405966703567743,-0.18368233451693322,0.03559398822353499,5.274787716398298,-2.3886778905983044,-0.6411463701697576,0.22974212657105925,0.2281590065179158
51,11111.428162284063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.071299958825809,0.0,1.3106466700471382,-0.18571735023107055,-0.20983769221966136,1.1397464258100982,-0.5063244966285187,3.0201459344819708,-0.1721292850750821,-0.32839444525861006,0.0,0.3317624835388521,0.0,-2.6535964201088382,-1.507812456374658,2.2356018794346793,0.4505564234844787,0.13346795416645735,0.5081338584610543,-0.8021591353158058,5.529636756340357,-1.3746541664093275,-1.9973035835767334,0.7924362815588835,0.16365850716879166,-0.564197900519169,-4.1718116786901644,-0.8986589593001043,2.0575533106507087,0.0,-1.805649024948305,-0.7205635562392978,0.05136043933022058,5.1165252031263275,-0.8682420036027365,-2.5206131762242157,0.732932828994817,1.8287399679624068,0.4793044687683944,1.647019152211083,-1.4887600728823582,1.5106016517295713,-0.29893139618724474,-1.0681396857676078,0.24061228212174077,-0.42999337660892945,5.13452943216217,-0.49363957164650574,-0.8338487088209021,0.5003857058525135,1.385950954748348,0.03049043459655193,-0.30238524067489614,-0.06453307501086228,-0.1768047902672672,-0.19986651591813767,3.7979790052890814,-0.2643926496023249,0.04864093744518075,0.18666392958302447,-0.21453484140971227,0.044946875421467816,5.130514877824354,-2.253811946579952,-0.6435913516217588,0.24133271766457418,0.23265512215904993
52,11096.464410120978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0931351196252694,0.0,1.387344552388571,-0.18579639607008758,-0.20529283512342725,1.1367370132458803,-0.5153354783197963,2.9322190544562825,-0.17130995388494763,-0.2723365004307133,0.0,0.40560518033866977,0.0,-2.5398370331196514,-1.3672848229995012,2.4406223227072106,0.5559871327524901,0.26279303780742036,0.4300734868027774,-0.841125339722936,5.374440501346136,-1.3344941347122048,-2.099802480744085,0.8500006774470078,0.27122566423245953,-0.8052804557557015,-4.329526053623905,-0.6741688238027592,2.129986812310375,0.0,-1.907065064012599,-0.5510683410995024,0.12434601950711396,5.285008682377603,-0.71291006032503,-2.475037179660182,0.6212098634550792,1.7379074068331712,0.4113197143474924,1.5827161363001512,-1.4610632525037377,1.5795269357501438,-0.32138950208602257,-1.1429400758791253,0.25702528186400825,-0.4705244199973584,5.1054473050721265,-0.4604166276650162,-0.7850028240005561,0.592552358824552,1.5094195174875016,0.08421345258358633,-0.291768629389994,-0.06326369266323269,-0.169052291757695,-0.19650456963264473,4.011078977644316,-0.27995256410723307,0.12362181459680197,0.2231069445148028,-0.22824679558808245,0.02611891399262587,4.771205812133478,-2.1465700726239487,-0.6003458275555993,0.27015663965211456,0.21013203509103492
53,11063.752021016002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1058803313332957,0.0,1.5991241319824883,-0.18058418730899511,-0.1511170812443532,1.1302581093545327,-0.4965418384917664,2.951624619840695,-0.1951948749207336,-0.3418127430861051,0.0,0.33539020627130467,0.0,-2.717159007786792,-1.1954364569976728,2.734375131852358,0.6843432255614025,0.5144804418996116,0.47928161937590685,-0.7013089286009784,5.412087325647674,-0.9328530803843376,-2.064723252369857,0.6114288440684303,0.2101166040040085,-0.5674713978658168,-4.519760824541471,-0.3452416101167272,2.502649762298038,0.0,-1.7941735196993627,-0.27615552854219966,-0.04687225970443043,5.378551743228456,-0.26329170051048645,-2.3588054966445298,0.5392917538814801,1.5686350965251639,0.20030361383694462,1.5668776180115676,-1.2767896452117315,1.8197958441500839,-0.32635105609476395,-1.0471587366272794,0.2682426287678786,-0.389509400320329,5.1024856638840035,-0.34542109132470683,-0.768924036743175,0.2147920917988908,1.370280306233137,0.07074740068000299,-0.2625955636622936,-0.05691638437618396,-0.15168096294805683,-0.19035066727129707,4.513501845012494,-0.3104920311860005,0.2758189153591871,0.330848952028888,-0.22881428580940785,0.0688039371380242,3.6872693933132936,-1.9701706001608366,-0.5760768979656123,0.340505427157486,0.19484039292490965
54,11048.458775306595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2441039888451886,0.0,1.6190599751065933,-0.1290219064734531,-0.00975327801609091,1.162822467934436,-0.4502559566792669,3.0990183481949236,-0.18345087847249786,-0.3041077377952145,0.0,0.39706085171088473,0.0,-2.813144374906941,-0.974359382065796,2.543827996121458,0.6362724645196136,0.5992601950594343,0.5835279572505625,-0.5570887000986424,5.546760095899902,-0.8130902172216533,-1.7640225564593754,0.36165024026173986,0.29664769129828583,-0.5707077812984557,-4.549091027422317,-0.45447310071610253,2.6684097348794387,0.0,-1.7716436950727836,-0.202699770758414,-0.007148526646382297,5.2563078582981495,-0.4154899578953969,-2.3275981638401264,0.5636700397801917,1.6789991918004479,0.3045050916781434,1.3717223229016664,-1.3226314813065914,1.8492545935788842,-0.2109412517555806,-0.8088500466137478,0.3102507593933425,-0.33515301189773283,5.234882597653993,-0.3608257153669189,-0.8396107048787467,0.4270521127086586,1.4240590968839486,0.11997925704540766,-0.252315927494469,-0.055242478192748336,-0.1460583008917708,-0.18703569941961037,4.741460366227788,-0.3041874883529113,0.32319405389797884,0.3172376053565151,-0.2400272195899903,0.0851963129252293,3.1407163371475244,-1.924893640635711,-0.5586472963585086,0.3392927611897446,0.20575534616532765
55,11038.886364657907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2487279339889004,0.0,1.5853742163216478,-0.13207157987861884,0.013604463422188837,1.1508885081732605,-0.4310692364108145,3.134153004943873,-0.21425035319372215,-0.2688756242080835,0.0,0.39487527548416207,0.0,-2.7701359978125715,-1.0492188943290037,2.5725067415500726,0.7158360932820622,0.7202797287002218,0.4798688137654248,-0.4771347014394022,5.565964964833853,-0.85826172080723,-1.3537725739521744,0.3552751768505624,0.3157162008608166,-0.49391336627076193,-4.514948381381713,-0.7487559750005663,2.503491309154184,0.0,-1.7828556281272336,-0.24068628583095208,0.17995571375388722,5.290406968918887,-0.7621392799598723,-2.360354671147448,0.6588509003577463,1.8132905540255446,0.5717178414480215,1.3434184866318637,-1.2481216220365763,1.8599589632138087,-0.1769881942123095,-0.7509096204102104,0.2804551462413111,-0.2902296441878651,5.316041729826413,-0.34113276186505426,-0.782056778447111,0.34417362011794284,1.4114593577886068,0.14209338646452999,-0.24330997187421396,-0.05497056721729951,-0.14315713795935847,-0.1859189424485511,4.88743673110227,-0.28989515271316374,0.35140537429860746,0.2554668970202345,-0.2554465580967152,0.09899643051335365,2.790092213729033,-1.9169706961324071,-0.5512606626203812,0.3665448678106663,0.2046601113337173
56,11036.3345016736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2714698005231932,0.0,1.6333288482474915,-0.10955706925792569,0.034391196589124484,1.159021350097609,-0.42775888252014044,3.1539128347658942,-0.21686120518161575,-0.2903133319086851,0.0,0.3957160644876055,0.0,-2.745159008403484,-0.990465529413278,2.57301272239427,0.7147254200139664,0.6537003604571695,0.5170770575287914,-0.5822332579607744,5.574507137329947,-0.8274964697612911,-1.2673837214834027,0.459516960976735,0.27729052574637053,-0.5222056831872448,-4.470619631246967,-0.8768473384856533,2.379904136000932,0.0,-1.7843093616918866,-0.20846886551468347,0.12284254801802034,5.2745806496554035,-0.8306199455635561,-2.40345895484933,0.7279653072523187,1.8343901028098444,0.6326890641731737,1.3679652934698967,-1.3393123396013253,1.8819179834758781,-0.1723889758546996,-0.766976237639981,0.2750224800104396,-0.29750706383628517,5.320534894023433,-0.3339556383695546,-0.7948512141913947,0.29057996019404386,1.3970596366943968,0.13618947976535445,-0.24281709147298416,-0.05486155383009888,-0.14386700424916718,-0.18550344640424798,4.927030541745041,-0.29224545377973843,0.36358134833920974,0.24683162441538642,-0.2508654278027097,0.10267858800662753,2.7351505028899488,-1.922014705421673,-0.5481356684717508,0.3528085567532816,0.20466811218070668
57,11033.365192729982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2186163517115027,0.0,1.4663059704679582,-0.15952066317547794,-0.03159451054453569,1.1837822056028373,-0.4974668280276268,3.106205625563871,-0.1888632682751436,-0.26277945219468857,0.0,0.39442949737555383,0.0,-2.740326451136532,-1.1148275998231498,2.45249276115087,0.6812605364228671,0.6615930879145523,0.4599670692263508,-0.5955314037496681,5.601143607798273,-0.738474414743675,-1.263779755770703,0.7791811925285632,0.25968152566317615,-0.5214148047632331,-4.200277693612301,-1.444726088284209,2.2685014086077335,0.0,-2.0311177943753997,-0.10291774149502728,-0.31802790960587163,5.16445129091009,-0.77155362374731,-2.675163734945634,1.0606162803229022,1.812103011644309,0.671319092204073,1.5274265246421996,-1.5041624411914476,1.6580411999213007,-0.24649367366838565,-0.9120040372387173,0.24076565922260748,-0.3937043666074349,5.307047489555279,-0.35301034069808324,-0.7932906915466148,0.4558549231381154,1.3754277340539665,0.15873660764496048,-0.23380218913799816,-0.051761990159958846,-0.14264966655438238,-0.1841277030609554,5.0528583405733185,-0.2959489816851071,0.40104834451947036,0.18368320428846652,-0.25199955875946917,0.10193942169133255,2.7283070196449453,-1.9620476450749698,-0.5441588822315921,0.35297153468338477,0.20452492985248644
58,11030.996323504613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2220344599783968,0.0,1.4300061772480568,-0.17955665783809163,-0.07308424004964881,1.2289201633485136,-0.5452372943104331,3.096719297674988,-0.1954207088262469,-0.2919504137388372,0.0,0.4582838029680574,0.0,-2.6477311130301264,-1.2063327182881094,2.3831872393808187,0.5963239621962199,0.409819259795704,0.5014650329629978,-0.6266900442944339,5.502331810871652,-0.8348649011149605,-1.493466900759509,0.4045053656318447,0.4485758338351711,-0.4408623552428924,-3.841452486337489,-1.9318262809490199,2.0910722717470587,0.0,-2.437455365375713,-0.011467142382135906,-0.472013332348225,5.254510677070536,-0.8957504671590795,-3.078852937831924,1.2981323359613357,1.7183792435860346,0.3146466257665581,1.5407713421529052,-1.5677434749316081,1.6266960330156226,-0.2299365365213889,-1.000188000111154,0.2375050665187162,-0.3994535901448629,5.325094783975159,-0.35105679326863914,-0.6989443328417946,0.32832862370185106,1.4518223541487913,0.20853373508958845,-0.22996527893935634,-0.04964325057635925,-0.14686118210074786,-0.18368952479042136,5.200905689589712,-0.2979455473853742,0.4329956654547885,0.1245106123215183,-0.2718406268531386,0.08751471870387127,2.9114496583855156,-2.026867500200314,-0.5354022935345034,0.3544395079662779,0.2060441888891284
59,11026.468073626953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2205708413499365,0.0,1.4552069938626788,-0.17786970081387227,-0.06931694240620924,1.235818934146272,-0.5468886563862021,3.095876798850927,-0.18686398205597962,-0.336221985720913,0.0,0.4187645340867824,0.0,-2.5708935675914977,-1.2774386180379829,2.4312377138672847,0.5565806534955243,0.33397163346592806,0.47883952319304784,-0.5614122674742441,5.505172522847038,-0.780080816232833,-1.5586780502982707,0.30598977318122333,0.2792927941307622,-0.5594374397543495,-3.7115698373545682,-1.9435891180704783,2.090467369033907,0.0,-2.5594487488347077,-0.09267105354255116,-0.42868655748051515,5.230838894599571,-0.9633156192655218,-3.2640518923849364,1.2265050515878309,1.5747547073963761,0.31259696856907854,1.5087232391372987,-1.4751241620523778,1.737627278811771,-0.16147699477366317,-0.9524175572586309,0.24151716643256105,-0.3591702099792966,5.349017255292969,-0.3848509956309831,-0.7953008181022008,0.3665919389795696,1.380700873359475,0.17501872821454317,-0.2260689660074906,-0.04788136502704852,-0.14607475261041214,-0.18315106559860903,5.270285727335299,-0.29658377155260746,0.4184267852245324,0.13197635645932393,-0.27691283299249686,0.08995574658266624,3.066043750710224,-2.0658220785878822,-0.5492119837194811,0.3700558050748113,0.21275168989512136
60,11024.082722231386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1741468774523631,0.0,1.46682743422205,-0.22901337965413063,-0.12526336254332526,1.2362085729133632,-0.5962918899794171,3.0637093720392423,-0.17094232192896874,-0.3880546067125059,0.0,0.47171936832700645,0.0,-2.63239983088571,-1.2904161709399715,2.5184028730497943,0.5396578745768156,0.22642459245919064,0.48481870560889356,-0.6685294321491755,5.520684105466597,-0.7535451178702394,-1.3909278326250396,0.5973503098437281,0.47705625233656057,-0.43728705252115935,-3.5610004918132145,-1.5550888883369842,2.4072742163395273,0.0,-2.350112139120788,-0.49411564242186706,-0.24945480349117471,5.051485407595017,-1.0679168509002432,-3.58407922587393,0.8144561267429382,1.591941496866618,0.2594037223672324,1.374914780640966,-1.2420360193622388,1.9794345343686572,-0.0469798064808931,-0.8858817570978011,0.26058174204053614,-0.321230807739451,5.389873509263104,-0.4103878054786412,-0.8585357467027556,0.36802984448180004,1.4518354517869245,0.2082397502079159,-0.22236604238837396,-0.04727048892510847,-0.1481365387994007,-0.18240534357545307,5.418052370093246,-0.28874926960060365,0.3447272319882202,0.2031033291619983,-0.26854989206137864,0.07687206699124717,3.463371754023961,-2.173457056564372,-0.5593279828390311,0.3931192886743845,0.22209045609539219
61,11021.088074041223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1327359185951815,0.0,1.3952343259007685,-0.2728525092458967,-0.17824035964857526,1.2272665174027444,-0.62335320926906,3.122978119025475,-0.13845344202497598,-0.33445235537017065,0.0,0.4558448116157472,0.0,-2.717571719333465,-1.096457781189526,2.5622759497630554,0.5701621540786503,0.2523456944555268,0.49787423432425515,-0.6112901242301211,5.57482077401319,-0.7165277811557687,-1.1487867369059868,0.43866381166677726,0.41564544768279366,-0.4664613256030136,-3.8061479912724865,-1.1611609348466456,2.5645034977234644,0.0,-2.059333717930986,-0.4090566303171479,-0.0944144322258636,5.095451877226299,-1.067471169800911,-3.638894497402417,0.6761598776501253,1.6277729273194832,0.45280385909854326,1.4921469106884049,-1.3533629439576502,1.8349569706462996,-0.14451900095371906,-1.0531678154426656,0.23593736008072425,-0.36685865571894477,5.475572986073941,-0.37229779688296094,-0.6440142190619959,0.33956377399997917,1.411415609342116,0.18554725853176735,-0.22515541491814384,-0.04732830740646277,-0.153374458348239,-0.18253643785162235,5.4994193867873085,-0.307245803652823,0.340345150136176,0.24130745491170086,-0.2573580486603386,0.08065253651646441,3.637507653987217,-2.2689864519271423,-0.5664472900119554,0.3807437627384198,0.220471224798823
62,11020.776728887771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0631389695663578,0.0,1.2998105460095515,-0.3169987510214315,-0.2482563531806734,1.2186821312740075,-0.6505981689252822,3.1334527408834294,-0.14790057458142852,-0.3887317407456856,0.0,0.45429329799553897,0.0,-2.765553241751165,-0.9888282894036597,2.532019538811019,0.5932219795286904,0.29099723081876727,0.5130702455763891,-0.6447996385788488,5.648735338041076,-0.6269562216373032,-0.9891625566406783,0.3314979373301373,0.4402080917056859,-0.4520770967231863,-4.0717238579430965,-0.9921867279729624,2.4196580116036768,0.0,-1.8486044631666145,-0.3172297818925752,0.02668403794939045,5.365274175370992,-0.8875014305299775,-3.5321715657816384,0.7864310761724713,1.7329313806579805,0.5118875347826608,1.5228485487397823,-1.232496454751686,1.7904703551125078,-0.14418187765557655,-1.0800865453943902,0.2374424206271636,-0.36162459098491706,5.4631761592407235,-0.43910281907570575,-0.9005725548760997,0.4160521189679368,1.4153513472789918,0.20093759902235814,-0.2298553888610837,-0.04910056589177344,-0.1587872242223986,-0.18322989373271817,5.559273760809219,-0.320749642232164,0.3587385337508484,0.2554315914011528,-0.2529991154843527,0.08070823949637856,3.6520174134785837,-2.3774633721674507,-0.5683695328439867,0.40297055282440286,0.2242497404373315
