Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_14,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_high,b_carD_t.full_purpose_HBR,b_carD_t.full_purpose_HBO,asc_carP,b_carP_p.age_group_agg_5_14,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_high,b_carP_t.full_purpose_HBR,b_carP_t.full_purpose_HBO,asc_pt,b_pt_p.age_group_agg_5_14,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_high,b_pt_t.full_purpose_HBR,b_pt_t.full_purpose_HBO,asc_bike,b_bike_p.age_group_agg_5_14,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_high,b_bike_t.full_purpose_HBR,b_bike_t.full_purpose_HBO,asc_walk,b_walk_p.age_group_agg_5_14,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_high,b_walk_t.full_purpose_HBR,b_walk_t.full_purpose_HBO,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_f,g_bike_stressLink_c,g_bike_stressLink_o,g_walk_vgvi,g_walk_stressJct,g_walk_stressJct_c,g_walk_stressJct_o,g_walk_aadt,g_walk_aadt_c,g_walk_aadt_o
39,11331.837966098967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0839114459704844,0.0,1.2809072069978245,-0.3154220895315516,-0.14740920821287884,1.2491211685747514,-0.591172465975343,2.2315915998997444,-0.015053595251955827,-0.36676932100605325,0.0,0.37296299924993065,0.0,-3.2082577805753902,-1.745166263296333,2.6269518486991044,0.6031109815845647,0.4274223672400347,0.29682683207051513,-1.210358225540661,5.202295125302066,-1.1700393489207705,-0.8053365612641828,0.7608513662093318,0.24276563278945074,-0.5792718436318817,-4.348982503012731,-1.1858544811088294,2.2667889171925673,0.0,-1.311357318600703,-0.18869275209357733,-0.07816280838203653,4.398491868558914,-0.6455437908293837,-2.2564205478026973,0.9963939555142106,1.6038471151595142,0.6983734158736019,1.4951136793700097,-2.017419292446123,1.8340582202016356,-0.159130380038635,-1.1250992569429947,0.2593937575935756,-0.3695108901610509,4.492947484005093,-0.4428992239628447,-0.515056124328835,0.34997231968927794,1.481217345523628,0.20007657817969954,-0.3828735105787181,-0.08543594515321284,-0.10422168329632939,-0.18867602681271037,1.7219687455653876,1.5926506675751861,0.484532961615636,0.07374813261975471,-1.1445296859206042,-0.022876432542825634,4.020068187070862,-3.6621831475640043,-3.8221692497993063,-0.256249741528312,0.1391349845819791,0.2727660696408989
40,11296.236515329163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0433330934685838,0.0,1.214466607160021,-0.2891984575083354,-0.13511238076403892,1.214594718107332,-0.5736972152739164,2.292570488396031,-0.08701475202040815,-0.43413156891032056,0.0,0.3852323111777435,0.0,-3.479107876547124,-1.5477668792224164,2.9185232964273222,0.7416094150741,0.6570027079226055,0.4988969882280229,-1.04646373986197,5.238189310079103,-1.1999059285786589,-0.6872013410856913,0.46949024674994383,0.25832367786290134,-0.6196067007184247,-4.219304233056418,-0.9698019635112057,1.9311671951543055,0.0,-1.5322637729197763,-0.5377508929204446,0.12259997419202094,4.664674311568611,-0.55222632828331,-2.293262680372512,1.03811350524338,1.6247538607156697,0.6474989333114912,1.4445991618825251,-1.9576728825529777,1.517409592541779,-0.08616872604224277,-0.803629721139462,0.272336021509326,-0.3899145607270479,4.523300399938348,-0.5190282262322837,-0.768689105247728,0.32900968413289533,1.5993135236349583,0.2605806997104829,-0.3558342200719898,-0.07697951560005363,-0.09777567570968704,-0.18338828628537035,1.8726088245503083,1.665223953586725,0.5046688956700185,0.3590574316788397,-1.3525443221985725,0.017559709593290757,3.0907383325253663,-3.8399372929650517,-4.149601800145699,-0.26116512146080967,0.18428424111874736,0.3622614381240692
41,11247.141283549883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.150050502964387,0.0,1.1891145232596927,-0.16757125501254422,-0.06582182688361869,1.1695853240422602,-0.4971172969307958,2.457935100563164,-0.04358678819553422,-0.32993288038272345,0.0,0.35886030059488877,0.0,-3.691024532958638,-1.2573465280892737,2.7751834138499976,1.1855162894353994,0.8670845290858434,0.4678075730785107,-0.7071950145811071,5.366377866393824,-1.355580974541218,-0.9514062870524284,0.19443844487512124,0.2652019009877663,-0.7664519005757735,-4.130357060172297,-0.711576830108068,1.5714591738800896,0.0,-1.8322097209964854,-0.758575429905703,0.3488900951862331,4.881394417502944,-0.4040216308843888,-2.3265491948701245,1.0508477310621804,1.628848701800116,0.4688632657135329,1.3467691408042555,-1.7971507255851535,1.692020490144702,0.048182161458349665,-0.9254357529028173,0.27499075471499984,-0.2425842268653586,4.645098960786896,-0.5012652557234555,-1.0436254685339703,0.4140702417468749,1.4382904473883225,0.11434377796412157,-0.318116907978392,-0.06635377137520607,-0.08822501882189174,-0.1742060471122048,2.0825715434653915,1.7122142680989256,0.480698511041466,0.6769685585041495,-1.484228061014097,0.08255494069339228,1.8268041401781614,-4.065975272788533,-4.572894426123906,-0.24524579180541226,0.22840335867747724,0.3423245808002506
42,11188.920432599687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.21434959192507,0.0,1.428895381117992,-0.12090203590480907,0.025849081191775022,1.127775785361271,-0.4310078253532941,2.8332786459628996,-0.01801755194105771,-0.3788747486713829,0.0,0.3479391143538404,0.0,-3.39596669346173,-0.8039368267625808,3.08026391049314,0.9949729996438834,0.8080819678957681,0.44165875154055206,-0.47066760528114526,5.626632719905515,-1.219639672326596,-1.9298119380593024,0.29762861666066304,0.2075546502705363,-0.8684131441256346,-4.06614510737308,-0.40283799043901275,1.672707916118952,0.0,-2.1008502808408234,-0.3824638554167251,-1.9022036482685412E-4,5.152863248792797,-0.4724429116548965,-2.318349877692379,0.7526094437356141,1.3224930679592073,0.2763022441924455,1.2243383715125822,-1.7297542096664786,1.7333254480503366,0.03548985499644447,-0.7292689535439745,0.28372271545391337,-0.1534312223484094,4.949591381469983,-0.37870904494587354,-0.6637054092710208,0.5931453641186486,1.3566941263448942,0.12740707863273315,-0.28268007154547015,-0.0627164050340879,-0.07284602155936812,-0.16677160181722636,2.384864230365809,1.6126190173758201,0.4969054623575651,0.7710944624298872,-1.0951001196674714,0.1633453692159862,0.21681230180577282,-4.306141407487219,-5.129223629897364,-0.23526315298081027,0.2792359127623194,0.3872000438500953
43,11166.470093492555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.13038392147079,0.0,1.3087316400553028,-0.16630240174853142,-0.09052722925615016,1.125030065144875,-0.4958394992792272,2.8473960407001635,-0.0027222175637587175,-0.323115847046103,0.0,0.3341638472467559,0.0,-3.416223219526377,-0.8360951273767875,3.0652981018925254,1.0949238716339607,0.6207537657363706,0.5744847046494714,-0.722122876260151,5.593558877521136,-1.093115406436665,-2.340699820182511,0.4350473479297963,0.153178902226757,-0.6675702335780218,-3.9979151738561898,-0.47052395480427855,1.9984038740103847,0.0,-2.1142748560360913,-0.29587995162064995,-0.05126962674622083,5.018811230454362,-0.5029564623561172,-2.2861401669820403,0.6415853541391131,1.333215341497165,0.18984277979593894,1.1610830919281265,-1.6891775661955848,1.6228919485529436,0.01039412778892028,-0.8490583267180112,0.3142988934237954,-0.16748515694181873,5.028903082813541,-0.207052655006362,-0.6263621016160489,0.35189598061898875,1.421691521081824,0.2064094095267804,-0.26421463000562595,-0.056722343668597866,-0.06651013633079536,-0.16235819740847962,2.4961075772368084,1.622278774847466,0.5552405591051214,0.7841764541739202,-1.0851024172856956,0.17991721259277005,-0.19852938801487297,-4.345148309791007,-5.282679126489434,-0.22839646867436314,0.2947967589749022,0.39403992522795317
44,11155.938181417887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1033421462882589,0.0,1.3141364612843986,-0.198580945163848,-0.12041058963413041,1.1478475885447346,-0.5445747662600428,2.8205927123333385,-0.04483354770086976,-0.31571082315209126,0.0,0.4173858147193331,0.0,-3.395450373069326,-0.9032341997233018,2.971264665166509,1.0284461975185843,0.6273354709571525,0.5956919561082433,-0.870026309670201,5.6037742198745155,-1.0246918914530627,-2.5201314259496903,0.5367906532243729,0.42552788821288134,-0.7558166039341548,-3.8928278996290384,-0.4880835954457674,2.183856790254532,0.0,-2.0507926224939492,-0.38231228544173534,-0.12188850550679373,4.866063128901356,-0.5478087368263052,-2.2527060846728313,0.5824787669625591,1.3517210338793766,0.2681498199737027,1.2826589560459585,-1.6721939220326192,1.5981367042441137,-0.07801260606860846,-0.9585389974699335,0.32336792337138726,-0.24090303444731287,4.903310927748587,-0.30313249307586626,-0.6428726807246674,0.32343315898938846,1.4792213442118491,0.18763644201547733,-0.25340642877450514,-0.05353386020146652,-0.06280436049237172,-0.15994630801302256,2.561683933940696,1.656571725937061,0.671694195108635,0.7286242297456234,-1.1468879658906028,0.18100907630156868,-0.2699352178776805,-4.318429879534198,-5.327216876210833,-0.2264190824443966,0.3130131645883647,0.39137499197846704
45,11143.875167884618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0427909769558996,0.0,1.3479741700393397,-0.20967825050818495,-0.1476258669365742,1.111388192093473,-0.5510009498374184,2.761097765752963,-0.07248495562782319,-0.3945837292604614,0.0,0.4159099168428711,0.0,-3.288571162816301,-1.0223377486678071,2.945229775169494,0.9201162845839044,0.5753672979684296,0.5516597147525526,-0.8123851977590011,5.558754753918855,-0.967849591176842,-2.567933688242299,0.6153328456847211,0.44175016827207864,-0.6758710823254261,-3.7527013776950295,-0.5293560781856184,2.291487212570212,0.0,-1.9449711519071262,-0.5275215415822209,-0.2200548175887027,4.676528376287772,-0.7304864753536118,-2.1939493351650667,0.524106719504688,1.605081904895027,0.27285306795731895,1.4351540538935676,-1.8200325792717806,1.5752893672024164,-0.18275919390099418,-1.0628140451097772,0.23697070577083024,-0.34008910179425994,4.930541687328332,-0.2767502811949078,-0.7656093864250071,0.5945879784136656,1.4648322538130438,0.12839756265123087,-0.24511659503112854,-0.05219263489082638,-0.06297682035333538,-0.15786742199497972,2.6412730344886004,1.665757623645992,0.7290143107595154,0.820305946688104,-1.1969096567135553,0.1669616474796445,-0.12001672716408468,-4.2167754337793095,-5.323730095640158,-0.21792404021985912,0.31398664234515533,0.39112007483031747
46,11129.26913877989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.103198437081922,0.0,1.3869167940608296,-0.16148262015279774,-0.09330015834956888,1.132463612875249,-0.5250896902620543,2.750858277913204,-0.12193714080030105,-0.2534645943708859,0.0,0.4240698001432214,0.0,-3.076917484849743,-1.1019312176224063,2.907052010234155,0.8838379012335281,0.44590055213617763,0.4373294285803879,-0.7820997879272492,5.5307906065374945,-0.9929371124464417,-2.464067194922043,0.5906937264849277,0.21950547723394115,-0.7019910530248014,-3.6964220159503713,-0.6253845526975126,2.3188783958622516,0.0,-1.8845837934481053,-0.6431749296491007,-0.2841134241340751,4.685066656735039,-0.9854936667203502,-2.140095071779772,0.5272961605960272,1.7169465018179209,0.40254138657899485,1.5384437614568633,-1.9846062670575682,1.5229045513713828,-0.239766559041528,-1.179771351952912,0.18618513514952387,-0.33720011052855936,4.851724995588285,-0.46643756909321676,-0.8493649207984454,0.5744493572626598,1.5106127920595875,0.2174969829561332,-0.2398248163456586,-0.050450777303507756,-0.06327831041310758,-0.15586760572496094,2.7463532763748297,1.621996956154343,0.6912566974966389,0.9094967326773873,-1.088476405794173,0.13277503361784632,0.2620483920925187,-4.035514706795091,-5.271799102520395,-0.20575611582192047,0.3111996248658878,0.38260981244082226
47,11100.344851931011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1413986681292232,0.0,1.4655570647852334,-0.10145812313586948,-0.08517712068422954,1.1639067564703929,-0.51079048166625,2.7815314489040563,-0.12671347800966298,-0.3166110480343255,0.0,0.36920422787078033,0.0,-2.7220498817303036,-1.2896062556910022,2.7561555449438977,0.7866142204785915,0.30286979158669436,0.4586137918238387,-0.7501633526743544,5.4156357531005215,-1.0976743805855733,-2.0996931004595116,0.4633305975146932,0.18822385941774797,-0.9204449894645211,-3.7085577595364327,-0.8904051484586784,2.231749210649915,0.0,-1.8242546562734223,-0.6744849868566436,-0.24708587244965,4.7639736095807965,-1.2792132452645788,-2.06192897281726,0.6601319088352944,1.648673131409924,0.7816504326278007,1.6464087662121274,-2.1539610652411305,1.480462891368188,-0.2826096203595468,-1.2445532862531727,0.11932133409294444,-0.42100747963413515,5.011045487128575,-0.26512493522084357,-0.881012100858118,0.37465932045580314,1.4173485848990004,0.1634285526448604,-0.22656823133873788,-0.04855838075843944,-0.061498095029920624,-0.15365404991176007,2.9588480743704504,1.5356810226012778,0.46638209831015714,1.093900393005623,-0.8100925658052472,0.06762983782020132,1.1596626187511807,-3.640644087413128,-5.135183892908259,-0.19304305387323817,0.32228094284032127,0.3973117657136298
48,11071.902283630398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1656532213382218,0.0,1.5786307209215744,-0.06959327847562083,-0.05720912350630386,1.1978847544920876,-0.495636675227975,2.952126135651928,-0.21968421084746334,-0.433031609837425,0.0,0.3825469223946327,0.0,-2.5988539361299243,-1.4565606386369514,2.4676334824931017,0.5881368660723905,0.19306298641776534,0.6058156451549357,-0.7128144060575902,5.553547827508022,-1.1310014953285388,-1.6624006239700926,0.3681062688678746,0.1693886524453284,-0.6274595591995108,-3.810055900644482,-1.05397414102818,2.05923907418952,0.0,-1.759727123234352,-0.6152394709693443,-0.24547890424635865,4.861804746105921,-1.1765390762729697,-2.0555627700180374,0.9094534390548252,1.7200276446404823,0.8563255995544277,1.5985592623111837,-1.883377313717628,1.5378614837936313,-0.28191943046938117,-1.1912431960060197,0.1879126236402408,-0.37141867145188,5.1610546012768195,-0.3674972220229289,-0.7242207649892198,0.3783594014709007,1.336151936622891,0.1642706286185613,-0.21718291767684755,-0.047099843418523225,-0.05722373662135769,-0.15176904391523677,3.169134450748746,1.4987168017586994,0.3891756641324732,1.0351427697373152,-0.5888218356936121,0.008128073277504921,2.0971743154251405,-3.252777505572585,-4.978767254113465,-0.18491472179155263,0.3665459385710283,0.39916172698638513
49,11053.133212483543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1634493657667588,0.0,1.4396337315879866,-0.13761735787839027,-0.11577523218800834,1.2063188255212025,-0.5338851172617692,3.0547602744908366,-0.14930209809433662,-0.19631801437792903,0.0,0.4215325218717435,0.0,-2.5340369000043927,-1.4846082540527796,2.3491189360106137,0.4098796168117683,0.07942745864481641,0.6062154001455485,-0.5966967326830936,5.6647659189170705,-0.9698526683433975,-1.343804690510996,0.4285680343083803,0.33796467775232103,-0.5756407665968571,-3.922674558715219,-1.2033470636498187,2.018002862869442,0.0,-1.6746387199550348,-0.5161166316378967,-0.3239724586676688,5.136214722028902,-1.0367880265515463,-2.098856612414488,1.0260242849942258,1.7719558993941114,0.7993521868263521,1.3988991174702203,-1.657979776474744,1.6529229450147656,-0.19684322408078375,-1.074812804770703,0.22453956300569175,-0.3311123540422581,5.281582546126965,-0.326335652808146,-0.8209884773626859,0.49241172941026157,1.4112986562318204,0.2330734900314385,-0.21499683325640892,-0.04841231173305806,-0.05638106492026593,-0.15054691685955301,3.3106472587005213,1.4220842095454012,0.48164606577002544,1.1616844799148898,-0.48852189027722515,-0.04160876562583986,2.7372096175179865,-2.997427154441303,-4.864110476788519,-0.17419593142070705,0.3861104631516411,0.4058308341752836
50,11046.060108243018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1363448285841153,0.0,1.4113821032782161,-0.1143674030094749,-0.09952532474254112,1.1615550880742138,-0.528071253376737,3.10708462283082,-0.17727324747650786,-0.2884554691199009,0.0,0.4167036482918143,0.0,-2.450645698481633,-1.3481442618349888,2.259672327375148,0.4898699264841817,0.10613327376007599,0.5297655489283429,-0.7005891982987852,5.73021521248226,-0.8630371291526104,-1.2046121407780097,0.48466511132333934,0.30351916801036694,-0.6389031967816508,-4.00392676875161,-1.2125870521068725,2.1036809789002064,0.0,-1.5891741405358395,-0.45162884134059933,-0.37302127871844837,5.337765474340035,-0.9544464762801568,-2.1526609597483346,1.0152049143296684,1.818732680554395,0.7450822280225576,1.3744630392557693,-1.5601282638315883,1.649385858660757,-0.13784372062959876,-0.9857513118960994,0.2001055686021167,-0.29769760540511625,5.3642175703207675,-0.3378392225044377,-0.8512361962574019,0.5016044974440266,1.386398903390095,0.20015004668174866,-0.21758225106335774,-0.05042362159841863,-0.056827812484231646,-0.15088450792149538,3.3703238706774483,1.3864728092928598,0.6827498483441571,1.2986634369572847,-0.5467732046280425,-0.055760114895137075,2.984230001989663,-2.90228845597371,-4.808809382285126,-0.169978233972835,0.39238581493623853,0.4115098375172106
51,11040.378187880982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1485597601669608,0.0,1.4116774286754707,-0.1434164054227225,-0.0979046795465431,1.1524790473321374,-0.5425023550207809,3.2148355883196653,-0.14218050975491742,-0.1921643876617057,0.0,0.41767299955818843,0.0,-2.431784604836159,-1.2435764104132188,2.412648873743782,0.5308277148846852,0.2686260439015101,0.4970417003946357,-0.6932174204485902,5.700999358202252,-0.8749072446149001,-1.0993687870505449,0.4778986440325596,0.24965044778224277,-0.6603932004360866,-4.143676820739744,-1.0246518651869652,2.166943454532205,0.0,-1.4695678162258168,-0.2987359715059872,-0.2693820525563827,5.354267250577067,-0.8650927569722459,-2.231257232520061,0.9554424762633187,1.8204542022658547,0.648599600072036,1.4178600797486842,-1.5520491223358268,1.6380926797199757,-0.20910998642081965,-1.029644008069789,0.21246310717258146,-0.30446391733607076,5.407150687014697,-0.29182287623362263,-0.7819773774286959,0.45005341205104993,1.3338685544577193,0.1511529040291974,-0.22106481621469093,-0.05188339004721604,-0.05580571692587377,-0.15075191572180888,3.4276979340052662,1.3687832928726351,0.9650493298615233,1.3807127898165574,-0.6632564813038957,-0.06459727380064956,3.164658387778924,-2.8364925725073475,-4.741710185010241,-0.16370596061206433,0.39365164631133054,0.4040364830064257
52,11034.29537404191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.145801821278694,0.0,1.4101916709628488,-0.14754313562106863,-0.1085436692887668,1.1634826946622971,-0.5336335408224262,3.124748333411083,-0.17987685956119265,-0.20682140726779524,0.0,0.42634231690673025,0.0,-2.6120991191176235,-1.1457426527547958,2.485101285872529,0.6252298757056728,0.31689245680157085,0.5284384132815972,-0.550646364867801,5.682629902590982,-0.8633914358884022,-1.0252402027684218,0.4401576849423007,0.26465805764393124,-0.6954914735698218,-4.354256972583359,-0.8081701906809231,2.3206532182886312,0.0,-1.3671327632769954,-0.05190916760830058,-0.05941839325010198,5.410965868870474,-0.9073607489514195,-2.3243671892075723,0.834601445640999,1.777788988084831,0.5299358071004399,1.4268344055648337,-1.6072962716223265,1.6302907093386207,-0.2147085713251832,-1.0693007955090488,0.2234531134296826,-0.31409668100397287,5.351020079697761,-0.31365798856446325,-0.611803989909441,0.4783262256770222,1.3444174727244271,0.14009437326791027,-0.22191646519737773,-0.05015913966418772,-0.05490590517333005,-0.1507411155790066,3.4939670596388055,1.3164491425851106,1.185708138869294,1.5447103845252952,-0.7344776984088502,-0.08167328608165583,3.3353669108798494,-2.780161415221326,-4.658607248086325,-0.15198772262744129,0.3904998856105077,0.3965468942098948
53,11030.319487628927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2295123485735497,0.0,1.483111184483457,-0.10696031769090404,-0.037071636618236786,1.1961187847287555,-0.5068513724535175,3.16598920933916,-0.16956114407565248,-0.22274139855644262,0.0,0.4310162677518563,0.0,-2.7087868440509104,-1.0478814009786248,2.470283306281733,0.6143048879905932,0.3495814411232262,0.61700353093301,-0.5644429073323438,5.679924925027344,-0.7999518876927513,-1.0300739488769952,0.38264362713386596,0.3081941381435436,-0.6311460896863972,-4.496099771203525,-0.6134471806755122,2.434516862137284,0.0,-1.3162039908903875,0.08005500769426932,0.04561235232232423,5.363996527559433,-0.9925741850110809,-2.3882267329331803,0.7783448533788316,1.7491677161162056,0.5434584249344504,1.3771100793728908,-1.6778554455732375,1.6790577833840723,-0.19686768728746445,-1.0128540110714042,0.2544485594956121,-0.290435703326948,5.351908161995919,-0.3270150406595215,-0.749361959214027,0.482091918295698,1.352680747999777,0.16021171132561812,-0.22764028837755249,-0.05112633869664868,-0.055660708909034406,-0.15108414690523908,3.5414381269933513,1.278331184564022,1.2452929957136671,1.6553885741308187,-0.7401036279636346,-0.0901343387189672,3.4107143354673157,-2.756562145995336,-4.598296605950188,-0.14597579616178244,0.382800679384319,0.39627547491866655
54,11026.4038964637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2166322770358515,0.0,1.4927668186870686,-0.12061302576688919,-0.037386694600166394,1.1861939559188355,-0.503694471156339,3.1718784889044453,-0.1774411877921264,-0.27906335778827673,0.0,0.4317412160164215,0.0,-2.740891698687811,-1.1591014708588923,2.545282760080094,0.6612187911780244,0.45377317017871877,0.5263249791083109,-0.5014658499355006,5.693671885419117,-0.7262051791053415,-1.0768731835997507,0.3664590907544268,0.31418125992162804,-0.564097398112453,-4.5773678306407435,-0.4394712858160116,2.5640301595294615,0.0,-1.307435718151047,0.08746146699806406,0.06401735675361797,5.354913867530584,-1.0743221445103526,-2.465085139926821,0.7745274283547441,1.7731796374717148,0.6828261223677982,1.3250950611426382,-1.578844270455273,1.773026391548639,-0.137567821425849,-0.9328662050989147,0.25931220532901134,-0.2582632338744323,5.36635342653186,-0.33961783914307003,-0.8385597988188589,0.4235858438390853,1.350866709038851,0.17890803511149753,-0.2282486352176162,-0.05111961962778796,-0.0565294913301317,-0.1516734564921009,3.593625640937629,1.2564038979778531,1.2098165827649079,1.6996959344988984,-0.7099689030519397,-0.09225516830267025,3.4409924099365963,-2.755087427700964,-4.529219647785938,-0.1468721877948395,0.39436197838717496,0.39585982111257134
55,11020.82612054779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2194948517188313,0.0,1.566032456819029,-0.129263135897798,-0.053915466220840536,1.1904391157852412,-0.5264590216616006,3.159799749996983,-0.16795846667245673,-0.26195810290084204,0.0,0.4380671068433218,0.0,-2.719782061599642,-1.1114909487628941,2.6538865680251735,0.6381116462546557,0.39083782118064536,0.5456075651017371,-0.5798005449373222,5.626490210824589,-0.754710840241632,-1.1635599485179569,0.44284443048981065,0.29784555217581643,-0.5734915489558247,-4.597699885343828,-0.40130967479151464,2.6285333559570416,0.0,-1.311902690020426,-0.15341750722837977,0.08189002588734165,5.3718105444152116,-1.042174704117328,-2.594463700483761,0.862494471065923,1.9280062586985267,0.8461944577211823,1.2273082140701588,-1.5016933607722438,1.9694517318487585,-0.06311317919926758,-0.8653361232522077,0.28976135360905153,-0.2644247207913396,5.3894908118769695,-0.33610827077825983,-0.7075212994753025,0.4314874082250244,1.3706053107234721,0.17806728204145567,-0.22978078886169467,-0.05013187481867679,-0.059167101043277,-0.15229002978697734,3.674944289936719,1.251795620226191,1.0984493015305326,1.825468721697455,-0.7063944332937943,-0.0996022838110637,3.4349989264895195,-2.7657527357405187,-4.4191996001762766,-0.13831685842864044,0.39622425277119283,0.39203440911602966
56,11016.217780654082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1837696224348808,0.0,1.4800107972584498,-0.1930191682144549,-0.1103406663253513,1.2050478951036934,-0.5506281033089212,3.2319508368491436,-0.17329200339394646,-0.3512745971976724,0.0,0.45514698477256965,0.0,-2.6979988826102512,-1.0054195584827896,2.5859835420883024,0.6113375843326769,0.37997920132409846,0.47555006069259953,-0.5234502723472985,5.6253634945627615,-0.9597120258453694,-1.2902182011808165,0.5252236333508898,0.42073818478786884,-0.4316853434617528,-4.42819922251728,-0.7418791832451295,2.500210376759173,0.0,-1.299707708495489,-0.3766424395834069,-0.23161649625011063,5.545580092666426,-0.7952554072652824,-2.786179001231693,0.9795547867699815,1.897664882083546,0.6944560261891447,1.3741329900910089,-1.680946692321481,1.8152750845894436,-0.13025374445114624,-0.9875556376018735,0.2616912184062322,-0.3185180683962597,5.443060375551459,-0.3700077875373025,-0.7713879625220545,0.3346890773743091,1.3993761976491523,0.20000431288660742,-0.2362589839585198,-0.05105002280010521,-0.06146514527105388,-0.15426241751547462,3.819811033087631,1.2073885546037926,0.9074521632345677,1.8585424172957967,-0.4888130156421102,-0.10211759991911508,3.363722113864847,-2.7764928095189174,-4.224232265206295,-0.12705900795178723,0.3830530579721948,0.3845187872117777
57,11012.694631439943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1543492161057822,0.0,1.4403977785883324,-0.2318970087052512,-0.15174550763946015,1.2201103201694128,-0.5809360682564323,3.2709349408043256,-0.1671979015815568,-0.3667879403261417,0.0,0.43873488575766895,0.0,-2.6883415341198686,-1.0541480268359285,2.580154023942505,0.6028207179377769,0.35472493770077446,0.466475952244121,-0.5981646735662401,5.6772910548006665,-0.8183897816472699,-1.3592172815078172,0.48214002800253397,0.3568961726546702,-0.4498721778594233,-4.302173340105213,-0.9849530620952303,2.3184223445134764,0.0,-1.293285200578625,-0.434695828468264,-0.22500805193441428,5.600202579897257,-0.7544725698379183,-2.852780231689388,0.9984026591994639,1.7523628299445,0.6193084078540583,1.4472450456834096,-1.7278057997279825,1.7756429318477984,-0.15317397874365266,-1.0514613834907953,0.2603672142148549,-0.3648648227687249,5.463806660123529,-0.4016356045574323,-0.8068108475821677,0.4188141313600591,1.3683092808403718,0.1846816249048634,-0.2351018179059007,-0.04997689407298948,-0.06061099256846421,-0.15447098651110627,3.883784616759149,1.2111007354113057,0.8942759753126591,1.7937069570889523,-0.4370079931006861,-0.1014348279649673,3.332404299937557,-2.775827891710736,-4.142397130423841,-0.12407945739161504,0.3821563098313132,0.3819941654155772
