Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_14,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_p.disability_lot,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_high,b_carD_t.full_purpose_HBR,b_carD_t.full_purpose_HBO,asc_carP,b_carP_p.age_group_agg_5_14,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_p.disability_lot,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_high,b_carP_t.full_purpose_HBR,b_carP_t.full_purpose_HBO,asc_pt,b_pt_p.age_group_agg_5_14,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_p.disability_lot,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_high,b_pt_t.full_purpose_HBR,b_pt_t.full_purpose_HBO,asc_bike,b_bike_p.age_group_agg_5_14,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_p.disability_lot,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_high,b_bike_t.full_purpose_HBR,b_bike_t.full_purpose_HBO,asc_walk,b_walk_p.age_group_agg_5_14,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_p.disability_lot,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_high,b_walk_t.full_purpose_HBR,b_walk_t.full_purpose_HBO,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_c,g_walk_vgvi,g_walk_stressJct,g_walk_speed,g_walk_speed_d
37,11233.812457992697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4247641959695274,0.0,1.7691957204075748,-0.2461304756777282,-0.22501244497923734,1.3166223185024108,-0.45880387022431285,0.9195132955210213,2.2584791724181725,-0.4003584622276623,-0.2551701949078482,0.0,0.48044896749513993,0.0,-3.0905545181580156,-2.4983702857677943,3.320583920242741,0.940663069532107,0.7234630315622351,0.49482890106377575,-0.9634563258652139,-0.312615732363506,5.269249438907136,-1.9370270245562056,-3.0791707537303337,0.7159395908870972,0.28679913209865754,-0.7682774667626232,-4.1085649598040686,-1.203585586194371,2.552010971511487,0.0,-0.5862976264484527,-0.7396420063874958,-0.3741867508586514,-2.7309278027309034,4.640394035742238,-0.8764764309366729,-2.476218008333072,0.7595697925511802,1.9138625246173366,0.8630571271678354,1.6550902748753058,-2.406728491136943,2.0588217309505725,-0.18530633595108628,-1.1409811068098679,0.22066490376500453,-0.34269284302033476,-0.246240116502343,5.083283474914027,-0.6023140660535014,-0.9887605366217089,0.4168947639428065,1.5677298856465467,0.37904199374805836,-0.2883042930258386,-0.06601909922276164,-0.1791035488118472,-0.21561559745595973,2.093431480184744,-0.3139041686670749,0.5481717274735345,0.158882468388027,1.5228800667575895,-0.5441845297198282,0.26153346702790986
38,11185.100461523183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4919570945488612,0.0,1.7302592490984419,-0.19637839206358107,-0.13649487980465552,1.392587730283255,-0.4233488685647067,0.833358129175395,2.167734909041553,-0.27540392129089375,-0.5018341702181763,0.0,0.49974374725263915,0.0,-3.496310586180464,-2.1943465990246995,3.434739708208713,0.853343484275314,0.6469036197101578,0.5825284585474273,-0.8742983286128743,-0.4074153004874976,5.453573007432462,-1.6811271634733584,-3.1551441019921604,0.7457227342530158,0.2745875191607026,-0.7178832266768639,-4.042805788916652,-1.4095947052115871,2.2056499534486713,0.0,-0.8601352867980547,-0.5738062852446826,-0.39077886560768055,-2.8338041783310284,4.622886497869087,-0.9032163399833804,-2.657335861995948,0.6709642551088383,1.6667540485619283,0.7518097530723286,1.5664849583002638,-2.464164917694264,2.012996568213044,-0.20387803947538402,-1.1899658567646938,0.2884253072625893,-0.4712593202064499,-0.11864746903983514,4.877512575634766,-0.4274418954206023,-1.0426976166175805,0.4737162212324534,1.55965007934575,0.29689287768819245,-0.289484276933178,-0.05898013802678096,-0.17336538800909668,-0.21064677396107903,2.1987096409432283,-0.3229186973026263,0.47042493884724623,0.16863248410166207,0.5524295158581317,-0.5113561213566908,0.3353837791812079
39,11147.26923527778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.482336231606034,0.0,1.7740327329443628,-0.11281873671270636,-0.15660209539373937,1.350694352781414,-0.4399910373165251,0.871765709172478,2.5082705119936026,-0.2226742125106296,-0.45431482336763546,0.0,0.4595573438226146,0.0,-3.7131483402786074,-1.6050520385706435,3.1144289979699358,1.0270670783685756,0.6795646031291462,0.7679283959433616,-0.8737404192232315,-0.38137721039116695,5.6553245139193145,-1.5346800401364296,-3.0833939649286926,0.7892568939505745,0.2311160499382868,-0.8453854361490362,-3.8271293197175704,-1.5778174283876658,2.1396973143510123,0.0,-1.0710011885536284,-0.6212588586463034,-0.38431779126968546,-2.9645486245386325,4.694661754731477,-0.8426273586458456,-2.7982821501701243,0.6688732103774067,1.7322738499857924,0.48442514210308985,1.6181031669076122,-2.300486443063609,2.0222404298865704,-0.06206961469415745,-1.1127308256580069,0.27592331480015986,-0.5371877359055807,-0.11582329391316253,4.90739480162603,-0.5029970287827129,-0.9175969158753206,0.4272069973409296,1.4431957198074952,0.14484346275856821,-0.29714322124516546,-0.0590731457213357,-0.18891598150328687,-0.21004557768610757,2.2897314509577935,-0.3281378367071318,0.4299740212546305,0.2558910403082092,-0.08359848115471924,-0.5588735375849613,0.3455377660664182
40,11127.01428234197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.447203090623968,0.0,1.5554412955733057,-0.16758108008408934,-0.16050099406439947,1.3144612487880216,-0.3812436183857517,0.7946150842611364,2.667865291193488,-0.17791541986466947,-0.36919588897578487,0.0,0.4639201778963848,0.0,-3.6955158622318125,-1.2371459062669254,3.124960783116994,1.0744267561490017,0.6849186066368927,0.6523200726254201,-0.8989040367176967,-0.29914657312173537,5.765934846185871,-1.51617333221414,-2.933623360939649,0.8026368683103761,0.2703683940304624,-0.958096505201992,-3.6910904504080495,-1.6412773440941513,2.162131069028647,0.0,-1.132497095664989,-0.7437611522258557,-0.4368196066922374,-3.0512060868069675,4.814772727144022,-0.8170640964051374,-2.86354776259825,0.6940281953685112,1.732278971556494,0.38017080634199185,1.4809493629993775,-2.1782338140291007,1.960289159864222,-0.12228904531578455,-1.0468947557841717,0.2624357641482969,-0.32803058449356437,-0.1685130781906479,5.086082057551701,-0.4628505512551145,-0.8265777579992026,0.43032010173947577,1.4352818766118052,0.13679025226978075,-0.30134727050440596,-0.0601782463678615,-0.19670410521239867,-0.20828692618053762,2.3402845532127685,-0.33070743390847324,0.4122195210440308,0.2772736823334624,-0.29194392050113205,-0.5691016984185973,0.3319710072595338
41,11115.382773941066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3452473770871747,0.0,1.4947073361582037,-0.23143887315801503,-0.2606500617784502,1.2538360146564824,-0.4420322378855472,0.8444611156459016,2.8100994500551857,-0.11698796316343384,-0.36783716006788036,0.0,0.4594811585018019,0.0,-3.606200764396788,-1.0748049931830632,3.21173569512985,1.0606636856237668,0.7552843745857033,0.5584350046192237,-0.7810699781382449,-0.2786382320160775,5.8274913963819746,-1.5242908921063414,-2.727742590608057,0.8116144023310997,0.2727310993934178,-0.9475637313672195,-3.5757244118100084,-1.6347032239920136,2.1442433367668547,0.0,-1.1126448432361202,-0.8513899676507087,-0.4550621952593456,-3.115894187324512,4.941164782276858,-0.8094443955623848,-2.8899153892215748,0.7386453365610939,1.6798508278737319,0.36712821556185415,1.394354852200628,-1.9968464628985019,1.8650666254995456,-0.05408565099757401,-0.9877295925400568,0.24993431052935258,-0.414622578590816,-0.22736108792376886,5.243216995047539,-0.35400811478312116,-0.7636067226869009,0.41877520144341873,1.5226356065062767,0.18093277829086624,-0.30451870522305996,-0.06355935134880687,-0.2041494313177979,-0.2079742460832942,2.3776968655440043,-0.32992227529062,0.3903931970995986,0.2402076196554976,-0.31568501375923097,-0.5248527172913682,0.3459545443757744
42,11107.283604338989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2344283850201,0.0,1.4637042047602795,-0.23965789788921277,-0.31721439830614356,1.1931963359515179,-0.46914813713639425,0.7203876693348101,2.846520391506625,-0.1367599921129921,-0.4031794534125647,0.0,0.41466421375045787,0.0,-3.619535952335783,-1.0800500135293154,3.1678093343211,1.1202200693502231,0.7680023495126381,0.4302367469910074,-0.6808939024113135,-0.2935173906072241,5.888816979054035,-1.5026247917558164,-2.4088627671063287,0.788736422975578,0.2505046409189708,-0.7854794503366294,-3.530280631316584,-1.5210645044731794,2.051418722946195,0.0,-1.0396192302008624,-0.9556214104674021,-0.45431080382124306,-3.1775383260874976,5.081706373104255,-0.8606525940545727,-2.885074913290022,0.8082281008242398,1.6428707736013375,0.38555787228134714,1.3974793234288432,-1.8823656952608312,2.000059451319143,-0.04890864167455605,-1.0612711643958388,0.24333851944987103,-0.4105500013790527,-0.2358644544092713,5.279554883138535,-0.37099598087117247,-0.7094649194767978,0.4257105299491986,1.4836088378144736,0.20613173506242335,-0.30363533205765636,-0.06372009686320135,-0.20613385117922367,-0.20727315301041085,2.4187740891786316,-0.3330410198632272,0.3983591314860478,0.26507272306367907,-0.1312347320208877,-0.5584802991442761,0.3455460370186602
43,11095.68199514769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.205005018968115,0.0,1.4432974900197877,-0.25877626112973423,-0.31345397665051167,1.1621023017018923,-0.4179454118519222,0.7730633697897281,2.891084036566244,-0.14198540444755994,-0.4005536019607938,0.0,0.3786927417476602,0.0,-3.5973083444296345,-1.130377651178566,3.2016096843658564,1.0793061049180217,0.7256233004393254,0.4162133372593436,-0.7419699150173786,-0.4367480628945951,5.968831692033019,-1.406494785734516,-1.878932474629205,0.7105848620107433,0.3196310745885863,-0.643777981006884,-3.536489633095741,-1.2957494561582636,1.9702271095974038,0.0,-0.999193663793644,-1.0588032448843978,-0.3685119456881616,-3.2686933764259556,5.130657798213686,-0.9316585105980612,-2.842523893545367,0.9335403856634088,1.6324045622037484,0.4563289420968196,1.4949730748394225,-1.8331756592121728,1.9679758387206543,-0.04253067332099905,-0.969470583889128,0.1710893904054018,-0.33991880101411515,-0.23379708529866067,5.275691721711133,-0.44620580162318174,-0.7786252221291965,0.41918712879915593,1.3745625171215337,0.11677497229073312,-0.30240058564009226,-0.06462713472122836,-0.20818847015914907,-0.20665826109902144,2.4870317186166395,-0.3391000408831528,0.42641818816460925,0.24530635851057195,0.30060281814648204,-0.5571965119201082,0.35952163607290805
44,11080.745210610768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.260987811910336,0.0,1.4286810225531983,-0.21738479583778644,-0.2665386674049554,1.1945941145788213,-0.4344824140139973,0.699976568890905,2.93354369618043,-0.06947213019868846,-0.3483384144042336,0.0,0.40950660454324717,0.0,-3.5522935795643353,-1.2096556806527758,3.021834493998541,1.0741530751882857,0.7195136930562075,0.4676888784708046,-0.842575549359579,-0.5173047064156875,5.954805184857833,-1.239411423981851,-1.265902611430337,0.6241572170047419,0.35293714625018857,-0.7398352385856366,-3.5875949976576442,-1.0392734441239349,2.0259110025650564,0.0,-1.0191965551438082,-1.0840559057245975,-0.2639130366011514,-3.3605370897399816,5.1159419403425375,-1.0298674793923128,-2.758768974751748,1.040710241079371,1.6442063967003966,0.5570032386680461,1.4603634461546255,-1.9016155816016318,1.9080778089827097,-0.059306598210705226,-1.0461395954835286,0.2185141760712192,-0.3871719580277741,-0.2281103938293952,5.287053308117465,-0.3740829348831544,-0.9319722057412194,0.44106698662033517,1.4413614171572855,0.1772582074627896,-0.29862911338758424,-0.06417125145373674,-0.21080125406148098,-0.20433120234775712,2.5808391102398986,-0.3477404200254209,0.45429296190688406,0.21117933519713372,0.946619793636316,-0.5579421429798259,0.3906856264000467
45,11069.84707943113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.246646507306045,0.0,1.4113005578120663,-0.1971976149545254,-0.2520803467312695,1.1982217880890031,-0.4167270521454643,0.6498032904904506,2.9441661972643165,-0.11123447036057327,-0.37638393455033226,0.0,0.403720490381175,0.0,-3.4964965577539524,-1.282841224106736,2.898834719741651,0.9804962311461053,0.5830307230176249,0.4438670736944246,-0.8106723373645849,-0.4424282665258697,5.998626941170262,-1.1504567613087704,-1.0102555278784942,0.5815687604118721,0.20981188723109065,-0.7007600199914479,-3.6845025106834726,-0.9481002459757737,2.191220694054651,0.0,-1.0874842021781101,-0.908925241284974,-0.2957619445013477,-3.3826439978881515,5.019263021235428,-1.0171520725369634,-2.6509978968322647,1.018942416527932,1.6809884615518684,0.551932733303519,1.4735451918719127,-1.9922050960571869,1.7210411914649608,-0.06433804146693617,-1.0479571390263756,0.1864924588047885,-0.40355981348231784,-0.20930129563895197,5.270908973231256,-0.46362054176629347,-0.7535073133356384,0.4633982331265971,1.5242368981320813,0.27109481862915696,-0.2946056028776032,-0.0617871652675022,-0.20750518663666553,-0.20229248849716067,2.6734958710808425,-0.35407720896311773,0.46051947962612944,0.15168445146452142,1.5790349017552103,-0.5292580871006459,0.4229746667714795
46,11052.856236459833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2111063360106815,0.0,1.3753234912100971,-0.27882091489078054,-0.3093681567833312,1.2235872062937128,-0.41669109772172713,0.7760607125956428,2.944606840771981,-0.03258272528493407,-0.28200954626992836,0.0,0.3660061571468193,0.0,-3.3143736553326493,-1.4287069655330802,2.7134163717721274,0.7142330443991256,0.4662810647329667,0.5016106933098673,-0.7012967849823764,-0.29950594499301536,5.878115624559015,-1.1026036651374063,-0.9572416773331196,0.5378131269843446,0.23981868726524574,-0.6841582559707015,-3.792201634753315,-0.9127986894469103,2.3569156914663947,0.0,-1.1888177682176384,-0.5847768601571551,-0.40842906804220036,-3.349055448136308,5.026032519222099,-0.9607289835990138,-2.457176382308662,0.8671885763060453,1.6794920226823886,0.5498742747670358,1.5955906755305989,-2.0106282607347357,1.6682237224326757,-0.24344572322916153,-1.187736539291306,0.24593700537703553,-0.4139177836533883,-0.1521413619497055,5.303765098240999,-0.3253975036026295,-0.46905398542785504,0.4872191216182917,1.36372231103412,0.16059593942541286,-0.28579459324998846,-0.05993957063560576,-0.2052769261353283,-0.2001767602796057,2.832690244530649,-0.3642390332458926,0.4465046301344891,0.14433851460833463,2.615641456083801,-0.5728863942101684,0.41120356982202594
47,11036.622791787955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1688991389176222,0.0,1.3526007546049776,-0.2821754781051449,-0.3350043391965777,1.197062552508646,-0.4836608651467215,0.7223402490415068,3.000858741023586,0.006839752053122976,-0.13525673725180154,0.0,0.3938974570333359,0.0,-2.9976715224632553,-1.46231536977663,2.629462349400793,0.582470550292328,0.20005796822816807,0.402208434581654,-0.7928777851013908,-0.16035326286492232,5.776699211917487,-1.1369730491270453,-1.289305760328325,0.5082236787456385,0.3462399324409116,-0.6871099266030386,-3.867979516105169,-0.9315435236684562,2.219898818835869,0.0,-1.285775078919224,-0.5031338221427022,-0.3678754090239085,-3.234804048291795,5.129549684462284,-0.797153534006125,-2.2592386344466897,0.736377955612396,1.632434603297699,0.5146178740630643,1.6794613805737209,-2.0076177747533794,1.7169499545784392,-0.20117746406718984,-1.2433062538998314,0.19603465980802987,-0.4784401691632429,-0.037074700021960644,5.209385674218817,-0.3533074695258173,-0.5298649977876004,0.2856945177738741,1.3970291281974707,0.15763056505067152,-0.2815110687928264,-0.05920249938779889,-0.19930580661488126,-0.1975852511200151,3.000382526588232,-0.3657079849431315,0.4323238148345395,0.08072293503285206,3.563523295496605,-0.5549953835056066,0.4525098613807701
48,11020.363096385583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1057331728526505,0.0,1.3485019964479013,-0.288190690848916,-0.35896812700569486,1.1933003966163929,-0.4619537620104078,0.7911869277436329,2.9198846816335795,-0.02774719465735037,-0.39670612335755717,0.0,0.3913797968951795,0.0,-2.70890819137057,-1.484559623931926,2.443160611652829,0.5349858591529841,0.0026969438627785225,0.4331913360702654,-0.9124010283560002,-0.15580715553138375,5.592595097872367,-1.140446263386086,-1.7173117518281489,0.5229620457047814,0.2474005994811445,-0.623736529193601,-3.84684339921989,-0.9729790631593473,2.0987806655104144,0.0,-1.4073112072620317,-0.6663314167535459,-0.28289412896465865,-3.06302545948076,5.3303647478917195,-0.6615418643333022,-2.0625279038455484,0.6133993935310034,1.748045786001303,0.4536992137246196,1.6184374822944048,-1.9162635880052818,1.6562566172057376,-0.18721749969544568,-1.2642782009525202,0.24369366819645955,-0.4162263502381673,0.05757269682244595,5.2599049913301466,-0.34650855495317334,-0.7104518953905372,0.30811053717127507,1.402191847218204,0.17956027507915823,-0.2734190294075052,-0.05772198234331049,-0.20042436890072868,-0.1944377840930651,3.174967882577717,-0.3685117903166937,0.4343542053932835,0.03773523301355285,4.396762303803785,-0.5543845031269862,0.48592569230676697
49,11011.669754997476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0847768586947892,0.0,1.2900379768188803,-0.29876484747703397,-0.33031844115870174,1.187346183512413,-0.4487160055341676,0.7043616926985562,2.955478749821315,-0.04526727242383306,-0.3896509804829598,0.0,0.381353248260479,0.0,-2.654349106364668,-1.5208744403360073,2.2977000821421107,0.41448858076233464,0.053757508936547925,0.4251206432063335,-0.7184531074892411,-0.25579915487268406,5.660858277210764,-1.1170587823567952,-1.9263298721254292,0.6112275254469252,0.28235663905153746,-0.6591740405889235,-3.7754698544713365,-1.0326059923132782,2.0732534813703456,0.0,-1.5096932373108387,-0.8664284510013618,-0.23203551791940913,-2.866728148482391,5.239060561768789,-0.5888566794795502,-1.9417310774455943,0.596475180822657,1.7194179895114203,0.565553242338975,1.592648374325467,-1.8612332221688739,1.6448689780145036,-0.1423209707195261,-1.1938904891386017,0.2477721246353673,-0.3858166243617766,0.05297876603144768,5.281623802249926,-0.4289259944321738,-0.8357399607369287,0.5209670974070971,1.3638833304034057,0.17946002879677658,-0.2658377873418797,-0.05628871470502808,-0.19606154852958946,-0.19198184388986814,3.28809184901796,-0.36405833149580485,0.4418496064723437,0.018340591753718192,4.652212362743345,-0.545674250340832,0.5063799760589387
50,10999.867174073832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2325754735860777,0.0,1.2529710481780207,-0.2708928380875206,-0.19767458355215842,1.2270875066232731,-0.4279882031165427,0.7844384649610194,2.979317577654075,0.057890309645646815,-0.09648890847634195,0.0,0.3709941661498767,0.0,-2.736074215249678,-1.5013936002001793,2.2604445681028027,0.5238492079112413,0.2903779857326606,0.36998555513808506,-0.6859303392879936,-0.486266237254122,5.713563202111,-0.8401824053000995,-1.9313493764227145,0.7906732702017264,0.09723740791964036,-0.4562062464101992,-3.6035856942713544,-1.2929745587586243,1.9363491596147744,0.0,-1.4415685351903105,-1.0990219480892944,-0.2830276361353886,-2.1252148290551576,5.181559157919161,-0.9220146385377453,-1.7305376419565608,0.6852523853553313,1.756311031836728,0.5666992753060018,1.4519001182063187,-2.021188357232615,1.7085018872217286,-0.07435147313842917,-0.9883073431517119,0.21741445471645493,-0.34219765227263316,-0.33112788897599993,5.347205458778357,-0.2935005166961944,-0.6989557501299865,0.3647344057654083,1.3705757194712502,0.2575046674978138,-0.24325135167584322,-0.05039661295933686,-0.18551642973725507,-0.18487184952750083,3.611780655252495,-0.3634119854441355,0.46916237361508384,0.023482396501765423,4.493179965899126,-0.528804275340754,0.3891377961126941
51,10984.52474116294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.274666153582821,0.0,1.357518300208661,-0.1876132516402189,-0.07417191001106654,1.2215653626114027,-0.4217212292729372,0.6842309885976384,3.0591748284347444,-0.006455633912416048,-0.22844705569561047,0.0,0.39824323723107363,0.0,-2.7592121611145104,-1.4769029708691934,2.328127288994579,0.6604403825339227,0.4996098472378979,0.37902403881450336,-0.7740572956081646,-0.45182448256499985,5.721245656398633,-0.7602582491867353,-1.7912179156525008,0.7983889325597243,0.25071289525920826,-0.46975594002961635,-3.551166113806513,-1.5102633216254944,1.8571629863216093,0.0,-1.3842991908844053,-1.1391365883867441,-0.26835649830163494,-1.6279869410142531,5.128147488373564,-1.0580058165726234,-1.622489619955192,0.8131626947444408,1.6419313468410506,0.5886412007000479,1.4291169604168845,-2.022959102472391,1.6466904766282244,-0.05716150037095183,-0.9276265396523038,0.2588668705031311,-0.34297585524316393,-0.5565773227935292,5.473928047269302,-0.2805250861127246,-0.5370311186732755,0.25918864852601775,1.337194691189524,0.21565104852631237,-0.23164636051059576,-0.04892055668748517,-0.17507930372511735,-0.18101574720684377,3.83975791265074,-0.35629989590200084,0.46710565437876167,0.05664360695730641,4.260950358788888,-0.5361062269866418,0.3275804179053542
52,10968.40697422534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3145631436608118,0.0,1.4464467261259413,-0.1742464324378825,-0.012475929089858305,1.2306663314174904,-0.4088035663553481,0.7268587814687653,3.084579928834374,-0.0448069987328266,-0.22446884040326784,0.0,0.42009353048057385,0.0,-2.7496058985183,-1.1551226915979462,2.4670262225172492,0.6780190066832643,0.5845941213309018,0.4107564213801248,-0.5951816002506947,-0.28061450038056496,5.638431828021352,-0.9060228024256334,-1.383200655327716,0.5260826455329767,0.2659282264132206,-0.4073046913019879,-3.6651127848021,-1.742492354421854,1.9566190094170774,0.0,-1.4109322962734923,-1.0258652835173634,-0.1867784702191349,-1.2810649215210517,5.36689586205796,-1.00092799351687,-1.6790441759732095,1.0320285520629402,1.6374510818934187,0.4292333919009007,1.4577007576412515,-2.147431440834488,1.7190975338561825,-0.06787360845786697,-0.9402944579931706,0.24297634333937962,-0.35849553616983193,-0.5049191607262548,5.47354530582271,-0.3352407590261612,-0.7295462914256065,0.42278359487076667,1.3332288016064366,0.208111421584382,-0.22655669222050673,-0.04914836193911499,-0.17032730327968967,-0.17776650700376787,4.089788933134508,-0.3521972767878416,0.43065807877027384,0.07103338598021841,3.812137063871766,-0.5199735271419953,0.3477623680656104
53,10960.159270382586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2587993646398057,0.0,1.4706469858019025,-0.23242459134297708,-0.06342492505982036,1.2290855490391956,-0.4316340497426266,0.7599114508263407,3.0303275488050248,-0.05618655489826936,-0.2280171204892219,0.0,0.4082546690781068,0.0,-2.800281028541919,-1.0869921953700872,2.5933908132770074,0.6586990810109283,0.6050204303924526,0.44749130717814983,-0.54107538096874,-0.20495360599346735,5.669181733601421,-0.6866203561103471,-1.2079390873455444,0.4766958708080868,0.20515181142912178,-0.5013495942999743,-3.7529678260092894,-1.7009087726554661,2.125587805261402,0.0,-1.4865364522342677,-1.0414828728204606,-0.1350336712361431,-1.3666425380487304,5.441006479179097,-0.7679614185862582,-1.8387520270784994,1.1418642592941126,1.6704040827212427,0.45289412558073416,1.410939059938491,-2.032333064064386,1.8332031232004478,-0.06203716410360455,-0.9501411590569213,0.2581341648002875,-0.3140707502561034,-0.21666667620631502,5.455426850461458,-0.3144394870419771,-0.725104623474766,0.273801516373954,1.3112085785625722,0.20811231122954088,-0.21873479050679093,-0.04715398446154998,-0.16719184045001884,-0.17594356321131405,4.220787008372336,-0.35229386536894075,0.4253346246587165,0.09023801778371182,3.497443844889855,-0.5271914540827418,0.4437197074385979
54,10954.190993967848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2754183242765451,0.0,1.47016176913174,-0.2353680139815324,-0.06071181034823675,1.234672462293747,-0.46400508001163304,0.7751333834601642,3.0804843196225544,-0.039623169185627145,-0.18921396049185313,0.0,0.43567355256882256,0.0,-2.8247413508715327,-1.0438017130197415,2.6084038346029756,0.7066903348143034,0.616481926771307,0.500165239208937,-0.6549542815185998,-0.19511577245116074,5.6685751377382285,-0.6461461953805024,-1.1674216982462355,0.5022337751732435,0.31465161725567736,-0.3893737363704763,-3.807520277327451,-1.4637821175432286,2.1943722144668847,0.0,-1.435074132314435,-0.9327470908790693,-0.23093522974981462,-1.6840510210399073,5.466024140575713,-0.6906348008729767,-2.058807120040511,0.9881087286225394,1.6769628975638418,0.4830101572775978,1.2904499277201062,-1.9364662216276087,1.9112322686973717,-0.0013516501762821306,-0.8725594190110004,0.2905648232797765,-0.323606971562144,0.013876905168523829,5.508442422087988,-0.33183996348509887,-0.6823913985551361,0.40490313143862733,1.3576736221192907,0.23151515566168465,-0.21964800527588998,-0.0482347946812337,-0.16747227521361932,-0.1754314024794315,4.3179060308816455,-0.35871850224476826,0.47073748614622857,0.08267651354202299,3.226627953706662,-0.5054410982864929,0.5265859795197579
55,10948.630128409926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2842858173438738,0.0,1.4651334366796438,-0.22337181114585156,-0.04008193842729238,1.229542259674035,-0.44710774506786966,0.7354882962832675,3.1468092649467057,-0.0662335173452647,-0.25889762159341584,0.0,0.43151766984791834,0.0,-2.7984438689625053,-0.9880598969263303,2.5631875525189978,0.6676382945659736,0.6340261704233439,0.5300753583871728,-0.533630341749205,-0.19701202194407166,5.685211367323997,-0.7605599738592046,-1.1763636298203362,0.554063988410129,0.29707476531311194,-0.39630036888554176,-3.845080348980577,-1.1908953612415383,2.2062621933508564,0.0,-1.41485109985446,-0.7871455541842042,-0.22378740876439168,-2.16871571752193,5.473546280763566,-0.7932197271626145,-2.3210787793023386,0.7369387990433238,1.699966109151182,0.561284391056843,1.2999026938382336,-1.9049179610596823,1.8751310844105047,-0.019270471110111122,-0.8530454112298773,0.2949421360899923,-0.2679793865949474,-0.013484595181866888,5.568425434693364,-0.3431966731506887,-0.7971764702712602,0.2437516269184093,1.3497605771631547,0.2284563210972832,-0.22160886708748323,-0.048972734402046504,-0.16912983258427322,-0.1753731569212591,4.408715796585437,-0.3663019942514796,0.5176906072339422,0.10115879950248974,2.9664214648338723,-0.5063751906828192,0.5419021973015654
