Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_14,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_high,b_carD_t.full_purpose_HBR,b_carD_t.full_purpose_HBO,asc_carP,b_carP_p.age_group_agg_5_14,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_high,b_carP_t.full_purpose_HBR,b_carP_t.full_purpose_HBO,asc_pt,b_pt_p.age_group_agg_5_14,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_high,b_pt_t.full_purpose_HBR,b_pt_t.full_purpose_HBO,asc_bike,b_bike_p.age_group_agg_5_14,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_high,b_bike_t.full_purpose_HBR,b_bike_t.full_purpose_HBO,asc_walk,b_walk_p.age_group_agg_5_14,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_high,b_walk_t.full_purpose_HBR,b_walk_t.full_purpose_HBO,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_c,g_bike_stressLink_o,g_walk_vgvi,g_walk_stressJct,g_walk_speed,g_walk_speed_c,g_walk_speed_o
10,13555.366510455526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5723267026993298,0.0,0.18569482353287448,-0.9375770013952902,-0.770078793134973,1.4958427547969508,-1.1944431113419376,-0.9728880321776024,-0.18770426812880003,0.0799918630857073,0.0,0.3455782311742611,0.0,-2.0679760712639883,-1.5299907345600428,0.7643179147048711,-0.5790960905752008,0.41593655120724754,0.2936058135801468,-1.7816472176243958,3.7733888509450457,-2.349745951957888,-0.6608205044811135,-0.44901135845726725,-0.8695463448120146,-1.002375066695134,-1.955233930501984,-0.38086064088317306,0.17949807490439065,0.0,-0.5401018411760039,-0.7449672652164477,-0.5065621054328162,0.24202698091800823,-0.495783854809929,-0.26211961544676954,-0.06807413982628839,0.027941059588810463,-0.3545829697440331,2.755530752857512,-0.24310809423913216,1.8785478922149663,-0.20708367016867152,-0.3608007312880998,-0.0565639329561216,-0.36648383968833276,4.649883030812009,-0.8912158171277305,-0.4804158277370019,0.03013248200957387,2.228465735788889,0.2690365104232343,-0.3695573851018764,-0.08905187886525023,-0.24736984673214982,-0.2521741335860572,0.007845949906888517,-0.5149360535397682,0.6787013993018738,-0.00975016045689725,0.6386991126420563,0.09599485749340407,-0.23411730602414427,1.1455065582450743,0.5450478536722337
11,13175.707451478938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4306497182389529,0.0,0.36217953979373146,-0.9938041523443744,-0.5801543183815167,1.3321055623373415,-1.1295765181661432,-0.08665444185919913,-0.41064579772703586,-0.037349863458622484,0.0,0.3459686202655632,0.0,-2.73789685669835,-2.073236246200447,1.2486325327912975,-0.27309691409796794,-0.03885669136080261,0.2866548414883945,-1.9018978024104625,4.236755839920851,-2.7021524699802857,-0.8453070984474573,-0.4294364929313549,-0.7566409709033872,-1.3795733110923636,-1.9508183742983392,-0.273260551834808,0.444657539996398,0.0,-0.6399354998711538,-0.6297724027853535,-0.6081638617738286,0.8994849652734043,-0.6094302670791031,-0.3658930182975134,-0.04875546813043744,0.3484291063118736,-0.2675837213879856,2.881202566445195,-0.43610135628962565,1.9826156689666814,-0.0792742718702368,-0.726539757264187,0.07537795227867469,-0.4689583170772328,4.994044813630068,-0.7083173986803069,-0.6312370014050479,0.18096816224978296,2.3469196865584645,0.23881863469735887,-0.359007626325031,-0.06172871537684195,-0.26365193111218094,-0.2552347095663722,0.017170296933171916,-0.3982112534125713,0.5832179305641315,-0.2524134893934249,1.1370890068570036,0.1732198999052862,-0.7511904817958003,1.5361729440018133,0.35528188613524847
12,12951.195564761925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7191159989471921,0.0,0.49282621006947513,-0.6901777243121796,-0.7187923208849105,1.2858752613930362,-0.9468395060887113,0.5739533339687206,-0.29173375193412887,-0.17138988633129962,0.0,0.28775693590937346,0.0,-2.829070485925235,-2.3834340885609753,1.68422790783984,0.09039325665698267,-0.2422649809738461,0.49065137076059717,-1.802943084446867,4.592892714949987,-2.771345319708997,-0.992074333519149,-0.33924287742829135,-0.5368744693138321,-1.5266321906873013,-2.307998278080885,-0.294255972093217,0.6808322921943395,0.0,-0.80278688227312,-0.7267189548419049,-0.7416917302974496,1.4257191312259088,-0.8020190260639889,-0.47716114539358934,-0.0433798305278997,0.5170649484174186,-0.27966690469682043,3.0139651942714516,-0.34194722513338294,2.022120226100518,-0.10198538476571115,-1.1258829732022004,0.08561299270996142,-0.585370391248205,5.226405730764586,-0.6010901643594779,-0.7438095997757944,0.2982739773257912,2.280265331305564,0.32639550494765923,-0.35322659717876403,-0.06619970511838738,-0.21785326533172966,-0.25904748665605426,0.024245040932662627,-0.4279871754058714,0.5530438712213129,-0.2040916736049742,1.4662255698791669,0.2387132817826645,-1.0792253235293727,1.430897645983282,0.2801843759801144
13,12823.757861235996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0186923469644236,0.0,0.726863838207418,-0.6476026078586021,-0.4507008718908211,1.5190183608074717,-1.0256514511494197,1.032833595057966,-0.12256841974720084,-0.2692655112347923,0.0,0.4063642190613934,0.0,-2.8795272070315443,-2.576224227407383,2.11144812206747,0.3723471454560152,-0.31017440269535934,0.5919016063361375,-1.6382969374368996,4.812360760535858,-2.708631636078723,-1.1729836847018742,-0.18829062855690815,-0.31858145634033297,-1.5459737572774166,-2.2873880693806026,-0.33340565469039757,1.000556944086906,0.0,-0.9068014843669416,-0.5847595488809756,-0.6729231433244942,2.150190049855392,-0.8351626036716396,-0.5833431171977839,0.01135486709886109,0.6969040816022024,-0.1617269673043886,3.1306456139634715,-0.23483790852216374,2.058619130623031,-0.1501830799947741,-1.6387919017534878,0.09340079301984998,-0.6620115476148427,5.664193605509179,-0.6389934113676984,-0.8608190110951678,0.35333488954237047,2.0145815618726104,0.42056853519878645,-0.3521280611567183,-0.07299883363773997,-0.2609658098225657,-0.2588497373255275,0.033247722130947586,-0.417181103164232,0.5920070088842649,-0.25752569057295194,1.424477678891666,0.31012291804394443,-0.9953794505689928,1.1265596392704116,0.32490646775182963
14,12812.95457571949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1979099883397586,0.0,1.1877072838763563,-0.4848665842894435,-0.39827490511723934,1.3472353749181347,-0.928293823406676,1.3196939380983315,0.01965831176259014,-0.15465308618438295,0.0,0.603424058461454,0.0,-2.8212428385112966,-2.556340514785136,2.617126275233272,0.4210759035482893,0.0825376910358464,0.6130571129593173,-1.4401080124922832,5.057249876467704,-2.4399898217391622,-1.5088558800227807,0.11130376034902806,-0.10520327764012724,-1.2298183688471775,-2.5308303440993183,-0.500533198870966,1.4923374489877028,0.0,-1.0973350376301616,-0.5028217886738252,-0.5615721537050036,3.132015120749131,-0.7833375156594646,-0.7765157380416817,0.11671240364883391,0.7575937925248861,-0.04512222453507586,3.1301234119750694,-0.6163958215569545,2.0490853967481026,-0.1367036675176283,-2.1136353570440156,0.3887768222317104,-0.5287150879949505,6.231714224354837,-0.7838889656627044,-0.9970961900181919,0.36195000090679036,1.7108060325782375,0.26080787768047814,-0.353112764295042,-0.0875222156189805,-0.26781098123538066,-0.2532215208105823,0.05022012592538523,-0.4135652407278485,0.7283376203982609,-0.28953627294038026,1.3431297063774748,0.4642127573702075,-0.7495141714688262,1.32264781359245,-0.2817225812188836
15,12767.22196580774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.245931424789206,0.0,1.3430213692845057,-0.37210499161140853,-0.2920138259059462,1.3140485696369901,-0.8577506951918888,1.480741238137255,-0.08782315604894675,-0.08327188341961271,0.0,0.47263351987500335,0.0,-2.8294767541932555,-2.488639182486067,2.8287340230499356,0.388076702222153,0.3627274039103857,0.5504610363902871,-1.385957346939639,5.180275768757136,-2.293837288509436,-1.7003975797305912,0.27617563002108736,-0.03755345026198649,-1.0315946801715223,-2.70934377735788,-0.5795994055659518,1.734058010730355,0.0,-1.1837533999950238,-0.504713692862645,-0.5133220732623414,3.533531346008987,-0.70757649646879,-0.8743648302422041,0.18292622045142903,0.7565732995484908,-0.024488245823245956,3.090746295114902,-0.8285046931496525,2.084734319579181,-0.17341614081195708,-2.39797461139072,0.45214945173414484,-0.32510949248021864,6.3558403851020735,-0.7578721698254886,-1.0364893090577036,0.39828602785631595,1.7237555988302502,0.11857049301359507,-0.3593192415875928,-0.09422391538251466,-0.2642755720978206,-0.25203180065184144,0.06041727061449889,-0.40550863824876116,0.7478145695455938,-0.3063056895392693,1.2703355427855882,0.5555001624402375,-0.6991366923110789,1.392825860378269,-0.17231817953005396
16,12741.644144469667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4466146960095063,0.0,1.4228956539350606,-0.29534975897280036,-0.05728422203248654,1.4943543183213088,-0.6186938826481956,1.6636325589940386,-0.12503823256811517,-0.1372863352066986,0.0,0.18243217002998008,0.0,-3.0897082183589477,-2.2775193799363556,3.081438342111168,0.3864768983494504,0.6568130549312581,0.2433406519086106,-1.3606520172501086,5.2850524937302525,-2.0800140917937,-2.0551454203433597,0.5627956664734808,-0.027949657843592587,-0.7604576832210567,-2.914107548618026,-0.6445764221829815,2.082147441293584,0.0,-1.2123452094004545,-0.5205725843093907,-0.36261487797329434,3.836133832122858,-0.4297368014017215,-0.990745802662155,0.3366932446407097,0.7139602362726155,-0.04712279477853531,3.1222808521130183,-1.0499242035262792,2.171330252570099,-0.4649549782899528,-2.4371920083500815,0.3283037646705673,-0.20957574513560667,6.424424459475582,-0.6917602212904425,-1.025715482808639,0.4365324867951747,1.8541392180632634,0.1353653731157486,-0.3483174181435167,-0.08959779312316551,-0.2638691399769714,-0.24941426472741535,0.08079812228499877,-0.38899870440145623,0.5819514583818198,-0.36063559278028134,1.316333302980445,0.7443481139559579,-0.6895518120702395,1.2844521699160811,-0.4523002651355664
17,12697.767241834428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.626254263866825,0.0,1.5699296846085018,-0.3128862806293949,0.1837396904245102,1.2572519799434845,-0.3297996342757508,1.881241041599422,0.13381865057872624,-0.30568603137118733,0.0,0.4227196304801777,0.0,-3.5813370948380276,-1.9768304186019918,3.4069866437847858,0.5247388481783749,1.0633451563120562,-0.0620257227989956,-1.3595938921823287,5.573416454100287,-1.8528043036963293,-2.6431632671452485,0.9929279029175307,-0.10073769490950855,-0.47234341552444065,-3.239492844273522,-0.7666134447679406,2.5398580865158067,0.0,-1.1413612590383369,-0.5542339542664685,-0.09077377388947022,4.032977167021998,-0.0044725475907208545,-1.1357117655621825,0.5769113869294162,0.5737737203241331,-0.0961022532569588,3.199027796689955,-1.4430627556766755,2.289328984308889,-0.7637107707129798,-2.370267247423875,0.17330361620870413,-0.04950356521585336,6.325393400077362,-0.5533998266064976,-0.9452798917402822,0.48934476329651055,1.8819755413070802,0.39190060027945833,-0.333711718699294,-0.07893604659888141,-0.24450295998438237,-0.24535796517176156,0.1155112930399135,-0.35680406630396366,0.29701608403526714,-0.4218441561873037,1.3254127114736327,1.0644965502961339,-0.6978317593961363,1.0978381736296172,-0.3883419947410981
18,12642.896416169186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.605509221780213,0.0,1.6879273745739396,-0.2235243754808871,0.23301322919442596,1.2811180105396962,-0.6435087060229603,2.0044800846592237,0.050084003829229604,-0.32995988213466415,0.0,0.47933401590712404,0.0,-3.982593069240041,-1.6960998578305106,3.681050644757268,0.8209571496031166,1.3349727568553116,-0.022120078362073206,-1.224869568339212,5.715610140179555,-1.6139280868623584,-3.1808898730185913,1.391979352171357,-0.09292171774249673,-0.44202460243569164,-3.540266711691666,-0.9204398959362841,2.8428480554957307,0.0,-0.9485513359626621,-0.6373193961766622,0.15592372095097928,4.0451209688765575,0.23363075136161487,-1.234647930284167,0.7509342660255444,0.45963825377251355,-0.14104760748947412,3.174259726606452,-1.8588282387612967,2.310010917481518,-0.7139536938104146,-2.2018655501565276,0.025042706976227347,-0.07742499828053082,6.217204971670156,-0.4762304910867103,-0.8684307693534279,0.48962061105575716,1.82047381515857,0.5589809786836146,-0.32830136676843713,-0.07766296205166702,-0.21823003413956532,-0.24088959380266928,0.1484791364756127,-0.34899372226187564,0.19645212927349326,-0.4376882180476107,1.3679572459384184,1.3918249060927754,-0.7504231463624451,0.8985891231216069,-0.4052335848226353
19,12603.402584045705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.633015465925781,0.0,1.8983325437583807,0.09135083354782508,-0.127676624642465,1.4091939774996542,-0.6338826012152897,1.8946606249313203,0.14600736027339545,-0.25431493401750455,0.0,0.25691886948233766,0.0,-5.043339463369708,-1.074318635689478,4.344826068113799,1.4888136799860745,1.9185472845079428,0.22835762122209546,-0.9663997979990651,5.96604792133951,-1.1596340281151347,-4.457769032515007,2.2580143785833884,-0.05711654705617518,-0.6075171775337985,-3.6642005189208846,-1.0965458187500146,3.3788672930366603,0.0,-0.3166708189298124,-0.5569298669900542,0.703042295760045,4.1963834589875235,0.5821678161305124,-1.3958503385021985,1.07222412446953,0.38263170741336316,-0.11149985170910338,3.1715929277841735,-2.841594054625128,2.339338130819325,-0.28830914942946334,-1.7746705124470907,-0.022511758628406604,-0.28345436986034067,6.058716585356366,-0.3846163166212565,-0.7127744084855331,0.45391022492478095,1.7850387961906526,0.6783428850895526,-0.29568462438999643,-0.06410240812533693,-0.25452624148904973,-0.23325892418329397,0.22735270310719663,-0.34719402445419745,-0.05104833619703825,-0.4697815736758536,1.4041200827046476,2.200661400490278,-0.8051434289257873,0.3392795207694276,-0.19323507681063926
20,12580.88462354747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6399539855582508,0.0,1.963654660553715,-0.3516520185592858,0.09668700744024139,1.4425889701857624,-0.32105369495562064,1.698902842332585,0.21616093466670455,-0.18921280192068463,0.0,0.08683901859517457,0.0,-5.9615261794287235,-0.3843205570729836,5.0570431356177785,2.212313373416363,2.4437949998585253,0.6233905669656636,-0.6983851693182414,6.055149881703142,-0.7388899517415192,-5.737650462202917,2.997301147582794,-0.01867968594806866,-0.8376856266215937,-4.111934988324718,-1.275740048205361,3.647555944479546,0.0,0.23531633748052405,-0.6209577701832392,0.8702925445195832,4.277837932602937,0.4001450888486697,-1.535805831614787,1.1807366386943712,0.27385635570048295,-0.18108930606345425,2.9223245328919263,-3.7382811564118343,2.406121365086133,0.04000200696706069,-1.4275096783632129,0.016571052888941028,-0.6315433147909637,5.913671062227136,-0.3982077198486872,-0.6178114153816917,0.3979010139777247,1.7581467734060579,0.4026672749115909,-0.2760237842434948,-0.05946349807199048,-0.2052086602493932,-0.21724508054177552,0.3099930838778631,-0.396698745693134,-0.09855760923594958,-0.40667835295184535,1.4601327237562092,3.091320362849358,-0.9119128194624178,-0.3707742226423285,-0.06826823764884775
21,12511.227518895115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8029154554897227,0.0,1.7646436362304108,-0.12431530230480517,0.2659718911268324,1.5020556348512248,-0.26452571395267277,1.7208052993276228,0.044891059772250747,-0.21126308091736837,0.0,0.2922674670093699,0.0,-6.452606418986072,0.060338840827031615,5.53183381654408,2.4531602279144398,2.7697139127269224,0.7520110705979774,-0.6639097466771388,6.024793378915787,-0.6847980350165433,-6.482646661924278,3.099113921329081,-0.05904568805912805,-1.01547169745983,-4.212343747728507,-1.2294428922647387,3.5764524927335537,0.0,0.4823399365840738,-0.5398233254047302,0.7779561310920211,4.236616964965879,0.07724756332658128,-1.5667223622730526,1.1250080981460573,0.33835738804034166,-0.22994107520993334,2.8567097288083896,-4.0980651671490715,2.5289136449566345,-0.014217987247558156,-1.2296671098101914,0.2016474131581039,-0.5725722949588096,5.7491978008505935,-0.3303639864270107,-0.5952647647157645,0.4282232963408847,1.6554789755825283,0.22963530913523317,-0.25229958326077156,-0.04775318363372915,-0.18232297325162042,-0.208762083711312,0.36199878646441447,-0.4401863775556988,-0.02003069897830838,-0.3665350329058601,1.3972443372767904,3.67634083294807,-0.8165941694113029,-0.6957530974992521,-0.09615082445835807
22,12446.95990758666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0016368659108625,0.0,1.8523940259774807,-0.06303599079442457,0.4286788489571543,1.640430235772417,-0.3282132526799095,1.938093117856721,0.26115808883468883,-0.371501626576611,0.0,0.17840497789236942,0.0,-6.852677602566759,0.6336630771730676,6.0162186027713584,2.9167084745945426,3.257414398350972,0.9987320233365471,-0.5903850735408778,6.051818631486019,-0.8168521520595806,-7.438905015769798,2.876439423254111,-0.057999012126964004,-1.2262330134735855,-4.2686321071024915,-1.0370487060927018,3.3455234316476443,0.0,0.6648061160495249,-0.4313504746774348,0.6438259253134142,3.9953249755525486,-0.3159261659299373,-1.5837637553705939,1.0630607673155563,0.5699703168150929,-0.3280293060654632,2.70605076351598,-4.359993098945099,2.5957031794585395,-0.025228811601610092,-1.1306719807468726,0.17311602374447788,-0.34372936678812116,5.4088839125497055,-0.33750661593867914,-0.5683775809702513,0.507157694173821,1.5864199221224575,0.14829769819496574,-0.25788971654358267,-0.047483556680468865,-0.1792728204164104,-0.2011449678762918,0.43467051315836913,-0.47029170598026565,-0.02279950750664341,-0.3120977937826098,1.1030302441104127,4.498180957025886,-0.5604821637667332,-0.5568862421556711,-0.19441723162586227
23,12334.255346401389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0006113023681475,0.0,2.3866478959344897,-0.04104763344807617,0.43363915085476235,1.5789984273898983,-0.19815992511498826,2.1684460352026123,0.06919286533291774,-0.29477627411370555,0.0,0.2039479504024705,0.0,-7.206603873709219,1.2593702823045487,6.255330121001293,3.4248316882915266,3.8186044226951337,1.0846107988657085,-0.4535366966443434,5.7667408549389805,-1.0351071344284493,-8.427009009615215,2.289760295823434,-0.05968649838704249,-1.2820191822794376,-4.262253951055315,-0.8772058134275428,3.112987546120701,0.0,0.6676040899788438,-0.30195255371719487,0.6043969235115971,3.6755776585789497,-0.5623955548237975,-1.6050764470337187,1.0084197774484422,0.7781842235187725,-0.3494728329745256,2.644378345944934,-4.126878289004835,2.5370325375765317,-0.002391438275038949,-1.1494035669674816,0.10844821171597112,-0.23515508969308996,5.316082698999593,-0.38134968637949557,-0.6329044120976399,0.617424612667048,1.6520179145591134,0.24721465533311243,-0.24451071051224177,-0.03949984012163774,-0.16821782962336299,-0.19382572517222604,0.518804211172265,-0.5096385943504644,0.20175046224887888,-0.2771764111138966,1.0285707469153123,5.498323795147199,-0.4937025858525997,-0.6558189294482676,-0.2526482434863194
24,12203.574658460711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9197273747161674,0.0,2.304405786185938,0.16843453918067747,0.5885717806969072,1.4328486760062837,-0.2513888227614153,1.9962084976280812,0.03286657900347257,-0.3820387502051094,0.0,0.21783692165218377,0.0,-7.246977927625484,1.8908140406359994,6.530882597613372,4.007876521641441,4.074838054063087,1.043149197869379,-0.10320125232831084,5.4600789074667615,-1.2161021735968873,-9.3611364957709,1.5354101874772434,0.052196059433826,-1.0762265832120903,-4.155426968832712,-0.6507715081757126,3.0282853115714996,0.0,0.4812170535694384,-0.3125153690941965,0.5983257024157549,3.4603481941887573,-0.6486753550184242,-1.6264013481609276,0.9353022314755594,0.8717202522278644,-0.18718548005821437,2.4054148440740963,-3.761521872561425,2.552773880949778,-0.03213220278730845,-1.2103273332054136,0.21496260292932018,-0.3954032108515872,5.4533570131612255,-0.5886081633987688,-0.7400018188001021,0.6257937403324212,1.7303295211068273,0.34760220859662155,-0.2641395308542698,-0.048772684330229105,-0.1920395912778814,-0.18903135268244192,0.6121980322229897,-0.499133646701785,0.21542943587717497,-0.29235971843570724,1.1110424766311793,6.638011875523251,-0.7704317573022459,-0.36531487544503505,-0.11391444125995404
25,12112.06370313587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.808595076436217,0.0,1.9549096263596035,-0.09090182897843929,0.31780197581448405,1.6515753166564933,-0.22144526683818552,1.8972907416254936,-0.19333124430074497,-0.5372214074483924,0.0,0.44809431835022523,0.0,-7.089374179518462,2.2920188507326826,6.887645932466207,4.18315399589735,4.197308365806463,0.9228982095483041,0.0504874961603112,5.497231444739179,-1.3806922212277692,-10.117310925771065,0.8801549685049507,0.21623409890627476,-0.7906534191337433,-4.01971781776119,-0.5612798168817978,3.1083050825038803,0.0,0.165635541012302,-0.45579766450022163,0.6010361528862663,3.5236889820303112,-0.687752402848243,-1.6527841696546548,0.79327467259306,0.8129601569860341,0.11134548136472947,2.262853384240804,-3.0783004145663333,2.350411662999701,0.24720020157632988,-1.1347016167832802,0.20456669844996864,-0.5074633217770113,5.183970034472838,-0.4020745274125232,-0.8458313681358505,0.5856675111533582,1.6826326720685079,0.32090961288240216,-0.2835483764318477,-0.058835501997326324,-0.21618562672705663,-0.19085741030154468,0.7031649305642234,-0.4993971508788886,0.2769720530729739,-0.29476418619740247,1.087260576496711,7.763535882086873,-0.9186138054261923,-0.034504350620438606,-0.05211357538596729
26,12027.2813051154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3867762257354848,0.0,1.5428492111308187,-0.3376184580155073,-0.20936705126156124,1.5336710983855928,-0.4658938815403903,2.0407256145113126,-0.12251031533730955,-0.6942541911577236,0.0,0.35748792083773345,0.0,-7.2322791340069585,2.4119884663759468,7.022935122072199,4.0176581480829405,4.017169583647778,0.6427644614428714,0.06994287330312406,5.148863866037218,-1.4016223062197042,-10.763857554625503,0.4241748677398318,0.4381295920090456,-0.6909252095680363,-4.036981921172842,-0.5990449662481031,3.2401222625483173,0.0,-0.26179654481864095,-0.7605110323925408,0.4940681920259979,3.8075821913685557,-0.8041123285220416,-1.7052853614757528,0.5614419901604392,0.72549156828687,0.36038466692140086,2.123114461750036,-2.0720554824795894,2.21276691621131,0.19691073893373648,-0.8117491047114016,0.2409124169190095,-0.5760184165497152,5.048790399105478,-0.37477223093476153,-0.9812804429011687,0.3953825463256806,1.5213095202546543,0.14176696795299548,-0.26939591250637596,-0.042241054375040804,-0.18146356794945523,-0.18080038018886632,0.8048462493288411,-0.5211622426570071,0.36210148906318906,-0.2923434984354496,0.817246616047409,9.040532686386184,-0.7892963567879872,0.2258961178784496,0.1328505258503354
27,11946.556253870094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9373812829002326,0.0,1.3414319150726906,-0.4617776780955179,-0.35972587255733735,1.2902711797188886,-0.6304366622202361,2.000253818622861,-0.18568201598470613,-0.5965551540952136,0.0,0.2548420405045978,0.0,-6.889326833544124,2.3268046494022085,6.780774091934034,3.936332012032645,3.741610780799369,0.8179193879604751,0.011808704272504723,5.365715535192086,-1.2441091824751662,-11.000108073723245,0.432493084753063,0.43936771033357086,-0.6891568396678188,-3.8312627256093266,-0.5464986662616511,3.2574629176708996,0.0,-0.5300140598213572,-0.8629097657562484,0.35675885469682234,4.11916136029798,-0.8249234696845865,-1.7407703225220885,0.37395728717837173,0.8523747768161845,0.3785323154987928,2.1276379990554353,-1.2636511194802345,2.308652664884616,-0.025868740521056532,-0.5181797735447705,0.2867293685671871,-0.36165602523031914,4.892389265617701,-0.301629633576133,-1.0293171403687793,0.2552184509039388,1.535094708449169,0.08171151462542453,-0.26053874796290993,-0.045863102311821696,-0.19000901376604307,-0.17917875960658808,0.8800668890480999,-0.5254197935624858,0.27176046957081,-0.30321360542019393,0.714538893015813,10.015859255028595,-0.7349749995617509,0.2632487616925867,0.09307417061855491
28,11830.405270961313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7597092717831032,0.0,1.1739537461081644,-0.5713175443767133,-0.5582302213907413,1.2673312185047558,-0.6642960047743469,2.1289076659993253,-0.2967578024378677,-0.4741857833449785,0.0,0.3218334430963652,0.0,-6.395195609056953,2.252458823436174,6.1008332303926975,3.4183806581275133,3.203382722281913,0.7806050591711887,-0.22999694044940766,5.477385294703712,-0.8848265214105151,-11.038640339029678,0.7623169791016935,0.312387750636722,-0.8333808071451925,-3.6802672434258903,-0.4251618555427661,3.1202975156489625,0.0,-0.8034978040403025,-0.9755249880809518,0.08315987118117274,4.329391418242149,-0.8287187319052455,-1.7760014361215173,0.15885539584193423,1.0819452695459968,0.15826423895050207,1.8750056843509706,-0.5123501964822312,2.570409146375666,0.13042413375679127,-0.520494597519686,0.21285677798816754,-0.1462027318713968,4.926943681864354,-0.40890483710910897,-1.0111710421149098,0.07783218378381959,1.2369757558430163,0.18709115331383125,-0.2641499006059375,-0.04622099728407766,-0.19507513467325613,-0.17263816020705836,0.9737580759763849,-0.5256554434983247,0.0649639973528792,-0.3002638141189731,0.6883694121376218,11.255259309136651,-0.8475846716672295,0.49402628711463314,0.11642286078960606
