Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_14,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_high,b_carD_t.full_purpose_HBR,b_carD_t.full_purpose_HBO,asc_carP,b_carP_p.age_group_agg_5_14,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_high,b_carP_t.full_purpose_HBR,b_carP_t.full_purpose_HBO,asc_pt,b_pt_p.age_group_agg_5_14,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_high,b_pt_t.full_purpose_HBR,b_pt_t.full_purpose_HBO,asc_bike,b_bike_p.age_group_agg_5_14,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_high,b_bike_t.full_purpose_HBR,b_bike_t.full_purpose_HBO,asc_walk,b_walk_p.age_group_agg_5_14,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_high,b_walk_t.full_purpose_HBR,b_walk_t.full_purpose_HBO,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_vgvi,g_bike_stressLink,g_bike_stressLink_f,g_bike_stressLink_c,g_bike_stressJct,g_bike_stressJct_f,g_bike_stressJct_c,g_walk_grad,g_walk_vgvi,g_walk_stressLink,g_walk_stressLink_f,g_walk_stressLink_c,g_walk_stressJct,g_walk_stressJct_f,g_walk_stressJct_c
0,21249.943505112835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,20294.02544161937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0857770636228185E-4,0.0,-5.930888546172454E-5,-4.6741418412505465E-4,-4.565295674203375E-5,1.1496618322764476E-4,-4.7154686447058744E-4,-4.6330310713604546E-4,1.019933569801342E-4,-4.190392446745797E-6,0.0,-4.6664684638264917E-5,0.0,-0.002741445321712203,-5.50882888503982E-4,-1.764314703002222E-4,-0.0010567420633526548,-3.6926758242290363E-4,-0.0011125031697530655,-0.0010599524840016476,-4.079431931693972E-5,-0.0010067521929174106,-2.6220205378566804E-4,-2.925845409733827E-4,-8.952400270175416E-4,-8.036569636638292E-4,-0.0014863737077737394,-2.474400385714643E-4,-1.364947296492576E-4,0.0,-2.7091306475584664E-4,-6.961501310971515E-4,-4.460573347344604E-4,-3.3723608543903934E-4,-3.7061109413890665E-4,-9.958343252692188E-5,-1.0295024472995067E-4,-3.819359378462166E-4,-3.717701678737495E-4,0.003188088765209591,3.4092844362099275E-4,6.185211279200022E-4,0.0011003292772483366,3.4828612341799176E-4,0.0013496225496614262,9.3582139201608E-4,0.0015441372997088195,4.6620348762576024E-4,1.0004951071460201E-4,1.87467983086768E-4,0.0011773394700238479,7.698975014800789E-4,0.012419936545633557,-0.0870137211757063,-0.10760705238344348,-0.06251238110289205,9.897125812906153E-6,0.0,5.183604444185039E-4,2.8652479089253194E-4,9.786712413547027E-5,0.0,0.0,0.0,0.0,-0.0020600279325291727,0.0,0.0,-7.216154614226516E-6,-1.1441473696636728E-4,0.0,-1.0904206345685228E-5
2,19861.735860388904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.339800694116852E-4,0.0,-1.272711898751193E-4,-8.45400273556029E-4,-1.477504091693514E-4,-2.5852591526489394E-5,-8.357003972748831E-4,-7.533026084332154E-4,-1.1457088404626158E-5,-4.458250287532717E-5,0.0,-2.2947583085884828E-4,0.0,-0.002914072649638008,-6.301874053774206E-4,-1.5114206453300432E-4,-0.0011324076505073262,-3.3941026597642345E-4,-0.001137260282342766,-0.0011820365465153731,1.371561230956002E-4,-0.0011403098794830922,-2.98183040914038E-4,-3.2281198655446025E-4,-9.671299358641278E-4,-8.811561436834217E-4,-0.002246947395098431,-3.821749237971652E-4,-2.0643655325096024E-4,0.0,-4.0649033388824216E-4,-0.0010454053972320013,-6.721239386164866E-4,-5.095505637588168E-4,-5.6135969351576E-4,-1.50413840552993E-4,-1.5650874499353922E-4,-5.81337712465099E-4,-5.618635187840317E-4,0.004488975555345,4.670736704137805E-4,8.851712675106255E-4,0.0015476520581784504,4.821403988706967E-4,0.001900470078659731,0.0013170875719965183,0.0022131182673275048,6.404759186688345E-4,1.3592293186391783E-4,2.615662002126406E-4,0.0016709425956614535,0.0010831522480712343,0.010631049380197887,-0.08630555917317016,-0.1116106345380256,-0.04839028672419965,1.536705669088062E-5,0.0,8.064012902487998E-4,4.3887086731721594E-4,1.5691794757874723E-4,0.0,0.0,0.0,0.0,-0.002648685611966007,0.0,0.0,-8.17036569593577E-6,-1.4732896420242996E-4,0.0,-1.3540293103582677E-5
3,19599.523368882034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05337237592551785,0.0,-0.006341981056973404,-0.04003332941991798,-0.008949531056143501,-0.006932895369013019,-0.03961682104918147,-0.032337908125915305,-0.006652919888840962,-0.0033108567775600615,0.0,-0.015228125429898081,0.0,-0.02677172785805505,-0.010819386817104874,0.0029353128837232073,-0.01164531935636838,0.003137612580018362,-0.005226154851362751,-0.01767005633030969,0.022970312061759576,-0.018990979021292955,-0.005119260579209782,-0.004411083884072877,-0.010802883388185077,-0.011316840928381157,-0.07789871800525107,-0.012988037244400088,-0.0070552135385184185,0.0,-0.014238385276860886,-0.03677859407303248,-0.02314923115891088,-0.01788464337664434,-0.019077910887427666,-0.0052063287297096665,-0.005252041881438861,-0.019695964008238625,-0.019439341459241633,0.1033200463482653,0.005004755654456418,0.02834067195914014,0.033786125344631726,0.0059759019226980035,0.0428410694889817,0.028835850672413222,0.0735076299592395,0.004513007033333126,3.360051600385349E-5,0.004399168731013068,0.04546946343610846,0.024359544875675217,-0.018758499945160125,-0.09895881775759219,-0.4479986160507944,-0.09103758329858469,5.988101814867442E-4,0.0,0.030895822887801613,0.01770754181956279,0.006317577173809878,0.0,0.0,0.0,0.0,0.02986064715983704,0.0,0.0,6.508686702977632E-4,0.0014931992825309222,0.0,2.955829772264832E-4
4,17581.281930690322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5216282710127472,0.0,-0.058158740945776506,-0.3443233294788706,-0.08616535953731677,-0.07996683988020384,-0.33771682172317474,-0.27928528501360506,-0.07867014142218814,-0.03221589743829667,0.0,-0.1491873883355605,0.0,-0.21390947254308718,-0.08998748072345443,0.02494454261222972,-0.09218087363447837,0.02710715642316838,-0.038969815700185095,-0.14162285118913598,0.1886417456233393,-0.15331214886882533,-0.041271380902147624,-0.03535562146097554,-0.086199698807498,-0.09098643891742553,-0.37360342755131964,-0.06064874156674409,-0.030533319632473535,0.0,-0.07168334018847575,-0.18573541556115353,-0.10750298370472347,-0.08683051929523633,-0.08638389957856686,-0.025059761745114973,-0.022391459351705043,-0.08496631650397382,-0.0929394942483171,0.8090007255390371,0.03323374029217826,0.2275604581159531,0.2632879958932194,0.044273536881713677,0.3341601688092936,0.22475744304262266,0.589123596638853,0.0294247375443737,-0.001558547375141964,0.033493910920216474,0.36020315725494223,0.1896856603364697,-1.1960655104599192,-0.33674811585222486,-0.9605030413454125,-0.3099987797610827,0.0018429227858112664,0.0,0.06526194843963504,0.09378982924180251,0.0320478905399202,0.0,0.0,0.0,0.0,0.18919281265289828,0.0,0.0,0.005314385910597336,0.009227183721623821,0.0,0.002325360327898693
5,16416.643488635487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5706523251239194,0.0,-0.060764979750914765,-0.4186723261823564,-0.09401789147360866,0.02167434429836053,-0.4215507949328738,-0.3793529668352628,-0.049221228432197034,-0.03210164437708598,0.0,-0.15136616295899885,0.0,-0.29998467353743796,-0.13667894285429477,0.042201637241339324,-0.1286714429369939,0.04717372817141824,-0.04445138728472746,-0.21572999305461313,0.31563457104976345,-0.24473363232234654,-0.06320979058983117,-0.054448514792974814,-0.1262663657584115,-0.12621207517727073,-0.5169792405755769,-0.08832898827877422,-0.03894536197444533,0.0,-0.10064698174542656,-0.2544849849690476,-0.14474771631903405,-0.11438958685646623,-0.11894148915684594,-0.03534145678790303,-0.029654202579040022,-0.11134181185334877,-0.12650975440536427,1.1511982623497277,0.03441953728015966,0.34055612554008685,0.36548088429699777,0.05487229694369572,0.4591741383531054,0.31085548506069866,0.8753612479615196,0.025271813619724116,-0.007966643657930143,0.045849784399341766,0.5214987091150758,0.26592573543641523,-1.1512919113161615,-0.32255381300956454,-0.9151579408770131,-0.34292583222058526,0.001600234374830446,0.0,2.734894807685656E-4,0.1396504857980039,0.06296583713713955,0.0,0.0,0.0,0.0,-0.07781733222636106,0.0,0.0,0.007854135149447623,-0.005138014497300081,0.0,0.003121483803580124
6,15551.718008763784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48618852941812574,0.0,-0.038267139932921294,-0.48302611783355653,-0.0928694353211059,0.3192953863052796,-0.5190842909515712,-0.5127797569818363,0.03920842364167068,-0.018963511195245253,0.0,-0.09759775022108139,0.0,-0.4278962768211729,-0.23490272760881886,0.08773013746745376,-0.17634412106176667,0.09345123203984644,-0.020729055045008223,-0.3492341235658602,0.6121214979293066,-0.42296877028719204,-0.10947060565382062,-0.08958163604046518,-0.1942092159428943,-0.18401983500067662,-0.7184900031435806,-0.13391648556546068,-0.036625235252599246,0.0,-0.15117077478689392,-0.34937792143933216,-0.19319382892567277,-0.12309299552329302,-0.17508711651083841,-0.05423256432683545,-0.03975552012477912,-0.13199302418199188,-0.17038133935548236,1.4481359297208127,0.008528003403216824,0.4999418409527678,0.3968202807776277,0.03779972281171154,0.4881502833378169,0.34132239904762496,1.2566818603801786,-0.035079479678863094,-0.03522584322313976,0.05298657610359482,0.7275296849550712,0.31112247821858174,-1.0086313208191044,-0.2858449190714594,-0.801288032525729,-0.31679082791531554,-0.0015131163230662783,0.0,-0.2790266960218999,0.1601692902628063,0.11287768746103577,0.0,0.0,0.0,0.0,0.25243889562039346,0.0,0.0,0.019243032297950543,0.017030997970329052,0.0,0.014071503521375952
7,14303.203739702116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34888873234315865,0.0,0.028217751153460292,-0.662881106086434,-0.18677105127641785,0.9469801176155734,-0.7960088545412014,-0.7836623221793059,0.14709801224634456,0.01606246642573461,0.0,0.04940249922574272,0.0,-0.7409349557943377,-0.5337149105928141,0.23937477030714133,-0.2655745943582186,0.2290576652348611,0.10464575886239683,-0.6951406405161882,1.5054597649279868,-0.8900335709523555,-0.25003148917913454,-0.17644586996852923,-0.3627093909707768,-0.34117142413534196,-1.2415254870796106,-0.26135142962481206,0.006466096457013709,0.0,-0.29641343561513894,-0.5020341587568737,-0.32127644477396267,-0.06114531327053469,-0.34149592225162895,-0.11932900181337869,-0.06343891358065663,-0.14136931809338532,-0.26803037867456564,1.838083113518333,-0.10538186990846725,0.8692456832541704,0.295850193244139,-0.080450449363773,0.33223240930269604,0.25631347786685926,2.09373210078734,-0.24868386494478978,-0.13116075598037458,0.054066829777148544,1.1456832859729535,0.3051807808155474,-0.6919935402984265,-0.2061316742236615,-0.41208710592842696,-0.23548212226775855,0.014141977337557258,0.0,0.5209655062141733,0.43544923122053897,0.5444629735588233,0.0,0.0,0.0,0.0,0.9413427985743875,0.0,0.0,0.045614354239044974,0.07781554072902966,0.0,0.04286877066311175
8,14103.73810117875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41037348170925725,0.0,0.027360928577783637,-0.7076618703897852,-0.2265471265184869,0.9229913413830361,-0.8440911677836563,-0.7941907912147315,0.111908913378086,0.014290107938539706,0.0,0.04716168865499644,0.0,-0.7870566723258764,-0.5721422248007662,0.2603959762845806,-0.27389080297886825,0.23917126546354692,0.11977192109916089,-0.7332326373390023,1.6010931713918521,-0.9373705531589599,-0.2678677326702289,-0.18481173780415816,-0.3784655308992974,-0.3646813515040926,-1.3202944542958457,-0.2743481363618161,0.010976537085030576,0.0,-0.31810512313250283,-0.5353748904116226,-0.34407941325886904,-0.05553388912828177,-0.36609392390953727,-0.12874200774013295,-0.06711692946724278,-0.14446106705486816,-0.2836769849077006,1.8638208534854332,-0.13043002462821632,0.9106195146480784,0.28222153991137783,-0.10378755925995634,0.3225934905157881,0.24006385505834066,2.1846633944634375,-0.2750608938795864,-0.1448973647750728,0.053321107745593135,1.1815899335337778,0.3006638365240507,-0.6113605999698211,-0.18999247196674454,-0.34988931641175924,-0.22085385832587412,0.015506711193126892,0.0,0.5834634661142182,0.4578155877374326,0.570230232679297,0.0,0.0,0.0,0.0,1.031488417880592,0.0,0.0,0.04884694698650254,0.08606157871906385,0.0,0.04603056381897093
9,13688.888063393737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26469410744771826,0.0,0.03886651212213708,-0.624935687465934,-0.45261994097378533,0.6338938236056005,-0.7646078675701031,-0.5116968665387024,-0.07559523741133925,0.041711807401069424,0.0,0.1994709524930715,0.0,-1.2393113468619739,-0.830265552871869,0.40183262926563323,-0.33771297012238455,0.21300384546613074,0.12550131534453274,-0.9431635976509989,1.987891427508606,-1.1609019327957353,-0.3775209572740623,-0.22256898360060126,-0.4471733885600534,-0.5770198869197659,-2.00737159695095,-0.34625330375543195,0.01587286723861995,0.0,-0.48996251851910305,-0.9017117604712809,-0.5653289948757803,-0.07246609899343169,-0.5640060515048826,-0.20077399488019917,-0.10095097048973911,-0.209911882896794,-0.4288901201819771,1.8750555340986306,-0.39561546537194947,1.1298819103129876,0.24625145285600647,-0.32627993987633874,0.39165737671754086,0.13648637167643013,2.6713849835965715,-0.43734940091072005,-0.24143953637381782,0.04064933314668104,1.252265199432157,0.26543287635795737,-0.45752655475232146,-0.14108445100246378,-0.08537904115845685,-0.17503108793514766,0.022215902550323057,0.0,0.8614539843848591,0.5614638253238909,0.4990117701776282,0.0,0.0,0.0,0.0,1.3405138610635208,0.0,0.0,0.06675732385477397,0.122905059008861,0.0,0.057326332487653356
