| COEFFICIENT NAME               | VALUE      | STD.ERR |  T.TEST     |  P.VAL      |
| asc_carD                       |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_5_14    |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_15_24   |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_40_69   |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_70      |  0,0000000 |         |             |             |
| b_carD_p.female                |  0,0000000 |         |             |             |
| b_carD_p.occupation_worker     |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_0            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_2            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_3            |  0,0000000 |         |             |             |
| b_carD_hh.income_agg_high      |  0,0000000 |         |             |             |
| asc_carP                       | -1,0752190 | 0,08353 |  -12,87260  | 0,00000 *** |
| b_carP_p.age_group_agg_5_14    |  0,0000000 |         |             |             |
| b_carP_p.age_group_agg_15_24   |  1,4657811 | 0,11795 |   12,42696  | 0,00000 *** |
| b_carP_p.age_group_agg_40_69   | -0,2279460 | 0,06976 |  -3,26758   | 0,00108 **  |
| b_carP_p.age_group_agg_70      | -0,1434490 | 0,08803 |  -1,62950   | 0,10321     |
| b_carP_p.female                |  1,2054504 | 0,05529 |   21,80155  | 0,00000 *** |
| b_carP_p.occupation_worker     | -0,5404924 | 0,06289 |  -8,59395   | 0,00000 *** |
| b_carP_hh.cars_gr_0            |  3,6391459 | 0,29700 |   12,25314  | 0,00000 *** |
| b_carP_hh.cars_gr_2            | -0,1316180 | 0,05812 |  -2,26449   | 0,02354 *   |
| b_carP_hh.cars_gr_3            | -0,3197798 | 0,09604 |  -3,32967   | 0,00087 *** |
| b_carP_hh.income_agg_high      |  0,0000000 |         |             |             |
| asc_pt                         | -2,7105600 | 0,14940 |  -18,14283  | 0,00000 *** |
| b_pt_p.age_group_agg_5_14      | -1,1692504 | 0,17323 |  -6,74980   | 0,00000 *** |
| b_pt_p.age_group_agg_15_24     |  2,5671676 | 0,16394 |   15,65965  | 0,00000 *** |
| b_pt_p.age_group_agg_40_69     |  0,5802483 | 0,12394 |   4,68159   | 0,00000 *** |
| b_pt_p.age_group_agg_70        |  0,3617968 | 0,14271 |   2,53511   | 0,01124 *   |
| b_pt_p.female                  |  0,4924231 | 0,08229 |   5,98401   | 0,00000 *** |
| b_pt_p.occupation_worker       | -0,5698485 | 0,10438 |  -5,45942   | 0,00000 *** |
| b_pt_hh.cars_gr_0              |  6,0861401 | 0,29870 |   20,37548  | 0,00000 *** |
| b_pt_hh.cars_gr_2              | -0,7681681 | 0,11284 |  -6,80761   | 0,00000 *** |
| b_pt_hh.cars_gr_3              | -1,2710938 | 0,20616 |  -6,16561   | 0,00000 *** |
| b_pt_hh.income_agg_high        |  0,4800565 | 0,15206 |   3,15712   | 0,00159 **  |
| asc_bike                       | -3,4167092 | 0,26965 |  -12,67091  | 0,00000 *** |
| b_bike_p.age_group_agg_5_14    | -0,7301107 | 0,39806 |  -1,83416   | 0,06663 .   |
| b_bike_p.age_group_agg_15_24   |  2,3822709 | 0,25172 |   9,46387   | 0,00000 *** |
| b_bike_p.age_group_agg_40_69   | -0,0292050 | 0,21985 |  -0,13284   | 0,89432     |
