Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_14,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_high,b_carD_t.full_purpose_HBR,b_carD_t.full_purpose_HBO,asc_carP,b_carP_p.age_group_agg_5_14,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_high,b_carP_t.full_purpose_HBR,b_carP_t.full_purpose_HBO,asc_pt,b_pt_p.age_group_agg_5_14,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_high,b_pt_t.full_purpose_HBR,b_pt_t.full_purpose_HBO,asc_bike,b_bike_p.age_group_agg_5_14,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_high,b_bike_t.full_purpose_HBR,b_bike_t.full_purpose_HBO,asc_walk,b_walk_p.age_group_agg_5_14,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_high,b_walk_t.full_purpose_HBR,b_walk_t.full_purpose_HBO,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_f,g_bike_stressLink_c,g_bike_stressLink_o,g_walk_vgvi,g_walk_stressJct,g_walk_stressJct_c,g_walk_stressJct_o,g_walk_speed,g_walk_speed_c,g_walk_speed_o,g_walk_aadt,g_walk_aadt_c,g_walk_aadt_o
33,11624.265097162714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1444075249898125,0.0,1.2747569059053943,-0.18662642915783995,-0.02715847920284701,1.084985760622377,-0.5240632470032677,2.0217632527781375,-0.12621183248356532,-0.4038681550409623,0.0,0.36409297398339735,0.0,-4.36305171045429,-0.20419209550954065,3.869385463715032,1.373407370270539,1.4629522294741857,0.6682547061171175,-0.403199129096329,5.010910569595829,-1.8294213742989158,-9.787796442360198,-0.18768236109518,0.01165717104605829,-0.804926124361479,-4.382147314717209,1.9806723967755913,2.141077126201532,0.0,0.0070209067367417236,-0.17754192672237962,0.39510634846001613,3.9421868285372357,-0.7288985365562827,-3.159950913857738,0.37510259114941025,1.0094296595706571,0.24395699313240807,1.2342799400971087,-0.7174283971261529,1.9734328240679004,-0.06363527381670095,-0.8448443135807644,0.22652088772787343,-0.31504656275153003,4.266161668913982,-0.4348073485183548,-0.8622651580119811,0.32667827618829387,1.203570483195247,0.06067013085744284,-0.40496087983020457,-0.08531655052154269,-0.11710271093282004,-0.19176992259890926,0.7489036927204984,0.5525202080658336,1.093625215650766,9.277510717492182,0.054907913178020545,0.28511356994322995,4.4357288538255295,-1.2191917786052318,-1.121000333643051,-0.814131426589645,1.0317636552048555,0.12360163876405288,0.14414126184337472,-0.557150997963913,0.17322461096286215
34,11572.523250684379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0721479807386465,0.0,1.4175515041929367,-0.22365454335155507,-0.0953765502695827,1.0022268737178837,-0.5388565112583081,2.084667379342933,-0.16456931430075483,-0.3926612702702477,0.0,0.4072640205805221,0.0,-3.9555262054861804,-0.5338760046887538,3.650251562588984,1.1443478986728557,0.9807945860507583,0.5372304666231612,-0.6133413172310775,5.124115758656365,-1.5542665179751203,-9.94169666894273,0.049323500450014546,-0.03704662418185097,-1.0980315509156382,-4.114657973574114,1.2246228067641034,2.23754275793728,0.0,-0.18135850635089196,-0.44969358320690683,0.12930347709715967,4.107277124296688,-0.7209539011425931,-3.1227799351886385,0.28076465709578186,1.0601034757293533,0.3120674880747515,1.258557941979633,-0.9334160518687413,1.8236301690083496,-0.1733242867950034,-0.5980219851649969,0.15446417474197982,-0.23092317634009885,4.438295779372142,-0.3994601880580925,-1.0624471195483414,0.4355955262740114,1.27106441601854,0.10839187965667332,-0.3883645808479689,-0.0795344320173565,-0.10701022118353962,-0.18998578392059634,0.862788505042065,0.6393058576043481,0.8586194262861068,9.094952400577894,-0.03424188200448405,0.2507016816219014,4.7564604464301485,-1.454578454583528,-1.33923284238086,-0.7665431994661159,0.7782004525804238,0.103372630952551,0.0997435591666258,-0.3600998689531768,0.2506189326310002
35,11521.144650077267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0565813438081504,0.0,1.35984558275491,-0.1920690924097494,-0.1622623588279607,0.993347485423665,-0.5960589788751257,2.2693866817184487,-0.14678470900555413,-0.4796669058331262,0.0,0.46231523240298567,0.0,-3.554859899870232,-0.9961858110915334,3.185587478424164,1.0160125415457266,0.7519468178470399,0.4036907834079949,-0.8686571290244273,5.2219970920960685,-1.327062318142439,-9.910399630779667,0.5194170951150069,-0.04439544973198775,-1.097827658844594,-3.863812103538133,0.5727959946888159,2.467978599402584,0.0,-0.6393826154931317,-0.6025928714816978,-0.02917263138239401,4.1142419794495835,-0.7067034478109979,-3.017154653796102,0.2703621774871977,1.2679040322519897,0.2513816547894741,1.280176520202158,-1.117503387941945,1.8675416257204172,-0.031435766535993614,-0.732990852357224,0.2668405045011899,-0.4730018130744842,4.521679197907651,-0.42027093454054243,-1.0416359675040168,0.4223843457637516,1.3494379003536605,0.11159752259897372,-0.380627741203456,-0.079013689051926,-0.1095108167147122,-0.18869178749545265,0.9762536746144843,0.6231809569629561,0.6770578624522035,8.86288516284904,0.16793239689630668,0.15596288023735722,5.011799352255278,-1.6996354466629489,-1.564155600351512,-0.6255463969636664,0.5214188989448392,0.10542327469914009,0.04919010708755088,-0.16060761732976545,0.24881342727379566
36,11485.241593928316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0783201763156822,0.0,1.3650602428045508,-0.2745992023925986,-0.21528757583383357,1.0336443089525298,-0.5767995116225253,2.2452665799012497,-0.1245156372446431,-0.31182038409327595,0.0,0.4409272086877515,0.0,-3.536398845207336,-1.439295349176389,2.975465508852075,0.8056462372210836,0.5112958248289405,0.4506635923200607,-1.1355292346018078,5.2002861397861455,-1.3874014287922831,-9.622038489786636,1.0036072364178674,0.1330671389017523,-0.8594251039335608,-3.7124294521470764,0.41991049799706576,2.3413311738873945,0.0,-1.074408748315854,-0.6146542439073492,-0.21986925716110325,4.013533869665028,-0.8011231693669663,-2.8439147842040082,0.3451473544237766,1.2997407395440992,0.22877483605764454,1.2825203724450023,-1.2697775800458202,1.8887809658427457,-0.23507350664898946,-0.9806399907672448,0.3367565750788635,-0.322060629148608,4.564456262017096,-0.3513072581793096,-0.8675915204507879,0.4093494761639021,1.2221813884785229,0.06134497173185029,-0.36579054593801125,-0.0709506233612766,-0.10176023447261937,-0.1854127640952985,1.0686262161468452,0.6276578296445303,0.6391878892256708,8.569547910130893,0.248646930200214,0.1669449911403202,5.124633056620772,-1.9011641171734672,-1.7561265517609759,-0.6964278370631257,0.4320282274474295,0.07265994815922988,0.10273653543851871,-0.11887848591124052,0.23203630561594565
37,11459.749421711007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.078826067665632,0.0,1.3762456999049475,-0.25934318909039233,-0.2517118904411788,1.0644847533631618,-0.6557083250011535,2.3057076518679396,-0.14702042605938548,-0.28383558303015016,0.0,0.5122517025432847,0.0,-3.446157967550143,-1.7271000458884895,2.9988581268396786,0.5999229516535309,0.3036467497143878,0.6097815825422841,-1.1377799205038315,5.1682858822972975,-1.4782186520246408,-9.141083996312018,1.3604151126497284,0.27110083793460876,-0.7752127839953625,-3.5910305290390303,0.4541865429900071,2.093020796059695,0.0,-1.4043355066691567,-0.5360636942594743,-0.33107281545523765,3.9570043422186925,-0.9425520127553842,-2.6374631560375,0.46257196851366494,1.219899694253875,0.28821664907106104,1.4028571486179866,-1.322322118519011,1.7019627635493149,-0.23364665870563603,-1.023803002003084,0.39889145453704616,-0.5819191367865558,4.560513770403441,-0.38404734592439255,-0.7179526858879676,0.36110037473744017,1.3206594979455382,0.1082443731720647,-0.35410396060554045,-0.06875636821952696,-0.09184159144433704,-0.18516374338423475,1.1486572015459924,0.6862370891931258,0.7536965626984111,8.35749170697073,0.17810732860221756,0.25506145246886475,5.157583555615677,-2.0765214043227167,-1.9323274327115785,-0.8076286497303216,0.4797924946731896,-0.014898185784643483,0.10888829334398556,-0.13476156958012725,0.35429822905407315
38,11400.838111490984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9969539050529166,0.0,1.3023585900650856,-0.25234855090997593,-0.3611517832775979,1.0745322397551467,-0.6144331295235184,2.291345694917048,-0.311923968872949,-0.5466508230327013,0.0,0.5359787295182706,0.0,-3.1079151468383013,-1.8894943145421874,2.582999653713276,0.5500986912294482,0.15341883016823415,0.46044704476322884,-1.0265485429815615,5.20393778404187,-1.816837477064758,-7.134200232551869,1.665254185597502,0.16479813633272525,-1.0780799684581714,-3.4528603804136684,0.6749575870770899,1.5464553764372488,0.0,-2.1703473916890403,-0.19031169151666205,-0.4876193367873555,4.038143467713136,-1.411471884986206,-1.949599428756861,0.9114732318855281,1.1658143507674625,0.3954204207878606,1.4852829699972516,-1.3812072860078746,1.2985895193437935,-0.33088130289328666,-1.3549407194166885,0.40148040052629325,-0.5670693869006557,4.686242963907299,-0.428682760403441,-0.6899731426354786,0.45943330400674715,1.441765427303517,0.20804808137795996,-0.3400834958071506,-0.06456652711510596,-0.08625383288578264,-0.1817605466690215,1.360908382431877,0.6856211004886713,1.6036152879946166,8.16375645552527,-0.20740456821751552,-0.08506485222608612,5.032361376862924,-2.563707232060363,-2.42314060122621,-0.4002299728355918,0.8531574448731185,0.0223209172621354,0.07334778152917924,-0.4268075937150304,0.2834298727653132
39,11343.344910295831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9546227456879902,0.0,1.1656197889278281,-0.28104893021578203,-0.3779476436741987,1.0556192681916763,-0.6108368890979269,2.3330310833654018,-0.29743084675119436,-0.4260314940850255,0.0,0.5040503186857925,0.0,-2.877500694556318,-1.8188821146488616,2.4089107694417726,0.5001560407011276,0.151379480594117,0.3324522921821718,-1.034438190249772,5.1801827804463185,-1.863792649661096,-5.7817302581752905,1.5990795473176966,0.06434226940673096,-1.0207719743462282,-3.476369298693396,0.6608429813737976,1.4390075805889122,0.0,-2.5779236151216396,0.08954156343942449,-0.4504900783657848,4.1746613756789674,-1.5814305811480442,-1.5624937141604018,1.1815323139329708,1.279145843572592,0.33946312186747274,1.6179881408922687,-1.331434537299155,1.164788441861635,-0.33583443172300137,-1.3070512930071398,0.37982045143191845,-0.5387862046300251,4.751009709361122,-0.4627405471480717,-0.8045835165026598,0.5088471130668065,1.344095845826897,0.14980776334940282,-0.33796762723703,-0.0660018067763378,-0.0889337179228871,-0.18334235766811516,1.484042238010569,0.6300663332271321,2.138064890333717,8.160056339067387,-0.3067093379416896,-0.0188111836295657,4.926375523308251,-2.8518707967117316,-2.7139211257500517,-0.5058813927102174,0.9943136193503893,-0.010159669155752477,0.10882895632692455,-0.5028414208607189,0.35328939821390326
40,11288.812293499137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8910887272532877,0.0,1.182672387409902,-0.329394677542957,-0.47190111513449373,1.055701067875192,-0.6327859694018908,2.326735959196247,-0.31032462710905606,-0.44938443809982365,0.0,0.5170934156051312,0.0,-2.866593219745579,-1.7731565993280851,2.4432284389522367,0.4595498094088195,0.06646686358019716,0.32711449241574914,-1.0149052738222928,5.264394721969289,-1.6760392800121555,-4.356642232749861,1.3509035193135037,0.21162019976633448,-1.0463203606271965,-3.604725437974542,0.6381102223548611,1.4631190960982976,0.0,-2.771326515213329,0.4226336875262271,-0.4841117533260197,4.32895010188952,-1.4777391677934775,-1.2969415825461077,1.3038231359929953,1.1959430776215823,0.35069969482141944,1.5428894116971708,-1.2329169494375143,1.2999453465128334,-0.29212305967073304,-1.282192800220398,0.45815502268595587,-0.511891390381468,4.822763251424363,-0.4603987080065848,-0.7133906074273237,0.47286279718755014,1.3578284300662775,0.15359707832566574,-0.32871872758766674,-0.06576107589024939,-0.08640434668545183,-0.18257286339535228,1.601560772977887,0.5730556607512487,2.488790839359669,8.09185811668399,-0.309148818901505,-0.00906213062160448,4.7927906867062156,-3.1309472560679064,-2.9833666905079097,-0.5474784891083412,0.962969652323119,0.08813535433043275,0.14176580904696073,-0.45930381991696095,0.2847796019431884
41,11243.936169646751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9597824111820319,0.0,1.2421444365855265,-0.28959834577998356,-0.4284592303991509,1.0946390535441322,-0.631027455618269,2.3925356996172176,-0.2934187291672109,-0.40475301346229475,0.0,0.49746233848835836,0.0,-3.0573172296747964,-1.7835114921975657,2.5123790374243296,0.4724575305504808,0.03668891635378229,0.45648867923993663,-1.0411760081646724,5.367978540555273,-1.5518394093673562,-2.9646611930432845,1.144608125182815,0.0382620763606433,-0.955747971849995,-3.7452169581958583,0.7612358531633452,1.5935470852203852,0.0,-2.8246195460070362,0.5424202146940404,-0.6180398572652763,4.425941124321721,-1.282133490430952,-1.1617152570055098,1.2450538153116015,1.2742355584637237,0.28513250888132763,1.4571929600383526,-1.2435041532119546,1.3456505651246629,-0.20214877922542968,-1.116670170740578,0.4938108393556953,-0.5080493826413421,4.834429328117737,-0.39287700416501253,-0.6744766518869775,0.4060977014960243,1.347736239617973,0.1668851271829925,-0.3180092235372118,-0.059992452951275185,-0.08139905854690312,-0.18109831035102392,1.7166757159729176,0.544368346090551,2.7357468688424182,7.892347384587267,-0.35277772546979136,-0.09330272175851696,4.646485085294679,-3.395127875107409,-3.2503606975230364,-0.4156220287605592,0.96910961083351,0.09384194594783236,0.10017310798540754,-0.45111187934307817,0.3046228531102443
42,11219.323220694569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0600889764931725,0.0,1.3107362847304227,-0.2430759745038657,-0.3361587935610575,1.1060750325166817,-0.58929633225533,2.4749078432598304,-0.2695533696625913,-0.3549685782745795,0.0,0.5227076578907031,0.0,-3.1061010573989574,-1.779196161797072,2.5466544766010992,0.5337277825198462,0.1968524268321922,0.40065723473335313,-0.9945457440392055,5.451802239549375,-1.48490696949589,-2.270016315674707,1.1799157545533554,0.09970330036692938,-1.0517438982397767,-3.7879497436812772,0.8253263799064172,1.6608901623291576,0.0,-2.755948733047176,0.48768267615979527,-0.5582438929474398,4.41871185584448,-1.172972540543788,-1.1706511003560456,1.081188873264404,1.3029371494676734,0.3206773636452347,1.421149547422341,-1.2552100578012007,1.3442463840883436,-0.21222020195228894,-1.1256762818328803,0.5108125475989678,-0.4658093196491553,4.906002406328161,-0.41726174046232656,-0.7039565666837055,0.438108310315568,1.3640417424966593,0.1701169380924586,-0.3099630667609749,-0.05904691680849195,-0.0800208716912147,-0.17985766793360217,1.780283450055359,0.5357387801644578,2.8332708879211768,7.755063874558795,-0.3056875652965827,-0.0603597427961968,4.556548589982349,-3.5344797380734767,-3.3942830773033927,-0.4560458503927972,0.9824816425031009,0.036299023561338954,0.10932036477416238,-0.45148748037350744,0.353390401386273
43,11198.992985005634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.971183689517424,0.0,1.2312066967360455,-0.28699517387087947,-0.41704764969966035,1.1048878643911462,-0.6222998749387219,2.4486272208075373,-0.28506167605989313,-0.4606859706808094,0.0,0.4872581844513612,0.0,-3.231459186606206,-1.7319676449741466,2.5948166859748483,0.6533795156050654,0.33177012856420296,0.3876657199122756,-0.9062202234256831,5.5262607389593015,-1.395582911137647,-1.6875770552148492,1.3116399335592457,0.1480077480238678,-0.9347880946928961,-3.834553755611903,0.6711509507335958,1.6956254524408092,0.0,-2.557013823805687,0.4172754575863081,-0.3034339864356279,4.589568661641129,-1.2446732222426717,-1.270049711789518,0.7914542887605478,1.3365348915963724,0.39612654780045287,1.450421198498177,-1.3228636310377162,1.3994032541328665,-0.19973219386992647,-1.1111701787545631,0.4509197032262368,-0.4997178825667595,4.9940217283836885,-0.2910424154108204,-0.6659978268266372,0.48504053783368883,1.2936849305310687,0.13147648675456408,-0.3001716528529564,-0.057962097561477834,-0.07852409487635005,-0.17889947210492596,1.8625901463231236,0.5544182664881159,2.9080308501839047,7.607274759008286,-0.36771979979917385,-0.048382048213249984,4.411605328403002,-3.70485289617283,-3.575694602021565,-0.47819826848121844,1.0269695164684185,-2.536569064008412E-4,0.12633968352283503,-0.5002401503587535,0.38713420108556906
44,11178.858990330978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9660267235135426,0.0,1.2125051665421056,-0.2859422118770674,-0.4346422063744513,1.1094399689574064,-0.6091237024666891,2.5703128259441588,-0.3562458796950839,-0.3480887957726817,0.0,0.4944750779423742,0.0,-3.3091695783661574,-1.5638758721267276,2.6818612731713496,0.749744470269239,0.3285661590720846,0.3652444620455833,-0.9455774325357367,5.642070129432876,-1.298733920466458,-1.335458044314466,1.3631255442390404,0.1570377283865286,-0.718373809129704,-3.909593018856455,0.4259609438230628,1.7118836112024578,0.0,-2.3156554153702187,0.41940437734176794,-0.017168134020445702,4.747709851814861,-1.3229692881134871,-1.4049872097494143,0.5894495903238864,1.3950339842767479,0.4550678188972184,1.5222764915019171,-1.2638732098657899,1.316915022094561,-0.2187149311044764,-1.1801310605883326,0.4639481562286875,-0.44900222778590726,5.009669869655036,-0.5418720599092233,-0.5957790243452173,0.3855988463512704,1.3364406932255954,0.1852365022876645,-0.2890333570085729,-0.05581217841059532,-0.07680933063447205,-0.1775985824892621,1.9631201091383697,0.5832368731162842,2.984152338196469,7.443427745066195,-0.46746051162594965,-0.09064873762877262,4.203607721580226,-3.9159430681240925,-3.7882059285130545,-0.4205334966501406,1.0112293729100297,0.10192518766888914,0.12310510673408474,-0.47875547624141346,0.29432023824558035
45,11122.905429668834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.133953593469046,0.0,1.2063969156819598,-0.2832879002518075,-0.3517704949365361,1.1999601605226933,-0.6230923539554094,2.936495211003188,-0.19649202324983628,-0.15248264851133989,0.0,0.5407563662590155,0.0,-3.203921675714903,-0.8829394254591397,2.5365776453368536,0.7059712776910227,0.3393666810541014,0.5275494584142437,-1.084137017980563,5.732960433252836,-1.0842339542356925,-1.2821446477797611,1.0901200384024632,0.38641129797246876,-0.6051841689680225,-4.148961762756727,0.17297051225561688,1.8130567020013137,0.0,-1.910575821787424,0.6485720545115883,0.2207230229076238,4.906310020690164,-1.3446420656763785,-1.7144412031703098,0.6009448478014936,1.5716161399634483,0.6166924880871225,1.3774886312889867,-1.6145175773167926,1.3363734066534527,-0.21540589880871644,-1.0804795777941543,0.5124203190114976,-0.50417047502445,5.32464064993572,-0.2563509034550319,-0.6457499615029358,0.2004420183699334,1.5163134897411217,0.31040882337418474,-0.2540452984870745,-0.050906551330201555,-0.06824080619485616,-0.17223655713240135,2.2453631936761544,0.5772563314583034,3.2020252148725104,6.948630520838467,-0.35163470658968704,-0.10947445479774325,3.5756448880592853,-4.48815628789444,-4.390406155988269,-0.39748687521808773,0.9672869729080711,0.22977864682761903,0.1577978011896971,-0.4924980988740169,0.1899111919110248
46,11057.64204871565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.135416108135665,0.0,1.2578912056897047,-0.27562975219659713,-0.28973466367675305,1.2201827484897525,-0.5637156766106124,3.1128448446145898,-0.26101977482906835,-0.3633404345222381,0.0,0.4938240419287834,0.0,-3.1099879586659602,-0.7319645997800622,2.413467542442109,0.6605316895156272,0.45966151378214826,0.6061759215731225,-0.7006753962137793,5.816454086731054,-0.7506674968094063,-1.4810149345866874,0.7411572581434802,0.3101690528036223,-0.5654051143220196,-4.3575767425625385,0.13034820827942312,2.0233979050575446,0.0,-1.6042416873084226,0.82741766238493,-0.055651942744301464,5.139776332516152,-1.275778046002856,-2.0033803207747165,0.7391175954901532,1.8400454855242312,0.7023834991190316,1.3850805520760021,-1.5300104675206745,1.379794374747623,-0.20825222282799224,-0.959027000674803,0.5605518325363108,-0.3926170223554114,5.543061224516452,-0.36629074943713436,-0.5424291644813864,0.3343539247915229,1.3788189394503227,0.18475422941375227,-0.22583410509299834,-0.04577932886474024,-0.06486635107795136,-0.16966202027062774,2.533184420323078,0.45760123314394197,3.424025732616101,6.456776264928757,-0.15794216683471818,0.05541160659911208,2.9580814988744972,-5.077397146301186,-5.000732264738469,-0.5558978998917019,0.7877813610649504,0.25362319587112786,0.16182286071785631,-0.3008065119992901,0.20765738357707514
47,11042.47375186594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0879716009447358,0.0,1.2141966853065904,-0.32006012170038206,-0.35825689923669846,1.2056230170227846,-0.6081339224401028,3.109930453879269,-0.21716212315439243,-0.20868499421588085,0.0,0.4815846005569191,0.0,-2.9827917645132476,-0.8922629333122469,2.560490438913844,0.7188803949373864,0.4305318408468052,0.46214627224415017,-0.581864253597518,5.761016187626957,-0.7331562686413444,-1.5265614263990017,0.634540572966532,0.282118247618588,-0.5785333465978533,-4.384454674389658,0.20803031127393218,2.080402686432959,0.0,-1.5614930212362663,0.8024435561478893,-0.10754337460128038,5.251582234703023,-1.2367044865364063,-2.0862822815344417,0.8048906787168237,1.817560432927466,0.7164286844982848,1.3671626949881488,-1.4562716549334254,1.5687800298731203,-0.14251360811137476,-0.9752091949963538,0.5246583947603946,-0.3972013651539952,5.510015615985151,-0.36302267423190043,-0.6990046054782613,0.30771098091369303,1.3845372392805215,0.19504506981448094,-0.21736968096155,-0.04385317459083412,-0.06354006013394958,-0.16811916382693207,2.60726732140699,0.4286340866316774,3.433471962508585,6.340423144372818,-0.09661630804866184,0.031432138426690626,2.8435057495131546,-5.218229775848598,-5.146894893345915,-0.5087925035267705,0.7648677214796034,0.21704117151907681,0.14361268932918192,-0.27417802184475326,0.23590365451049794
48,11035.0247406122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0667447022483096,0.0,1.3256427621083149,-0.30154753471598744,-0.3499996166022079,1.1918493754334964,-0.6017043600222186,3.1069991888115145,-0.242895545585166,-0.3364258912212811,0.0,0.4754193400035988,0.0,-2.791613750939586,-0.9820373884666573,2.6494355046744147,0.704482617052477,0.37818525426065863,0.45021630431869214,-0.7555682077401406,5.632500587885439,-0.8242021363868952,-1.4867689414501708,0.543655569218727,0.3422038281605347,-0.5426539973351103,-4.358951589609939,0.28534730466036096,2.1795357152583326,0.0,-1.583105594750292,0.6649941021897882,-0.03428288414942053,5.34650260806383,-1.1573729426427357,-2.153645079962224,0.8803663254539119,1.7880336551743303,0.6423304723239357,1.3723462141350784,-1.3313948833903018,1.6978979506058052,-0.11952477993237709,-0.9714482424227472,0.5168743486535848,-0.3736763545986947,5.51868825550106,-0.3774922488644733,-0.7668655430026705,0.3064429974855002,1.367906516595986,0.16676134343390442,-0.2135782908792393,-0.04394855601122634,-0.06366641499388363,-0.1679652304120701,2.6508382576120906,0.4472847643023992,3.3974032181353415,6.338568812408782,-0.11803149786108275,0.027771441658835883,2.854552154899746,-5.280974962913777,-5.2102251476554144,-0.48284983843548873,0.7972765406699165,0.15077909760457708,0.12442009961153638,-0.2823516568186643,0.2920961450311378
49,11029.5258317015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.100922049094256,0.0,1.3967423727708146,-0.26360856863636567,-0.3272601098105808,1.204014333138542,-0.5876993470547356,3.037640861774209,-0.26781914217526986,-0.34200182205002955,0.0,0.48741783029319036,0.0,-2.7014033595523137,-1.0198793602762375,2.534718069695233,0.6119151329840381,0.19199621915021525,0.4520252218612985,-0.7037300387353023,5.618212626111198,-0.8615773836126601,-1.3955805191557782,0.5264234656238993,0.35583769671895904,-0.5328748893641979,-4.329646029456167,0.3159841197525171,2.350563377698937,0.0,-1.6405124603557195,0.5212364026461549,0.013813497120074042,5.425344449097551,-1.0865667910217345,-2.217692685433979,0.9296918864765278,1.7242570067464233,0.47595166684686324,1.3012696443057281,-1.3096216286559916,1.8221128274967457,-0.06932746174784776,-1.0158405958625183,0.49486745110350916,-0.3482700496509099,5.496884134827943,-0.4227386231594073,-0.7700137123786385,0.3212492817403611,1.4120805562915706,0.21515005786690583,-0.2143367351339006,-0.0442279225397531,-0.06484202239339834,-0.16773520053432864,2.688407224040128,0.46581532131673875,3.307992062252845,6.435263164546237,-0.21919894677188967,0.06588611560046771,2.9530068375357006,-5.3080451744328565,-5.235054936405921,-0.563891464899247,0.9033708066922715,0.09737067186565904,0.15461681601823282,-0.37006641251565275,0.32814798259560146
50,11023.512391671367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1435800739903699,0.0,1.4359531233592264,-0.27083821299662086,-0.2760171984411715,1.2177225155045492,-0.5532306842481514,3.1185256823659633,-0.22669078691341973,-0.3200399901668664,0.0,0.46746285546475297,0.0,-2.5836314676418124,-1.2044449070854146,2.477701002108877,0.3883535180049031,0.13692197865860484,0.4759859648989083,-0.5901793322046767,5.652074780121223,-0.7944280177883014,-1.2449854858302662,0.5252686255437452,0.3510367689849472,-0.5155441099293001,-4.272549708674389,0.29399850336369193,2.5144321269563052,0.0,-1.7531802372018273,0.4719237872188888,0.10311720135854789,5.407661570816734,-0.9734545952044082,-2.2797798257302295,0.9777996221928669,1.545232526870905,0.3091491529445539,1.344664482688082,-1.2747440419544005,1.8053754063467198,-0.13107123950356284,-0.9708953848811065,0.4654805217587504,-0.32520124202992984,5.546828087651933,-0.3721389727160111,-0.7710636889453981,0.3340652574418728,1.3797421415485087,0.18260486916245466,-0.21495672787986594,-0.04575707592168471,-0.06704043533133669,-0.16872761957220675,2.7349353380202825,0.4834255478315839,3.1100035929354983,6.64912787299334,-0.28832954377780323,0.025891860802989844,3.155478055800937,-5.319370249118741,-5.231063846361644,-0.5407386099404076,1.0448721891534425,0.16445269015736874,0.15713037692056675,-0.46758193490002736,0.2737878159759282
