Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_14,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_p.disability_lot,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_high,b_carD_t.full_purpose_HBR,b_carD_t.full_purpose_HBO,asc_carP,b_carP_p.age_group_agg_5_14,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_p.disability_lot,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_high,b_carP_t.full_purpose_HBR,b_carP_t.full_purpose_HBO,asc_pt,b_pt_p.age_group_agg_5_14,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_p.disability_lot,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_high,b_pt_t.full_purpose_HBR,b_pt_t.full_purpose_HBO,asc_bike,b_bike_p.age_group_agg_5_14,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_p.disability_lot,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_high,b_bike_t.full_purpose_HBR,b_bike_t.full_purpose_HBO,asc_walk,b_walk_p.age_group_agg_5_14,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_p.disability_lot,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_high,b_walk_t.full_purpose_HBR,b_walk_t.full_purpose_HBO,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_c,g_walk_vgvi,g_walk_stressJct,g_walk_stressJct_d,g_walk_speed,g_walk_speed_d
34,11325.950127354905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.314491174719508,0.0,1.2537803463515884,-0.456356922525149,-0.25060910493339317,1.4027689028598354,-0.5561820431782196,1.017295618391846,3.2080047043116977,-0.062466415462942966,-0.43633614751140165,0.0,0.4014488386764639,0.0,-3.145843389613209,-2.315609665712877,2.9173065522208397,0.5959315307794149,0.34184887625052707,0.6054451895494981,-1.1621437735541638,-0.3272345538443431,6.76713034847004,-1.6092043317381803,-2.6816408288560947,0.9816166371396818,0.049008020300003896,-0.7846429560692916,-3.8448070407086354,-2.0828496697494674,1.8273645360112818,0.0,-0.48276577980374147,-1.1797081468955757,-0.21538282143449947,-2.7991481461882244,6.026693855373513,-0.883096321846472,-3.0434514178570033,0.9009559849390973,1.7054954034053575,0.8399773793024847,1.7618815287613945,-1.9772555002168652,2.0326263410948533,-0.22216865905092797,-1.348607961828963,0.1323819261139649,-0.4765182457398961,-0.3768978503783636,6.337313220737719,-0.5177474006639753,-0.632593302258954,0.42903082503732193,1.6699363687360578,0.20336084031815235,-0.41253759776348853,-0.09449213860607714,-0.10722616831001862,-0.21815112470502962,1.9731106836589547,1.579775302530308,-0.4758431931678898,0.10289768446121908,4.778583787482045,-0.8055696820115027,-0.46773207624128776,0.23577044820773352
35,11306.819045497788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3487585508742468,0.0,1.1995366792725894,-0.43048304056100617,-0.14586303566555647,1.4159134049801367,-0.5236768469510464,0.7958955008928682,3.3326006983467895,-0.11392195339000202,-0.3022418417022308,0.0,0.3995057213950077,0.0,-3.2625888906956244,-2.2823190334452184,2.830048787034484,0.5218535567220892,0.4077628308137633,0.7285201750764765,-0.994777054555425,-0.4461453158957434,6.85841903467804,-1.6324432198654153,-2.3436645337830213,0.7954203043751136,0.1340606470700242,-0.9003232591662017,-3.799729537053449,-2.159852948744157,1.8311282190381812,0.0,-0.4825817630781375,-1.2022660632222337,-0.14090076779295546,-2.7768570164574045,6.010820462389468,-0.8190940093364878,-2.9129590509003687,0.7342289389697363,1.6340667073896353,0.6961657681436378,1.874942880752507,-2.05016894553515,2.032975040162036,-0.22857458706749512,-1.3099835420297754,0.11861810305712511,-0.4281582501554635,-0.465366703423287,6.200771558534607,-0.7465165926713226,-0.5815142414004599,0.2561837001857592,1.569936369495375,0.14305346428281557,-0.40287095699490194,-0.0911468867843352,-0.10536372195431472,-0.21523053629653133,2.016577497608906,1.5724748495617218,-0.4925219963079586,0.17599503337283268,4.430602139706659,-0.8515597353930888,-0.5313549039614197,0.24849081793348968
36,11256.161663246148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4399735783553158,0.0,1.2217662247976175,-0.3617204466804398,-0.0588643199390213,1.4437241250037733,-0.48733358140963573,0.7311314723019311,3.342031800616149,-0.05994701943136071,-0.3663498189514467,0.0,0.43736350163550636,0.0,-3.6030589327223925,-1.8538672361136534,2.7965528161589037,0.6959390475452152,0.7053949918714663,0.9303051366597082,-0.7376395785457777,-0.7177689781604417,6.721186952065696,-1.85202178852259,-1.4414318007254425,0.23299454052952118,0.13656489462897456,-0.9131833272139765,-3.7463131738772053,-2.226899529000587,1.9646108672700542,0.0,-0.6602008818373304,-1.1791219707456242,-0.13126660177991573,-2.764290289240921,5.983929883838757,-0.49661893850281125,-2.558202271532737,0.46443741882453476,1.5127646953581542,0.24947013194785722,1.7661404307318704,-2.3070601138902704,1.7856388847776796,-0.33356647629866454,-1.337413033093236,0.13264393569857663,-0.49372283951490775,-0.771044747056904,6.181441627520343,-0.4008286657908212,-0.7977704825404999,0.2204009133730888,1.555027327787903,0.14366414735931043,-0.3763497796489575,-0.08137720878250519,-0.10027205258524173,-0.2045924337932039,2.1488752804087596,1.5358716345555332,-0.5264253614710933,0.18670230059163917,3.3486077028701953,-0.9879556308398444,-0.49649473038779496,0.23423201861706616
37,11217.981251428726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.39612884691658,0.0,1.3229664851141,-0.30793139471623454,-0.11683196836871544,1.3997799815079108,-0.4716357597466077,0.8336496901234425,3.2697096669344723,-0.17958707181425146,-0.3856499237461358,0.0,0.48523571765634294,0.0,-3.6301818005968673,-1.4437629993453873,3.069434447322955,1.041645738865963,0.7464534262409792,0.6990260273512103,-0.7522820308506055,-0.6608315657947318,6.70713660671489,-1.8069206515381058,-0.9834798311852535,-0.016998574343851436,0.21718633757369993,-0.7906255880318195,-3.7732353161740093,-2.2164134200630894,1.9660353317077073,0.0,-0.8006039894303655,-1.1016986495535088,-0.18661446910119855,-2.7858756871655665,5.975446847964108,-0.25536997610906353,-2.3120937729947193,0.3954350662093569,1.3511131727595893,0.14763414018971566,1.6573677672660356,-2.284834767392595,1.6280371334945762,-0.2548397530366315,-1.3320437520751551,0.1367650802743779,-0.49115074893282323,-0.8711230118452554,6.107296553260281,-0.659327403836896,-0.7431858102724136,0.32490633431944393,1.6606704178034404,0.2235563054823243,-0.36223247842149614,-0.0810756059927629,-0.09313973567866803,-0.19722013810351194,2.2519405317145713,1.5046588121337372,-0.4887540815005027,0.20502895234232502,2.5480117482088938,-1.0880916836477845,-0.4802103858524024,0.22380758407526238
38,11176.200582426382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2340211752550614,0.0,1.348716921550623,-0.35878960463267673,-0.2448442896685309,1.3086956291920377,-0.6054041856767203,0.7550543830555183,3.3148447933274205,-0.12384787661970817,-0.2726149900141443,0.0,0.4942873761352146,0.0,-3.790493438739786,-1.1870653722994449,3.3462039357453452,1.2742358554386888,0.9411791481252022,0.6070920972426648,-0.9811831944596274,-0.33303925806457285,6.569420053957554,-1.6261953898461918,-0.8700119917529182,-0.041795489291750296,0.3287387216890109,-0.7893072396823175,-3.742340848957468,-2.052677695739724,1.88673716147442,0.0,-0.9932176750170321,-1.1464101562406588,-0.2786408046411921,-2.838758854511414,6.0536051403176945,-0.17471287743066277,-2.0460685639273044,0.42926948973215157,1.2867428006860409,0.28776260984716534,1.6300754858235922,-2.0163794494902856,1.9347628855486256,-0.2748692822029109,-1.2864463113989562,0.12621724926018915,-0.5775347431159921,-0.7607462250206039,5.901750807985938,-0.5447341866966768,-0.6885068486211647,0.5071489614234662,1.497132967842438,0.2542311232417339,-0.3401560053825756,-0.07306616244778037,-0.09035288433556318,-0.19132645535403542,2.371425200343126,1.4502038953889387,-0.41960077224689474,0.3156842940936957,1.6971531721238975,-1.192559652321177,-0.5591873748355752,0.23408205712644134
39,11148.653277445417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.167968288990127,0.0,1.3673885510659651,-0.3754079740088953,-0.3062907523329711,1.2719928426653766,-0.6019350647399769,0.7890343182020866,3.3601281063932733,-0.14352344138072395,-0.16268076026136635,0.0,0.4583086170591879,0.0,-3.8246490066517747,-0.9592288571012386,3.534826912159063,1.2785453678440055,1.0264021309558977,0.6792011514468079,-1.0025549055808365,-0.1591848374071489,6.4788834244587195,-1.3558831962349356,-1.0341695810536211,0.14922647945331574,0.3278504984954446,-0.7465608161425585,-3.683383574817496,-1.8227442091897303,1.8582892510995042,0.0,-1.15246452329865,-1.256343622692243,-0.39161450180807056,-2.8961872416258254,5.901979858748882,-0.17684103721981803,-1.8266118270832048,0.5258298260837209,1.4208663820064142,0.4154123826915226,1.5104917384377905,-1.8928887126758132,2.055648997470757,-0.06674573329223454,-1.2161741586623647,0.12155077470936422,-0.5766887157344345,-0.548929965852042,5.97371842335855,-0.5090495064570839,-0.7468601769049599,0.42108490534525145,1.3506673158070177,-0.041265716643229255,-0.32285090339604605,-0.07116443763978235,-0.09053691410355946,-0.18402284827831789,2.4720043543704637,1.4057977043116197,-0.2821365787617874,0.21043549751622936,1.0542353219557512,-1.265653020632307,-0.41998368634026695,0.336626733851638
40,11117.442057646274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1778740537098327,0.0,1.37587149115102,-0.36039966929186523,-0.26740638746678597,1.2294238959363077,-0.5312963186085761,0.8454769187073031,3.383370583644122,-0.1462938323471119,-0.2444639897452509,0.0,0.4700566166741245,0.0,-3.912726093248725,-0.7609497570051814,3.484606565550144,1.2191468712982203,0.9664598595385455,0.6242815818947409,-0.9625541592974899,-0.12772359638090053,6.534323807941788,-1.2435281911102425,-1.3607684530347315,0.4232657359232112,0.19557451948372137,-0.8331066362543541,-3.6448376410947616,-1.6232206179684463,1.8987186533532465,0.0,-1.2571495084468811,-1.325859858710771,-0.550873105421442,-2.950915150658212,5.7235957999315366,-0.32683204847765046,-1.6564185853680005,0.6047975914168169,1.6276546236385947,0.4981487522312483,1.3298967099338637,-1.8054187889153857,2.0588753112584968,-0.040231810143253575,-1.0189254317974046,0.07993845987601714,-0.40484423919499324,-0.27934948977774143,5.882672147497194,-0.46272956789102215,-0.7878880080472517,0.2806710715728946,1.3590208367224363,0.05632222195409889,-0.30802603295078773,-0.06287520066563217,-0.08887463486149587,-0.1792837350668665,2.5618022505301625,1.3570196469709048,-0.1548211896396516,0.26736058680572916,0.5817675658600492,-1.319532758434054,-0.46792169593475685,0.40318683302226865
41,11103.28157972084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1665306768828492,0.0,1.446280248709916,-0.29309500124830146,-0.26515660184662376,1.223371332496324,-0.5501730100223264,0.7408781025204635,3.3919336559588404,-0.20611040953740423,-0.29214111320637437,0.0,0.5014972899103792,0.0,-3.8288476539628578,-0.761448337924353,3.2155059261317804,1.2554097531611588,1.0088286790876229,0.593792501959958,-0.8060882932511273,-0.101536604373314,6.47113178957131,-1.3502239764711594,-1.6302998605727363,0.6018554386407701,0.24950438044017076,-0.8778148348500302,-3.643459284481825,-1.5890569206711678,1.9017853516579917,0.0,-1.2430288789641468,-1.2396045521366201,-0.5363654843541413,-2.9875308437704486,5.57961199956912,-0.5292288325833066,-1.5894983843261568,0.6406169493677154,1.6812754041564184,0.5623015848696286,1.192248611269923,-1.7070096541639157,2.0770368139482662,0.008381217394344047,-1.1247099375340277,0.19959216501073357,-0.42297930117046967,-0.14612894521399558,5.900269366142191,-0.48951842739617446,-0.8007558659878102,0.2784151632601114,1.4527317115590488,0.1148349407224528,-0.2980112490223546,-0.06153587769124934,-0.0846715929097866,-0.17603533170105307,2.6237651786937257,1.3488803508266638,-0.12041537670386235,0.2693208424341246,0.38045928557607833,-1.3385446717736176,-0.46324067521037154,0.46209271556432685
42,11085.25709508226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.167123399295098,0.0,1.3762338312631337,-0.2931292223197875,-0.26753853631936986,1.2437398654161134,-0.5540496612166244,0.7554091567159003,3.402459975969413,-0.22755556541689742,-0.2903840780341125,0.0,0.5367307963148706,0.0,-3.6476108581585662,-0.9208364672305431,3.14356350132229,1.089617617176918,0.9077923170351789,0.6129164344993476,-0.7478908057696498,-0.15647404592356573,6.341014123604785,-1.6916806246704958,-1.974173020820686,0.7181774474707873,0.4289848839859959,-0.768631595267705,-3.6779750317475606,-1.6317265512957888,1.8574035985617412,0.0,-1.1597637510810979,-1.0482816784333746,-0.3883251602605253,-3.041385972806175,5.4006961183928475,-0.8672174647531034,-1.5714887890135587,0.6642216018719301,1.6883982030567404,0.6098718675588605,1.1865798850646236,-1.663737292617376,1.9075764972271156,0.023278281961354258,-0.9683421921225037,0.25255381192329607,-0.46819488275338234,-0.07960519771006722,5.844172918715464,-0.495467194234132,-0.82048340394757,0.4094189089964867,1.432256254147644,0.07822885734264291,-0.28682984821460383,-0.058582509911976735,-0.07747410191735384,-0.1739266379337632,2.706992474249474,1.3478703286833014,-0.15456700026290354,0.2843350793881336,0.25836718672461423,-1.344605600022975,-0.47478358547776084,0.5035862422566211
43,11077.803068713034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.161408209625462,0.0,1.399959114282135,-0.3085467703439092,-0.2896162826871253,1.2447471034885456,-0.5247618756412338,0.7610530987407558,3.3702375924599965,-0.23931208684081415,-0.21657994940234238,0.0,0.5138220675453976,0.0,-3.526332913377382,-1.0111509257550817,3.0484394879098327,1.0940988706153738,0.7874561764354396,0.629685639167249,-0.7570841430468612,-0.16507424478378008,6.2417260072605485,-1.7560562445395993,-2.086563781981764,0.7238948229851186,0.4337933050064111,-0.684460127562726,-3.680522571587259,-1.640656300539979,1.825522959475652,0.0,-1.0969713617716794,-1.0083852603284968,-0.3444813722280671,-3.0645389979612183,5.362353173733308,-0.9726914953502201,-1.6012507947037566,0.6776135892016488,1.7107727785275844,0.5934670884773109,1.2209759441583627,-1.762952332923537,1.9483570544477222,-0.06789826470281644,-0.9605441644911777,0.22075959185430924,-0.345715632332478,-0.12889008063870716,5.831311511110256,-0.5116648873352364,-0.8461702216177656,0.4348037929836966,1.3907749495763262,0.07721221447267748,-0.28059703591331536,-0.05827550697115379,-0.07448969559886781,-0.1723185253187467,2.746033754900848,1.3491307686356817,-0.161301430019438,0.2596631409893671,0.26890233013679055,-1.339209599193367,-0.44697739325576086,0.4907778409089378
44,11061.571309397319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2379564568449954,0.0,1.5492819474837103,-0.21258454724138093,-0.229876914988686,1.2527331640807589,-0.5195507179860193,0.795196596934373,3.315868948148143,-0.21022841948783397,-0.1609981035522481,0.0,0.5060670355588431,0.0,-3.202575134123009,-1.2631138010806302,2.9025045444464666,0.8928890766452411,0.4812547974140513,0.5250001846726426,-0.8557344083949477,-0.16464246622577391,6.108055618548845,-1.647811480850931,-2.218924962940963,0.6384700863842308,0.3059201100579513,-0.6151557408223974,-3.6539371946415344,-1.6591149398204064,1.8225423793470583,0.0,-0.9819866433765685,-1.1431022322112623,-0.22741193026077955,-3.1288219629128387,5.312138008916852,-1.059878668295528,-1.7520293016947606,0.7377066164310963,1.7485469798844555,0.5083515866870907,1.3687267822138545,-1.9562531429095233,1.9571900508802595,-0.04667556376718094,-1.1282571877168257,0.22152860159960622,-0.47998769893975013,-0.3752491465684591,5.667232628410724,-0.47908622147963,-0.9371311636485253,0.3457677240904514,1.3453850941410546,0.06683213861883872,-0.2757256400172574,-0.05654613641932137,-0.07280941332065773,-0.17061857288878518,2.8404817524571335,1.3081359064704803,-0.01480240936436017,0.33742527919780785,0.4722656581011879,-1.3029115851642188,-0.5386118559761939,0.4116367286162339
45,11048.015086539439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1869839828067281,0.0,1.6544943949445452,-0.19372754026367828,-0.22434205233085402,1.2276116127863466,-0.5142291916735903,0.6961266135715612,3.243302672679416,-0.25929046042103066,-0.3581756942131804,0.0,0.5254684721303298,0.0,-2.921259700742925,-1.565035365621991,2.79884346807592,0.6847033281857284,0.34361499224950254,0.472126081237618,-0.9351150947870674,-0.14845178326142416,6.022158784964847,-1.4257579582567972,-2.2062188422587132,0.5479794862287418,0.36134410031763203,-0.8018013719548545,-3.5683762882889924,-1.5880690821048704,1.9114642321093922,0.0,-0.9632830731651554,-1.2769345632029263,-0.2061954809492065,-3.181361478613225,5.272181391770255,-1.0018753192979295,-1.9149525055037062,0.8026526449771942,1.702784347758765,0.5029532026253636,1.5014836207015594,-2.0908971820226254,1.8545688452655806,-0.14050408332475403,-1.1315622627150979,0.17917650705345634,-0.47845069350483516,-0.5300073171311901,5.643697928301954,-0.4508680059219137,-0.9287588290783091,0.3396777126671067,1.3688639506478582,0.043665774576164745,-0.2587356310373834,-0.05349406574298553,-0.0688679500747303,-0.1681530364992591,2.923991617196786,1.3059491746215257,0.02189327147905603,0.3019877913249952,0.7367131052116904,-1.2555233044271332,-0.510172444591664,0.39256197771359935
46,11032.89408491538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.099138993937035,0.0,1.477580905118795,-0.2558545697774514,-0.3155928787067611,1.185410143407752,-0.5616555980775205,0.6478621585712506,3.290619019601547,-0.1943258316855939,-0.23509802004338026,0.0,0.5059178234787411,0.0,-2.732342717247374,-1.8550493649682647,2.557121552329042,0.5446308048428362,0.260962378511621,0.3053516965096796,-0.8396258785197908,-0.32435774750626034,6.1092377405554155,-1.1836897745003803,-1.9586109975870025,0.5023577966487461,0.2823502033964608,-0.6969129341681018,-3.4483939140732387,-1.4711632480936858,2.1976682927811173,0.0,-1.127393010017554,-1.3272581919355755,-0.3686100563786811,-3.2211556261033194,5.1975723464350185,-0.8165545943338046,-2.1544049464823343,0.8207238103827379,1.6171923072213088,0.45629591239739953,1.5508453388861612,-2.049149297758245,1.81304464283516,-0.13023447823942325,-1.108271822377412,0.1392700721680401,-0.5150946119653328,-0.4367787207399737,5.664557492876152,-0.42997506700761634,-0.891024878779274,0.4928988267871183,1.339543893902654,0.08017693307256869,-0.2426965387407195,-0.05053270505456917,-0.0649649223228138,-0.1662383101977778,3.022952623720227,1.3020580957544137,0.029598279433807537,0.2690800611819853,1.216892534324077,-1.1701257424440326,-0.5035217132388176,0.457712757772524
47,11018.911618874205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.110669684930559,0.0,1.5253144640350762,-0.2633443013273388,-0.299914403483464,1.1737335584475057,-0.5395199490676077,0.6469995502113427,3.4142830660870462,-0.16855733976123316,-0.20165103634664228,0.0,0.5065786337404645,0.0,-2.617479126039454,-1.7274079176563804,2.435752378170698,0.3658350296367641,0.1196649455358747,0.4086887599170471,-0.9782007416290103,-0.41049899475969476,6.138561951822414,-1.0861576122428473,-1.5520746976726225,0.5706366742847324,0.3879684420413981,-0.568152724485282,-3.3634877645040078,-1.4154946278919143,2.1449633612438186,0.0,-1.3164264656123272,-1.2513404759257694,-0.4926966285743936,-3.224955664875468,5.250955814555203,-0.758864973007824,-2.3847484310254656,0.7644781150360428,1.4753488565487003,0.389331039128164,1.469377071173166,-1.8682429815740302,1.7887263423597874,-0.17765901197081854,-1.1592309012321147,0.25337672437411535,-0.3950160217532044,-0.20269876800858527,5.796629351356177,-0.36918318543630685,-0.8258929560355162,0.4105329138011019,1.3008116493541935,0.09643863994804688,-0.24028220846705126,-0.05219300284806523,-0.06310587225748858,-0.16637266606867113,3.115636393940671,1.2786246912749863,0.11397573774283148,0.3093139887528505,1.8105851028502724,-1.0659118258327995,-0.5796736902868835,0.50858616449825
48,11008.203149665305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.098317838944372,0.0,1.5169351499733075,-0.23275060847440332,-0.32422997871280707,1.1715101980708105,-0.5830635806548241,0.6002667648183582,3.431747141247036,-0.16493196471679245,-0.21994721764581707,0.0,0.5260497552502541,0.0,-2.602021447046118,-1.5870988438443545,2.342067708833963,0.37808666680028097,0.003867945783451787,0.4815270584329266,-0.9826051492572474,-0.31101005937209225,6.1698291954506335,-1.076960731585704,-1.2629011095359106,0.64232639972574,0.34615941786271553,-0.5411350476145579,-3.3476404657423307,-1.3877379606968645,2.00028919724404,0.0,-1.4771852557904837,-1.1476237042016846,-0.5231461470846437,-3.209733082441752,5.378709190303341,-0.7961544815989277,-2.543550001554868,0.7329086114639112,1.4732106686364648,0.3278151608605613,1.463328533653384,-1.8682214456098623,1.8142797043295333,-0.1024617402997696,-1.0253412021152561,0.23509243630779011,-0.46117937052792296,-0.06486116661070951,5.7801924322856255,-0.32370491431517523,-0.7618683848794964,0.3015885052815246,1.3452587763619817,0.11145792414549105,-0.23600380244853097,-0.05199990238765313,-0.0619416430288503,-0.16649460764660026,3.1816395240451842,1.2693585121772601,0.10226202886616177,0.22642342922502573,2.2699808054981214,-0.9809295841240219,-0.5184251230446478,0.5809539397129543
49,10992.803480863828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1627328201480254,0.0,1.4257018079719055,-0.24116854171961505,-0.29319230474716695,1.1571263208571676,-0.49825655270437214,0.7261274454863679,3.4288660227172434,-0.12240464707435997,-0.12840661924863933,0.0,0.5595439648288746,0.0,-2.60709038792995,-1.4371444332060146,2.398266592076574,0.40719939685614825,0.18758473806003095,0.381490154444793,-0.7775028748106134,-0.08440729914890702,6.121526654756786,-1.0045226652590353,-1.0018197711176717,0.7363798291561434,0.3234887447178351,-0.7170758086215843,-3.3648636440200983,-1.4175997464063994,1.6960406699895287,0.0,-1.7500382976941324,-1.0214241219471447,-0.45209770334610855,-3.13804027253879,5.48295057975618,-0.9161596861255416,-2.7301556502449618,0.7370198276288427,1.7374483977954311,0.22117767356198542,1.4733633150549277,-1.8839984050982161,1.7211735641753967,-0.12214354159956471,-1.0367349397984604,0.23639536716820703,-0.3795240290516343,-0.015588364461524076,5.770399446422858,-0.3427292739342676,-0.7834442123463852,0.4018323191724057,1.358379062247475,0.1088162706000157,-0.23023008272053833,-0.0514779482292701,-0.06704751382851595,-0.16611328220910268,3.2795074403988753,1.2177992163955078,0.16234382774977646,0.1761418729312572,3.0380465922446906,-0.837033499187007,-0.5099565566663951,0.5742700667955618
50,10980.608985878898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1974373541998893,0.0,1.447182780128276,-0.17600177608654344,-0.2109767577840873,1.154555814674331,-0.4410917736745599,0.7197146341569369,3.407751568703631,-0.15879596752944913,-0.31726010914012687,0.0,0.5251654755013395,0.0,-2.779123565226029,-1.360846217405562,2.369694574472311,0.5799836044123411,0.3507688661543698,0.40083480558464524,-0.7557074792588399,-0.0632416068947941,6.086801109608957,-0.8967417975170104,-1.126464173647502,0.5784563718275966,0.2968190183472178,-0.5283046827580831,-3.407016733600061,-1.477793828618757,1.612081894187299,0.0,-1.8421243131149836,-0.9211644599225527,-0.5073242704903506,-3.013570267213989,5.439677783358606,-0.9565449599806644,-2.8061838809852375,0.7669047971902218,1.8062153406963861,0.38431045768897404,1.5807676523797882,-1.949672378830331,1.623201612085006,-0.10892735248697127,-1.0493299535752683,0.21175652376890958,-0.3684782232309484,-0.01836234555989205,5.74361089375476,-0.39318291869370103,-0.7769960954717638,0.4641366015861687,1.2428309377148326,0.09149766774911064,-0.22662178963593732,-0.04923143375293149,-0.07054482772984012,-0.16659798944243928,3.355332306526737,1.1796186607224264,0.19828451712579848,0.1710214438830129,3.5982421250431087,-0.7170545275325608,-0.5355790079156155,0.5754838355172683
51,10970.384399406625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2212034594936836,0.0,1.4712952518887994,-0.18022464852590964,-0.18429834353346708,1.1631273864435996,-0.45225973234791605,0.657356282664906,3.3637793838988794,-0.12628306765421854,-0.22103327583548155,0.0,0.524337499562992,0.0,-2.83991431401649,-1.2208076625188893,2.5135429633210142,0.6339142990746768,0.4144789780909044,0.40340274259238634,-0.7472769490414339,-0.20217312987099129,6.023455269936118,-0.7841601152602207,-1.3437421509883876,0.39924883132414435,0.3703744165560168,-0.5180646226874893,-3.46103559696366,-1.5823660523224023,1.6312745886531983,0.0,-1.813088369594718,-0.8169920476461485,-0.5975733864783492,-2.868904782248615,5.386502621298894,-0.9579073463302142,-2.8482484865579045,0.7908332181200521,1.7500746731289916,0.6407514302524734,1.5557598641272867,-2.0571049294320933,1.6244615411469652,-0.1154660237490712,-1.0599233014433722,0.20859571230373797,-0.40353046370890133,-0.05401552983488871,5.688927791105057,-0.36477159656900243,-0.8529790593465589,0.39684979154908845,1.3482364883983864,0.22526294608772393,-0.22166793294899156,-0.04741251934174526,-0.07167642933484125,-0.1654545193589018,3.425127138230539,1.1608890965106724,0.16937377439693208,0.08383189884480692,4.022214136583547,-0.6099044650634744,-0.4714237253177721,0.6033092711824776
