Iteration,LL,asc_carD,b_carD_p.age_group_agg2_5_14,b_carD_p.age_group_agg2_15_24,b_carD_p.age_group_agg2_45_64,b_carD_p.age_group_agg2_65,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_high,b_carD_t.full_purpose_HBR,b_carD_t.full_purpose_HBO,asc_carP,b_carP_p.age_group_agg2_5_14,b_carP_p.age_group_agg2_15_24,b_carP_p.age_group_agg2_45_64,b_carP_p.age_group_agg2_65,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_high,b_carP_t.full_purpose_HBR,b_carP_t.full_purpose_HBO,asc_pt,b_pt_p.age_group_agg2_5_14,b_pt_p.age_group_agg2_15_24,b_pt_p.age_group_agg2_45_64,b_pt_p.age_group_agg2_65,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_high,b_pt_t.full_purpose_HBR,b_pt_t.full_purpose_HBO,asc_bike,b_bike_p.age_group_agg2_5_14,b_bike_p.age_group_agg2_15_24,b_bike_p.age_group_agg2_45_64,b_bike_p.age_group_agg2_65,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_high,b_bike_t.full_purpose_HBR,b_bike_t.full_purpose_HBO,asc_walk,b_walk_p.age_group_agg2_5_14,b_walk_p.age_group_agg2_15_24,b_walk_p.age_group_agg2_45_64,b_walk_p.age_group_agg2_65,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_high,b_walk_t.full_purpose_HBR,b_walk_t.full_purpose_HBO,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_c,g_walk_vgvi,g_walk_stressJct,g_walk_speed,g_walk_speed_c,g_walk_speed_o
59,11105.322405483155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1290449364201973,0.0,1.4787375564144858,-0.15272260285576084,-0.24989302039094205,1.2262526105615095,-0.6637449092829353,3.335590633948093,-0.15100306606614478,-0.34135766064168105,0.0,0.42303931567081615,0.0,-2.737708928245751,-1.168596270438375,2.5950764517704754,0.5469999832140909,0.45504724315038303,0.4708292869899997,-0.6111177270003302,5.8069119971551695,-0.6807096305022676,-1.2378334048085482,0.5392404421321324,0.29073229514687815,-0.5631658144804426,-5.475695738965262,-1.121980002911983,2.6243294272813773,0.0,-0.5682973743342455,-1.542254775558461,-0.3188195411778043,5.975737013035649,-1.2936831511925895,-14.462955869910498,0.604479265810779,1.8251100559958222,0.7204267310768026,1.4822605888546623,-0.6996602387261719,1.7809209780174724,-0.14837962931838905,-0.5768536271145654,0.22865188942291026,-0.4190502783961874,5.494076587426138,-0.3216015688807184,-0.7271550042899915,0.37849107303459584,1.291105545110682,0.10606064867695296,-0.1748642676697389,-0.034391009165544814,0.11759858693623923,-0.09547948975717496,-3.022869007005593,-1.711904416430589,-0.3365160666785606,0.6743260328857028,3.676251797567391,0.06779060379861683,2.004966378516795,0.3529362025779075
60,11104.095446288798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1367993160541818,0.0,1.4873549576167442,-0.14478467432321518,-0.23977532382843428,1.2069113732387282,-0.650823877301716,3.3890063082398743,-0.15110941642530995,-0.33473885794132124,0.0,0.4218659830894664,0.0,-2.7376060635520902,-1.1445247803040597,2.5900064940155763,0.530828962545737,0.46741184932221475,0.4653876300228541,-0.5553543186309282,5.842238333126258,-0.6319258154789386,-1.2740792722005445,0.39882145519854784,0.26894229025772726,-0.5653658972862796,-5.413433256053106,-1.125805456561372,2.5969265269316297,0.0,-0.5151139140039818,-1.6235028926527368,-0.3300845823769392,5.991135735822845,-1.314088877797904,-14.564369954054492,0.7154340991436954,1.7603854747301404,0.7358139182062551,1.4065812939452298,-0.5511312048319961,1.856346157290338,-0.10818650606387037,-0.57426669203827,0.25140971084259056,-0.3639320379234025,5.559309333669173,-0.3172393976130186,-0.719239220396217,0.34331528194890104,1.2811768736420759,0.11110846558846771,-0.17426302644043581,-0.034481750906457075,0.11687268695370999,-0.09581838570188533,-3.104775058920338,-1.706206063194377,-0.3606199119457988,0.7338278976587278,3.7066246001571517,0.009984714534856616,2.0299215342822547,0.26977896432037773
61,11096.908318662494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1925432033588304,0.0,1.5147966192984046,-0.11721630193665622,-0.18451134473396577,1.2269677589588348,-0.6085595757177692,3.4166468011186186,-0.17790079071048703,-0.3588578555076647,0.0,0.43399160385428487,0.0,-2.7836135347732234,-1.0620075704551322,2.6153858722714696,0.5438869800395877,0.5158262704151791,0.49056384095193495,-0.48117822099481544,5.875753523911191,-0.6256027112335618,-1.2771037212831489,0.4501577076799469,0.3083935430673901,-0.5574104617321465,-5.405048761048043,-1.0318626324459668,2.702749191353841,0.0,-0.5363360841672496,-1.4336551838209792,-0.19404756584206292,5.924696310000776,-1.638643079529563,-15.173301436472366,1.0732385204338757,1.7507299213146432,0.6951434714765927,1.2263285996786832,-0.5835343468186864,1.9462791125927896,-0.039603392540501894,-0.23270959818128573,0.27976024851473863,-0.28463382276996263,5.623028771547573,-0.3389750404685739,-0.7483976614595644,0.3519853445157461,1.2988895373845741,0.11824042540033908,-0.17704090003891257,-0.03577293533082257,0.11372779282087438,-0.09558674493229426,-3.565044456962779,-1.7094038839470633,-0.3861751327978704,0.6380748990362308,3.90991987682038,0.05361484025999584,1.8479636140660405,0.5750094350092928
62,11094.15276882819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2050939968932395,0.0,1.5062998278937063,-0.11360761436114827,-0.17023319793452474,1.2223518564940865,-0.5977027081049632,3.4273841082978596,-0.1745679734436057,-0.36734205334960074,0.0,0.43875867268096963,0.0,-2.762089124357524,-1.0828997057447274,2.5852933343944606,0.5325398532146969,0.48828583378459944,0.5025805792432146,-0.46877242731549035,5.861730473524824,-0.6566537874120139,-1.309875591273813,0.40636241430852016,0.32030693345230676,-0.5670479664543656,-5.48229249011828,-1.084767311504683,2.62465339997755,0.0,-0.46312750696512023,-1.503484695477198,-0.07662173904342709,5.952519834837193,-1.3693703542030935,-15.500541554261053,0.7219282890177772,1.8727906568684571,0.7751862135933747,1.2111087514105847,-0.6772424569847609,1.9536256825275147,-0.0338964219178644,-0.16417978397645155,0.28464242253173344,-0.2716344532209305,5.641434928429809,-0.3376572792657671,-0.7512151881469229,0.33052596941704443,1.2932663901484522,0.12118117077870279,-0.1756265348687566,-0.03523946039879188,0.11401585157954951,-0.09539245445294486,-3.7917034143106423,-1.7156770682764526,-0.3837334508787574,0.6850380327631398,3.9919464327985814,-0.0025666166162110968,1.6749877007232223,0.6600209535473963
63,11092.98866722786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2050556305615,0.0,1.4816473483529353,-0.11218074775288034,-0.17045517060560514,1.2154045803761577,-0.5894025901287859,3.4540731044115334,-0.1718145117604597,-0.36109174561275376,0.0,0.4365797798891591,0.0,-2.769355661935892,-1.082671316214803,2.5546885116920186,0.5203499871393099,0.4930144249840372,0.4912808727708825,-0.4478277955510431,5.900407334221633,-0.6540582944972018,-1.2437672821092105,0.43250648651864676,0.31670008969512986,-0.5672607916832375,-5.478320979049455,-0.9951865716459111,2.5590668009650717,0.0,-0.6135776999675666,-1.4049724734807771,-0.055202850918863275,5.984127503640593,-1.2661873208603396,-15.774394558320832,0.4969605301074372,1.8594236570082079,0.7832734397572115,1.1790762330992874,-0.5798393329929987,1.938015540899169,-0.024707608342570478,-0.13659029225864122,0.2914367606315638,-0.24835948867801141,5.676875584284437,-0.3401839235725207,-0.7457927431496213,0.34242009573969523,1.308858818616744,0.12682462731599353,-0.1782727289865423,-0.035762717519929585,0.11231574048348178,-0.09603172327764399,-4.001896014438389,-1.7109206082791806,-0.4293204412668605,0.6082444733397727,4.019560295869759,0.0703749938416858,1.7971029283048563,0.6542553237531087
64,11092.024951510575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2507257646765386,0.0,1.499033231766328,-0.09378867354918888,-0.1407307673194854,1.243533013694709,-0.5871628106237144,3.5703304733048027,-0.15136737739110315,-0.4024420292788723,0.0,0.42666569776673385,0.0,-2.601912994964923,-1.4840635171025962,2.5100433909806865,0.39844053021559583,0.34031566145041026,0.46199374670294063,-0.5232033417476545,6.021786757989351,-0.8035229171095892,-1.283386586461847,0.6204650077210132,0.24175697888539588,-0.5906177176691819,-4.981090478119045,-0.9984359227369319,2.531035827698685,0.0,-0.6690890544475543,-1.3380022516577974,-0.11061958748165136,5.8867302570772,-1.1685126146829337,-18.076639347036984,0.6777168086337655,1.5948432423157488,0.558350222290436,1.2693320871393114,-0.9505771926134601,1.9589906295738169,-0.04824284090988442,-0.1488073078190522,0.2993296268753819,-0.2525040639535759,5.819514023643105,-0.35030203470729454,-0.7419984166222046,0.3556055251165197,1.313187716323373,0.14540597497348276,-0.17395308656662276,-0.033675944626325734,0.10436152966934965,-0.09602999771657988,-5.858326840615586,-1.7003230061676124,-0.5591020582881128,0.6445099420381109,4.1515172327837435,0.0996997184143204,1.3746073823091793,0.6441146873579849
65,11084.198772552407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2472814778737216,0.0,1.499574329753068,-0.09275114685026946,-0.152935051185766,1.2309476449487553,-0.5938816622933442,3.641640643062756,-0.15572796875089526,-0.3559753755720414,0.0,0.43028218935673496,0.0,-2.7380468827235447,-1.2403979428744667,2.573419111829657,0.5283605666532758,0.48129105379982134,0.4906091124237386,-0.4633615678080332,6.0848904942468085,-0.7284618674318031,-1.2501768910866793,0.5503826116090523,0.2878251315749331,-0.5680771115693288,-5.458081868350604,-0.5276577748306837,2.582188431256326,0.0,-0.461365500777294,-1.1220938339076,0.026595348208431138,6.128088124653926,-0.9671066251906761,-18.780244294499756,0.6485284582196899,1.7787510246718312,0.7127362052898891,1.2335548024817264,-0.8366678659522728,1.933251761128215,-0.023676531681679196,-0.11807784569593727,0.2794798887692621,-0.2511181799197166,5.862344349501873,-0.3414282570402059,-0.7320881728641973,0.36598350103069094,1.3064541187669165,0.12370602045112793,-0.17686931940340528,-0.035309524260343096,0.11088923926596699,-0.09537245786445855,-6.686179590155916,-1.7296219204454546,-0.6726832146186555,0.6154865730727821,4.172399462991988,0.11211223783833256,1.4544307833655352,0.657239466320593
66,11079.942648803899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2075666555018782,0.0,1.4577527292506651,-0.10328246112268127,-0.1713639884693081,1.2130054809317268,-0.5993438914264708,3.6273004817574197,-0.18359653090081127,-0.3489898257363526,0.0,0.4377171834714426,0.0,-2.7726707241384885,-1.0629987371223293,2.545877291761305,0.5504709779397757,0.5066350455762586,0.5045098401267682,-0.45627145055486446,6.069578149978106,-0.6916414847540416,-1.2435853990615398,0.4697230959681832,0.3266591340358029,-0.5826845153641412,-5.2231624751445285,-0.634060924460609,2.4905816581302,0.0,-0.4161004508333464,-1.2961049182718865,-0.06072224863329008,6.023243326717447,-1.0131997104001134,-20.057111246802126,0.6794688858529964,1.7499116931414602,0.6904840285882529,1.2186891009342382,-0.6571175479860628,1.8933799541608032,-0.03534208691722066,-0.19592229260995203,0.27895219781777925,-0.2708954211892029,5.842252473780378,-0.33981765686325216,-0.7260360207220551,0.34201379265034093,1.3152128248550663,0.1266429339186752,-0.17715888091367316,-0.03505014679281918,0.11369165274951655,-0.09575033661405011,-7.8582773351155195,-1.7470504293358813,-0.729024758092434,0.5617264608825266,4.227724324777543,0.11593632568975723,1.7350869347828901,0.621069523685395
67,11074.926849669702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2096182359056624,0.0,1.4896794479535684,-0.09812580709895148,-0.1726262850768535,1.223287721814094,-0.6145343530104238,3.753750082075211,-0.18012305375747592,-0.33021365425295346,0.0,0.4434313019662323,0.0,-2.78345682799233,-1.0354593277212072,2.585638431155295,0.5592119391014251,0.5090198792532412,0.536423454140165,-0.46303514527445655,6.202845881613201,-0.6837106651532594,-1.2824460409903597,0.42137070720687475,0.3318927755575897,-0.5849595370345712,-5.061042858954515,-0.5176503449940592,2.47350608628336,0.0,-0.4502308147199802,-1.1478349963531813,-0.1213977652352593,6.133787079341775,-1.0004003802565347,-21.993904617512012,0.730036032020153,1.7133313227542768,0.648068890416506,1.2436281263065827,-0.6535622202105397,1.890595636247258,-0.048168217402470376,-0.23999248642400578,0.27777869911675157,-0.2933435637055886,5.969218238486109,-0.3409824246830477,-0.7371124163536381,0.3466343379009304,1.3145123937798402,0.12046346493827861,-0.17717142284879753,-0.03576410567836805,0.1119646806883889,-0.09569349170936729,-10.311862831476999,-1.7632762772011774,-0.8719825878718831,0.5378065322633269,4.405368388172711,0.13078435575595548,1.7424905772821795,0.6187925855019688
68,11069.463223349223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2033599736897274,0.0,1.5039474579688135,-0.10159908426276784,-0.15070325612676702,1.2214102289469577,-0.6221797568241422,3.907866728427034,-0.17615602532067004,-0.34438514687298594,0.0,0.430069260301012,0.0,-2.741387173584255,-1.1801350327426254,2.592077081627594,0.5489361757933033,0.4811204667826743,0.5143817813472071,-0.5057301069013382,6.356314446933943,-0.6827225233886861,-1.2970098715743343,0.4964914144220273,0.30232547742523513,-0.5636519322499576,-4.7477258185179725,-0.38874995887542435,2.4300101310425184,0.0,-0.34497601420356083,-1.0419096063881292,-0.10143377506737318,6.180292591060245,-0.9816883891594038,-26.567819814242384,0.8966834590117896,1.6160101857285643,0.617657235739879,1.2083043104234943,-0.5445933451640126,1.9142070920447236,-0.03372452494988589,-0.19346306658886667,0.27620467221097106,-0.28835196117967665,6.114610065935446,-0.3342530939579926,-0.7424286258490164,0.36919344834090406,1.3294332612194792,0.12765010155375237,-0.17806987561668516,-0.03588927636660555,0.11558227544908721,-0.09637293469427154,-15.899209479959445,-1.8174253255964268,-1.1790873701515427,0.4030372097473912,5.1954159119619385,0.19441067194534145,1.9262366989644797,0.6256130277087351
69,11066.22963194795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.204618596654443,0.0,1.5302183596318915,-0.10156504399524281,-0.14980316157288953,1.231711472502232,-0.6232072467759977,3.884224127900305,-0.17137718827238768,-0.3509683302408978,0.0,0.430688725433358,0.0,-2.730532142838606,-1.1820784191651386,2.6146726587705427,0.5246978957375232,0.46998495619248243,0.5179304520600615,-0.5177325790144492,6.344661017354509,-0.7290155191237939,-1.3453347776373117,0.48707152454588826,0.29728283174964426,-0.5816637403689477,-4.713570425045521,-0.567692912742298,2.4186925242828683,0.0,-0.46068424240492506,-1.011915961823592,-0.10105462935111487,6.206575328867839,-0.9595789870830445,-26.788060364247116,0.7972423779527387,1.6663618001700615,0.6298759851392883,1.2339110356516645,-0.6082235146125308,1.9321384125864898,-0.04716262323113029,-0.21054289970203546,0.27406789179009733,-0.2940656181963729,6.111005312598967,-0.3434051729590258,-0.7610246867817377,0.3673071257172572,1.3225614746154168,0.12603290495967354,-0.18011288648537283,-0.036346987581223365,0.11441033158308092,-0.09724380068388942,-17.624684144578374,-1.8309908667882107,-1.205427446357826,0.48853628854321307,5.295190828087456,0.10060127305366606,1.799301674256977,0.6258597750389743
70,11062.110291512625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2002967839855454,0.0,1.5512857343564712,-0.11368206567471262,-0.15807444590017722,1.2313578260939222,-0.614637173277911,3.826467536842476,-0.16705062336041368,-0.37111117455369846,0.0,0.42499391857574925,0.0,-2.695294075081657,-1.208036082418501,2.6072674725315506,0.5043575764218724,0.45057060036782914,0.5208509357289396,-0.5237159638363501,6.294749251722473,-0.7448646202612541,-1.3647000385690862,0.4836441202918179,0.2900077629033644,-0.5860403236197372,-4.721210954944915,-0.6882133751682457,2.414577296031397,0.0,-0.5113740572251814,-1.0642958490119319,-0.06727313633092755,6.174374503863954,-1.0155033361861612,-26.698352423944492,0.6593391993826957,1.7200573831924098,0.6891693859016416,1.2652655190196982,-0.7285038477112113,1.9589879338478753,-0.05851968788941761,-0.21127675002979385,0.2731210909074989,-0.2872730682206464,6.073172309847168,-0.352807780948101,-0.7829373616432107,0.3555982966113574,1.3039459222985532,0.11410112147067239,-0.18671586104413398,-0.03861268360185749,0.11122878353800457,-0.09931903156148944,-20.95783687247333,-1.8525622053200381,-1.3031891028989175,0.6885432930619346,5.551319545427018,-0.132025832950203,1.5811554180531862,0.6125264919196727
71,11058.104709418232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.20906513859129,0.0,1.5316792652993545,-0.12120775289756042,-0.15679579532266866,1.2383851711861988,-0.60244953146757,3.7398007580477346,-0.17474976223146702,-0.3799694135280755,0.0,0.42748525103881196,0.0,-2.72782252123492,-1.1920815932511246,2.5849826974802754,0.5083717494091251,0.4814575947142047,0.5071206473375611,-0.49506095754128643,6.233469620078568,-0.7560104010438607,-1.2623421625567712,0.47244317323295687,0.29823085586538084,-0.5772236312534884,-4.766408411525227,-0.7328481770475824,2.3807490726925202,0.0,-0.5831821854164958,-1.0455462968354574,-0.09167176429225625,6.113039893927555,-1.0197858970444407,-26.671065764985908,0.6095007658441348,1.7792152118214943,0.7637376034130878,1.2499061035638943,-0.6718929163239372,1.9496978997225973,-0.05541220600667329,-0.1847559845156851,0.273523824262775,-0.2734713218358376,6.006652252965902,-0.3619700862117155,-0.7877921726554356,0.3666881386055104,1.3237071649492433,0.1237780526510671,-0.19736818771650108,-0.04115925918987285,0.10567942515710207,-0.10203452435784455,-24.965953905757736,-1.8734839428088117,-1.4603441156550518,0.632454181250245,5.82634805668756,-0.11670404333206612,1.6793200460676925,0.610902359423738
72,11054.307883186282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2073463440799126,0.0,1.4957852112468448,-0.1271403327478799,-0.15920837426777362,1.233143320054842,-0.6024569777051048,3.619069152344112,-0.18243302726754862,-0.3845595937978243,0.0,0.4250469540948571,0.0,-2.7410183624148647,-1.1912799969842094,2.561412497272279,0.514809988819453,0.5132862295955253,0.4902910298574892,-0.4897968618692509,6.125164320279049,-0.7617126174754971,-1.258623992429545,0.5158266522951432,0.29817015461145996,-0.5700230531491618,-4.819213549109479,-0.6577853015130932,2.39640925112412,0.0,-0.5182740197963918,-1.127989021785208,-0.07632850549240512,6.010157536399285,-1.009311512753165,-26.429172128263264,0.7683906044191278,1.7542467411746123,0.7248612687920444,1.2585619976637228,-0.5882146830752816,1.9319980982369054,-0.05287269923665002,-0.1535382862679058,0.2631518893251509,-0.2667461596178573,5.904834913841516,-0.36750876993930737,-0.7889374239377641,0.36701580429038994,1.321519276851108,0.13145352239779545,-0.21046637522755504,-0.04424675381960638,0.09780462870040603,-0.10592688718842223,-31.521968395041423,-1.910330253203877,-1.7252095055247665,0.6610278168031968,6.699491012033175,-0.24213427482074118,1.6828260787817306,0.6244683248626208
73,11051.610231041945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.214164180284441,0.0,1.475738323810908,-0.1244462099224861,-0.15486424308703184,1.235572797982165,-0.6030760025070966,3.546779438382815,-0.1828552460419826,-0.3674919258001907,0.0,0.4200983739245385,0.0,-2.737197444095215,-1.2043366902236952,2.532489180548011,0.5344064903872732,0.5125122341419085,0.5004322825955906,-0.4774291178110284,6.058674506327865,-0.7339329180688879,-1.2095466493745912,0.5323564486685772,0.3212653108758433,-0.5550534352886793,-4.85547889483577,-0.42264221650728995,2.3942133768098963,0.0,-0.5059087346401582,-1.2259024566595969,-0.08556971438539895,5.909190699093573,-1.0747258750912412,-25.94889336310474,0.9242275841982844,1.7816556152386838,0.770440400558455,1.2641625310562217,-0.5491821170379273,1.8816490312156344,-0.04448973393345261,-0.16680411355515395,0.2662744563784204,-0.26943247771416595,5.818928169438028,-0.3592187097896985,-0.7640128456699868,0.3898974235752807,1.3415997160349054,0.1361817806947746,-0.21989609139601057,-0.047181771934854316,0.08849746040824842,-0.10858273545028282,-38.32378303157179,-1.949268056893736,-2.0394316350862027,0.4300225397332826,7.780960697291999,-0.07672781763773207,1.7449495452645478,0.5717117022593714
74,11048.60801683463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2159906680525683,0.0,1.4902323717241206,-0.11935353901342949,-0.15032835237270464,1.240963127323222,-0.6112835136058883,3.561551024564599,-0.17775646983578564,-0.3610044856535217,0.0,0.4247797525582651,0.0,-2.754026986045459,-1.1805498145038784,2.588021996264391,0.553599943210798,0.5142752900659483,0.5017243967981349,-0.488506014432311,6.066926666555921,-0.7414414452522162,-1.2729043071277861,0.5017875943495038,0.3151256142508689,-0.5531520352530719,-4.887699899456365,-0.3780992082791763,2.4138200393999782,0.0,-0.46251269355696256,-1.233019433143726,-0.10352311898485447,5.932382415121925,-1.0224517497537082,-25.210384355394552,0.976186658057065,1.7858422040153776,0.7374256869120608,1.292802242143287,-0.6458292864079171,1.9018510004100568,-0.043493811180899,-0.22026352087231704,0.26673946965453266,-0.27917710813618224,5.832733210553295,-0.35361672884451834,-0.7572924150380604,0.37013050346236004,1.3284128684188632,0.13796578330961318,-0.2158798580712669,-0.04587700604526136,0.08706749401466655,-0.10817059171796034,-39.20954700864291,-1.9531280156883555,-2.0554895642011335,0.5310056463599355,7.59205914309383,-0.14540691794076305,1.5747463395683023,0.5102442452213722
75,11045.833083204398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.207389058225582,0.0,1.502607275849831,-0.11475003772233848,-0.1477390479040714,1.2384441596595013,-0.6261187443837857,3.5630405751536776,-0.1737861243137088,-0.3525174727429645,0.0,0.4242972465547577,0.0,-2.7136219797482957,-1.1886223992720655,2.6043615590228604,0.5366345060935054,0.4884096701262446,0.5110732917042299,-0.5214426334747101,6.044712709576004,-0.7504433703801611,-1.342461511522075,0.4785778514000689,0.3005308110882909,-0.5664789754485826,-4.8659607082650895,-0.35802818842401213,2.4472434818822655,0.0,-0.430185111171023,-1.2578914419804799,-0.0951117068823214,5.9309553897280995,-0.9891389037642403,-23.842011208067607,0.9345416683373788,1.7693278710078824,0.6749601590563373,1.3128789776065841,-0.7005698175286179,1.923332251381052,-0.05012720614822132,-0.2432191795716872,0.265387361879691,-0.2895499433771468,5.824653971959858,-0.34420281660534,-0.7519935481654192,0.3489437734041132,1.306432859530879,0.13415421458088927,-0.21131627084151716,-0.04476255928484164,0.08082301068492143,-0.10810305331442091,-42.91983849108637,-1.968928656720104,-2.1495737318748422,0.5657011541214015,7.967997520341356,-0.21707522140158603,1.4513505500741826,0.5316948364481258
76,11042.74477649896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2051300348285745,0.0,1.5203605121416308,-0.10944047792123063,-0.14279773201771687,1.2359028302640103,-0.6315606068440696,3.5444101088839646,-0.17003539514179297,-0.3461845055485937,0.0,0.42580861967588074,0.0,-2.7072656117949885,-1.1847363076307893,2.6192002305251925,0.536078563073643,0.46806342729061234,0.5189034580842994,-0.5362336816554982,6.0080611243926025,-0.7638262846858956,-1.4003597192388746,0.47998969932996005,0.2991850837967021,-0.5775264821047656,-4.853417266060185,-0.35756520484173904,2.460210559637182,0.0,-0.4523856006283941,-1.2601854047217482,-0.08781191747601602,5.9129911258227095,-1.0113468146179074,-21.401159015040413,0.9338908054436622,1.7783910189396155,0.6400829519392854,1.3262441056543257,-0.7702256432827826,1.9358785260649956,-0.05087219372544637,-0.27652193798068564,0.26737542606103987,-0.29505318241817685,5.798936589587122,-0.34246675468723325,-0.7521734612065955,0.3389500003781014,1.2998465923273452,0.13288898995260678,-0.20531359895055545,-0.04299034088694345,0.07119576856472828,-0.10854195563255988,-50.03148789909373,-2.0006168143165195,-2.3648813086091818,0.5483011557407192,8.519987788807303,-0.241491910836073,1.3204704681680985,0.489246200506432
77,11038.313781169158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2020325894564774,0.0,1.5274118291593344,-0.1094018583607876,-0.14454933785838078,1.2248031443580785,-0.6263820893498192,3.536905442806019,-0.16945823486043146,-0.346364497484016,0.0,0.4241577034583141,0.0,-2.691967758267393,-1.204889478754979,2.6120129239231438,0.5160646283664149,0.44662363126303956,0.5196888124849504,-0.5393133014478827,5.983841299406363,-0.7593950446072704,-1.4092712934871696,0.4778313858573681,0.29111722426585807,-0.5892751649224837,-4.857277408759879,-0.44301163054559634,2.4935269533126974,0.0,-0.46546315104896296,-1.223922895752766,-0.08354015203318248,5.9109671273310544,-1.0096893466581942,-17.843904050820427,0.8899907908878952,1.793241485290366,0.6543820689815762,1.309123183582754,-0.7626238456308269,1.9340641724599303,-0.054170622965364554,-0.25194551071082927,0.26663736871025384,-0.2945914591547559,5.769842984668292,-0.33827707829063003,-0.755808220832908,0.3409628177636774,1.3002927450122443,0.13031790487268374,-0.19455484611936935,-0.04015372320133145,0.06074340093249127,-0.1085430199885727,-59.902831595169246,-2.0424861975256277,-2.666447189288483,0.4907849564616824,8.216767625273118,-0.2163879692677021,1.3705502478493203,0.529303464104793
78,11036.679584196292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2026682736996714,0.0,1.5237457926306395,-0.11031169615039717,-0.14751213387486875,1.224499972844377,-0.6229154300909405,3.5302131881411727,-0.17050456711252748,-0.349510760586047,0.0,0.4251991408532288,0.0,-2.701992495673734,-1.1987448788810378,2.6050558764116656,0.5183260150306397,0.45156482600288517,0.5157965245643324,-0.5324126818290107,5.9779516651017,-0.7568099729455575,-1.3894209114253424,0.47631773269975053,0.294088165249707,-0.5849858863296186,-4.839440924243626,-0.45295836472732204,2.4804715496344802,0.0,-0.4823786627428657,-1.1772916794314106,-0.07762247383589774,5.90479443812263,-1.0102659399975542,-16.539298080870847,0.8849298014633827,1.794822780009557,0.6524893352019737,1.3032233338206867,-0.7566503792694714,1.9290812012819478,-0.05327081974195058,-0.2460544012356717,0.26634850397573173,-0.2937261515582544,5.7614694070837364,-0.34069325217454494,-0.7568507659754274,0.34416638097659213,1.3046880424944072,0.13039901418640257,-0.193196585274933,-0.039685068857205026,0.05385475117038584,-0.1092333298976102,-66.1938248427755,-2.072979134518419,-2.8902392391658185,0.47141375758674475,8.23725024434201,-0.2192698279418597,1.3661702534499958,0.520732181353528
