Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_14,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_high,asc_carP,b_carP_p.age_group_agg_5_14,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_high,asc_pt,b_pt_p.age_group_agg_5_14,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_high,asc_bike,b_bike_p.age_group_agg_5_14,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_high,asc_walk,b_walk_p.age_group_agg_5_14,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_high,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_vgvi,g_bike_stressLink,g_bike_stressJct,g_walk_grad,g_walk_vgvi,g_walk_stressLink,g_walk_stressJct,g_bike_stressLink_f,g_bike_stressLink_c,g_walk_stressLink_c,g_walk_stressJct_c
15,12592.244156582443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1401748675087842,0.0,1.0921855505642744,-0.2650417569322927,0.40552046774891615,1.064560800397363,-0.5456672772467133,0.7886921425063959,-0.17780034295236646,-0.20593043457132504,0.017924803458151103,-1.631676550928113,-0.9006038382563665,1.2914635415349975,0.3143203545188851,0.2946332932272035,-0.02171201445510379,-0.20790143183788776,2.4943388798363135,-0.4893481146418415,-0.5218591030939674,0.21377774667609797,-2.0897414212575947,-0.86674571101234,1.4856537534328547,-0.31564706671723675,-1.8286458853083811,-1.5782920253720123,-0.06521729194137055,3.2257741588269186,-0.8267562951156464,-1.059286538240652,0.3355561740171754,2.003650993279798,-1.7997805417169308,0.9809530407233689,-0.23919753359355933,-0.811612935217477,0.009986963487919276,-0.13031907501175818,3.009038954611804,-0.29791491075016774,-0.44142289901829806,0.40473776135630224,-0.5263937565273631,-0.11377362976607452,-0.27382540463760907,-0.14848473716146193,0.035526391818726036,0.0,0.6476785466919257,0.0,0.0,0.8347335680016785,0.0,0.5960237398953738,-0.6665670231599579,0.3462705749808744,0.03009652773122752,0.13092522463786258
16,12546.814822367738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4440297286417632,0.0,1.249518136195034,8.784089025903885E-5,0.5047497622543807,0.9417928976762803,-0.21167471024004997,0.9784651441865806,-0.009085660960255149,-0.39931428782921186,0.02463827040156751,-1.7559082081604955,-1.0893600405795736,1.6564778764785753,0.5120380246884716,0.6389352864184255,-0.30236975994304177,-0.01322165768117925,2.845621153936018,-0.7403313371742894,-0.48905724374493104,0.18334298421616507,-2.3674730619901645,-0.985983781314226,1.553896605582186,0.1608234508156392,-2.3161420962297625,-2.0900282336943663,0.4860478697649702,3.365005082279249,-0.2774890790079724,-1.5136146089689442,0.8732473666864714,1.9877256689816567,-2.1918689831331517,1.1805821115838706,0.03364786989533164,-0.706709273709052,-0.4288539956511788,0.02994843338128511,3.1231697545424546,-0.44736905181630704,-0.19038946221471031,0.42562081443576405,-0.5165493927776131,-0.11284385168877817,-0.26637534172171395,-0.1468834083792651,0.048429292083304695,0.0,0.922306265044494,0.0,0.0,0.778452282683277,0.0,0.988824659543438,-1.0240579816776667,-0.2896980891026552,-0.01401797081300328,0.16142279985796532
17,12493.44181899009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.482550971239147,0.0,1.4029031368123417,0.20597390710070934,0.7029280517078853,0.8483677923995518,-0.11911169495473603,1.2117233328157972,-0.19591379353965896,-0.3884106483566527,-0.048317452187191495,-2.0451640631664256,-1.2498400120371342,1.8528026866760983,0.6077279225267308,0.8500973710704307,-0.13556365255074795,0.05168152613356497,2.861055973927297,-0.6595082990583852,-0.5255203830129183,0.17759899188000303,-2.8038899548206544,-1.3290928065044918,1.6130163609826071,0.5451779665117614,-2.6580525730628843,-2.5604566873883017,0.8737434614227781,3.32066089502484,0.1157265663193417,-1.92417206536676,1.2888855367261645,1.9820207375057177,-2.0988838083969847,1.355917627487038,-0.041511276765755264,-0.5692848159397275,-0.37976614842285095,0.053755337627356625,3.090615347303506,-0.2290799279041254,-0.12228950551254228,0.48325969468957053,-0.49370759000782577,-0.1066303413177573,-0.22737667633481373,-0.14778589300387027,0.05935400848406385,0.0,1.0776222108145934,0.0,0.0,0.75727779228259,0.0,1.3775825099536068,-1.3753946278172213,-0.7574968783658972,-0.08682188236349235,0.1630474827616579
18,12439.67624801474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.624921312688993,0.0,1.6093495433555287,0.06640005389097481,0.6986935151732618,0.9851438953045029,-0.13220618242641136,1.1241846599638203,0.12031962317325987,-0.3627261595282577,0.023583186279879445,-2.428229943834763,-1.2696830105400347,1.9820132161214334,0.7410412130123984,0.8446366062267953,0.024344573679256132,0.09128604298212967,2.949259635295543,-0.49106991045049264,-0.6038452348762112,0.21312025454552663,-3.079721008777747,-1.753124463591715,1.7732166677947534,0.8249129733721501,-2.813614226243339,-2.993413794225101,1.0359073489229753,3.2868198166637432,0.2908869636710106,-2.332407381794262,1.499985019045076,1.6261882598068655,-2.043623060662367,1.444906784076613,-0.06255200908948125,-0.4118059006983959,-0.08860077065176142,-0.013273789940733582,3.031293456632298,-0.23263173492716485,-0.15652786564802298,0.4606923719996063,-0.486802248094446,-0.10287693235671011,-0.19906232516991076,-0.14688648359898004,0.07046945486112521,0.0,1.190572007916924,0.0,0.0,0.5930990728810067,0.0,1.8426805549373388,-1.386093875562371,-1.2786663235831335,-0.1745719059825831,0.165847258734986
19,12369.005550130378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8582719572005895,0.0,1.6617087215632467,0.11354088538791215,0.6686308874186028,1.3855836517387186,-0.2690379245513099,0.8227796485381709,0.1733173387318756,-0.23685229761821627,0.1824641746031705,-2.74513549237557,-1.0953570285357044,2.1118973755518775,0.7831771652101386,1.0042014974412414,0.09146590387932921,0.03641036070142871,3.132357348376688,-0.33470166212948155,-0.6962819468919996,0.24401778328921075,-3.075242365635933,-2.409210673179359,2.121477828959548,1.1081352027306424,-2.767609374665888,-3.19009156704774,1.0553403701390458,3.2688934857103744,0.3233813572253355,-2.834866205199031,1.5096733383004983,1.2466900064922295,-1.9380080937185573,1.5535593274711146,0.2157278039440181,-0.2207911864287782,0.018765279663278997,0.258217217705309,2.9287012200612494,-0.11872258162067263,-0.21936600523100008,0.4875557925392756,-0.446987120055467,-0.09386105627459229,-0.17956456320159625,-0.14259434303615598,0.08694332480961953,0.0,1.3210676698227986,0.0,0.0,0.5244435750745554,0.0,2.5478743284935916,-1.7844917597687187,-1.3513574864160167,-0.30369229144654064,0.17192933810580982
20,12243.537713368754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1815909756982745,0.0,1.491598316803156,0.461886717119393,0.5829338511966807,1.6920255920415659,-0.23626677046493327,0.9510048804025614,-0.034134548402398435,-0.2165655744698104,0.30045717565746743,-3.4957973323590243,-1.0807891948411932,2.5403004216480873,1.112837826698526,1.0892534875647513,0.40525487648796177,0.20629716099620926,3.412042307750389,-0.1319799264125,-0.7970244237681948,0.4335420901163745,-2.685117082485319,-3.3906981091800343,2.745760927161122,1.216595170089542,-2.302831811996051,-3.2541553902511184,0.6137616699486916,3.090066621285471,0.16450463382066122,-3.7036727683653834,1.2335371511938407,0.869537917833175,-1.7703863776070488,2.172634435666226,0.7209840175862053,-0.010316705471106413,-0.06757737270375733,0.6535557561511147,2.9731795355553325,0.04439896261236785,-0.3707190964534957,0.6032550760958053,-0.36278093609443235,-0.07302016321489703,-0.15209572003940056,-0.13521058509163392,0.11699975569680524,0.0,1.3712517418402064,0.0,0.0,0.5084820424075476,0.0,3.9780103330738585,-1.6126251818334938,-1.7930071970107861,-0.5531113736237202,0.19180798622178225
21,12167.728758051764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.125272112933067,0.0,1.6626713966952407,0.49461184554254023,1.0863800302808604,1.0959722141249255,-0.019887464170045277,1.1946258660868556,0.15387779048201924,-0.2481112204141048,0.4763414081136649,-4.327003919348507,-0.99200123555813,3.1591047588928665,1.8642107143388622,1.6557366636229478,0.9619102462659516,0.4400444431876448,3.6279668233925726,-0.1341782262789341,-0.8672991676104859,0.6822915572482628,-1.881218288238367,-5.12192561422626,3.63925652341669,1.2406561390240243,-1.1953520283645989,-2.7687265139309614,-0.17938951196845787,2.603385020305406,-0.23513257797662218,-5.2442026741254875,0.6854441216612144,0.4436061528644479,-1.6143896519027323,3.3745650503962983,1.1728169266272703,0.6447490869084574,0.0955480438331342,0.6140640671610536,3.8694537802006232,-0.3293384442216391,-0.7528401306611511,0.6047395621038973,-0.22314558208048463,-0.04633601555286958,-0.11028467609964651,-0.11898735908812066,0.17790304035279098,0.0,1.5902898108978716,0.0,0.0,0.3420805750807201,0.0,6.6740230280668005,-2.0842441858819267,-1.9102508189216596,-0.9970116043971113,0.23961406370678706
22,11943.246612103567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.173784086334601,0.0,2.54067773109988,0.40179748970808116,1.3581513707661865,1.2140292179535563,0.11882667549451809,1.7523143752591492,-0.028166056379719417,-0.3493410942318677,0.17629685687429442,-4.139794557024037,-0.48259391986460887,3.7431812538610094,1.846534388106725,2.36973435582388,0.6321746596717407,0.05890776432109779,4.171320373611382,-0.4853906743941442,-0.9164154432555637,0.669041735984379,-1.605949503478123,-5.865732413306733,3.636907225519452,0.8304351786481721,-0.25503540728769214,-2.3157916868189283,-0.6951127645575834,2.345271960910619,-0.7045542301461075,-6.202129951329913,0.36584934340842473,0.4061076992223758,-1.4168549648321478,3.841827819630773,1.0888260175427822,0.9134466903129999,0.4700479232011732,0.3372919621066653,3.9873529005103108,-0.3644745677687089,-1.0672013498985418,0.6651522085634758,-0.1862230126043629,-0.045404833907497395,-0.07850709517374485,-0.11555217284792232,0.21972246055726108,0.0,1.6275766056909609,0.0,0.0,0.18107534379586906,0.0,8.511479374481569,-2.03707353384275,-2.324946724480625,-1.280466406017255,0.27155735397031705
23,11870.98225720786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.050633165192327,0.0,2.8791657920184295,0.6106074923138842,1.0709306150634852,1.1946754969201396,-0.41471432355630966,1.84208465975437,0.08157403938256859,-0.41480763015781374,0.08646084061127927,-4.082464037088356,-0.39827458484879574,4.114050999665849,1.9110562017348032,2.187987630775109,0.6837273447787133,0.014279141226345,4.105551259634072,-0.6090308736460197,-0.9817266191336721,0.5943992227799252,-1.5486331952974115,-5.828836776401124,3.256651058739189,0.5990061568294168,0.08229464381508095,-1.8973465189935366,-0.43658964597173316,2.5074731308800007,-0.7809261267357892,-6.43775496142713,0.4102460098366143,0.6079673256644655,-1.4200115544702876,3.6039024640218265,0.7873955772823122,0.7950444891721262,0.5076915063818082,0.525057653245566,4.117029250033444,-0.43173594588188957,-1.1507766004780668,0.5924793029642117,-0.15137297028418667,-0.03887409278486015,-0.07941047936110104,-0.11182879516787333,0.23786569247207748,0.0,1.6121942826510243,0.0,0.0,0.17069074262629708,0.0,9.158291031597326,-1.9527253110083884,-2.3093112913714227,-1.3194525536991335,0.2915716844699863
24,11767.05131544817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8124546278011686,0.0,2.7134784547424657,0.4232003763863791,0.8623953868476832,1.1080721297493001,-0.2847101706016808,1.592201021689203,-0.10938955254220474,-0.36289694740082695,0.2135001920533805,-3.9931660275843868,-0.3041913022182415,4.313434000016893,1.9049310092987133,1.8482824330189649,0.7628886834825253,-0.12310090006276045,3.9497048422646603,-0.718677396376134,-1.123162292331597,0.42994064879353755,-1.8928691230735755,-5.550304978319106,2.844912075710976,0.14368667366910914,0.13645416989033057,-1.6309805169131497,-0.13372311369773243,2.7766711584878343,-0.8533803158344144,-6.561177455431978,0.4888537669704603,0.8194223759862928,-1.4922693286864117,3.1266097703818954,0.6765305137620627,0.32553597994035727,0.3777449066096845,0.46460107696161795,4.165766165141678,-0.413659745056961,-1.1394494157087296,0.40360890717021286,-0.14408172173559636,-0.03718020851502278,-0.057279565751680445,-0.11087334888250439,0.2538422127932329,0.0,1.4552730131835334,0.0,0.0,0.09811769480120205,0.0,9.68014387884449,-1.7676842671205628,-2.1147315584894995,-1.2876786272230074,0.3173230521151065
25,11685.07257406081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6306399935013283,0.0,2.0109597712625087,0.11182467068548013,0.6321705605989052,1.2584889038999927,-0.23200081368865716,1.4782824783798425,-0.15425932513905252,-0.48401623238296576,0.12153692452764676,-3.845524584368161,-0.2221716391237588,4.064671709948993,1.8632310936938368,1.5788973926274839,0.805394631206036,-0.19054409704961095,4.0358724582755015,-0.8317315346787828,-1.3604905020031755,0.32380786640442605,-1.95421285301006,-4.973106203941598,2.549986037875249,0.037402054349923775,-0.12900144994383192,-1.179779370736051,0.324170036092909,3.0808809286829364,-0.6694309389377436,-6.550456052850727,0.6377670427713421,1.2556028958340018,-1.6726325865454739,2.871929850889456,0.22369342571338374,-0.2482183350576203,0.6081393826643435,0.17649627757975372,4.009943722535297,-0.3608566024459864,-1.0112615945328294,0.31746885264726166,-0.1139939118207686,-0.03060680315000306,-0.07196409721746289,-0.1070706057142283,0.27370727901411673,0.0,1.2877898612829541,0.0,0.0,0.10950146388291032,0.0,10.1769331235106,-1.427543428789646,-1.614304190973312,-1.1791174752076692,0.3561509502703528
26,11607.045997102372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2850424943734038,0.0,1.4376055986249994,-0.09238530779792983,0.16150005672867318,1.2542188208652876,-0.5259362587939238,1.665780969586509,-0.049225365044891375,-0.5410624004537696,-0.13296958285368177,-3.638886387257526,-0.12553192881287178,3.285216500874921,1.522520883064646,1.5865171016370272,0.7945423468430132,-0.11586515387601189,3.943235259382047,-0.8074378207170743,-1.603293152520682,0.3359642158328704,-2.4237415011242,-4.2082038382560985,2.3967745954364372,-0.0907094884301135,-0.7121494351686504,-1.053400287914526,0.34580868637208634,3.2136233413142947,-0.5288570010605805,-6.470308996000946,0.720134470933257,1.604117559480131,-1.9668810909396774,2.3940717186608373,-0.06546897827082221,-0.7178410539096932,0.5007361354562059,-0.01597312441006521,3.891218692852146,-0.48135917965343156,-0.8271880619557963,0.3520141592586651,-0.1244678055937501,-0.03332824316933977,-0.04867234610347605,-0.10829091010461263,0.2938168818873285,0.0,0.955567926759973,0.0,0.0,-0.009965859817923958,0.0,10.60939682553278,-0.964736262557139,-0.9035928864123641,-1.00330091471902,0.40355875678573494
27,11547.57925769305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1615695728025317,0.0,1.4461853849031208,-0.31522041149688695,-0.11806802490545698,1.2134307078976603,-0.4860355141524908,1.8470814354537697,0.007680595119080959,-0.3281527758419306,-0.2224133524309439,-3.52124005614078,-0.194272261616471,2.833647288698053,1.2666586963534643,1.2053517129235112,0.7789126161160905,-0.028862479251544088,4.218545436972092,-0.6775995578975422,-1.7742850042597649,0.43902494210936993,-2.55548711517889,-3.469627123355262,2.2748908040140914,0.17821959441930796,-1.1673847299438473,-0.9012118893289928,0.16533804448452924,3.1739478108424484,-0.24021530166319416,-6.315046140903675,0.833599190586481,1.8924173826435369,-1.8903610514441982,1.780099713295537,-0.15448462037089286,-0.8690461790262798,0.3301169686741273,-0.20041435884383865,3.998506205887318,-0.3851562825607938,-0.8214178472668283,0.47829709806190274,-0.1147019923756717,-0.03006122525271165,-0.05054077014959785,-0.10783879121108098,0.3115463569616973,0.0,0.7462474998555869,0.0,0.0,-0.005402612694622126,0.0,10.826600871172936,-0.6377962987943866,-0.25779800527620234,-0.8405269752888613,0.42655824986386065
28,11520.345654735685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1396919839167914,0.0,1.2348904776980025,-0.13854119635406476,0.05398752684677302,1.0391087591562305,-0.5918705490776192,1.9113219647948612,0.09962321989152134,-0.18491593740126272,-0.10021687507626126,-3.264170760320721,-0.29840926858752864,2.6583882432435804,0.9413650287622934,0.7584012233695709,0.6511984407964659,-0.17956748005706044,4.546083718640727,-0.5453072688717311,-1.8261265103670967,0.513907856144474,-2.761467535522539,-2.729268277311336,2.09288329952314,0.384177992521947,-1.5280306224120548,-0.9387095858041639,-0.16312976186190817,3.119281405230315,-0.06654130414937853,-6.140173756204417,0.9447800868907483,1.8129916736103626,-1.8379348494338232,1.519676140696685,-0.34096997723685835,-1.026384137489692,0.3931055629762854,-0.17840724071060987,4.178671159989081,-0.3335243223468603,-0.8127070777205941,0.5181888650489693,-0.13368813823075595,-0.03444975219777367,-0.047325763764530425,-0.10847454344709116,0.32787088811201204,0.0,0.5531191154187762,0.0,0.0,-0.07072794506894814,0.0,10.914562045453414,-0.3763715155438006,0.24477782242220147,-0.6653263622468303,0.4447459994258628
29,11489.25990263292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1815998851771408,0.0,1.257932159241289,-0.1792227766258863,-0.00928176601588196,1.1125513285298358,-0.6053873530440644,2.072762335499293,0.09612262509996868,-0.19428480280353017,0.07787306810467484,-3.0530777280180006,-0.5845992783590543,2.4887563852980668,0.8085474784383501,0.5905883186675215,0.697321434370145,-0.45372917234825083,4.4951330529275255,-0.42528824862488956,-1.7675980778404363,0.5393579273049757,-2.814050510564772,-2.152318941147056,1.924402347857224,0.48757200079647994,-1.6817612386289555,-0.9800562642428442,-0.30363703566404093,3.21328558859241,-0.020671678165384358,-5.976210992884976,1.0724568950996747,1.651452589022495,-1.777272876909806,1.6238990075442836,-0.27161845318730066,-1.062289167211607,0.46731761746781714,-0.14559176983114927,4.3336797380360395,-0.2863729428347029,-0.7539101447109969,0.4722915258324761,-0.13726904495921635,-0.03597288432965139,-0.05154233751521575,-0.10786994708854528,0.341675857560857,0.0,0.48165626580974863,0.0,0.0,-0.06812351113543771,0.0,10.889916342566204,-0.3023686877135245,0.544218985534241,-0.5140200172101937,0.4542111873035932
30,11469.77003831866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.184759757124879,0.0,1.271675734648719,-0.15299363393394083,-0.031786874578717816,1.127148631578963,-0.6442794850362519,2.067214724569974,0.14076100143486725,-0.27031579250840176,0.051751631860402214,-2.9270830092008078,-0.9298239220744795,2.3334129065440985,0.7851186284703032,0.3224334515646733,0.6780306769890748,-0.5953011125668288,4.546573640395122,-0.44965511303432976,-1.6553320928611075,0.5758312369099705,-2.9336944408611316,-1.657092864007196,1.8807498277809473,0.3902049729236143,-1.7828460350542987,-1.0458724301619373,-0.3714691729580806,3.3898730211108186,-0.11391266203621342,-5.802111540702762,1.1721188679297856,1.5629450171240413,-1.5970683837322188,1.755066157313069,-0.1747469851616385,-0.830411481103601,0.4707975706814587,-0.2209273026810405,4.237428231085986,-0.21338521390828546,-0.6635680172161942,0.4869134187909042,-0.1385491670730134,-0.0350280591584152,-0.04355727874039063,-0.10907394082537711,0.3572928088605036,0.0,0.45548042889026175,0.0,0.0,-0.08819444619945782,0.0,10.800929234000595,-0.3180456675138551,0.8083293052410878,-0.35142938019043335,0.45762920264416784
31,11456.679276799681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1613133209706807,0.0,1.3153775854442862,-0.13784519320216546,-0.02910579469814623,1.1111551344352975,-0.6315440878480123,1.9917607324057196,0.12266808904969902,-0.24560475627131306,-0.1274957800167053,-2.8143455291459465,-1.0881805927904469,2.296477075447369,0.5459341358796925,0.19976156744389661,0.6887999466805761,-0.5594534204358613,4.56773972321248,-0.40157489962641374,-1.5302131960885397,0.6645580072773044,-2.9913372175099275,-1.4168698836273066,1.9809000232659573,0.3310540008379508,-1.792476323977027,-1.030221691798523,-0.2400228104778474,3.5122235860608537,-0.1645747139608091,-5.624410434300527,1.251427442908469,1.4698470394933927,-1.4497811211571352,1.8943343586054406,-0.033465956585372075,-0.8356047230030671,0.5124352053693301,-0.2389506405222401,4.258307611114801,-0.3014178568618373,-0.7006321299961359,0.5228068406122289,-0.13996491442426615,-0.035928643538165696,-0.04831605937047107,-0.10860678558698346,0.37222765875537694,0.0,0.4173535388089188,0.0,0.0,-0.07093747445226181,0.0,10.654046125998692,-0.2745267693748102,0.9060149331704243,-0.19043592231061682,0.45886660569093907
32,11438.879695614929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1339104402989517,0.0,1.394113162449931,-0.24999895918299725,-0.0680928353845994,1.069561598526787,-0.521561817279418,1.9964235752386141,0.11777625434269408,-0.17351521104755846,-0.11301737475958488,-2.661042186063148,-1.2040230504758034,2.191232706699642,0.3662978577471994,0.04437060490540992,0.6024193982302994,-0.5059883641044972,4.579403793520915,-0.4424504493251363,-1.3284399984163247,0.7237022378951732,-3.1630621436630793,-1.2390980903564406,2.244206864157565,0.2891467420280437,-1.765662382050381,-0.9843256053223258,-0.0208688168821351,3.5976660535132066,-0.2622994491485924,-5.3196277281106,1.2738519849729935,1.4284526393329593,-1.3092853206662731,2.122044816503255,-0.15602763925798518,-0.7820172288537216,0.46395152799419576,0.016687646935532235,4.222903137422729,-0.35379566136967994,-0.8285218475278252,0.5507775163124795,-0.14977867236536,-0.038269139037827075,-0.051602209784355466,-0.10965766954956783,0.3976134039207971,0.0,0.3447073593524452,0.0,0.0,-0.060517790350297834,0.0,10.357508686063355,-0.17422238370800258,1.01325176865041,0.08829102647636097,0.4648935599283166
33,11415.881789532234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1086682885074972,0.0,1.3833317266049487,-0.2581159206933742,-0.10083475483495963,1.091812830857797,-0.5935852846165864,2.1153363862112364,0.060188862253181256,-0.25106246747213046,0.12145592838530346,-2.5091476605270877,-1.2953457841224214,2.236243867269664,0.19573907666242651,-0.02337679109911886,0.5574968275122822,-0.4573621071376642,4.5856696410069855,-0.596208514062018,-1.100904789576157,0.6686080429982474,-3.4069782660733687,-1.1351890465969798,2.6453211120374776,0.33718369440290175,-1.662287323029896,-0.8827759321312021,0.23213099586322988,3.582088598879253,-0.3396661038001322,-4.8585490614955855,1.217960971392915,1.424874079836747,-1.272767090813032,2.1262776490904214,-0.09444593932842668,-0.6732476468167419,0.45116487378370906,-0.07919764340258051,4.215029204080177,-0.3251072893743739,-0.9711125827333764,0.46978919837938216,-0.16801801337711603,-0.04251841123354767,-0.05895021587751516,-0.11162917996288911,0.4361942707174121,0.0,0.2585832756957308,0.0,0.0,-0.04827801527075547,0.0,9.871670661980687,-0.02606351295115722,1.0972341556027378,0.5036334213834346,0.4799827683304799
34,11365.902628281905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1395525381037115,0.0,1.5615319164234114,-0.0810351821709887,-0.07731829347495259,1.106491908208819,-0.5484931961818696,1.9711625738161347,-0.06693176270130924,-0.5468974890678606,-0.029424604391398088,-2.524432475776132,-1.2956615707667376,2.141773325401089,0.5785528484861939,0.03726365350654096,0.49211838456750623,-0.7125169171520231,4.536761702937878,-0.7142306327912931,-0.8681923883152681,0.4466344459602066,-3.9943873992563717,-0.8551243294082815,3.2674505571138104,0.6734446234738698,-1.2107118328428759,-0.5886268466946127,0.30276856980141126,3.5722361682429766,-0.5239181820245561,-3.639626775254033,0.9693020865997485,1.4086744255108739,-1.3984764488734378,1.9698317165840038,-0.06165619947673735,-0.9397081402606168,0.4143561924771682,-0.14166900639106317,4.263229677806735,-0.2845183292157268,-0.903691707569326,0.5910571099437147,-0.20300322840162252,-0.04954332577322806,-0.07252792581400656,-0.1145611236256866,0.5410152491785789,0.0,0.13836528991276248,0.0,0.0,0.014052637559040126,0.0,8.51280802604009,0.09009268774695775,1.061556419175973,1.5833503017295978,0.527539972460586
35,11317.115860431495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1904748081402894,0.0,1.5124346014565762,-0.12394610160123717,0.016537727834711982,1.1800589490465068,-0.5077526327143391,1.9228842739402494,-0.09587061824882305,-0.35624200823156155,-0.1048760193771689,-2.683877186157742,-1.2785089715163478,2.4197400709158776,0.6073462865573679,0.2738642160494968,0.5842328846135109,-0.7317099183125223,4.4732874372832425,-0.5954235493862385,-0.9247497040260207,0.3022259913307713,-4.401234798972051,-0.5267911121345368,3.393919474866916,1.0388432742772522,-0.7048976628393826,-0.4375038039714203,0.09514867157922496,3.764554183798574,-0.7449981734852327,-2.5589098073899708,0.7396920383173566,1.6779577658359452,-1.6818272219403059,1.933545470971652,-0.12971919588475125,-0.8683347199960465,0.27749582510168946,-0.1927212197133047,3.9783384282581595,-0.49575647699826625,-0.7178581189717521,0.5097501402984344,-0.2192701826910714,-0.052161944614394044,-0.07772148193775845,-0.116896952836373,0.6379904597410948,0.0,0.11070068831666405,0.0,0.0,0.0933570735026647,0.0,7.254815314065607,0.04933270897079734,0.9609329129355312,2.541500157496027,0.5783951443651366
36,11302.154349632432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1984356007414054,0.0,1.4873119731986149,-0.1466445598947795,-0.0075551750711990336,1.179441353946139,-0.5368208945672333,1.8984784582938854,-0.03284679609038639,-0.22862146637492306,-0.08659126257052481,-2.764459643144631,-1.2512986541607178,2.4623231083986608,0.6504814485929042,0.45435347304692353,0.49828947205245505,-0.5031605434178456,4.468362858648197,-0.6510781968914552,-1.0416457885506996,0.3179903698421382,-4.424087034434724,-0.3950870383785572,3.315194328444758,1.0135616331600028,-0.5098423609063867,-0.5268834809038517,0.015050300889151033,3.843142095875545,-0.7796768825071093,-2.233527721057259,0.7082182440871116,1.673876321560521,-1.7014481833872739,1.9832622375268418,-0.15967099977109883,-0.9764639941439806,0.2520923942028742,-0.25319563832928105,3.996295823534356,-0.28524540494801265,-0.7196394565799589,0.4408215849879131,-0.22334129437535444,-0.052731156313566355,-0.07883672775292108,-0.11727298347724148,0.6717877630496153,0.0,0.12320873397571491,0.0,0.0,0.11854683135142834,0.0,6.824718952701587,-0.019008415569509184,0.946780686893523,2.832182979703099,0.5907478080624449
