Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_14,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_high,b_carD_t.full_purpose_HBR,b_carD_t.full_purpose_HBO,asc_carP,b_carP_p.age_group_agg_5_14,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_high,b_carP_t.full_purpose_HBR,b_carP_t.full_purpose_HBO,asc_pt,b_pt_p.age_group_agg_5_14,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_high,b_pt_t.full_purpose_HBR,b_pt_t.full_purpose_HBO,asc_bike,b_bike_p.age_group_agg_5_14,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_high,b_bike_t.full_purpose_HBR,b_bike_t.full_purpose_HBO,asc_walk,b_walk_p.age_group_agg_5_14,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_high,b_walk_t.full_purpose_HBR,b_walk_t.full_purpose_HBO,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_c,g_walk_vgvi,g_walk_vgvi_o,g_walk_stressJct,g_walk_speed,g_walk_speed_c,g_walk_speed_o
12,12954.740288390338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7267963392558079,0.0,0.4293117762540566,-0.7592641584494945,-0.6796743940005493,1.441947013365004,-1.0540419043533973,0.20305974210162964,-0.19584133493379102,-0.11542075787598605,0.0,0.3220120784368887,0.0,-2.5157625928413605,-2.126020529938508,1.469390200721709,-0.07118470447929476,-0.021675243173663483,0.49437673494605683,-1.76279177126598,4.383385425732597,-2.639675229623281,-0.9087823973948016,-0.34726457097715635,-0.5943506918151121,-1.3209601072832506,-2.2471316620653132,-0.4270511592474553,0.5810114236168025,0.0,-0.8003784720998786,-0.831357028662359,-0.6195627264464436,1.1055875966522788,-0.7336710452725546,-0.4243221255583006,-0.03456339107618329,0.4221939192120529,-0.29448509664946876,2.989359160420789,-0.22181968887123568,1.9816937540746895,-0.14625045169134715,-0.9504506715280752,-0.003970384946123416,-0.5568606744806961,5.155269019105721,-0.7101514105004632,-0.6859066655024947,0.2192747321529635,2.1676417993120323,0.326468663480749,-0.37967029393430035,-0.08187092566009552,-0.2063419456592154,-0.2619796806071338,0.0261573447624162,-0.2971278876256899,0.7329058889986073,1.1017430874454373,1.1964508335807151,0.20409345692487024,-0.8942094457920793,1.2282855011578824,-0.11917367129711245
13,12935.77392138708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4272682542115736,0.0,0.9660342019807554,-0.6169953862079627,-0.2622641307023769,1.959809298141714,-1.1618038918406146,1.141239601129653,0.26324867264469215,-0.2976878781068838,0.0,0.4864263869739192,0.0,-2.488554035959523,-2.4769428830222546,2.460726826183458,0.48509912930754345,-0.1336312791308864,0.7429280933433283,-1.4148018543595255,4.93719770025859,-2.521644782380734,-1.3143748525598145,-0.01120066488590088,-0.1225616078437527,-1.265416972079472,-2.1850089805420962,-0.4595885536129301,1.2751020463774845,0.0,-1.0616293470444047,-0.6073085792594615,-0.5637536600510068,2.710463313526458,-0.8219086057897842,-0.6872833212357796,0.08591405256863402,0.9179765572787655,-0.016275744275700887,3.1988917868575357,-0.16938327613884827,2.0063564489749406,-0.14623711185328708,-1.8404807058536794,0.06759972884431759,-0.7381612431576503,6.130277697137029,-0.8702303877333988,-0.9452701798111018,0.3320631760846512,1.5911281816429628,0.4042545369574944,-0.37308896758441246,-0.1014896260438022,-0.3030322633541278,-0.25898458208947667,0.05189646659985697,-0.3416715690006251,0.7331335919689573,0.7603226665335383,1.2886440670880348,0.34174969829346014,-0.28399353190892185,0.8862848849945311,-0.8938400963955597
14,12851.913011452196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5651526005672742,0.0,1.4204359414169296,-0.3380930869005939,-0.21882851324789981,1.7112466680587193,-1.020238798216171,1.5548666964525888,0.2124011509661042,-0.13838734114352502,0.0,0.5829578651082914,0.0,-2.3687031942221606,-2.439157731677159,3.0447650559785604,0.5108208452757573,0.2975955537538584,0.7691281507172368,-1.2579208529399433,5.287813613158928,-2.2832672559786333,-1.685213566862083,0.3056397737712569,0.06862304128107402,-0.912570553276454,-2.5094594514152933,-0.5885893491540533,1.7631636655669518,0.0,-1.304953570836443,-0.5964476264529589,-0.5726508386973659,3.852310806241128,-0.8589702157761165,-0.9334244309846169,0.18345241405031615,1.0313338230001636,0.12240225223606341,3.137988737941774,-0.6605371346824661,2.061876695890238,-0.06808729462648806,-2.4193696651992207,0.33497788122071115,-0.4273584236062048,6.530170553355044,-0.8723730154722169,-1.079876639596307,0.4442569959566739,1.5409581391354195,0.12444649319218659,-0.3891698124022982,-0.12108200566086204,-0.30179880073821974,-0.2564301134240014,0.07774378910578439,-0.33579183912920746,0.8057944722380925,0.38951565583699255,1.526220288269151,0.4805092877831099,0.1607610428760976,1.3339294621380526,-1.3277734503112901
15,12803.128737452524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5882296895826407,0.0,1.5333575287295664,-0.30676444638073147,-0.010534617762375742,1.7363854981460898,-0.9090529188129849,1.7607974809088418,0.008712726592686598,-0.105421478674665,0.0,0.36081164611841166,0.0,-2.5184648404859145,-2.340659969585307,3.2374341621469,0.4950173612645151,0.40721725988611884,0.5532156705315672,-1.227178899374703,5.301644241726842,-2.1403287548166956,-1.883682172529247,0.47401180816796706,0.1029798039126875,-0.7711887240423352,-2.742958954278733,-0.6747749927258607,1.9609218238087436,0.0,-1.4043988189032746,-0.6052158645183959,-0.5459654154912812,4.217730967120402,-0.8038089044021075,-1.0433922903222617,0.2539493388615229,1.033123129224726,0.12081350370067728,3.1001351391198395,-0.7933292342907833,2.1390780561692107,-0.22537592293310077,-2.543475946979547,0.3082144767440212,-0.36738689208228226,6.642506700769741,-0.8256730920620355,-1.1091417905555303,0.5052803517153274,1.6833036896096363,0.06400950764297555,-0.3839963965554399,-0.11799678635585367,-0.28237372408906014,-0.25254259021901565,0.09313540195432857,-0.3424734515703695,0.8045013606281542,0.19620156083654208,1.6863704257071483,0.5707226480967604,0.3928981966352041,1.325864728813794,-1.539102252249083
16,12740.597387072468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6833408930099945,0.0,1.6772107515946943,-0.1722325781883038,0.07036364507724409,1.420598576663953,-0.402809626535628,1.9598844006378946,0.17042399514961126,-0.2328576153788069,0.0,0.30528816806186637,0.0,-3.0078742647747743,-2.137632706166473,3.5511148999961843,0.5310823281820187,0.5974065418798367,0.14722519853571198,-1.303941525414348,5.592621943777974,-2.012888613107353,-2.367665579209662,0.7948532913721272,0.04701352873624751,-0.588719529265427,-2.979958901350197,-0.7842290547912315,2.312821101437098,0.0,-1.4728668679881627,-0.46148378987675326,-0.3203459502646998,4.617872610187777,-0.48045369819762024,-1.2142471393667127,0.4646200492248638,1.0399742775200178,0.11049246113580335,3.1435700476117248,-1.030975293222061,2.2906329220520716,-0.4683410012407298,-2.555006011477738,0.2389414769380147,-0.2430613110187686,6.599612516276429,-0.628238201989893,-1.066502863576661,0.6626419781691605,1.977218062786475,0.2903817645464002,-0.3479703456300824,-0.09707377753870036,-0.2756241373096087,-0.24696157093955945,0.13119385263943734,-0.35482482183458114,0.6555380877242889,-0.1894081620489844,2.1273440838181155,0.8010704257607731,0.8992671152879176,1.1392360665741323,-2.0326744833458976
17,12714.708086512295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5715344946512477,0.0,1.784245413898894,-0.2478638300386516,0.34619334758068726,1.1541708235296224,-0.6126993088429833,2.2969142987126134,0.1677168125418952,-0.4637645488375761,0.0,0.5338444667779243,0.0,-3.5418840111736944,-1.8889387534418416,3.923863847849625,0.8161592025693982,0.7967151362322347,0.0032795673004230586,-1.2993928048496204,6.0456368409192836,-1.8751070232399178,-3.0273738937306476,1.2194643271379466,0.00981081476504881,-0.5108753862718308,-3.5004703195592084,-0.9014576150776679,2.6708950939149734,0.0,-1.5014010731880554,-0.49050288209289833,-0.08178199969621033,4.737588257276141,-0.07363965017236596,-1.4163534132123228,0.7285007485319067,0.9773065603231055,0.028257207018318367,2.996729265451816,-1.4988873726153016,2.3975036555820064,-0.4661159128458329,-2.496943517877106,0.04473238823350442,-0.06583440114228764,6.285911270769744,-0.3517208525817644,-0.9475194914489483,0.8728378641564786,2.153255464093021,0.6708894217103163,-0.33765618072273756,-0.08682863793313182,-0.2211863714829305,-0.23838794556768714,0.18619989675987483,-0.33840793467747154,0.42731638564476415,-0.7046940660832726,2.7997049606516664,1.1210535178874714,1.4950395113424344,0.9651500698848563,-2.7312680746924416
18,12686.429141243258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5832020315511868,0.0,1.7871142492409375,-0.1368892383621826,0.19058885768039194,1.2598801634735977,-0.6679047932101891,2.346275958141986,0.1050113827635106,-0.4855991471191481,0.0,0.45495702706059393,0.0,-3.763555941172948,-1.7807015785706815,4.050952603550277,0.933669764697667,0.8766373190150192,0.038548006250460974,-1.2653832243302874,6.111943184821386,-1.8096387573174617,-3.2863996763614534,1.3849251783438266,0.03451270756649284,-0.5520376594471286,-3.5850717652220623,-0.889560209076742,2.770085008982803,0.0,-1.4414721228812664,-0.4976505338047094,-0.01612323295963458,4.751018778055707,0.06783895425054445,-1.4785704444416152,0.8103091797694199,0.9718077745979794,0.03359236021163415,2.9235821169873537,-1.7233056213940592,2.4187833654125277,-0.3521649592527398,-2.418304049866439,0.03236533742892994,-0.051018407633616265,6.203141011712476,-0.29882914282585166,-0.8980562703080069,0.9337572076166999,2.204929433954466,0.7464434389302608,-0.3320542892031309,-0.08356233468776096,-0.22126232474329066,-0.23656832800593539,0.2084831331789471,-0.3360017239269259,0.3173482855769802,-0.8260133205219923,3.0702712954912847,1.2533525929849052,1.6285266949493418,0.8994477189858681,-2.9966975987047766
19,12670.060143055889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5451747352377059,0.0,1.794734268277863,-0.08271722365585477,0.031309584068826724,1.296151244072034,-0.6777329457032784,2.426889417310825,0.027126786965679814,-0.48779815305269303,0.0,0.3937671706991413,0.0,-4.06164507522291,-1.6994172538914252,4.195318730979431,1.0857111683832192,0.8963577951409644,0.10727406475791634,-1.2313222322771575,6.138110762278717,-1.7657217320541088,-3.561194373603795,1.5482132159760322,0.06942352024842607,-0.6509604006743138,-3.6702877784896755,-0.8780034215430932,2.854592090327109,0.0,-1.360265338038337,-0.5079435919343576,0.024018085121589462,4.767211527669418,0.16636036978630034,-1.5402599257740908,0.8740007934147401,0.972839284844088,0.04573641331700537,2.8438656685884265,-1.9772732515654534,2.425756182045843,-0.20451309396386086,-2.2821143859217368,0.07767564242954013,-0.10765532878005335,6.151810966060339,-0.26507173798482997,-0.8584756295708074,0.9891160185398129,2.2415380738045845,0.777963280823487,-0.3203925647265668,-0.07638827642380494,-0.21455086929455577,-0.2321013604397593,0.2323158255955132,-0.33700511552309126,0.24855744928212672,-1.0323613186056646,3.205753654140205,1.3923137283861433,1.8613630482043364,0.8177041758180853,-3.056527069136724
20,12597.810961237969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.445003419005804,0.0,1.808981202517223,-0.33345238375384567,0.011084349412311456,1.2495268621068654,-0.5312837406583704,2.2754592677073378,0.08088674765770199,-0.38440430474106485,0.0,0.3282697704790735,0.0,-4.633533884888292,-1.3880538909858982,4.523598510814848,1.4467580088743568,1.0774491835383473,0.4366295905322678,-1.1256070601083052,6.111842931930861,-1.612542141497278,-4.251906846669894,1.93694471049991,0.14259401103287214,-0.820219334113577,-3.8743980676408327,-0.9275236776559486,2.968756064891353,0.0,-1.08121857721682,-0.5099233638873177,0.029266365853572535,4.879303119474834,0.17468793119776033,-1.6811163700039604,0.9210637597623725,0.9020911425534679,0.0985531623134763,2.58794396368701,-2.5013003882325924,2.4314291545157056,0.0971945983806411,-1.948516317906675,0.27612252514975716,-0.34505940063081875,6.081152641022284,-0.3421273746825037,-0.7773318343648943,1.0615036271675915,2.3107711462614393,0.6288336831377584,-0.31004213702543887,-0.07012879943295544,-0.19558684541617727,-0.2224989479135841,0.2941649141406727,-0.3598665546062681,0.3477369715705583,-1.1366192625674194,3.5963294372947052,1.7564866865703437,1.947429069063889,0.3603558304341131,-3.2323540782386306
21,12517.88082711533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4748607527345565,0.0,1.6798457191173806,-0.049879531999243,0.147952309714165,1.2201820763205486,-0.6250425530781296,2.1921071656209117,-0.13201875589547202,-0.26175652137614946,0.0,0.5429241878288869,0.0,-5.1725479335338775,-0.951140612231262,4.971570651959133,1.7107913697533907,1.4348131202573997,0.6946800645693499,-1.0834693247653495,6.186138340563874,-1.5068236279186018,-5.081862544024095,2.2822311481052386,0.13964860307054006,-0.8773336803121023,-3.96350991417215,-0.8857399555673552,3.020146594763301,0.0,-0.7413093787886225,-0.4377890816418992,-0.00781593544958728,4.98951427299621,0.07610075452270468,-1.8165506874625068,0.9284490102165537,0.9308988849557497,0.13190655441581095,2.5112615413814434,-2.9753664713059886,2.5032484465291014,0.1528624015827292,-1.4563976979042557,0.5095301148102975,-0.3559972741482663,5.925864151974806,-0.30387660242393943,-0.7140456969461748,1.1280756001700405,2.2943270142765497,0.4769341633847539,-0.2816390803627754,-0.05969193575293592,-0.18612512246996596,-0.21523833382234447,0.37037938061777553,-0.40284730907780175,0.46873305631638934,-1.0202712066842072,3.6196432828315745,2.195878843046955,1.8712880336098017,-0.32407607794648163,-3.159009455063302
22,12399.8567020939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.649895811810606,0.0,1.7901548256832334,-0.05502110463012267,0.23527288949586023,1.3557459275369461,-0.668685798834135,2.4469244947415834,0.08166136121279818,-0.3510613405433399,0.0,0.4770046166787205,0.0,-5.6879579742390645,-0.33601877678404235,5.34324831280896,2.005899492296574,1.992805326223666,0.743797949282224,-1.0697567486462116,6.2062754385885475,-1.4583071093891293,-6.067442966984825,2.5112273724638245,0.1421791203242462,-0.848234065510644,-4.104748613509314,-0.6741365487575647,2.959083635628904,0.0,-0.41472144877406614,-0.40569672103233856,-0.10531392175807762,4.880216394417488,-0.11670039226277046,-1.9475739098670242,0.9398560674825129,1.1214075050733985,0.04155331434777193,2.353214498137995,-3.6859067268032555,2.6524431167882163,0.21958498325325,-0.9973258954508608,0.47251311292850706,-0.1192439441628936,5.7442387716996075,-0.3947462152879765,-0.6738549854121081,1.0823836733823538,2.0930988523288265,0.3678436765885873,-0.2798173191699318,-0.05442406430868157,-0.1795598797264339,-0.20607580187473132,0.4689831540917781,-0.421186700768217,0.4496324505741085,-0.7939465498774372,3.3652098278990126,2.743463601913781,1.5977344402620741,-0.7264151511603705,-2.852046228414961
23,12332.542466467989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.722737030935534,0.0,2.105972611539012,-0.14112454061700316,0.2892470050610748,1.4153068718165263,-0.35441494835170845,2.6077973772191374,-0.24956671641237352,-0.28361484073311893,0.0,0.636117586905162,0.0,-5.845460264037307,0.2457858988815259,5.428148224429901,2.481137221615608,2.535297094983017,0.8410293090752228,-0.9064899690155344,6.140404805141013,-1.4040771385005313,-6.913419309917931,2.4534148077727544,0.2120506128584027,-0.8009580869936485,-4.154118994724492,-0.5035125411133556,2.95450150503312,0.0,-0.20167796046447953,-0.34392202492810897,-0.012829318745684798,4.563029154535923,-0.1582134463034464,-2.030766943254875,0.9896204010746992,1.2124304741097012,0.042439822973344005,2.409504689122754,-4.010666314137024,2.7701523186837584,0.39181609591122557,-0.8155603486837987,0.23576661494206577,-0.16240822200001984,5.817602559144891,-0.3244310169068254,-0.759569680823904,0.9348962491979496,1.8543041902273567,0.5790574932423362,-0.2813912170340452,-0.060982285627492167,-0.18338566968972883,-0.20266287918149162,0.5667401336971154,-0.42426703290780426,0.43900950181699727,-0.566842736573818,3.126700449419156,3.306179667463678,1.3346590252286603,-0.8833676595087618,-2.5835365268959753
24,12236.818140607224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6308578617952956,0.0,2.205780665093922,0.1562903444377742,0.4230976518867798,1.186527352340174,-0.48232826785067284,2.5887092876143276,-0.17011665363248096,-0.37108164411745587,0.0,0.4560234898381257,0.0,-5.934720547641508,0.7281756982951386,5.456821723906264,2.9635661823701778,2.8684467622419376,0.8997067363867994,-0.6222785441228285,5.921702212453829,-1.4440856717144894,-7.692656358179817,2.0766349841632863,0.342580344668873,-0.8178707214600294,-4.157636851886437,-0.4542133695837901,3.0347227706292843,0.0,-0.06998213084754895,-0.2872471952183459,0.2492016853089988,4.23030386810164,-0.21638872397919878,-2.07631977219797,1.0096828072961772,1.1484510418686202,0.17197380497462153,2.424945246715904,-4.025392590257497,2.7933400533512227,0.44285239274640864,-0.8453964806560175,0.0415859861861918,-0.38376999778574933,5.940546531824784,-0.30094405333230595,-0.9089730075771102,0.7353012556653837,1.8999095028709094,0.6342485888982635,-0.2854274367475158,-0.06648635430898035,-0.1935209852205062,-0.19727474464285225,0.6700456410630399,-0.43222498132991927,0.5332402827849837,-0.4202421766266538,2.8662376048113316,3.9340325285102895,1.116979404906212,-0.7519848358932952,-2.3560132846753206
25,12084.08909897127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7213470588860993,0.0,2.1184875726706394,0.09885956720108494,0.33856391135083586,1.3898921577629277,-0.4752653783315751,2.4075424983075666,-0.17958215741807176,-0.5422672618969147,0.0,0.573479698479206,0.0,-6.095093258255821,1.229833178422934,5.705411483053099,3.3354829010586453,3.055645772271164,0.7215916110862794,-0.34540535715647075,5.697777484809859,-1.670559492871467,-8.762173170897054,1.1497210731779242,0.37106360513476677,-0.8288161958827985,-4.201542724291589,-0.40413251476377987,3.1711181837038143,0.0,0.012781144392688265,-0.4677841053032654,0.4957540516338854,3.970390380322794,-0.4405682416195571,-2.12929410119172,0.8998339891342504,0.9004198399243584,0.44886619782177317,2.3116354030103174,-3.5191790757832564,2.414910421671328,0.49203215019658186,-1.1162211201753887,0.056365994850582676,-0.545922236772035,5.541357423074171,-0.11157040929542758,-1.0930966675760811,0.6013955218715036,1.9857747627444435,0.42389265386779307,-0.2923374448885005,-0.06310768707019647,-0.19120405444507846,-0.1912012402862489,0.8296766793106127,-0.44287725423241076,0.5328614137130868,-0.3266943809981554,2.469470419007058,4.9518282977720345,0.875560523094184,-0.37344562376014045,-2.078512025216026
26,11957.483473302509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5001657889400821,0.0,1.9423120763728787,-0.04899049805290073,0.15598537007841073,1.347382598655401,-0.5020323329121622,2.21427100023825,-0.280496329648095,-0.5322450550617945,0.0,0.6117258428260695,0.0,-6.231502457127227,1.3620737242813703,5.942635739705111,3.3868350710773467,3.0742193804152054,0.7840220960940192,-0.12097128880534416,5.2688032535201605,-1.6879467819588534,-9.597583670458333,0.37857938932294144,0.3440579697983997,-0.8903932213840698,-4.1726247206385505,-0.3054100246950754,3.1575053152496277,0.0,0.0276655099042476,-0.6791844649668104,0.5491003251992214,3.793560695752838,-0.5727980793496265,-2.1601705286910824,0.7422945507285583,0.969752851139911,0.40078634129420615,2.238211646047912,-2.788051828051432,2.173190757440005,0.025342157027404277,-1.215713429730283,0.31960717779660824,-0.4280982702956772,5.350961058556815,-0.47318883286192515,-1.1099150851008004,0.5166447297353602,1.6317431727057397,0.6112091866723013,-0.2971034106478439,-0.05581671439164516,-0.18510777662386113,-0.1829139902889824,0.9803841184593041,-0.4352213305555415,0.3558739778890909,-0.31622447470488485,2.366409403284057,5.962227948786413,0.6769808094066604,0.13970919325057074,-1.9145795879517904
27,11918.461301538988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0300412831101948,0.0,1.8380668119355263,-0.36298859567895103,-0.07391571871463523,1.2818938149134822,-0.4768000201682104,2.1413097592990775,-0.41251248727187606,-0.47250713229062524,0.0,0.1995046823058168,0.0,-5.903386118142527,1.282741223356726,6.12738805936017,3.3129302629999287,3.017605788871205,1.287411517766846,0.03980130098593579,5.352342318904244,-1.557816543769367,-10.271725778027804,-0.1787376680635172,0.29073232085100925,-0.8894570183870016,-3.932817088068516,-0.2349542519372932,3.0503759330901064,0.0,0.020972139418998927,-0.7116560134846615,0.5187482963820623,3.683354333328133,-0.6314636009607957,-2.1548609136187804,0.5411663943027041,1.30363045725429,0.16543457999612773,2.324616745536227,-1.7262096836208707,1.9843580895762334,-0.21231804895305006,-1.1793674608621314,0.29805208219470103,-0.14650023247574329,4.906360671314213,-0.6622420224696397,-0.9817630616624596,0.6103425494731136,1.7128229852585204,0.5697894852161726,-0.29658123010484966,-0.06536705208448018,-0.2060716573947769,-0.18173073685614308,1.1398105574680455,-0.44629269747313244,0.2967421869437811,-0.33042005241792244,2.0269888928591664,7.083086016423809,0.6021680357234522,0.5238420812569897,-1.7825646243324889
28,11805.469143095532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7838478116267139,0.0,1.7258042447605595,-0.4922180701402098,-0.4239142580601828,1.195554868261303,-0.6411023088593248,2.288158703807355,-0.40574445248551677,-0.5283628442702313,0.0,0.3417276673283586,0.0,-5.639643328497287,1.2090565586343642,5.774584263396606,2.7564983001224888,2.617758501997074,1.255975621019626,0.027454177974430546,5.2031790805454365,-1.133971892767735,-10.523542860083722,-0.20622676499472958,0.1863283450219072,-0.858876834584158,-3.7618642331027425,-0.28592135938227015,2.86917901365173,0.0,-0.060192722309970435,-0.6309066506212001,0.31241805762341995,3.657593472275742,-0.6935235379552769,-2.118737416023091,0.3235931955821433,1.5771856407913243,-0.13592840618062088,2.2535213197345594,-0.7323486969175561,2.1810202051221363,0.027695703860159626,-1.1536406849706544,0.08859335908363994,-0.20839020621727228,4.82281469810173,-0.724392471387971,-0.8010256282353786,0.7419756283749115,1.6586966143310364,0.29582611034430883,-0.2943887160246335,-0.06057462301955912,-0.2102632949149214,-0.17627720376606798,1.2798949423045545,-0.47659730755590823,0.505211047638889,-0.32876679868033387,1.8924414950191917,8.129930349973606,0.49775564844107156,0.854038045514496,-1.702738671078494
29,11675.206972294225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6675082451664378,0.0,1.5016282485882844,-0.5364744219403252,-0.4871595310139757,1.1989946911752816,-0.6954080008438066,2.2057311227917036,-0.3707637218589661,-0.49701629664345776,0.0,0.26206336152350973,0.0,-4.913748280868857,1.080619725958666,5.0378956583018155,2.3399671382069926,1.8264327410115277,1.0171544933750392,-0.12679848830155765,5.560216906152426,-0.7988686116697554,-10.59313591174878,0.04363519821216175,0.3109000195416748,-0.9134457186061274,-3.5970026977596206,-0.20313477755306453,2.6415453514459752,0.0,-0.3026242858746419,-0.6280673903012591,-0.10084916930839982,3.683219428876919,-0.7257606576876783,-2.061688578724447,0.11803613425095974,1.7422362806879563,-0.3790644623635996,1.8998455448010294,0.1424962829757217,2.5462046510640763,0.1044580016890737,-0.8933357479771895,0.3510768099146301,-0.48702707251832,4.70087893688294,-0.5217731096019224,-0.6827933327786463,0.8305987368070784,1.3897376830722312,0.16238616008791204,-0.3166577788614461,-0.07269889032177183,-0.22035222791357997,-0.17252765787753338,1.445447600114253,-0.48049863525426,0.5081710916058263,-0.35590905671203915,1.751681108445693,9.379563878178548,0.3190841842997387,1.4293078878367202,-1.5154358159767107
30,11566.40649279118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6884652569506394,0.0,1.6053379336442768,-0.49035980151356406,-0.45236690813579983,1.1632437774415045,-0.7575474907021491,2.295351793113651,-0.2929969719633681,-0.2913695742944582,0.0,0.2342605175531644,0.0,-4.400443414550932,0.613297269368019,4.341379373762699,1.8781688436900372,1.3393449211478048,1.0323599403128239,-0.51149836169441,5.515831885958986,-0.9040237388205452,-10.402497998830604,0.4017871126688497,0.3726786241983485,-1.0280143920055744,-3.4996950846192263,-0.11728733592368994,2.5147238816645845,0.0,-0.607236167814557,-0.6893515925146071,-0.38073797302785517,3.817607172976223,-0.6736355262120738,-1.9955506654541042,0.08475529210851865,1.421749310342731,-0.25794987876401665,1.5195883936295298,0.6657251821369173,2.327276179299954,0.20119621114234018,-0.5811796550416621,0.3456233324481072,-0.3099932017015168,4.760995066263706,-0.4434242872248059,-0.7639543123460948,0.7065160833837595,1.4036032539034355,0.22215535299720685,-0.31766265886652595,-0.07062996652832076,-0.21559218236303174,-0.16592082557388224,1.562075960343928,-0.4861003632173775,0.39262751010554575,-0.33160275950082757,1.6473762530869172,10.245799870127263,0.19103713717668902,1.55446989892658,-1.3823335561300831
31,11504.142313511618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7932640911621404,0.0,1.179964978225924,-0.5072281051551272,-0.39698918951096307,1.2654619926309463,-0.6140455548897378,2.5587111285324147,-0.29379593302199025,-0.4321643785916912,0.0,0.2784208959527849,0.0,-3.8186942499038112,-0.030439139698232975,3.8527835143866382,1.5643971226075273,1.0259483510142866,1.1631622142579587,-0.6278053755726887,5.364600943707204,-1.1041863817791608,-10.039823544758946,0.7146941727709701,0.17964559289208276,-0.848335509905427,-3.424708704710006,-0.19318934180076947,2.4572109149162684,0.0,-0.8728767809182059,-0.7687728059110596,-0.36233244028559164,3.8926055781784057,-0.546457389133123,-1.9192569827419381,0.1835228084421019,1.20980148977982,-0.13007774300120062,1.3294111918763534,0.6998836638077641,2.2250326577310044,0.22203773275384134,-0.3043920054082716,0.41456147935579923,-0.27043458185178526,4.768707065619803,-0.5245968898138741,-0.7460367010278818,0.48181082785971957,1.4882478391176028,0.28597276576643854,-0.3308288032062126,-0.07859008572417067,-0.22798709503004666,-0.16305330821415318,1.652456685744021,-0.49363746963506716,0.5497381872184532,-0.3091677355752419,1.5860129326392047,10.874375212532081,0.08616733884040732,1.7070334626225843,-1.2709506579237841
