Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_14,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_p.disability_lot,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_high,b_carD_t.full_purpose_HBR,b_carD_t.full_purpose_HBO,asc_carP,b_carP_p.age_group_agg_5_14,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_p.disability_lot,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_high,b_carP_t.full_purpose_HBR,b_carP_t.full_purpose_HBO,asc_pt,b_pt_p.age_group_agg_5_14,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_p.disability_lot,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_high,b_pt_t.full_purpose_HBR,b_pt_t.full_purpose_HBO,asc_bike,b_bike_p.age_group_agg_5_14,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_p.disability_lot,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_high,b_bike_t.full_purpose_HBR,b_bike_t.full_purpose_HBO,asc_walk,b_walk_p.age_group_agg_5_14,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_p.disability_lot,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_high,b_walk_t.full_purpose_HBR,b_walk_t.full_purpose_HBO,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_c,g_walk_vgvi,g_walk_stressJct,g_walk_speed,g_walk_speed_c,g_walk_speed_o
0,22450.84794437963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,19932.95030003188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8588174742105455E-4,0.0,-4.298854299963383E-5,-2.9544014187700846E-4,-4.453123939039358E-5,1.39213303439527E-5,-2.9201932080621793E-4,4.6054031280531296E-5,-2.755328714402071E-4,2.1863980352567593E-5,-1.0304590112968961E-5,0.0,-6.052308966544682E-5,0.0,-0.0016095834291743134,-3.254341261304855E-4,-1.065580138944792E-4,-6.160541549271046E-4,-2.2067306802115217E-4,-6.540336353976798E-4,-6.119835783371562E-4,-8.542765414816182E-5,-4.551937037066967E-5,-5.815180162975593E-4,-1.5072593753869725E-4,-1.6905071536620485E-4,-5.221012978256366E-4,-4.6543234246290764E-4,-5.570459568355133E-4,-9.601071123747205E-5,-5.038427156711044E-5,0.0,-1.0120511580102418E-4,-2.655603531743634E-4,-1.5938592735178304E-4,-4.604184353157678E-5,-1.353387520156445E-4,-1.2815646848456902E-4,-3.5773489738708955E-5,-3.504981043631499E-5,-1.347714846601009E-4,-1.4184027810134668E-4,0.0018109267815103697,1.9811765646290738E-4,3.4469020576838126E-4,6.268186009051774E-4,2.023663703133678E-4,7.67054096837007E-4,5.31735405900371E-4,9.707486128567487E-5,8.587344089062243E-4,2.7197903037007835E-4,5.8862986038572156E-5,1.0779896233145952E-4,6.622386592533286E-4,4.3687750599744675E-4,0.005819231163866479,-0.05030190184685886,-0.101832872346018,-0.06990493790476646,1.942438969821629E-6,1.1011047108108983E-4,2.7856396240256693E-5,-0.0015427292606337653,-8.702573626921434E-5,-0.0013917233598002732,-1.2777912595930764E-4,-2.6523306461835177E-4
2,18501.899557710913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002336740012913032,0.0,-2.5542410802677245E-4,-0.0014393030039032545,-3.793226133015139E-4,-5.088836482070569E-4,-0.0013841232767056906,6.137156992895538E-5,-0.0011159801299886422,-4.012705960203123E-4,-1.4740501506473492E-4,0.0,-6.739849556039679E-4,0.0,-0.0023798475850202155,-6.077551898089931E-4,-7.02045253441258E-5,-9.194124626354781E-4,-1.871532142837938E-4,-8.448615436415515E-4,-0.001020124743003581,-7.608909927973673E-5,3.491919366974534E-4,-0.0010091306898962525,-2.622542838672059E-4,-2.667810190003332E-4,-7.903034996615812E-4,-7.368086797923841E-4,-0.001988878280132312,-3.549753633605079E-4,-1.8092911565583615E-4,0.0,-3.553123054523705E-4,-9.341103237089757E-4,-5.684446919691285E-4,-1.609877369438172E-4,-4.805169631165602E-4,-4.617342753910873E-4,-1.2803319290909747E-4,-1.2802705995003022E-4,-4.917514217043701E-4,-5.063825515215472E-4,0.005637769075430994,5.942253528156238E-4,0.001096188397262323,0.0019500541491676944,6.171700664990401E-4,0.0023891001975455996,0.0016557563343784342,2.978225415445257E-4,0.002735537136528356,8.242242600970788E-4,1.757804290360291E-4,3.326260520952447E-4,0.002085453331862457,0.001357599393746317,-0.003230316220303524,-0.048750877961394865,-0.10758073772732907,-0.007429164393772877,8.534151092245028E-6,4.299862373895386E-4,1.0927750089044585E-4,-0.003950962982098087,-2.232648014843575E-4,-0.0035638094210095348,-3.084301338073912E-4,-6.67483756130547E-4
3,17348.501266670115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11771170242355382,0.0,-0.01293216838667969,-0.07441095154760077,-0.019223800559985744,-0.024434885875342184,-0.0719056687267633,0.0037621167315861938,-0.05748854373457643,-0.020092933182366608,-0.007542176927962497,0.0,-0.03438765908322968,0.0,-0.0610583786545346,-0.021264631299311585,0.002522256887308224,-0.02436986061584433,0.001990238203959864,-0.015935651569600005,-0.03241520255468545,5.434399268921553E-4,0.030155800604302486,-0.03363509389883366,-0.008823145239732827,-0.007815424001358078,-0.021416541784508643,-0.021543028996192485,-0.10108157562924772,-0.017904202677619305,-0.00914025564031296,0.0,-0.018138780141951,-0.04773806315909768,-0.028884488641839574,-0.00823140225005204,-0.024442345434488755,-0.02338880054814184,-0.00652461596661778,-0.006455359672130176,-0.02483618122413338,-0.025756501102582388,0.21856250572356423,0.018011645172801332,0.05032128687383505,0.07352733850164347,0.01830650733906466,0.09116873066088768,0.0616789566329319,0.009993316799521328,0.1294869879260991,0.020560917422379855,0.0034660556035771882,0.010681347261833188,0.08675734824287393,0.05135190224988446,-0.24304949114752009,-0.09849090808835843,-0.4555938559441044,-0.04502182208496118,3.964839634662182E-4,0.021314993961472097,0.005512140836531688,-0.11775883927795053,-0.006790517961419239,-0.10427871112052761,-0.007520198580364672,-0.01796478331837506
4,16755.03109257434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18716252776811798,0.0,-0.02029133860085236,-0.12281491891198165,-0.03130455952611968,-0.028146567678336093,-0.11971337621627566,0.009351618161882512,-0.09784606327283805,-0.028406557929570454,-0.011686346324976563,0.0,-0.05311297031656001,0.0,-0.1056465320621475,-0.03859611180992128,0.005386280843872687,-0.041835853856670435,0.00464496744517311,-0.025912094380567186,-0.05778115357224645,0.00160106173608472,0.05831391953285851,-0.06164052596129674,-0.015828528749159847,-0.01418522011083156,-0.037565032397886916,-0.03704648038994818,-0.14255159983119087,-0.025772742086778745,-0.011895740436729845,0.0,-0.026277293764390607,-0.06891521692549177,-0.03998831734929527,-0.01208158440741176,-0.03372367778320562,-0.03275766161679317,-0.009411226098684677,-0.008723996580324384,-0.033232365220830104,-0.03637032275249742,0.3376897772537011,0.02320597748790347,0.08522726119102773,0.10968549658740293,0.024687867435261236,0.1372266597974037,0.09195000036510406,0.013559287254343399,0.2194030292005965,0.023053967262130062,0.002332491299073214,0.015336773075181245,0.1403334129421235,0.07824437284800594,-0.37391852539119497,-0.12168479001097456,-0.3625251193781558,-0.05969846431856647,-9.358125781293893E-4,0.002800145804278297,0.007563057099671111,-0.14413907376556126,-0.008889252541309999,-0.12334520624385964,-0.00109520232219632,-0.013371068018111443
5,15500.608533062681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6034927058966653,0.0,-0.06081882605698457,-0.4705452947694476,-0.10982637216895927,0.04576393089474083,-0.47227898380446653,0.07625076594800533,-0.40623246043344763,-0.04598760997690867,-0.03422818259830222,0.0,-0.15312643445100765,0.0,-0.44061850816058046,-0.18518079048892774,0.0374574602597968,-0.1715506685974008,0.03790734900931246,-0.08322740121912181,-0.26866857828991175,0.01745126427274877,0.3383125447475152,-0.3088869878636542,-0.07575179797707415,-0.06977569433087491,-0.1655436320692868,-0.15359634512203982,-0.6054154320413987,-0.11403831779374593,-0.04569073048189151,0.0,-0.11422164231445633,-0.2946817621857637,-0.1649827672641784,-0.052795201749261056,-0.1363383253911879,-0.13834812059700602,-0.040915026486215644,-0.0353848173204438,-0.13219296124223964,-0.15382194603390004,1.2007405300228178,0.05131379650594481,0.3724292654756697,0.3411912689081358,0.05502589094107514,0.4383965729568903,0.2824860197716331,0.02826162200681087,0.9587618845095126,-9.993858822532932E-4,-0.02226467412894928,0.04317600908535486,0.5565353215873967,0.2650449799624201,-0.023143678104734833,-0.04408200573218478,-0.07851451083715982,-0.04971849613897644,-0.008825188127760555,-0.04973750431454235,0.04002015076273478,0.01570727052623827,-0.008864337904390404,0.07716274693441619,0.12546263019322978,0.14220359038643596
6,14372.337084844627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.395822121490372,0.0,-0.03364914387085784,-0.4987617193437395,-0.09044284135161108,0.38652435426815823,-0.5356938620100313,0.1728608599838515,-0.5255000562113904,0.08398302549527764,-0.010532533297647136,0.0,-0.05781644014099388,0.0,-0.6641700946084863,-0.30862760922920385,0.07765309147799232,-0.24951643494569625,0.06641223826012663,-0.09419463458160174,-0.41555378975487833,0.03386245463150655,0.6015226135653113,-0.4955096476746298,-0.12530255844891172,-0.10960090438071242,-0.24964883310970196,-0.23909657431310455,-0.8933049804638586,-0.17844393451790597,-0.0551418711807294,0.0,-0.17533199931441917,-0.42920229257588605,-0.23777504783845338,-0.07934199441810946,-0.1716664995498061,-0.2130975700951014,-0.06457034458562896,-0.05210939060739122,-0.18021095747510157,-0.22190264089628325,1.3915119941965814,0.028404883529720978,0.5255811951201845,0.30500454761313495,0.027484156502751045,0.4066064813032251,0.24954700283134362,1.874847115021193E-4,1.3374646945763906,-0.10933257237853058,-0.0658040541918692,0.0341615716027086,0.7183332006084007,0.2838160722414573,-0.14400326151824377,-0.05716700230173998,-0.06468670360589074,-0.055323376175070306,-0.013751385406753098,-0.08584821017026747,0.06470813933628765,0.22443622170069688,-0.0034672126711169215,0.3012064588902358,0.22670958969685978,0.26844298435187836
7,13578.236459017071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43762225307198854,0.0,-0.023689939905288497,-0.6268729546231055,-0.1543070003800203,0.5838817190908951,-0.6884667418642098,0.2593792868047719,-0.6590394847766616,0.10608168619623003,-0.0037270129557979955,0.0,-0.021996643144564426,0.0,-0.8837713616198433,-0.44303220453320086,0.13047754627699654,-0.32181191879356774,0.09811376087321305,-0.09012465080189172,-0.5721659121981761,0.05411191976204831,0.9127742274154744,-0.6957298951140173,-0.18036201901322002,-0.15094952613467416,-0.3328679827579484,-0.3258972208205164,-1.0082490689670696,-0.218929924427199,-0.035543118432086934,0.0,-0.21118636769092292,-0.4807119034415327,-0.2612380097397313,-0.0938818608965032,-0.1396006443201946,-0.2549117074453194,-0.08282957548105184,-0.05796222505555801,-0.17056936491107427,-0.2444922433026247,1.42210700502626,-0.023630465784676497,0.6581680917003787,0.20225077114228462,-0.01800260250699287,0.31484343757789857,0.15447855681266004,-0.04669258858230817,1.660870063564975,-0.231476258550314,-0.12440436480365928,0.020804691280931518,0.8348355682680102,0.25985810364733536,-0.3172782523078646,-0.09008609158498818,-0.15363759810849387,-0.06164896407272127,-0.028389116022337145,-0.33666263183759315,0.08059796540792971,0.5734419910705602,0.008703815361173707,0.6484440481021677,0.35699315613381366,0.420669786974491
8,13230.714825302355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5341604339392718,0.0,0.021348744057039612,-0.6904407540960491,-0.3490868347086947,0.6290209809781155,-0.7653405477077808,0.35635792740328265,-0.6151107710494622,-0.04823184596040929,0.005781603274689499,0.0,0.04462487651680329,0.0,-0.8832946955969585,-0.5765721517188929,0.24099537095369428,-0.2657732962770408,0.1334925996619301,0.06242997404919198,-0.6510008703279299,0.0945343524214674,1.3656411104546553,-0.8386364883329163,-0.23805669042195832,-0.17140978331134438,-0.33423628258131133,-0.352877228923624,-1.244681237494166,-0.29570579896413807,0.006253878863926858,0.0,-0.27787058472487713,-0.5680809882779376,-0.32444403440607306,-0.11777469646124927,-0.05601333188868306,-0.3490608369229728,-0.12073790473348378,-0.07313733549776025,-0.1548131720780925,-0.28902085028855207,1.3559633734085736,-0.07622092633180239,0.688403323265021,0.09040500300952099,-0.016639930971406137,0.24542556137306354,0.014713688245218015,-0.12311211971653184,1.6979705193724577,-0.18862051498873506,-0.18207541256418283,0.0456870614720851,0.8445942919234811,0.20442668139189157,-0.3424571217933473,-0.09967235416443831,-0.13129366023540293,-0.06223623463110312,-0.03643459915340825,-0.31408708331041163,0.16784996131255614,0.6056336449952696,0.005886979878656192,0.6143578363844633,0.44681329067616643,0.38069445991166734
9,12854.682450287455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4568686673873886,0.0,0.14774959689187628,-0.746466550660855,-0.6379162622098313,0.8889431836624306,-0.83792153386977,0.640676516959264,-0.41602195782433327,-0.23058336834222343,0.018744928444526618,0.0,0.24310751416821352,0.0,-1.0841075950386172,-0.9017434787851674,0.5242606028528694,-0.13443819969816537,0.07004079576383146,0.24853417442224124,-0.8226008505860363,0.13042494671496216,2.277549374640282,-1.1240138133954312,-0.38199719760366757,-0.19137783507128528,-0.29541181751473977,-0.46016294747444964,-1.2973233623487603,-0.40614624511130204,0.2112584157848645,0.0,-0.3606429953693106,-0.5107661625981006,-0.34263813181017083,-0.14000257827440732,0.38444881276673715,-0.47378568056616455,-0.20560685650476676,-0.07252127330069262,0.07008171899471174,-0.2560416058791266,1.3429553227605586,-0.3522402788732903,0.7383823520481787,0.12814498209987468,-0.08717849098231632,0.37582867998103403,-0.10956534388339624,-0.2928001822031539,1.8680091651745427,-0.0853842252305974,-0.2916993775978507,0.13744472486550346,0.8533074104643104,0.13165816918025602,-0.18412864910074936,-0.05816831924985691,-0.13054687794382322,-0.05535186391139281,-0.08255594744059522,-0.8081939897164249,0.37626444947076365,0.3951910656823993,-0.015567983941732975,0.22784127681635336,0.7118399502410461,0.20606217930827606
