Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_14,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_high,b_carD_t.full_purpose_HBR,b_carD_t.full_purpose_HBO,asc_carP,b_carP_p.age_group_agg_5_14,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_high,b_carP_t.full_purpose_HBR,b_carP_t.full_purpose_HBO,asc_pt,b_pt_p.age_group_agg_5_14,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_high,b_pt_t.full_purpose_HBR,b_pt_t.full_purpose_HBO,asc_bike,b_bike_p.age_group_agg_5_14,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_high,b_bike_t.full_purpose_HBR,b_bike_t.full_purpose_HBO,asc_walk,b_walk_p.age_group_agg_5_14,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_high,b_walk_t.full_purpose_HBR,b_walk_t.full_purpose_HBO,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_f,g_bike_stressLink_c,g_walk_vgvi,g_walk_stressJct,g_walk_stressJct_c,g_walk_speed,g_walk_speed_c,g_walk_aadt,g_walk_aadt_c
34,11627.49976703696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3103987978351372,0.0,1.30530787285916,-0.2920313527548198,-0.1340713685782145,1.4874843783946583,-0.4741293437569029,1.7458967475700167,-0.22526797925446532,-0.2964939214162978,0.0,0.5660579408316031,0.0,-2.420241018146411,-1.8664878537746765,2.165633672927029,0.08570024226529638,-0.3181767491499581,0.6726685889162596,-0.8704085093519517,4.729412964686612,-2.281026088357756,-7.152184083317079,0.6774833436986553,-0.10741060132528621,-0.7816887735123842,-4.484478850850633,-1.3042477654453268,2.2005621595689737,0.0,-0.3216284267221942,0.543551472570303,-0.18925609002776314,4.443965997869181,0.06136331208247548,-2.2752080972801823,0.8409161353736149,1.8709044286007201,0.918228140032702,1.4753915972314273,-1.6802261527143365,1.696060138951696,-0.37564085727996427,-0.8079186863909356,0.40723504354978224,-0.17684156244577348,4.198010698396677,-0.2112275183092391,-0.9216442434438261,0.4281863809005576,1.4074304101082231,0.04942500765223673,-0.25835811408656634,-0.05905378066140801,-0.12191137042674172,-0.1282060480674815,0.6471248519663508,1.1040668802960978,-0.0020614778022909064,-1.2165880326972491,0.41670205051108683,7.726170193750271,-1.9422380037824074,-0.34889668557840675,0.26249723157223054,0.21991311249476253,-0.18341218205687504
35,11557.327425121068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.166460814155821,0.0,1.231551712023889,-0.29661359142330973,-0.061834246431355086,1.319028489903983,-0.4944897398712893,1.7177510783448002,-0.1990879906220246,-0.406291660608441,0.0,0.5375119198828412,0.0,-2.2322255737020402,-1.9691785989413877,1.7312187863076118,-0.11920719177124717,-0.25851843444627665,0.5409737398367219,-1.0501314861286513,4.66087352372097,-2.3542997645367394,-6.3279167832532215,0.5805696480698214,0.033136808235778914,-0.6534239691014654,-4.43214919386192,-1.4895969144111048,2.3443736789542964,0.0,-0.6482193941794492,0.19791566220176215,-0.23614311601086352,4.434205152083262,0.1140527438474169,-2.3406668906613732,0.9874807934233572,2.116254431559034,1.152038173014914,1.6284064863700916,-1.695476240617621,1.5202513588512374,-0.47601870982076,-1.1335224108098338,0.38679988507079394,-0.1802469153008848,4.190898941504391,-0.27871102979169565,-1.0609492903972686,0.5424361909177747,1.2871177265093001,0.08198691075019635,-0.26588816859619,-0.05927352913207164,-0.12371493307132186,-0.1253959998843486,0.75097461213077,0.9926659647058541,0.18034617745935985,-1.0488520018983563,0.454064319091979,7.476398165355643,-2.2246646283235143,-0.2579286746225209,-0.055460337229486456,0.09606320354058281,0.1803975001866142
36,11495.985693310837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0471359151309176,0.0,1.2082825955839502,-0.3783432495583165,-0.204607200968542,1.372939975646401,-0.5674017176240038,1.7586812524695297,-0.2185538289085562,-0.3780620411356175,0.0,0.4007268110984336,0.0,-2.1289245964451755,-2.0068343837696396,1.7513189145775416,-0.07528345662255126,-0.24325145572434737,0.40214470926416407,-1.1562597032545117,4.602826993555593,-2.180393339702592,-5.4523752191055435,0.5985921311045791,0.2562771594816655,-0.5932051966873451,-4.3936268605417235,-1.4948500618264453,2.237104396620444,0.0,-0.9699729003081023,-0.042825993575484,-0.35372795722992717,4.494924963550196,0.04110573449794208,-2.40082610380079,1.0423939136974607,2.1291109110762925,1.2892193506602088,1.8709472467857602,-1.6916020783349477,1.3967288036956418,-0.5099485273227143,-1.1363202300675028,0.17139883205973253,-0.44586352331636825,3.9915970475394,-0.3820067588466821,-1.0356114438826876,0.5511533744752313,1.3114178953738689,0.31260028475255286,-0.2893802296039959,-0.06788057150004273,-0.12591462426127453,-0.12876355530036307,0.8546491315803467,0.8983095526167079,0.13456568823810766,-0.7457909239636428,0.5141641154669603,7.200531683231941,-2.492604657303726,-0.2541453015242854,-0.13533197887009213,-0.01305368128266679,0.5148792496858671
37,11416.445490265063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.921448419130911,0.0,1.0518872780975017,-0.39771292250860313,-0.29599682604076544,1.2406800649265728,-0.6762335183040419,1.706637405656959,-0.1516578247069023,-0.3093199312019834,0.0,0.5658568521264778,0.0,-2.2337594406539942,-2.064004404735088,2.0991987034637933,0.10905624529985461,-0.2996071410278959,0.3561429115499744,-1.2502853093505752,4.586791566500768,-1.8729594019955154,-4.3935140149567715,0.6761081730805523,0.3109439199271501,-0.5218612502811203,-4.186098030630901,-1.2023714003822694,1.8867035820386615,0.0,-1.2876154067495655,-0.3021729057195847,-0.49631195495974656,4.4076562735077225,-0.02991685957420713,-2.4355225991154583,1.0647141151106496,2.076048210886948,1.3146322579886716,1.9665318251721933,-1.7358601488303382,1.3870871932365598,-0.43400976462281604,-1.267840318591345,0.09813395013983135,-0.548265332256874,3.945329020417287,-0.4658634811118701,-0.9044440786450807,0.49573230708991617,1.3623545821718661,0.23431840203934537,-0.2935538254864939,-0.06964576869470464,-0.1268874568338318,-0.12562249199442993,0.9746950834619507,0.7620292699098217,0.3308010415562652,-0.4353811065797029,0.5809227815034377,6.855319182367501,-2.804554045896982,-0.22288083052983165,-0.21717087523490336,-0.09148463372119507,0.5396466132226818
38,11367.300594861985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8561427061223121,0.0,1.1003754269653154,-0.4524905227564319,-0.39486548317088255,1.273388368179644,-0.6597208890209283,1.6864409147236699,-0.16127964731853514,-0.3181649657220946,0.0,0.4420697166489549,0.0,-2.414347000900294,-1.9455865731846087,2.186337886541414,0.37258894804597387,-0.20131374467011798,0.48781093841625744,-1.2495744207097699,4.5882008946468895,-1.6671503824045586,-3.5840865708411145,0.751234385980649,0.21268762784912298,-0.5988361459641282,-4.10413458183972,-1.117234504715573,1.7323137913939552,0.0,-1.5047777363876909,-0.3199827070109399,-0.5070737355122065,4.302553150125729,-0.19370739260539777,-2.4552411023891296,1.0173922916973004,2.052481382556588,1.1015981266431174,1.8482941571834446,-1.728323350248825,1.4570390230221786,-0.5070402823180837,-1.347534011509564,0.0561992878672359,-0.3619764642966403,4.090791772993771,-0.26991275679450866,-0.7857522418357824,0.4790025447904573,1.2083006086999657,0.2721247152910287,-0.3019890725466257,-0.07289445960487922,-0.12576870361820897,-0.12377884487263259,1.0641238227826841,0.6779967822584214,0.35059338650882765,-0.17885915730416158,0.52883624316157,6.574577758457191,-3.024512858980003,-0.12184640026628313,-0.06719418613433831,-0.13049028941107096,0.4029725511501735
39,11302.716983308092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9870218568223886,0.0,1.0916545417312904,-0.3717531469026089,-0.2213974647962528,1.3031601977329426,-0.6214572565216121,1.906091894242509,-0.11785831745207431,-0.4170581461209008,0.0,0.4345687108892152,0.0,-2.7261189597849294,-1.5808377353888876,2.3158972862649083,0.43477093164677844,0.09508690892430921,0.690609472992345,-1.1569647380463324,4.73906835747409,-1.594702248761953,-2.5816252218925415,0.7878086824713809,0.004479623556653295,-0.7966400198094529,-4.02444520370059,-1.1970975976184381,1.8158509951163935,0.0,-1.7777486792781396,-0.24599713974348467,-0.2890667239577649,4.224380338884294,-0.47000977365563873,-2.4799473560713405,0.911599342408878,1.882370305625714,0.8316925924049268,1.7286219814448145,-1.5016110290598943,1.3719482170746222,-0.37863429270664384,-1.1138343644851028,0.12294089825532867,-0.4022350489629834,4.138781274078874,-0.23155768077321218,-0.628421295461398,0.38767227246589253,1.190199902026914,0.18919975708111236,-0.30431335920263625,-0.07119072827326506,-0.12025676857854274,-0.12311098837140139,1.176276685834363,0.6069450277796231,0.5258214165226378,-0.03391624648911548,0.44170636352561177,6.198227585785304,-3.2886711463209832,0.0016960538879166182,0.30495212204236793,-0.1479302842934002,0.1316430773061465
40,11269.725960194912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1391855396182708,0.0,1.1785087013589386,-0.2899608642787798,-0.0915498504736896,1.2893785547678076,-0.5289698978026391,2.0297081127745598,-0.09215300970130683,-0.20193853472001402,0.0,0.4341999072140465,0.0,-2.9258213867729874,-1.2707730581350183,2.3253492852494575,0.6172352457858388,0.2289703469337417,0.5255476846820024,-0.928855555799531,4.934282629869512,-1.6228282179286362,-1.9531756304538348,0.76978876798032,0.1588385583857153,-0.8607304864263574,-3.992088601947773,-1.2879427792711915,1.9361025806192946,0.0,-1.8503516657782437,-0.05753013703360105,-0.214930720696708,4.153745754085537,-0.6745820517169256,-2.4825561431311636,0.8099936951165023,1.590004161779195,0.7191563310339223,1.5589536393993253,-1.3271121396998764,1.510015434162432,-0.2763043232998662,-1.07495492734309,0.14040414806324528,-0.21671890960435714,4.172760112157787,-0.4344363183824213,-0.673318355595499,0.391496898342343,1.184347016092722,0.23645592459695342,-0.311796855798309,-0.07345921782213242,-0.11774190433826476,-0.12230028341276053,1.253851139575165,0.5487351080420539,0.7930464815182963,0.014871195920587811,0.4978989253872009,5.923298559028654,-3.466746353187203,-0.09557790088011789,0.5976015395643037,-0.10330310502319,-0.06436178161692019
41,11254.071907793978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1159550851446853,0.0,1.1823911533912073,-0.29228876919216573,-0.09982931332435718,1.2520389987228042,-0.553763554170898,2.0334011398403145,-0.038621977918658484,-0.280501026476074,0.0,0.41965085063932717,0.0,-3.0656386837037912,-1.2387316668184807,2.4230440726642066,0.6718852676276955,0.3785152675624942,0.49508594739930145,-0.7368765091713194,4.927866470667203,-1.6760980651478652,-1.6934848317416051,0.6881804559906542,0.2941261161838593,-0.6726970420775873,-4.013331172832619,-1.3448526800413396,2.0499319392051008,0.0,-1.7990658453708515,0.12461137164702576,-0.23992695209837742,4.16465463178368,-0.7914596584828799,-2.480683136117344,0.7725329879438801,1.4718762473049292,0.6659197203359294,1.453116026557391,-1.2154008910115428,1.6954231583625903,-0.17099378413518013,-0.9984712605980418,0.1483132716849816,-0.2984587326388734,4.23243031918222,-0.28167483146163863,-0.8137808535981822,0.47754900492872604,1.1473135489591444,0.252693219361733,-0.316110530737261,-0.0751262655282526,-0.11570485869115496,-0.12306364026524211,1.3012602712122272,0.5261790389350043,0.9914335946485299,-0.04497066188134528,0.630030460695916,5.742489968271886,-3.5707551300607414,-0.290743307923898,0.7730674098317631,-0.04292088335393096,-0.1726075803177452
42,11242.819712007877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.07900540469172,0.0,1.1656670588723588,-0.33901100900067793,-0.12683524740974755,1.2676436161047824,-0.5137560240058482,2.027442856505788,-0.09802662967858475,-0.40023098330139145,0.0,0.38869379120049447,0.0,-3.1648958734888284,-1.2822928833142524,2.642374552198613,0.6981570522026626,0.4532318954985745,0.5718084518568974,-0.7264360030113247,4.858163461602855,-1.6452888077082404,-1.6513731346742233,0.5631119772751001,0.32429958395850167,-0.5012003355356869,-4.09820494858832,-1.4150469931498226,2.1995445585724704,0.0,-1.6692706806615796,0.26512458876201317,-0.3245592650676524,4.1137696060994395,-0.7869097981375807,-2.474019774572229,0.807402585969987,1.5197929607817249,0.6174081428308185,1.4091968534979262,-1.0747995512277329,1.72119920484289,-0.1815142870699336,-0.9322954576962124,0.1904087774784669,-0.16901657890545346,4.198002259616993,-0.4511897613351039,-0.9020756372874066,0.46325445685930583,1.13136644332785,0.2769089793483161,-0.3198140461967606,-0.07575227179045779,-0.11419311464328363,-0.12359912102333442,1.3441779763439203,0.5076377756252731,1.0826412522040636,-0.04479585604086683,0.6967790398108669,5.559716575573438,-3.6624384862870016,-0.40231566403677016,0.9255848700155772,4.2192453661108603E-4,-0.2590823516495793
43,11219.717255737296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1536690473522082,0.0,1.3478928230490037,-0.2621965808775452,-0.09980083040634256,1.303583679890285,-0.5631210590622923,1.8942740680835555,-0.08296836050987223,-0.39999644567497694,0.0,0.4373140344820525,0.0,-3.286953605799003,-1.2601109876757535,2.8907795633444393,0.9208140559931648,0.47660259965377455,0.6857453630049338,-0.7598826964562954,4.685767606044665,-1.41173158888343,-1.8851100186345484,0.29046084049094295,0.41798603869770334,-0.6633504371817519,-4.3364518860363,-1.4833958282881667,2.4967313904359436,0.0,-1.2832611608101914,0.3861192558571397,-0.4795218140627392,3.9649495689865395,-0.7741352084631916,-2.4358919220906845,0.9499438172826293,1.735156607203268,0.690156456451808,1.3873329396587926,-0.7190428514902183,1.8665263284514895,-0.12533788778911187,-1.0654710498883124,0.2533189921913268,-0.2685691332380993,4.023906925911602,-0.4240487185738675,-1.0770688637692654,0.3754830498455774,1.1750088453025724,0.20780937788226422,-0.3319773428996071,-0.0771414342069743,-0.11554606172589589,-0.12684673293738857,1.4474370900340654,0.424774707194853,1.29518851136822,0.06913676373622848,0.6590669988939913,5.088804019474216,-3.8800523153614237,-0.3634466004252547,1.2938510930750724,-0.025062387796192524,-0.36277396918805616
44,11194.633365942344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0636945131933775,0.0,1.3559628551791005,-0.26728915489993943,-0.11152477425098188,1.201901079073899,-0.5635003189936184,1.9650430930528775,-0.10769258499959342,-0.558074857347806,0.0,0.4208838523558829,0.0,-3.1562998504602104,-1.0469550681893176,2.9713312429302214,0.9938013467062772,0.6036098410846579,0.47443650746403127,-0.8647542348031797,4.770646542760657,-1.1297300447846736,-2.279013856500597,0.17184919974544244,0.42821033772251393,-0.8157820264112137,-4.574806944832823,-1.2656861566191027,2.683233672037565,0.0,-0.9884827370432596,0.434325536442127,-0.479290222726776,3.8757546004962156,-0.9137324283957076,-2.3536698229112334,1.0640908389454156,1.9244489726554952,0.9804513372411474,1.3569034364019836,-0.7841452770941709,2.007982347620204,-0.0362770605998817,-0.9042780764243366,0.1663207466813092,-0.2880928809210136,4.14593824617184,-0.45090807233135066,-0.8761310231855323,0.586800776685888,1.1701048434002497,0.1645835585285735,-0.331213217950263,-0.07721992579997572,-0.11239880583959479,-0.1265938421034968,1.5728512096753215,0.36565792242768036,1.3989493580485977,0.19705728597020006,0.622753489618357,4.5242658381186835,-4.138575217579444,-0.3152498264600653,1.4902511985900408,0.015314496861444125,-0.6327436397216759
45,11167.052667323613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1129065717767257,0.0,1.252777270252514,-0.29045011629409057,-0.07817987713482177,1.186655878165741,-0.5480262114746403,2.181960549171952,-0.025747969765078926,-0.2617430737155422,0.0,0.3779396042042238,0.0,-3.082435450873164,-0.9475293761100012,3.0135472806669443,0.9157184303237568,0.7223221667691623,0.47022173300065095,-0.7679694311406243,4.766140999351903,-1.0006452755543451,-2.611969102275401,0.2909523576654965,0.23074691573300005,-0.5539405200199963,-4.767313702817168,-0.9615691787941351,2.6833222187843537,0.0,-0.809241619763426,0.29272295464017994,-0.23144903822106236,3.9911824585861693,-1.233227280433559,-2.2418204524335037,1.0698935768962088,1.9620101215684962,1.1948316659343923,1.3200719268581036,-0.8042416942103308,1.8921668424552434,-0.12389020102329505,-0.9379010404196901,0.17158986918116748,-0.2718381937644968,4.326677335447071,-0.37409265890311766,-0.808353184996913,0.557909640843333,1.1728582544817365,0.24550456742729385,-0.34478451530441634,-0.08108853254215671,-0.11525488667664248,-0.12897573388030745,1.7114384132840437,0.27829394087525267,1.4604779449682685,0.4216001820873479,0.6221424985856692,3.9183030444434612,-4.421973563275669,-0.2910613182605017,1.5875331371627737,0.01453119732636468,-0.6991824641355976
46,11136.800653838927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0539174888887788,0.0,1.194044352590334,-0.27742644435434416,-0.1291746498786084,1.1706243038808155,-0.5380170209366825,2.2511149540436053,-0.11726337525834711,-0.45138764044015306,0.0,0.36612827464269604,0.0,-3.214190324907446,-1.019247883080554,2.7511215920812875,0.9086017423858445,0.7568497777930081,0.546075869201983,-0.5340094673022274,4.908057229292621,-1.0923013730196427,-2.752264175847349,0.6032296564946653,0.4101701625033257,-0.488924715325142,-4.8369141361795975,-0.6082460774737133,2.410020435816157,0.0,-0.6368547710854119,0.16123972939158887,0.1649039919238359,3.999354589442418,-1.350706108403942,-2.066244694177327,0.9931176902183887,1.719576987525701,1.135611041187511,1.3823676083516783,-0.7911075030195664,1.686460272591431,-0.15882864370672253,-1.024077671564189,0.17574756725030977,-0.2540492361838832,4.441300211407801,-0.39986214607173703,-0.6765913230372779,0.2952995834359536,1.192351919089152,0.21755508094375692,-0.34111338515114004,-0.07780039947883656,-0.11107211708127368,-0.12925380470662845,1.8745664014679124,0.24753350596058,1.4044100486246163,0.5912509573817573,0.6356273148849554,3.2413315349651586,-4.751773088341219,-0.24982484836395044,1.553838330571686,-0.010252770686283373,-0.5960403243226167
47,11130.433992494272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0492228314353234,0.0,1.146439860862642,-0.2799450373817544,-0.17197328584157115,1.1515232045749113,-0.5994403491523737,2.490710602251385,-0.12034119599518141,-0.40268071563512825,0.0,0.4992338160520357,0.0,-2.7549805183914233,-0.8529846595521605,2.495365181709632,0.5563384580885483,0.4761153967046168,0.7193701583552298,-0.989991472875355,5.01448104806198,-0.8229051896764497,-1.714144128135147,1.1084963988031864,0.4759395810336726,-0.862647517484978,-4.539115020614383,-0.3842975286615893,2.088101957046791,0.0,-0.5640046305970055,-0.22380957800143214,0.460454122904419,4.783186356375837,-1.1495752087644373,-1.6980569271139698,0.2963005593933902,1.448753030931344,-0.6018226039836567,1.5052965888916443,-1.1852636439958908,1.7087063794757942,-0.17770233917832734,-1.1157275908655946,0.17499767898911112,-0.4115153129360095,4.694839872636372,-0.6095268131574119,-1.0655415900425522,0.697278013785684,1.3357715761385287,0.0267255278018394,-0.33115583298834184,-0.07640278635104554,-0.10437629342487928,-0.12691972271551463,2.2543489804400316,0.19140277155429697,1.3201115567793713,0.8088889171589422,0.7977581948108431,1.8501858962883442,-5.484746774567076,-0.3816694415189694,1.1548583095200238,0.043878480477602004,-0.2431176416258835
48,11105.714725375743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9673186077416586,0.0,1.0882705768307408,-0.30288337225077333,-0.2550838389299073,1.1151837902671151,-0.6601215113043901,2.629932178820874,-0.10267069212401025,-0.33703636422877414,0.0,0.4022866326650799,0.0,-2.6194541526246473,-1.0955699049990921,2.445311503988052,0.5907060691590258,0.3994739720783094,0.5875480051855071,-0.9779120409738249,5.182589305622192,-0.7299605595484773,-1.101030458562958,0.8762731196583028,0.2114953477195337,-0.8799578550498637,-4.270542166387789,-0.4403709993496743,2.2643429303344025,0.0,-0.6727844314148758,-0.42626448888419627,0.2426457373299009,5.076196910800597,-0.909189906568844,-1.5758006922357461,0.027801418295603453,1.0480793674286097,-0.8837715320189967,1.5985869075131596,-1.253588788167972,1.7256120610286714,-0.12634874068522603,-1.1699288235879315,0.11985298341341624,-0.4810811859620946,4.8205279957397416,-0.611439383523168,-0.9551960513005754,0.6294837025202936,1.2363423675090095,-0.02736241865368868,-0.3148735074670817,-0.07077231996074687,-0.10039684218234285,-0.12431061850718972,2.3859881564139607,0.18797819642318428,1.2964896726349544,0.8444572193442692,0.6581363684509662,1.4311813057562133,-5.723713061559822,-0.15062209211130456,1.0771661254390033,3.3784740571703165E-5,-0.20006890811422912
49,11096.075592748244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0090156749820494,0.0,1.1987130169112603,-0.2952298513404122,-0.23555111465868075,1.0999823836335902,-0.6525732349636768,2.787406238665291,-0.067773609740828,-0.3392837111671577,0.0,0.4231534763648317,0.0,-2.517710810391602,-1.134861480467407,2.519879720080543,0.4630803043029825,0.37746605737891675,0.5699116870589453,-0.9739409484338423,5.249064391461248,-0.6248789948514678,-0.8863426926804818,0.6776189251936234,0.30041538411192586,-0.8798840251013806,-4.14126554161024,-0.4883472979722317,2.277895679426428,0.0,-0.84236945360911,-0.46873978771660146,0.11374493289706969,5.031389643305715,-0.7974066071200213,-1.531768775791686,-0.02963561308058448,0.9623150833548636,-0.9009021119437063,1.5536437287789508,-1.2245433553215221,1.6807585390676603,-0.203738649856555,-1.221652233305964,0.14100861143180995,-0.47761926890192646,5.0160516028316335,-0.506300161851907,-0.8166485419922032,0.5292243094752681,1.3069600378940307,-0.001322248902087042,-0.3085021391374216,-0.0712367022275286,-0.09843500496243843,-0.12353182365372531,2.4353654514660086,0.21117284095450495,1.2346531267434766,0.8608254259115369,0.666892924168007,1.3297235253020445,-5.80099221927394,-0.16360431258879551,1.0854970757409175,0.015307311841606991,-0.16828115924473555
50,11084.316889983747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0549110916682587,0.0,1.2336637611610248,-0.26758321405634355,-0.22028573358704273,1.1471745579613168,-0.6792974609174879,2.76837265631917,-0.07683955392450244,-0.25764204910726896,0.0,0.44221518089662304,0.0,-2.599814511942267,-1.1274845606801083,2.3806815825413885,0.40630794098808637,0.27480945337663604,0.6719737806655781,-1.0038206047276192,5.31255590540438,-0.507171058220564,-0.8117652545594486,0.4199401276584331,0.35169598170746225,-0.7633758436678013,-4.009018978478275,-0.7047525797245683,2.2158144583010264,0.0,-1.2193852062962902,-0.5475912761468705,0.010550809662232652,5.034971524005758,-0.8244831257837658,-1.5148709926465007,-0.05279124398611658,1.084119882019226,-0.8252731358464338,1.4636628400178922,-1.2214994361218126,1.80706535823151,-0.14594564587263797,-1.1842093556251487,0.17594468863786725,-0.4823406671886499,5.031470110158487,-0.4831545236085849,-0.5100355772811407,0.4031221072785385,1.331223378830595,0.012872196557592433,-0.30284344956878245,-0.06850687921969524,-0.09873639412546022,-0.12314017595851315,2.4881592189573967,0.21821315988326434,1.1973208487259752,0.8646476758260411,0.7584902768553726,1.3204776919215988,-5.863959431775937,-0.3113412478040583,1.138156716826598,0.0691695048258521,-0.22624496692531304
51,11057.324703805258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1467797169830207,0.0,1.27154413347801,-0.199067449754544,-0.13621792469005234,1.1743722753980106,-0.6401743000773606,2.8325975016718368,-0.1478302868522034,-0.1962701405338958,0.0,0.46787170178701876,0.0,-2.58204603686974,-1.4958530622444974,2.450897359503591,0.4593389982886699,0.4994092302403077,0.4706616512200139,-0.6311258970212401,5.382488059075711,-0.5377502992301594,-0.8887839493459749,0.550118656164632,0.25702216441841347,-0.8213890698716022,-3.69411661377188,-1.538617176398199,1.5019822573203399,0.0,-2.498378867858375,-0.4254824296005795,-0.390278612218686,4.919036026865706,-1.0557000106355594,-1.5589554388133184,0.09654082747884367,1.8230622106774492,-0.1445339490594254,1.479939543584466,-0.9483475657797011,1.9142941228741317,-0.09713293841627113,-1.0485785728441357,0.13650618953709104,-0.3848089337556718,5.105975152594171,-0.5189783375703344,-0.6723994971594554,0.46848730037971836,1.3254217279872658,-0.05762908531619809,-0.2663778610535128,-0.058882296868410004,-0.09488553692299488,-0.120431969791392,2.649313742306229,0.2582119822661807,1.1931917498526552,0.7847304572913151,0.7202550064167946,1.6195614277832933,-5.976608366769418,-0.3613516433158621,1.6958778855664822,0.15472624293781728,-0.6490847153218569
52,11041.506030082714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2124576044586661,0.0,1.3728796892883097,-0.10403941742195146,-0.08842593092011325,1.201467318556465,-0.628560295271316,2.877529199860547,-0.17547278177182218,-0.3438332373629314,0.0,0.44340923063777427,0.0,-2.581260562974235,-1.4143511438152845,2.4670707510644707,0.6159819121840803,0.44167787419087196,0.5084336626965306,-0.8397595006095506,5.367837127499965,-0.6351125095189587,-1.002306095820706,0.6788957215061715,0.19926216495462987,-0.6733397921156404,-3.640517336215387,-1.7792659219278735,1.317674194153843,0.0,-2.8340393804630195,-0.2808944988022746,-0.5606769781742718,4.971418875778218,-1.1048874415548289,-1.6203192033275875,0.22460489750661333,1.778866109895245,0.22517981094066447,1.4059074424500229,-1.0145622680068138,1.8472691198378803,-0.042612307701946434,-1.1054772081192676,0.20039244014739985,-0.4261286689605473,5.1727568994777355,-0.5168233777993151,-0.8280693044970158,0.4575560064986338,1.3911592228587102,0.09680732303028936,-0.25664347810569665,-0.05633572667375502,-0.09370372116100345,-0.11815169868865948,2.7102371670095193,0.25500369215202234,1.2894089174886458,0.757685449744527,0.6483444616495333,1.8039259269883015,-6.002422140276643,-0.313483160650209,1.8918865592422147,0.19019852698947984,-0.8539272229710462
