Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_14,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_high,asc_carP,b_carP_p.age_group_agg_5_14,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_high,asc_pt,b_pt_p.age_group_agg_5_14,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_high,asc_bike,b_bike_p.age_group_agg_5_14,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_high,asc_walk,b_walk_p.age_group_agg_5_14,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_high,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_vgvi,g_bike_stressLink,g_bike_stressLink_f,g_bike_stressLink_c,g_bike_stressJct,g_bike_stressJct_f,g_bike_stressJct_c,g_walk_grad,g_walk_vgvi,g_walk_stressLink,g_walk_stressLink_f,g_walk_stressLink_c,g_walk_stressJct,g_walk_stressJct_f,g_walk_stressJct_c
0,21249.943505112835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,20397.132894107694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.229947157900536E-4,0.0,-6.207984636791667E-5,-4.892521671039468E-4,-4.7785901197142326E-5,1.2033749979813591E-4,-4.935779297437448E-4,-4.8494901714762087E-4,1.0675857222036392E-4,-4.386171098816892E-6,0.0,-0.0028695279480132857,-5.766205994059994E-4,-1.846744966700132E-4,-0.0011061139394667105,-3.8652007379670107E-4,-0.0011644802515579495,-0.001109474353662902,-4.2700264153736714E-5,-0.0010537885003286782,-2.744523538023874E-4,-3.0625433629126344E-4,-0.0015558183349011685,-2.590006448477479E-4,-1.4287187797728417E-4,-5.661509819643127E-4,-2.835703505161668E-4,-7.286748494946271E-4,-4.6689750778521023E-4,-3.529920383899999E-4,-3.879263555076732E-4,-1.0423605407406934E-4,-1.0776016656895921E-4,0.0033370389480547433,3.568569066451777E-4,6.474189541357089E-4,0.0011517375845779602,3.645583434175276E-4,0.0014126780479078167,9.795437528776468E-4,0.0016162806903319245,4.8798490584807863E-4,1.0472390782585318E-4,1.9622664459679353E-4,0.013000206404987894,-0.09107907525887797,-0.1079624602553294,-0.06076092808499387,1.0359527837454845E-5,0.0,5.425786794370494E-4,2.99911469600741E-4,1.0243955831408675E-4,0.0,0.0,0.0,0.0,-0.002156274166500067,0.0,0.0,-7.553299414257599E-6,-1.197602895047076E-4,0.0,-1.1413660017959095E-5
2,20055.44927052484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.225781928443438E-4,0.0,-1.1638218481671289E-4,-7.910167153050911E-4,-1.2932928970061134E-4,7.756971669644483E-6,-7.842392993085978E-4,-7.166180253209153E-4,1.6193184920897753E-5,-3.661109125497372E-5,0.0,-0.003000777081913309,-6.387066007863774E-4,-1.6375997518586704E-4,-0.0011642634661266837,-3.616301944710283E-4,-0.0011814555983952612,-0.0012051094243548963,1.0116540534583682E-4,-0.0011589609505414599,-3.028375549283883E-4,-3.299987582223251E-4,-0.002161515388377984,-3.6634512236564763E-4,-1.9858787946240241E-4,-7.838563959660246E-4,-3.9154453536065784E-4,-0.0010068044932175296,-6.468479726575448E-4,-4.903260179345368E-4,-5.397282515279943E-4,-1.4469043811360429E-4,-1.5038253467925E-4,0.004368332080330487,4.5629441951695676E-4,8.595091956185782E-4,0.001506229815115629,4.702411688907842E-4,0.0018493256611383125,0.001281726311143307,0.0021485434731000354,6.252978351002241E-4,1.329081680617209E-4,2.5484131475017786E-4,0.011582400720321724,-0.0904690812826992,-0.11114045424419595,-0.04965244866208652,1.4710696120206691E-5,0.0,7.71559637108179E-4,4.211255754425149E-4,1.4943414566450283E-4,0.0,0.0,0.0,0.0,-0.0026150118636826185,0.0,0.0,-8.235794960267908E-6,-1.4542594619414414E-4,0.0,-1.3448447171979706E-5
3,19753.670616830066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.047056887146435494,0.0,-0.005594572900115718,-0.03523723160658199,-0.007884462664174122,-0.006165971521238786,-0.03485440917008945,-0.028468843967763252,-0.005871295719315055,-0.002914223358528554,0.0,-0.023322153849321774,-0.009470902140414548,0.002611774570159448,-0.010177422461287219,0.0027831419759192294,-0.004507572132885866,-0.015495226506542363,0.02029265070923008,-0.016685907181029733,-0.004501660155179831,-0.003885037744364629,-0.06842151066040197,-0.011414907348635508,-0.006206253613385297,-0.02479957515250617,-0.012511575767056821,-0.03229790299590153,-0.02032325244748476,-0.015722297519152082,-0.016745630310235397,-0.004569460267494931,-0.004610806960931617,0.09082048740354726,0.004387634239472982,0.02490982052053566,0.029702785492590242,0.005261905125329014,0.0376655181287443,0.02536665927380813,0.06457865395364776,0.0039879230428284534,3.631340296284399E-5,0.0038734237335909406,-0.014381242919187154,-0.10169431526817098,-0.40491657856846686,-0.08642824458660525,5.255913054628599E-4,0.0,0.026985851392584605,0.015467148956213305,0.005526127357481004,0.0,0.0,0.0,0.0,0.02578080229933331,0.0,0.0,5.69077048640003E-4,0.001286992635897213,0.0,2.5676665625276655E-4
4,17139.178176847447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45574046799635415,0.0,-0.05091406305292844,-0.30016954334270507,-0.07514131909321563,-0.07221028576135174,-0.29421683385468766,-0.24218702358318642,-0.06964080916122212,-0.028265606484183126,0.0,-0.1800842629494676,-0.07666090979553004,0.022003811927267025,-0.07815287699040785,0.02410371617703964,-0.03181551758552059,-0.1210836321761823,0.1640668419412391,-0.1313924055151484,-0.035414587610983955,-0.030307936778520894,-0.3288645336237647,-0.05373721941195171,-0.02737924281385318,-0.11820727415178264,-0.06294234398863711,-0.16277477606938567,-0.09440185186259994,-0.07708850197037768,-0.07567228728204131,-0.021897376954028647,-0.01972002302264016,0.699755073234817,0.029023989547208515,0.19677400382123636,0.22758283691569148,0.03832782301615217,0.28901809792380584,0.19470471203235756,0.5089433521543607,0.02573116537871043,-0.001261770426013631,0.029096363441007245,-1.0242310694939472,-0.3067092028367807,-0.8497129972052937,-0.2700711893341654,0.0018080914477478873,0.0,0.07019928135984355,0.08303268692330673,0.02867835214449751,0.0,0.0,0.0,0.0,0.17054474073961917,0.0,0.0,0.004561864441397168,0.00834096565571104,0.0,0.0020095823297147097
5,15994.938999776594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4996800871695962,0.0,-0.05372177731922009,-0.3685582140512972,-0.08285399770652305,0.02932241625165638,-0.3729803694358492,-0.3365370054834468,-0.04009240658363955,-0.027867082207247335,0.0,-0.2632201313018654,-0.12264004220742403,0.038322772461944266,-0.11381039015346497,0.045230432877928016,-0.03626783302407794,-0.1933731814636877,0.286927135039935,-0.22015668170246055,-0.05681974002483643,-0.049149837166277216,-0.47587990342379294,-0.08299438179830203,-0.037382190653550695,-0.1667797692083589,-0.09237199864219034,-0.2315360466258456,-0.13240964109245823,-0.10666067710066097,-0.10844304862618098,-0.032123667105952505,-0.027274772684522948,1.0418565663430008,0.033108813536728766,0.30943888749156667,0.32763099064092094,0.04917026382744744,0.41255228490799695,0.28184559229776834,0.7894442330186189,0.023693769392081364,-0.00718925942237328,0.042282588222453565,-0.9971404071586103,-0.2967454594734231,-0.810122377153131,-0.302341596630522,0.0020340843504814566,0.0,0.03735926379597315,0.13258364120971644,0.06078208806988882,0.0,0.0,0.0,0.0,-0.0885130715967038,0.0,0.0,0.006742692449463879,-0.0059810220775442634,0.0,0.0024283089489598093
6,15472.77410200135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3659494084152133,0.0,-0.02398741816302416,-0.38481297858964136,-0.08205814101534663,0.3186992820392311,-0.4269533676559268,-0.4085715660085942,0.03636931781794778,-0.01227848587364225,0.0,-0.365837243475873,-0.21473489019156178,0.0811736752667695,-0.14768894716955913,0.09065701614110927,-0.0011549425622004034,-0.30773611923853683,0.5624719979039103,-0.3759606216578857,-0.09897199282958388,-0.08014025438690459,-0.6308231223598483,-0.12566771042435554,-0.030288234651225578,-0.21425515136510187,-0.13644391573012352,-0.296904869105015,-0.16698860827087686,-0.09363538231050864,-0.1577328791690653,-0.048789586188234174,-0.03594623048379787,1.2019087680885732,0.0169861603903543,0.43377888957526534,0.2907335606918942,0.023539875876659566,0.35482216241528014,0.27017168915375467,1.0360528650774286,-0.02974995780720599,-0.03373034120300003,0.04966610443724823,-0.986181674778369,-0.28773171973668293,-0.7806124327590437,-0.29315892571746494,-0.0012643116564939128,0.0,-0.24723931969249324,0.11753453048766091,0.09725417382504298,0.0,0.0,0.0,0.0,0.07628225698587449,0.0,0.0,0.015068501709065724,0.008054970961128205,0.0,0.01042747189722207
7,14649.01489986715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45373903377340424,0.0,0.0308318736416507,-0.6186751413656854,-0.2226537554042753,0.7241644605207601,-0.7385455641787847,-0.574593456770087,0.01398024183402104,-0.003733459306597294,0.0,-0.5958353046267173,-0.4756756835297916,0.2204201663228569,-0.20202715937541735,0.2191638776877535,0.14918758456274095,-0.6036619612786486,1.3909309025408816,-0.7857082426086623,-0.22319485907109332,-0.15672233256898555,-0.9900741847792882,-0.2415780548258552,0.021006870268234494,-0.32191697166038113,-0.2624868173259306,-0.38253387058837796,-0.2445836848380848,0.028490836670707773,-0.2951140568300798,-0.10193354619358716,-0.05529684823246731,1.3181904108879108,-0.05682950952914753,0.7128611537581523,0.04389773424178778,-0.09365671682556137,0.02406039829293033,0.12155224507337145,1.4909038487653847,-0.18972694843919846,-0.12017480239289545,0.06568626626163802,-0.7677896907806211,-0.2402631203401979,-0.5710909395185558,-0.23068353731578706,0.0053469842050018436,0.0,-0.04071734824493478,0.2752817188720068,0.43215644731565406,0.0,0.0,0.0,0.0,0.5272630835837937,0.0,0.0,0.03622641587048871,0.05505785013014494,0.0,0.03460974494436289
8,14290.209217320016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32440189731530467,0.0,0.06284599923369075,-0.5625298265600208,-0.34125986686824916,0.5823602089427897,-0.6817197377903723,-0.4158425972637263,-0.05898296048414654,0.019356894804784388,0.0,-0.8503619488180391,-0.6311595979342843,0.29684807075426295,-0.22162438478195545,0.20617045994891214,0.15976376444214654,-0.7164960712947006,1.651846012321978,-0.9100399736178415,-0.29247158536471635,-0.1734122880445216,-1.1495013177732953,-0.25041947880137705,0.06762602394701805,-0.4029552071457033,-0.34017427388716687,-0.4169466348418574,-0.3077216088410399,0.14502751775397593,-0.3667575071826398,-0.13788130065435128,-0.059454166411911535,1.38943241297445,-0.22927893992913548,0.817851735040948,0.06656616479783323,-0.1985042983764696,0.10232894415045275,0.1324033092096567,1.6535514003157916,-0.2299767074931467,-0.1689674637597687,0.0891738079814198,-0.6805747141347375,-0.21371711351008935,-0.47405757179893093,-0.20461576914939827,0.01029478084515597,0.0,0.07408222801893118,0.2757925015044927,0.48689034208156085,0.0,0.0,0.0,0.0,0.764106221134252,0.0,0.0,0.05090774486156037,0.08138182915850437,0.0,0.050849129386607274
9,13790.119476724207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22927589637389184,0.0,0.08136149984979536,-0.5306501864679471,-0.4146608145459318,0.45464453906024926,-0.6355813121798264,-0.26305263663112943,-0.11612463725699923,0.029482409279419336,0.0,-1.11946826727521,-0.7710857317331561,0.3696596741162893,-0.23950420749826903,0.1723341033486365,0.14382629273110062,-0.8155320459795051,1.8560946297712535,-1.0130082026601037,-0.35735346182232014,-0.185126634425662,-1.3274807467948835,-0.25721340371217793,0.10822532867247606,-0.4889532744368478,-0.4211323414426648,-0.47738577284031747,-0.3745238522571555,0.24283477344001272,-0.4366057390104683,-0.1732197731346377,-0.06266693773192462,1.5160076045388071,-0.3954596021759354,0.9244132340066589,0.12925729020628896,-0.3114606720577578,0.22879797479074615,0.16757168154555607,1.8624686747250407,-0.2726593924726356,-0.21806886861343924,0.1128552466014147,-0.5103807711946385,-0.17062118346408456,-0.32208488599574503,-0.160935968084433,0.015139750077993615,0.0,0.22544606625854635,0.3035468811197818,0.5067935055563325,0.0,0.0,0.0,0.0,1.160948165324465,0.0,0.0,0.06423437577135573,0.11219873370585416,0.0,0.06338754292697395
