"","Estimate","Std.err.","t-ratio(0)","p(1-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"carD.asc",0,NA,NA,NA,NA,NA,NA
"carP.asc",-2.59864537351814,0.447041329550916,-5.81298685767747,3.06839409436321e-09,15.4156996477418,-0.168571354716217,0.866133813697225
"pt.asc",-3.49775125119332,17.1178645960761,-0.204333387004073,0.419046490630117,5136.55860637806,-0.00068095227159487,0.99945667873784
"bike.asc",6.50909564647854,4.12190096432749,1.57914896617137,0.0571509462294714,835.038600666288,0.00779496377926104,0.993780581732063
"walk.asc",18.3768671930307,12.8507004034058,1.43002845106873,0.0763544267619635,3460.90810621883,0.00530983968051904,0.995763380806739
"carD.p.age_group_agg_5_14",0,NA,NA,NA,NA,NA,NA
"carP.p.age_group_agg_5_14",17.2598867236194,1.74271459548419,9.90402373879465,0,49.4660001470402,0.348924244376208,0.727146183325453
"pt.p.age_group_agg_5_14",15.7629526110328,29.9020295551823,0.527153268374083,0.299043578879819,8448.70710708014,0.0018657236440145,0.998511368773352
"bike.p.age_group_agg_5_14",14.3275830360708,1.88324763085796,7.60791241752075,1.38777878078145e-14,61.5925654328632,0.232618708692822,0.816057498359201
"walk.p.age_group_agg_5_14",15.6149142731897,2.48962014141983,6.2720067264095,1.7821211173441e-10,166.836649936375,0.0935940291245639,0.925431652862898
"carD.p.age_group_agg_15_24",0,NA,NA,NA,NA,NA,NA
"carP.p.age_group_agg_15_24",2.12314348363409,0.24662312953109,8.60885792695468,0,4.22220236732326,0.502852137089795,0.615068234308839
"pt.p.age_group_agg_15_24",2.62143514642755,7.00123535183818,0.374424657177007,0.354044200556189,1231.594897643,0.00212848815096945,0.998301713448827
"bike.p.age_group_agg_15_24",2.70565130388911,0.36388701250002,7.43541596964515,5.20694598549198e-14,2.82919115320233,0.956333862710767,0.338903586958978
"walk.p.age_group_agg_15_24",2.53557791954222,0.379672458149911,6.67832987385423,1.20840004669276e-11,9.30509158732934,0.272493601567006,0.785242510415969
"carD.p.age_group_agg_25_39",0,NA,NA,NA,NA,NA,NA
"carP.p.age_group_agg_25_39",0.305539683910087,0.0378930086536926,8.06322049279433,3.33066907387547e-16,0.563790108109422,0.541938710018635,0.587860728653268
"pt.p.age_group_agg_25_39",0.482350116379145,1.07603188145017,0.448267495317222,0.326980078172543,219.975873279634,0.00219274100012768,0.998250447212167
"bike.p.age_group_agg_25_39",0.933057754106335,0.12938181341544,7.2116608159628,2.76334510829201e-13,2.78129338238024,0.335476206867403,0.737265890037732
"walk.p.age_group_agg_25_39",0.2582390804586,0.0389412954848039,6.63149690434342,1.66149316527253e-11,1.00527589815705,0.256883787756201,0.797268486215728
"carD.p.female_FALSE",0,NA,NA,NA,NA,NA,NA
"carP.p.female_FALSE",-0.389922490730133,0.0290239882770615,-13.4344903604547,0,0.142056465432521,-2.7448415638312,0.00605401176149423
"pt.p.female_FALSE",-0.355832962391132,0.414112129238816,-0.859267182164386,0.195096562860044,25.7637006948123,-0.0138114072433228,0.988980441737957
"bike.p.female_FALSE",1.12065442543086,0.107320928827668,10.4420865312335,0,1.73499371631966,0.645912670973839,0.51833591313326
"walk.p.female_FALSE",-0.00560981651359981,0.000612740789110565,-9.15528493172919,0,0.00479761286394689,-1.16929328661686,0.242285487036783
"carD.hh.cars_gr_0",0,NA,NA,NA,NA,NA,NA
"carP.hh.cars_gr_0",5.23762114891953,0.812447353828667,6.44672066963747,5.71480640587652e-11,14.0902922851139,0.371718417399542,0.71010251095851
"pt.hh.cars_gr_0",7.52682946404829,33.715183753381,0.223247469718847,0.411671454284806,10771.0212054051,0.000698803699343864,0.999442435362641
"bike.hh.cars_gr_0",7.8031316129022,1.38353968014345,5.63997673857329,8.50365688975785e-09,70.1097145173535,0.111298864452954,0.911379355847549
"walk.hh.cars_gr_0",7.37568441356144,1.48414010566548,4.96966855447534,3.35337235313204e-07,116.684348408366,0.0632105720618876,0.949598826328578
"carD.hh.cars_gr_1",0,NA,NA,NA,NA,NA,NA
"carP.hh.cars_gr_1",1.68168939419779,0.251628653774396,6.68321897753962,1.16875398248339e-11,4.28596557874464,0.392371185279176,0.69478397336883
"pt.hh.cars_gr_1",2.14785847494947,9.63102022936682,0.223014636434907,0.41176205756423,2942.4397999494,0.00072995834102924,0.999417577561386
"bike.hh.cars_gr_1",2.43772128307523,0.404162050626693,6.03154422661728,8.1200135504389e-10,18.0295899987734,0.135206695395795,0.892448453545839
"walk.hh.cars_gr_1",1.90153468655165,0.348706215785501,5.45311382611354,2.47476821257919e-08,23.9587452549167,0.0793670397309904,0.936740684400024
"carD.hh.cars_gr_2",0,NA,NA,NA,NA,NA,NA
"carP.hh.cars_gr_2",0.671100841941393,0.103502215464472,6.48392731430714,4.46825909605764e-11,1.60841447042786,0.41724372310756,0.676500147190879
"pt.hh.cars_gr_2",0.863159858701203,3.93866375708357,0.219150430688285,0.413266433713791,1174.03725060697,0.000735206534762805,0.999413390109758
"bike.hh.cars_gr_2",0.680989424903146,0.115616384337868,5.89007716166833,1.93007665405531e-09,4.80492206948494,0.141727465098335,0.887295279909251
"walk.hh.cars_gr_2",0.751242528184823,0.140415662812323,5.35013340491023,4.39447096489687e-08,8.49030904669124,0.0884823537109747,0.929493309022733
"carD.carD_time",-0.0958987744552025,0.00351789173851246,-27.2602972414817,0,0.51286521319929,-0.186986311387702,0.851671365586664
"carP.carP_time",-0.197065431954441,0.00720269867022704,-27.3599439567043,0,1.16876959557068,-0.168609307344463,0.866103959183129
"pt.pt_time",-0.0200652341998699,0.00676272002936538,-2.96703606133948,0.00150342845080642,0.810590049462401,-0.0247538619715077,0.980251292582148
"bike.bike_logDist",-1.58640662370458,0.148833027739762,-10.6589689653996,0,30.1069313203299,-0.0526924051749288,0.957976990413153
"walk.walk_logDist",-2.84089665466149,0.283130369305759,-10.0338817825422,0,71.1843304954966,-0.0399090169829049,0.968165662318933
