"","Estimate","Std.err.","t-ratio(0)","p(1-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"carD.asc",0,NA,NA,NA,NA,NA,NA
"carP.asc",-2.73131371610918,0.300776364668229,-9.08087880881847,0,6.56947019503742,-0.41575859772869,0.677586657666174
"pt.asc",-3.35238510558885,18.6196536885901,-0.180045513287025,0.428558418774228,6007.10439931909,-0.00055807005884047,0.999554724539318
"bike.asc",7.82535447417697,7.94459113187313,0.984991467060175,0.162314131180831,1766.00048882656,0.00443111682227031,0.996464491870231
"walk.asc",18.8783999047822,21.7878335007683,0.866465218036316,0.193117546231861,9627.02026589314,0.00196098059247523,0.998435364864016
"carD.p.age_group_agg_5_14",0,NA,NA,NA,NA,NA,NA
"carP.p.age_group_agg_5_14",16.3521907141674,1.49221590682341,10.9583275713617,0,23.5375817888614,0.694726878098655,0.487226480469684
"pt.p.age_group_agg_5_14",14.2319415295938,35.7728026494981,0.397842508148953,0.345373140540851,12013.9498980815,0.00118461801908018,0.999054811793194
"bike.p.age_group_agg_5_14",13.0537185079048,6.15378245501389,2.12125121473364,0.0169503337186669,326.596567650957,0.0399689396670441,0.968117889051716
"walk.p.age_group_agg_5_14",14.2218983734366,7.97663149214404,1.7829453933585,0.0372975964017107,1381.46015498701,0.0102948306703571,0.991786058642727
"carD.p.age_group_agg_15_24",0,NA,NA,NA,NA,NA,NA
"carP.p.age_group_agg_15_24",1.76382892575769,0.150883933577847,11.6899717811748,0,1.62585019776648,1.08486558489876,0.277981192498803
"pt.p.age_group_agg_15_24",1.86939760739783,6.14225166247667,0.304350539529025,0.380430422592266,1401.9113930639,0.00133346345328732,0.998936050413533
"bike.p.age_group_agg_15_24",1.87194772458464,0.896417606673145,2.08825408007319,0.0183874606537429,42.0574554745015,0.0445092957589782,0.9644984423775
"walk.p.age_group_agg_15_24",1.79495451978627,1.01967353915423,1.76032274140908,0.0391765502150005,154.756377349058,0.0115985819165157,0.990745878050439
"carD.p.age_group_agg_25_39",0,NA,NA,NA,NA,NA,NA
"carP.p.age_group_agg_25_39",0.289336172116277,0.0198420842457931,14.58194454434,0,0.165680554174544,1.74634961572776,0.0807502192737486
"pt.p.age_group_agg_25_39",0.446440108565661,1.30195010930388,0.342901087664842,0.365836436741552,343.945454779879,0.00129799682583792,0.998964348663503
"bike.p.age_group_agg_25_39",0.8552409249042,0.440236990078735,1.94268301886955,0.0260272346060103,22.544042422491,0.0379364494120616,0.96973835152707
"walk.p.age_group_agg_25_39",0.225759504477,0.150231220095755,1.50274692792287,0.0664521581764368,19.7366492213301,0.0114385933470922,0.990873521991707
"carD.p.female_FALSE",0,NA,NA,NA,NA,NA,NA
"carP.p.female_FALSE",-0.398712937545525,0.0211468252910715,-18.8545056791039,0,0.083672656978199,-4.76515210517828,1.88711236526196e-06
"pt.p.female_FALSE",-0.367182953489571,0.452149744440219,-0.8120826297141,0.208372109815658,27.1698972657494,-0.0135143298444652,0.989217453084039
"bike.p.female_FALSE",1.0996673521613,0.163527507233498,6.72466284581163,8.79996076008638e-12,5.43295815961445,0.202406740463345,0.83959875933175
"walk.p.female_FALSE",-0.0172859723675309,0.00282864546998219,-6.11104238794541,4.94912333337538e-10,0.0346442543024831,-0.4989563988477,0.617810100631046
"carD.hh.cars_gr_0",0,NA,NA,NA,NA,NA,NA
"carP.hh.cars_gr_0",5.19751536250767,0.56447694662674,9.20766630695466,0,6.89317618099378,0.754008779992963,0.450843949675248
"pt.hh.cars_gr_0",7.49176947459152,35.9799292434188,0.208220795096807,0.417528286139787,12125.1272483796,0.000617871410429341,0.999507009972425
"bike.hh.cars_gr_0",7.4568955674021,2.35457037241691,3.16698776760185,0.000770133986253918,140.250572813153,0.0531683786941566,0.957597750111465
"walk.hh.cars_gr_0",7.26711488687062,2.52860143651871,2.87396613080934,0.00202676214883835,345.750653755719,0.0210183691858035,0.983231002420977
"carD.hh.cars_gr_1",0,NA,NA,NA,NA,NA,NA
"carP.hh.cars_gr_1",1.65135265510787,0.164446107280689,10.0419078469837,0,2.10644412371356,0.783952746012847,0.433067838125882
"pt.hh.cars_gr_1",2.11836161542221,10.2118952122535,0.207440594658701,0.417832891032252,3285.23438624346,0.000644812931549908,0.999485513752963
"bike.hh.cars_gr_1",2.24558118326295,0.678988657977658,3.30724402665478,0.00047109388195532,38.5135525265491,0.0583062593801228,0.953504681735192
"walk.hh.cars_gr_1",1.81360321867883,0.601904069112868,3.01311008139861,0.00129292550183524,78.8835331315692,0.0229908974241042,0.981657533834837
"carD.hh.cars_gr_2",0,NA,NA,NA,NA,NA,NA
"carP.hh.cars_gr_2",0.583806098084832,0.0589373856948148,9.90553094953776,0,0.730450543407075,0.799241103116657,0.424150622656993
"pt.hh.cars_gr_2",0.718679428869875,3.51017959742519,0.204741497955559,0.418887048225918,1104.48996962252,0.000650688959280903,0.999480825362141
"bike.hh.cars_gr_2",0.52476112423502,0.161148085620133,3.25639068075569,0.000564191863866914,9.39770314702684,0.0558392956262977,0.955469830379985
"walk.hh.cars_gr_2",0.625095261084127,0.210812160349007,2.96517648720672,0.00151254664842315,25.9038103658883,0.0241314019927852,0.980747795442826
"carD.carD_time",-0.367509862498486,0.0196002239141824,-18.7502889817785,0,4.19570177259587,-0.0875919887583212,0.930200969750418
"carP.carP_time",-0.27002376266315,0.0141722998426404,-19.0529247660091,0,3.14205341054368,-0.0859386291006512,0.931515203503889
"pt.pt_time",-0.0210155836176307,0.00819634278504374,-2.56401960835251,0.00517338495234565,0.995396088322599,-0.0211127850151042,0.983155686201473
"carD.carD_timeHBW",0.275248437721245,0.0136376895654101,20.1829229504806,0,1.03813197994228,0.265138193446798,0.790903005754072
"carP.carP_timeHBW",0.0997057483290915,0.00487221315861156,20.4641597325977,0,0.395291690726618,0.252233352403169,0.800860699805723
"bike.bike_logDist",-1.58977469548801,0.205249146334293,-7.74558493363333,4.77395900588817e-15,49.2152207173464,-0.032302500574333,0.974230815076959
"walk.walk_logDist",-2.90643165261446,0.410645926551022,-7.07770725263323,7.32747196252603e-13,134.23836743209,-0.0216512738363329,0.982726132495346
"bike.bike_stressLink",-2.57931912948892,1.06136160646188,-2.4301982602209,0.007545282764156,24.3408270906835,-0.105966782471256,0.91560870750631
"walk.walk_stressLink",0.644924345091194,0.373899082947232,1.7248620670787,0.0422761665378423,24.2664052852053,0.0265768389471509,0.978797246576207
"bike.bike_stressJct",3.13292222578533,12.8408852226752,0.243980237456918,0.403623062856036,347.101981264279,0.00902594163932463,0.99279843830176
"walk.walk_stressJct",-3.61273201119946,20.965805350203,-0.172315441780274,0.431594772572541,2835.52753036916,-0.00127409519833832,0.998983419387292
"bike.bike_vgviDay",-0.274396228226349,0.212908012106401,-1.28880179525239,0.0987335008790236,10.9310452477688,-0.0251024693436666,0.979973230552693
"walk.walk_vgviDay",-0.368842638034284,0.339319425031166,-1.08700714083907,0.138516826933609,40.1799543652835,-0.0091797674701436,0.992675708131354
