Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_walk_vgvi,g_walk_speed
10,9131.3077571013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9669768530764142,0.0,-0.7832221292286856,-0.26075826534964264,0.48252111248169083,0.12187326106399814,0.03803594997150548,0.5443819639126627,-0.28546021263519883,0.005040924549590278,-0.38481886349574196,-0.13778348519077688,-0.10361739770491607,0.3454735896758445,-0.49106801706434094,-0.05711370246206802,-0.7995197531504803,-0.4948546173745749,-9.834421004013272E-4,-0.12446881115758321,-0.40861945143054845,2.4994542894854477E-5,-0.49955229308984683,-0.1157096758382371,0.3486543348222699,-1.4138358044448123,0.1109378529980764,-0.11803780373933585,0.7054903142952034,0.1923671820836403,-0.8628532803121053,-0.33252752513439043,-0.017040731584813295,-0.01807265013216208,-0.7033602127207123,-0.11696803820360738,-0.001389752171043578,0.8168745124062976,1.1143644756801698,0.9074210852471972
11,9101.097892631178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2917140190254424,0.0,-0.6633171522327428,0.29937366930029996,0.515377432455722,0.3499979016863285,0.13060267764651032,0.8897907114939234,-0.5531605355344924,-0.0020071999616727643,-0.7398652217095494,-0.26720434383314345,-0.19059656666675276,0.6704194786671624,-0.9524350435597232,-0.11158291246152469,-0.9789331564615006,-0.7516954335845607,0.18352984774254505,-0.19313904767808754,-0.19114789700191084,0.09496685553850161,-0.7282259076261439,-0.2017237670444264,0.3497067844296212,-1.8113836242109997,-0.45883202218852065,-0.30429600603774987,0.57023551660233,0.07692950315222176,-1.0289254141659436,-0.6151784600304699,-0.019753214315835602,-0.0182871436715702,-0.7417517935421108,-0.11399250724022936,-0.014866330328080829,0.9307712321533533,1.1450417184164858,0.8078830863729404
12,9061.794330166651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.340530970781195,0.0,-0.684953439621667,0.464566309113527,0.5041593351258541,0.4240390893702438,0.21716975747979342,0.788948190152666,-0.8506034772434616,-0.01558116928160775,-1.1353725535995225,-0.4117798500011609,-0.2799317488727746,1.0330543923233642,-1.4667955488430466,-0.1732148595490936,-1.1164807174202005,-0.9822376691356307,0.34087236053218384,-0.24957510748255496,0.04669058403569959,0.19025178792340336,-0.9065962701169192,-0.2881995103984522,0.6274888417168774,-2.1423097457218288,-0.4672051499163607,-0.5210627023693979,0.5003550146195377,0.05736218671853753,-0.79225999754115,-0.8318884815577102,-0.016825947746234228,-0.017550928280608863,-0.6773013380504216,-0.10935109681628583,-0.033496022625726825,0.8545861800864006,1.219685232830093,0.7089261886617474
13,9033.53546011202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.47956884280475,0.0,-0.3805779902566629,0.15793577173139384,0.5687411282033892,0.32576450892886644,0.1918265346330217,0.5632610923520293,-1.4365890042286777,-0.039885390303938506,-1.9278489800389245,-0.7012287840272706,-0.4483217848095842,1.7583351013987358,-2.4933356353974574,-0.2974354611663167,-1.2914932601009386,-1.2583314960705352,0.5265609912179214,-0.3417466811085923,0.4237120984824824,0.3426536071747439,-1.1017421319323104,-0.45529310001606815,0.8319429003321159,-2.4371930545070795,-0.6227968896500882,-0.9358802201373528,0.11400418086029368,0.12291403929017237,-0.5885562018293518,-1.1855261859783885,-0.018055066971986538,-0.01721421553287758,-0.6955334971706707,-0.10900300704186278,-0.06435005220700843,0.9516336808225256,1.3137469227338112,0.5906752854787756
14,8918.894112963844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9485848455561494,0.0,-0.5506248651242406,0.08529214860857759,0.3251796913145021,-0.41490198123001276,-0.20754074283477794,0.5541003260231787,-3.4558627348785365,-0.11463577169049304,-4.7101359253976,-1.7164566585196974,-0.998271552947815,4.283002807966014,-6.080586019132154,-0.7354661333240613,-1.4113826441558686,-1.0818370614491297,0.4379987052733264,-0.6128950187160946,1.0399188582191834,0.6639696776626702,-1.106658360906539,-1.0237449170158892,1.1459133667595969,-2.5467738412086134,-0.7112584394947497,-2.048029464628808,0.21000251905159667,0.6336500165247757,-1.0277981976283257,-1.9944573316482535,-0.024016109563527996,-0.016170004415163655,-0.8382657537916653,-0.12375224988650037,-0.1681574103136949,1.0654660335128625,1.5564366432761765,0.4551520298276823
15,8721.962367767637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7406867376185595,0.0,-0.8241064772053257,-0.14808972498989392,0.4646343508306443,-0.24403913232254792,-0.4679844723570945,0.3566657675268404,-5.3729716097074185,-0.18026277700172488,-7.371108336754036,-2.6863020995258085,-1.507282463497539,6.681165645848149,-9.506274152128055,-1.153532203419319,-1.5536612390004945,-0.7300012090538355,0.15112109188416806,-0.8661124167084423,1.177145863037342,0.8472674852582798,-1.0437218101353192,-1.549181324260897,1.3493993460841784,-2.247603511858183,-0.8421371756698529,-2.720799852603215,0.3554068784759016,0.26307533154636387,-1.2407825583941496,-2.541847908631967,-0.02671522707042728,-0.01470694939955699,-0.8864765185783396,-0.13013500568821512,-0.26996046391859646,0.9733078637993133,1.7193887933540632,0.35408363394824927
16,8552.174239062664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6435497158533132,0.0,-0.9907793358800935,-0.4472765928624209,0.14551687787893247,-0.23702709998791086,0.5189970162295535,0.08789739757957582,-8.982632089621351,-0.36095720885497506,-12.301826995752062,-4.481574463621187,-2.4133621742161497,11.035051628093463,-15.850974757473463,-1.9264814803070305,-1.9622239105391712,-0.16756973847412127,-0.420061445385516,-1.3109723974566023,0.8674396743441256,0.839728330952365,-0.9496607477743854,-2.4714296637421667,1.4868245082565057,-1.709524832268917,-0.8399485464213842,-3.247601152756487,0.2612252828110189,0.05555328677026358,-1.5998603695527736,-3.2123187103107247,-0.029341296445273824,-0.011633257054969155,-0.8728615967187351,-0.13413561755429346,-0.46524007936081524,0.6447203242642299,1.8889823999219075,0.24765273452271663
17,8366.854200149068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5102239814287541,0.0,-1.0258138594130757,-0.48776517816958287,0.018015171156815474,-0.06408850233010135,0.2456171396180738,0.4240674469426461,-11.98040670732118,-0.6613582599388542,-16.19968751475546,-5.919684083794777,-3.063012761726284,14.268854622462754,-20.87607908889764,-2.5336686034533,-2.3821222031859635,0.03843131004130598,-0.7569014836909046,-1.6200028926238126,0.2274245597684429,0.5221253372778637,-0.8006987056970932,-3.149971857011648,1.4387599351707852,-1.6324405687289703,-0.5250676477713179,-2.998507328078113,-0.21810567355204352,0.32282760640914976,-1.3705773263747312,-3.4117065867906486,-0.02719976132856073,-0.00849105475675863,-0.7271823330619538,-0.1251265374560212,-0.6221479114459367,0.40159639032929506,1.8586673295538152,0.23874718031218015
18,8312.475117213518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.329385975593027,0.0,-1.2483743237503926,-0.7228126776765605,0.01611719133519948,-0.11386670155637812,0.16944511040437166,0.36663414315237214,-12.971311126092594,-1.0432594172875445,-17.235426156526838,-6.318362721775289,-2.9781659525197726,14.731155938078215,-22.27591175885954,-2.68060728567149,-2.5939156545273243,-0.20798924580124828,-0.7102108283765414,-1.6700964797553361,0.030594157203372857,0.501328915882537,-0.6787035181722889,-3.3223390242810447,1.5151784614045538,-1.6186960393063414,-0.8282492564651527,-2.6428746806640158,-0.20541459941841797,0.4011527257521767,-1.5505201615948712,-3.2753785327591864,-0.022461388267412136,-0.006883176825645428,-0.5855906713489267,-0.11093203173221668,-0.6635227126353433,0.18464296359426793,2.0333630937882976,-0.05512950927955043
19,8288.45230318814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1289637318947514,0.0,-1.3298170393787498,-0.9046185229743485,-0.19061980015600558,-0.1537810194626153,0.11920007913144703,0.2160186732806959,-14.369897172697641,-1.6560769234578085,-18.677312695971363,-6.883207533994847,-2.6769745056697607,15.221529468077353,-24.26445672074658,-2.8760092898675245,-2.477216951015789,-0.36720989391168446,-0.5281265785076175,-1.68051350800335,0.0536198081835783,0.5584659305285403,-0.2870885443162837,-3.520212977269114,1.6071222280183923,-1.8240949267927902,-1.0032383134539269,-1.922001164826021,-0.04730904415741019,0.1772227651746072,-1.6785485036165995,-2.8926044864959417,-0.021782123580883734,-0.00558246612029937,-0.5780292967324705,-0.10864264193460867,-0.7134672299337961,0.4770772432405709,2.331598355522685,-0.4071325670256326
20,8230.039279233932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.190172716097129,0.0,-1.3398782943552103,-0.8001894905391518,-0.06043417450696362,-0.45351316958302224,0.06808978707957697,0.2569360180765052,-14.829070935163836,-1.8623283480466093,-19.378214266339853,-7.175231545819714,-2.247452924712757,15.484136241637252,-25.298347171805904,-2.9563798997942867,-2.544856752307791,-0.44047935693990703,-0.5607211770095972,-1.6818657763074178,0.06612232672039406,0.6529053781218402,-0.09521265877251744,-3.6320406926770934,1.8054578891722917,-1.7396843611374944,-0.8970503677520386,-1.5832486275801974,-0.19910235201987922,-0.0744393595818397,-1.7827261139837656,-2.5916124516281602,-0.018684026664867598,-0.00470991101497897,-0.508038488000563,-0.10394445476488773,-0.7439690655820274,0.549246475564065,2.509739594705311,-0.6124710924756329
21,8163.907352712528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.167057156547682,0.0,-1.2830274216118038,-0.8007250512226222,-0.17973573152946568,-0.38011987617606036,0.016858976940338367,0.24928817036484502,-15.002981195302276,-2.005855493399886,-19.876519785554787,-7.387809623114526,-1.625258243195853,15.539516955303633,-26.12207193923665,-2.993981088185082,-2.7662760658579058,-0.5373584465172495,-0.6951444415115242,-1.6793517033651675,0.024459160804057453,0.6931146070181881,-0.04890574498888257,-3.737051099434168,1.6468839136901603,-1.7781639362539057,-0.7439290559024785,-1.5598688059411585,-0.1799831947431133,-0.1401519031434597,-1.829138273448325,-2.306017845597965,-0.016436813301935832,-0.004219813089961261,-0.41798672061498054,-0.09634308667000419,-0.7709584534916697,0.5964525125437008,2.510248896524158,-0.6774404192174632
22,7997.597217535929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4576895829981353,0.0,-1.2965235723691952,-0.61748335807543,0.10815264818612405,-0.15074784647188288,0.07819891364473339,0.16875592392438674,-15.635968707227388,-2.548989498807945,-21.33365826933536,-8.007803390384613,0.27844364932798804,15.319692613212128,-28.598652710641822,-3.088208721718839,-2.968275649465038,-0.6780099889499634,-0.8786093409888622,-1.6181012631686547,0.13586402940117892,0.8122655024409086,0.08678518413212089,-4.0202617250465575,1.0946499741527291,-1.5116835005788105,-0.5970499486814367,-1.5802676733393466,0.09579264892140193,0.29759839864389354,-1.4258786531742969,-1.376169131126864,-0.014178893242967566,-0.003341669644140219,-0.3489416787225395,-0.09200328861226074,-0.8480197531180699,0.6055584106359582,2.2899449444595255,-0.4136706407658201
23,7895.534159555752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.386919742496172,0.0,-1.6782084855266401,-1.081619947740439,0.11870554062723536,-0.0013581139315399504,0.332337737702713,1.004949714949989,-15.325919414064916,-2.075624874408626,-21.903043215219892,-8.24306633988211,0.872790796653721,14.357821939232636,-30.00119027395961,-3.0273415306689877,-2.6025297157262566,-0.6705286053060668,-0.6913438756076773,-1.4177690964477694,0.0027255346171410066,0.5753177773393654,0.07775456086619441,-4.117647178951292,1.0539849526141123,-1.4192756811764815,-0.7510773483841976,-1.2970224736349985,0.17101384937359998,0.40178110182147636,-0.7597193139261785,-1.1001148781148433,-0.011837411372989756,-0.00291550039888743,-0.3245746494020432,-0.08895505330432528,-0.9041509908987073,0.7315272282480163,2.3254255792096674,-0.4372206578177865
24,7712.1465910649795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6409306094300549,0.0,-1.5899078926448922,-0.5846913394022444,0.3162012757000647,0.44561085329739036,0.10515750588622533,0.3438765198021183,-14.52346603233114,-0.5482250677011351,-22.67959075538261,-8.576094955823587,0.6630353269689635,10.795665595478926,-32.68829259716963,-2.7685494107470863,-1.5823609197659165,-0.838573734604702,0.01753544116811856,-0.8143175251271725,-1.0685938760174538,-0.18398762807063074,-0.24317236310785123,-4.177420313889986,1.0211032031699236,-1.1896227018899226,-0.44565924954974423,-0.5253087977729158,0.027929783083397053,0.9143361683643247,-0.8218424597641772,-0.6192552291162698,-0.008790748068412093,-0.002186636144346865,-0.31133661698947784,-0.0873474428889739,-1.0287289696423236,0.9181826910231836,2.3897857872780963,-0.46829462936698996
25,7647.446637770955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6760043757849497,0.0,-1.4741977455537203,-0.46631968194613505,0.38819917313432517,-0.03155306453631157,-0.008546475394535943,0.23213637447317298,-14.351691994353843,-0.19947215734924295,-22.920509081590204,-8.684485186778062,0.5600937866645218,9.71959690079367,-33.476333870824114,-2.696430951706947,-1.4325394842787655,-1.1610424486879047,0.23916135541721062,-0.6088195024993459,-1.3897230128245042,-0.26125805127865503,-0.5702413942037319,-4.128161578037502,0.6505168266037455,-1.2460502689144382,-0.3759383772545899,-0.3178348210415064,0.3271886840446364,0.49063173833511814,-0.6509272238827208,-0.4602636874457501,-0.008686550086129254,-0.002058941473284401,-0.30181522475828376,-0.08470516685727458,-1.0549376865071471,0.7935039453631139,2.1145949669616977,-0.18676847258825285
26,7619.078703075021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.665408063538943,0.0,-1.4453183002160443,-0.500076489573617,0.3342218588713609,0.011326123496361376,-0.00917806214996092,0.42704569789687535,-14.278095880330577,-0.1638687712171769,-23.11863848315495,-8.781845538724934,0.5702021786454711,8.851838654607914,-34.08389415045341,-2.643212523267018,-1.4363501630163857,-1.5507322187499786,0.17854783753164893,-0.3940608092077664,-1.033088549751361,-0.251793278582994,-0.7312898839950825,-3.9298075601208984,0.7219649004746471,-1.08957684773396,-0.08142969235239067,-0.1542380090972255,0.26599757756569076,0.25603071729495763,-0.8864259014400842,-0.3772630140831047,-0.00907829185607611,-0.0019665286258281644,-0.3248525016580347,-0.08883903755186354,-1.0536098462301984,0.6511685380357015,1.7991452999933943,0.21785286720774566
27,7593.215039908191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6891649239398931,0.0,-1.3706762923988423,-0.38968432575010004,0.3513304933896557,-0.0914020809808546,-0.050725810164504066,0.31491030587451024,-13.763293340541411,-0.06061062963943632,-23.50424062109199,-8.962208152302539,0.8106931840015115,7.7174873451825885,-35.202284598017826,-2.5504704967189795,-1.7247249128749114,-1.5189562055668366,-0.7337869461713781,-0.11248460904182572,-0.6125663342944425,-0.1869021939007228,-0.726193072690436,-3.3698352586527207,0.8996298985272742,-1.3597220963061043,-0.28238335505361034,0.21175951114914351,0.24897970065169653,0.18978806864155828,-0.7524908607376238,-0.448003673973137,-0.009222797499680028,-0.001977236547602537,-0.30110246065280594,-0.0908926206867177,-1.0286127294633214,0.6382688015063238,1.6326947420018993,0.42697951024290653
28,7507.596995233618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0445315920939295,0.0,-1.1501462517566985,-0.04867777846487925,0.5371640416704918,-0.07091351544990974,0.006954174813572182,0.4526521216825533,-12.029840897239787,0.17259134237959023,-24.899573156701358,-9.591147666475436,1.8553798659823073,5.1856700676007055,-38.76843266586241,-2.3244089156636654,-1.8898684728263886,-1.9966066337739576,-1.084542787353901,0.2654801923840403,-0.5332826896304654,-0.037844200437466835,-0.0718884771748799,-1.4749837902636662,0.6701825805556457,-1.4972212747473765,-0.06779125497740601,-0.3244189092290821,0.3823894546002521,0.0943545113363811,-0.4544141081809972,-0.5778034809543741,-0.009321897426937228,-0.0021166869544459654,-0.32155494725371764,-0.09163384734884746,-0.94984600936726,0.5838607680692351,2.091175973420494,-0.12950309367267127
29,7459.4054496032395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0766445327720735,0.0,-1.1170503015917799,0.01678889991112084,0.5534292762870147,-0.01860299327815318,-0.02830624400843198,0.3840336360418851,-11.100422853677374,0.4133729091096664,-25.520009074486072,-9.871450909494259,2.375734248033014,4.409399657627218,-40.30927831683406,-2.2351846705028975,-1.9143206672073847,-2.0579450362501754,-0.9007535428726319,0.17959824069878105,-0.52195166893405,0.13422720784755637,-0.10888632088712771,-0.7086624090266311,0.7380268015397012,-1.584441520956732,-0.1299900663458023,-0.2979639345307641,0.4265407040948272,0.11672392678428922,-0.48248915543609655,-0.48882034258073787,-0.009645605691851635,-0.0023480670805060343,-0.34425689042575597,-0.09415617020396896,-0.9124829837435104,0.5582897935388109,2.0986298296985537,-0.12757330833680822
