Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_walk_vgvi,g_walk_speed
30,7423.499808340413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.078199095777208,0.0,-1.0639438997262443,0.0984507572366084,0.39846753718271943,0.10851789814459598,-0.04082329067234845,0.6304312458460508,-8.520311897459509,-0.08625619998207346,-28.039905269656618,-11.00154314082028,3.167392493336459,0.6387651560692906,-46.520269076087104,-1.9002264473726735,-2.239141974520545,-0.8984491967791857,-0.4111928959366754,-0.47686933317696223,-1.1404263409010342,0.8725013443122411,-1.3967609566304724,1.0062222735542479,1.216155504159162,-1.760745176380527,-0.049332860008701435,-0.8920095878990943,0.04066077870497009,-0.07933795695279608,-0.4366445823117716,-1.0782569903946801,-0.007608662638656262,-0.0015972098309422666,-0.26024869343893275,-0.09435416703682246,-0.7575776669507844,0.7354431544256859,1.9856642833846183,-0.020199006192781616
31,7384.224824836272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1226070034573814,0.0,-1.0659580451767654,0.11042896787543321,0.44829065835127946,0.12873368006255753,-0.04864253258702336,0.5624312593069347,-6.95691415455312,-0.29438058432947833,-29.04829703734017,-11.446469236093641,3.0635483603335865,-0.4400253216325998,-49.20685346301841,-1.743101625563544,-2.498370306316248,-0.8799294106004832,-0.17762160157297371,-0.5083625914479116,-0.8474671848896442,0.27635617864303597,-1.4107778653152059,1.0818670793096257,1.1987464176697213,-1.8086237255920907,-0.08780530898198004,-0.9185446518831478,0.1762909815345922,-0.14626724753323156,-0.48703912557564083,-1.3395361788821525,-0.0062756818108617345,-0.0013488073024453416,-0.22507606589901086,-0.09228940418217924,-0.7072091192987398,0.7208621254482572,1.8595959116559853,0.10811870008208307
32,7312.198151144763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.214953375102877,0.0,-1.0785098955675037,0.10862775567102856,0.5017948893547459,0.3181894730429541,-0.014400758497772698,0.5836034645014455,-4.345818049086311,-1.9654947146275834,-29.264608818444444,-11.525049534619045,1.6931190554839595,-0.5819467936633651,-51.745528000903256,-1.3450033607240197,-2.7825704694491815,-1.065299870065506,0.04347715353555362,-0.4527028136440109,-0.5285032395487674,0.7483522855989526,-1.37237647754815,0.5711180613266664,1.0345869697885908,-1.8513320708717484,-0.14165782155808423,-0.8845236914609181,0.39250614181308824,0.0022340338603260568,-0.4703546922756616,-1.0718589628321815,-0.00489435009181661,-0.0012266954568917834,-0.19731910381690024,-0.0902954502024501,-0.633479573211899,0.7364247631219927,1.7559199584493195,0.20128559897125564
33,7289.140166427935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1543975248309906,0.0,-1.0854164687166514,0.077501346548245,0.4491583004625362,0.26820625524793984,-0.014588042267633508,0.507281586352356,-4.1615534514959,-2.519279748907591,-28.47341623158014,-11.245383628060535,1.389896512348413,0.1011996247403486,-52.03286113271782,-1.0886583824370453,-2.4756126848026065,-1.1797937132227063,0.07838291769027977,-0.3193956340279238,-0.7610334889291654,0.06039908211749545,-1.247834235265756,0.6051165427754148,1.429447715182202,-2.106026360301189,-0.42095860700706234,-1.2856470931402746,0.30355512281869723,-0.1407183683789125,-0.5964293796673834,-0.932281872396028,-0.004601187877534697,-0.001217511550426659,-0.2076231272198187,-0.09098857645095804,-0.5683125938493061,0.6833627020978617,1.455220992884432,0.5646232254806072
34,7250.098361584867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1613153792460436,0.0,-1.1140229427311152,0.04495605873168196,0.478315154329368,0.35738444295929384,-0.025174755549086787,0.4382089229582107,-4.5861008423405,-2.059005287893736,-26.826248626713284,-10.698695825624133,1.2780133547223014,1.202188837330029,-52.44296949625008,-0.6668515244466695,-2.063221257900631,-1.6524876891917457,-0.008560163910780863,-0.2949749626928748,-0.6833206624988594,0.024326682127578735,-1.474646798831414,-0.046588751941144424,1.0786564746297471,-1.9000598700110238,-0.27712690258570594,-0.7705040666566347,0.4780744956335933,0.03969273983715857,-0.6452803335032863,-1.4215657255114214,-0.004655879629709205,-0.0013425038111281597,-0.23187945615786515,-0.08815663840876267,-0.4386575557462177,0.655701946636751,1.4798649094271519,0.5286126542666235
35,7225.961294399753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.176808590469782,0.0,-1.0952823319532832,0.03857649587391345,0.4644716365941211,0.3700094140072426,0.019954573941832403,0.5107559955282579,-4.671693083596011,-1.6493852966681402,-25.700790288133557,-10.357160389614055,1.1359148960849217,1.331761006053165,-53.24694413304905,-0.3342484672252511,-2.109971071484234,-1.7339026079609676,0.029865561774913556,-0.6169688625121221,-0.6345944388946796,0.11013805170719893,-1.2218034935041504,-0.929213916436191,1.055918530233547,-1.955630953231194,-0.3267935733298494,-0.8361728884677293,0.4742094266330843,0.09055956450071222,-0.5993400729176919,-0.6063472967642505,-0.004958806875734376,-0.0014258577829503998,-0.24017239936055634,-0.0874591161900913,-0.34860779847523493,0.6382451567940679,1.500387366218627,0.5184329947231382
36,7209.016151770037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.182580841220726,0.0,-1.066438402876372,0.07216193994194653,0.47265047490932294,0.31762107332413664,0.02341630918509576,0.5025400018672722,-4.175461040870677,-2.1093327625810985,-24.523647163684775,-9.978039148135556,1.2612793254760029,1.3596843374677694,-54.29957603418893,-0.006104747623811246,-2.10477465756524,-1.6977818715002797,0.23504033702943009,-0.8456326024124832,-0.6923840633919528,0.018290706502656906,-1.0689451709640323,-1.183591877274028,1.0025598303423287,-1.908002762905327,-0.2586916055307492,-0.6103527252323515,0.46014575106818506,0.07983649955235902,-0.5911255399882192,-0.6857100274569676,-0.006103625975644838,-0.0017932202518195879,-0.2778489113584906,-0.08911635540034846,-0.28888299300648085,0.607152494242079,1.4936499641068766,0.5534727731999736
37,7180.231960707733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.203674099343342,0.0,-1.0750766795221718,0.05354519624100682,0.5194696024076738,0.2924604696431965,0.02636571995926576,0.548846253304555,-3.531692606449753,-2.469247900706114,-22.003387824648012,-9.103058094667155,0.6261418208705426,1.5361016342419624,-57.09059260018363,0.3645974207799869,-2.1006703005093694,-1.7735038291495475,0.20669344393150454,-0.903344007004052,-0.49065026488336816,-0.10987280254489995,-1.3522898223248712,-0.6955455375937727,0.7152670929468894,-1.7647216451677907,-0.17573542210336807,-0.4365668818938979,0.5734963316875292,0.17211118051140212,-0.5946169395631123,-0.1952779986317844,-0.005842433502734654,-0.0017397113941977243,-0.2835708111863959,-0.08571730593072831,-0.07658919031375416,0.5924515832326009,1.5788706104803663,0.44153262515828406
38,7150.8559180155635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.167297482807587,0.0,-1.082619432780803,0.012930852573073158,0.46570885800572115,0.31330035898873926,0.06758284519407734,0.5441164258744258,-3.0776775001565326,-2.478940796964578,-18.954829735238505,-7.998089353786243,0.038418661866296056,1.6320435710527248,-60.36032641676292,0.45837871993911655,-2.130932864261311,-2.0523644343253444,0.2205327379249496,-0.8693533108196545,-0.7405005062796417,0.374629232374183,-0.754994871540355,-0.6382442993810733,0.6947679362189728,-1.7896711547069661,-0.22924895720605937,-0.3281806033119714,0.5629921852759592,0.2520149033362525,-0.6178136549110212,-0.30341332944785143,-0.005610184545077258,-0.0016526868374054878,-0.2927737955537355,-0.08421878527251173,0.19483855836574937,0.5101675965117412,1.253507647853577,0.8146900595834641
39,7117.471871111896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.147163375437858,0.0,-1.0826421918434814,0.0026978945703230207,0.47108072127691375,0.25194409192613376,0.0630393047555422,0.5383976714305287,-3.0847151192567144,-2.5747386484157526,-15.589557265972982,-6.641402968756667,-0.08175221055340894,1.7289925134468431,-63.13640736448443,0.13905887000028666,-2.1792164044332405,-1.9937314976778036,0.28053387531291296,-1.079751039701262,-0.6845935508879539,0.280449114323331,-0.7830420526324372,-1.1565197851879816,0.632762743555624,-1.7304234461512422,-0.20429983004049385,-0.2586781733450805,0.5683669745014748,0.24682438878594776,-0.6627340262106353,-0.33260021193293127,-0.005726593043842471,-0.0016456493623584817,-0.3002098367948273,-0.08389997911165333,0.44955111732278435,0.49627026746364084,1.2002411466266527,0.8717216034676397
40,7059.774884417611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.086650831752104,0.0,-1.0936571743068448,-0.01945024319616546,0.4395850997097039,0.2131673149468648,0.035673184999388007,0.5189333263424079,-2.877267896227395,-2.763100267828341,-8.808731282704471,-3.9102231448892333,0.07520492849184972,1.835716792879784,-69.63482926770214,0.1674261675117178,-1.4947804929909685,-2.3170158933183194,-0.011702310631993618,-0.7057137919506953,-0.9582894996556329,0.33174974922920497,-1.2458210890692374,-2.368122208805733,0.713205766965569,-1.7156952176482487,-0.25329449283644623,-0.2610531249638203,0.4856460095023044,0.2842153911693215,-0.7750761766057324,-0.1786356332089653,-0.005741190849667362,-0.0016566078072281795,-0.34117635352995457,-0.08361755133062065,0.9243554220903095,0.4847767711059799,1.1551330616088933,0.9279649168361487
41,7025.5310883108305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0725549419049223,0.0,-1.0940857654813785,-0.029897935947249082,0.44189375792193586,0.17717185576347574,0.03903736317481328,0.5198124728881354,-2.9609412475634804,-2.7969394931285962,-4.589168899895977,-2.4182697252107523,-0.01783500645369758,1.8439896840344465,-73.34897087169468,0.34640021094730467,-1.4980588902938683,-2.3213700224714713,-0.007487615637061282,-0.881305738347387,-0.9430203510716265,0.33098163214172843,-1.2488565693437956,-2.808041285651657,0.6813458295968683,-1.6775643327013485,-0.2331339367922099,-0.22183099391595745,0.48899685942565696,0.2767561638435349,-0.7865008878953167,-0.18951628330872766,-0.00540553361212023,-0.001525597696901378,-0.343590702029321,-0.0823461073132799,1.1772639462993433,0.47240413660891417,1.1014392132717021,0.9900450219247121
42,7012.858965773414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.072047488522119,0.0,-1.0930712326204686,-0.03474910159602302,0.4489336604962351,0.1557799512781735,0.0481881061924854,0.5231984102749516,-3.1076636948327776,-2.7595054184431302,-2.371376958725516,-2.015289173539654,-0.09703966066221435,1.8192089898473311,-75.04465938559377,0.34844234442709776,-1.6439865563449378,-2.2454203253134075,0.059865883664877606,-1.059911145597699,-0.8784679927538369,0.3264324131020768,-1.1664791618314878,-2.9412603007219333,0.644510695947969,-1.651707215561457,-0.20976621460542494,-0.1962960003963417,0.5060872306048266,0.26206424968946784,-0.7725319572293642,-0.23371796275770262,-0.005087814138542505,-0.001403936046185296,-0.33674701545137764,-0.08134801446494631,1.2800872299071042,0.46731807587053215,1.0753140226122528,1.0180298800862566
43,7001.333169738607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1118947198133746,0.0,-1.0844908937521822,-0.030205006010838056,0.4883244540651036,0.12535396777288405,0.0873202564730402,0.5430290756979119,-3.719377515290331,-2.4638587771411795,-2.4438855647677045,-3.190402593590977,-0.3489616247043094,1.6039023728946389,-73.87406783895614,0.20222701459822873,-2.515669939127771,-1.7929485625770087,0.4298108345496653,-1.7469933307573189,-0.5150752946353889,0.2745950745677103,-0.6437155207985676,-2.3829122584609346,0.514268146318381,-1.6028001242972254,-0.117918356768828,-0.15549757275753584,0.599328185110912,0.18620590086558497,-0.6540517617021466,-0.484964135187756,-0.004142387695393288,-0.0010440823804441703,-0.28485673870073513,-0.07899378805522887,1.1488887273712662,0.4715180875889599,1.0632162756542676,1.020329253194449
44,6982.722098648302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.015790696575692,0.0,-1.1084385664734244,-0.034217679528808116,0.41650371281625637,0.11376591350005127,0.003632100157980503,0.4737970566258636,-4.1891383003430525,-1.939914060644294,-0.8050918788787789,-3.980772056497099,0.7732192001018041,0.9841835133930402,-74.1431400576537,-2.6606599583279893,-1.5352196400188352,-1.9711516042562813,-0.1075060505405433,-0.6031659966115395,-0.9886371883675736,0.3738439007959434,-1.6149242920084403,-3.7755147164022285,0.9395636140993904,-1.7412510713799045,-0.28647479334613474,-0.5450335271446023,0.351091919240214,0.15073451804821975,-0.7664855457203326,-0.5120486284133833,-0.0030804196736293316,-8.026876047625967E-4,-0.2981029464419129,-0.08031832285575714,1.2466571443261754,0.5625590941345949,1.3399894674033008,0.665592083669378
45,6962.400328770684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.014944431855217,0.0,-1.090792658151491,-0.011919144413810624,0.4283417511825707,0.1714843214489121,-0.05531666928839169,0.45625362150004123,-4.392995291699648,-1.7134299470845682,-3.1196105531005243,-0.4088815110783264,0.793270335083211,0.4776392532540079,-72.0950311149009,-1.785589245755604,-1.4752851951889288,-1.7944549568536086,-0.2635786528958217,-0.9888832413109347,-0.9765417985203464,0.1184904620195108,-2.088726260724902,-4.210492016685713,1.07998045702131,-1.7812719023252352,-0.2855556317801082,-0.7928498819245184,0.3008420635475918,0.07550484030883561,-0.6770228487997983,-0.7765175625258287,-0.0029590464901314097,-7.060568317803065E-4,-0.28161121780650367,-0.08060540888068349,1.682770138266814,0.5702742564800933,1.415995986645564,0.6062077268277586
46,6942.013447263379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0605495843287884,0.0,-1.0723999856676094,-0.020363514691530964,0.4394130486832381,0.27898556333177416,0.009310802728338959,0.46465349670131134,-4.519723149622222,-1.7992283709981245,-2.8366025825248613,-3.4039776171254106,0.5628577113105575,1.094129710354351,-69.74367270588655,0.11127936151879081,-2.182208214185208,-1.3435414616292136,0.2260741070880996,-0.8294327111163552,-0.8145463100880395,0.0802356008163959,-1.9939010151557572,-3.6207035227843023,0.9169668186208425,-1.7682969129349821,-0.2575692059182188,-0.7055463968110707,0.422472743935347,0.11771867415601618,-0.5894311262903446,-0.7504517334200131,-0.003776605411484672,-9.173417717474306E-4,-0.27625644300368635,-0.08073335650651281,2.111408872266073,0.5185677707459413,1.4494294317138663,0.5880321508040167
47,6915.9730159541305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1051701898663158,0.0,-1.0410908014472005,9.001636079384416E-4,0.4490273588223989,0.24771207657040878,0.062248416938647404,0.5098681085312062,-4.424346014139565,-1.9272329943340514,-2.0780930650979936,-2.9603004208489785,0.4115239972758893,1.1930223876819823,-68.67567861305322,-0.15927858065869477,-2.503309774280451,-1.5263362558356075,0.2977741210854257,-1.2775110387816961,-0.8422155120849644,0.2827746252317905,-1.599805588218814,-2.7009581396661386,0.7939900755472487,-1.7762103793625517,-0.19210281770876625,-0.504317890376913,0.476955570082749,0.1084746461908758,-0.5561523470339105,-0.6320728907447215,-0.0030259085931756023,-7.649363041795223E-4,-0.25084188692167986,-0.07807918375805407,2.735866928252813,0.43512695674101576,1.4735838004410722,0.5485353448326602
48,6860.724455228567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.160609703387548,0.0,-1.0080694817912845,0.03414560166652025,0.4875591729763335,0.17430068267755194,0.1239984910817582,0.543634137904678,-4.243944648472057,-1.7792997885851323,0.43069781648713734,-2.3668448677652787,0.2811967638920212,0.77385342435298,-61.66228142922919,0.1872456018162762,-2.5293983044127297,-2.239998767052475,0.005560971475663201,-2.1663396121634886,-1.2941066954764835,0.7350673983475421,-1.653331147081169,-0.8928753711797961,0.6775328822459725,-1.8034466861548697,-0.18973754041293753,-0.3483948715570819,0.5688970154254018,0.10935078892835906,-0.5648757283882906,-0.47381278154132656,-0.0027556781020797428,-7.174032118836962E-4,-0.24019507226179573,-0.07618733390955221,5.57849910281279,0.17968016537554266,1.6090955185009004,0.41021336222515514
49,6727.0062875207805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1729456823719016,0.0,-0.987438319794174,0.05169426249735315,0.45880920882442416,0.18868767852590526,0.17403989052628657,0.5764280831280518,-4.558586764064935,-1.3188151724393695,-0.634243114314528,-1.576730734712031,0.9513765816956151,0.8292595994538023,-44.23070161754258,-2.045321332724578,-2.5838766925349286,-2.9955544043681845,-0.154461634845579,-2.0426883652584817,-2.2814777605454113,1.6093303466216775,-2.1691998203256,2.088718124830943,0.7480456225109368,-1.9307827318531652,-0.2879376446862849,-0.2525798385061866,0.5334780644537952,0.17123956440340202,-0.6307499625913937,-0.09975793363623536,-0.002522957296349947,-7.823811737756408E-4,-0.2330728762745797,-0.07518596020226581,10.158015536212245,-0.20536199671608263,2.0238927534194646,-0.046368879600509894
50,6470.756124655495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0415614173134933,0.0,-1.0440902741984748,0.04941059861674883,0.3874435734782852,0.12214724355407634,0.09589014698934889,0.38421663030464986,-4.943595423086848,-1.1858351890948375,-3.0536404405711366,0.37364353262067085,1.3925585761050732,0.9312163397903321,-10.791028234069366,-1.6242784249511562,-3.6782757247688447,-2.140320294009734,0.6811384279015629,-1.4145118548417241,-3.289314442630059,0.881048768189847,-4.516708269926141,-0.8520923386215395,1.3671434541067002,-2.1283662192894943,-0.4805641195976662,-0.6990090252157379,0.36350040049790744,-0.11078897421603753,-0.7897193966543057,-0.853889043868302,9.200242119314058E-4,1.2788599801874555E-4,-0.09851688133056877,-0.0699141538589657,19.841176930103895,-0.6338740247241463,2.5889907596003994,-0.6036125527707974
51,6407.782020928672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.068942564397408,0.0,-1.0336905512714076,0.06276763203070457,0.41645034087722804,0.12443731540025507,0.10152640986481003,0.38571520469248,-4.559619828230855,-1.2572571968311597,-2.8215884069908186,-0.39002921884245323,1.2347712330021283,0.7826339283139324,-8.202015572947003,-1.6960883682566537,-3.4788662333278393,-2.3849288684263263,0.437717767524773,-1.8565599070243162,-3.341687427358207,0.9443833118689181,-4.598481235242504,-0.41884491654684125,1.2963308616411728,-2.102849234864781,-0.47916954479851903,-0.7108276363494757,0.39743717359547776,-0.07207058138531308,-0.7545282877813146,-0.8217768504835553,-6.189182776323878E-4,-3.6282089491456164E-4,-0.13322324851723188,-0.07289476518847789,20.36760814013579,-0.6692767355033654,2.5535455068253903,-0.530342113718929
52,6364.993063980285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0767480197586257,0.0,-1.0392532894296693,0.056755420636821895,0.4227407938539899,0.14061536811754607,0.10648356317907756,0.4044111071668317,-4.5552062541669285,-1.3297832152439306,-2.7984332148536795,-0.4098749089625915,1.148115936697666,0.7760909238833299,-3.6221778459794898,-1.7294292507697424,-3.394488718768319,-2.5718400749146317,0.3139304904735173,-2.1574586333697674,-3.5091262758395523,0.9824950333266012,-4.8389722113842195,-0.017656798557737274,1.2678259358913349,-2.0866173826790835,-0.46858609742819657,-0.6951435043990241,0.4089183868356921,-0.05441222470146741,-0.7340908678649812,-0.7953185603200795,-5.971946059052403E-4,-3.41175741171693E-4,-0.13343627679752948,-0.07224444733709479,21.610727626702804,-0.7403001853727342,2.5768746182686577,-0.5379836293366506
53,6352.705039965557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.074039380511318,0.0,-1.051749948917155,0.04490023878658093,0.42774190034204834,0.14615360062869895,0.09980443735700766,0.4101307070468596,-4.57046705339276,-1.3389446428553777,-2.7963870629567404,-0.5136570234651213,1.10434995803084,0.778489539457739,-0.4816943447566997,-1.6338447832156358,-3.3408645378764916,-2.6172709176631015,0.259230385456786,-2.228986477685175,-3.590583973080667,0.9667744203632057,-5.074829271258194,0.08715244701158836,1.238145178553327,-2.0580778225063443,-0.45990211945122,-0.6904860040633385,0.4143654053364809,-0.03453831549667121,-0.7291389901463267,-0.7740996065520993,-6.018178997034109E-4,-3.2726378223231777E-4,-0.1364532360895226,-0.07193119435611454,22.42044051792843,-0.7663570615090181,2.5679324093317315,-0.5174329163938257
54,6341.2467757843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0882961863334897,0.0,-1.2179915201924925,-0.14369458507541563,0.4943145364619903,0.3601011435688937,0.035144756518724465,0.6594385201947828,-4.44060878248295,-2.5848649173081357,-2.3771350412927146,-1.965975614747833,-0.616984973638963,0.8818091074926668,-1.6908189853539042,0.14385008856904924,-1.4848269827290408,-3.4548302723477065,-0.964476809042688,-3.941441204973005,-3.3288432705009128,0.3722941190335949,-5.954430044181815,0.8081751837402362,0.6298433598447907,-1.537152420481448,-0.13883860659441266,-0.4581883223982012,0.5244573735115999,0.2904029870152934,-0.48964926907484385,-0.4315674631570987,-3.0921375829737945E-4,2.93607513199831E-4,-0.20999973407019984,-0.0660933498607738,21.58298057646517,-0.5031361176886532,1.7980528343203592,0.40752956145883423
55,6304.461810586861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.087959097958365,0.0,-1.2402769109459426,-0.16602084680990836,0.5506075907934626,0.3355037463074409,-0.002382328514036594,0.6182709295202431,-4.345976635641434,-2.4634463002903337,-1.8839630753799206,-0.3003773172606401,-0.27920892438437933,1.0574909632114384,-2.2041149920614513,0.2194125996033164,-1.9989163004871089,-2.69122149602047,-0.38798141378497253,-2.9526540246253212,-2.973390675767143,0.3593924704518277,-6.028375439155452,0.5309147659834847,0.48907594371504715,-1.4048657397188244,-0.11351946612600822,-0.4317576476320255,0.5760600225023297,0.35348771273506485,-0.4822759506216049,-0.3820620548036374,-0.002374808430302992,-4.502009167859056E-4,-0.2697712614321408,-0.06995358010917298,21.242252438820703,-0.4181183668524416,1.5850340404794125,0.6887708884790511
56,6278.632191517187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0495081185452215,0.0,-1.1370969057126517,-0.02718528760811839,0.4455958296269162,0.16763965391846566,0.031800752180562705,0.4417177566624818,-4.178915737865871,-2.037537263584559,-2.115530471426009,-2.861019557820832,0.6736813013288603,0.8667600022925761,-1.8445820639194783,-1.9549361149064413,-2.299022452227273,-2.1922244089851577,0.20088264985864468,-1.4837066549795328,-3.0782236878753517,0.31215290540882273,-6.231337104372077,-1.5204001664719726,1.1025231951938657,-1.8683887206435683,-0.3493066292338547,-0.654721835753913,0.3894064477722117,0.0849779520368894,-0.7406102141528537,-0.6296784414129114,-0.0015865788269887847,-4.501866434501241E-4,-0.2556707853366019,-0.0749548435091962,21.477742510088056,-0.433081584522368,1.9402409020615456,0.21188007959869337
57,6255.622348261065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0880405831145796,0.0,-1.1393344669384358,-0.03809026719494195,0.48759989362987344,0.20257198556192008,0.041103577430957924,0.4885109471759656,-4.237410746525042,-1.9361065603871819,-1.6528275888652262,-2.413820547147321,0.42983315921147314,0.8304716216821976,-1.14663636743814,-1.0728895805435066,-2.094234814040353,-2.2508620743222316,0.06368442268510474,-1.6699738476912236,-2.8393696814612186,0.30725233231889026,-6.509326957030712,-1.3635030438499116,0.9132944367801562,-1.7704056806066049,-0.27869002830829714,-0.575445628970588,0.4659890411518977,0.14249525322916962,-0.644730699038685,-0.5651791187000846,-0.0023491055468489916,-5.67302337698944E-4,-0.2975837560143472,-0.07337081853140802,21.69148719081338,-0.39445375548318967,1.745011642559379,0.4774287849065444
58,6248.322628671163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.092574647169233,0.0,-1.1254015295418052,-0.033438839616752314,0.4841876284365114,0.20394379457706538,0.03608373661380598,0.502859193949544,-4.217092950445166,-1.954369739327604,-1.4905100573249779,-2.0541119745580088,0.3296664156623289,0.8268698117687149,-0.9120078660303516,-0.03421824023960984,-2.02458721923859,-2.2737804922541267,2.6183795139454735E-4,-1.8694578283798065,-2.6451655131070657,0.27536989656040994,-6.639058616752829,-1.298952446831948,0.8426916113707997,-1.7481654958536186,-0.2462598071876802,-0.5403295723059914,0.470403207010751,0.150441989877972,-0.6336046804403251,-0.5705455820044752,-0.0027516578149511034,-6.455700191363507E-4,-0.3192946041731461,-0.07448160945986657,21.8192708037865,-0.3840165669110562,1.6863830683300243,0.5293126237427113
59,6242.884647312785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.098071184866442,0.0,-1.108508562194659,-0.021205513512479734,0.4866643558805271,0.22008053182570572,0.03443998528876803,0.5049657488124154,-3.951773723111101,-1.9959816906999182,-1.207002189613505,-1.5314311572689494,0.19751580818085757,0.8265260635138596,-1.044315162412138,0.05991513820226253,-1.8804684287693139,-2.2474631226262094,-0.018902267518829875,-1.9851884446655625,-2.2660947996048337,0.24181757812671067,-6.950920395553775,-1.3792026759899378,0.8330784981241857,-1.734123203030471,-0.23757534306710365,-0.5603854779593359,0.4799853855423186,0.13962091330978044,-0.5966225139381293,-0.619555816206367,-0.0030871893648692934,-7.514931072823259E-4,-0.35861656373379325,-0.07423404896604884,21.892967405124736,-0.3556732524462164,1.57856613033145,0.6681529132761823
60,6238.8139991845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.081408133811147,0.0,-1.0941408792521536,-0.01570921802778954,0.46586231745132584,0.21735753743590516,0.02393464952163683,0.5006169853612042,-4.053717841094811,-1.9119273911991035,-1.1177612092134515,-1.2224304806447062,0.34438475660482315,0.9173935227444073,-1.1814122051871891,-0.05125446222989158,-1.8928915625513283,-2.143295086037429,0.039660390236653534,-1.9011733439522374,-1.9428393691174042,0.24154686065132674,-7.125323425177799,-1.600109737830412,0.8676754900182735,-1.746754991016534,-0.241366724061785,-0.5668287475910118,0.44277151966447714,0.12372102177065962,-0.6181776595732066,-0.6251494604079743,-0.0029942281223466023,-7.550867600683208E-4,-0.37738477565859463,-0.07501124894098507,21.757179978151207,-0.3432231826720538,1.5948521233209396,0.6206977097522353
61,6236.502987389375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.063066011989279,0.0,-1.0862138297931454,-0.013241920322626635,0.44872072450529105,0.1941110441330589,0.02699615565170256,0.47929944135546587,-4.081329500135357,-1.8321852493970858,-1.3101100079904588,-1.1696259985149975,0.4830470059011642,0.8841145423272937,-1.2204545445976245,-0.1757035135262747,-1.941089550259686,-1.9938574147181836,0.1639734015124002,-1.5694378380207055,-1.6039117947911503,0.2502249399293861,-7.34215801697085,-1.997607440033092,0.9309340366311741,-1.7737140222679868,-0.2583951963294132,-0.5820858772994603,0.42169504833467925,0.0941154304290677,-0.6551059468925721,-0.627498041932918,-0.0028653138695477177,-7.302255276956684E-4,-0.3999061811805502,-0.0754444828739064,21.625953730716933,-0.36922385417834314,1.558512810457844,0.6458892144112245
