Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_vgvi,g_bike_stressLink,g_walk_vgvi,g_walk_speed
30,7552.108249089339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0459697749207755,0.0,-1.3149366018760087,-0.08555222171887342,0.5282270943279429,0.08287319204969579,-0.13030199769574494,0.8672590038351755,-5.491062855340659,-4.157847555263826,-27.636306137621396,-11.58639066151313,4.699980943301398,2.050795461450083,-47.16897920161071,-1.5738780937902037,-0.8566899509372892,-0.8931774600951864,0.8720560392128889,-0.03872842650493902,-0.5529171368214544,-1.714722610991625,-4.965568936807504,1.1595785010819282,0.650861141822538,-1.1864972887350473,0.166386272748206,-0.2634362998498827,0.5602077289984192,0.16671279928017713,-0.8195071481962786,-0.8898328635153331,-0.012738763572494559,-0.003913184154679568,-0.4277633238062407,-0.10773373197575623,0.11110438091859409,2.1543166610751014,-0.6232954416818142,1.618991836156672,0.5609758706611587
31,7480.356294330717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1257419385355356,0.0,-1.1587007340292612,-0.027985956995607623,0.5310224607115046,-0.09367985206278928,-0.11509322624390116,0.7737098844023443,-4.5716831412607455,-4.199659393187569,-28.076176299406093,-11.916145619979964,3.919977399359353,1.112532539942152,-48.74066825607565,-1.4068794894613448,-1.2754052319767712,-1.015579758130476,0.8106544351359986,-0.4323504272290039,-0.14647052514459585,-0.9200989895367202,-4.343721022597289,1.1458401697243725,1.1433377731798342,-1.8229731901063475,-0.2903900221139337,0.15513275434828422,0.5597400399671699,-0.002668283077120942,-0.8135793318856726,-0.3700984059632445,-0.011935090409033516,-0.003594644044212924,-0.4185135481208934,-0.10656066777818768,0.20599152566436357,2.51161165237759,-0.8223712720138443,1.605243952257425,0.6199697929682116
32,7437.122514838082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2100904682782447,0.0,-1.0465366148400923,-0.2073556323148677,0.36268390191631933,0.05359255667758975,0.10580066469426976,1.1080472767536886,-2.995256728199328,-3.071751765529685,-28.777325881822016,-12.519313101978844,1.6856091989422564,0.7415285934400924,-52.07435361082567,-1.064714564882928,-1.9137029838163766,-2.003379140069396,0.17569264857807565,-0.21776897737545117,-0.5678363917707647,0.09527138085794284,-1.1136954591551689,0.5463244351279319,1.3813115957067603,-2.476820342203766,-0.6469653039446255,-2.152410485772272,0.43770653720382946,0.7421586379745007,-0.4984778671152089,-0.5312719102544693,-0.007868133490059383,-0.0025661179436940757,-0.30395028242774064,-0.08926961450898144,0.3922499317963586,3.2479669513160108,-1.4932478102445494,2.0154342770296525,0.08609854003048412
33,7387.285372240043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.277698403858758,0.0,-1.0291350613597752,-0.12992927943835378,0.3962668543989103,0.14578645463442697,0.13850221133932586,0.9518469208663721,-3.488027130972693,-3.025411980691614,-28.506916668593018,-12.446031278890274,1.2227200879421085,1.2377683308007166,-52.578300338575055,-0.9668734852207839,-1.9937431478267753,-2.195421604270733,-0.013442167723443199,-0.24695856299237667,-0.5720557466368495,0.8132223599304876,-0.8869825907861134,0.3127078641556835,1.1152932740373953,-2.2858749054316037,-0.42757651645652917,-1.5481545014341114,0.5238668509399728,0.781249818639791,-0.5102270563873784,-1.5961280109128135,-0.006365543464706515,-0.0019915508857839097,-0.262956559937028,-0.08566416835241171,0.42180341659196396,3.369465435842034,-1.5299352027988402,2.034127675236726,0.01695714208682282
34,7333.27853583655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2578280936244504,0.0,-1.099299218562896,-0.1142806752899877,0.39867572924646194,0.3167632477143756,0.1511069929082651,0.9068352778064002,-4.1831043698721055,-2.7933507871910606,-28.094140776593903,-12.26074251627908,1.1774464752836695,1.514216404615617,-53.246578402387435,-0.8512557263835452,-1.8819480831345317,-1.7156176374973422,0.03270979812296368,-0.714102514390311,-0.8816626686165754,0.9066666940742898,-1.2178242139852724,-0.07514941635996147,1.2502762877161993,-2.2763209631723758,-0.5427436393726573,-1.617171151675668,0.43769902684383083,0.7365515415272467,-0.5382735894787339,-1.1299541083670748,-0.005339397799406845,-0.001498897488823117,-0.2272766202420783,-0.08637466654239313,0.4280303284234639,3.3678765738589047,-1.4127385685909888,1.9712940351534052,0.04716039518630932
35,7294.774922685344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.372370064702608,0.0,-0.9701463653703485,-0.006524742596897781,0.5336872439049145,0.21918146158722127,0.09635512365768029,0.7906611476915335,-4.819433973755823,-1.9395851007840446,-27.188445555829343,-11.794276782651348,0.7810724336748212,1.3655090034393629,-54.31464928280239,-0.601063222657116,-2.1089820913678747,-2.2387443788726498,-0.014911128230381938,-1.0116539094053911,0.03014501562319083,-0.382321677455004,-1.3750925365973576,-0.6232501933662526,0.8266806416723469,-2.091892632963764,-0.2665446471479398,-1.340374447239265,0.6672653785625748,0.3849657716689519,-0.5565805655853023,-0.516365236337321,-0.004502209457120084,-0.0010915448880644695,-0.1955311969163807,-0.08564603785134753,0.40284954557262903,3.0172783654151543,-1.2601309744053055,1.877904010980112,0.08357034074547759
36,7263.687107598286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3085642698070674,0.0,-0.9833092906519576,0.029457347203709176,0.5078120138761859,0.24916446304064332,0.07431376697065711,0.693794822166294,-4.581433567067575,-1.816409367719738,-26.52240093165297,-11.404451685366428,1.129751369273331,1.0113354898348499,-55.06464271532872,-0.41349174786140774,-2.040304724179667,-2.3610777222510766,-0.21710196870324458,-0.9552296773632305,-0.3297402068062505,-0.16892894023520724,-1.0006758585491682,-0.8893083849839318,0.7509576526374316,-1.938348382969156,-0.17156659689010784,-1.067719702653291,0.6036135217650868,0.2879957677544511,-0.5426929301703458,-0.614740197670478,-0.005524926366190718,-0.0014214748148016492,-0.2101773911969221,-0.08779261566712353,0.3666360624579012,2.5864580310831164,-1.0310075215335608,1.7853925974637659,0.18869384577591364
37,7233.274107283816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2586996405913116,0.0,-1.0087957519231914,0.06805448577513032,0.48939035588490304,0.2755792213688472,0.09144786351966945,0.643377751733375,-4.11243039969609,-2.8068487527984125,-24.18076952780234,-10.062716102752805,0.4569497774799651,1.6402994159918358,-56.22510995324647,-0.18875232481317367,-1.9980529799975795,-2.379054514854385,-0.24460313522699403,-0.652097117649101,-0.6517518203426689,0.21844933291247634,-0.8655547707566773,-0.6598457830242221,0.6840870519283658,-1.8171213316313326,-0.1373129041252416,-0.6579013378744201,0.5301209040117724,0.1937315110696454,-0.5153134650766746,0.08949055321762989,-0.0055579099706654835,-0.001525350597295719,-0.21751228445578663,-0.08623987260950837,0.2536134867525821,2.3188319288892814,-0.8904622390966971,1.724108008370533,0.26326015899667976
38,7200.558724411789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0875411859101023,0.0,-1.1294851677188145,0.037210734247486985,0.509908159221325,0.19687888651680902,-0.004896685287243935,0.34275617641554584,-3.8294025880185814,-3.0481685508844754,-22.094494964617535,-8.80891439678031,0.2828212440653692,1.5082528539319504,-58.70457366883268,-0.029135837591405117,-2.384495318184636,-1.6179711265903014,0.02970512897981889,-1.2694942164916858,-0.7487364168282857,0.11414771830975608,-0.7800156758241116,-0.5958376169818798,0.8289819926099758,-1.6849064535457885,-0.2619955410381006,-0.5302000954871828,0.5491799946966034,-0.02956593348584402,-0.6683669561941611,-0.4587854752737778,-0.005519831463047028,-0.001441689051884754,-0.19781686484694117,-0.08476420897118644,0.11986582918797997,2.1814186817250425,-0.7309428438553625,1.5549451303694617,0.4846427145296595
39,7178.017287810227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.057525168732647,0.0,-1.1686440865695227,0.0581929757335148,0.4888300993498647,0.23407758425439326,-0.001830094635672928,0.33629475258221764,-3.9399881053886814,-2.523640025987544,-20.726359929732304,-7.95432147668023,0.3764612473162348,1.1960289472942636,-60.872759784785565,-0.08770905341217747,-2.1545692598933126,-1.587559490161102,0.02488681640179541,-1.030525154387146,-0.9231885962395338,0.39322819040324475,-1.2377290582048208,-0.6617428558121634,0.81289351605325,-1.5919452967392898,-0.20936176932309752,-0.18958247862823302,0.46371305176533356,0.003415301839509291,-0.6923825889500264,-0.41677724235785546,-0.004708152710763678,-0.0011887877408565948,-0.18764611219828647,-0.08213901966944374,0.017110127633577846,2.250880547346471,-0.7338952645882889,1.558135876218762,0.4728942174105002
40,7103.538980834198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8430482826866457,0.0,-1.2011026072929802,0.015893865587795826,0.4066592863405991,0.2516595681684155,-0.11861977258979207,0.17088496393930633,-4.170929137755207,-1.6818942186350694,-8.575924383114023,-1.1612796576068716,0.925274097876033,1.3811046505534232,-70.23326274884145,-1.3518853158826356,-1.523338892667343,-1.4781343741109225,-0.36218410172474613,-2.0289425226838884,-1.4025894774749572,0.48141627432694356,-2.025401735329898,-2.8725748787878613,0.9548708242797397,-1.5537132430181009,-0.2686085773257028,0.11768356688586162,0.21155433598476103,0.01414219520302619,-0.7599602762999412,-0.9910490663033358,-0.00679270840003833,-0.0019429978178323935,-0.2203755535744812,-0.08831969449752694,-0.46463959770907165,1.7763509810517868,-0.3546671748383764,1.3032134800250885,0.7346639938266033
41,7084.488098407391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8393087325255055,0.0,-1.1939738458327571,0.009931057345116057,0.3947852304457849,0.25710911329486463,-0.10953907683095906,0.17264313288707048,-3.952442811180645,-1.6572107798769218,-6.8444923025682485,-0.8782308457448091,0.7383885994426496,1.24390520183643,-72.12035597549806,-1.3392210079994105,-1.5635210672806499,-1.4707776935777421,-0.3374978972788031,-1.974630835896099,-1.4320009834272736,0.5479943924940651,-1.9699510429032814,-2.816828262915974,0.9891306431659578,-1.5695578633410292,-0.27218405726986034,0.0849821930682688,0.18767061419301934,-4.0319226019438353E-4,-0.7728195309497533,-1.0308472560397082,-0.006360189361120264,-0.0018282772469613664,-0.21329576357774122,-0.08793984047044787,-0.47310683450379665,1.7797589567762142,-0.3513875677099525,1.280732059987632,0.7473080763283574
42,7048.80652675884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8379293418817717,0.0,-1.1660282505955621,-0.0030420003292786733,0.37392742609411367,0.271689480610888,-0.08956325328718984,0.20695318101390076,-3.801279577518992,-1.4314169008727655,-0.24853873455497766,-1.4696861643226358,0.5343356891432433,1.041810208661817,-77.56174697035593,-1.132471102649827,-1.648186060272311,-1.4096290003483123,-0.23907704299201427,-1.844330310340239,-1.4580525970405696,0.5213349691438222,-2.005041489184321,-2.982005947175841,1.0379152789730743,-1.5912634141048358,-0.2655568106536137,0.005046344606179642,0.1480857114953174,9.768305868493158E-4,-0.7659861375316663,-1.0892010770603633,-0.005519685858751174,-0.0015975546461309887,-0.20275809991041047,-0.08675132989574115,-0.47077044519974337,1.6999277745524064,-0.2961939332978461,1.2318583711722104,0.7868529227655846
43,7009.879633782557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9435726932224937,0.0,-1.1150865494058617,-0.015680352891120408,0.379882816848508,0.2508322699983551,-0.01644707123799688,0.3595492513668506,-3.571484400834302,-1.3994540866664087,-2.9267483198584996,-3.6266003974541765,0.16237982280297092,0.6330591175727308,-76.03418282208015,-0.488581524827978,-1.874096753266162,-1.5778682799844062,-0.07407463157888006,-1.328487391334372,-1.2262871309873444,0.44956415331788807,-1.6989862142278431,-2.0219795663182145,1.0697722559165466,-1.705248944544265,-0.2632312629065446,-0.3736243056615628,0.21306871958753942,0.02493239131101834,-0.7236683181747083,-0.9580639949402106,-0.0036571721998628825,-0.0010244016843731158,-0.18069923836518878,-0.08335199837263937,-0.24573663589010467,1.942543663341304,-0.48542292374661,1.3315008693851176,0.6599868613174787
44,6991.887559129132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1177382135768594,0.0,-1.0393138944640374,-0.008836265727483625,0.4715771149380035,0.28974976435793476,0.06441139453542225,0.5641285234054436,-3.6758644355363312,-2.770864835045229,-3.3748308342527773,-1.5817463750788838,0.27064524735074513,1.1500439405536813,-74.73953343209224,0.7628585376955775,-2.2051744295508633,-1.536931286840252,0.2612207321004212,-0.7436510045260929,-0.8752595886090939,0.11686628853413816,-1.9587741238500203,-3.0588228887067914,0.7660792531178787,-1.6599064521002709,-0.16038066623874847,-0.5612519966490628,0.5079314298865735,0.1785447584975118,-0.5930170974062008,-0.5923531320618818,-0.004090962828248236,-0.001047905795866003,-0.18720553280204844,-0.08117008422707768,-0.13952344617463663,1.8392012218397054,-0.4617593243455371,1.310894012403088,0.7549130478669561
45,6985.094544149646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0745893018457444,0.0,-1.0341192192751687,-0.036798054027866456,0.4369065928188936,0.02862245698066146,0.046385528252874675,0.5926169257754986,-5.494073164948887,-1.587324195057522,-1.544805376687431,-0.9947182548352957,0.9770956602871315,1.4838652781261725,-72.07132503944143,-2.3746767244604414,-2.39549365613902,-1.833621072813914,0.24618363933202078,-1.060408201665413,-0.8087884314539867,0.11804912564481766,-1.4428576647020273,-0.19320427776043436,1.05289595796913,-1.885949561015215,-0.3423598612237172,-0.8960616511433903,0.4781262305712017,-0.043295807419636484,-0.6146858713104033,-0.517466291886486,-0.0032535763435474476,-8.444875781457341E-4,-0.1968232897904515,-0.07903522885379592,0.05110315499339432,1.7049553094192775,-0.4766669000649597,1.3390830089852852,0.7368277570498842
46,6955.527769989866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.113471412651539,0.0,-1.0614828662323208,-0.03097578341477252,0.4571018196121052,0.1878024218158951,0.05365276965813233,0.5260006135092357,-4.28186105606838,-2.0578747101834574,-1.3771586012621622,-2.9390560960221386,0.5167875462887443,0.8604776505632357,-72.85358665350903,-3.17472245091383,-1.796529664426675,-2.2516065951583943,-0.2209071386523517,-1.1471794184352977,-0.873229253189535,0.1500579862910304,-1.8650344671702985,-1.833813535150268,0.8447380529598592,-1.8313582389806022,-0.25629672578884,-0.7658899344144315,0.4938140801768763,0.20121620549688837,-0.6093684904719685,-0.5825173664611276,-0.002503516170232318,-5.85357372770545E-4,-0.18558370044091405,-0.07889238058180557,0.18503426469796325,1.8057200908422175,-0.5004643640907914,1.3600645006451073,0.6361059016447058
47,6929.706389444273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.070933410060365,0.0,-1.072818769954948,-0.005093735454515455,0.4350226819630558,0.23790481389042797,0.018836191204949886,0.4894610230840704,-4.319018173516725,-1.5940376503162872,-1.5450722268159598,-2.5762200404800035,0.598261743509167,0.8797700022256354,-71.05789693667776,-1.5691030777404564,-2.1100759871094747,-1.855910140704293,0.14583751174142276,-0.8569171998220492,-1.057819692848214,0.275360090889609,-1.9257872580751059,-1.9569583613867572,0.8397614478592977,-1.78452839242298,-0.22183365304824626,-0.5336215412308323,0.39188880462228026,0.2336149781791158,-0.6428503945278111,-0.5432149179135818,-0.003629407081860884,-9.040536146051579E-4,-0.19852476113927625,-0.08159539124222888,0.40626102172511047,1.6525642357968908,-0.4197507924303715,1.3349484092402142,0.662847772290033
48,6906.852611368827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0509847509307937,0.0,-1.0863166748304418,-0.002149696743831607,0.4315609820730418,0.24418134121469978,0.0025310511455322454,0.45267231012173537,-4.206835860802086,-1.5498392360048836,-1.5755453827576926,-2.2196537527420297,0.5252322681248894,0.8842186978565988,-69.2585370213447,-0.20561209467066122,-1.9317417719205578,-1.943341711060987,0.03491041006772336,-1.1217861145204415,-1.218976875027611,0.3091769815402939,-2.042354281442901,-1.8941696880478287,0.8714631855614543,-1.7779024939212533,-0.2331202223448776,-0.45392881417267,0.3643738513059423,0.20774497571912992,-0.6597799167972436,-0.5540519800972629,-0.0038723819477712463,-9.892274646614678E-4,-0.20874162079250916,-0.08218409030372191,0.7377443946587121,1.5303143926806775,-0.35481467974665853,1.312069821593555,0.6928952655589171
49,6847.845036157738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0573721304459505,0.0,-1.1069049872882097,0.01719573228208906,0.45556526453051793,0.29815680991322574,-0.015590713712168431,0.44684052179732575,-4.020921510672462,-1.7245726541756148,-1.7640342233246389,-1.2484769071782025,0.5216682538606192,0.958187581118119,-62.76509800183415,1.0456097457093112,-2.1647013344118426,-1.6053882499367127,0.3788836565373178,-0.9460125336294206,-1.4557087522506327,0.3417083784580517,-2.3370753488924305,-2.197261666133556,0.8181751533573405,-1.7057637501155807,-0.19147477568096705,-0.28534047782642225,0.36517075924826936,0.21646642657323795,-0.6505730238374191,-0.5519528264603177,-0.004224436839125392,-0.0011093336577459745,-0.2239463448102413,-0.08266164706870235,1.8249202123584403,1.1725655067604874,-0.17872247688312218,1.2940345050177653,0.7198945464738903
50,6733.553892256805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.060341300616902,0.0,-1.1382252578826468,0.021332226382416056,0.47411614254870593,0.37344748824157725,-0.02498032923877211,0.4001676797975615,-3.415004333989786,-2.1985610242264744,-2.177269180140864,-0.7299639702182211,0.23346303671197266,1.1055265797160225,-49.15469612274316,-0.5597999534975913,-1.8254385274564755,-1.728951108674076,0.2956385826027855,-1.555883472415776,-2.052035869573459,0.42722393417933946,-2.912459879021484,-2.4552477965724604,0.7985036602343821,-1.6495628923778622,-0.17595782768270296,-0.0912323282482545,0.3764783189048744,0.187692247392332,-0.6845736876612134,-0.6015690794860096,-0.0052113717501311475,-0.0013919761228672774,-0.2663313615078516,-0.08444306129146963,3.8288714327230546,0.5534950900286753,0.1233709416093576,1.2212309075759173,0.8223727939233957
51,6696.32332613252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0558351865138227,0.0,-1.1379187708832477,0.022331311790238964,0.46746287497071354,0.3605162647049735,-0.03505231194464388,0.4144778250918449,-3.671936693016992,-1.9856499988671361,-1.9253147464254905,-1.2859132511482827,0.41046237669603514,1.13485324897855,-46.234874465518104,0.7310522732196478,-2.0750806145812786,-1.5109926092657022,0.5390710883968242,-1.2984150075708063,-2.0482379297376476,0.435454218558266,-2.984327156333034,-2.3143598878129903,0.8127270963363593,-1.6622493077555403,-0.1718851995411988,-0.12912512258681536,0.3493301523446763,0.20156761293692455,-0.6757665666010725,-0.604376461774568,-0.004934513103118864,-0.0013415180682794672,-0.2687357291195526,-0.08445043801351196,4.268233326616276,0.44338616224117583,0.1647845098581979,1.2504536900319025,0.7718697305723151
52,6452.61935021107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0377997635193497,0.0,-1.1607544202932794,0.03732805121889237,0.4596876877960333,0.2850713725709306,-0.07351385197528336,0.41219303170624255,-4.696042876639568,-1.1010941713809228,-0.9889489143121106,-1.2630862099306703,0.9110229880177702,1.2363247407926607,-12.289107267761047,3.184000813153494,-2.5941669534820746,-1.1595466921468147,1.1104732704948432,-1.4557312403439524,-2.5910292763202403,0.25144019618179553,-4.095913066307374,-1.3831945107556864,0.8710607282378251,-1.704133718311825,-0.20615643055030597,-0.23120310260002475,0.30377679917888545,0.20586400043863157,-0.6461048357368232,-0.49584037489281807,-0.003748945588813009,-9.775373457246062E-4,-0.32325691032275594,-0.08311810642452928,9.483416593848514,-0.9946880404256819,0.7561815696077911,1.2985449239546578,0.6609182412897724
53,6395.740231029157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.039998512687477,0.0,-1.151629747578015,-0.0021659617450130175,0.4319502500443575,0.266958409371892,-0.05223080980110488,0.41368523244974303,-4.295305403862631,-1.5888640441643318,-1.5109238339137439,-4.013628428923841,0.6341346109576723,1.37053055490999,-14.887141649031532,-1.147761833733247,-2.3650883847479403,-1.3606994484885286,0.8517433685559741,-1.5729761793379793,-2.3732822552385184,0.3662385670878125,-3.8690912806508644,-1.3112650321648245,0.9253961345017184,-1.7856798961222846,-0.2355836733344767,-0.3479413740180879,0.29770597238349805,0.20738108064652494,-0.7077114899689119,-0.6847282729787927,-0.0040110095960349855,-0.0010996402534296762,-0.324586411295904,-0.08486331497269109,8.609371503279242,-0.3974194878648021,0.4674903993277732,1.3076797989535653,0.6402011558038049
54,6365.463444934921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0438418097037956,0.0,-1.1525705312304755,-1.7648185957484146E-4,0.4350302091105659,0.27153458135136854,-0.05216623277316044,0.4157509990663443,-4.261044934672177,-1.6199559987349885,-1.5703818181254392,-4.073881689278141,0.6285007464821426,1.3783535155051752,-11.68794781261994,-1.111397334393947,-2.4001830994862114,-1.3249955911012608,0.9011482657584535,-1.5779570365095161,-2.415141801328913,0.36619882290728095,-3.983217083920083,-1.3374300332265538,0.917352170011153,-1.7802121535252455,-0.23063195002200879,-0.3349513990725001,0.30217581320346354,0.2100326597751653,-0.7065603031702297,-0.685020702405433,-0.004055052643542905,-0.0011128310996161074,-0.3320108041663817,-0.08497876654415217,9.080705700809593,-0.49892922730976375,0.5088335949515552,1.3044781597331627,0.6434403171077961
55,6335.827580348064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.047206432286074,0.0,-1.1536806702945432,0.0012551062367684366,0.4374726342056317,0.27499386152368516,-0.052013898281908874,0.4177135196008271,-4.234556195356754,-1.6455862907526848,-1.6196975530369766,-4.127365154512666,0.6214743139226708,1.3874724440750308,-8.533710321040816,-1.0726363458442543,-2.4350032367142753,-1.2908433669815322,0.9478306128853553,-1.584744041429051,-2.452391698668126,0.36497501744196365,-4.093789763506849,-1.3513572058496943,0.9111002739324702,-1.7763664605951908,-0.2269494828446563,-0.32400582699658875,0.3060563709052774,0.21236384043071946,-0.7062496944807487,-0.6859416198573385,-0.004082827202190105,-0.0011205599979377157,-0.33912912366064546,-0.08506543154126707,9.546631497857444,-0.5909536621087976,0.5450586744067163,1.3016500783499652,0.6459161755396383
56,6271.823537541367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.052737481233418,0.0,-1.1585704039871678,-0.0012910021510180482,0.43776851076926554,0.27480248864460777,-0.04943152480286304,0.4239583852956224,-4.233697107066415,-1.6687035801113104,-1.6648914881527663,-4.197842138493593,0.5836534234946282,1.4269818782152117,-1.0308221656428316,-0.9374777308710293,-2.5187032315008695,-1.2085471317035028,1.050322151152671,-1.6078212460450407,-2.5017947184499043,0.3521995907725658,-4.346189437325784,-1.285141687222451,0.9105314490852435,-1.7818042572979962,-0.22867851573649622,-0.3136259302600325,0.31192561176966055,0.21769550816698893,-0.7153181785656386,-0.6970539469230016,-0.003994287104923438,-0.001086990761492427,-0.3539496947520645,-0.08498050152798978,10.675809968772919,-0.6974249630761091,0.5685006340441714,1.299503580366969,0.6438082010373256
57,6254.298950878166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0971464319110265,0.0,-1.1323666233278977,0.012569070152772293,0.4757276756308705,0.21291656612179793,0.006861130994673462,0.4822055538285512,-4.2298029244697,-1.751721709764126,-1.3888702129627228,-3.0545750554081543,0.4363266196714797,0.936712483252017,-0.32018264037405253,-1.1477389161836686,-2.447233176002101,-1.524182517768258,0.735126315137794,-1.8046865913026748,-2.1632158032002424,0.11886567299284326,-4.339429729944421,-1.0188896873688096,0.890471536791778,-1.7464707090500489,-0.23812400290486854,-0.4538224467407507,0.4421258943344129,0.11477987546802122,-0.6249461290624164,-0.5367358395736812,-0.0021266301157515074,-4.4732132300684293E-4,-0.3356789148708582,-0.07895580669503799,11.284698917250923,-0.7499935204945488,0.5564238353471557,1.3019969792805721,0.6687903225739871
58,6247.4466096593005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.107046075141553,0.0,-1.1246772944607444,0.013892493646010553,0.48520936928339187,0.19409454585320138,0.021110961442377375,0.49389652236812936,-4.202054305582005,-1.81120557571371,-1.3577718481626293,-2.6444643037437854,0.41268249388761674,0.823028199746849,-1.0735106410934443,-1.168060815882429,-2.3799630392065234,-1.6493560679332155,0.6063946496328355,-1.8831112729817896,-2.05538306957782,0.06275000997415549,-4.323391244314291,-1.02099251845017,0.8832346845758203,-1.7384026493101272,-0.24170925216296044,-0.49456988394499296,0.4768205076106472,0.08878314790379707,-0.6033585956757194,-0.5079329908082946,-0.0017562062053003483,-3.2891572538439165E-4,-0.33186487942714515,-0.07769515927964049,11.30882506773165,-0.7450778052993208,0.5469198759823483,1.3026335514998912,0.6753048157760435
59,6237.079276293301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1048533839927805,0.0,-1.11820630800387,-0.0017422052730067493,0.4903079121441076,0.16081932143012045,0.028530694986179293,0.477227609490747,-4.050287527440792,-2.1354058820310895,-1.6302258232875804,-1.4716619314679569,0.5095393715345918,0.8885205497651233,-0.9560099470074455,-0.781977892560185,-2.013739049385098,-2.000451814083138,0.22974137524064064,-2.199391046293517,-1.8631053731934555,0.03334817261538045,-4.475360527676434,-1.5145467869993912,0.8657384791493821,-1.7432541152828485,-0.2539493430448261,-0.5539450313029133,0.5094050170975157,0.07724357733594292,-0.6038296813252786,-0.5851291013600842,-0.002165398019254514,-5.459253397496156E-4,-0.3512019643938607,-0.07883499860774187,11.459134182027007,-0.6980053704602047,0.5109334201160292,1.3030502838368119,0.6737078465541027
60,6233.732911806932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0927715751111386,0.0,-1.0838993368749108,-0.020481013559746034,0.4453394844492637,0.1802661662390481,0.04224994852076612,0.5245044430955534,-4.164229359984587,-1.9956397037664835,-1.33624128597498,-1.2186581761782076,0.32055660235586825,1.083304006888776,-1.1083525446194298,-0.5061024677428249,-1.7119054132616138,-2.403054236436035,-0.07217472886329812,-2.424841687683445,-1.8356019668879608,0.2031614499526253,-4.513847105600062,-1.6371370046191527,0.9066117417489704,-1.8195910243642202,-0.2552490624225003,-0.6078699413867589,0.4325858581371941,0.11312599265941123,-0.6392140079686353,-0.6098378971388765,-0.0027373044087587012,-6.520531384322692E-4,-0.3662249103025411,-0.08069030214848973,11.641295781392731,-0.6705660059849349,0.45897855927999803,1.303796201730388,0.6520603127001627
