Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_walk_speed
32,7273.047353485063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.209746668006948,0.0,-1.2002428215049268,0.09678090716761109,0.5608930831137572,0.6708211308263944,-0.09797244397195609,0.43594257628097505,-3.2437178933530646,-2.866468828802994,-25.76923163240661,-11.0748259841273,-0.5038184306591152,1.7060833898501833,-50.38180220368053,-0.6341726060692895,-2.767046069971652,-1.7758773763830709,-0.2219477678099493,0.06506989999774848,-0.07757839902341868,0.8085432360303183,-1.3869924639090754,-1.2941975450709657,0.7956234904547186,-1.932528274019923,-0.33681098007949073,-0.7814154604155444,0.5881527789169383,0.6753406329511981,-0.640512739865419,-0.8897332278316075,-3.000444887639614E-4,-4.886504663890244E-4,-0.18973533311529447,-0.07979303266224701,6.394290436524567,1.8718193154238345
33,7206.3203302537795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1712285259842314,0.0,-1.1470189722893733,-0.02028365174696073,0.5183959897900823,0.434101052498079,-9.567482073563477E-4,0.5509853439303524,-5.21736841823202,-2.107306227263291,-23.258376092828115,-10.080014270403584,1.5961100092866247,2.1216804187120077,-50.203085918183206,-0.3867292152140517,-3.134882091517587,-1.3714231446117697,0.4089472750272324,-1.326030259160912,-0.1862656593327044,0.7750796715702776,-0.8695183402074492,-1.0927599040633822,0.7319168060468975,-1.7923638331744391,-0.17632885377403515,-0.44100907700736414,0.5417621906486069,0.2834769853988766,-0.7110994669888503,-0.6646204201442236,-0.004031656091455276,-0.001298985078486004,-0.2614386610374107,-0.09117766152225809,7.51794542299354,1.8975591870149948
34,7184.460523436886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1580235660546534,0.0,-1.1241169005186613,-0.032495508392143616,0.49554362354539666,0.3455962779070273,0.008225580388131553,0.5589043068381572,-5.364713312423306,-1.6270511120015052,-22.816166846757717,-9.967904084670343,1.6958880879011669,1.5210301267956674,-51.131565575545146,-0.23844802554700129,-2.8092533099273447,-1.5069090187316427,0.2576472323505177,-1.37446802820378,-0.3355672793881127,0.42323554320607165,-0.9614427038157912,-0.9145670200529168,0.8233449083532902,-1.8444794313879787,-0.22671093515347662,-0.5911265091627713,0.49177743063831497,0.2017629386557489,-0.7004652989777684,-0.7961929118134933,-0.004465751704187533,-0.001271149121059553,-0.2804928675948743,-0.09144267824437174,7.848104762436677,1.9091081126997602
35,7161.0681830341355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2243176943184078,0.0,-1.06148028607625,0.014000330987895111,0.4570338727014846,0.3370068009392507,0.12993332322624043,0.6391630508614874,-4.98936004251663,-2.0797790191228223,-21.198190180770798,-9.450531702270446,1.2459298523418116,1.4008130104396121,-53.127861787200864,0.03969505951974561,-2.541325405993825,-1.9619685350214868,-0.1846974392937208,-1.2841197569262028,-0.5728068528308062,0.5582951677154935,-0.3573936109433541,-0.8822246883376091,0.7386796561455924,-1.8593201488070792,-0.20925270340966018,-0.5932390286912201,0.4627470416141645,0.14021255771211677,-0.5834084237361276,-0.412809384322444,-0.004888176208327809,-0.0012264536181246038,-0.2990037286001639,-0.09376173557956585,8.29037049919336,1.880460205418169
36,7140.413948236348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.123548784654678,0.0,-1.0693242968752676,-0.021064761424174197,0.3945837895164987,0.20900711957960108,0.08059721089197366,0.5772562461580547,-4.75702484265534,-2.54042188541894,-19.47864321985929,-8.767169976375131,0.8096096838705509,1.652869013202158,-54.82432142616234,0.1625407178324566,-2.256813026847358,-1.8810916791374193,-0.16319519218242884,-1.2874342916887633,-0.7794200126767938,0.1582085527883117,-0.6722417178172824,-0.8714972026527839,0.959991502019614,-1.9125251762924318,-0.2902344507595638,-0.6238365405827304,0.360321733452988,-0.04003841389562349,-0.6942869260609533,-0.7933517859463668,-0.0046975949585888205,-0.0011020723647795613,-0.30273170333230415,-0.094867076765428,8.55629588475391,1.8585109709354908
37,7093.1487722041875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.087816264338264,0.0,-1.0613936220168507,-0.03519399548661344,0.3673624134226849,0.12501661572186235,0.09717385150753297,0.5829984343147171,-4.668520556399224,-1.9901741198518454,-15.328158575802721,-6.760517920247514,0.28942836557989027,1.6212127670754797,-59.573932795782774,-0.12820886457811875,-2.1959108572298116,-1.7192319358007597,0.008589949617331505,-0.9488389973135665,-0.9645427271601836,-0.12159033514514517,-0.9174566313567396,-1.2833887252478708,0.9645954105167186,-1.8615058641559512,-0.28276248633967016,-0.6269816189494843,0.3275833526770974,-0.12131676187352461,-0.6611996459171992,-0.5642741664085806,-0.0037696695711452485,-7.743653460759796E-4,-0.288297127754179,-0.09237540457237664,9.007592035591419,1.8354949097335032
38,7052.752989339796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0837445376313797,0.0,-0.9609279032615292,0.056637110196008665,0.38669720038759486,-0.24489350712723634,0.07838887339552034,0.503268884462888,-2.5063791631680803,-3.437961508021382,-3.1476749160154274,0.06592410404215876,-0.12764998656224075,0.5439741836054892,-70.66784725256828,-0.6375047379699637,-1.6129328528189264,-1.7095974522824773,-0.38638252872931284,0.7784107488936527,-1.5228650579712233,-0.6424750387626089,-1.503158376897327,-1.514898893489578,0.9360164693048055,-1.979314537524025,-0.3703932771943378,-0.694567102024603,0.30953524457895104,-0.2707420906750879,-0.5488769421169475,-0.6928296171376158,-0.005737286571997342,-0.0017123716081718873,-0.36178750738722754,-0.09489552827470975,11.49479788929531,1.8142710816481
39,7025.309952256722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0732930480092557,0.0,-0.9752240030672816,0.046273797459193924,0.38531512222479064,-0.22813085120336252,0.07668991305370962,0.5025797181425999,-2.682509323114702,-3.297333474323747,-1.9743648053858756,-0.42478077063147196,-0.12882849819191772,0.5769782394850214,-71.50239860113928,-0.6997965405712028,-1.564675739769726,-1.7293487500697193,-0.4055074983261945,0.49056603186897424,-1.5439688722705298,-0.6569891961946415,-1.5665949404834794,-1.4226882289087839,0.9243103699158915,-1.9468752657707078,-0.35934031032616714,-0.671335020607958,0.3101981294996781,-0.2392017740168147,-0.5429818468935749,-0.6600785404184626,-0.00531255514458764,-0.0015637148786453764,-0.3522017204717432,-0.09373904238897732,11.561375886308861,1.8112457164780251
40,6989.409098875403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0647889168887015,0.0,-1.022829558889649,0.014551212818034245,0.392467393864176,-0.11864167022230823,0.07407783075086537,0.5145169320206892,-3.40501950014554,-2.8086604318388853,-3.553766486742051,-0.8610598050200631,0.030001547552486074,0.7316806281331939,-70.32122322177925,-0.48920219163025014,-1.6405092670782766,-1.761450516963238,-0.3490738619682216,-0.2135009848627874,-1.4508668617336011,-0.5128843894456434,-1.53888785549248,-1.1162462090456509,0.8895595959257396,-1.8636322581622096,-0.3138889886349012,-0.6256050706732386,0.3335064786596664,-0.1320648398109375,-0.5461384594353295,-0.606557680405678,-0.004012639426380429,-0.0010957375805799622,-0.31896177870616205,-0.09066569924025403,11.138070070498287,1.8092676649944632
41,6976.576151928435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.051852358289331,0.0,-1.0471532306602411,-0.011204308456330647,0.3885125647403507,-0.060443062148039545,0.07781247122050251,0.5271504757989671,-3.812604330754165,-2.3678293320069317,-2.884238868377486,-0.40360696037162186,0.006762957508824871,0.8641076446036163,-71.30962061593372,-0.3786213723000086,-1.7412769449830594,-1.6955507972178558,-0.21038612900864592,-0.4684157139904668,-1.4298229082181368,-0.47101213199003134,-1.5627150553710067,-1.0441717646645554,0.8713767079795625,-1.8019564397929944,-0.28076007354794286,-0.593421769408624,0.3390743060169949,-0.08732640356284277,-0.5507974929299941,-0.5255765024470985,-0.00318964736483073,-7.745986701116919E-4,-0.29903825203672435,-0.088808561605088,11.120817329404527,1.8034941902552442
42,6946.659820569406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.04686528979018,0.0,-1.1550709977513642,-0.04328990960202449,0.4582906259273713,0.35121336188320573,-0.022051591045717828,0.47341832092838965,-4.827044865847782,-1.0807686074689271,-1.3055817987985403,-1.5111338383190644,0.930458457473309,0.9410314193028827,-70.97326373824687,0.44291978610596805,-3.03918545226727,-0.9794862308188252,0.822861366298397,0.5544145757990382,-0.849523063455639,0.39521030788585687,-1.6308567321698706,-0.9574311435957428,0.7170637920921872,-1.5946278060292658,-0.1232587382109116,-0.3892027915807469,0.48996865699179687,0.2853746942643562,-0.6621070614270972,-0.6037172916804305,-0.0024331552878687746,-5.681605502511738E-4,-0.2765637288629748,-0.09043212499496762,11.783441016018866,1.793813417852455
43,6931.3209405196685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0695847581126317,0.0,-1.1598035706498813,-0.04522807474885106,0.475840063357141,0.42351706005234924,-0.014828335892518035,0.4637314226876329,-4.452671409455962,-2.2736428142670517,-1.5643197889147307,-1.470556335217125,0.7076418185333825,1.4662278305732275,-68.46287380197278,-2.431600211272507,-2.2361430351528853,-1.8707865184960213,-0.004015209574368295,-1.7821918304215827,-0.9421260559997269,0.5777164905567536,-1.5266500593571852,-0.8761530111656218,0.7714530911570899,-1.6467522747067365,-0.15338568748759832,-0.472893723964519,0.49703606225426356,0.3343663244860184,-0.6933778304963742,-0.8420357822177642,-0.002300676378951792,-5.909628079173382E-4,-0.2740571594143825,-0.09038909371532404,12.219390504870459,1.7834215222983842
44,6911.3313943380645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.063778140670826,0.0,-1.1112913109172058,-0.006796965837646059,0.46130951380229185,0.2388511328129358,-0.005530273426121704,0.4563106284501434,-3.8919975140389136,-2.093583811593867,-2.8412188408914347,-2.2587283960078475,0.05726442918087382,0.995222905057731,-66.03516469038725,-2.6972999352435445,-2.0031092320681307,-1.8941317939796831,0.02461765259583256,-1.597035195163718,-0.987302297644137,0.2577996619074149,-1.8118402297124105,-2.273300443588236,0.8467232818328458,-1.7372367880084578,-0.2315053987434263,-0.6029227530444329,0.44926877626349815,0.1026083413727879,-0.6433521159634974,-0.5971074757604131,-0.0029123222137912904,-7.27063697503447E-4,-0.2918920378388595,-0.09247842204611395,12.622750807246693,1.7561931406236246
45,6881.254495466119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0809982137320175,0.0,-1.0764607834322153,0.0070166847115611265,0.47658728361380653,0.10252668149307664,0.01872435561907604,0.4913533400945055,-4.407938943989644,-2.153616622705542,-2.306807362917665,-2.5699569351310765,0.3941004237919754,0.7327582361009759,-63.55428200047442,-1.3623451656478676,-2.0123038927179717,-1.8444014998943823,0.10645271247786972,-1.7810791748790074,-0.9879377346450465,0.18483179499910166,-2.0728824859091013,-2.0420605291163136,0.8138929568366972,-1.7706534705117034,-0.25490186166396,-0.5692023629576795,0.4463620195662182,0.04320558157155545,-0.5873032198049655,-0.4939961697811435,-0.0029773289004962457,-6.33392111669513E-4,-0.30083866766135703,-0.09071292337962757,13.558921272799104,1.7326420128597875
46,6863.453299027844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0897066782362406,0.0,-1.056414382445656,0.013513388388945278,0.47368748959191004,0.0633210816661982,0.03527317583244428,0.5048944555336539,-4.470820608087098,-2.083871074751313,-2.0028621329166665,-2.752817601001484,0.3854558140552868,0.7354650597816923,-62.087671896684746,-0.6572770290947116,-1.9136972849427927,-1.9431183627143325,0.046563475740714455,-2.096061767159248,-1.0234050934175898,0.1826756787612929,-2.153513314961868,-1.9254587345952332,0.8202716120356074,-1.796408141062504,-0.2704506665125349,-0.5708576497997405,0.4368885074187126,0.012937911384478334,-0.5766391146510638,-0.4806833884793886,-0.0029007310940103387,-6.187412790381819E-4,-0.3044120230517236,-0.09063713118199318,14.127993502248989,1.7049085963373887
47,6793.155299551204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0896304295517796,0.0,-1.011767114525376,0.011777804985248478,0.46090436403611684,0.0135039831929323,0.06089522560711345,0.5233525856794039,-4.836582095234754,-1.7063282257907806,-1.221015601245536,-3.8838835515628265,0.5741638723253808,0.713293211595138,-54.264658879078404,0.6231056179894316,-1.94541326396935,-1.9237703614285302,0.2049682192354354,-3.0055069283810845,-0.9987168347456383,0.26398918278888994,-2.6190761760175616,-1.6794351587409302,0.8346442675254026,-1.8266344035770339,-0.2864239712267896,-0.5499502721006286,0.41113811576596293,-0.02943450920308604,-0.5980537626757455,-0.4620772613236851,-0.0033090742164541037,-6.760101942718253E-4,-0.32815493182778854,-0.09370089035824876,16.81645519815391,1.593344158591184
48,6644.022399901548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0914932107429522,0.0,-0.8889983222973329,0.024539525467256136,0.4257036002638798,-0.17447738492134837,0.1382691954914035,0.5735371067457121,-5.824969042439447,-0.6300369289867152,0.5905981290029483,-7.065985333462658,1.0131128742852533,0.4768041667278098,-29.366195222489075,1.682113703056356,-1.7259363594534496,-2.136948630233523,0.3858135167498707,-6.002621340479601,-1.019456408045932,0.4399848199121403,-4.063925204638105,-0.9479739530129084,0.8802868579884701,-1.9084929114828837,-0.34255660618871997,-0.4864902890328543,0.3419343526843236,-0.18066732654896217,-0.614818359598826,-0.369931049476924,-0.003069221914602413,-5.22126995748535E-4,-0.3752585761426562,-0.1002789124443928,24.758301274908135,1.2196475801811415
49,6606.463970508401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.107636166813316,0.0,-0.8890920701175805,0.03680938994884162,0.4303210500268708,-0.18245654049411433,0.14305934128855188,0.5887253058028167,-5.402577847542434,-0.8686421448676922,-0.9710796782740287,-6.861754110223924,0.7783414171310726,0.49280356644583123,-29.75500804496329,-1.683203476588449,-1.6814872784106025,-2.2600575660450826,0.24185772492896457,-5.846305334363477,-1.014625967940831,0.45261018056135777,-3.85328962592378,-0.7440933523283733,0.8792500775821426,-1.9232881113803824,-0.35619295049163363,-0.4930795536857367,0.3508315387382285,-0.19155843645784706,-0.5880275858338575,-0.37505287403504783,-0.0026271767300868145,-4.8185371596300814E-4,-0.36260374703816467,-0.09837761876289274,23.865571138119822,1.2449620547717046
50,6429.98349392961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.072214767652134,0.0,-0.8910606571519948,0.01841031216387733,0.4262850703460369,-0.12908408743953356,0.11374190250166807,0.5123429424373784,-5.3778225025489315,-1.3666242798551118,-1.6920664951702682,-10.04238946635626,0.7429932066932752,0.5595763913436614,-7.938185447080812,0.168676751735938,-1.38876949328322,-2.4420737834825417,0.0811117881013387,-8.722571041924063,-0.9259315887425514,0.5404231271597553,-5.107200686127846,-1.5188761398808028,0.8565110434202527,-1.8951345981444623,-0.3255365421287943,-0.5554580305590922,0.35648788974584766,-0.11327579194820649,-0.6357966094609202,-0.4379405932439191,-0.003589259940746971,-7.641615404269991E-4,-0.3990462966456096,-0.10826026845923442,29.75621029817206,0.991978540593486
51,6412.51638461798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.071670030639169,0.0,-0.8888592576191301,0.019855682252252375,0.42515707482724563,-0.13389753881584468,0.1152604255552147,0.5149036795308671,-5.421248913142145,-1.3083250831567832,-1.5987395256904504,-10.316408901082735,0.7424449188856704,0.5395432312521111,-5.96693735350345,0.0625024243646764,-1.3935486718334065,-2.435550980591949,0.10040507786811975,-8.933208033388917,-0.9281921218501428,0.538655867360648,-5.225147759495813,-1.4843189076238077,0.8562489248250901,-1.8951167567647749,-0.32707775151866775,-0.5525315028858252,0.35487187422677136,-0.12049644616909062,-0.6336876546931763,-0.4313755074195609,-0.003479443917731004,-7.238554209322158E-4,-0.39892974890189836,-0.10876052448542319,30.330438253305502,0.9627308911209719
52,6395.775600475732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.071132383792299,0.0,-0.887096508346277,0.021070970197157524,0.42424266245489695,-0.13760405496066158,0.1164166168361191,0.5168259047524939,-5.459530879305818,-1.257922193212888,-1.5174029778448992,-10.586405774406714,0.7414558822827397,0.5221887921016263,-4.026153376895561,-0.02277023944652244,-1.3952897514949378,-2.431871330408359,0.11512395365440323,-9.147306552664444,-0.93053273406499,0.5371411743419571,-5.341166744620677,-1.4570715992569858,0.8556208491776031,-1.894871695046059,-0.32821588746571523,-0.5502105691658898,0.3536051686635112,-0.12617630903921248,-0.6318602650959958,-0.42613700675717225,-0.003378965263098416,-6.876787694941744E-4,-0.39879587301981206,-0.10926727802969213,30.891622892784586,0.9345319504264432
53,6381.335141834036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0704850245268642,0.0,-0.8863057128411002,0.022000500308951298,0.4235524289846748,-0.1396503623909688,0.11698737398311856,0.5179455553878377,-5.4907680685913975,-1.217442445766493,-1.4455336979374445,-10.839306248264258,0.7383641659671565,0.5073356681767724,-2.200268547286538,-0.09197105902581051,-1.3944038126253029,-2.430170222702821,0.12470097535030293,-9.354465043935852,-0.9335663550265505,0.5348799124656497,-5.451154114740358,-1.4376089816952573,0.8544954694282132,-1.8939152619046664,-0.3286973752442623,-0.5484963821061419,0.352850154644681,-0.1299062626557742,-0.6301781248128382,-0.42232630105800784,-0.003278206584667714,-6.532902146966691E-4,-0.39832808315148527,-0.10974698658063252,31.41492371099722,0.9081592419616026
54,6367.956342022033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.065870990357172,0.0,-0.9051403739086825,0.020304650157893275,0.42445870253249607,-0.1160913125349668,0.10810773679613543,0.5093783327826892,-5.448752791400836,-1.2619255582001199,-1.3190178138897004,-10.895422841283276,0.6750712169067181,0.49113908812776946,-1.5175169921037934,-0.2134550532559336,-1.3733967339425337,-2.4294873468531244,0.08117710238566403,-9.471367024577864,-0.9611781053550614,0.49969721962018104,-5.523307019439778,-1.4763616768594519,0.8461682294698858,-1.8743670701343278,-0.3177920758480842,-0.5508350477529674,0.35979440876781726,-0.11065553473470072,-0.6245906608735712,-0.43024059845922463,-0.0028404175184507893,-5.41219054905325E-4,-0.38714728149909106,-0.10965736131599733,31.564618019258294,0.8898865656801086
55,6329.882955006218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.056815759674976,0.0,-1.0762305342093719,-0.02286767037575472,0.43822180165488206,0.25594734378263256,0.02942383011032787,0.4721598511468581,-4.3947896028835425,-1.7380196702065518,-0.3570143869408853,-10.768395395014299,0.10080940390380777,0.9127277696046023,-0.8489580042930047,-1.1775051505634524,-1.6876802127228911,-2.0428621209670275,-0.04039242649541118,-9.902696997977696,-1.168648194904756,0.23641264642301235,-5.662840861072126,-1.6227968306221345,0.8085633416990476,-1.7301377420217778,-0.21216243848092894,-0.5842918945038371,0.4324551882374272,0.1264261596157734,-0.6536954697632108,-0.6491642583602386,-9.308652217661182E-4,-1.5564810725164776E-4,-0.30010127105493056,-0.11257923654030103,31.65490346924797,0.8382979774257786
56,6323.4980798856395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.056390130097743,0.0,-1.1277389475299375,-0.038713485655304636,0.44860774684884075,0.3824688247498456,-0.00747178291367033,0.43968254715336774,-4.156656927343398,-2.039577020468845,-2.2694172570299624,-10.481924836731924,0.522095651491929,1.2423367142789346,-0.8196826767518632,1.2652770043082708,-1.6960113189053554,-1.989935008336258,-0.21578770419137938,-10.186350781003927,-1.2229849456546835,0.17881962989997538,-5.485007580534256,-1.9957730840847165,0.782332785145557,-1.69031063150871,-0.17184496958744178,-0.5739419260763106,0.460452420907134,0.25037037974266374,-0.6912500803669273,-0.8079673942340586,-0.0025210389620665173,-7.069973038582246E-4,-0.30635963440526787,-0.11801733346398978,31.097730418052063,0.8929209313633389
57,6312.7982494486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0417252354766435,0.0,-1.104286869520146,-0.025200069552408434,0.43597363843995196,0.2176961471798798,0.009973644903070168,0.46205678360311575,-4.643039332723724,-1.602308143705117,-1.3989493887354345,-9.576975591683018,0.746407311798953,0.8989633751814314,-2.616278667534022,-0.6805971802301483,-1.7030766879410868,-1.8789537717337161,-0.005049381884211002,-9.699023440060355,-1.321098839193177,0.07954100339434896,-5.455936442602824,-2.254050938368505,0.8363269330571641,-1.705879900806714,-0.20595549323177198,-0.5238959075178287,0.4190953816611381,0.1136231970919119,-0.6642284142315196,-0.6404790531742381,-0.002492919502107627,-5.742756283270275E-4,-0.3109308916605118,-0.11883643878299378,30.80891212436094,0.8868701464277016
58,6308.073857375457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.076376718477486,0.0,-1.0538185848040502,-0.01891223252497044,0.43740769638757443,0.13591649027818864,0.05487548354385624,0.5302875785864133,-4.415630292745047,-1.6880347304875398,-1.2655293183914917,-9.397281687988105,0.5993484841664989,0.9959847871788697,-0.29947512030120116,-0.9404396975541991,-1.917738312793984,-1.762331057834578,0.21736792448007156,-9.867130228008246,-1.3861169217413718,0.16743699990727698,-5.369131022803531,-1.9614899503151437,0.883875108870807,-1.7815821388479316,-0.24977221270517333,-0.52033364484472,0.39532130131913873,0.037719592685540856,-0.6536184518175772,-0.5629198013345891,-0.0033331563847682232,-7.827877615088916E-4,-0.3235544739448377,-0.12222396183393824,31.51514144758539,0.8578520828310673
59,6294.834162538587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0854958960903627,0.0,-1.0989225137858092,-0.01588796070481455,0.4465670616028389,0.18322712264704286,0.048848041938287436,0.5287557434538687,-4.075128143212103,-2.161702057429684,-1.3951896967704192,-8.65883732223998,0.2132541668563206,0.9525405059240338,-1.5002111018439965,-0.590030650837085,-1.8552811486417882,-1.823166158191493,0.05101963738127532,-9.853655933246545,-1.5530219947198056,0.12743539390156366,-5.2345489583303815,-1.8272056914185226,0.858954047243064,-1.7542370238427263,-0.230647698196708,-0.5357227636400351,0.41848364511582425,0.0992781676845517,-0.6087903369971375,-0.5703735332842415,-0.0019473760120299918,-4.2370070495594637E-4,-0.28261396100772446,-0.1210468810749693,30.761388553726345,0.8274850125524024
60,6285.344632674704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0782264458762074,0.0,-1.1237539869580881,-0.020861683253094537,0.4530970211884444,0.21100280048297493,0.030431003418256268,0.4936451595687784,-4.159842546452886,-1.998339656405366,-1.2806908400417842,-7.386011815767726,0.45801745472538724,0.9264475383361415,-1.489398372791692,-0.46018925064084093,-1.710971496317844,-1.9142306660570945,-0.06480966611307096,-10.285573110739012,-1.7005511574524024,0.07045963477972464,-5.186435155056644,-2.148077024868124,0.8496426643337879,-1.7378655430462189,-0.21245310386066588,-0.5335185056695451,0.42913535217326615,0.13464883047837756,-0.6239468248119199,-0.6365778732816841,-0.002267579728006317,-5.455262749698491E-4,-0.2746419843916007,-0.12418477235578282,30.59886709063175,0.7979409945360835
61,6260.983786360711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0783486469219232,0.0,-1.1619016449938038,-0.027424761683375907,0.462652305594834,0.23400882837199263,0.01624488990184026,0.4766720440788257,-4.262002121338051,-1.8382761275568904,-1.209631771044997,-3.7289794615991556,0.6619093481937416,0.9020222691765917,-1.2328082292420688,-0.012798917529269371,-1.8038001467170421,-1.910297848137469,-0.03924166275746668,-10.766754823409123,-2.017354093385944,0.08369715459504687,-4.79167422259934,-2.102090577117603,0.8409838790042642,-1.7194769280746112,-0.19281380965170483,-0.5193146214727516,0.44272506617284785,0.1727288887297343,-0.625911862767721,-0.69357453270501,-0.0026391436910430475,-6.530984087546202E-4,-0.24481809656492526,-0.13210147512345866,29.92995361191272,0.6909431413976195
62,6254.190166136738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0793050870494074,0.0,-1.1681879338753778,-0.028887779023397897,0.4643108965865984,0.23256590303726415,0.015597791494649958,0.4770513505962053,-4.285473288579981,-1.801643118732896,-1.1802188242654523,-2.489239737711169,0.6893783739930067,0.9028225759700392,-1.1839944307826564,0.09198659302391549,-1.8569143615299752,-1.9102848691486294,-0.017758954701585564,-10.854127198584562,-2.090703592017237,0.10083519083661355,-4.631977251005272,-2.010669069721443,0.8413905071087794,-1.7194883207757439,-0.19267907238358684,-0.5183372905740519,0.444401711797869,0.17369224575997724,-0.626065323981322,-0.6939521079205707,-0.002763513377509369,-6.871241946289235E-4,-0.23788709398754943,-0.13472914703128605,29.686729086319975,0.6505345594893726
63,6249.7937315917525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0798062697635795,0.0,-1.166932258500724,-0.028883359551746184,0.4643161719341764,0.22575132674976298,0.017441559023523838,0.48011180701102085,-4.31315607997501,-1.7875703796453657,-1.192982695225552,-1.662579673055504,0.6677031185185845,0.8827434286681914,-1.1271256180407407,0.134821740597932,-1.91612082826223,-1.913710626267829,0.017889783797899256,-10.781653566491944,-2.1016999559150356,0.13091631147799945,-4.5041102582069055,-1.900872300598139,0.841816026767873,-1.7226448218531474,-0.19594599561059425,-0.5177710376833595,0.4441249022979749,0.16715048140076977,-0.6273053329223994,-0.6769455531954574,-0.0027218375758141533,-6.678036092980988E-4,-0.23454272892270206,-0.1363080805612697,29.46879273379615,0.6123624059914199
64,6244.394867585938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0812023734923852,0.0,-1.1357698525567173,-0.026185042868812687,0.4589413556426745,0.20445009289478586,0.028385092161589708,0.49756409171774246,-4.3190649231280815,-1.7588731196460838,-1.255998038352601,-0.7583745778030219,0.4850689154067649,0.882347017256844,-1.0590897676087856,0.05981321963213361,-2.136521495408894,-1.9011733623127933,0.18551588393467275,-10.12996105894253,-1.9364541879288169,0.2570029898423475,-4.23830892666064,-1.6575396545824117,0.8486954487305036,-1.741215927423828,-0.21389237505681236,-0.5277749013308739,0.4377018414946541,0.1235197460413361,-0.6434835857518717,-0.5973795179748863,-0.0026308743283052515,-6.189562452034933E-4,-0.2423954959764011,-0.13858017154229707,29.02534260636896,0.5310637481619896
