Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_walk_speed
10,9250.203861627211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3790977500609856,0.0,-0.05853207938400529,0.4739794744550575,0.3716622588724925,0.31975519964092364,0.15605472230304196,1.1049333454912986,-0.7150395198932362,-0.04321893725896036,-0.8881565986919684,-0.3158330765406754,-0.2477924550537028,0.7714481200180967,-1.14067188558932,-0.1333778403570368,-2.8799923020535134,-1.5977861606150903,-0.2121625379636059,-0.4772053158251326,0.03352504034378245,-0.016617508543865456,-0.7965822156822923,-0.318448587328294,0.5144856129679446,-2.6228706776134807,-0.23246241272194018,-0.2020948856507344,0.5427507425921858,0.08345563233163444,-1.368030513180348,-0.7198793529107077,-0.004411101409727041,-0.015033645186225339,-0.18480451524376745,-0.08744582902002102,0.27681073083108765,1.5634658903259793
11,9207.996746750177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6970494637232316,0.0,0.06453226473222216,0.5145424281265188,0.7436894479944649,0.4586373732190038,0.13474313493297177,0.8432645096910052,-1.0506287380051478,-0.09727256528544848,-1.2759520343706632,-0.45488349418025154,-0.3497414570603524,1.0984553380282347,-1.6438103601939578,-0.1933119692459612,-3.0897064699331707,-1.74000088797813,-0.06317525278101316,-0.574944661734222,0.4847656479005351,0.14642956091923667,-0.7345305464123173,-0.3913397830574352,0.7369035320545184,-2.817927871023425,-0.46244092856324537,-0.3886073019593942,0.3985679756628642,-0.006019746095392742,-1.155368164758676,-0.9380789488230815,-0.00489552937592436,-0.014821176085404253,-0.21337679069453752,-0.08859800576110095,0.3880556206906633,1.5923541788254787
12,9154.806483818513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4984767546732924,0.0,-0.05579384613523014,0.4164784248110048,0.561316685038738,0.4147137085015338,0.21519275240348243,0.5817035946038793,-1.59337546175086,-0.18284157942112844,-1.9171312711304833,-0.6851266410837142,-0.49964625650034317,1.6340140161427905,-2.4684114776829227,-0.2935796974931778,-3.3824091786960313,-1.8308348483016088,0.04061890284350449,-0.6753927215340995,0.8678114451836269,0.3603229463910796,-0.612277127364179,-0.4940603765476218,0.8758527290947216,-3.1365507180216214,-0.39103462685582,-0.7157691435450775,0.3984669455229293,-0.010520643772851262,-0.8402331699884567,-1.2128203483141626,-0.005277969284421261,-0.014365555841805405,-0.2154047949649613,-0.08915404999525003,0.5726793078435559,1.6315620994734292
13,9062.781623447558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3092039041106704,0.0,-0.07744861926662137,0.2281737911521578,0.4259595844241601,0.17179121690769975,0.10180799511110862,0.6324908181576258,-2.409828491065889,-0.2937347969265117,-2.914409487651156,-1.043314404722177,-0.7165256622721514,2.4655284263134565,-3.7429300412717184,-0.4492993260273261,-3.8336886374816883,-1.7719816470954628,-0.003773242472395931,-0.7862455071402621,0.9849432018542004,0.5749658730973682,-0.42372986683765534,-0.6410974727505707,0.9189629442369684,-2.9202249776236777,-0.5852955999889489,-1.136110821329582,0.20960452921416986,0.12084714063472023,-0.7101131893020677,-1.5420609750426995,-0.005591974303413525,-0.013656860991133486,-0.18194244767878406,-0.08559170123226878,0.8637989355500235,1.6798717060103636
14,8894.432022402483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1346638254130084,0.0,-0.4774246204785152,0.08770222589184207,0.5537696615510779,0.35731923904402196,-0.05609306848767791,0.7251415319929974,-3.9056996575176868,-0.4537989288140233,-4.810795579455647,-1.724362671222761,-1.1054833236977042,4.049797806294393,-6.157567191318973,-0.7432012259001788,-4.0949171466454475,-1.1628031799996073,-0.12461994115489239,-0.9017503787094039,0.9997749292007283,0.8132179400765487,0.04091247168831985,-0.8519639461242636,0.9157016939494084,-2.6749883074658403,-0.4843428465884152,-1.567647506642677,0.2494186794044642,0.13088324975426507,-0.9462446340599444,-1.9460729093680893,-0.008287175477910467,-0.012637744842413926,-0.24281273693922228,-0.08965333528051433,1.4183856238059,1.7282263279779715
15,8743.87079638923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.204756858863087,0.0,-0.356963213940492,-0.5398205061386233,0.35861665012040644,0.5917409246663468,0.746136219954867,0.4284881365277717,-7.2299697234801865,-0.7412725989052322,-9.131723012398977,-3.2752039611381596,-1.9541577811611006,7.674397604565803,-11.65001461410808,-1.409876686590947,-4.4187108665274435,0.021945698354283616,-0.17751487073414418,-1.0407670419159432,0.6979611245931019,1.1588491567772048,0.6844275114059788,-1.2265505347521093,1.0508641143136428,-1.8069470377055192,-0.37361805067026926,-1.819814315238799,0.8541650979929669,-0.012568922937224364,-1.3896153832949556,-2.4883354942796823,-0.01056648251079105,-0.009830702549973222,-0.3175262988043801,-0.10651514054761446,2.6900972762749227,1.9779913281027879
16,8457.079819863984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1214603976529602,0.0,-0.5413517578000394,-0.4477673262613411,0.25597262065505605,0.6152100379803902,0.8113769434360202,0.30429622530937417,-9.626201323704183,-0.8873012493667904,-12.344280350894,-4.427160994109775,-2.5424675211832226,10.37270311644385,-15.72431244803759,-1.902739475322155,-4.490858046520262,0.2939069260836164,0.17445215314267293,-0.9882187647843348,0.17523346034795773,1.142291238941262,0.6948334092869585,-1.3880425008334736,0.6852656383420964,-1.4715913333616928,-0.39695038067550703,-1.2149741508455292,0.8416985587820786,-0.2885460009312314,-1.1383710008934662,-2.4571986596157895,-0.011941210485472094,-0.007779093685983498,-0.3294958910034004,-0.09926688010337363,3.652166081867386,2.031237513267798
17,8344.56879409613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.104989141637613,0.0,-0.511455127004975,-0.46869282523277145,0.26303370943812193,0.5416774264796136,0.7189311583744248,0.31562660961253514,-10.510576327832133,-0.9540247780811132,-13.51100783842307,-4.845332416408887,-2.7501851572269533,11.330172821855943,-17.203685299649326,-2.081405726119543,-4.4388628932501675,0.3869124440676031,0.32569735872627753,-0.950521204219725,0.05600269459186716,1.1170799573609347,0.6944395362409772,-1.4357202025680809,0.662065938996769,-1.3860489313329343,-0.2733637897826139,-0.9643470845758553,0.868385739902073,-0.21403817241094103,-1.0424170229522236,-2.3957986516955074,-0.012097715801653985,-0.006972491909632464,-0.34557015804506247,-0.10118624521329915,4.0044479230410355,2.0852124268060512
18,8209.057126039017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0835180592107925,0.0,-0.6740519994164661,-0.5146847034944988,0.28656163090493736,0.4270372594416514,0.8730246730775245,0.2719470662889688,-11.9426613110452,-1.1663812324705298,-15.246149757285387,-5.466424220836426,-3.0296855988315796,12.606167908483343,-19.40623293917762,-2.3456046276047458,-4.308928465673788,0.4174948486937568,0.5528457097991866,-0.8472545059927427,0.05003024710656034,1.0161523062649314,0.5919489807980497,-1.480337517032392,0.5720452629613835,-1.2542822624689314,-0.13434384281366735,-0.6661925251728884,0.6274141620399505,0.11517491714079553,-1.1659755189480023,-2.164289665066065,-0.013619059606448448,-0.005891798659614195,-0.39999707184190825,-0.10266471144157817,4.540769616495184,2.0870567522575194
19,8071.8102961100085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.937687594044743,0.0,-0.7387645617871774,-0.5866368670355859,0.07461352400250643,0.8136556672186372,0.7606265636077263,0.2657778549439238,-13.808252907142922,-1.6193562408440507,-17.25029025452608,-6.1862384063835885,-3.2848350596389055,13.806977154287795,-21.958574482303028,-2.6475685111376515,-4.215667063126272,0.3087910717441742,0.7037708864718136,-0.6703111900025517,0.11518569628945033,0.8047678091772615,0.31836523663759353,-1.5032515688634085,0.6307422217440051,-0.9543312498077491,-0.1260730231600296,-0.5056349781780514,0.5615005389264962,0.327580137357152,-1.2527533164830045,-1.6991664208006725,-0.013268223396855185,-0.0041790228468706146,-0.3981195561189136,-0.10406447630324638,5.1729496310620675,2.147173627419821
20,8038.703665492986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9618018385417815,0.0,-0.7806050531548564,-0.6373864822202585,0.17342066278942647,0.5542311642312998,0.7866485068311176,0.3968169149134312,-14.811152782483987,-1.9589312165978519,-18.219751854292582,-6.567119502514317,-3.223086505432892,14.136366490138533,-23.229096146237016,-2.7844687289368433,-4.041506617092472,0.4295988173664796,0.5507328536351865,-0.5399407034139005,0.048230765349153173,0.8244085814005891,0.07384087931789488,-1.4931470684857324,0.6630999766651797,-1.0396885614161997,-0.13644994251118214,-0.6725469987423109,0.5892713573586867,0.04049265855202738,-1.135207860868038,-1.314161760721396,-0.014120792622733162,-0.0034730119876360825,-0.42854178563743506,-0.10668144261118899,5.457437588347397,2.152630495207238
21,7957.16425083975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8089351531158142,0.0,-0.7727906878237017,-0.5424147205236469,-0.033653277853009866,0.2835862669660541,0.6025167675849649,0.4577764797834957,-15.713531523359812,-2.537914945890135,-20.14663561061753,-7.622871565125993,-0.3196636285060386,13.933011810425603,-26.353901902417967,-2.9164457183292134,-2.8767791490896695,-0.25056078202694404,0.682950130137912,0.06075650362613516,-1.000600007275045,0.9297308267164762,-0.11817848419528662,-1.2847034158189925,1.9770986698666855,-1.4431588351514426,-0.21170347562008585,-1.3033515252721475,-0.23435484656894623,-0.600587934521353,-1.4642548407403955,-0.12403139764623106,-0.009171692624535762,-0.0020949133702548987,-0.38607439162083523,-0.09939996162158986,5.697611247957969,2.21705524125349
22,7886.661947793735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7921279171257225,0.0,-0.865891136117305,-0.5754722653769545,0.04302599299286483,0.20775121493962176,0.5272987141369965,0.4117991022002878,-15.909592534389859,-2.704736738025952,-20.804332945882802,-8.021617139571932,0.9624759196248227,13.653295601320751,-27.51083674150099,-2.9392631182773674,-2.4157144199084284,-0.49586747703031947,0.6014014543346149,0.290448476923147,-1.2442732272094008,0.7904315645320035,-0.2170513741467889,-1.175052651522177,1.8983636758006814,-1.653419322861319,-0.5924466719449499,-1.4850168836300242,0.018071596330781592,-0.35309722242790464,-1.3636884771623323,0.03071076655789609,-0.008702652447203705,-0.0019128643238824027,-0.4005769521281382,-0.09683379829953062,5.768636963559183,2.176847747003293
23,7800.917128741728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0398920885291725,0.0,-0.7834385404690614,-0.33960685542302615,0.10940758500732621,0.342436446738742,0.6626692384864495,0.6228910416735451,-16.033998903811668,-2.8010124215929686,-21.63186025029313,-8.580773339994339,2.761926503480634,12.624408814100855,-29.19413106241765,-2.9121391226828783,-2.036120701632171,-0.811344929756566,0.0714853815792762,0.49213776881227655,-1.2273141166676422,0.3879446298761419,-0.580659941321984,-0.9745690957170916,1.4344869144860322,-1.4530243802625629,-0.1161078891843153,-1.5640832171435273,-0.07843274098929041,-0.1585391487282067,-0.7536085180461382,-0.2255832160901566,-0.008459920388172887,-0.0017981427795411447,-0.4024778725752106,-0.09621299599652969,5.868703517569493,2.1559188590203267
24,7711.691162685332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7265324715543424,0.0,-1.2905717286229097,-0.4703876566059213,0.53176648285842,-0.7036623540448161,-0.1057046941426577,0.4793979711214451,-16.135150912472476,-2.2457148321264047,-23.300392567799527,-9.988865927798681,5.718447415974262,5.625338764824403,-34.107515437988084,-2.4937697301325175,-1.3807939951211865,-2.151976930646719,-0.7924912369976465,-0.10956861533624629,0.047533934401283506,0.3228918821610325,-1.5621448480966669,-0.33027943767601897,0.29747443182252997,-0.47977188587650677,0.4835596310769564,0.7320100823205582,0.7578021633521902,-0.8088229872443146,-0.8981031237221627,-0.7046259906154175,-0.006097577356297307,-6.216329018108792E-4,-0.4002312127185865,-0.09578118046973669,6.173362064755532,2.024405978061986
25,7650.4342101639395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7579477694308356,0.0,-1.1473240813194645,-0.004456967702413828,0.480196651298146,-0.7028230529545975,-0.27043062703460063,-0.08251656460293444,-15.794242716656195,-1.7646258901535696,-23.594859720182203,-10.214848609611174,5.676822753971912,3.8395918835291116,-35.252123560961664,-2.3533633786005916,-1.53764517901768,-1.6795392798993272,-0.9291891628733638,-0.6087946820891676,-0.392391098737544,0.05094891285715758,-1.6154354936954787,-0.22875622428541548,0.25619144421871215,-0.7651133082748033,0.399912039135234,0.7085373909398937,0.5972757727164955,-0.333201015959206,-0.6253449620482894,-0.34525263573367704,-0.006372497974181969,-5.36828505634577E-4,-0.3676518893836669,-0.09672256918390883,6.304899870003105,2.002202541112854
26,7582.439731026157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8410928912238718,0.0,-1.328699123100385,-0.23524664252015762,0.4704408077172007,-0.34476646056172006,0.019607694256304542,0.5628575401384645,-14.835541522881295,-0.7965892092291079,-23.881764107127548,-10.385512012857964,5.209071939986672,2.3435565076211025,-36.502340105164905,-2.1945962506057772,-1.3743537081622863,-1.4329828923758663,-0.2871861057413444,-1.098772178500881,-0.6787285489605474,-0.2168064924437914,-1.6120596258587472,-0.1432645167784759,0.39867227061252186,-1.0513246580025217,0.08424282725476573,0.2523445837689807,0.48292566680307397,-0.058806883575823865,-0.02380717528407994,0.02093218462550389,-0.005778378926583708,-5.313785657656007E-4,-0.38366166742804714,-0.09985836718070412,6.4706233807533025,1.9427701869973835
27,7541.528056896479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9031654281583683,0.0,-1.230323490751169,-0.058530317739060006,0.48862457999594144,-0.3947896033847052,-0.1483553573281094,0.4195686931179098,-13.597159040783271,0.38013570114076944,-24.364865977635937,-10.592026127140686,4.805718866318389,1.7368860213567694,-37.92268916395535,-2.0881678292050494,-1.2908113993446981,-1.817373950546755,0.21736736513622656,-1.140036273173246,-0.730338359556259,-0.27646597808509865,-1.6133094177537488,-0.03792064047923595,0.17227871735211112,-1.0067128659670075,0.22712424855566932,-0.7408273518834967,0.6673471537636742,-0.1864015910394158,-0.28823860316176575,0.10999921460879691,-0.005817151117778794,-8.487247112657124E-4,-0.39905707939535673,-0.10356472568758765,6.651754274865099,1.8227236907984863
28,7466.303003960506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.713101595190917,0.0,-1.3590254364647816,-0.09179220723783721,0.36171188168991614,-0.2998384331574687,-0.25924859520033927,0.273712660578776,-11.856810520547768,1.8812947400204205,-25.187297892137188,-10.907090526834855,4.513348060762383,1.467883508346314,-40.012720949206425,-1.9822259058029945,-1.395837457792586,-1.9089298128910377,-0.41954376888438605,-0.7912761519077751,-0.4545099509706732,-0.15444178317644902,-1.4408844683998034,0.015430155556484824,0.7115272504805291,-1.2672429744529565,-0.1276033796892752,-0.8125323496885224,0.47625635297906393,-0.3064516181104035,-0.48167486716937385,-0.1675162704091432,-0.005674630011619221,-0.0012609950153259924,-0.3836586247645026,-0.1113253280736928,6.8701291101868796,1.772425576710311
29,7424.200798694264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7972197942874224,0.0,-1.3075389854572412,0.010351111369697158,0.3037210686248562,0.015380583125565839,-0.22766592116252368,0.2758977762614323,-10.81794132156831,1.521957063150957,-25.86797914035451,-11.178103301359458,3.872693197204229,0.9227564864278469,-41.98637492651998,-1.8570001954829902,-1.3254686959933708,-2.0505894024219247,-0.1529019417685944,-0.49368856250401444,-0.9832308121900661,0.8000978123467122,-1.2538110348640499,-0.21262814227047006,0.8784438456435845,-1.4876703186436258,-0.187731932939473,-0.6939095694393185,0.34314351305242097,-0.01160249564691046,-0.5458659667128012,-1.1506844525248185,-0.004484707838582942,-8.507922726193951E-4,-0.3662142303423544,-0.10883623537589539,6.872336299918945,1.7344276359265878
30,7337.453610820524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.930003737299329,0.0,-1.2465063170496105,0.05645794896923214,0.34780410512020443,0.06531797279705204,-0.14576726440254192,0.3217644457739881,-8.294334253951469,-0.13806915985699586,-26.77957435719563,-11.524407650805047,2.575886022641875,0.4629025767932061,-45.472293582231046,-1.5326269390769292,-1.9178653999694517,-2.1071986796510287,0.29507884869837625,-0.29896604996248133,-0.933259461798037,0.13504149907417928,-0.18216572720654822,-0.6965492826590727,1.0061144550150767,-1.740280460402127,-0.2540063580056159,-0.5217726699793386,0.3394116204585117,-0.0114568746137159,-0.6325458148521211,-1.7168180344641013,-0.0024413645313667892,-3.3070721653056633E-4,-0.3040477488336192,-0.10041993798358866,6.685116825623421,1.7431611447275408
31,7302.3898905995975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.068753388139218,0.0,-1.3161469826132495,0.03825822365766829,0.5379226140308818,0.5682231890509473,-0.2057737407599761,0.3605803113506633,-2.4754908155984863,-3.074033646388744,-27.85159650775913,-11.882999800658157,0.417254167457187,0.5598010720194618,-51.354090518493585,-0.8146938820274817,-3.113659362028506,-1.370447751808622,0.4900529827707628,-0.5893700614490632,-0.020951911462624317,0.8041009937976471,-1.331743858681443,-1.4185852161467354,0.8293235111276036,-1.785623307198899,-0.2644901963243465,-0.4892640770316193,0.5672809667275633,0.5340300394920986,-0.7292115342208171,-1.0932344065832589,2.532292747771652E-5,-4.072513286752045E-4,-0.18102170292938752,-0.08440214016795228,6.283517229856399,1.8280133082000394
