Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_grad_c,g_bike_vgvi,g_bike_stressLink,g_bike_stressLink_c,g_walk_grad,g_walk_vgvi,g_walk_speed,g_walk_speed_c
12,10062.210618271989,0.0,0.0,0.0,0.0,0.0,0.0,-5.256640416305322,0.0,2.4785493097875375,0.136848388060056,0.10435611769749467,1.2529698240747735,-1.0839656456918045,-0.39959558625537817,-0.44517966288333455,0.7299872462650014,-1.2893877253776642,-0.14329543195260838,-1.501023334106298,-1.866393435840057,-0.7145004698273362,-0.006590519301141982,-1.2700635988039903,-0.19642457262108567,-0.07301871777577748,-1.5644661182841282,0.8949326480400845,-0.23566230595218823,-1.064434227857396,-0.9099850258298241,-0.003631201584127029,-0.014869230369238824,-0.35462221289222445,-0.06832282790809449,-0.0200096477604865,0.011387254355180695,0.48592064920509936,0.46980209603854606,0.441564644605983,-0.04742886624148247,-0.3072541044839105,1.9411047090197906,2.381801093422029
13,9979.467723201646,0.0,0.0,0.0,0.0,0.0,0.0,-5.3142580554954755,0.0,2.346727106546304,0.3340583849564531,0.4535093361901058,1.570799732004056,-1.5104489703457231,-0.5607195041739097,-0.5985546234963316,1.0200274567448029,-1.802632739971712,-0.2029358424323299,-1.5150671802437858,-2.3710170035548,-0.3767849306731756,0.02482641478878172,-1.448756904844959,-0.24900405335746476,-0.4937730515051738,-1.5531856316210797,1.3784983170442802,-0.06203417521216523,-1.1176161627588521,-1.116678597373679,-0.007068533061576957,-0.015086640784632491,-0.43059752658584516,-0.07523185919732459,-0.02633530093239428,0.014896763148165543,0.5088786030425946,0.28131866304982944,0.3926413390663349,-0.07452155807523075,-0.5284961277571427,2.208390261597329,2.4290218617180463
14,9863.718723934426,0.0,0.0,0.0,0.0,0.0,0.0,-5.275091162153683,0.0,1.9526352101488937,0.7794045725742327,1.08772061436024,1.8759036772419453,-2.936118034960842,-1.0204394845304217,-1.0772648360440016,2.104794645140014,-3.630875075080212,-0.4195720621261195,-2.5503288195796285,-4.09312305342899,-0.18095696668389344,-0.03261946373566406,-2.198097632130862,-0.48207174852984647,-0.9387978253942298,-1.941970369388091,1.1960963327575083,1.0197353703728196,-0.7139714375328545,-1.2754028228243421,-0.0030247908898456775,-0.013420352398867935,-0.17093046560958725,-0.0575981771016425,-0.04112874438821283,0.025853758192658755,0.4527156082704668,-0.48832656170237887,0.10077488414351166,-0.16939540791935767,-0.0975595199178565,1.7220701319084148,1.9823540025263364
15,9747.253113846085,0.0,0.0,0.0,0.0,0.0,0.0,-5.120816608437718,0.0,1.6816219298183843,1.1955277557065997,0.9005193257852784,1.8422865566850815,-3.814717878089678,-1.2637313833498391,-1.3716197449514456,2.8408733681019713,-4.823426203638965,-0.560721344629191,-2.7837475848850457,-4.572329355892161,0.05986925708194679,0.06626645004422857,-2.2867921049030837,-0.6168832327847537,-1.0360785349509143,-2.6067255784367838,1.0306552248585346,0.9382157107844147,-0.32907706193764436,-1.1750328176700733,-0.0022559658908016763,-0.012657828483162381,-0.11001140556911627,-0.04879102575368484,-0.043749861489721854,0.02897714125626872,0.7146810170838817,-0.5050243316672182,-0.2888804996793192,-0.23138645735917443,0.041702153297821926,1.4082628129162402,1.8877443722743619
16,9508.695458870261,0.0,0.0,0.0,0.0,0.0,0.0,-4.98594323706048,0.0,1.6220873505438251,1.1057509238839893,0.9644682553335007,1.7139007250375475,-5.081894736420575,-1.5745845608628166,-1.7895426184989431,3.9623448327428865,-6.6076177263869855,-0.7718144887517056,-2.671845720922142,-4.77898135626588,0.39330847752291526,0.30103763002025563,-2.0669041630529468,-0.7778642881662241,-0.43383922592395086,-2.798793306345179,0.7876555444730331,1.049908603774927,-0.34930117022355894,-0.8534410540435997,-0.004541714025460126,-0.012040990825971737,-0.18255990392010585,-0.06339616016352136,-0.044911349102496424,0.03280384778603831,1.1311820032242683,-0.4567696812763068,-0.8741257976249353,-0.31693032286139006,0.4461963905367482,1.1463887409168567,1.541691307397463
17,9278.309310018736,0.0,0.0,0.0,0.0,0.0,0.0,-4.722230452673461,0.0,1.4388612250712445,0.8911997406998627,0.8542104579327301,1.7953053417930254,-6.379978204806941,-1.8313019428377217,-2.2184389745016873,5.219739033873292,-8.54377171872478,-1.0005759128475549,-2.7199583194054737,-4.692924932824854,0.2020229692909,0.4468785247380494,-1.8764720062126548,-0.9160675508896342,-0.16690605728819063,-2.9292731563864165,0.8643444086017735,0.5673244423006489,-0.8442269185089802,-0.5756460429115724,-0.007057135904767508,-0.011448338078520921,-0.23006909454848257,-0.07066176944047285,-0.04460114978081615,0.04728447000007744,0.7426563828102051,-0.2628034810046963,-0.7730824057197422,-0.3954580450430565,1.0550585243909614,0.6650836735375645,0.9730342864698439
18,9187.846970914372,0.0,0.0,0.0,0.0,0.0,0.0,-4.646772919142221,0.0,1.4118924499412389,0.806966654603801,0.7828910851351409,1.8227372352105329,-6.869373676261189,-1.9274538936165668,-2.380318370698255,5.69512668718787,-9.275693132967527,-1.086954582088243,-2.654679727554665,-4.5824370528162,0.19780422502638484,0.4824061506741396,-1.793358441929766,-0.9603691745836904,-0.0705826105997223,-3.0019171064058763,0.8565602083814611,0.5253382945425604,-0.8833210848027379,-0.5289438994969191,-0.008233163441704165,-0.011259959477327034,-0.27203382499220863,-0.07438972475003663,-0.04556629962303037,0.05350482974755082,0.5016071825624682,-0.1392174340726523,-0.6022186803385802,-0.4225935421890863,1.2652735953596044,0.5009425413276292,0.797654782612611
19,9104.496160399929,0.0,0.0,0.0,0.0,0.0,0.0,-4.574167928268147,0.0,1.4113232745119735,0.729525955373985,0.7093878385406308,1.7699547773813364,-7.294495065138284,-2.0005159825339294,-2.5220446173936417,6.125928679498587,-9.929362659623804,-1.1640432265345535,-2.643834788598056,-4.380651809146386,0.061666539421840694,0.4712930717451892,-1.7507261304241617,-0.9982608188893722,-0.08222598591943944,-3.015217983870114,0.8912514111385249,0.5559099576305349,-0.8744854768531272,-0.5314592722573241,-0.00986377942793366,-0.011189497006861029,-0.305278630991765,-0.07854424797125367,-0.04617549881626458,0.057166515617800576,0.3189335914015563,0.017061425091319887,-0.5672615459610802,-0.44374356417091315,1.4115964459709043,0.4121064023807469,0.6240319990622435
20,8900.623817503803,0.0,0.0,0.0,0.0,0.0,0.0,-4.299088220538348,0.0,1.157619959916954,1.0409381052137379,0.922235455298578,0.7974304937942066,-8.907138142995851,-2.176065505891343,-3.0611330989160597,7.930744914304048,-12.581696730716288,-1.4764810969336226,-2.8354321183896873,-3.370332571107304,-0.27816588936368786,0.29556859162256066,-1.8927746510229462,-1.1371212668793884,0.3423621547029646,-2.9538200637224437,0.7249157319746257,0.3214063453508661,-0.974847077504618,-0.6793280764475614,-0.014381115254145512,-0.010646594179223675,-0.3888645174912813,-0.09370451437899388,-0.06741750004723741,0.06418032063182509,-0.304833189397839,0.15997972334367422,-0.0027857644629117884,-0.4811312168540287,1.6075104878570068,0.4859356512564448,0.11160603181172346
21,8729.674957591904,0.0,0.0,0.0,0.0,0.0,0.0,-4.010074771417107,0.0,0.8793365834798805,0.9623763317878518,0.7980582240206459,0.9451352780360552,-9.957079979012875,-2.224565526817068,-3.4085401274306864,9.221084416258922,-14.427762963172972,-1.6935618786569606,-3.164046172026076,-2.436129118763378,-0.24305672678982942,0.07907892426761681,-2.138300189517253,-1.2063322124847877,0.6645499705316364,-2.951505825260282,0.5126600105144254,0.24753296842774902,-1.1179170649304957,-1.049103265454792,-0.016613193988228303,-0.01018843665890667,-0.4159734919479198,-0.10130993743291303,-0.09042868871420356,0.061364552670784785,-0.19149964077807222,0.032173818913287605,0.23795347779477974,-0.463153418491781,1.7430345911782332,0.4486065010132695,-0.09013059233690543
22,8597.860437817053,0.0,0.0,0.0,0.0,0.0,0.0,-3.913457793653145,0.0,0.7962631724495897,0.7296387518397635,0.9667267805676033,0.7710873776995877,-10.990798202360537,-2.230957757139902,-3.726828448326368,10.547833142509107,-16.31682859411037,-1.9163944996153148,-3.3017955918609014,-1.8611278731630208,0.058017616742139566,0.15604678456876386,-2.5126204151953706,-1.2419333473625223,0.6944534824820179,-2.854027228567859,0.5322039939145793,0.042958936866375724,-1.0584860672623695,-1.0573737245155217,-0.018679803544819032,-0.009729720375313807,-0.45892916904687925,-0.10739345209188597,-0.1252709083514644,0.05677236726285785,-0.13313361328566473,0.1885411020897029,0.22232725122121755,-0.397551048911911,2.0864795976560675,0.09392315131438878,-0.13950754308402497
23,8370.582220130884,0.0,0.0,0.0,0.0,0.0,0.0,-3.441021209405362,0.0,0.8407380972045252,0.12215512420058938,0.256814561699781,0.02123432167251682,-13.352251236365104,-2.18889839265755,-4.406430722864249,13.619035361975417,-20.70954897088739,-2.4352288027946423,-3.3690650508178157,-1.0695187285593706,0.4034609421831207,0.5045456944215575,-3.1278265137019687,-1.2949501363167186,0.551030722070435,-2.380725497931028,0.7249495977632854,-0.02580036965537244,-1.1421974006369748,-0.5324429891982606,-0.02363716934005472,-0.008737227880515936,-0.5831978563823327,-0.12187720136536337,-0.20445798438925333,0.06102817451363191,0.21915276495586353,-0.20356365210147806,0.6012075340861958,-0.1980704164326289,2.58710352174726,-0.4826727336088451,0.1105249421985312
24,8290.492508173533,0.0,0.0,0.0,0.0,0.0,0.0,-3.260546974209335,0.0,0.6769970273001433,0.2749855476481725,0.06340324612751955,0.06620529206656105,-14.153790415389802,-2.229729389232814,-4.504906091653374,14.403790547609812,-22.078926525918572,-2.59091411184714,-3.2978270748923997,-1.0917099400531003,0.29773604746815313,0.46452739649652836,-3.072328962425421,-1.283027270724075,0.7001315028152142,-2.215966457374068,0.5723151603934545,0.10333320075480507,-1.2949232019659005,-0.26327635121551096,-0.024185530396746646,-0.008247422889091523,-0.5849224309054472,-0.12541916375410217,-0.22566821923588973,0.06321933045506786,0.08665175919852447,0.024819458259882354,0.4801081383001464,-0.046149511199682774,2.5214944425324046,-0.41400280004094775,0.22555279559221636
25,8217.535161987327,0.0,0.0,0.0,0.0,0.0,0.0,-3.1374412850327738,0.0,0.4788562527450725,0.025289132381848822,0.22286208889386608,0.15024070802493006,-15.036491746328537,-2.253773967020609,-4.402868361859966,15.065767446024537,-23.581936517206174,-2.7497560990696304,-3.085364200110686,-1.2244061830993096,-0.16270234245512816,0.45890969863394493,-2.6805044737593002,-1.2437277897104455,0.7947667771317698,-2.3936214627427397,0.40679409323604954,0.018156041911073145,-1.0563243075867226,-0.08154319892731282,-0.024020481019740626,-0.007643819375117654,-0.5812054751959885,-0.12501327371084203,-0.2407334804027273,0.07493618928635451,0.14495630150833763,-0.05028882470814293,0.49938278146698123,0.18476363490575062,2.3204966105621008,-0.1432801942544486,0.08066131992309042
26,8164.990923517777,0.0,0.0,0.0,0.0,0.0,0.0,-3.184574125220386,0.0,0.5915287755107967,0.30642245674037605,0.1560485401463094,0.002627517456014944,-15.601438482491945,-2.112478389653485,-3.577331731120842,15.356203984110547,-25.063641195735208,-2.8566328976112,-2.806481495845113,-1.4178331045858843,-0.33915508497945435,0.2890164270963588,-1.988521379107211,-1.1466509201589474,0.8406988520948818,-2.6201282541232485,0.5386831525826397,0.09887823394894854,-1.138682242332494,-0.44340258979015856,-0.024199841985199567,-0.007422568158260679,-0.6174780610492644,-0.126124378605932,-0.245875794459915,0.09197209708555863,0.37385310282009077,-0.2113639539625971,0.45938869812576827,0.39062087608456236,2.4604358844901313,-0.11903785049947024,-0.4720318288169675
27,8040.999515636159,0.0,0.0,0.0,0.0,0.0,0.0,-2.8983638501016147,0.0,0.4310406471897713,0.021720300049012375,0.032759346519750474,-0.40072830910349044,-15.950069545236705,-1.468121022444239,-1.014660972876928,15.588365336596508,-27.791957480798903,-2.9749113604729662,-2.7339631899560586,-2.023458232582994,-0.5784706453432971,0.050307783578970006,-0.7679595905367496,-0.9339986052713762,0.9390177870582884,-2.5121195073324665,0.4738720904911644,-0.019738710238109636,-1.0655252076691673,-1.3588210043017017,-0.022473526218456098,-0.007321995913635481,-0.5812287749034303,-0.12390162991500044,-0.22784318417076907,0.129731422414674,0.47305073347462345,-0.2651320412936396,0.26668322865408833,0.7406082301871403,2.3433147935793857,-0.0852129674519686,-0.2828407810293247
28,7891.290034404494,0.0,0.0,0.0,0.0,0.0,0.0,-2.6370880513468444,0.0,0.13440188491610278,0.2970427819901865,0.04759655771013573,-0.07627389744988528,-17.482992789277226,-1.1012811625199672,4.205162803545175,13.185718319088203,-32.88683601351178,-3.0692944657136034,-2.713719530368488,-1.4599312979913113,-1.0742752622470026,1.212889020203259,-0.683931929493607,-0.7193906975072493,0.8621944753279892,-2.301867302183949,0.34267010458079084,0.19579715258517602,-0.7973391330139052,-0.6757197361231377,-0.02282708618538269,-0.0070520730542134695,-0.590488362749718,-0.12742489072065433,-0.1251281199320012,0.2102067013367288,0.8444530077990497,-0.5258487286939946,0.3703962467709083,1.2345179041944894,2.134379468990422,0.11890791607921791,-0.24540002726718954
29,7821.659749465963,0.0,0.0,0.0,0.0,0.0,0.0,-2.368483397407674,0.0,0.29556214721900076,-0.47313058384914763,-0.3306546737268199,-0.29261178478460104,-18.517582114344936,0.0997954818543525,5.709829465834147,9.735594588419364,-36.80233386418328,-3.018590312069411,-3.2927721708929876,-1.5069493711089406,-0.24601331486286349,-0.22816748302301382,-0.5734145153783701,-0.4864156937509529,0.7717645933127313,-2.4724711685245655,0.47482837980120496,0.08356335777861709,-0.684371431882847,0.2975213453962018,-0.0208406443616028,-0.0059545168142373425,-0.509450624091281,-0.12373208170815359,0.026196757898811207,0.2812843777225815,0.7894424092134061,-0.5039664381827857,0.24648471458426585,1.619707993823515,1.7456343925429296,0.6636546648177891,-0.6741226131118422
30,7715.605220342004,0.0,0.0,0.0,0.0,0.0,0.0,-2.4593757219223553,0.0,0.20343879244398905,-0.00841151246806604,-0.013452657957294667,0.34051015378557936,-17.826180136594274,2.3938594715704022,5.7695609491808275,7.581942504668099,-40.46345523850757,-2.92845891814136,-2.5961206013349756,-1.5689001588529559,-0.6471162824953982,-0.7993214433657698,-0.698466730254736,-0.31029845142184653,0.6862714744233442,-2.353898605832202,0.42107826629649664,0.12237945436924212,-0.38817080509542223,0.7156028391690821,-0.01997721286815855,-0.005734617319446503,-0.5289753509690258,-0.12306026355404422,0.247649455381836,0.37600362283093675,1.1083274710915307,-0.7352545834838274,0.20511457059445662,1.854397608684006,1.8415038605166583,0.42492360448120703,-0.4310964528551894
31,7637.336920625126,0.0,0.0,0.0,0.0,0.0,0.0,-2.033041223222955,0.0,-0.014666781560218639,-0.033828925389516595,-0.4712805564592492,0.7937725554924228,-16.070988978824445,6.1898784836454945,5.078588551838445,3.391450687321205,-48.4344149494768,-2.747220736735605,-1.5865675250056865,-2.5050845488551325,-1.0343701369903606,1.001642624174344,-2.0675103167981757,-0.2682138644946806,1.2488227839131096,-2.9402920393722187,0.17143147810267584,0.41165624357038605,-0.5098596119855818,-0.667518858741077,-0.016308022530879963,-0.0047209755058370655,-0.4792284290732684,-0.1179639182789265,0.8011542192446395,0.5851273495146787,0.9937352240416147,-0.4160851127567503,-0.3042007219114443,2.533972694665168,1.5053696563619736,1.0174251638372631,-1.284226264837034
32,7585.258586762166,0.0,0.0,0.0,0.0,0.0,0.0,-2.0337629248545372,0.0,-0.031002142342417566,0.2846877742306691,-0.3617474909860429,0.6135221932609891,-15.536380323901065,5.968661361046977,4.136784809299572,1.3297147729989778,-52.774402107789975,-2.6917156575653785,-1.83919443660582,-2.4727422406489077,-1.12107363091868,1.6284213140979151,-1.5229258673104884,-0.49243749013539445,1.1266133362385162,-2.5674998882882094,0.16339351518100176,0.4333700782620757,-0.544982869330473,-1.6460914435152043,-0.014128770391573514,-0.0034678946591706044,-0.42455535738363026,-0.11360711769193403,1.1672826815472666,0.7200702091258334,1.266851965819991,-0.5939792826583337,-0.36115591206187625,2.9386564854525297,1.5342403175029047,0.6817971485669192,-0.6513300979101092
33,7461.785307734872,0.0,0.0,0.0,0.0,0.0,0.0,-2.312907707268489,0.0,0.31307796798501275,0.6696372483872906,-0.1178683763227309,0.6607517266031258,-12.698570585749044,5.210756304500354,3.8295933432566405,0.14800467850322052,-59.80366956584898,-2.5916047674243545,-2.8375871760462354,-2.1931668132252944,-0.4708719412112997,1.6288096497742306,-0.9778193261216466,-1.0541181428512796,0.7815967493777083,-2.595854268711676,0.3848237722856369,0.650416903855759,-0.48534006951313413,-1.263165779931743,-0.009660172656353539,-0.002610211973758957,-0.2876890771219438,-0.10424950693356323,1.8246836452548623,0.9557760203841892,1.5059287556285361,-0.8053721347002183,-0.40670063187529193,3.631026992260771,1.1437502710754734,1.0271964375855736,-0.8120400886524122
