Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_grad_c,g_bike_vgvi,g_bike_stressLink,g_bike_stressLink_c,g_walk_grad,g_walk_vgvi,g_walk_speed,g_walk_speed_c
34,7353.703986372337,0.0,0.0,0.0,0.0,0.0,0.0,-2.348214780312158,0.0,0.44150929512024495,0.48200687293408867,-0.10034474751129219,0.5674598275744623,-10.982167195049726,2.691010816954791,3.8187130239397367,0.3055051451428563,-63.70578811073054,-2.3604986314009326,-2.1659607622984542,-2.486111225223933,-0.4139396209849678,0.25157812586430617,-1.769005713455494,-1.1992566842447894,0.858268690657866,-2.687665912200155,0.41428318849556967,0.3886103557682783,-0.5533605866101059,-1.5032440250976054,-0.007308915533955683,-0.001983014644007513,-0.25913812246660706,-0.09874368257828584,2.2499322086399314,1.1148731897211832,1.6550249314237129,-0.8708946716986308,-0.5479662453810425,3.888415740160685,1.1775605424297901,0.88644293072325,-0.7090149404728365
35,7300.178012121816,0.0,0.0,0.0,0.0,0.0,0.0,-2.3946392954772446,0.0,0.4838423818298709,0.4283521188563097,-0.001500789581930062,0.6570012912754375,-10.029234816630895,1.6446082899540744,3.7974849181256443,0.48193420651036056,-66.28995165000315,-2.1585316266209875,-2.4791663858506023,-2.597107205050431,-0.2399209877651517,0.10969032629744693,-1.3296654389879867,-1.2402595103517267,0.8641552643121488,-2.68834592103982,0.4306999294414842,0.3508356954632813,-0.5217709523305565,-1.4813732000670732,-0.00653728172312072,-0.0017148641682727015,-0.23002661111021416,-0.09571312495040572,2.4772491170926347,1.219439247875222,1.5402692523494859,-0.7999507889689045,-0.5857268379834367,3.928646153036073,1.2459079976403613,0.8077512415470942,-0.6787811022611775
36,7215.5605232042935,0.0,0.0,0.0,0.0,0.0,0.0,-2.4470290541214554,0.0,0.5011199900945832,0.4035007754887318,0.10434208066054415,0.5836868555396171,-7.360334300429166,-0.6879194948023297,2.905981463325241,0.6584721386482643,-70.4141396068603,-1.4956390115990499,-2.5366576649734025,-2.7351315975039316,-0.25985002410930097,0.0901297571102925,-1.181442204576946,-1.0358042461320436,0.8709403703573732,-2.6871587764109366,0.47162847874042935,0.29604583361670533,-0.5381207999084925,-1.2175341143644862,-0.004350724146074621,-0.0013234283936613901,-0.18454959229199103,-0.08943159268230316,2.8381073799946672,1.3836174399548227,1.6079220331592958,-0.8527778587359462,-0.6430697876747066,4.072603623737536,1.221887976832407,0.8454504802435453,-0.7046804764929848
37,7183.043955676468,0.0,0.0,0.0,0.0,0.0,0.0,-2.4443257099626483,0.0,0.5108746526874572,0.34658205580493695,0.08240042380095976,0.46352897245662494,-6.574708363525081,-0.9670310830552176,2.664860680161417,0.6760951788353695,-73.13334758618956,-1.173540280820956,-2.3232508630245285,-2.7538016464719832,-0.28300914027165647,-0.18053255505237262,-1.504043310479607,-1.0701316102727851,0.8889741025270964,-2.6009025697742736,0.5025125564521177,0.20083441668301932,-0.6095014994440711,-1.2008380098846396,-0.0035795681743912063,-0.0010086274452210209,-0.17917225164147485,-0.08739701092574047,3.018687179092217,1.4565918916100054,1.6736791799553246,-0.8843875713647641,-0.6704788573357637,4.329571253950858,1.2635852314468679,0.7662637405752803,-0.6012296039276602
38,7150.633450749093,0.0,0.0,0.0,0.0,0.0,0.0,-2.499860915062629,0.0,0.5207572076899324,0.37179882106981416,0.11812974074370236,0.4708814106846508,-6.014015252668271,-1.1354495641808313,1.8399272752455489,1.1718817841621811,-73.53537037322401,-0.7543456537321702,-2.4245634826819886,-2.6869483731642343,-0.28786551096850604,-0.09797527668111432,-1.399101308025589,-1.1488065972808794,0.8540692657112036,-2.499005146078514,0.535497295761882,0.18692789752658698,-0.6342637558777331,-1.075072850250832,-0.0035253006796956547,-9.774544350033487E-4,-0.1793644748448472,-0.08630601401827766,3.1031486262879526,1.492312914589794,1.6538019665839594,-0.8807957521575842,-0.6417144899183926,4.4790930180949795,1.309516026738575,0.7156866501355095,-0.5213544737811847
39,7132.353338952202,0.0,0.0,0.0,0.0,0.0,0.0,-2.5077067814510863,0.0,0.4878318136264304,0.33400406698301793,0.13976967673254453,0.5053042925812112,-5.31646649308999,-1.2126255799009686,1.327823914071551,0.7803840493902534,-73.9450708460367,-0.5241991288922696,-2.2914145257109504,-2.7178979677726813,-0.43677609570084946,-0.10420735264436316,-1.3418599012040904,-1.1476790239108225,0.8728403466116073,-2.4621539017625143,0.5192920928122284,0.14115599199195167,-0.6258165901574863,-1.0039892802132102,-0.0037322080537376522,-0.0010712700487300066,-0.19356575980871532,-0.08609779774623338,3.1705239464507793,1.5275946777163005,1.6587150968263393,-0.8812711687722882,-0.6298088723872736,4.556178009712359,1.3550439911460788,0.6767913423272647,-0.48689573980373896
40,7117.200713805742,0.0,0.0,0.0,0.0,0.0,0.0,-2.526071742540373,0.0,0.36850760990693343,0.03317127787968882,-0.006276642785011305,0.3922637670522283,-5.435425006116884,-0.8685211400012294,-0.17096100770698386,1.4599182586890291,-72.56308254461109,-1.0451567251417093,-2.188367288754186,-2.7466557301066703,-0.8061133255394486,0.2413818809139619,-1.3581763841939896,-0.19172344546753428,0.7607951301101132,-2.284089077753151,0.49209498606052876,0.004102398256507711,-0.7647924483435325,-0.2986547224277758,-0.003234134097875473,-6.48209712781354E-4,-0.21087537621019933,-0.07954761592690754,3.523573238127292,1.7486121950635307,1.6112267509784988,-0.8399380601973878,-0.5674598929836314,4.654488511928979,1.3781751296405285,0.6715852349848119,-0.3816852519562037
41,7097.031489410576,0.0,0.0,0.0,0.0,0.0,0.0,-2.5320051213478716,0.0,0.3614349266676952,-0.036480956741481,-0.057078170797023806,0.48817440283648844,-4.9413782375810165,-1.8088859138688593,0.2527574111452539,1.2629621415652796,-70.84681501614673,-0.6786161014343333,-2.23335564140111,-2.5440195843739586,-0.8982920455357493,0.31941870142083434,-1.1649948211035013,-0.8063301779551567,0.7301354128705839,-2.188523812003361,0.4825237717092674,-0.018267649763139476,-0.7445304478379963,-0.11367933278664755,-0.004709709556460892,-0.0012519537643621566,-0.24813601241885833,-0.08167138168012346,3.586221757875837,1.8029512974985602,1.5771561269129517,-0.8271888405591211,-0.4664173976382058,4.952418834009956,1.4428552471008302,0.6394965004612471,-0.3605735530782373
42,7077.82498194052,0.0,0.0,0.0,0.0,0.0,0.0,-2.5075056272677263,0.0,0.40380420456043464,0.19168498039513734,0.01930563127909686,0.6000409226460653,-4.393199819899918,-1.9679566104455681,0.11849469787557418,0.7812651182304092,-72.04446091612495,0.5673422218283581,-2.160286000630324,-2.7496951870084527,-0.7488323199481992,0.2567995841506567,-1.1778733796695935,-1.0607830036342838,0.8013696450063335,-2.343578508773636,0.4444103866093517,0.12536296037865413,-0.6196798584329807,-0.832527492721844,-0.0029254966960930388,-8.589511005615189E-4,-0.21696996200483593,-0.08046544963861635,4.001948402484984,1.9958028620163577,1.5859364037561903,-0.8174004754639371,-0.5979024183138627,5.1628084495217905,1.374881462594988,0.6758383353743862,-0.4940423823947349
43,7072.64992999284,0.0,0.0,0.0,0.0,0.0,0.0,-2.4800020792179636,0.0,0.39840322157308883,0.2273740140334084,0.0848612364568197,0.4356777056120854,-5.712151951214428,-0.6641660559388243,0.8792230133765143,0.6546746437489104,-68.9793572283853,-2.2366328986657384,-1.8878892618400716,-2.6337694350371974,-0.8348673276885927,0.17350522450975275,-1.5074859420323472,-1.2714697722061028,0.91571680186781,-2.3606162743579806,0.41215937833785077,0.09521321697508281,-0.6036336606700399,-1.1800577277250022,-0.003418290982705595,-9.615403091780288E-4,-0.24573804555146406,-0.08337539796130425,4.3386241119998505,2.172048643989244,1.5977252118829406,-0.8103497324461263,-0.5668246411618315,5.367525616749199,1.4226424329907112,0.6288169099084567,-0.518545320420345
44,7040.20862378628,0.0,0.0,0.0,0.0,0.0,0.0,-2.4973143687210615,0.0,0.4080164144014902,0.17027491188709315,0.013250927745868737,0.5654565820567462,-5.1347076269497265,-1.4542365993708724,0.6247183523233194,0.8809703782312478,-67.4924431378674,-2.8597126801591277,-2.078290132894146,-2.340489233533956,-0.8503164773332912,0.2635995452923611,-1.5062698790277136,-1.0566964034327802,0.7890451623114896,-2.255250943422953,0.4399953032140508,0.11435784833795021,-0.6292095748483342,-0.7161312255790533,-0.0041564380836729775,-0.0010896516979936922,-0.27050638573980407,-0.08282643278331847,4.763906545492284,2.367131945332658,1.5086770623354484,-0.761972850420922,-0.46257467011881764,5.924820364255142,1.450690365016151,0.6120012601358601,-0.5177150257842069
45,6999.781276385721,0.0,0.0,0.0,0.0,0.0,0.0,-2.419990113785144,0.0,0.30153891364871444,0.0449151914144679,-0.06687601506694338,0.4790640245476206,-5.1239136765401705,-1.8023161559762497,0.37631228453832444,1.251398504520305,-63.58533921341907,-2.0409368774816534,-1.9259941296156122,-2.3189502662464014,-1.1195923631728188,0.4140866327271414,-1.5751805809174646,-1.5094601244269197,0.749799293785643,-2.251498223125946,0.39267971732019485,0.11164821219357605,-0.6900612325092812,-0.10432148102171346,-0.0032109949702611796,-7.961977350253569E-4,-0.28359041630396575,-0.07788624530843087,5.958042345783581,2.9380044454821928,1.4301284505404037,-0.6993985109822844,-0.41424463200549627,6.39668993996177,1.4098323163875832,0.698723465073286,-0.663082525392095
46,6906.4985179319465,0.0,0.0,0.0,0.0,0.0,0.0,-2.411341621590106,0.0,0.33859267826812456,-0.0343296001379807,-0.141906552269102,0.4920596463291451,-5.27080053954318,-2.052916932658008,0.3470769908277766,1.3996364993626498,-52.366784763572646,0.19168841791986369,-1.7004842754144962,-1.9324405587846631,-1.4671269747057716,0.5835338535713778,-2.042616799458825,-1.837290324593821,0.6663745952670291,-2.2179475713028705,0.3746761271557946,0.12136955493580699,-0.7279789404022208,0.061704485053484526,-0.0027918375421847187,-5.587908877820907E-4,-0.3607929429338972,-0.07553661343001117,9.336539237000263,4.521635903796671,1.1323773911922579,-0.4596793143860429,-0.23944837829031246,8.27931610627294,1.4131866338013739,0.6950042551630331,-0.8573819404264893
47,6848.309049286052,0.0,0.0,0.0,0.0,0.0,0.0,-2.3756061432730133,0.0,0.2915948947627386,0.05914272958817601,-0.12181741360492618,0.5609829563076233,-4.513828142229357,-1.9946600285531835,-0.06903943999717749,1.2882066713060456,-46.463864960974,-2.2202516876542524,-1.564562710683985,-1.9998083217050056,-1.5675694641205715,0.5896634932512558,-2.1831397752304618,-1.765313601866602,0.7445162426183076,-2.2806316779202334,0.3508636332147446,0.1683696959968473,-0.6955994907531177,-0.16247277274607086,-0.002285786986473478,-6.542123281920876E-4,-0.38915688915161306,-0.07520673541249479,10.977468036402856,5.2946842834439565,0.9238197248417073,-0.3074111664583076,-0.23551824071478553,8.723483281659055,1.4413525378985566,0.6780745566187744,-0.9456480302447433
48,6804.056312811574,0.0,0.0,0.0,0.0,0.0,0.0,-2.3880770416569077,0.0,0.3172844389740182,-0.060522850521684685,-0.12541229890501907,0.42473829899253457,-6.547484256362221,-1.4401189342394436,1.0119471409407592,1.3202858061433167,-37.80466517151056,1.6944456848058573,-1.2896050140423683,-1.8599919484842282,-1.8873588984717673,0.5783486106694399,-2.529315777360092,-2.3656810001653623,0.7232900524003216,-2.316996514141344,0.3431481405437299,0.11299687799997485,-0.7304443587204306,-0.06242014801744422,-0.0023844808179430007,-3.2555595920369764E-4,-0.4433247680782587,-0.07529141933545005,13.280512881161417,6.337668752674906,0.713052672925261,-0.14635923737362622,-0.10691274628212719,9.470921937016438,1.4520039555569921,0.6515026418630675,-1.0150749606338372
49,6771.37250433664,0.0,0.0,0.0,0.0,0.0,0.0,-2.3954225281610877,0.0,0.32365634415947936,0.06915976144499059,-0.10500728000933965,0.5784739728051976,-4.7290469499271515,-2.039553422895553,0.10893917384269669,1.2536821439064365,-37.045858118751696,-3.7865176223558983,-1.3447477685718308,-1.9324766908121882,-1.809157077513115,0.5933415972627746,-2.4994450569088933,-2.3403025165979945,0.7525208251229754,-2.334354181067148,0.3452525894428033,0.18246704256296353,-0.6783473381354574,-0.19570236646437805,-0.0021989689764658742,-5.66145256397312E-4,-0.44261061512118854,-0.07548164571463278,13.591787743331498,6.470549412419323,0.615569434476036,-0.08839753761308262,-0.13891255486198778,9.46572106155707,1.4624067409044048,0.6491131619086121,-1.0269477298771974
50,6707.442120928227,0.0,0.0,0.0,0.0,0.0,0.0,-2.377449135416094,0.0,0.30936102228887524,0.04947429960563641,-0.10967055963573177,0.5214874672917973,-5.154163844918508,-1.8217586570953626,0.2560365669861525,1.2905236998690472,-29.44336707705098,-3.4941611116223843,-1.1999399672003355,-1.8713637977024251,-1.991939348369948,0.5721786084089607,-2.7651883833021933,-2.771809685209496,0.7691416788387062,-2.3322066600615994,0.3446382552700488,0.16702440383673295,-0.689909155089252,-0.19423691772610047,-0.002191754568440588,-5.025677336067362E-4,-0.48362292123046613,-0.07556384771939607,15.738491659384932,7.416832380435579,0.3499518876789174,0.09198664594984211,-0.05767558119614359,9.945103986034475,1.4899152935584752,0.6169005295082318,-1.0481598383147994
51,6473.609905911222,0.0,0.0,0.0,0.0,0.0,0.0,-2.3464419881278977,0.0,0.2922675358394891,0.014223845565126292,-0.11708324458305241,0.4339351105162724,-5.872401363103821,-1.6124412933477603,0.4155061684338275,1.4263954671836734,-1.0679809495701704,-2.55404284513907,-0.703603935793873,-1.7635716300177884,-2.6486756423587643,0.5293101728348201,-3.7454097452361435,-4.459806794423459,0.8119059408817882,-2.3756497384987907,0.3337242026115057,0.15262899477317116,-0.6995935812986236,-0.18009489643187143,-0.0017560254708819721,-2.1663529389927364E-4,-0.6298742923310348,-0.07472611240826024,24.05429954005936,11.10425349793483,-0.7913179589314769,0.8737081378496324,0.20366641082489478,11.663700792398393,1.5571676847124036,0.5346386534959917,-1.1604942920218002
52,6472.754351592386,0.0,0.0,0.0,0.0,0.0,0.0,-2.346544100936827,0.0,0.29224960401416566,0.01559921486773872,-0.11565695202611212,0.43179598275862746,-5.879675299626496,-1.599491859593294,0.42022992537147336,1.4227011083372747,-0.6619360596532838,-2.510075796855882,-0.7034313253331124,-1.7668789655727906,-2.6521420553955988,0.5257213637237482,-3.7574619971042664,-4.474240627703393,0.8140450502799546,-2.377622800414572,0.33415217943432507,0.1523607323988251,-0.6991584593444236,-0.1871409575798116,-0.001759602703497751,-2.186281288103037E-4,-0.631646318531663,-0.07477841664217688,24.17062785443124,11.153158160560322,-0.8142328645339787,0.8887739007712847,0.206382982114587,11.666791591859198,1.557794833004252,0.5335530731903344,-1.159406721964028
53,6438.434551603251,0.0,0.0,0.0,0.0,0.0,0.0,-2.3661170081644487,0.0,0.30101787281916326,0.08124242753033097,-0.06079185102425802,0.3999367048016719,-5.795800735890247,-1.2576567974327146,0.5144492214295809,1.2191045463446275,-0.7079931743954722,-1.4651962412175936,-0.9323790572018346,-1.944464886866162,-2.4516445508733997,0.41712360058661496,-3.6928219664651065,-4.17077798506598,0.868925601493579,-2.427060758272665,0.35483740001454395,0.14933014162233035,-0.6785076357478224,-0.4432063806390085,-0.0020497745124819795,-4.0735822074302415E-4,-0.6193944067147228,-0.07693943767115144,24.09651200329384,11.02819032107079,-1.036002750857596,1.018608846011306,0.16796961817477601,10.90804917760782,1.5455759767291106,0.5360441122994856,-1.0643754801568115
54,6415.493768403207,0.0,0.0,0.0,0.0,0.0,0.0,-2.4257132066325857,0.0,0.35163417465765245,0.1532368710882866,0.007227649993039584,0.44346832596979147,-5.713224933249625,-1.314117885945687,0.6385547357619538,0.9134879230590809,-1.0641521166855006,-0.6821869221096992,-1.2009081847325955,-2.208762941858425,-2.203544392220027,0.2879326007762118,-3.658292401211053,-4.039581809848295,0.8945478239791985,-2.4804423791371253,0.39375347613675254,0.15111733328245003,-0.6451865864657931,-0.6419963948289154,-0.001641839709762228,-2.702017964355125E-4,-0.5904447069639255,-0.07770698714549197,24.104772494512044,10.89889869766907,-1.2927098438568168,1.1645328658223284,0.10548954561442037,9.941148840112925,1.4940001310680342,0.562784014251473,-0.9376429990497981
55,6409.254599522253,0.0,0.0,0.0,0.0,0.0,0.0,-2.5281131786421365,0.0,0.47377131510359227,0.1638207944328935,0.056668240053507415,0.4715325555851624,-5.036513623783103,-1.5017732750450548,0.43305766685780156,0.7363900015339742,-1.3371030098736967,0.8588543139808826,-1.687063576230025,-2.0083424154930474,-1.8267026268154454,0.18377241392294713,-3.9121939877010794,-3.721339965130132,0.8316377181087393,-2.3710885578144643,0.48961006485746167,0.08573588022348769,-0.6631548799776209,-0.6942733019668583,-0.0017638643706635246,-4.1230505602295815E-4,-0.5608199159033107,-0.08043809993196013,23.740830236404445,10.605245130373621,-1.2663259751047886,1.0768992288238333,0.1774740441397868,8.805313449005904,1.381123877406368,0.6083463453722041,-0.6419174819446326
56,6400.758878365235,0.0,0.0,0.0,0.0,0.0,0.0,-2.5198187933287226,0.0,0.4493177964659635,0.15754418712702073,0.05133582425151375,0.5345092562595037,-5.000719223460138,-1.59689681212942,0.47466912175422793,0.7714267241050528,-1.4287018551727955,-0.5824872645422148,-1.705341805324334,-2.073166888029085,-1.7782034163703115,0.11161137641373549,-3.9968568894749015,-3.81863384458783,0.8416981986273345,-2.367461875417951,0.4748876267735904,0.08867482911606502,-0.6598765546010893,-0.7042323918274552,-0.0020916145064940684,-4.849156310208788E-4,-0.5561757919303297,-0.08117747784462204,23.249942223789432,10.320581975885773,-1.2959556086716226,1.076666310267422,0.17782261178728487,8.196095351913744,1.3845342416318318,0.5991973413545526,-0.5738846444510506
57,6396.474767292592,0.0,0.0,0.0,0.0,0.0,0.0,-2.480417145901037,0.0,0.39595326545036574,0.1536749452409361,0.025160225780193578,0.542244249941164,-5.0674868028287365,-1.597345706411416,0.43580774774300995,0.8991430949225303,-1.3080619595640384,-0.488728173528894,-1.6484398301494663,-2.1844238456103406,-1.7933654002805133,0.07566744101930385,-4.157197027749401,-3.9853437304654604,0.8849695050944171,-2.3780138475335577,0.4395571055993673,0.10166178661985799,-0.6547707541387079,-0.6545936275050342,-0.0019890369602825527,-4.5605865341335827E-4,-0.5454870538915931,-0.08033092608898787,22.773369413088993,10.029252642619197,-1.3187830873019937,1.06266202477958,0.167066471896468,7.4733507894674345,1.3776067570347708,0.6259907251488277,-0.5475075629498833
58,6389.361169460027,0.0,0.0,0.0,0.0,0.0,0.0,-2.4613914526368452,0.0,0.3527074349071995,0.1345508119915669,0.005209624652615697,0.5525831352877782,-5.162212528710055,-1.6501735031610056,0.38676166206657353,0.9641764519114033,-1.1761429488659871,-0.5564398569984299,-1.6117247035563653,-2.2905541215597736,-1.784743610656079,0.06090833621647637,-4.722903985373905,-4.418056731206231,0.8595297812122418,-2.3464723707229864,0.417923487849305,0.12695160379493822,-0.644936873885904,-0.5172509041371816,-0.0015963041588770589,-3.339208087577951E-4,-0.5044417171411342,-0.07863272235736224,21.19415813019747,9.057389061895035,-1.207081186504956,0.8740244349217274,0.20510597935142774,5.476561978805781,1.286071899870537,0.7250641656537747,-0.4268078719480051
59,6385.549311528635,0.0,0.0,0.0,0.0,0.0,0.0,-2.4690236271976724,0.0,0.36574462018484266,0.11699577373088174,-0.0127129520966358,0.5260387365667839,-4.885305340479241,-1.6364302853474002,0.2791554257969222,1.0641482390017383,-0.9127367312989254,-0.2816972240080374,-1.7167044160982703,-2.2693841222697193,-1.6343280577191635,0.06874260579439198,-6.024997804286293,-5.295006307117027,0.7781238586792762,-2.1991403791858493,0.42073728970502466,0.151236658192074,-0.6287432959880398,-0.39677167151621645,-0.002648016107424744,-6.66439702895326E-4,-0.44527352979043155,-0.07995194481799991,17.600690350690176,6.801737698213804,-1.1384280862763612,0.5704184694851879,0.37268811829697257,1.6025697773740184,1.162310645593526,0.8698369470446781,-0.15048326118850802
60,6376.852210501969,0.0,0.0,0.0,0.0,0.0,0.0,-2.460903410305481,0.0,0.37022543075127723,0.15733142152919583,0.00704161817223704,0.5032438705685484,-5.035505350889356,-1.689257548898736,0.416114672938998,0.9374591324340718,-1.1248629813165232,-0.3893007384378624,-2.070664567516533,-2.0429713466295065,-1.503672501719295,0.2107229881540286,-5.896002488610096,-4.464736205894393,0.7690184884281568,-2.1716275222165335,0.4328524575113431,0.13965856347800304,-0.6336871211814857,-0.50637021553188,-0.0021169669777200933,-4.802526455696751E-4,-0.42233857317871076,-0.07864772267047679,17.452072023417163,6.740815558819669,-1.0305745868825342,0.46227947193330265,0.39214216971749755,1.8833051391598152,1.1499737108261856,0.8839568906284467,-0.19200277063478238
61,6372.710471520767,0.0,0.0,0.0,0.0,0.0,0.0,-2.4879891087613335,0.0,0.3979382550157662,0.1583940767123914,0.02348847456771824,0.5210715406268642,-5.126726033613029,-1.5883201019556357,0.47978646443334344,0.8614747276617578,-1.1674778333632518,-0.2570296159452696,-2.1901656562852767,-1.9512530146129081,-1.4844998755956977,0.33580185440816124,-5.982671319367195,-3.888703824022297,0.734843866710613,-2.1911463205705295,0.44194383036506846,0.12470539440612241,-0.6447447625016692,-0.5805063708158055,-0.002047322739112371,-4.533543051720592E-4,-0.4093293669794478,-0.07836751878210604,16.814266392648733,6.374738588150908,-0.9317282601466392,0.3469969935181614,0.4174457505649851,1.9743729191654407,1.1521619945364319,0.8924721101653547,-0.29006156667968236
62,6370.169394066213,0.0,0.0,0.0,0.0,0.0,0.0,-2.4840937646443537,0.0,0.4082145534526936,0.17997883936699813,0.029267742590703586,0.5031720855060722,-5.016341572819921,-1.5485703539393731,0.49347129248815896,0.8021656662588954,-1.234055564996991,-0.13080908623699095,-2.3113333373437563,-1.8426490121807964,-1.4489245885167432,0.42456970125343363,-6.084332554365445,-2.7799617820780385,0.7702162212107461,-2.241472839760104,0.43697521996551647,0.10800054564026312,-0.644766381848056,-0.6649473075747782,-0.0022793774125265238,-5.249095428174544E-4,-0.4032746120354371,-0.07893459056040693,15.857070122264107,5.835120433913362,-0.8014173109051599,0.19209727550156364,0.43641602496557513,2.4224256595762266,1.2427509673066794,0.8371296197195452,-0.46439535810090915
63,6368.3828151341395,0.0,0.0,0.0,0.0,0.0,0.0,-2.4855405006639693,0.0,0.4118016851742475,0.18735242135424646,0.031033376228219858,0.5038507399788448,-4.981206326759228,-1.5369884110403602,0.5072951709216696,0.797238908616042,-1.253415291321194,-0.07714405474312865,-2.3731004799592825,-1.8263806648632437,-1.41997052860987,0.46081679431348266,-6.228642074717392,-1.8688395194948226,0.7908551600375695,-2.2932446872455214,0.4360305304619539,0.1038117525712293,-0.6436809169258303,-0.7031653953400745,-0.0023775062800151397,-5.578392899115628E-4,-0.3929930693538336,-0.07933731677498987,14.852601917945499,5.264936359320143,-0.6624940950462015,0.026332471133659524,0.4415489789104141,2.5343103357193026,1.3077368534097031,0.7963424850659329,-0.5912989068305177
64,6366.8685974990685,0.0,0.0,0.0,0.0,0.0,0.0,-2.4900627175762002,0.0,0.4102915952435175,0.17272237189034037,0.024984544416100894,0.5174256832054033,-4.9539158861978585,-1.5280661970101304,0.4608522947402405,0.828224349571813,-1.2255075590390445,-0.12597697524666165,-2.292194427232453,-1.9238651611232482,-1.436398964483453,0.3794531377812147,-6.123835848978072,-1.4409862215001483,0.8131459276840352,-2.363954326037064,0.4407866267728865,0.1038109504458209,-0.6463178594778232,-0.7145228640744545,-0.002397969929822707,-5.716261739577423E-4,-0.3988641851196821,-0.07995098035095412,14.615534188564498,5.177864600384173,-0.5710341410838917,-0.03561920372389699,0.39255836813611544,3.3151547895962117,1.399551566061723,0.7019999357663714,-0.702743665012721
65,6365.315054964311,0.0,0.0,0.0,0.0,0.0,0.0,-2.4875241037327975,0.0,0.40566157942774306,0.153948093713702,0.011916571608652754,0.5179180328623175,-4.911611606245117,-1.5728001102698344,0.40461719561021936,0.8604162541992769,-1.1993589822991988,-0.2702615095421964,-2.215935693054432,-2.0386602529497915,-1.4061413138241352,0.21964872141800112,-6.100538372617236,-1.7737223864399811,0.8347202259473799,-2.3881306719862097,0.44342909134209035,0.10841004705079234,-0.6459920829629001,-0.6817513430263468,-0.002380680007596317,-5.68602203701365E-4,-0.39347632462181625,-0.08057254226645888,14.193432448642664,4.978764820586306,-0.4726294003570165,-0.117241019234047,0.34524367591214483,3.5218233238311183,1.431072509095283,0.6523449894917677,-0.6883120173004289
66,6363.728053265375,0.0,0.0,0.0,0.0,0.0,0.0,-2.493304310165813,0.0,0.40775070396667484,0.14033613449875615,0.009526058619906217,0.5170846085182366,-4.947614972530525,-1.6104865389366214,0.4097271108189204,0.8886773402527104,-1.1320536116842521,-0.33640533741391204,-2.1538065385086584,-2.1435322418818084,-1.3969801281499108,0.0883680936037411,-5.8845082579053525,-1.9116628075883648,0.8520312342702635,-2.4187870477688245,0.44109719981589746,0.1157067098582627,-0.6428858855346568,-0.6146086277140459,-0.0023602096546591136,-5.626059676795164E-4,-0.39291598904242636,-0.08114766161525631,13.973016549983646,4.954365811125341,-0.34768374967527405,-0.19470259182688265,0.2657737240045695,4.151902603029503,1.4525966183433932,0.5997405695292746,-0.6725996950652401
67,6361.720518186675,0.0,0.0,0.0,0.0,0.0,0.0,-2.4917734476876485,0.0,0.4027995406127365,0.1293016487539652,0.007581496337081287,0.5043141617734975,-4.9572035290006395,-1.6361215506288416,0.38752416801625605,0.8696757724359184,-1.1026411472702926,-0.4028111474548214,-2.069178434040846,-2.2874954368689506,-1.3941476318370936,-0.06730593571491963,-5.437947222336131,-2.0283951372667173,0.8639531612045146,-2.427345828053372,0.44269382550450265,0.11915416371272433,-0.645408168564943,-0.5431029594256419,-0.002360797747448335,-5.575852720028249E-4,-0.38945736505094936,-0.08191906117464735,13.30899637594446,4.778450804128786,-0.05121053734226716,-0.400727476373936,0.11501888319139214,5.377224883542666,1.4838350378061105,0.5086460724438326,-0.6362170392839888
68,6359.788695780822,0.0,0.0,0.0,0.0,0.0,0.0,-2.4939371237569943,0.0,0.40472514672621523,0.12894808511117414,0.011020560174319504,0.5001619549966241,-4.989050208742278,-1.6290269593776117,0.41648249412190974,0.872254848271955,-1.0927494077729185,-0.34227657324574257,-2.0245200575914457,-2.377644290822239,-1.4225305471802911,-0.0680247631356421,-4.8683698488012785,-2.1794434261902476,0.8432646626832702,-2.3893973205646133,0.44396115930734964,0.11544516267522884,-0.6502394097817366,-0.5422274959792408,-0.002383866316430765,-5.623585413435777E-4,-0.39544372821642876,-0.08214245079675113,13.212526067008616,4.869596893535976,0.1448253351497444,-0.5065892192958704,-0.010783426298896837,6.430813514935536,1.4705721568815275,0.4638527906339728,-0.5680752478052077
69,6357.882718482746,0.0,0.0,0.0,0.0,0.0,0.0,-2.493690107979427,0.0,0.407736228512909,0.14836029214253207,0.018388196036972428,0.5009288291948603,-4.989340991364454,-1.5969440051255233,0.4523838510992876,0.834687816777293,-1.1368547247288014,-0.20359199399291553,-2.0001664959100496,-2.491496437695927,-1.4619284684598093,0.08704980737629212,-4.074699595653892,-2.209506570651106,0.8078460042443867,-2.320272651051546,0.44005158570898467,0.1127447998514982,-0.6531924508934628,-0.5702332424838226,-0.002416611443037036,-5.697448819293464E-4,-0.4009701353442894,-0.0820184887301051,12.836886438073462,4.781851475358348,0.4301786276770888,-0.6906912718642126,-0.1698810256164306,7.397098386322431,1.4012012247224264,0.47806700708808436,-0.4885782468489287
