Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_vgvi,g_walk_vgvi,g_walk_speed
73,6227.951256446081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.079573539309177,0.0,-1.1105144274569265,-0.030499595472631022,0.47312470312427735,0.21226571596185498,0.024827243375203513,0.4623816964166199,-4.2489721535273635,-1.9174723622560619,-1.3747234070434944,-1.356995177808601,0.46129692000400097,0.8942607104632267,-1.1060596137940657,-0.17505817521782602,-1.8520093189770803,-2.465805603889271,-0.03641694208836677,-0.9549612706540377,-1.9129821603846986,0.19593001777872177,-3.9943801977018127,-4.52404250702215,0.9476758507576654,-1.7851701062721654,-0.2692477579255442,-0.66444153607511,0.44450797736115744,0.12218548858248918,-0.662801170370803,-0.6617211225781161,-0.0024485625448472832,-5.694475837296083E-4,-0.13711482854310722,-0.10961128589849922,28.67026700842328,1.2782352484327162,0.7418008838076775,0.2684624100563986
74,6225.915011515997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.079891086066681,0.0,-1.109807185629447,-0.030123136739235976,0.4720319679730775,0.2131748954279603,0.02660003446501064,0.46297427603898,-4.24578719864242,-1.9089007362843207,-1.3635411891698188,-1.3440180644082278,0.455166303713136,0.8996864086843779,-1.095677221322783,-0.16156589462440024,-1.8537923037688668,-2.4677277777481095,-0.034502200996542116,-0.9758028947255573,-1.9117069863791343,0.1945554518383942,-3.686380587052975,-3.240796216595636,0.942020012229427,-1.7846691532667849,-0.2688169857848242,-0.6579930487718423,0.4451480978216024,0.1238860069219506,-0.6609735217051256,-0.6531024486094608,-0.002424655132021022,-5.701482220821384E-4,-0.1351234522656385,-0.1115685084217339,29.578728651562898,1.2967493145511675,0.6956135284277822,0.262675201414696
75,6224.280869893278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.077868204196556,0.0,-1.108495409799441,-0.02930473605280254,0.4689217209885053,0.2112895631242844,0.026354413133358803,0.4692685104132857,-4.226183823266299,-1.9162241811494622,-1.37268082499348,-1.3399201945001795,0.44700021315150235,0.8870501380483818,-1.1201485154788209,-0.18242871728736554,-1.9150039838739223,-2.3732961364834226,0.006931648581438243,-1.0794167159769414,-1.8465412653546782,0.20126641947960172,-3.628702641289778,-2.878960737499607,0.9262637832982761,-1.7760441333182009,-0.26079256480013074,-0.6405090698900926,0.4418528795208811,0.12180185235741872,-0.656083302378697,-0.6492822835219926,-0.0024534695953632607,-5.72451450101875E-4,-0.13581454340893528,-0.11225201263519734,29.859982861529353,1.3158008172633169,0.6843203882940082,0.2549957715873079
76,6223.082315245346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0771545557710565,0.0,-1.1076747452302793,-0.02865097074876256,0.46727915031229106,0.21091886759712214,0.026869607096396873,0.4712000366720626,-4.219296898886526,-1.9140780064477338,-1.3693954179513594,-1.3303726447755355,0.4420332751315083,0.886104756653219,-1.1217183157429818,-0.18124869298491222,-1.9333876862888357,-2.338538764006425,0.018442423422219863,-1.1256577065943123,-1.8176386799963435,0.20371163424462435,-3.488461762830501,-2.2259531454920753,0.9203703692599494,-1.7741643250381152,-0.2585908903392319,-0.6325351661057347,0.4410249533350993,0.12140940825858772,-0.6540594949881499,-0.645021722668211,-0.002453017623999659,-5.741308754134475E-4,-0.13513615044111207,-0.11336541677767188,30.351029264264216,1.3330908058682904,0.6621023624862485,0.2484256856334759
77,6220.284376022313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.072259830504971,0.0,-1.10205697138092,-0.022186549813907275,0.45552570152955624,0.20605606909934027,0.030284455076405033,0.4864524937009605,-4.15980877882767,-1.916385322761196,-1.3698708863118512,-1.2916587293860171,0.41422801937097364,0.8816787933763743,-1.1276730548928475,-0.17535133173019735,-2.0716198960476304,-2.075579319629886,0.10349034246097341,-1.4410540428764897,-1.6062784452003769,0.22321747066205733,-3.2761676026583584,-0.9700539688801999,0.881455255495033,-1.764530246632487,-0.24377195162548512,-0.5760450634191074,0.4341225097504618,0.11787336780184202,-0.6393126143197658,-0.6200891456177724,-0.0024652862456806097,-5.887827657935158E-4,-0.13432945423707765,-0.11603060431657476,31.48937242054236,1.410541548371873,0.6835336528665817,0.14095079601907431
78,6220.28035206716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0698143069338437,0.0,-1.0940655247330562,-0.01785077008047596,0.4461342224517635,0.2027867801664347,0.030489156259137284,0.5003006317489235,-4.146616850884608,-1.8585212972043181,-1.3023212481886113,-1.1998151151980203,0.390194688765547,0.872568571375304,-1.2006417707779264,-0.18679021200393933,-2.231562729777794,-1.7571927023205203,0.1788080709482853,-1.984562563256366,-1.3037989591061117,0.24999682101819998,-3.5520542480688846,-1.8620535522730624,0.8553503373676077,-1.7588103840512483,-0.23417890537046207,-0.5264534616072527,0.43071391672171744,0.10894099342415015,-0.6313844573092381,-0.6033311655954963,-0.0025177038074283,-6.058742931173842E-4,-0.1358765916201162,-0.11636494555675282,31.299236805367563,1.4794979454231696,0.6012286552974612,0.23986980219797505
79,6219.251384835715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0719273882573312,0.0,-1.0975568221031438,-0.019242734106838102,0.45259162163354505,0.20357739531317345,0.02746038705134469,0.49067242614313716,-4.155384738122296,-1.8886818370619112,-1.3415372756660973,-1.2446692737309903,0.39504136582265253,0.8716765234172192,-1.1524847743465578,-0.20729241764127834,-2.112522010325425,-1.8943776231804292,0.09585230835124511,-1.8872997627912234,-1.3726119827605805,0.2378064012130738,-3.3028431408262864,-1.0727472460372693,0.884654383854507,-1.7677769247836173,-0.2436646589566226,-0.5659191655380925,0.4309935910375353,0.1130543344402966,-0.6410287484634795,-0.6235498597710326,-0.0025812094387276004,-6.11839460930228E-4,-0.13735281159307858,-0.11810146122117837,31.934167357795104,1.4822092425673588,0.6051184546553264,0.2003635611049504
80,6218.940581753817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0743824478944592,0.0,-1.099518801576965,-0.018587597677327213,0.45305419235064076,0.2034288469232681,0.02948217015201364,0.4928664566129446,-4.1412856069485064,-1.9097114740703827,-1.3583602696256538,-1.3012467191800543,0.42338080988180465,0.8702148431040252,-1.1488863673835892,-0.18167596476487155,-2.0886935545252783,-1.945347910429984,0.07544969644441657,-1.7439026786457195,-1.3956660750624172,0.22772765530423672,-3.1852157491144566,-1.0046441616351902,0.8842722401564784,-1.7694913251154298,-0.2419379306565516,-0.5624059847826928,0.4313130163630836,0.11568786285807273,-0.6429831846520515,-0.6166909214325552,-0.0025289291333593176,-6.0730475708722E-4,-0.13536584932158074,-0.11873363870477353,32.181057228407006,1.4801169603780593,0.6177800857948135,0.1659565303600229
81,6218.316395271575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0777945644400684,0.0,-1.1028025401006831,-0.0199435939342466,0.4539640530919039,0.20556166314650767,0.03151914054875355,0.4945285740166922,-4.135834159600394,-1.9106328224820557,-1.3604368967061382,-1.319822054364311,0.41599550737214186,0.881010763679688,-1.1195990050945055,-0.17181063322440132,-2.052706559966273,-1.9852561140278822,0.04169517055905109,-1.5177084754710233,-1.3809819349347576,0.22672422794236766,-2.9667301702862408,-1.0801579870999523,0.8861446515918884,-1.7692396588948456,-0.24236894931975822,-0.5593478589452731,0.43184050440631033,0.12120571941631486,-0.6429964230790821,-0.616117948129057,-0.002524652521677068,-6.096110810998658E-4,-0.13460019755045466,-0.12074363471728086,32.747250228849886,1.4980181587797832,0.5997804280491197,0.14323154192216267
82,6217.539396313448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.081108969271869,0.0,-1.1089633633323037,-0.022672044248344226,0.45312674370916894,0.20994430664315664,0.032411452129882765,0.4971570261865561,-4.141139332818736,-1.9022345373703415,-1.3353005056058491,-1.3372301727346985,0.43721565966918313,0.866248185789763,-1.151770407203699,-0.15741954885881085,-2.0015077971474073,-1.98100799413452,9.172396982389877E-4,-1.1564807667436001,-1.257869389156629,0.2284312774378041,-2.4479150139157912,-1.3831049065720329,0.8908955546522597,-1.7678807676507244,-0.24117599437597867,-0.5634200743361165,0.4310749140725967,0.12485107055017486,-0.6458097946650846,-0.6054822844560843,-0.0025389866118196895,-6.147557467782585E-4,-0.13411820801381383,-0.12649684091974514,34.28140007322993,1.5665616295245521,0.489247730660632,0.1523280474388818
83,6217.28815552777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0777374769946,0.0,-1.1070183918631573,-0.022550000965693574,0.45060064458898114,0.21058954184943726,0.032916259887747774,0.4959452401711253,-4.132841456018425,-1.9016230512781613,-1.3448585706543057,-1.2933754660916477,0.40578995555710246,0.8786355025236056,-1.1195838405064211,-0.17977759184904155,-1.9961574876717012,-1.9436871354867606,0.02001755121526093,-1.2836785099094918,-1.2493943565920729,0.23974508136347383,-2.537227288172924,-1.644458116494843,0.8834339429253857,-1.7633895962135544,-0.2411653708106234,-0.5600168387881064,0.4289868242975333,0.1273765082084928,-0.6410164152873641,-0.6016619242059346,-0.002578685269415408,-6.234472545517681E-4,-0.13738374869636902,-0.1261338017394454,34.08747826102117,1.5704001478430545,0.5062862386114896,0.14592510087676336
84,6217.199148762876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.074353915048477,0.0,-1.1048189697040367,-0.022399148103330165,0.4490757440658832,0.21010192113148687,0.03125351617284423,0.4943609270221156,-4.146764276459307,-1.8906978577109665,-1.3313516950255984,-1.2633786195702454,0.40955137476957165,0.8750560710777583,-1.1461477461596195,-0.18807763796094462,-2.0061558541325466,-1.9105267158485268,0.05251846224410945,-1.298599701122109,-1.2454437633941142,0.2409854256855117,-2.4839162183156667,-1.6730240154269889,0.8836301672115561,-1.7636056073365698,-0.24157606723266503,-0.5613703024736844,0.42776788203567134,0.12367644646137757,-0.6397946582339734,-0.6060129271396735,-0.002585204167441444,-6.20257332194838E-4,-0.13834642330294675,-0.12682523143748217,34.24918987136516,1.5766483296764267,0.4931137357776676,0.1497556255229886
85,6217.142050950522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.07201156496014,0.0,-1.1012218207235702,-0.021483926898780044,0.4485007426603652,0.20909949422210525,0.029769968059403223,0.4926387700047721,-4.143995140601315,-1.8918739437959446,-1.3344813898784977,-1.2561879577868562,0.4103942798107803,0.8719085021995261,-1.152918597237033,-0.19514710462971935,-2.001226072179984,-1.9013074586815373,0.07409465075781335,-1.303249872917401,-1.2611478406863699,0.24020284551827994,-2.4032674635526314,-1.6797336756300378,0.8854706546281926,-1.7636269984388933,-0.24121391771486198,-0.5639536313937815,0.42718301639384454,0.12091833546771441,-0.6411617164534216,-0.6044456923847285,-0.0025930110083243465,-6.221218221021382E-4,-0.139626411341838,-0.12776436355201132,34.44952448006545,1.5770741696382065,0.4720400004004537,0.16082889613446472
86,6217.1142686519215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0709403235840544,0.0,-1.0996030015006129,-0.021236217515084872,0.4485682438187839,0.20924572380714263,0.029280316282460542,0.4926954897984625,-4.141567139839595,-1.8962747422648571,-1.3376367492476975,-1.2604579520223447,0.41135275068104105,0.8727274537969222,-1.1477290876855184,-0.19419390926179445,-1.9970203883773612,-1.9014201929358634,0.08013349054684012,-1.3246130219313355,-1.271838094822058,0.239668321138118,-2.351303244568147,-1.6515215636033649,0.8873591653300138,-1.762962015479227,-0.2401088380975202,-0.5647414473927419,0.42708140950418333,0.12033580583575978,-0.641644805266117,-0.6072849501071643,-0.002589701297705156,-6.214763274893867E-4,-0.1398343715339149,-0.12846170129999154,34.604837840405445,1.5759224853156968,0.4718245068257048,0.15064215959676241
87,6217.084744305718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.071248138163588,0.0,-1.0985308354712868,-0.0216718960828853,0.44961901871449234,0.20960040200779192,0.029149298557924065,0.49344633615395206,-4.137868686838037,-1.8988926731194813,-1.33906691789407,-1.2733846460774245,0.4143158877822618,0.8724125171612798,-1.1452400838163808,-0.18826548508255858,-1.9956471019685564,-1.9100699069574754,0.07889035865165846,-1.3509291836986779,-1.2868652811852923,0.2385398837644171,-2.321823784124323,-1.6115536474253547,0.8895500394375477,-1.761509457613235,-0.23882079085967914,-0.5643035090757147,0.42823405140430487,0.12061473097837039,-0.6433476716661507,-0.6090785109952461,-0.0025850618928212024,-6.216292360582474E-4,-0.13958991807368132,-0.12914988242426295,34.733238808751445,1.5689635365937953,0.46619824399124316,0.14884939408490624
88,6217.0340584213955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0725572568733095,0.0,-1.0981832485295995,-0.02231881493587023,0.45115922465949526,0.2098801901448689,0.029435049565635307,0.49450399588166527,-4.125845374349264,-1.9032428803789478,-1.3453884794778768,-1.2917328599389637,0.41161409346306044,0.8719496968225765,-1.1344613428785553,-0.1816787022045347,-1.999081732259169,-1.9166721219245118,0.0728981204792411,-1.3743351575303433,-1.2987271564144565,0.23900725930026945,-2.281082751863873,-1.5607680785062599,0.8936261134083388,-1.7598236686865172,-0.23740711243813423,-0.5632810728692088,0.4299878409815839,0.12121887560348293,-0.6457864978774377,-0.6101387774956882,-0.002595185678273004,-6.266782425399637E-4,-0.13935924207154118,-0.13071222823528436,35.02454918927366,1.5588851770412313,0.46009800230004017,0.13439249870922848
89,6216.946434864203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.074788183512032,0.0,-1.0994104830751525,-0.02326627509656782,0.45300877465512196,0.21079398012029554,0.029763993153145384,0.49581558543542187,-4.120025142761051,-1.9037142717305953,-1.342475170645394,-1.3053308509280626,0.41240641690315616,0.8714064769179549,-1.1310768574057735,-0.17419083667201485,-2.008559281901548,-1.9231570916658975,0.06322394354083573,-1.4086230713297303,-1.3080067682912264,0.24091961990160884,-2.2604683318615315,-1.5369679696334178,0.8979166716875288,-1.7583254331157818,-0.2360106211799949,-0.5633982679378343,0.4318661517223652,0.12252525223399888,-0.6479181659385723,-0.6111628094892079,-0.0026034968840543365,-6.306124336975209E-4,-0.1386450715948118,-0.13327572977704377,35.49071004736917,1.541343120778158,0.44344394449597657,0.11562937362393319
90,6216.744527996127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0792736114004007,0.0,-1.1030805937846644,-0.024973664187827233,0.4557889313983812,0.21153229579296012,0.030620036814026252,0.49731395436745335,-4.105760395260373,-1.9020423209341832,-1.3429815079132035,-1.3201297091840152,0.408903695059572,0.8689214117416894,-1.1251268704542223,-0.1674324056608763,-2.0340147789740874,-1.9223357601516096,0.04918228813006989,-1.4545438664188435,-1.3164323730787448,0.2464254060097647,-2.2261769615534415,-1.5211780831661623,0.9048045511900011,-1.7563494276378275,-0.23368986762683927,-0.5621103247018083,0.43501723928054753,0.12406468588791722,-0.6518868470702778,-0.6116596027573254,-0.002635899960602958,-6.421981338620639E-4,-0.13790152362284216,-0.14064348663113607,36.850541145885444,1.4983527904142566,0.3749299808177329,0.07895951865599007
91,6216.610335264514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.08260716938567,0.0,-1.1070255149578276,-0.02588658267010419,0.4573950851181898,0.2116890562391001,0.030874093578604163,0.4994840619554589,-4.107747240808597,-1.8990274586923401,-1.3352649237670793,-1.316036963367371,0.4090189759611013,0.8643074938138808,-1.1403652538400066,-0.16683155849578726,-2.0714926230916832,-1.9192015141693988,0.047428880957548575,-1.505988056183325,-1.3404757528199283,0.2542338561495058,-2.31206498537139,-1.609218381182238,0.899604975970034,-1.7525828939530017,-0.23036159139752482,-0.5592353721772567,0.4361796092599951,0.12588177115330748,-0.6507187950696878,-0.6046415315426631,-0.0026381405550876588,-6.419807521456198E-4,-0.13704277819216548,-0.14910075977243772,38.367518792328774,1.4305153406851918,0.29033526964889933,0.04202774262901414
92,6216.446114758546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.079957856651671,0.0,-1.107057265221376,-0.024764697548659044,0.4549816910253289,0.21030118506676457,0.030541353022895776,0.4985195177553757,-4.129652868912915,-1.8947805487838187,-1.3346685929059054,-1.2859102905632815,0.41045983855447116,0.8656952446823137,-1.1592486943693736,-0.17999159032183842,-2.0819744871163453,-1.9142027881201975,0.06300632457686146,-1.4957608870495482,-1.34977081148885,0.2569201361741232,-2.4947965592560113,-1.7309857946852367,0.8850075905151683,-1.752494675203615,-0.23166594598983942,-0.5571131962480896,0.4333849400916211,0.12521310986652184,-0.6436408816806177,-0.5978796569120777,-0.002603537159000898,-6.278821898796873E-4,-0.13715488299123707,-0.1477707077724754,38.06651192323673,1.4147587743756027,0.2988278459015059,0.053837184822071435
93,6216.285016297368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.07623982372941,0.0,-1.105069592031881,-0.023193047087375098,0.4518302964429423,0.20966640001160725,0.030671972477846577,0.49545510296236434,-4.132932719725151,-1.8952114856785334,-1.3413300641179158,-1.2664715126360702,0.40474819778638066,0.8733368402198249,-1.149910370322899,-0.1903063353720337,-2.061012379990948,-1.898587552827533,0.07168124491237111,-1.4809818514792847,-1.3285780091596087,0.25724524885857636,-2.47163670854666,-1.740922221046664,0.8804524194682452,-1.7553423129232761,-0.23353013701697742,-0.5579547443018323,0.4307131678431253,0.12376669271427694,-0.6415584741140347,-0.5978395962496819,-0.0026122961766517254,-6.296291880292146E-4,-0.1394424377972537,-0.15025863609656742,38.64842166679755,1.4169830295953916,0.27089001144380465,0.04104206290796481
94,6216.207553853681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0714416804926206,0.0,-1.1019363127870556,-0.021530706592410583,0.4487656136945019,0.20911595296111443,0.0292349380597576,0.49301254506231035,-4.142972360188617,-1.8969427144910358,-1.3431112772950649,-1.2546480967582834,0.40976115799511487,0.8755664426899512,-1.1554248521680768,-0.19799686940620193,-2.0336316474113607,-1.892787792282054,0.08421094568134421,-1.4286959572548386,-1.3094043649506688,0.25274388159996075,-2.4812923943878133,-1.7504648809603547,0.8769168241325883,-1.758145846110582,-0.2343153446771008,-0.5590801535739642,0.42686858374177555,0.12141635495014146,-0.6399178607061674,-0.6006188860760927,-0.002597852396928841,-6.235039515856674E-4,-0.14186992071403026,-0.15448116269074266,39.61042076192496,1.4051674329519965,0.216339604433145,0.03470317162988807
95,6216.167212364297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0693327169167777,0.0,-1.0994246795869447,-0.02099474156191311,0.4478989541350397,0.2090209211636588,0.02875595618291098,0.4917071528546253,-4.143542735448943,-1.898285764137717,-1.3446112986890923,-1.259043208535174,0.4118530396968592,0.8783051641213869,-1.1496660896308426,-0.1980605973696982,-2.009588161393307,-1.8987174102348816,0.08528242614629912,-1.3748321548908757,-1.2933240097424628,0.24675970238363626,-2.4647253573072536,-1.6957027036493755,0.8816177613525465,-1.760325423184423,-0.23552898108024906,-0.5607847564202837,0.42599921781184535,0.11995035355875963,-0.6413066613343665,-0.605425657496227,-0.002596474129763802,-6.234163473257667E-4,-0.14296531116375286,-0.15325548942646405,39.474569926463076,1.4219370176107082,0.22075701946175605,0.052723030319304344
96,6216.110933796276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0706343065123454,0.0,-1.099342534242812,-0.021504298387127984,0.44926672714741256,0.20863229981020798,0.029072003189409574,0.4928756753555789,-4.141665678095304,-1.8972611104093207,-1.345256295863336,-1.2675072040783213,0.41231860145057325,0.8761346232234527,-1.1502449653413374,-0.1935804398518297,-2.0155367753562,-1.9096210515908956,0.08225140044835534,-1.3523122444176061,-1.3005177404469135,0.244502986089101,-2.511407509611483,-1.6760310214788887,0.8836983275428226,-1.759382378463945,-0.23511519694246782,-0.5600838531499334,0.4274708047533066,0.12055055313300662,-0.6420449817681135,-0.6045307856129032,-0.0025960698872572333,-6.236363388552668E-4,-0.14258662042086784,-0.1542665743234698,39.6712694952053,1.4065679229400185,0.22243763657034155,0.042108316956840475
97,6216.0784695940565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.071553553919855,0.0,-1.0989325568714563,-0.02180794617333269,0.45026587405213053,0.20882012666045197,0.02948656018900793,0.4936530579148902,-4.140108753644722,-1.8966202408492527,-1.3436500834189944,-1.2750438265856643,0.4132590216599658,0.876700329221534,-1.148606740375286,-0.1901413128269804,-2.0149546448392623,-1.9198026810710656,0.07655705630356681,-1.3423309583329537,-1.298650014224998,0.24246959861377637,-2.540576597115752,-1.6486767384031369,0.8869549562756883,-1.7592297423301433,-0.23511974694482263,-0.56056695920934,0.4284914166799462,0.12143427329372417,-0.6427623777122348,-0.6042559889818696,-0.0025985540039183174,-6.249993580684689E-4,-0.14246871046362622,-0.15604783675656178,40.062822476727,1.3926955869268984,0.21690520188160226,0.029377736496892633
98,6216.021852565834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0739876633653833,0.0,-1.0980925335070482,-0.022753950523364423,0.45260249102001826,0.20993025884172373,0.03086494328180104,0.4951603198639665,-4.137070753125903,-1.892962535980234,-1.3384628990214478,-1.2918973927695256,0.4149629318500528,0.8808882654167982,-1.140446866385552,-0.18404860009079613,-2.0085913647656937,-1.9445652065590735,0.05918698126796715,-1.3282925367972807,-1.2853035534744972,0.23786000875848662,-2.57341249993471,-1.562370502260906,0.8960937131690536,-1.7585977442291152,-0.23459606997955673,-0.5612568402344386,0.4309706757188671,0.12348562557589754,-0.6453046172733918,-0.6057880253979704,-0.0026052922031325155,-6.288093286128023E-4,-0.1422001410762882,-0.16086473658985942,41.145634915952144,1.363148438610614,0.16351030622314178,0.03773776366959954
99,6215.983335896402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.073435386716391,0.0,-1.0981499395356988,-0.022179268944170875,0.4518277257631988,0.20889139174967264,0.030469764776883634,0.4943334144876262,-4.133140106050716,-1.8956652557314213,-1.3426813628800718,-1.2899076306896171,0.4144984571817456,0.8767332768560342,-1.1437054570152743,-0.1851171554748644,-2.0120798466512646,-1.9351528700125789,0.06462575055250222,-1.3201442824258256,-1.2804675600256927,0.23981778566992215,-2.558454337500912,-1.5896421958498195,0.8949616833326741,-1.7585926646428898,-0.23391304173482888,-0.5603006200730258,0.4303794678283066,0.12179914035697263,-0.6454797628962944,-0.6051984720786386,-0.002616075399218136,-6.314543892780174E-4,-0.1427153651934172,-0.16124854192606175,41.274356806704716,1.3638298064971779,0.16405451311052763,0.03581316277155912
100,6215.930211317107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0730305895677508,0.0,-1.0994001689049129,-0.021611173161714087,0.4506623528170963,0.2079838115822205,0.03013769953458148,0.49296410172487587,-4.130743467889163,-1.8960234541126386,-1.3427005484620742,-1.2785366189713674,0.41210417598195204,0.8740390164481495,-1.147690462697774,-0.1874442028107532,-2.0221944271693917,-1.918023374922993,0.07365020220886206,-1.320335412155457,-1.2733317586329487,0.24524509622614077,-2.517263305557518,-1.639348952685189,0.8929915765335602,-1.758544518369531,-0.23252789808877597,-0.5591347414235055,0.4294058512762304,0.11994153230630981,-0.6454448919836712,-0.6054642299340782,-0.002635422092096576,-6.36101498803183E-4,-0.14363632876449667,-0.1652387594173578,42.252750357372975,1.3462119059460882,0.13211919751105405,0.02848422539868905
101,6215.906631235185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.073552079270996,0.0,-1.1012360106210253,-0.02180117496235022,0.4504975064135294,0.2085858474980896,0.030040397171341104,0.49276701252693716,-4.131780493610645,-1.8946905353885535,-1.3384822335409423,-1.2714859320285716,0.41173514397691585,0.8748579516194672,-1.1485053010855257,-0.18818666073977433,-2.0271949198456287,-1.9106141140823176,0.07469638512997746,-1.341705007622346,-1.2721080790570283,0.24762652521969253,-2.475208378919753,-1.6465335343041356,0.8929128337524602,-1.7587398146441995,-0.2316452172083998,-0.5597772229341369,0.4290872102177875,0.11982693972402098,-0.6458834981219542,-0.6062205355097738,-0.002639877706044071,-6.373328096858377E-4,-0.14390840494778262,-0.1690583311801098,43.202986650818815,1.3274175818831062,0.09396715995038674,0.03121304802296089
102,6215.903211175011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.073998087770208,0.0,-1.101897996881477,-0.022296984459995135,0.450984168598153,0.2094219750135338,0.030024239065832226,0.49345716185956956,-4.133011046917779,-1.8941914991423425,-1.3373211746773934,-1.2738630782975602,0.41259371691228525,0.8765806767390659,-1.1463718079211436,-0.18742457020774647,-2.0254798906936644,-1.9133150638031242,0.07171703318741417,-1.3544465052801535,-1.2798844003309067,0.24563189737151442,-2.4670661711011905,-1.6235668436893125,0.8940038456919863,-1.758983868917303,-0.231961791389877,-0.5606095430238873,0.4293899847674487,0.12078943611816678,-0.6461947319874102,-0.6070076054482401,-0.0026319517200564424,-6.355866719827406E-4,-0.143589037046575,-0.1689635624645548,43.20380393928132,1.3264053623596765,0.09728944765561909,0.030541898406070037
103,6215.901677021969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0739795086507935,0.0,-1.1017546676782033,-0.02234344563421535,0.45112298127624073,0.20933480746929736,0.029850354007683336,0.49375745773478324,-4.131214008654532,-1.8959588335625077,-1.3407171392189488,-1.278698207050584,0.4133566848417509,0.8753219351013177,-1.1458665133487898,-0.18708282524603392,-2.0236953118179004,-1.9137275468372053,0.07171512479927918,-1.3485374622532265,-1.2845745963605932,0.2433555251044916,-2.4706330918888635,-1.6125159219264278,0.8943712613746628,-1.7587796794019448,-0.2315882071590396,-0.5601389775610338,0.4295491468750343,0.1206582625680276,-0.6467554734920823,-0.6068804886987685,-0.0026290489642184136,-6.350514555596742E-4,-0.14376938833650363,-0.169723943066619,43.382536836573635,1.3207288162826172,0.09103158144384108,0.029055208635817002
104,6215.901416384326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.073867364660475,0.0,-1.1015605029810844,-0.022218362921435288,0.4510628059852376,0.2093872270460222,0.0298197130845493,0.4937220611344331,-4.132155371871329,-1.8961196572442425,-1.3401667460129538,-1.2780361460595475,0.4130362387135316,0.8760219529705161,-1.1454734643450446,-0.18720817665111658,-2.0225028098509195,-1.9130438794655735,0.07177045846013855,-1.3471055361553945,-1.2856766030815134,0.24315444222737667,-2.473465511920153,-1.6167147725903908,0.893686423797953,-1.7586540591375164,-0.23149389490198843,-0.5599913879523518,0.42948641005088395,0.12073834747216727,-0.6465199037190827,-0.6068242624513345,-0.00262782977811866,-6.345668064991825E-4,-0.14384872224967843,-0.16971557690982259,43.38367173902764,1.3207756568095061,0.09094603476773087,0.02889767707226438
