Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_vgvi,g_walk_vgvi,g_walk_speed
14,8841.312424497946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.034617887442393,0.0,-0.6918615393199612,0.38730835276326464,0.5366273250943918,-0.11334893568065049,-0.1726550453662989,0.3849366302948233,-4.042901475437885,-0.04543416528547503,-5.595410357649763,-2.034562834403551,-1.1736746141796313,5.099993304205867,-7.188032665544169,-0.8641541082503248,-1.042767105306269,-1.0312335997070985,0.7990748632795389,-0.9321850067056271,1.0628013444879483,0.8548800400863295,-1.612580487821395,-1.1315721311990516,1.126303966087219,-2.579043963829849,-0.6408539668578875,-1.95361958850977,0.3808137956585611,0.4343733909468704,-0.9666174175549251,-1.845714605267451,-0.031114324104351252,-0.016683113941081112,-1.0598170709668011,-0.1327702325532354,0.11411915284722793,0.8049648791375291,1.6923510343032038,0.5726113161877099
15,8578.786161868225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4675134952518523,0.0,-0.8257645453859328,-0.28537680937586457,0.125323270208494,0.3694181660822541,-0.4579801275483862,-0.058739709996300626,-7.953249344013779,-0.12754723165793913,-11.034288792375008,-4.006780373389975,-2.20755999685975,9.983223028524193,-14.164153464600583,-1.7072002124131238,-1.401127679670518,-0.40803410711258725,0.18496886338173046,-1.6489181405945426,0.9989944204135801,0.9455092368234991,-1.8024389514455115,-2.142781307462318,1.316764557014492,-2.2865669985482464,-0.700580293579087,-2.6724818862642916,0.6498323374309907,-0.3114608527627582,-1.2778761943745567,-2.4601179013344865,-0.03580556044214127,-0.013611331780278964,-1.0814228243190405,-0.14524165778054107,0.21830579592744453,0.5890942513696622,1.8102191634902787,0.524848601945987
16,8400.557777306853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1572723436262695,0.0,-1.1978027502437147,-0.28150804933760565,-0.1353083542905853,0.014279738490894534,-0.5866704612540078,0.3882399075207342,-11.056314598564704,-0.32151219832330347,-15.199389171475964,-5.542149029483074,-2.9334393018930576,13.543272595693448,-19.5191749174154,-2.3493540757661373,-1.9186264826957498,-0.013508410897040746,-0.4616040444264652,-2.1470413572988263,0.4111840773362492,0.5932044446512557,-1.7257623382379452,-2.872342077177885,1.1403907982928059,-2.2363943769012327,-0.7215972703584329,-2.7164275638874997,0.15323357598750553,-0.25207771517259303,-1.5296113834446607,-2.724021574486425,-0.03012478235354349,-0.009795646025325528,-0.8023615219680538,-0.13649717789362806,0.30326504546131366,0.7729216751018669,1.63013339416979,0.23854698600754015
17,8379.500232429215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1608313863674387,0.0,-1.1266858284554306,-0.5152143487950643,0.05832826367684449,-0.02717051769749701,-0.8695001412846493,0.46249784046439013,-12.437368021327968,-0.6971832973412884,-16.730010973594794,-6.121328314930807,-3.0571765671551385,14.477401417219317,-21.523436766481744,-2.5767855966173285,-2.22116733591545,-0.13515842387899957,-0.5511634475848923,-2.3321110413369173,0.06042073917781399,0.4655157396272744,-1.6796221543203518,-3.144492577953625,1.1465386338542831,-2.097045715433244,-0.8403927225661134,-2.4835621382575734,0.05376419524379998,0.10750158669830667,-1.5521781864670743,-2.6580064905803207,-0.026502954031491784,-0.008003001363911171,-0.6808318198876995,-0.12306961348947953,0.32713223336300495,0.21213367418433193,1.6429115431828767,0.23672514703965414
18,8321.216292716748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.067244935613323,0.0,-1.2732168867321982,-0.558499045510161,0.05203940520383086,0.2113584360215973,-1.1073578079283288,0.28090223860102925,-13.675149092244702,-1.2310632529306984,-17.911845026442332,-6.58022702848373,-2.98244284674698,14.882898973580875,-23.111897495144333,-2.742933232981077,-2.281342877007175,-0.40190331566813986,-0.36717325124417194,-2.4359532673133972,-0.05112029189370222,0.43519897962420334,-1.4884530011217694,-3.3339800254707295,0.9648935762686277,-2.1593979133668033,-0.9816718095812395,-2.1184240989360283,0.14423080939207777,0.3385888656091883,-1.6525917898079463,-2.4494230386333466,-0.023397587848479166,-0.006466488568801578,-0.5883841471282454,-0.11757452169639043,0.35153427520944336,0.278316655542129,1.528182223291778,0.18323181637409455
19,8300.385495409651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0846683522994032,0.0,-1.2030809006328045,-0.5524059953207089,-0.019787687196566338,0.11644775886083727,-0.9709207125051769,0.2247754969342533,-14.024600880748274,-1.3988133756039876,-18.272989617773938,-6.7259684069952,-2.8725387246839773,14.970456907621255,-23.615880775946334,-2.7893654316509604,-2.2764337853715992,-0.49756465983641396,-0.29526449022651086,-2.4570310043889108,-0.059339006545047944,0.47696871361767784,-1.424235341477033,-3.3884502413911455,0.9230464586914159,-2.1541542251220456,-0.9525747057586016,-1.955813788914615,0.21449840506950588,0.3138641925123007,-1.664551611838214,-2.32013005151456,-0.023649284826701245,-0.006217120390738948,-0.59748564108246,-0.118133069937094,0.3594131962514288,0.26463701204215784,1.5361417610372763,0.20322725698281716
20,8257.063669011804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0614721178628055,0.0,-1.0956373577167438,-0.6432879315971517,-0.11141733362808531,-0.2807626576729625,-0.9684932328483521,0.17364088470792166,-14.584531173691415,-1.6930136299093743,-19.166396492876853,-7.110624545369063,-2.2431139234832984,15.24507049524256,-24.94384631215326,-2.8854919868688254,-2.5481851843019987,-0.9904285127593531,-0.1272726113693994,-2.5228897087907654,-0.12925108837464253,0.726208756289703,-1.3618995978075934,-3.559692426345438,0.668221199748217,-2.18024926733289,-0.8970134086670216,-1.576276928481422,0.4672030248246396,-0.05066800857973097,-1.9423654666123265,-1.8678866593551007,-0.018707999383849618,-0.004991924673168727,-0.4477772254130517,-0.10599536131279855,0.38355230497310466,0.2097252085240629,1.4242611260260432,0.15798298465663851
21,8184.02186141351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.195833841747573,0.0,-1.013001027752391,-0.4677034072418642,0.08712250275666,-0.39838191293961733,-1.1842590881050823,0.248175315889405,-14.910162966022622,-1.917760014378099,-19.92346561675901,-7.453501507252834,-1.4298341409463624,15.396538911964132,-26.13955758029385,-2.950902046566172,-2.5827574214964195,-1.212878180742419,-0.05319524046736673,-2.527912230452445,0.0020075070733414913,0.8773110322211306,-1.1801997544930534,-3.6878821437277627,0.6767644640460866,-2.0325177566819774,-0.5900893612175534,-1.2752459056793,0.39707550177143475,-0.42466742616418673,-1.8185908576160201,-1.381295055433755,-0.017530075578551442,-0.004538733458338601,-0.43543989281426154,-0.10477202353069025,0.4083774748133798,0.24251173924812544,1.4539327440279233,0.18695969915966523
22,8059.606120242852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.281961804541692,0.0,-0.9633043804345534,-0.40834177540514077,0.02245060960075637,-0.23000028705126133,-0.9629699074176775,0.2315474558135313,-14.951798210935541,-2.097402928146683,-20.768241453319302,-7.863307637361608,-0.006926685818479106,15.338989921712875,-27.644527864428976,-2.984774635664598,-2.7097913368628737,-1.2545059438657202,-0.25085945825037526,-2.48459613027765,0.21165988299488012,0.7835450509353723,-0.9827389719871142,-3.847412146129675,0.7655760906325164,-1.831850025791033,-0.4495087350813528,-1.1756930461744919,0.2980759926850081,-0.16457753501386213,-1.8901753186957708,-0.8171654022175997,-0.016065044389523407,-0.004235625929621267,-0.40171925520206386,-0.10230783797628999,0.4462985589158466,0.24494896772237493,1.5472687596551096,0.1710813114435035
23,7943.305348518867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3494840616116934,0.0,-1.376368477139751,-0.83704903383987,0.28346937037897424,-0.49202922803423477,-0.4514509680204706,0.665187987255182,-15.033240324306542,-2.2240885691966223,-21.929264963181858,-8.469927613108997,1.7071840986369757,13.8723420471282,-30.128569798788494,-2.9357179755421723,-2.6448902192823005,-0.7997626301390972,-0.6870842054552277,-2.25679483627328,0.10762649053312973,0.8810456172703589,-0.9498695883818019,-4.06445290414502,0.4433222263464575,-1.7458532149401942,-0.9926088493775215,-1.3131008402550393,0.6844509999360133,-0.12356564848297702,-0.5046539083349464,-0.3847929026812551,-0.013782923435171528,-0.003520414038273304,-0.34527922166596625,-0.09640941155175725,0.5277098531066842,0.4234898324640884,1.571422267125419,0.1664084047398861
24,7936.561856357927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.050963964390449,0.0,-0.8706851192092766,-0.08044486717175658,0.30984459407598164,-0.6073695010423874,0.21939676491797688,0.7175081668342742,-14.604962814686248,-0.7644747207226437,-23.59754655669263,-9.543297128964763,1.4031744488406073,6.7668065121623995,-35.38541866926209,-2.4748262598086743,-2.2103155311535967,-0.829035405694809,-0.5537253529043299,-1.1006161560124559,-1.357302917802164,0.04283263578359531,-0.6798903862590318,-4.250685833164447,-0.048126364359451945,-0.4173871670876672,0.7376189046711875,-1.8819587896383019,0.2987409415775732,-0.5860398256892783,-0.4394580628122992,-0.6218959136337513,-0.006478943324961651,-0.0011305872345485184,-0.17659204699740108,-0.08235051258801136,0.7578495859450891,0.5017425544476806,1.3515182791653308,0.526994473286682
25,7863.318261456175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0063289845993046,0.0,-1.018918800006132,-0.3870585811328953,0.27016887331739925,-0.6444853962115586,0.5440317947487721,0.9907753950026971,-13.504351263998936,0.7032171167465071,-24.09748537055162,-9.914786047141844,0.905587198923268,4.673094283594529,-37.24905350971296,-2.267208262262723,-1.486641530350119,-1.5986418224317853,0.06465127583964159,-0.29000564761119707,-1.2498728590318464,-0.9729934256367649,-0.032587541644285345,-4.000921465686258,0.4752502834908594,-0.30793176092606744,0.6653775191252574,-0.5801577639139122,0.2248557334650037,-0.6631394912739184,-0.16858609924876578,-0.5688477097428519,-0.00540452771401116,-9.819073567313133E-4,-0.27175820183207966,-0.08495680101162939,0.8519152077544475,0.35203169718730626,1.179566670200825,0.9896348953449952
26,7814.529489376428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.077528497233502,0.0,-0.8744015405115515,-0.13771622470862455,0.31856160584119364,-0.7205479202946947,0.46368356614548417,0.5381423554923916,-13.067406287858905,1.24827921517928,-24.248803827256616,-10.02670603650369,0.7394496628709061,4.141108654907182,-37.80661553701835,-2.205456849429694,-1.424009235408202,-1.539378467896348,-0.059591401437624814,-0.11787787984495454,-1.260229819745699,-1.0174695059063183,-0.21645771904317276,-3.859806165598266,0.5777521399632077,-0.5129011201661932,0.5321816713221172,0.11471909106923228,0.24591398231906358,-0.5012418775289557,-0.00838192358771131,-0.3795616848552192,-0.005447244577115205,-0.0010840699969286288,-0.2784391069942906,-0.08741086829408733,0.8852106031109838,0.37835512291504675,1.018011938044495,1.2377466988262864
27,7783.919637737879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1758064126884307,0.0,-1.0014856374485521,-0.170848459798832,0.1351323373325508,0.06249236545923398,0.712564463284982,1.2564791809786107,-12.276876249408904,2.3019268482218496,-24.882285476114355,-10.429935283975931,0.6686343225443561,2.8958784984598047,-39.487963883862086,-2.097207268493983,-1.5125191303211127,-1.7844966139082525,-0.14752515387738696,0.09604391163988737,-0.5651977542279342,-0.008445446475140228,-1.554210362755755,-2.9814651359620736,0.1132086962405146,-0.29643110607012974,0.9573514962922762,0.9149755286103648,0.15697182989749112,0.1965830433530079,0.14287179772806222,0.429516344989562,-0.005598490262544501,-0.0011284550450567723,-0.28383094724562147,-0.09688044475021429,0.9905712862146813,0.38259149229201966,0.3277815433796035,1.9047110287008284
28,7646.710236748851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.535462471237435,0.0,-0.8843768317642314,0.12673470960828953,0.38946279565116104,0.46114301341389513,0.6935020879741707,1.017080023476471,-11.098321986229063,3.675448627602618,-26.10577675833201,-11.147354194782539,1.1809933218677822,1.6921386304441048,-42.28153055710386,-1.9941851570854214,-1.761030089622622,-2.147656561193563,-0.006991563624582781,0.32589945775375845,-0.552802403674905,0.23049272176735577,-1.2279470433900324,-1.1540523613243336,-0.5972887100641187,-0.5478649128793096,0.8935041560741479,0.30479128015868306,0.648740461815156,0.6552866531952684,0.32113485826633104,0.8792438392180798,-0.006149417719312133,-0.0013726955429895172,-0.3038073871054662,-0.0964010671618645,1.152391724725444,0.31551829313096647,0.674837306250261,1.3188049890485773
29,7541.078738640107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3669831020004226,0.0,-0.9994244213459985,0.030642670680274722,0.3553552618558259,0.44405676430543867,0.5134770886226667,0.9511442756782122,-10.551384353227224,3.9765856620961078,-26.81441501078825,-11.558394958997718,1.5659641419192005,0.6960231765804454,-44.029104925095915,-1.9067476962175811,-2.0473938875968125,-1.8829646995446532,-0.05352081091182907,0.13909837666834754,-0.4484193312902414,0.6351167813860604,-1.0888226436194535,-0.008207317535660508,0.018809796470353857,-0.8584523990866995,0.5558042345157346,0.21839453284230456,0.452123414439337,0.5364650556285159,-0.08608313101320653,0.6779842929795429,-0.005617253486451267,-0.001179995833752327,-0.29178847474659364,-0.09634908113092946,1.255957724605211,0.358383725539057,1.0335023654328326,0.899266266845559
30,7418.472220089746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2690856078269466,0.0,-1.0278354624581665,0.11007504837544901,0.4257910928480308,0.20894097491470667,0.22293696700690185,0.6675573423189871,-8.897309678167613,1.4194046011758297,-26.536236657926068,-11.53088805632164,1.67044634250979,0.9422693253339229,-45.33727768701453,-1.5143642435482612,-2.4097613933547466,-1.5576716329584086,-0.03644436606395364,-0.23034410093473182,-0.045114783089302224,-0.19290331022189044,-1.3949680848769375,1.0190345947735047,0.43783817009629133,-1.3901685701663493,0.2396418612772584,-0.18223217351175322,0.4829333872113334,0.06379086895272634,-0.49886700957593677,-0.5251136798991894,-0.006517398210158601,-0.0015348724865420851,-0.2902667608876865,-0.10169966791622306,1.402568894091877,0.3441215998057962,0.8041400372493772,1.0372749151863625
