Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_23,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_23,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_23,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_23,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad
24,7301.5182674759035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9708946963755516,0.0,-0.8653667167248673,-0.006529146905056071,0.4028362237579669,0.15190596248006824,0.20215430984559513,-9.464699089455122,-1.629850297463016,-17.211102398648098,-8.638444602910603,2.8875867037224836,4.564615858098349,-29.79643966693844,-1.6045844347941498,-1.1357091370227421,-0.4032328483147887,-1.3987153764949984,-0.7142904236273262,-0.05223744768390215,-0.7243029169976105,0.09399075058026543,-1.2953629358147527,-0.24333682581247745,-0.4057424909031385,0.617013129807383,-0.050645309302027985,-0.6330475659530641,-0.008411625444307522,-0.0021683205686836163,-0.6419498654240119,-0.19437270318803473,1.526329170679879
25,7260.340673538974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9429251951495101,0.0,-0.9248579637740866,-0.015010610758638954,0.43022610153698254,0.20626769275688073,0.11634472382293953,-8.835055290110478,-1.3720130368735224,-17.91655568386178,-8.928854869922814,3.0568344638609606,3.6068091554678823,-31.213762718329967,-1.4526187279694163,-1.2359161830229506,-0.7015241229918108,-1.3041232399874585,-0.330019612776679,0.2978042160374168,-1.7370212954517088,0.17551691581569911,-1.3621411855048915,-0.2629224863144897,-0.7580827064861757,0.5955971497661129,0.23637172070092816,-0.5718817752383796,-0.007400667900373203,-0.00190325982035589,-0.6122248372598853,-0.19034260120515425,1.2518006259216277
26,7195.067742092997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9567049132368628,0.0,-0.932204371267841,-0.027477029809190485,0.36576333773529496,0.21187780499385525,0.12330391690377919,-7.117811371842791,-0.6020089226290595,-20.10188210213585,-9.863331719353928,3.0975064620239934,1.7071648904407275,-35.49093573350907,-1.2674516489591576,-1.7127137404226653,-0.6087502773308892,-1.11199884657612,-0.29090480712697203,-0.3205474510109737,-1.9136241172796764,0.5746855665315167,-1.4776615920620368,-0.09414226186750096,-0.5617711839714015,0.48294664549534505,0.0754378100107258,-0.813155802164903,-0.004475941473316587,-0.001006352849232547,-0.5427812114932113,-0.1857405906051909,0.5192952520557252
27,7176.319117612343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.040701782825912,0.0,-0.8743416164137007,-0.005507376384663566,0.3451714384692598,0.13027692811477798,0.20410217358517918,-5.165729103382213,-1.4252611594945042,-20.598821514153123,-9.995967422196761,1.6144848465585209,-0.28744972237254895,-37.4625494459977,-1.4556877460629858,-1.7632357829000043,-0.3164626224055291,-1.0715722012766613,-0.5810215441218951,-0.5746155466468479,-1.3567513626460386,1.0577840080386185,-1.8884603764320147,-0.105118682098129,-1.251576244261006,0.3718608582367343,0.010937899118991581,-0.6564717773394179,-0.0026907682772312324,-4.731975682424573E-4,-0.4952575882354149,-0.18927969914099602,0.1549344902944984
28,7142.878136872714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.077312068749461,0.0,-0.888774109687283,0.008880861146547375,0.35971266279607955,0.25463828758267126,0.19482288807281783,-3.5220619110306517,-2.1151180811647494,-20.35647743981156,-9.838093620902027,0.45106423473164625,0.16805058709444065,-38.153451612405874,-1.7025361341688705,-1.603543012473086,-0.020204401301893715,-1.192173752388514,-0.6325803639914807,-0.2701560747248128,-1.436866904703042,0.9167959478885356,-1.6793648872941083,0.12256277299585536,-0.6772258844626047,0.3930583392406243,0.15690023804177172,-0.7180043493413216,-0.0032481769660706733,-8.126289305127341E-4,-0.4917375406338698,-0.1955907225636666,0.1906676252197879
29,7127.167015828564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0469252901250212,0.0,-0.9236685537431034,0.004437989626324574,0.36180746543716247,0.18507013940533124,0.17240475740782135,-3.9819235578602985,-3.0358203922308498,-19.32170630565011,-9.45373561286236,0.7165939219449691,1.0964964158070616,-37.89900253883985,-1.684822514708918,-1.4237309039064292,0.24919476326142376,-1.3860616334928046,-0.6839821363072892,-0.5541168497344973,-1.6964689919089435,1.1033193967897401,-1.7954726253837998,-0.002419189446548356,-0.739538670934595,0.3495694088027971,0.06160972118126068,-0.7327284613029977,-0.00342750419746523,-8.134858486702084E-4,-0.4925390856913281,-0.19818624956248454,0.21050578360988023
30,7100.839178756139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.046295822761314,0.0,-1.0131765294749773,-0.003918414469646959,0.40193707464618533,0.2974576490986076,0.14373616860187682,-5.132845751908145,-1.376877274285324,-15.717943953513142,-8.081868943323173,0.6484968529929751,1.7107172951806,-36.97422115340808,-2.0293741499111246,-1.2317669931361923,0.43181057887242036,-1.738620841545724,-0.9918035935710785,0.3361760031030806,-1.3484458645307211,1.034966609829267,-1.6822115023298059,-0.1425877211884652,-0.46958923632417915,0.3476385778116286,0.1873248401682241,-0.5746938176775724,-0.006264593323418663,-0.001721726113088511,-0.5231096985407271,-0.21632578539830186,0.6450456408846603
31,7087.815842479844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.12546523260643,0.0,-1.1225144231786799,0.04990846061062609,0.5110346198119022,0.3623560645653102,0.09855740134907037,-2.985979891580056,-2.858425005765212,-11.884626491730444,-6.474727587605498,1.3004411731014716,1.4219301071019448,-41.35945389184139,-1.6750869082153388,-1.7996001760971803,-0.0811697795927685,-1.5329488415145578,-1.2023775051754713,1.0970655364594095,-1.9210806058388377,0.6787630975532285,-1.6809018126532622,-0.4764172609765276,-0.07085014346635288,0.4703846366277898,0.31656041124987433,-0.4772436363926101,-0.00862249520776732,-0.0026174613304221586,-0.5339529734310235,-0.2126955488164804,0.8197196819427779
32,7071.1925038796435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1031323839571714,0.0,-1.1434660989982937,0.045053304438026395,0.5036460220177451,0.30134761708360314,0.06829450824956165,-2.8314794962701946,-2.8139997324421677,-10.947633659014507,-6.095484313892131,0.6769896786762227,1.5431872312772206,-42.148353592397086,-1.3855304484061002,-2.088319054516674,-0.20016630874422947,-1.3624031100071319,-1.085816194254011,0.6779843025699794,-2.3430329772237903,0.7093850863072111,-1.7103780856483655,-0.5493025739187986,-0.06591096252187814,0.45198464192607746,0.20865953601778375,-0.5533359637499307,-0.008135408808970603,-0.002432153424876006,-0.5233634280772879,-0.20562988428839585,0.6460349027891055
33,7042.429737743367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1289669180382425,0.0,-1.1834047508554029,-0.06374069916045351,0.3979337973795761,0.28665240911921136,0.2059609734974783,-4.474181771204252,-2.6588086140206055,-3.8198273294736733,-3.488552513679653,-0.34426655207837376,3.0439967995396984,-46.88072284171703,-2.9852931262249682,-2.3724809271197262,-0.6139904630759501,-0.6440775794016544,-0.7901095878941367,1.4177820734965363,-0.986203067934746,0.7920889863080622,-1.8699597644819388,-0.34624408948013513,-1.0233996649670285,0.5962214077808983,0.32204863422121255,-0.5377511247617099,-0.0013820817201736996,-4.7464065960678425E-4,-0.24026351162002063,-0.1801202175864558,-1.5271844386602198
34,7016.8449572078225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0912491478524093,0.0,-1.238645813684487,-0.08635203694583501,0.4173245370018841,0.2216628262076772,0.19575472837754565,-4.544812873806433,-2.4079021323449745,-2.762739609810251,-3.167899499933984,-0.24428291584503112,2.74903516745317,-47.403492935105945,-3.3517232061780216,-1.792794154770207,-0.00455611468375261,-0.9440827140142469,-0.7309731578448375,1.0118818424386202,-1.2806681064188936,0.7979665795198989,-1.8207285492153116,-0.2736446882424442,-1.0693458416515211,0.5703261648089878,0.25573132992821324,-0.5686048447944093,-0.0017397829944044967,-5.634596497287036E-4,-0.23034914468672782,-0.1801964359505222,-1.5382591071121046
35,6959.750755137335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.110165349262634,0.0,-1.1979313156928602,0.006192194051257607,0.4947274989902588,0.18979128709960427,0.16670271312762808,-4.216855134295907,-2.118436168261654,-3.7347661171133213,-2.5227477336919337,0.4661211134745178,0.9077667936885625,-46.357865783477024,-1.7532736889235225,-2.00327670972281,0.2724231536583179,-0.23737730631513065,-1.3676800741962514,-0.1780884707639363,-2.440544623218325,1.0154885435277636,-1.7606886923774066,-0.17095486176038271,-0.5980176268996659,0.3940709954301739,0.05541237892566625,-0.7147430023535064,-0.004971385341345192,-0.0012460232080311463,-0.3904544566711068,-0.2014585446575585,0.05112763742063908
36,6950.208483416611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1099634953927,0.0,-1.199443482681302,0.00654774789281686,0.49346340409448497,0.18703176055279253,0.16141643237799475,-4.144627545853089,-2.128572933919739,-2.8487922047870375,-2.364753020149665,0.4379894379620323,0.9141635081076459,-46.89082199325741,-1.7347196894671852,-2.065531057469497,0.21158373344785808,-0.5711848412945733,-1.3910745710753836,-0.1492338083343392,-2.4616861905894947,0.9990762395375606,-1.7693851193388206,-0.19854755949574118,-0.5760955608538917,0.39737331558053063,0.05601175161140752,-0.7032940086509527,-0.0048862910356931655,-0.0012378937188462797,-0.37770452532565446,-0.1995017049094608,0.039292622597549856
