Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_23,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_23,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_23,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_23,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad
37,6934.591647956784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.10633438905031,0.0,-1.191005519172816,0.006293787242669098,0.4904096646510808,0.18284502439563774,0.15246696128562498,-4.142377611899214,-2.0588854795391214,-1.81903150881599,-2.4206208203287263,0.49118465698566127,0.9235535815792354,-47.10961812794697,-1.9598000675059897,-2.0043158353605044,0.19944099620539002,-0.49874175986869485,-1.335858539814786,-0.03467455744335887,-2.3907749379945695,0.9242365634761789,-1.7577884455098387,-0.2144210377179444,-0.5592863998169438,0.4221819715029191,0.06363822734400691,-0.6582946905794118,-0.004488139050165204,-0.001178459661995638,-0.3523861252995068,-0.19414874071817417,-0.0011583633120466896
38,6905.053049848033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9563239686407816,0.0,-1.179865901675197,-0.07232442913872801,0.4453095375927323,0.11905939839629055,0.06307172308024753,-4.056109489322851,-1.2938683897372736,-2.6609045044720787,-2.270420396061153,0.47912559928090376,0.7840358003926398,-44.13664870662759,-3.1635862275441133,-1.0789035670119005,0.515887450474324,-4.642146056766945,-1.0959326427214209,0.40797688777937924,-1.9716681704895715,0.7251426008440787,-1.688772225501173,-0.2906229133040937,-0.4686656110538489,0.47683380051128493,0.1360987341969056,-0.502594048363926,-0.002064463079321035,-5.992391688052811E-4,-0.1909067774895616,-0.173503953561054,0.32667868894399943
39,6900.050609379963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0399861137998228,0.0,-1.0250573132781664,-0.06496030233717941,0.4137613487962879,0.2312948707862859,0.15135602858845199,-4.437687645109478,-1.3848635599914916,0.8024421896627869,-1.4400963123805055,0.8707565503010914,1.1652612400786513,-40.56637526417576,-3.089657490902895,-2.164463944581244,-0.5437891676961493,-7.1262760251920625,-0.9815008443574689,1.138122573381159,-0.9740825301505014,0.7092084891533998,-1.7521584746249717,-0.351709343359943,-0.5610713017745128,0.5489285450241642,0.2942959300481224,-0.4781742111214962,-0.0038196478735062567,-0.001075604577908599,-0.18009892838660282,-0.18768756393113487,1.9317424580173823
40,6837.506451100168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1362706776190503,0.0,-0.8530672245067675,-0.03651207635365117,0.3843364664147731,0.29717015618080056,0.23897546542035836,-4.819953791907922,-1.6054578030872757,-0.9229162429975457,-1.7667243265646362,1.3847422083108831,1.4238649693770886,-34.76742651282906,-2.777274927756099,-3.136662760025283,-1.4826931595113826,-9.350340054833156,-0.8498496699287637,1.609627185620735,0.0631060415610949,0.6226692847992799,-1.8090841086931404,-0.3832300608321833,-0.6993207672321028,0.6043441107427333,0.3739309193980286,-0.4005535217686813,-0.005365011343132312,-0.0016042745465149754,-0.22000540054082057,-0.19308535833503032,3.2310142126359347
41,6721.716736750672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.027427391426271,0.0,-1.0589428831456893,0.02845905969019147,0.5040039733593554,0.12471368979461786,0.07970152423633811,-3.6758115635303956,-2.2573951201019944,-2.848803539848774,-2.166451070501263,0.6642377014404194,0.9083391728620649,-31.054072080826995,-4.205536915644221,-0.25439407633831523,1.612672016209574,-6.746450918074793,-0.6184263103811294,-0.19393136384422593,-1.765313624896679,0.7574218140370408,-1.6106880305761124,-0.205587432789649,-0.33718980024713985,0.4634811090835954,-0.03415842508698691,-0.5374839395273164,-0.004479865316228707,-0.0012170115584540478,-0.24228786821970594,-0.18862427706070786,4.512593880765943
42,6523.928577896315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9948704875612755,0.0,-1.0105016743178497,0.04353897485164793,0.49385609923625307,0.06727609309065252,0.08272721174792926,-3.7966034647050333,-2.108773622143139,-3.2045350964310395,-3.0156167540457828,0.44902038766178376,0.7910270055260018,-16.56401748873354,-3.912005683413278,-0.10905037707749068,1.7475645992036473,-10.974709227175468,-1.0340774754599453,-0.3796860727675506,-1.5701886556208646,0.9184287826344323,-1.6648035426720726,-0.19330471745239877,-0.34252101996518586,0.3773207774868407,-0.07927624497347016,-0.6122766140567003,-0.003656157063737911,-9.792894200627734E-4,-0.23832076061150623,-0.18484174936448675,8.905644659092179
43,6334.373737327265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0031382014276655,0.0,-0.9730318278069241,0.054244187080480954,0.5078694916393645,0.10407880256817545,0.06958855557574771,-3.638810031071249,-2.21059882021202,-3.7572166715942164,-1.9787151383752173,0.5068542167878379,0.7916116185239668,-2.423364423394336,-4.538262269071809,0.11671253797964187,1.9629410502614577,-14.672381424969423,-0.6569726212832891,-0.26427036415745475,-1.3546513155032778,0.8144357474311811,-1.616574623500353,-0.22480716203662582,-0.3680440212348117,0.45315164998713237,-0.04225493482386588,-0.5939613090134823,-0.0045501152344520745,-0.0012303872583052378,-0.22920694317060095,-0.19054965007798783,13.199474172485552
44,6327.324991326366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.002727309620235,0.0,-0.9729622116358115,0.05382449053109892,0.5072825668459148,0.10396841034853778,0.0702456726455988,-3.6429120989013084,-2.20833121774507,-3.772304205025174,-1.9726328223043512,0.5020348997140531,0.7885903402763877,-1.7847950742117291,-4.520339162796777,0.10903485250914607,1.9585138304877532,-14.852543638012964,-0.6676069219659168,-0.26667585174638636,-1.3559592770708933,0.8154796485500581,-1.6173704841307115,-0.2238035443217263,-0.3684772157993885,0.4518078058569493,-0.04169030144906014,-0.5940025876526445,-0.004510912392554087,-0.0012192017225468076,-0.22896937177281834,-0.19024570995549306,13.396007931298351
45,6304.025063087992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0091931900421014,0.0,-0.9968513025152688,0.03950162627425573,0.49387836311750555,0.11612021659230956,0.08776111161008728,-3.7967786451101397,-2.1498853803816096,-3.591122351574185,-1.1162567280965066,0.3976710457664616,0.746874141613841,-1.1417345166761748,-4.020844731650356,-0.29423666900720286,1.6087485348006583,-15.106843237202277,-0.8440572978593446,-0.1967011336627218,-1.4524371923433874,0.8374325749101958,-1.6433026642321913,-0.21954973041414882,-0.41242295315166405,0.4425118224805116,-0.0014321298344876984,-0.6069781626113473,-0.003577871625489455,-9.344058961374784E-4,-0.22672187698260776,-0.18540106435463327,13.783184483153208
46,6281.506334660894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0256409936540822,0.0,-1.0287418623847453,0.016168442702499765,0.46853658105116996,0.16427341995744535,0.11407017441928723,-3.9910048598189247,-1.9890545283240222,-3.1483635106888572,-2.1603545651147695,0.25269983395361,0.6762486739399669,-0.4910934530088006,-3.075554806043825,-1.077008170783163,0.8771766629588043,-15.295710398583727,-1.1039589531176728,-0.03273855183390906,-1.6363094122644504,0.88603223902882,-1.6956255209025513,-0.22936697711815718,-0.491633152956895,0.4327562772717535,0.06245768788384134,-0.6314661803073076,-0.002806918021342681,-6.525110025773126E-4,-0.24467183922392233,-0.18345900095757042,14.24716755636482
47,6263.5550632168615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.057154615495163,0.0,-1.0715838862269953,-0.007244855361606368,0.4394782829171746,0.2102724239706804,0.15151767851187797,-4.204547848467224,-1.841254448354417,-2.454823843207671,-1.308530604842069,0.22833263691516914,0.6641922916341751,-1.009358386064004,-1.7848178151849252,-2.2013950404503495,-0.10831806787002096,-14.957650966564552,-1.4447470880289188,0.19779591549286618,-1.9538218978768283,0.8801877913536996,-1.7450514072422267,-0.2330591483996339,-0.5757588569200144,0.4290863419718222,0.1377612638916518,-0.6198266121978508,-0.0020051848572809243,-4.2795368769933375E-4,-0.2737192520692404,-0.1781009303804012,14.6006121128121
48,6256.727322045749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.088481364261831,0.0,-1.0998280177722637,-0.008800640251743187,0.4279702780417838,0.2468781688365687,0.16406558135239133,-4.27885023746867,-1.8016492174437353,-1.8004431480578924,-0.8204266720913386,0.4109130045651868,0.8891031545289497,-0.40398906095558995,-1.4537647104780829,-2.5888125013426317,-0.4590948599346251,-13.720069424398817,-1.4409028490605973,0.45103723824054975,-2.220543367232875,0.8539578104307999,-1.7578250026135087,-0.25712651623110877,-0.6023969823798293,0.4492776305757964,0.16800680427351755,-0.594852299445372,-0.0027348810330347006,-6.858940621987232E-4,-0.31162155032399014,-0.18318919979118448,15.035924632043116
49,6249.0837232604945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.092671270585971,0.0,-1.134134373048803,-0.013434574186312661,0.426244284700821,0.24706878175933222,0.16649834637128974,-4.21501939427155,-1.9319504789724125,-1.4668563765614677,-1.2855570676243984,0.37138452863071036,0.977260532392308,-0.8304347670763323,-1.7358751712941793,-2.2898435503696337,-0.2059291303711417,-11.795847029741575,-1.352192468326814,0.4711774001146924,-2.4754341101575577,0.8791268121194196,-1.7612043371317232,-0.2568173493726611,-0.5973901667034675,0.4442266521158935,0.16994720796791446,-0.608995476451095,-0.0028217082133854317,-6.661693387813604E-4,-0.32177467575517416,-0.18582313715322551,14.881181645273397
50,6245.145639596813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0860016313169742,0.0,-1.1445123599836533,-0.0022286486683864726,0.44342880393857054,0.19830361597300905,0.1490150902603044,-4.040594934574153,-2.0179055700641477,-1.2158190006990708,-1.3753892306107565,0.47580814185963277,0.8571892305236795,-1.0256505143086978,-1.9113069641920977,-1.8816812832986256,0.17550692383252497,-9.474265667941268,-1.3894628611572821,0.21405492409713134,-2.9160435264098252,0.8596070058018787,-1.746359022637064,-0.23076490568255673,-0.5594477740179923,0.42928112415668046,0.09617847745975254,-0.5960424536504345,-0.002479490497469662,-6.177809665990463E-4,-0.32548287489203187,-0.18041984678613915,14.705641392434224
51,6242.877550626429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0687618758387556,0.0,-1.1493037626061615,-0.004023442091024635,0.4525917375714002,0.20146366786822467,0.1337968533891598,-4.104454118348497,-1.90161106819914,-1.1655306047425549,-1.218383535715811,0.3722599069901759,0.8764198779077211,-1.0178159042122366,-2.0622163576014407,-1.681707667284279,0.32464017509393317,-8.451364282087017,-1.4052768537717892,0.19695449570622417,-3.0550368192992243,0.8944352399721294,-1.7333551347688398,-0.21911483634460419,-0.5269776932651199,0.4214933052565265,0.09056403387538867,-0.6289286407331166,-0.002554363186974507,-6.082727897893966E-4,-0.32130035391516115,-0.18320294395200212,14.530303398832439
52,6239.153400073311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.054274894607909,0.0,-1.1247211349669277,-0.004999095823409595,0.4555292202740015,0.20283434303116743,0.12397541042639179,-4.202309097538654,-1.8196434712697296,-1.1053400467106926,-1.247575643296917,0.3794993859479012,0.8561793971859699,-0.9709195881179351,-2.188249096066491,-1.5494722253694813,0.41091388076962015,-5.992877328634263,-1.4375908630046847,0.1651554507913967,-3.3265202332741413,0.9127623880182966,-1.723418434988511,-0.21518629377056536,-0.5282859369397919,0.41716532998966327,0.10575987452568451,-0.6550899265923572,-0.0027379851073860836,-6.481473265373141E-4,-0.3191813511622922,-0.1854726078703075,14.111718857711939
53,6237.862230535415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.051075643178668,0.0,-1.1186198072018758,-0.006016834029796412,0.4552925746721914,0.20385979695895948,0.12262476183151257,-4.2110982671334085,-1.8133295105041818,-1.0883809733848062,-1.235477926894822,0.36760336592691734,0.854356406241491,-0.9674347040195777,-2.200153569865786,-1.540161826986608,0.41786883901525634,-5.076424254548122,-1.4546458857806335,0.1600121047271738,-3.4358189783286743,0.9149246801755291,-1.7215088877724705,-0.21423998295007002,-0.5284455445440904,0.41645206868276813,0.10859662547824589,-0.6573169226583658,-0.002742177502195928,-6.456816561232685E-4,-0.31841610345115856,-0.1856645006273458,13.973959494214009
54,6236.727925853212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.048242342156109,0.0,-1.1131064812223403,-0.006911725056681757,0.45505727438987875,0.204724659564957,0.12146284973152727,-4.218355263605233,-1.8076599051560172,-1.074481881734693,-1.225442222354959,0.3575295252492346,0.8528697968664359,-0.9643755162360116,-2.2098186617379887,-1.5330100455585685,0.4234781142463722,-4.227538245835935,-1.47069488484418,0.15544622114274373,-3.537208921928027,0.9168429830839185,-1.7198645321573258,-0.21352746380032242,-0.5286578771656231,0.41583885445899654,0.11105175912945778,-0.6592369562552498,-0.0027465140817854636,-6.440435857412949E-4,-0.31776000405886845,-0.18583480911251624,13.846695965059133
55,6234.816607638269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.045497115139301,0.0,-1.1055880667740388,-0.007925227200928739,0.454195237711136,0.20526146897214695,0.12115183772366547,-4.218927795041933,-1.802949387675306,-1.0796699052189818,-1.22353194798092,0.3533082183766183,0.8529504384267236,-0.9595860056942117,-2.2058157362230983,-1.5459725806080153,0.4171294933141573,-2.864921019637549,-1.4992273062626014,0.1519993060218751,-3.701329998328484,0.9181672463712409,-1.718938962975366,-0.21456204852416536,-0.5304772105595086,0.4156800127214857,0.11335785947194552,-0.6597425259196117,-0.0027538278452122864,-6.476672353403542E-4,-0.3170000001925858,-0.18595185828272412,13.64352151354559
56,6233.888293322511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0453780790538425,0.0,-1.1018712987883978,-0.008860398780607397,0.45297172644750733,0.2060400941771367,0.12281035615030227,-4.218024194886332,-1.8091620656363447,-1.09701217842363,-1.223514020381942,0.35400306679239735,0.852971929743108,-0.9516279914666081,-2.1899530531754126,-1.576921001572571,0.39498913543766495,-2.2362671475125584,-1.5123994281631996,0.15623250047677575,-3.7757781579921352,0.9159419247988091,-1.7193260435910616,-0.2154286468926093,-0.5330509681829514,0.4164156014925551,0.11565554938495826,-0.6568735307905903,-0.0027403560118346468,-6.433625552589706E-4,-0.3158087146034276,-0.18576721250921396,13.545913892618877
57,6232.22358348441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.048683796096579,0.0,-1.0889256600510637,-0.012073569311537379,0.4464721484450008,0.2086703253098563,0.13249698435024138,-4.186030504957479,-1.848174195351062,-1.2263501712122817,-1.2394391811075116,0.3597705980438036,0.858435814346923,-0.9139919883460925,-2.0981563063175313,-1.7497094941713136,0.2614947700101037,-1.186716380577214,-1.5433446863659386,0.18878267369006493,-3.8821534139211384,0.9063418062503338,-1.7259839597956204,-0.22289926239761262,-0.5497331812006954,0.4208669114531384,0.12325234216478008,-0.640207392945707,-0.0026754390074076964,-6.322829523791579E-4,-0.3084745521292709,-0.18484571393270288,13.332332239546156
58,6231.499418235019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0579241556392303,0.0,-1.0751091915059454,-0.017245902371276142,0.4361137845961153,0.21379564701586204,0.15077979199002414,-4.1479612522996385,-1.9204113879646647,-1.4316256080931313,-1.2624306288024438,0.3827033105397202,0.8676984273324713,-0.8490237059155603,-1.9474611845998817,-2.0370933084667158,0.029911689876878894,-1.751538581923734,-1.5515093384388208,0.25195344150858184,-3.7628144846273757,0.883573646864209,-1.736399862781596,-0.2318697351636132,-0.5724973531117166,0.42905991311499336,0.13602022301051556,-0.6088305427743854,-0.0025447331550853018,-6.007683804091639E-4,-0.2949918816028071,-0.18289986907446903,13.299561621381075
59,6231.186573590441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0629891336998583,0.0,-1.0864276643500823,-0.014727508669314639,0.43873581035361287,0.21026472823179598,0.15254425101536676,-4.1190302533560805,-1.911216475257374,-1.3723574912392589,-1.2820057114357448,0.3956022391664938,0.8844678700138973,-0.8709557098680909,-1.902354745161947,-2.0857849187097353,-0.0035012245054024532,-1.501022809220069,-1.5723944892909614,0.268806006192239,-3.788266449792669,0.8864013191736345,-1.7406043686484285,-0.23349607428206184,-0.5663631175441268,0.4289025543079995,0.1266627950092321,-0.6083971322517979,-0.0026123911230894743,-6.290201251903838E-4,-0.2952106122821839,-0.18343272822215467,13.320745636438671
60,6230.913034195818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.068002579552251,0.0,-1.097341293254209,-0.009190248056965033,0.4441273814848626,0.2040559867704558,0.151475343219247,-4.1192524352263975,-1.9147986969099196,-1.3477940769171408,-1.2613979757995233,0.41887395175166836,0.8912541069170024,-0.9017699378445787,-1.9630829676329633,-2.0350674945616327,0.05048100506488329,-1.4952797623858591,-1.5587944877669615,0.25919092613787076,-3.7445148617314654,0.8830553324002343,-1.7401592617025505,-0.23092672693468483,-0.5556356379189624,0.4300418122326205,0.11708226939529552,-0.6088804399610729,-0.0026197201100737256,-6.338652562840135E-4,-0.29150364848217825,-0.18331870590726762,13.367950642895224
61,6230.4447443417985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.077562595376162,0.0,-1.1122988756804872,-8.823528493000984E-4,0.45063408989058834,0.19692335141009068,0.15202720557846677,-4.107008714579939,-1.927272014451191,-1.3368593050588116,-1.2857072440254944,0.4288507121978226,0.8838421000882484,-0.9284574025510501,-2.0407346933743127,-1.9993233329480582,0.09702360030312214,-1.52320811099761,-1.5331971926660661,0.248883482104614,-3.597197951775823,0.8772150190816885,-1.7442601895822514,-0.22939970400736842,-0.5480667768527417,0.4328315881653841,0.10672773156309036,-0.6069544025018538,-0.00262918093703004,-6.370074944346639E-4,-0.28214806347858384,-0.182966957952658,13.503483376120823
62,6229.751643056781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0873457783385865,0.0,-1.1281726135116492,0.005935283210286745,0.45663745727523397,0.19340651298428024,0.15287996879863672,-4.1232790426806405,-1.9353189675669427,-1.3340161831794377,-1.281242762443744,0.44019934421755436,0.8815893055584699,-0.9379748144650089,-2.148475232562026,-1.9561291068563045,0.13828172032219685,-1.5272027171800486,-1.4879478337339023,0.2423513091586835,-3.2778701303377744,0.8733038189512087,-1.7483721003784765,-0.22881175638431825,-0.540551618711226,0.4365776833187172,0.10221395437361655,-0.6071484943802811,-0.002620028348684078,-6.326741595138574E-4,-0.26834155139667937,-0.18274984915502482,13.811038282469323
63,6228.810067261116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.09265733425766,0.0,-1.1392116715884986,0.008341819028276857,0.45901816676446816,0.1940655074345203,0.15326178476885496,-4.123941691621309,-1.9320076988639778,-1.3311614850724731,-1.2952548627834368,0.4244239325835508,0.8622660344971927,-0.9367825320899189,-2.2263558422230783,-1.9226267152328123,0.15133662856271665,-1.5320854175259035,-1.4272898174876565,0.22627081670424956,-2.7259294388775928,0.8720078100286675,-1.751725452019254,-0.22861865956691954,-0.5376868108657135,0.437227759587018,0.10327929148266274,-0.6080103782601185,-0.0026472246538267515,-6.362308810221807E-4,-0.2570345047252153,-0.18268497934756645,14.449511092330223
64,6228.016482308939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0848871238647813,0.0,-1.132954733909812,0.001698085063616941,0.4539486832219532,0.20084822957130122,0.14964760817899228,-4.1494585157633095,-1.9236561283638314,-1.3321186756307317,-1.2768104718753566,0.4131954426044157,0.8630972432044426,-0.9073975359693357,-2.212913356842939,-1.906897536018484,0.12053718809639193,-1.4284561100626307,-1.3714619636398448,0.21954359468134899,-2.287721678083229,0.8770818668397052,-1.7473403012283173,-0.23028127240117566,-0.5432608503727613,0.43552914670372855,0.1131739555415214,-0.6128118095726198,-0.0026192835197475658,-6.23608307755005E-4,-0.25785226582447274,-0.18287167856225656,15.095175381129481
65,6227.449446297182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.068268080677734,0.0,-1.1101770248147584,-0.009667684480544,0.442606619598967,0.21041105165159518,0.14507748286648137,-4.132428956570632,-1.9052649272390674,-1.340466364743218,-1.2701420002233306,0.38448248422049547,0.8639728084909448,-0.884110960639898,-2.1075349384804847,-1.9083772346617847,0.07483632708099569,-1.3248522705469696,-1.3319924657753692,0.22188282242028315,-2.2250331307744315,0.8836541427178602,-1.738970648865732,-0.23179184183350143,-0.5577680696767082,0.429991564977333,0.12462732149127242,-0.6163846046355945,-0.0026275634025748327,-6.276292997055167E-4,-0.27315574076382415,-0.18311614759173514,15.450338924050863
66,6227.355217386187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0625636264104754,0.0,-1.100772071816497,-0.013256078630507434,0.4385599387850248,0.211943431223359,0.1447126936239108,-4.139791608229887,-1.9078890494702212,-1.3412777099951723,-1.260816543033181,0.3951944836985933,0.8779046173749587,-0.8774902699893155,-2.0529844243179576,-1.9146540227991176,0.05689239004263334,-1.3429694911550647,-1.3161889127393778,0.2377925037400973,-2.29162525368303,0.886803174006183,-1.7356966618935241,-0.23098842635966055,-0.5603040263455552,0.428146025819068,0.12493936737723638,-0.6153819858259607,-0.002593949935140614,-6.193097132901487E-4,-0.2800945972684671,-0.183247821221883,15.526471737311812
67,6227.3422733880825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.063613010391537,0.0,-1.0993454607755295,-0.011905197083638592,0.4386072670355705,0.2105363926472781,0.14645797119517495,-4.122499107533376,-1.9095790165739153,-1.3434441993305442,-1.2645816624334882,0.3938499044452798,0.8762239316179491,-0.888206873504456,-2.0530042217893545,-1.9057249191585022,0.0681047485589247,-1.3398131151327977,-1.3017340611156833,0.2420451234557996,-2.2872682457549494,0.8861056444202219,-1.7360897780237858,-0.22999601822897742,-0.5600687809369301,0.4274727453712768,0.12263305546559293,-0.6136578988063236,-0.00261367081890708,-6.27542253879015E-4,-0.2821872429417597,-0.18323236174830348,15.588142899175962
68,6227.339073337598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.06496819682288,0.0,-1.1004910703326247,-0.010514699401476164,0.43962544545215854,0.20954296505686532,0.14703688112528157,-4.126777474083964,-1.9137236913012812,-1.3419013145058976,-1.26503018147573,0.39976968533407575,0.87643870545278,-0.8902578055352233,-2.0597213810605126,-1.899962983768693,0.07538295327174964,-1.3268489620780735,-1.2918042388314113,0.2462443759121562,-2.288371759254081,0.8857830082883953,-1.7365489616742695,-0.2298393160740418,-0.559201263266797,0.4282241502259324,0.12121742007614607,-0.6134650643952269,-0.002601568821066331,-6.232795018820677E-4,-0.2820901780816094,-0.18320713145035736,15.615880000047163
69,6227.338707608311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0653414948946196,0.0,-1.101042223181071,-0.0101219421437145,0.43983993792503445,0.209678303799302,0.1470599686248745,-4.1270936351734955,-1.912640098549617,-1.3424488984817065,-1.2662294210427343,0.3988317614518008,0.8772219686291545,-0.8896433533419331,-2.0616617572071907,-1.8992515578263056,0.07721689227400425,-1.3360190000514094,-1.290759115493919,0.24720606223783903,-2.2889052784087696,0.8860116295562335,-1.7369460393189873,-0.2299187445708315,-0.5591924537161308,0.42835442321293254,0.12115852469721475,-0.6135619030137696,-0.002603045152548728,-6.241384933423582E-4,-0.28198542886557904,-0.18322501203273553,15.619455774952074
70,6227.338605191354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0654108823177557,0.0,-1.1011880561083263,-0.010131963313311875,0.4398209514649946,0.20982079206891635,0.14712814945366695,-4.127165211323375,-1.912647751688694,-1.343253739196516,-1.2655042527301805,0.398426077946213,0.8763230162238848,-0.8893952660168523,-2.0615265317241307,-1.8999710080797851,0.07690161493278,-1.3331383080966255,-1.2901872258123646,0.2470870930804566,-2.2901275702799055,0.8858723969039524,-1.7369953672604035,-0.22989202637906286,-0.5591977238591949,0.42832515648122244,0.12140735257570004,-0.6135598607951157,-0.0026031426342062926,-6.238822780590857E-4,-0.28195887887456134,-0.1832092285310334,15.623406052471994
71,6227.338557872591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0653654227677913,0.0,-1.1012209705616576,-0.01019414685313997,0.439767297421382,0.2098576997615399,0.14711243664965865,-4.127355812162915,-1.9126827805593,-1.3436119332715528,-1.2653234335626082,0.39836598350003727,0.8761285957124781,-0.8890230036362585,-2.061049895032388,-1.9002106074398093,0.07641336540555077,-1.3324643047113018,-1.2897927868433514,0.24703719084587786,-2.2899865092370684,0.8860241584248407,-1.7370420002136837,-0.22994891416587798,-0.5592753953907929,0.4282820610408343,0.12145324678327231,-0.6136092844233422,-0.0026026417890044977,-6.236935507608432E-4,-0.2819718436669796,-0.1832148651869045,15.631558043880831
72,6227.338444290866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.065289863303854,0.0,-1.1013186014775644,-0.010351408805181343,0.4396448676330364,0.20997404860267058,0.14713597594396494,-4.128086510313305,-1.9125451928191015,-1.3439849635217924,-1.2650649173327804,0.3982923646876115,0.8761985549037034,-0.8881258097182385,-2.0602888886515216,-1.9002545575613483,0.07566950312426254,-1.3316638315559917,-1.2890818708209708,0.24700820542709093,-2.2901029599481153,0.8861216033285189,-1.7370374224268967,-0.22991155901769916,-0.5592494937203686,0.42819266515815685,0.12158389223629781,-0.6135765697087485,-0.0026016597427208185,-6.233140008554877E-4,-0.28199676214985153,-0.18321687188013586,15.658051416934876
73,6227.338240097683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0652019751640114,0.0,-1.1014439998495262,-0.010525646221041395,0.4395011570637873,0.2099903816643846,0.147114646692172,-4.128099057510742,-1.912606489705129,-1.3447863282568342,-1.2647910164123346,0.3981360122661491,0.8758164195665021,-0.8877659516246983,-2.0594797972986503,-1.900052079848156,0.0746543281783457,-1.3311458939586283,-1.2883370960263647,0.24661981020334525,-2.2906521331570664,0.8863912146203424,-1.7371095398092131,-0.23000108285522822,-0.5593709439721471,0.42807286061833455,0.12160806654336936,-0.6136360170422672,-0.002600833459629826,-6.230626538158223E-4,-0.2819555087974545,-0.18322677576438212,15.713438695971439
74,6227.338097016314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0652206793778642,0.0,-1.1014479863673161,-0.010534786084400146,0.43950129747992356,0.21003191185552542,0.1471412765144176,-4.128462615046743,-1.9124999970700383,-1.344534795251577,-1.264899140631017,0.3982216396222765,0.8762332678878783,-0.8875782164125074,-2.059672265897453,-1.8998899645503748,0.07475985232611028,-1.331133846156946,-1.2885441258596533,0.24672406978959965,-2.290496634525513,0.8862170184461302,-1.7370359174760106,-0.22987772319196548,-0.559240626342163,0.42808580307230537,0.12163529953116803,-0.6135283551296494,-0.0026007527411515377,-6.230192716557897E-4,-0.28188939913326155,-0.18321871617756885,15.734540554183061
75,6227.337965375445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0652214273313367,0.0,-1.1014446841671806,-0.010524300524954074,0.43950703145155745,0.2099829018529717,0.14711826703540357,-4.1281263581331755,-1.912594553794779,-1.344663466118006,-1.26489847469223,0.39818629764815183,0.8760041497214651,-0.8878534961991996,-2.0597599760276006,-1.8998181939287007,0.07472375618710161,-1.331371752649351,-1.288569378459541,0.24660831522228155,-2.290724543617348,0.8862882945128412,-1.7370707463610138,-0.22994137477500837,-0.5593125928746513,0.4280839749028453,0.12159104826629193,-0.6135845470822674,-0.002600857992427978,-6.230802234921454E-4,-0.28182401853118016,-0.1832220152947568,15.757204718693009
