minute,arrival_HBW,arrival_HBE,arrival_HBA,arrival_HBS,arrival_HBR,arrival_HBO,arrival_NHBW,arrival_NHBO,duration_HBW,duration_HBE,duration_HBA,duration_HBS,duration_HBR,duration_HBO
237,7.30158126278196e-05,5.41661220853309e-17,2.62891375582044e-05,1.55063654279417e-06,6.54796367046568e-06,6.47068387472072e-06,1.21917247438424e-05,6.3062599890603e-06,0.000760349365598076,0.00055277264406686,0.000237383503206557,0.000557523152769716,0.00188423656665686,0.000532354617674125
238,7.44252005834215e-05,1.28970541709689e-16,2.68462066408629e-05,1.58805622456434e-06,6.70829529774227e-06,6.58847077322035e-06,1.24245337493698e-05,6.27974002437641e-06,0.000763217419650309,0.000554440557800212,0.000236079696166722,0.000548515894692322,0.00186807688677924,0.000526162140736033
239,7.58552525130074e-05,2.86671380076253e-16,2.7417701364836e-05,1.62670246162672e-06,6.87327332829187e-06,6.70897854694711e-06,1.26645094688958e-05,6.2539045455717e-06,0.000766000835520987,0.000555769357179467,0.000234743069109169,0.000539609473900784,0.00185204169442722,0.000520078154056107
240,7.73105187962055e-05,6.40801938590247e-16,2.80039830934973e-05,1.66661165101087e-06,7.04283193016509e-06,6.83215072001155e-06,1.29118262566852e-05,6.22876923166779e-06,0.000768704702166747,0.000556762386610327,0.000233368057396181,0.000530831910123354,0.00183613960127487,0.000514096723383534
241,7.87888902822385e-05,1.42847835302099e-15,2.86054213981837e-05,1.70792898533885e-06,7.21703256941634e-06,6.95803519883406e-06,1.31666620725537e-05,6.20435011617042e-06,0.000771326995031795,0.000557444048863997,0.000231941333739615,0.000522174581220212,0.00182035869237962,0.000508219061105822
242,8.02912802654018e-05,3.0190006429885e-15,2.92223941889874e-05,1.75061918776396e-06,7.39597835159956e-06,7.08668053328262e-06,1.34291985395918e-05,6.18067338807077e-06,0.000773865863779804,0.000557790420924243,0.000230469129754372,0.000513643052979686,0.00180470002812297,0.000502464490974033
243,8.18190162923902e-05,6.56015996253207e-15,2.98552878454097e-05,1.79469728235346e-06,7.57977380642362e-06,7.21813593630036e-06,1.36996210023764e-05,6.15779702660866e-06,0.000776313910389437,0.000557809500493663,0.00022895120431957,0.000505264296842861,0.00178916467484328,0.000496816954503971
244,8.33777488168303e-05,1.38594103427173e-14,3.05044973467715e-05,1.84020552858872e-06,7.76852487089339e-06,7.35245130514665e-06,1.39781185856557e-05,6.13568965308604e-06,0.000778668269728021,0.000557546222842001,0.000227382469508373,0.00049703534583434,0.00177377090941533,0.000491276773772272
245,8.49646413332431e-05,2.79671234410714e-14,3.11704264022618e-05,1.88718766357463e-06,7.96233887107168e-06,7.48967724430972e-06,1.42648842534916e-05,6.11436879411273e-06,0.00078093449235591,0.000557000166410105,0.00022577574993676,0.000488956021169543,0.00175850514338276,0.000485851264587154
246,8.65810957726387e-05,5.87813765694089e-14,3.18534875805038e-05,1.93568893945042e-06,8.16132450245935e-06,7.62986509014781e-06,1.45601148688406e-05,6.09385233517385e-06,0.000783111552308431,0.000556183540751844,0.000224135998689199,0.000481049915996212,0.00174336607753133,0.000480547847022909
247,8.82292308142821e-05,1.18017470765692e-13,3.25541024385172e-05,1.98575616092114e-06,8.36559180899347e-06,7.77306693731489e-06,1.48641442254877e-05,6.07415852343111e-06,0.000785198625127475,0.000555152234203822,0.000222467616123094,0.000473322636985718,0.00172835467647117,0.000475354240327428
248,8.99150382732166e-05,2.30143179664124e-13,3.32727016499429e-05,2.03743772288029e-06,8.57525216066575e-06,7.91933566702466e-06,1.5177167377566e-05,6.05530597123938e-06,0.000787187446059408,0.000553923609717496,0.000220783701021722,0.000465765813923622,0.00171348114895604,0.000470270887796787
249,9.1635423755057e-05,4.61317505893791e-13,3.40097251323971e-05,2.09092045385764e-06,8.79041822976835e-06,8.06872497720688e-06,1.54992816776445e-05,6.03731366041583e-06,0.000789079610925362,0.000552514502923774,0.000219092337620118,0.000458396719777048,0.00169874807214134,0.000465311822587819
250,9.33920225655347e-05,8.82216816231097e-13,3.47656221738124e-05,2.14616276877737e-06,9.01120396577172e-06,8.22128941460566e-06,1.58307005219077e-05,6.02020094730159e-06,0.000790880555360708,0.000550978795910636,0.000217403264274634,0.000451231191442154,0.00168414538258186,0.000460469326297947
251,9.51878908923053e-05,1.67043236228339e-12,3.55408515576226e-05,2.20318464113726e-06,9.23772456884541e-06,8.37715893986165e-06,1.61716415155188e-05,6.00398756865366e-06,0.000792590347725598,0.00054934172921344,0.000215724720249453,0.000444250258170725,0.00166967374222588,0.000455737394026291
252,9.70290317465937e-05,3.17366851421992e-12,3.63358816866376e-05,2.26204164979999e-06,9.47009646203418e-06,8.53646416704741e-06,1.65223265343839e-05,5.98869364840634e-06,0.00079420926171659,0.000547624927438047,0.000214064639208506,0.000437462002030028,0.00165533455694189,0.000451117061238782
253,9.89120592438304e-05,5.791476800418e-12,3.7151190705453e-05,2.32279116378737e-06,9.70843726210431e-06,8.69912088797136e-06,1.68829817871701e-05,5.97437988908253e-06,0.000795728639980663,0.000545868420771005,0.000212431807834404,0.000430892298856968,0.00164114724391509,0.000446624658234881
254,0.000100838775643814,1.06053319743371e-11,3.79872666212326e-05,2.38549237975737e-06,9.95296533159054e-06,8.8651875898753e-06,1.72538378775432e-05,5.9610653335829e-06,0.000797154576695123,0.00054409527441637,0.000210827282304915,0.000424510303381042,0.00162709243062605,0.00044224125318072
255,0.000102813349212585,1.91515436749318e-11,3.88446074226949e-05,2.45020635933115e-06,1.02039635601013e-05,9.03472381009613e-06,1.76351298665891e-05,5.94873621702425e-06,0.000798491947378125,0.000542330911637898,0.000209255742135573,0.000418314253850179,0.00161317031180134,0.000437965998727012
256,0.000104841365120956,3.33973103534516e-11,3.97237211971326e-05,2.51699606623394e-06,1.04613035656478e-05,9.20779018140247e-06,1.80270973353795e-05,5.9374143879371e-06,0.000799741883226457,0.000540594764612316,0.000207720189388564,0.000412334479882037,0.00159938095796988,0.000433806056565647
257,0.000106919202816455,5.89611276781253e-11,4.0625126245284e-05,2.58610127957155e-06,1.072510757978e-05,9.38444847959655e-06,1.84299844476412e-05,5.92712213351773e-06,0.000800905701094545,0.000538901964972596,0.00020621538660926,0.000406532291803747,0.00158573711852977,0.000429762419870867
258,0.000109048782666817,1.01424494765225e-10,4.15493511938739e-05,2.65747111567269e-06,1.0995498855604e-05,9.56476167341733e-06,1.88440400124826e-05,5.91788219275655e-06,0.000801974971929367,0.000537277093022779,0.000204740960768797,0.000400900386300961,0.00157223355532854,0.000425822982322679
259,0.00011123560012092,1.69249921769229e-10,4.24969351056334e-05,2.73113035334945e-06,1.12726016308421e-05,9.74879397677616e-06,1.92695175471341e-05,5.9097177707183e-06,0.00080295958576575,0.00053572176437554,0.000203293056795816,0.000395454373390745,0.0015588620531251,0.000421986221552768
260,0.000113484357936206,2.87290470478496e-10,4.3468427586602e-05,2.80715045342152e-06,1.15565410897492e-05,9.93661090335481e-06,1.97066753396496e-05,5.90265255401138e-06,0.000803863600695774,0.000534242037539061,0.000201863302160371,0.000390165821297003,0.00154562210285411,0.000418264612614831
261,0.000115791347047383,4.71569790265006e-10,4.44643888905128e-05,2.88560497117756e-06,1.18474433239245e-05,1.01282793235956e-05,2.01557765115193e-05,5.89671072748392e-06,0.000804689060845639,0.000532856215531639,0.000200446435146831,0.000385017682567147,0.00153251711733237,0.000414645202611055
262,0.00011815859592153,7.60333866171286e-10,4.54853900200521e-05,2.9665695913987e-06,1.21454352920585e-05,1.03238675241074e-05,2.06170890801389e-05,5.89191699218327e-06,0.000805438156841264,0.000531557842841752,0.000199034601968531,0.000380012062305193,0.00151955830491244,0.000411122518691546
263,0.000120593205238129,1.2276469270047e-09,4.65320128247825e-05,3.05012216288996e-06,1.24506447786567e-05,1.05234452695114e-05,2.10908860210751e-05,5.88829658461836e-06,0.00080610337122713,0.00053034550472485,0.000197620186439254,0.000375129411293991,0.00150672842159195,0.000407697305522528
264,0.000123098543292541,1.92548637328372e-09,4.7604850095509e-05,3.1363427324781e-06,1.27632003517875e-05,1.07271635511317e-05,2.1577445330069e-05,5.88596172452242e-06,0.000806697082877944,0.000529232060818703,0.000196195240938403,0.000370347053212855,0.00149402637861258,0.000404377840603631
265,0.000125671037216968,2.99110481465416e-09,4.87045056548674e-05,3.22553672269269e-06,1.30832313199016e-05,1.09352167793935e-05,2.2077050084714e-05,5.88486666212897e-06,0.000807222481437252,0.000528211255369764,0.000194752965255845,0.000365657555576516,0.0014814509629666,0.000401148010364683
266,0.00012831286610852,4.60299327320064e-09,4.98315944439038e-05,3.31763999886714e-06,1.34108676877715e-05,1.11474879086714e-05,2.25899885057382e-05,5.8850281427352e-06,0.000807682284622115,0.000527278875901978,0.000193289658079637,0.000361047259148761,0.00146901588717388,0.000398005497664446
267,0.000131033107670332,6.90589853614983e-09,5.09867426044104e-05,3.41268126229863e-06,1.37462401116083e-05,1.13640536054801e-05,2.31165540178244e-05,5.88647389951812e-06,0.00080807870711425,0.000526447223267702,0.00019179833387141,0.000356493496454809,0.00145670852855276,0.000394955790003378
268,0.000133833366701179,1.03125490608996e-08,5.2170587556778e-05,3.51075027026098e-06,1.40894798534092e-05,1.15849923778031e-05,2.36570453098938e-05,5.88923232536651e-06,0.000808407589479215,0.000525716559810923,0.000190277720428626,0.000351984801463997,0.00144452301827689,0.000391994780051747
269,0.000136710493679738,1.51491444038676e-08,5.33837780731207e-05,3.61193914750044e-06,1.44407187345951e-05,1.1810384652552e-05,2.42117663947768e-05,5.89333250116205e-06,0.000808680330749155,0.000525084309094079,0.000188729441609254,0.000347510005303258,0.00143245767548177,0.000389113060159753
270,0.000139666913942849,2.17595674004917e-08,5.46269743454191e-05,3.71634241571795e-06,1.48004290226725e-05,1.20403128555451e-05,2.47810266681914e-05,5.89880422561677e-06,0.000808899986050533,0.000524567524946168,0.000187151319850453,0.000343051956220333,0.00142051725908778,0.000386308118447506
271,0.000142714180038918,3.11802727250789e-08,5.59008480484294e-05,3.82405702216186e-06,1.51685467706642e-05,1.22748614940017e-05,2.5365140966945e-05,5.90567804669966e-06,0.000809069660705534,0.000524177600530497,0.000185548978076428,0.000338600488538523,0.00140870465166771,0.000383588941102551
272,0.000145851686759568,4.37765075387663e-08,5.72060823970938e-05,3.93518236727909e-06,1.5545076413236e-05,1.251411724155e-05,2.59644296262767e-05,5.9139852946839e-06,0.000809191290449437,0.000523914613371144,0.000183928698126218,0.000334144582884721,0.0013970061571738,0.000380941920752947
273,0.000149077040333205,6.0342896915828e-08,5.85433721981889e-05,4.05010322229465e-06,1.59301515813815e-05,1.27581690257416e-05,2.65792185362466e-05,5.92375811684737e-06,0.00080926465365087,0.000523802583728,0.000182295634968588,0.000329676272823045,0.00138541979096053,0.000378363255460212
274,0.00015239304454697,8.27144519523244e-08,5.99134238959391e-05,4.16873723711388e-06,1.63239062156968e-05,1.30071081180597e-05,2.72098391970813e-05,5.93506036109351e-06,0.000809298368945819,0.000523867208057348,0.000180659611257814,0.00032518957534469,0.00137394352638631,0.000375853430932525
275,0.000155814371880279,1.110934101824e-07,6.13169556113215e-05,4.29111520298399e-06,1.67264745170774e-05,1.32610282264124e-05,2.78566287733776e-05,5.94798884726239e-06,0.000809295645119549,0.00052410722517288,0.000179029293263923,0.000320675620182421,0.00136259081409742,0.000373414454266671
276,0.000159337653625636,1.47076613922959e-07,6.27546971747783e-05,4.4173472336978e-06,1.71379908972051e-05,1.35200255900892e-05,2.85199301470657e-05,5.96248988820716e-06,0.000809259689881219,0.00052455083742116,0.000177417305833678,0.000316134151403395,0.00135134451619738,0.0003710353617081
277,0.000162961613553901,1.92587196424685e-07,6.4227390152056e-05,4.54754602501415e-06,1.75585899289008e-05,1.3784282877614e-05,2.92000919690277e-05,5.97859948916678e-06,0.000809192484422857,0.000525239368157198,0.000175832171283985,0.000311564674613825,0.00134020153539655,0.000368713598853782
278,0.000166689568349617,2.47621105168356e-07,6.57357878628792e-05,4.6818268751373e-06,1.79884062964234e-05,1.40540931274308e-05,2.98974687092631e-05,5.99635468328132e-06,0.000809096305072525,0.000526162081163529,0.000174282144237342,0.000306964016767832,0.00132915979189453,0.000366452551019084
279,0.000170540096031982,3.14407623736729e-07,6.7280655392169e-05,4.82030770388079e-06,1.84275747457977e-05,1.4329298938549e-05,3.06124207054923e-05,6.01579357736257e-06,0.000808977220287369,0.00052734413267128,0.00017278505702459,0.00030233592909473,0.00131822507393069,0.000364246450466502
280,0.000174506286541495,3.93670356740577e-07,6.88627695935043e-05,4.96310907046582e-06,1.8876230035253e-05,1.46100082104223e-05,3.13453142100833e-05,6.03695539952016e-06,0.000808838339551678,0.000528840767869626,0.000171342621280942,0.000297685418846828,0.00130739434730702,0.000362089319570067
281,0.0001785883569784,4.84807154871507e-07,7.0482919084531e-05,5.11070928103203e-06,1.93345068858571e-05,1.4896331909142e-05,3.20968746839788e-05,6.05988054866421e-06,0.000808682730745676,0.000530622724293121,0.000169960518655793,0.000293015608946283,0.00129665824183586,0.000359978719029437
282,0.000182790224400498,5.89742525852138e-07,7.21419042340113e-05,5.26300179703347e-06,1.98025399324332e-05,1.51883841772896e-05,3.28673126781338e-05,6.08461064590594e-06,0.000808512743875025,0.000532703267532848,0.00016865813909277,0.000288333006396221,0.00128601483005459,0.000357919384204081
283,0.000187135245535883,7.06604014283616e-07,7.38405371402072e-05,5.42001651984147e-06,2.02804636748456e-05,1.54862824460521e-05,3.36568481500637e-05,6.11118858787895e-06,0.000808331686339555,0.000535145504641872,0.000167427521042002,0.000283645734311207,0.00127546362035518,0.000355900793540337
284,0.000191611861296769,8.33749397256454e-07,7.55796416002873e-05,5.58188539200131e-06,2.07684124297444e-05,1.57901475495614e-05,3.44658719277834e-05,6.13965860199971e-06,0.000808143518671027,0.000537896153599667,0.000166271506293281,0.000278961392613884,0.00126501364701773,0.000353920484481299
285,0.000196222152509012,9.70938089461083e-07,7.73600530704452e-05,5.74874306485502e-06,2.12666157170429e-05,1.61001038414143e-05,3.52947809626779e-05,6.17016328333803e-06,0.000807951065850892,0.000540954118171468,0.000165205525264967,0.000274290082490575,0.0012546505458803,0.000351978224850028
286,0.000200970620362483,1.11379330070734e-06,7.91826186164133e-05,5.9207269065326e-06,2.17756113584283e-05,1.64162793133285e-05,3.61439783634446e-05,6.20271866292031e-06,0.000807757085582476,0.000544367509398501,0.000164214635882791,0.000269639219366067,0.00124437271550246,0.00035007253512003
287,0.000205886247097779,1.25935674625177e-06,8.10481968540553e-05,6.0979770082304e-06,2.2295047731034e-05,1.6738805715888e-05,3.70138734274396e-05,6.2373147741721e-06,0.000807564584868311,0.000548073072562945,0.000163298844579048,0.000265017666648109,0.00123417864825072,0.000348197102295621
288,0.000210951346120717,1.40339651601241e-06,8.29576578797187e-05,6.28063618873806e-06,2.28250578845676e-05,1.70678186813304e-05,3.79048816692837e-05,6.27400209718314e-06,0.000807376611570111,0.000552051273264541,0.00016246590796645,0.000260441145616668,0.00122407550378821,0.000346349532832477
289,0.00021617019652109,1.54183059156621e-06,8.49118831900251e-05,6.46929026961613e-06,2.33657744458232e-05,1.74034578483227e-05,3.88174248465861e-05,6.31283276607925e-06,0.000807195574534726,0.000556319305010594,0.0001616986430078,0.000255912304491152,0.00121405718632203,0.000344530498587073
290,0.000221549447907909,1.66950448016344e-06,8.69117655907796e-05,6.66380162117208e-06,2.39173295753478e-05,1.77459533213261e-05,3.97519309826293e-05,6.3538606368729e-06,0.000807023911119503,0.000560816888312413,0.000160994183996648,0.000251439035483603,0.00120411843430079,0.000342735041143054
291,0.000227119136083317,1.78113573736679e-06,8.8958209094674e-05,6.864194974718e-06,2.44798549252372e-05,1.80957518948161e-05,4.07088343858703e-05,6.39714135735444e-06,0.000806863981148954,0.000565507155561502,0.000160352764093331,0.000247041145590981,0.00119425820002115,0.000340959710918279
292,0.000232858887465151,1.87442004476105e-06,9.10521288074646e-05,7.07062474843837e-06,2.50534815981495e-05,1.84526405007605e-05,4.16885756660971e-05,6.44273243903236e-06,0.000806719687650968,0.000570376923651824,0.000159758154355634,0.00024271694021052,0.00118447864113679,0.000339202532406719
293,0.000238773691807903,1.94296009188207e-06,9.3194450802297e-05,7.28324808097925e-06,2.56383401076344e-05,1.88167769098706e-05,4.2691601747084e-05,6.49069333112694e-06,0.000806592817638782,0.000575373010135623,0.000159205156210977,0.000238471651064973,0.00117478457323142,0.000337463005851478
294,0.000244873159162878,1.98514225728386e-06,9.53861119818625e-05,7.50222482397951e-06,2.62345603398683e-05,1.91883235810871e-05,4.37183658755833e-05,6.54108549661897e-06,0.000806484809635527,0.000580451902736968,0.00015868826596011,0.000234323584404069,0.00116516639532343,0.000335736237164913
295,0.000251185042267609,2.00116852312119e-06,9.76280599280581e-05,7.7277175326053e-06,2.6842271516889e-05,1.95674477975018e-05,4.4769327626489e-05,6.59397249035789e-06,0.00080639768800058,0.000585579817828357,0.000158194241716398,0.000230271849710241,0.00115562354682177,0.000334020096164091
296,0.000257687986033582,1.9856692983682e-06,9.99212527388347e-05,7.9598914540653e-06,2.74616021614209e-05,1.99543218038298e-05,4.58449529040053e-05,6.64962390265505e-06,0.000806333402043377,0.000590713016620758,0.000157715916725439,0.000226316046343858,0.00114615557478132,0.000332313053857477
297,0.000264386606601325,1.94333747484163e-06,0.000102266658851914,8.19945289790392e-06,2.80926800633812e-05,2.03491229453649e-05,4.69457139386501e-05,6.70791820954297e-06,0.000806296942457455,0.000595815909697524,0.000157244413167887,0.000222470253042721,0.00113677183428839,0.0003306127166714
298,0.000271293450471955,1.87612538814566e-06,0.000104665256855055,8.44622548850246e-06,2.87356322481582e-05,2.07520338083476e-05,4.80720892799195e-05,6.76892217958824e-06,0.000806288142580407,0.000600849827797045,0.000156770299229411,0.000218736994358115,0.00112746420049072,0.000328916429696769
299,0.000278431859464302,1.78315644394773e-06,0.000107118035282566,8.70022313732887e-06,2.93905849467492e-05,2.11632423616767e-05,4.92245637844412e-05,6.83270907676237e-06,0.000806308010422849,0.00060578193014517,0.000156284585190836,0.000215109086909612,0.00111823068177201,0.000327222366265288
300,0.000285779636046294,1.67228843393583e-06,0.000109625992397733,8.96162235359677e-06,3.00576635678458e-05,2.15829420998941e-05,5.04036285994364e-05,6.89935470139678e-06,0.000806358190033525,0.000610597614151236,0.000155777386512227,0.000211594831514497,0.00110907124353575,0.000325528607924593
301,0.00029334032972317,1.54665151384301e-06,0.000112190135960889,9.23060224285e-06,3.07374179318167e-05,2.20113321873635e-05,5.16097811413143e-05,6.96893748113676e-06,0.000806440260747253,0.000615269258135454,0.000155243111050976,0.000208201604150638,0.0010999907728137,0.000323833229721346
302,0.00030112899354858,1.41043339069041e-06,0.000114811482982783,9.50734448233322e-06,3.14298366688056e-05,2.24486176035737e-05,5.28435250692152e-05,7.04153856388976e-06,0.000806560453443645,0.000619776919639883,0.000154671095622814,0.000204915482015768,0.00109099130757713,0.000322134727059948
303,0.000309162221120925,1.26971486164259e-06,0.000117491059462987,9.79203329428784e-06,3.21347654815552e-05,2.28950939405787e-05,5.4105370253321e-05,7.11724191274896e-06,0.000806716211409352,0.000624133015232438,0.00015405269791078,0.000201738595341778,0.00108206633855128,0.000320431484778772
304,0.000317417262443278,1.12899910146163e-06,0.000120229900113022,1.00848554171834e-05,3.28523261092741e-05,2.33514450004077e-05,5.53958327377489e-05,7.19613440286914e-06,0.000806908570499027,0.000628331215647867,0.000153385870652932,0.000198683237638182,0.00107321612429303,0.000318721420968673
305,0.000325895808424725,9.93055410857928e-07,0.00012302904806394,1.0386648772947e-05,3.35826393586726e-05,2.38173713540176e-05,5.67154346978407e-05,7.27830592026883e-06,0.000807138856889598,0.000632367836139137,0.000152658742170979,0.000195729802768007,0.00106444096834237,0.000317004113147299
306,0.000334614468289199,8.65207277872833e-07,0.000125889554558055,1.06971901316998e-05,3.43258250900494e-05,2.42931038685675e-05,5.80647043916628e-05,7.36394374170853e-06,0.000807408653708048,0.00063627802998519,0.000151865989953219,0.000192875545871316,0.00105575299226212,0.000315278586332961
307,0.000343580988266431,7.50554731073089e-07,0.000128812478624576,1.10164756258819e-05,3.50820022059028e-05,2.47788800003311e-05,5.9444176105527e-05,7.45324015670624e-06,0.000807724622946289,0.000640077656901017,0.000151008732049089,0.000190134345818543,0.0010471409028433,0.000313542980272385
308,0.000352772494643571,6.50868096013929e-07,0.000131798886738861,1.13447023141394e-05,3.58512886421355e-05,2.52749439452496e-05,6.08543900933444e-05,7.54611950644477e-06,0.000808082480726292,0.000643783324548049,0.000150074817426813,0.00018748487420929,0.00103860506812097,0.000311796734450548
309,0.000362188048397372,5.67418133827742e-07,0.000134849852465037,1.1682069584688e-05,3.6633801361921e-05,2.57815467900283e-05,6.22958925096243e-05,7.6426854717931e-06,0.000808483342448052,0.000647438999328999,0.000149063827294693,0.000184922226008566,0.00103014587921769,0.000310040007867932
310,0.000371844290114393,5.05494185950337e-07,0.000137966456081743,1.20287791140102e-05,3.74296563522944e-05,2.62989466636919e-05,6.37692353359244e-05,7.7430452943253e-06,0.000808928280006766,0.000651074443621502,0.000147979535700672,0.000182453402774331,0.00102177069496043,0.000308272409012221
311,0.000381738816444631,4.62847235901312e-07,0.000141149784190752,1.23850348237327e-05,3.82389686235265e-05,2.68274088895164e-05,6.52749763005681e-05,7.84730988644086e-06,0.000809419500935691,0.000654729144171345,0.00014681071471044,0.000180064025600587,0.00101347807483344,0.000306491779576974
312,0.000391849148129818,4.40767927014918e-07,0.000144400929308243,1.2751042835739e-05,3.90618522113402e-05,2.73672061372507e-05,6.68136787914356e-05,7.95559394311645e-06,0.000809962498154975,0.000658437106249162,0.000145562384272125,0.000177745410461291,0.00100526329031165,0.000304699792067677
313,0.000402171118852415,4.4236838523298e-07,0.000147720989438509,1.31277812052042e-05,3.98984201820231e-05,2.79186185755408e-05,6.83859117616406e-05,8.06801605522981e-06,0.000810552771159953,0.000662229914225822,0.000144240185811167,0.000175499002091621,0.000997126642953889,0.000302896593584385
314,0.000412719352240768,4.64263923494102e-07,0.000151111067629889,1.35149717234202e-05,4.07487846404844e-05,2.84819340244737e-05,6.99922496279055e-05,8.18469882439178e-06,0.000811191218626966,0.000666164417576276,0.000142834846300153,0.00017331605642007,0.000989070325312516,0.00030108174872017
315,0.000423481347196462,5.07894191994423e-07,0.000154572271512734,1.39125847120273e-05,4.16130567413029e-05,2.9057448108149e-05,7.16340765314627e-05,8.30576897922407e-06,0.000811878701791127,0.00067025253309109,0.000141355986706046,0.00017118596774076,0.000981102941458177,0.000299254930917412
316,0.000434435551656628,5.73433292557765e-07,0.000158105712819219,1.43208350976799e-05,4.24913820740198e-05,2.96455371675058e-05,7.33113814684951e-05,8.43135749301111e-06,0.000812618244231725,0.000674517496329125,0.000139810088341306,0.000169106471821144,0.000973214325711921,0.000297417907586785
317,0.000445574313155293,6.57522599505488e-07,0.000161712506884839,1.47399397422909e-05,4.33846101470362e-05,3.02472415771251e-05,7.50245785954629e-05,8.56186769601559e-06,0.000813413733277889,0.000679015914092985,0.000138190392618692,0.00016707269152571,0.00096540453285081,0.000295571215262469
318,0.000456907858321143,7.61049110942997e-07,0.000165393772131433,1.51701173887485e-05,4.42920853657574e-05,3.08621207936971e-05,7.67742633954528e-05,8.69730106522152e-06,0.000814260801912764,0.000683742006721203,0.000136509291567844,0.000165074129903035,0.000957673542891452,0.000293714472625966
319,0.00046841540100068,8.81184682685011e-07,0.000169150629531584,1.56115886055127e-05,4.52139151250013e-05,3.14905046879452e-05,7.85610361754784e-05,8.83769444618156e-06,0.000815160152641588,0.000688701743115125,0.000134773224375177,0.000163106870490938,0.000950030278144087,0.000291849139058626
320,0.000480076785708712,1.01455861652349e-06,0.000172984202054292,1.60645757302088e-05,4.6150205976502e-05,3.21327317282026e-05,8.03855019160907e-05,8.98319799070872e-06,0.000816112451312089,0.000693939316988458,0.000132978290578522,0.000161168250879146,0.000942468672654202,0.000289976524652332
321,0.000491881097850831,1.16022608398803e-06,0.000176895614091796,1.6530202367197e-05,4.71010636593965e-05,3.2789149131106e-05,8.22482701123872e-05,9.13396673311329e-06,0.00081712164651251,0.000699440069572455,0.0001311377799833,0.000159249702859559,0.000934985206456786,0.000288097453023921
322,0.000503831802554206,1.31339098246876e-06,0.00018088599086745,1.70081277707144e-05,4.80665931339137e-05,3.34601130116525e-05,8.41499546062525e-05,9.29016071455872e-06,0.000818189672733934,0.000705192639404307,0.000129257888417439,0.000157347521414774,0.000927579479545096,0.000286212157464337
323,0.000515903503710761,1.47066132976347e-06,0.000184956457824599,1.74982877995393e-05,4.90468986182793e-05,3.41459885325193e-05,8.60911734096612e-05,9.45194510811754e-06,0.000819312550564958,0.000711227131339409,0.00012733847941514,0.000155460263503314,0.000920254785584751,0.000284322653780623
324,0.00052807779585343,1.62832209879991e-06,0.00018910813999637,1.8000911654833e-05,5.00420836288423e-05,3.4847150052552e-05,8.80725485188827e-05,9.61949034441383e-06,0.000820490782288208,0.000717531678865638,0.00012539248066204,0.000153582462938019,0.000913014759964434,0.000282429954674495
325,0.000540341298092642,1.78258370523734e-06,0.000193342161356367,1.85162299961784e-05,5.10522510234241e-05,3.55639812743207e-05,9.00947057194253e-05,9.79297223773237e-06,0.000821724831152377,0.000724086324202777,0.000123426505626085,0.00015171205362765,0.000905850480254241,0.000280535016752943
326,0.00055268884895111,1.92986076359968e-06,0.000197659723191903,1.90444748820684e-05,5.20775030478878e-05,3.62968753906445e-05,9.21582743815698e-05,9.97257211246467e-06,0.000823019602134214,0.000730916650358391,0.000121446457611128,0.000149848313608675,0.00089876112406337,0.000278639081316384
327,0.000565095654647883,2.0660431928181e-06,0.000202062639730596,1.9585879710495e-05,5.31179413859187e-05,3.70462352299827e-05,9.42638872463406e-05,1.01585125090402e-05,0.00082437482041111,0.000738027869554353,0.000119463625200535,0.000147989566908366,0.000891745772805237,0.000276743393039264
328,0.000577545296795956,2.19013034443876e-06,0.000206551276134042,2.01406791598259e-05,5.41736672120052e-05,3.78124734005885e-05,9.64121802017745e-05,1.03514458163138e-05,0.000825787081852407,0.00074540437463483,0.000117486771256577,0.000146135499292865,0.000884813459849177,0.00027484899258318
329,0.000590023297451012,2.29904055484661e-06,0.000211126745127442,2.0710144650375e-05,5.52447812476008e-05,3.85960527934782e-05,9.8603792049346e-05,1.05511054410034e-05,0.000827256675646149,0.0007530836702389,0.000115529570472267,0.000144287300056,0.000877953877320368,0.000272957376179202
330,0.000602515064217496,2.39176035586507e-06,0.000215790154813927,2.12938666192123e-05,5.63313838204441e-05,3.93985337983702e-05,0.000100839364260421,1.07576972738534e-05,0.000828783850379448,0.000761106629814374,0.000113600610481701,0.00014244599475384,0.000871164638139828,0.000271069470984333
331,0.000615002357201681,2.46968254322433e-06,0.000220542607910057,2.18917378716102e-05,5.7433574927013e-05,4.02192475391034e-05,0.000103119540722615,1.09714333802878e-05,0.00083037443567102,0.000769471404475769,0.000111712390055285,0.000140612895884002,0.000864444436440129,0.000269186152312016
332,0.000627470933746007,2.53127667540169e-06,0.000225385200962541,2.2503997875151e-05,5.85518900507476e-05,4.10586489999741e-05,0.000105444967475932,1.11925321256788e-05,0.000832025812186809,0.000778243057782682,0.000109885612218903,0.000138791267058587,0.000857796801407395,0.000267308538700471
333,0.000639907004960025,2.57908536708268e-06,0.000230319023546315,2.3130887076979e-05,5.96864644377366e-05,4.19172036733404e-05,0.000107816292438592,1.14212182998329e-05,0.000833735295289939,0.000787523597719383,0.000108124903118344,0.000136984511411504,0.000851220442026664,0.000265438478584406
334,0.000652287497779141,2.61528077348331e-06,0.000235345157444143,2.37726468512181e-05,6.08369367369778e-05,4.27953876935497e-05,0.000110234165122415,1.16577232405182e-05,0.000835502962520067,0.00079732287888238,0.000106446567224907,0.000135194433267593,0.000844708328614622,0.000263575952766716
