Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_stressLink,g_bike_stressLink_f,g_walk_vgvi,g_walk_speed
10,11538.771158154577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.071442444507189,0.0,-1.694873782351436,-0.8957886912476508,1.1959016736504249,-0.19691305556322292,-0.6478314355988037,-0.5451192949077607,0.29227958982911084,-0.33473698976150035,-0.5626186092427385,-0.817457260064445,-0.04488903539823308,0.29492243581729183,-0.6550071839559751,-1.2675051161899358,-1.0622322589041842,-0.14943950823248758,-0.17200225281444936,-0.5009414557843753,-0.2230054214063122,0.5097459905917802,-0.7841631980091092,-0.707115922913796,0.4193386487316848,-0.0829098196892103,-0.247914027185327,-0.37982351855792695,0.26121358373882675,0.6529608514299039,-0.2985736665419193,-0.5059567485380734,-0.004149540086334566,-0.0013458945318306544,-0.12989016520223837,-0.24466776270027366,0.029468888014264116,0.28970431536612634,-0.796393949651595,-0.22493386334790683
11,11517.789906294356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1767245495024623,0.0,-1.7847346397866117,-0.9787887505078315,1.4696722495433225,-0.12304320376665033,-0.5619124992425646,-0.5859026341746262,0.3631018160994106,-0.46458469074194797,-0.5368235939847207,-0.7824810184846247,-0.04666543419990556,0.208805395065033,-0.7241518148927578,-1.2456625503342025,-0.9835250061661666,-0.19906245265465494,-0.15234567834700755,-0.5322951137412057,-0.17362721395499642,0.6775477877632765,-0.8351740042599425,-0.8609494232741708,0.39050384947995714,-0.1282229315633158,-0.3634023476767917,-0.5082992627537125,0.3009108674077483,0.7335181152726491,-0.34990479716889783,-0.6710660505105359,-0.004119934372158404,-0.0013527790724028042,-0.1552430809261538,-0.2418596606153977,-0.28885905783413457,0.36367155505824456,-0.5986813731807745,-0.4189837795864635
12,11512.931368420663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2635314623327356,0.0,-1.7436602669766617,-1.0573880768753754,1.5236137771478526,0.02483708648795087,-0.3917647708308388,-0.6268832714939994,0.37670083002729327,-0.6924210594878751,-0.4718639325027553,-0.6925704433910105,-0.1100279168211439,0.29221479806793405,-0.9382083105452517,-1.1137090884408054,-0.9672282698971328,-0.2940637494172236,-0.24886401615527814,-0.5649217648196097,-0.0383104994964146,0.7715002591886111,-0.8511043632020306,-1.0690228055171584,0.5395898873826933,-0.21244371478318674,-0.4610725164262528,-0.6481828484656016,0.49868264402691376,0.8129631727372703,-0.31940558105557504,-0.8876022652818318,-0.004077627543547125,-0.0013403917901297028,-0.15837041357442008,-0.24335619518576634,-0.26901812760637894,0.20651727003154088,-0.4607213000477701,-0.5324382645000163
13,11501.04603583675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.39428426962407,0.0,-1.5196347460506268,-1.1658782277523205,1.3918883194270717,0.41642421232484783,-0.0893765557993807,-0.6444747989592602,0.3685230001388308,-1.277524750220172,-0.5448830978359865,-0.535698124222754,-0.058279698588841175,0.3258095135939794,-0.6631046067143795,-0.9761569553592848,-1.0017060433866156,-0.5565899394902101,-0.5029966744641154,-0.6446212937064364,0.12676870610148724,0.8486187566032606,-0.8571563251207521,-1.5174029660433914,0.7896276225405356,-0.4467339457235201,-0.7206792973547855,-0.9994153998095603,0.7304001613710072,0.9673014908375769,-0.3744750743468234,-1.3817275461831184,-0.004178085473849584,-0.001388148174438839,-0.1439627037681297,-0.24534433011042647,-0.19592733583494773,0.3885935815608351,-0.46765483513528205,-0.5086557082113142
14,11482.933232496933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4443875026888873,0.0,-1.3755065101706407,-1.1661231907401537,1.2374114000137788,0.6823779135270898,-0.003164591466727429,-0.56476380489459,0.24938513249414102,-1.7632093999703398,-0.44823715500956324,-0.7492507643281966,-0.037596240850108556,0.5019774694924407,-0.6111442968686375,-1.0246120326362207,-0.9417871170456223,-0.7902694824886384,-0.5983183212218758,-0.6996715289634626,0.3206999598122899,0.8237132113635653,-0.8206439861750914,-1.7870046895740543,0.82908811979062,-0.6653185945466038,-0.9147711380363107,-1.201040866918926,0.6207770414575482,0.9473478262779428,-0.4550146090604066,-1.6672459593386257,-0.004117539766239797,-0.0013532964657380713,-0.15126239765163374,-0.24197381890650074,-0.27223268796839944,0.41210106772603805,-0.5157896393844271,-0.4761042180695457
15,11456.39210062809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4486383238648575,0.0,-1.366289562355705,-1.079968463167229,1.1723704134813777,0.8925270134533643,-0.09071195110011762,-0.35963148857817095,0.26447708909226586,-2.424064030303449,-0.674664519082761,-0.7234458865924626,0.07175105568331229,0.5314064127925189,-0.732586233025665,-1.0350359439654826,-0.841348192987412,-1.1463423178254095,-0.5210635571224275,-0.7879115747038219,0.4589979332124378,0.6915063394170111,-0.7579551658059872,-1.9586190502109737,0.9385211822444872,-1.015192710338427,-0.9026771162128098,-1.2506519090329922,0.45882411129440104,0.7754966000898246,-0.4601613798240453,-1.8147145477944726,-0.0040828807294224275,-0.001329572415307813,-0.1544890412304746,-0.24061858614044707,-0.2746240803781798,0.4680698238415377,-0.5297242038998379,-0.45959336565527675
16,11408.709341675776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4337083610194066,0.0,-1.4701080582120094,-0.8901299654967493,1.1532527687930625,1.0973023042467585,-0.25474722518595005,0.003326791722246314,0.4362784344916122,-3.6848398999423226,-0.4576304978939241,-0.740725403583013,-0.06611785999733648,0.3680617953603399,-0.6913941466680561,-1.074530476028341,-0.7892656700971422,-1.8595015584013543,-0.42652933436392804,-0.9195734006920911,0.5581733438618002,0.4311504547116612,-0.7447552022359354,-2.142982678204384,1.1982379582825355,-1.728484198972835,-0.7590074178272875,-1.1904684791712223,0.31703896013277033,0.4575722472318696,-0.47058921481861804,-1.9388954726508028,-0.004122469657008779,-0.0013687396198023799,-0.14226118348003186,-0.24161179654016407,-0.15342526510150867,0.6105697332237755,-0.4880916409829074,-0.4683743218215878
17,11350.875372543358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.423677487240109,0.0,-1.4644363001239733,-0.7583333433641267,1.056345548376287,0.7435003110048533,-0.07302550687892057,0.017227439354447666,0.4111954247666913,-4.71711951704174,-0.4736176872526713,-0.6993576542746786,-0.01740759351468553,0.3325385182206541,-0.6138077935861607,-1.0988992393821362,-0.8509961861095938,-2.49900455413529,-0.5027670438288833,-0.8707991547257524,0.5572184534104324,0.3459050754926665,-0.9242862335291613,-2.073001543170122,1.1631562616149271,-2.392922894775435,-0.6859471961541395,-1.0654219871906827,0.2575715715485294,0.3326976722708151,-0.7041261711878164,-1.860328946461356,-0.004060801738287838,-0.001353001708449157,-0.14486641528082778,-0.2388131617141641,-0.20696841121175955,0.4824876316395199,-0.48275344081016874,-0.468330622255206
18,11301.306061879268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3225308604213213,0.0,-1.2811891806289017,-0.8515629466414832,1.1654493458947086,0.505651873807964,-0.269918433550805,-0.34208278227166294,0.3299659427245823,-5.71802694713443,-0.4272770466687988,-0.7466944918624777,0.0169766206905025,0.45355898732795596,-0.7125618045298774,-0.953586273287368,-0.7235846080267336,-3.1932427117906284,-0.41223988731254413,-0.631619766958847,0.38313041067355497,0.45123319477278945,-0.894414453557655,-1.6797532802701869,0.8561644267048778,-3.1385513358616985,-0.8376689066783817,-1.0349341454819427,0.3523691999608901,0.45794522637479107,-0.7685535458942362,-1.7283638422854264,-0.004092097950735811,-0.0013384037875771929,-0.13055959738564632,-0.23131388861690466,0.004405694693973866,0.6583558251676964,-0.5874174733908378,-0.3723030609920339
19,11278.168333024509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.210085504291785,0.0,-1.1705461864388729,-0.8988510658872084,1.1434554179120804,0.48888168645894936,-0.5191145473214666,-0.5292850079757356,0.29361641417209333,-6.104418574962998,-0.47606414993156365,-0.7714442292098969,0.05486681007711956,0.5387033496391851,-0.5874918525949966,-1.0997488176977073,-0.8038619765454277,-3.5008226965496174,-0.39604309141896704,-0.6118997110236606,0.31688668999735103,0.5450764762854101,-0.8498264345839219,-1.4375837048482079,0.797743281566319,-3.47237961997131,-0.8561932542162158,-1.0536980028301899,0.4367703121617771,0.6403859752773755,-0.5595479239420418,-1.6436926930279743,-0.00402671219827427,-0.0013171910801888374,-0.13486075510039255,-0.23159271777068868,-0.034897280509588485,0.5372317986903712,-0.5108183985776446,-0.4345447916405521
20,11261.766939081705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.069551970331707,0.0,-1.1951813133436713,-0.8672216351404447,1.008459265725136,0.4913517168059362,-0.6451988598933514,-0.6540670088394553,0.3414690038733591,-6.345256242596294,-0.45735846545202824,-0.7574047540234267,0.05202027155896279,0.39085772851007383,-0.6802429451815855,-1.0481752853423547,-1.1026471244035096,-3.7683690923176414,-0.4565528428177073,-0.7622381221950933,0.2935535205650633,0.6757049939351292,-0.7882842129345977,-1.2331494450812606,0.6599208389933222,-3.7623752511649493,-0.8984020137550767,-1.1951284718200323,0.2497761416194948,0.957651601450555,-0.3653499874914873,-1.5677695512604541,-0.004028592988804849,-0.0013172000843172048,-0.13080210830291478,-0.22911449301048292,-0.08380132080503298,0.45975138987960584,-0.565574122474583,-0.39213823606345594
21,11244.994453507443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9900234598220585,0.0,-1.3942012527235734,-0.7870174870761418,0.9230866529451456,0.3908531848791891,-0.5031008357523398,-0.6108377674017638,0.4320103256743766,-6.41574869743945,-0.49207761941842454,-0.7257700689726522,-0.06934738450020286,0.6270242623706922,-0.6502914827705626,-1.0710592684786195,-1.1528554149571681,-3.997072439496076,-0.4194564670416681,-0.9244481510322065,0.3985392210740824,0.8668869182704853,-0.6352337243508466,-1.0920460326439114,0.6344017109549492,-4.00654038348069,-0.8736571353634129,-1.3019511689612446,0.15781598528234406,1.173621609824504,-0.2167067427200656,-1.410108055129813,-0.004023864228850234,-0.0013238709320895102,-0.1286030097923053,-0.22896301101735914,-0.0738935629371952,0.5689781448686456,-0.597456499644482,-0.3628356337784141
22,11223.81101933445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9607066962106465,0.0,-1.5505352126223935,-0.7433246522945229,0.8994609100614895,0.33243177185018224,-0.3400773686242411,-0.49607637948910727,0.2737859095940674,-6.410828696724904,-0.4894464254742055,-0.8819217388334991,0.08888937807232059,0.6465462484121111,-0.6605363138958138,-1.0595504013578356,-1.1909703961311933,-4.222571739602034,-0.43808351375677784,-1.0510508046320894,0.4984430415553001,1.0365907665153928,-0.5112367994608219,-0.9999479063357923,0.7109592132173397,-4.2399092377472485,-0.8256176268646692,-1.3255076560140815,0.17878273833525607,1.305358217500687,-0.09604598487710002,-1.1971428377515525,-0.004002002202992324,-0.0012850041903113266,-0.1184638469825959,-0.23086376314516516,0.01269461540693445,0.710010962120528,-0.550287270706671,-0.39109038781732425
23,11154.818944239334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.190334475715586,0.0,-1.2622477493590492,-0.9845809407069408,1.1872564349132464,0.540785794692056,-0.2131188402019876,0.05451117598896532,0.1803602394508999,-6.074448191352695,-0.5004717837393807,-0.8030428637218828,0.14969284367247526,0.7874242916942644,-0.7168083484938981,-1.1329124909196593,-1.4772296555583337,-4.905050955504189,-0.8154276427485582,-1.0941847401547031,0.5278108836802523,0.9809983563732106,-0.408837940854646,-0.9642451602365614,0.6608774811477812,-4.900489252433709,-0.9836180101926876,-1.1800042768740158,0.2162100616861499,1.0663862694670678,-0.2883925632706593,-0.48999010870756576,-0.003898326757068189,-0.0012247247936280335,-0.10266349682009232,-0.22733572798595617,-0.007860482190562162,0.7423575693643971,-0.5920172272895264,-0.3524262863797642
24,11113.81180332928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.313563691260391,0.0,-0.9876029227163302,-0.782769656279333,1.1629980071235566,0.7001929371849615,-0.03758770114972715,-0.07494785220382016,0.36952763161692037,-5.764245011985285,-0.6310126984133255,-1.0686578762050065,0.10470947193482005,0.7609854301830797,-0.7566899707156703,-1.1402664235813857,-1.50929226100084,-5.252837194339026,-0.5735702402071091,-1.0482024232412845,0.3467932186806516,0.8891641653482919,-0.7497933699669073,-1.0588503989737106,0.6837415292934714,-5.193050230281981,-0.9047817461394442,-1.030063749153408,0.2485429067758031,0.8941634386927826,-0.3541153582051949,-0.4976258216519576,-0.0038279630919847425,-0.0012061376650529762,-0.0937578374721028,-0.22631181924003174,0.023116225078439235,0.7012796911795104,-0.5965331984923538,-0.3442634690873984
25,11090.6263627874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.308894509780442,0.0,-0.9792263101912082,-0.5923210204756215,1.1827318571574508,0.7003280801853677,-0.046239670081474574,-0.1740425546690232,0.20958560794790945,-5.533656310995492,-0.5324829699610005,-0.9116678404389567,0.17340572453542857,0.8083770798541375,-0.7983921280504223,-1.2733696539734332,-1.461540008818412,-5.423781262997066,-0.4362754764029624,-0.9745722564925519,0.14314262264314004,0.7643615182070381,-0.9640663114853975,-1.1662908440643136,0.7046589310209023,-5.304415887787883,-0.8140596030639278,-0.9950696423991024,0.18065618148424561,0.8736701930856812,-0.41153389763265047,-0.7447949631363584,-0.003784954009173309,-0.0011693717295209614,-0.08669543743563944,-0.22469914409368621,0.0740848601578982,0.6696827662405516,-0.6191079132770547,-0.3243120874212937
26,11078.948942085688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.196330060506821,0.0,-1.0936418980771214,-0.5565381021855902,1.213078261731591,0.5315305802855071,-0.1885025274109668,-0.16671720979913732,0.20170682135069543,-5.279398312206711,-0.5928597753303164,-1.0075083874122164,0.16975136137746022,0.8708844172993777,-0.7498566523750684,-1.1436034012273313,-1.4205870771533242,-5.518674360117096,-0.5287318730508191,-0.8471315557538734,-0.06527782776566138,0.5731537794849848,-0.9367956313204445,-1.2668563600001623,0.7830157128064168,-5.304718818053002,-0.7467949780720735,-0.983070305081967,0.14042865724332756,0.923111838450846,-0.509539366188752,-1.063619761245917,-0.00374310633488401,-0.001153842112263717,-0.08524176630280847,-0.22401420907543323,0.072431938449907,0.5812148190124689,-0.5857921701490832,-0.3539806068483354
27,11066.878419721568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.958812262653754,0.0,-1.0873592434276274,-0.8020153893165468,1.043987903464696,0.22607840540366586,-0.29507810584227057,-0.2131186086287941,0.2954357212412827,-4.846003094260365,-0.6137002895820904,-1.0363004848113726,0.14820987779589054,0.7536158838383478,-0.8381669394963075,-1.3247115110408723,-1.2834426759765984,-5.597516529188639,-0.5834372904387042,-0.8614789126499484,-0.2089724510842204,0.6103136654531001,-0.8985077627583229,-1.4061640560076551,0.9545728360430211,-5.183191392844635,-0.8173008235942117,-0.9563472807763471,0.09492621558843078,0.820626023470417,-0.601749811919426,-1.3260276328704745,-0.003707843225179789,-0.001138682146212552,-0.0837907459159721,-0.22408230000318266,0.10511592734263367,0.5616580693741721,-0.5745297053928458,-0.3578709344736063
28,11046.277404397919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6572003249065452,0.0,-1.2094280503323867,-0.9343085754137551,1.0100859993879976,0.03643404398269057,-0.4691513641328126,-0.670022417926434,0.1986908176405056,-3.7483102837212923,-0.594112275249522,-0.9681264673767171,0.1684269133473983,0.7688883378731759,-0.7142085824095781,-1.2017168795076076,-1.2817823974982043,-5.724421516170445,-0.5740740637272208,-1.1942089990758165,-0.2457743933243624,0.6055290767858356,-0.9611297001401725,-1.4870989812617448,1.24486778278165,-4.760999442666627,-1.0290813407862431,-1.048623229625804,0.0031870741338865527,0.3089262469950632,-0.7342086206529018,-1.4265970594990993,-0.0036406121726469806,-0.0011117983535198842,-0.0862794362987206,-0.22307883311454157,0.05492447454280095,0.43168597276299725,-0.5760524615552226,-0.3411343250149326
29,11020.318407278666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.661874224883755,0.0,-1.0069257052281446,-0.594211429854687,0.9292364525505635,0.03828009769628252,-0.5739249823889032,-0.6652034276997701,0.2301930186009633,-2.3597483959663283,-0.5747831027843556,-0.8917884393061579,0.1605843433464918,0.6685833430850993,-0.772200953492983,-1.338551369010791,-1.1426403664563296,-5.843305114945583,-0.7280011955537009,-1.1237828054862262,-0.14445075030367432,0.5529132257330767,-1.091660830443569,-1.3527876362817668,1.2676838507721286,-4.142151047678161,-0.9028228913720605,-1.3365439563965245,0.11141207908334341,0.36826749198694264,-0.9278726201933689,-1.4012607498205878,-0.0035328061675248936,-0.0010738265463769506,-0.09366025389150608,-0.22011816387765873,-7.55798056467645E-4,0.4107828920539649,-0.5322298123345389,-0.3626649080956054
