Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_stressLink,g_bike_stressLink_f,g_walk_vgvi,g_walk_speed
30,11007.538983481618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7588118892051012,0.0,-0.8505107448504656,-0.7786208871669961,0.9251154607726215,0.08550779400777013,-0.38400825330972976,-0.3383011287784222,0.1358086119799769,-1.6500961188279866,-0.5350290769196777,-0.8171315174989239,0.16566743300829004,0.6922590992037977,-0.6738733155864602,-1.2302403893218452,-1.1843322643112868,-5.8799958039528635,-0.4872608493192351,-0.9719898099559272,-0.20177983449575246,0.5339553692602946,-1.2945859598122236,-1.3543969513042777,1.1151678606969564,-3.668210149798872,-0.8752973505455948,-1.0944144553940736,-0.02860396156040615,0.625743807528767,-0.645859839094385,-1.4470635019416018,-0.0034623648958518397,-0.001048168231290698,-0.09668874731010411,-0.21724435885956223,-0.02647577640036892,0.3197120375326076,-0.5433061978828936,-0.3412413331035817
31,11002.322137318548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.719977588272757,0.0,-0.9927672832181432,-0.7466847240338806,0.8660618188867657,0.24481967764831014,-0.2810882051288006,-0.3677212177001734,0.13129483873249295,-1.6798108585595222,-0.5484221235816592,-0.7931043468366472,0.16405107887340192,0.6613726542027829,-0.6683961577448545,-1.2847299655532325,-1.2039116743153568,-5.845623457229566,-0.5132534296928902,-0.8287889663352046,-0.27766597413245514,0.558616877038065,-1.2149379715731239,-1.44504710470133,0.9454354280957973,-3.4444178660379396,-0.9047725276538288,-0.8829547637462144,0.01874636180753412,0.6741741354390688,-0.5828068257309051,-1.3915975390603772,-0.0034327635563986022,-0.0010353082718320558,-0.09725761189779221,-0.21555341208398648,-0.03187154115168844,0.2754743083733757,-0.5594644658577747,-0.32656940770339854
32,10999.24567045128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.664479687770055,0.0,-0.826107107095174,-0.6151687013281325,0.8302598873965017,0.17807615817582267,-0.5102930196783089,-0.3950173972378811,0.05992711192133271,-2.600218814083088,-0.5009018983481959,-0.7258515586633686,0.15505989139548304,0.7007865400482955,-0.595848287258595,-1.1360291210682005,-1.2374305623798805,-5.601898445900603,-0.4585176408676567,-0.8798942162165267,-0.31633997101042954,0.9028626465069787,-1.1567218040681158,-1.839594205388435,0.6505581414722561,-2.652554189946539,-0.5424622546986547,-0.619600960933792,0.10782252372853685,0.8943902213867831,-0.6696230380966282,-1.113531033472822,-0.0033527739357857803,-0.0010118111255293667,-0.09368306993089885,-0.21377260476647794,-0.01625134723327195,0.24032925296748683,-0.5903540064385427,-0.28753204538490573
33,10992.303854919772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6958119676037207,0.0,-0.7310510205575216,-0.6345868768221649,0.882099972093953,0.06676501030530067,-0.43018131374046126,-0.5022719185422797,0.04962335520567059,-3.1876970171549486,-0.4758939265852932,-0.7084975692599337,0.14767440552019487,0.6463408969482225,-0.6032327555749425,-1.1597492193451338,-1.224183265314537,-5.448019806056051,-0.429859831382622,-0.8981824853578084,-0.27245126399740277,0.6662180526230387,-1.0707891088125456,-1.756177429827134,0.6195382945397775,-2.2759876729061994,-0.47487555212486277,-0.6770736211098826,0.10746867747794855,0.9680757237103301,-0.5757540977610822,-1.0311888724853573,-0.0033075461208498342,-9.952167429241067E-4,-0.09401262576315374,-0.21319151999492025,-0.025148907642498622,0.2823501894977767,-0.5728766925211431,-0.2957599302318755
34,10986.492466545413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6592145611582243,0.0,-0.7963554953176619,-0.578271004569076,0.8566589654282746,0.003530841787185532,-0.4562665877154122,-0.387470505773356,0.0554224301195869,-3.6928335106431596,-0.48989173165880795,-0.7041748455627233,0.13921133871464167,0.6163675404438332,-0.6103851578516859,-1.1291257699707675,-1.1913206885007357,-5.2985658963507865,-0.46791562566061645,-0.8227545851411313,-0.2251050836142467,0.6287289049643108,-1.2920276294996085,-1.4720455219781023,0.653543723534579,-2.0514971262958426,-0.6570890805162735,-0.7907471409747722,0.18091454816613353,0.908696191562016,-0.4639317467588585,-1.051466072037664,-0.003266380199006578,-9.824085254376879E-4,-0.0929575852105711,-0.2129221984009249,-0.023128639897319222,0.31396120930877897,-0.5818256164158154,-0.2829883065732241
35,10983.323866590228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.655731777019721,0.0,-0.8228658061576511,-0.638456487259634,0.8316717106246394,0.1370851155946869,-0.4010462002327118,-0.36214022923579003,0.04482374432867516,-3.838379462088989,-0.48969449196808834,-0.69915986175972,0.12996826632415526,0.6271649030012784,-0.6148942810324531,-1.1172296518529574,-1.229723805240669,-5.207422102999961,-0.43459886326822605,-0.7837547789195293,-0.25445508866271205,0.6972503248683405,-1.2802291871016567,-1.1880591248779173,0.8032541250979757,-2.1704632039161424,-0.6171895371678513,-0.8026035868218618,0.13194150187354703,0.9024872627141735,-0.6363549440549678,-1.1246487039967692,-0.0032389292791865647,-9.726731904047762E-4,-0.09313633318083564,-0.21376016797962522,-0.021917493611256195,0.31386435151222297,-0.5590649004404101,-0.298813989591266
36,10980.446969309653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8106420461419717,0.0,-0.7025939865160414,-0.4387177022890502,0.9210768360780968,0.10252196148360684,-0.29976413901214505,-0.3175871841005511,0.03230846277235076,-3.8140921997410726,-0.4890321280132575,-0.7010375481546437,0.10722289568918593,0.5853919413706571,-0.610181938787812,-1.0979771079478482,-1.355201484042618,-5.008564576974191,-0.4611009197933648,-0.7670574663386334,-0.2884021579475044,0.8689442042641355,-0.9857415664197866,-0.9744618115930519,0.8871718023503307,-2.842607804397497,-0.6773838488378352,-0.8131647477083219,0.12508271927381096,0.682626522607245,-0.5701050877468953,-1.351121485363849,-0.003189497849685893,-9.567521301059163E-4,-0.08962878303028868,-0.21293609289237644,-0.0012073223515718934,0.34137129072009575,-0.5653709873355787,-0.2880075047608719
37,10973.828250498225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7169745387368254,0.0,-0.8020681085083567,-0.46859812943644585,0.8573511382377154,0.11789015346186796,-0.314775935846708,-0.33677347924257983,0.02103334142765719,-3.5232479791029734,-0.4920124557699137,-0.7251631203323662,0.08162335957225862,0.5573251413337321,-0.6350399453394758,-1.0427772798287838,-1.4450390813545648,-4.677719941314484,-0.3577133820573717,-0.8117354616684002,-0.01646588197906551,0.6118547632809143,-0.9653694658705952,-1.0841266301773136,0.8519024980785586,-4.187733626787823,-0.7398377507857727,-0.9324418946833449,0.3966887725007019,0.7016828298236417,-0.6122261363392194,-1.3271290142562278,-0.003145815167887867,-9.396163030937788E-4,-0.0844196490016625,-0.21334341113897065,-0.0010168888761186933,0.5019237059236469,-0.5666796907476795,-0.27988940264032747
38,10972.095106302138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7062498160656507,0.0,-0.8192673794678196,-0.49469136448652123,0.8755429612123382,0.1532489584326628,-0.30549343703059145,-0.40116622399417473,0.030912080976432638,-3.4521916333616893,-0.49982018381095333,-0.7325910804550133,0.06719017397675989,0.5590432578733066,-0.6316547038605291,-1.0230422216624933,-1.3515811980165655,-4.607734241382715,-0.4739646518549281,-0.7755540037664689,0.005320614563624478,0.5931589348267763,-1.0352791608518392,-1.1414055953011926,0.907774912255291,-4.441207264592419,-0.6997147402717637,-0.9600328545562791,0.3153536061189996,0.713211824660325,-0.5425977996814111,-1.2554091937273062,-0.003139017765910104,-9.388989997856049E-4,-0.08323755668679862,-0.2140271312009178,0.014563486834157037,0.535099770080213,-0.5696057095000413,-0.2726248007847406
39,10971.347756377658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.718515526747125,0.0,-0.8207930516776578,-0.46887226022366046,0.8732010241584552,0.16763715052386644,-0.29310750133818175,-0.38815126973840836,0.03265771882167071,-3.4225451770370796,-0.5041607579667917,-0.736665955168026,0.0639297337491121,0.5558018559607303,-0.6288459546520367,-1.023233461959077,-1.2767109750090722,-4.57207283350209,-0.47141094347951845,-0.8162118379614802,-0.10241746221354825,0.5725766114820576,-1.0394799031515782,-1.1848549298410052,0.9629596488074987,-4.487892271811492,-0.7710291459636625,-0.9892601990431299,0.28666088588760963,0.7631440420352639,-0.5520411162424825,-1.1776637643128698,-0.003128823164308783,-9.36776752324149E-4,-0.0833463477626031,-0.21438248481084624,0.028091599066264482,0.49884994630284607,-0.5624338451191451,-0.2772638443328969
40,10970.384623213307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7120341089504922,0.0,-0.8525957210802835,-0.5300935885331153,0.8600637008292661,0.19896528505749222,-0.26063893824110357,-0.35867223684489963,0.029584697391656242,-3.376482244737944,-0.5063698180293871,-0.7510055340418829,0.06767148813664828,0.5561832772894679,-0.6318013536143391,-1.042729206767291,-1.2360272014339877,-4.495238535256389,-0.4733319151356456,-0.8443466040844775,-0.2089921541598348,0.5765879927401906,-1.0568480790535784,-1.2201366662857365,0.9204779904952064,-4.429290886191656,-0.70674654569396,-1.0860216107528535,0.300034919728205,0.7128867655551127,-0.5297482538443049,-1.1710528194913052,-0.0031304628213480843,-9.365350406296417E-4,-0.08400717335466111,-0.21409870764596137,0.030832436523665296,0.4529056119454651,-0.5735929214302564,-0.2688524938686292
41,10966.055482164855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.695103133026895,0.0,-0.8735957771196327,-0.5934197408873932,0.841727026448438,0.24801590158533804,-0.2957989454373554,-0.38877397761663857,0.059060266566349065,-3.156567969676072,-0.506293893524751,-0.7386755384186221,0.0751187269680077,0.5863298016122803,-0.6912828276031354,-1.1377089146720132,-1.1944619525111289,-4.123621287288304,-0.5302402969544229,-0.8785451287163016,-0.16543334992182512,0.5480616789997262,-1.1362904942282934,-1.3193628404474707,1.0186299391396938,-4.001503599027793,-0.7126677125791857,-0.8918603077644499,0.23179843463356292,0.7370929361298689,-0.5298494886701224,-1.2745565548244304,-0.0031707978280725033,-9.527559931020882E-4,-0.08927609538130055,-0.2172027835079447,-0.011303712710574329,0.45432573763703915,-0.5726516438623463,-0.2649711955291437
42,10965.906319907941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6814465693370324,0.0,-0.8821967427186462,-0.5944287197049417,0.832251127131543,0.22720589810170697,-0.30589418989375583,-0.39671312004073145,0.06071047586785626,-3.0921141606841043,-0.503146919172114,-0.7353812816007915,0.07636036631997795,0.588648264558337,-0.6929545202637979,-1.143384862022979,-1.2800728732091002,-4.035031884913732,-0.45608021227369583,-0.72087242187372,-0.1456831125306589,0.5771290487424872,-1.1052827655605095,-1.3744812362564915,1.0982258214274705,-3.8224859247555774,-0.73354247993779,-0.9652153771360162,0.18942750818472986,0.7173241499691863,-0.5361666649744714,-1.2249860497087361,-0.0031790569480266546,-9.558278208213755E-4,-0.08889718430464334,-0.2180093824966147,-0.012354110744066569,0.4650159991386542,-0.5657636486344626,-0.26737579530106437
43,10963.354685640099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.671528587249794,0.0,-0.8939732876278779,-0.6059391181485833,0.832390013986184,0.2369998195443264,-0.3031943124222981,-0.3907551446003002,0.06545624579372036,-2.7676524467920736,-0.5124760092311356,-0.7591862555814016,0.08731001483750499,0.6090513677222439,-0.6835472641802839,-1.1312575970662482,-1.2826203875606472,-3.6269097911624617,-0.47219244963904183,-0.8052835442690252,-0.1281376050650515,0.6083257072729464,-1.0514758898722034,-1.2805073945992824,1.0963582355652435,-2.9287174975485484,-0.7391686364399466,-0.9583420612411772,0.19964913948686078,0.7137809421975713,-0.5820393908606113,-1.254826323453943,-0.0032010063629441857,-9.635141266073444E-4,-0.0861533692161903,-0.21764748717564036,0.020254833497303705,0.5175879581344681,-0.585443045447479,-0.24064023826484798
44,10960.678507438288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6774603564183224,0.0,-0.8547720982235812,-0.5944200068848778,0.8400682481863498,0.2467330014255098,-0.30452974548364803,-0.3530661464742708,0.06485961448577976,-2.919601869292085,-0.5193674164759949,-0.7530016597876521,0.09062017983413014,0.6045511921541523,-0.6673839637872786,-1.1286219133424515,-1.2424309503422872,-2.8621140170519452,-0.49517425259537257,-0.8675460117308937,-0.08487981980556669,0.5852545759882241,-1.1066547685163919,-1.224664475970118,1.0805836773203343,-3.043017516647306,-0.7477762425932234,-0.9704591203522791,0.23144203209138087,0.7564544746539223,-0.5623662072514216,-1.2875224482992107,-0.0032217035354645935,-9.682234528171821E-4,-0.08423417925978922,-0.21691709952243135,0.046417037591842195,0.5977773046105286,-0.6257796598645117,-0.1860975828676374
45,10958.486469479385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6783847894062585,0.0,-0.8328307179601153,-0.5769854126610262,0.8370889934924756,0.2536122462997147,-0.2973862645605383,-0.35014294293250503,0.06467012958578788,-2.9734443126279535,-0.5181053362700324,-0.743555328377474,0.0823501296648231,0.5961170562401094,-0.6654886206468458,-1.123323496915276,-1.2416862342111386,-3.3342729061282688,-0.49961606388839985,-0.8727077455235245,-0.0664424313199922,0.5660555095238123,-1.1409922331260094,-1.2723248105251461,1.0836711219692012,-3.1485395896045123,-0.7429931282326355,-0.9626827313985832,0.2522597454711439,0.7688742512776435,-0.5432713389904041,-1.3243925007044008,-0.003227278607425066,-9.697542708818753E-4,-0.08467070975826042,-0.2168081754166767,0.03846895675032684,0.6406670096658673,-0.6612193904219938,-0.1362059109150067
46,10956.749329402619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6642790815632913,0.0,-0.8382415953881757,-0.5636311915696349,0.8267676227603504,0.22549347941864797,-0.2980913795221925,-0.37033564576504896,0.07685745103186921,-3.022848290915761,-0.5158098361240204,-0.7535357140983815,0.08141099404694073,0.5971460765596565,-0.6731128980025124,-1.1294277197060132,-1.270467679638469,-3.4360177459675163,-0.4985389306687609,-0.8558294328978429,-0.025611436350904404,0.5722585821725263,-1.133095079505197,-1.3023597135085958,1.1426771853804547,-3.2965353351220226,-0.740983767838784,-0.9717218590930417,0.24819917008518808,0.7615612248488075,-0.5413408891107729,-1.3374030911765131,-0.003241302346019779,-9.780924813284021E-4,-0.08421122373015012,-0.21722386642766361,0.042422709410732354,0.7364431552280101,-0.7201227069164713,-0.054162087928467356
47,10956.382103755359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6663845258913477,0.0,-0.838948400838259,-0.5708180629057522,0.8319949807960937,0.23140323785422967,-0.3038707967315996,-0.3718731474052448,0.07792711509946995,-3.0265151941248107,-0.5212009423736482,-0.7579851182902424,0.08360172127951843,0.6005392442655503,-0.6737670470909679,-1.1361256778461017,-1.2837140153887352,-3.640092120139086,-0.49461966384719824,-0.8459750941262588,-0.010854477228565002,0.5809712991468844,-1.1247043732092366,-1.3003438125761086,1.1591002895690758,-3.3612594906883744,-0.7464749400291403,-0.9750907342313808,0.23919811297341684,0.7525291063484019,-0.5613966571257986,-1.3181524442966537,-0.003249001180251291,-9.80039629998027E-4,-0.0839482911478632,-0.21669141148370416,0.04736807638490126,0.7736048051736565,-0.7411648146560728,-0.02592402803128254
48,10956.04551421454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.670540470635645,0.0,-0.8448698340895217,-0.5729047513119125,0.8330108953643806,0.22702013134870033,-0.30269972596637196,-0.3722900077486609,0.0771606038154315,-3.0233571741335887,-0.5204276584651815,-0.7594631265775978,0.08533583815582549,0.6024862530370385,-0.6737888713636605,-1.1368485215986448,-1.286625714994994,-3.782684139910554,-0.49134524319292366,-0.8435626264120052,-0.003686611979923534,0.5882964611701996,-1.116237724697486,-1.2904760721815023,1.1660194978943805,-3.415834764388552,-0.7431758772689214,-0.9691231905060429,0.22977242084992097,0.7439315855052493,-0.5729240328423124,-1.2957769900147602,-0.0032477504403412064,-9.795935447048146E-4,-0.08341630712452103,-0.2155169924695919,0.05722171997783958,0.8117068132210137,-0.7579357916512995,-0.002178162815506833
49,10955.708332927492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6810736257731644,0.0,-0.8520998591296678,-0.5782498627527942,0.8401227316493595,0.2273379704146942,-0.3048716846135097,-0.3722724319380749,0.07286758278257872,-3.0223628188470073,-0.520249274151218,-0.7584246266506869,0.08675553339216567,0.6012074878471827,-0.6726929208913248,-1.1376639624490918,-1.2908181978898097,-3.89204959658162,-0.48809448046825943,-0.8401495175557019,0.008632130940816756,0.5915237134379826,-1.1138732114891865,-1.280496377406064,1.164079462721455,-3.4651166200888035,-0.7382115588045917,-0.9580829614716805,0.22262008076653186,0.7370664143679262,-0.5802214677215417,-1.2716704803669912,-0.0032365466377330333,-9.750979346212906E-4,-0.08269760795473592,-0.2127606603866232,0.06975828915349394,0.8637673096698197,-0.7728029614419448,0.022397344043411004
50,10954.596017742264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6873686986151486,0.0,-0.8549492743210835,-0.5776613352780733,0.8434981871293891,0.22595726949400974,-0.304703790173496,-0.37231055595838364,0.06901153993904119,-3.002886702842377,-0.5206176267413389,-0.7602832507989886,0.08615783915932311,0.603108286861373,-0.6730640011534333,-1.1344504588346793,-1.2882822780553995,-3.9397636705720824,-0.4869756015008451,-0.8398308101947611,0.028120905783793348,0.5924911702247535,-1.1047831142070161,-1.273559694946669,1.1672688628313321,-3.4383139665801736,-0.7387499728133915,-0.9582320363186709,0.22300090124558825,0.7343708618873501,-0.5812432918233646,-1.2718038303102774,-0.0032339238669539063,-9.731070152160681E-4,-0.08108882978477447,-0.21050415955295207,0.09280510507947204,0.9260195430332643,-0.778823374017092,0.03789791919403266
51,10953.59252870265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.693352213449406,0.0,-0.8599216363759102,-0.5818624966276162,0.848355781341364,0.22657624271965457,-0.30627664585590236,-0.37340582687756485,0.06892566555987727,-3.024197675445061,-0.520787091305134,-0.7581304874493705,0.0874726427709907,0.601211089544012,-0.6720189083296139,-1.138136340914091,-1.2850814187916628,-3.9490874179202358,-0.4846497489195958,-0.8348127951189852,0.04915719598419927,0.5929445633439726,-1.1094662032405533,-1.2711294455774445,1.1653494318297781,-3.494706227943703,-0.733897768705295,-0.947208754629588,0.21649238398346504,0.7329105575101209,-0.5774753583780993,-1.2602610221943944,-0.0032271840025744863,-9.711565179142081E-4,-0.07974266997889932,-0.20634398262152132,0.11965462827914938,1.033658477882839,-0.834210644709351,0.11553490798090998
52,10951.213109394706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6950317768815597,0.0,-0.8607663507106971,-0.5802343106883713,0.8452779341134311,0.227341880607543,-0.3040186455068581,-0.37323031152279346,0.06336303542097863,-3.0348413351356633,-0.5188591522688762,-0.756847011512645,0.08644473284683624,0.6007837154140224,-0.6694415631663688,-1.1322740771957178,-1.2777248955161151,-3.833894421178481,-0.4866419177412366,-0.8352155575666288,0.09247323547465851,0.5873160176765228,-1.1081926064150143,-1.275350575888035,1.1573763886190143,-3.4584855149387463,-0.7273086124132033,-0.9327854775052353,0.21493207341167764,0.7361567948156955,-0.5521127787796712,-1.2497334758547622,-0.0032160426023980144,-9.665866365414306E-4,-0.07771836464658886,-0.19908124485117182,0.16489287115169568,1.2091703558725968,-0.8870157406739575,0.20812715441537166
53,10951.070174737366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6951764933761853,0.0,-0.860882623488975,-0.5802319363884423,0.8453315255632,0.22745601527715528,-0.30399083545247957,-0.37322405634586386,0.06288438992606077,-3.034884429462709,-0.5188243358401126,-0.7569137652356331,0.08644989054493962,0.6007860500378852,-0.6692547565666224,-1.1318088232699002,-1.2761320473068265,-3.8249592851260963,-0.48655301705667614,-0.8351614195784797,0.0935973721988175,0.5871148466922025,-1.107680816126974,-1.275305912025172,1.157203133771007,-3.4543795679876297,-0.7269438415455071,-0.9322676912154741,0.21489863578757948,0.7361346023818434,-0.5506959024789622,-1.2492042176134175,-0.003215311740717717,-9.662590997657113E-4,-0.07751638798714101,-0.19845325736172795,0.16961805767260657,1.2228341161439795,-0.88959158741772,0.2141169643881545
54,10950.866420146882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.695592086204609,0.0,-0.8622941709163763,-0.582069211990412,0.8453965519548287,0.23028814492979244,-0.3033968581253227,-0.37293485364133155,0.058068923168624914,-3.051007129312301,-0.5182994835450695,-0.7554290495332772,0.08707977739764232,0.598639458021461,-0.6652078743625667,-1.1281462067684747,-1.2474753361997746,-3.658665069831953,-0.48569366862628266,-0.835320624001016,0.08125683075646398,0.5843043809718832,-1.1112879313212494,-1.2816651272048902,1.1520078521877106,-3.427722832547621,-0.7209437252522736,-0.9248099869850717,0.21053599824186042,0.7377635827363294,-0.533462133191253,-1.2410944830383985,-0.003201996480319507,-9.615613006934614E-4,-0.07545628960464774,-0.1892635260970321,0.23215505091280358,1.386833621463047,-0.9239371790808115,0.29726065014166386
55,10949.818293735361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6971478634051165,0.0,-0.862685507540564,-0.5803163118171663,0.8438201291286587,0.2329562494258851,-0.30069395197086213,-0.37105552356975613,0.05174894974292762,-3.0528491169223395,-0.517244191035883,-0.7551143686273831,0.08619325163275417,0.5981769138241314,-0.6620426744238966,-1.1213797945431176,-1.2177005920848016,-3.4848882682708706,-0.4859210185327766,-0.8364777499672367,0.10436233256341254,0.578667587401071,-1.1082670503608996,-1.2867872309781103,1.1466615851766073,-3.3605641120515917,-0.7135849424826748,-0.9148271306236418,0.2109123708625927,0.7363333462260462,-0.5098223126970729,-1.2347797054543843,-0.003186634492474327,-9.557788788371359E-4,-0.07191313451741874,-0.17401015097867892,0.3370664256463779,1.6666742481925474,-0.9462763337033814,0.4012281186302368
56,10947.964186255262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6982524593512447,0.0,-0.8640218035183937,-0.580006184628318,0.8433285292024394,0.2343442118882663,-0.29976415265150747,-0.3700478443376947,0.04925643755114749,-3.069347906858173,-0.5162694446426523,-0.7543461255715129,0.0857084384388956,0.5972293918948043,-0.6603786854595667,-1.1179943642405978,-1.1942987736908712,-3.363718155709336,-0.48572346112359893,-0.8362073992143516,0.11612082670976662,0.5737215353488352,-1.1072167089672738,-1.288315549103369,1.1434090850922582,-3.32336479745946,-0.7091620136353134,-0.9103034905435226,0.21134113997302206,0.738275613035039,-0.49353479351069285,-1.232171886260443,-0.0031814533359566712,-9.535751205725352E-4,-0.07070358970744232,-0.16462317570012078,0.3967171832558509,1.8287786299376978,-0.9420098879335628,0.44726853537913835
57,10943.483425921548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.696570309380672,0.0,-0.8648898132345846,-0.5775209137574454,0.8408221033632258,0.2382273308214667,-0.30092886603505087,-0.3687373631266802,0.0463116422027892,-3.0798853298432705,-0.514568252866327,-0.7543468556832019,0.082694708974745,0.5982365207353234,-0.6610817361223551,-1.1086734655997648,-1.1482996342737166,-3.13515874701189,-0.48976486345970033,-0.8419409873100392,0.13860515819519778,0.5609482720140837,-1.1023065916335466,-1.2943220808092095,1.11484680436258,-3.1811090945676543,-0.7066609092088358,-0.9153841466377409,0.22501210819867573,0.7434789314568215,-0.46114090380639766,-1.2418570114769425,-0.0031767715159938606,-9.514376070854278E-4,-0.06885938857276286,-0.14525287796015024,0.5198292680693732,2.132432774275996,-0.8575499341262094,0.46359823931389543
58,10940.16833817076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.692780519912538,0.0,-0.865003250938279,-0.579147258024615,0.8434312930846061,0.23802160752752446,-0.3050644235583069,-0.3704748914820886,0.05422766543369716,-3.0641159314307385,-0.5152424028933034,-0.7532318403332766,0.08106113066842532,0.59775239665558,-0.6655922402677125,-1.111926411957361,-1.1416673868903324,-3.2209012578892433,-0.49141686739606166,-0.8457743357706508,0.1602284510627074,0.5584080901485429,-1.1104443816835248,-1.2995252088993274,1.0913683391755806,-3.16366800772514,-0.7106887605039294,-0.9287487484224383,0.23569192771119724,0.7421142630001861,-0.4702714890023115,-1.2654348945313671,-0.0031859940401164633,-9.561535733166582E-4,-0.06885784546603493,-0.13687500438012612,0.5724011463869285,2.244363505511392,-0.7486165256846838,0.39821706954700026
59,10938.458495605586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6877194712960377,0.0,-0.8616544626750264,-0.5807456725669708,0.8432822431221659,0.23543544767066696,-0.3082553984899162,-0.37367458067366266,0.05590824505286573,-3.0220875156932236,-0.5180006510540811,-0.7559012855292884,0.08230378251894375,0.5993392923437408,-0.6678157526188052,-1.117071367983149,-1.1387205266100144,-3.412389360824273,-0.4899053274702508,-0.8435896761359016,0.14747800262735553,0.5672968940407902,-1.1109307435330036,-1.2937042443603826,1.0907878757315614,-3.200788014685235,-0.7204218313488944,-0.9447280265624113,0.23265304543527535,0.7335655913469924,-0.49707295727550754,-1.2744931962529211,-0.003185637599307505,-9.571590972388354E-4,-0.06630412545829213,-0.12786499834972356,0.6504807053182623,2.373155072307396,-0.6682413516780025,0.3670695265892558
60,10937.035113890483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.680937227653225,0.0,-0.855813928447511,-0.5805331639350594,0.8387786751715434,0.22977434490343634,-0.3057136134367634,-0.37484488460029197,0.0676874867467659,-3.022168919184989,-0.5195652345909866,-0.7540585138357156,0.08478018995158035,0.5965367534048215,-0.6687260085648425,-1.1327484203282745,-1.1450984606470875,-3.5410382852267084,-0.4857790229999575,-0.8346273744314329,0.1381093605571373,0.5794090372412067,-1.1271581895262213,-1.289017286316126,1.1145170490687466,-3.3442193332509778,-0.7251467209746818,-0.9542379305667898,0.21787679297181076,0.7362272996183188,-0.5341788360879984,-1.2857128889291456,-0.0032007085764977315,-9.647916335980935E-4,-0.06689068129464829,-0.12430813403807678,0.6830844212316106,2.411638475244683,-0.5802863794188495,0.309006465407424
