Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_stressLink,g_bike_stressLink_f,g_walk_speed
10,13668.863116149838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.520846872475382,0.0,-1.7231524768487718,-0.89126845387401,-1.0769250181786174,-0.38458568951922284,-1.242794800988459,-0.605639033702378,0.3076192403429444,-0.08017390080043912,-0.18171120545731484,-0.3242454658041455,-0.0012620515644689162,0.39471440224915627,-0.4056434454587325,-0.48431783363559827,-0.6856575416779066,-0.02471036441988497,-0.20093486693988616,-0.2304558400810014,-0.4126059412622004,0.08983357171320924,-0.38524532734193573,-0.24862058495696304,0.21869531143215337,-0.027830670746434104,-0.03217922314406034,-0.14563136942003282,0.0192206159276391,0.18505184606147776,-0.10725193385489529,-0.11249241153382476,-0.004154187294900095,-0.0016262203943182884,-0.09310559584674213,-0.3525590969677576,0.7539630858657369,0.8330491047340409,-0.9411016646032339
11,13644.285253879061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.501162307067396,0.0,-1.8413072986054786,-0.9261627127726788,-0.9346519557233284,-0.3788790028752835,-1.253598781849475,-0.60956203268598,0.4552388129253916,-0.10604390461280064,-0.20265888869207266,-0.3821619282690456,0.06321861185540639,0.46604849158637823,-0.4413307910451838,-0.5947342594522569,-0.866814464490136,-0.03450173887245843,-0.24531833889309004,-0.28766356232516743,-0.4402183836135043,0.11486530901615968,-0.47858439960064003,-0.31582996701291777,0.2990530361454673,-0.03585792343605078,-0.036762371912657944,-0.18242523435708818,0.03567854566456581,0.24090952555427114,-0.13258216543856738,-0.1438928419409422,-0.00442020499817065,-0.0017084948276117683,-0.04911215850010655,-0.35392953416563927,1.2227980589021445,0.9722225382705336,-0.9525290740336585
12,13640.54822756708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5112039374388844,0.0,-2.0569386764396214,-0.9985675145801549,-0.6382498503276175,-0.3719956966751973,-1.2667330388403626,-0.6255913584099766,0.7659315308098704,-0.15316353984450926,-0.23342543039784083,-0.5009628352086901,0.23574469488726024,0.6472927380846507,-0.5252192060595866,-0.8252556813467722,-0.970695660890123,-0.058636463091867125,-0.2323540964657549,-0.3439818118382688,-0.28684170127544817,0.1798705658858703,-0.564562552431578,-0.4000756881353011,0.5089624787707796,-0.046484558058159674,-0.026030510290434666,-0.2210029005040298,0.12245258846678449,0.35364393206393885,-0.14801592428863616,-0.19356527743456048,-0.004472954547386479,-0.001782376500296248,-0.045823600964921954,-0.34907907974815877,1.2971800737081227,0.8109618581364388,-0.7895775392549742
13,13466.935812888669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4541613891147183,0.0,-2.743539749189988,-1.2153622197529823,0.025742540148226967,-0.34118066929113217,-1.3545583238185201,-0.6645419870490181,0.8993192204184894,-0.29672691239691085,-0.533683866514203,-0.8137641599336236,-0.03594701166420361,0.7299904689764529,-0.8308085825624787,-1.3035915631939552,-0.8206796427769625,-0.1010381873830378,-0.10363398960718853,-0.37404294743357286,0.12347735707644547,0.4247148648908358,-0.6374104777358267,-0.5709862177834174,0.7853945216088412,-0.09942080360630326,-0.10583441612010866,-0.4818478968153025,0.10155761745395539,0.6405372971809534,-0.3559833272083304,-0.39858170334846676,-0.004339866621770256,-0.00168249653795279,-0.04442260028256866,-0.3489818975549752,1.4988903814581138,0.6982760320174661,-0.7912458606782367
14,13196.561638935831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.265674594589905,0.0,-4.2513744256218615,-1.6875846115190551,1.2594264354702425,-0.25857754052361703,-1.5632105788907713,-0.7545430197945544,1.489009952075507,-0.6029870769976237,-0.7395757341951976,-1.1533693243566527,0.03977761584885607,0.5480653763487808,-0.9800767590661337,-1.9219191287851174,-0.524861154032106,-0.18034061961245595,-0.08278263445391182,-0.3625648774888842,0.16894252008858046,0.7989990031303897,-0.698331880991512,-0.8540903062429475,1.0790826193231706,-0.2350471120656563,-0.39005757563860766,-1.1647668762780148,-0.18284884795481512,1.2056897684857542,-0.9346649874999557,-0.8977813964732031,-0.004468447939937875,-0.0017760274289550947,-0.053253693363968804,-0.3441681471928443,1.342885839295855,1.1748895350547082,-0.8326158145581057
15,13143.375840504752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0520960298236877,0.0,-5.70744234835636,-2.108649469227805,2.1675211099536114,-0.12673885378780397,-1.5449221078924338,-0.932162226356687,1.3598804437822842,-0.9755240433644177,-0.5925647268241717,-1.0123651402405638,-0.10238903857662231,0.15188896281349334,-0.8453562957972676,-1.9231723791695745,-1.0881343208821441,-0.29166661705864766,-0.699713366148538,-0.5847869566417759,0.3738475912448009,0.4231007608467694,-0.8002568029219452,-1.010740874886075,1.6958556048047093,-0.4126457989297555,-0.6918910064839641,-1.9079459061101829,-0.296940792306851,1.8343537090848652,-1.490174470281623,-1.4957808211568784,-0.004463304435396079,-0.00175713839505588,-0.04567642899509279,-0.3501390409412797,1.1980996173208844,0.8100212328784888,-0.8280330537055881
16,13045.304934242502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8943734579981655,0.0,-6.192664025785826,-2.1532905534292626,1.9726378287375639,-0.05606665504556038,-1.1471072110765654,-1.0857052090755837,1.228307987376802,-1.2602216320182078,-0.7174562086595194,-0.9379559697773278,0.1777088463769389,0.44212777083103566,-1.1522171477614012,-1.8072929784477905,-1.1471301744600666,-0.3869221133971469,-0.6711435539435275,-0.7510371262881768,0.4645015765158749,0.19018611089439452,-0.8006693273729342,-1.0134694546471659,2.170151805090154,-0.5687150949006844,-0.9496127520130384,-2.4339335469558576,-0.2822684749320428,2.1153344706754615,-1.8050307017323368,-1.9468294727524067,-0.004477668229402162,-0.0017368944907813915,-0.046280630679893436,-0.35826337841834854,1.1751194780580547,0.7738004426790359,-0.8519771012017936
17,12958.597593340963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7916271368721395,0.0,-6.423944179294969,-2.0263306315163256,1.531206073853017,0.050815575938546326,-0.7035371163448676,-1.1570987678437523,1.2510427455597355,-1.6267953993443163,-0.6234663489261245,-1.2285114821194756,-0.004068202928754677,0.6640342641355539,-0.7584782523593618,-1.912178177985517,-1.236782530440178,-0.5497722169921416,-0.58350769306365,-0.8445522586092291,0.45992940937101245,0.31131382791380996,-1.0358405798566057,-1.0775185785519013,2.8743747878981236,-0.7879583507654905,-1.264634910185235,-2.940735425269028,0.011397845147381347,2.1883571445621275,-1.9569665303336001,-2.464257255213913,-0.004472743217622697,-0.0017460368922269738,-0.04698275363111392,-0.37462982308357384,1.092192818308352,0.7750542397564392,-0.8400939040217008
18,12873.62208035803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9146778288726027,0.0,-6.269618595589861,-1.7003383120844648,1.4562642140843363,0.26094939443477055,-0.7819503090881517,-0.89190006899062,1.3044517977513308,-2.110199547058538,-0.96853628672143,-1.0564864885298637,0.037951664177340576,0.4846347861150966,-0.8593743886820822,-1.9190878517983971,-1.3865397943721198,-0.820842259556567,-0.7903540578248203,-0.7045831988925157,0.3544327323725368,0.6953073333898296,-0.9842037046613059,-1.2155074960419534,3.4274650087653398,-1.1284713550001724,-1.6855141763201136,-3.2231661167731698,0.445182609739427,1.5594040017833968,-1.613412279422489,-2.980320652357781,-0.004456684342830909,-0.0017226157500792418,-0.04658126784014019,-0.38857349467890356,1.057615103227194,0.6241985899361919,-0.8124499655555746
19,12820.213695064287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1766580039763066,0.0,-5.982570626627693,-1.375552213394257,1.6728115815193791,0.4473015164049773,-0.950436495008047,-0.6041592039370622,1.2860970485794243,-2.6666812757620306,-0.4662351704921508,-1.184598973932947,-0.038862166658233686,0.6420871596239256,-1.196067086068737,-1.9484893505376268,-1.4508557237883204,-1.160151048907357,-0.8720567232144701,-0.625411155410358,0.30387025910510834,0.7462678662303702,-0.7717895786059265,-1.221024606808242,3.656814416613831,-1.5528202723685964,-2.183628023449952,-3.357936685058249,0.6637790475925112,0.700076586350142,-1.2008929231179308,-3.496183114101673,-0.004458850505054434,-0.00171950255302307,-0.047709072043779846,-0.39285646201357977,1.080807842594488,0.49032794696107895,-0.8239665740918232
20,12725.221228250868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7984546723972628,0.0,-5.272242591695985,-1.1356481945104782,2.3892424431821824,0.5150247971910925,-0.9501884106221377,-0.4599625669034928,0.9715878670818223,-3.4205713800292696,-0.7202316590785494,-1.3376964129390738,0.12331497943550729,0.8452567561435151,-0.8331281702499702,-2.1523753042113474,-1.6693958222061025,-1.7189921517867928,-0.4197715072751157,-0.9680450016462886,0.26930157904709084,0.2762208326635876,-0.7609902230563508,-1.038117600815055,3.533741947750242,-2.1893291664167998,-2.530772437417898,-3.0815195920684832,0.5437151003119552,-0.2891181706028215,-0.834087376358029,-3.979953776132465,-0.0044383873150825775,-0.0016523770386012375,-0.04818834412978622,-0.38500106316744037,1.039519821103519,0.38435918868852575,-0.8357620477761398
21,12545.374462848775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.799797054974522,0.0,-3.5170954036300497,-1.3353632436459437,3.1156847339393865,0.3047099123193048,-0.288132799332134,-0.7856619157177247,1.0305546439440225,-4.474166959297382,-0.6277036782354787,-1.3180452362464343,0.08670933921655219,0.32875150588411084,-1.1168165213904149,-2.225325405205463,-1.7154513433867251,-2.637141729366713,-0.46584649095018454,-1.0254271448103036,0.513207872415051,0.14771904580659728,-1.1969443124984311,-0.9220545973688153,3.401412768810079,-3.1621149257526073,-2.06483549688064,-2.11769971879973,0.31454822101466573,-0.6048919782525657,-0.9114537808123292,-4.253545651649004,-0.004541892784299863,-0.0016422602976075623,-0.05101944908109099,-0.3820967053780023,0.961660271920404,0.4621745975500914,-0.8196039808355915
22,12448.744400179497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.200447293470919,0.0,-2.566765870572528,-1.4269211668884054,3.4677498198221515,0.23031621959195106,-0.4086703679200586,-0.7549699605068897,1.0494980967164174,-4.993876935147043,-0.664762901020836,-1.0146986180398767,-0.12702842543610157,0.7480147751983051,-0.9756967686025946,-2.063998506569772,-1.6663919216930876,-3.1569556233346443,-0.6432330076518302,-0.8785292421033246,0.6184996693164312,0.1336658575263932,-1.1063659911287853,-1.0773665739414806,3.3069361392683008,-3.697909069832969,-1.5786583471131452,-1.6632714167316638,0.2738227976913631,-0.41280552492288913,-1.1344231852862483,-4.238644128537972,-0.004627447663284236,-0.0016735863569556858,-0.05387827660658657,-0.38304795192721297,0.92952921965809,0.5783872798431,-0.8125290058195
23,12383.412972165854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.457356302142657,0.0,-1.7861041093701364,-1.3548243113224763,3.688790880635827,0.23332873347849972,-0.7771158112888427,-0.5728836092253153,0.5917453284048987,-5.408672959782203,-0.5639001570018265,-1.2517971649239032,0.1766456046613881,0.8077532686648183,-0.8623044796841223,-1.7992385810859606,-1.6939959448671134,-3.6600675407940617,-0.6068293594012111,-0.7901262828097975,0.7081116307084792,0.3203066453929031,-0.9727704533931172,-1.3596494582705037,3.24660907662114,-4.181181424433272,-1.06542707761301,-1.3488555982291166,0.3717939566133913,0.05313793073450418,-1.3188449139871912,-4.042946025807504,-0.004612841484909947,-0.0016066279383377274,-0.055321165108436446,-0.38720899832871974,0.9289714936131517,0.6124945551501169,-0.7908761008533624
24,12317.782435878784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.5229076543335545,0.0,-1.5087294703563399,-0.9144162622839375,3.56388032488748,0.3135380579406391,-1.0132402265341993,-0.3655473139689508,0.6986694800718616,-5.688535655430106,-0.5170305853105461,-1.1950914870876719,0.030984466456731752,0.7437533702064675,-1.0206171683569891,-1.5539861004187525,-2.119304183417863,-4.2303516778403925,-0.17043972536981605,-0.999733413279995,0.6444873621208139,0.5428306836470616,-1.0377320117783797,-1.5268158440638004,2.593084118532429,-4.665384683723036,-0.8515944084343319,-1.4220449948508276,0.4044850457252597,0.6531935391498731,-1.3102877498140222,-3.444420226349355,-0.0046641609155996236,-0.0016205393580966275,-0.054184471144836335,-0.37933444211013084,0.8475042898063008,0.4613050884734749,-0.8156329101899916
25,12180.913298364987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.42960600644645,0.0,-1.7851423108757447,0.06848243430384715,3.1529501773374515,0.44493666117170594,-0.7071961928025132,-0.2660436432597154,0.34487816212361017,-6.106909000164629,-0.47421926520369334,-0.94375191508503,0.12148940295886407,0.740423826832275,-0.9445592538391786,-2.0294531845102783,-2.092242026163691,-5.533350507152645,-0.40630714526805073,-0.7303354104650535,0.6978371286570535,0.47706452666695986,-0.8338962600241537,-1.0577536674607404,1.4115878374069097,-5.763301269527303,-0.6667528184538853,-1.49456340682138,0.9978881298938146,1.8033362440214133,-0.32928687444227933,-1.4260751866998875,-0.004696193412576607,-0.001532826690670562,-0.05747330266548611,-0.3736302289106423,0.8423990116750134,0.5954873117734651,-0.7969002890203453
26,12090.059685504146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.108186191171058,0.0,-1.9946890937205617,-0.48285931342465194,2.9021006870825787,0.5376027155466583,-0.5235178435339114,-0.19204074172062172,0.35876307689637343,-6.189582239038277,-0.6654638784994623,-1.2333504708619178,0.04851795081887504,0.852822373938073,-0.8879903096272342,-1.3321699616826368,-1.979928889131393,-6.245531144257605,-0.4968202176136024,-0.6998187680580935,0.6892936547532387,0.5051948697465252,-0.8341175573827222,-0.8706766176872414,1.121933414398026,-6.369274851194919,-0.9805630303533209,-1.3988572949224194,1.1864659108504887,1.9934261142558338,0.3798429788218054,-0.2638959283970046,-0.0047710957558467085,-0.0015282955666067028,-0.05987472135120434,-0.37394032748186606,0.8476574688925139,0.6791075852551157,-0.7769787549744203
27,12024.064396523578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.6771048123984915,0.0,-1.9661106393324927,-1.2252474410224847,2.4638868566154164,0.5590159091827024,-0.5339315617178652,-0.0816869985732583,-0.030758764408638617,-6.072146728463422,-0.4475025832209909,-0.7626953549723614,0.14756898165000087,0.9259553258480686,-0.8372627220695653,-1.561037499524837,-1.9347271332931641,-6.81916338800325,-0.3890900756702558,-0.950142207114524,0.6369858119815747,0.8400329507487613,-0.9664060191416883,-1.0824110361895558,1.219954615382338,-6.86976272564957,-1.4115683182651368,-1.3365431871492781,0.8479345636690878,1.8329211680565927,0.5825235044185599,0.2894700100866291,-0.004792692552830637,-0.0014729458733961716,-0.06115160606747868,-0.3700233872717023,0.8265013943013001,0.6791615303191421,-0.7762025437270605
28,11996.162671600847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.240965436064821,0.0,-1.4963493329978106,-1.3073092990448325,0.47927950977754286,0.2938829981649832,-1.0954083706002415,-0.24533142168442656,0.26594854134898216,-4.811048936720172,-0.9142709571634214,-1.3835387516055802,-0.05813138808355148,0.3490812867975771,-0.9527359486633713,-2.1585721686076194,-1.7232583515676778,-8.740908227196467,-1.0261165671955927,-0.9963340771496718,0.06859876058235137,-0.17815149074805514,-0.04913442410176905,-1.7524984752947774,2.314584569071446,-8.716932862817476,-1.8030876085735146,-1.432751738282611,-1.3013803858132729,0.5588530368914946,-0.4480847278771658,-0.37896402809137764,-0.004683214637988221,-0.0012968314379521693,-0.0605474024057538,-0.3412129325843138,0.8223644480360373,0.37667136300744486,-0.8313054098249177
29,11708.870005850196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6700158043441267,0.0,-1.8251596097977298,-0.7485568765471732,1.3776215470334345,0.16340726162179697,-0.9348929432522697,-0.41469288371911667,-0.010288171706339444,-4.787325599131319,-0.5481748224056829,-0.7089381445727037,-0.06822620733472827,0.481251909419639,-0.912735635534869,-1.3347383201136918,-1.2990034432267314,-8.488777664084878,-0.3611925757763377,-0.9812431718141796,0.029574427553811344,0.12900651859670131,-0.8284726612491904,-1.3503920754767464,2.4793875884436942,-8.526885991834586,-1.3672938263665573,-1.411136048366573,-0.35320921211018685,0.5864758907232442,-0.303740687424329,-0.7624836454414632,-0.004747668194616261,-0.0013518526258058457,-0.06525917264450401,-0.35484631287221774,0.904472599590861,0.5999509647607925,-0.7639796043417082
30,11673.305630624647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7700522370915337,0.0,-1.818414181983658,-0.7530889571069932,1.5084287423585425,0.06921547045053743,-0.7460069546978445,-0.413833119948356,-0.15648157196938176,-4.673030301118627,-0.5769377797841988,-0.7725684632981512,0.054944511821818184,0.7077889500193297,-0.8678238538516106,-1.2249676808823642,-1.3666814825924045,-8.453141084369184,-0.5705507840037092,-0.8532244201305863,0.036478343986583256,0.4827503521540841,-1.0868050953467847,-1.2095525718586904,2.0138979062417173,-8.574141048874624,-1.3481650368740055,-1.5556729807893772,-0.17010933160271988,0.47042329407408356,-0.5008081108845219,-1.0043253353386006,-0.004707654038948756,-0.0013285164237836053,-0.06412425159357556,-0.3435944309623831,0.9066684785588118,0.46392157751571816,-0.7991301785726357
