Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_grad_f,g_bike_stressLink,g_bike_stressLink_f,g_walk_vgvi,g_walk_speed
10,12844.261221019564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.073553857345895,0.0,-1.275721537605779,-0.7010238974533782,-1.0156029258108037,-0.3435090836011549,-1.0208343938215207,-0.5081555564422797,0.19029304016714196,-0.030195380435136192,-0.09704019279183525,-0.22679117383520597,0.09458250590182052,0.3674224303925454,-0.2988885230649767,-0.33591652221751067,-0.4221939304018932,-0.017372485093959746,-0.12249395222780707,-0.14749246837559898,-0.2606293166213171,0.028647590996569855,-0.23308572200308803,-0.13335223901812768,0.13671733747306286,-0.0071961856408451225,0.001172939082651564,-0.026674558832345648,0.0606183927877782,0.0885248403623474,-0.011267288083541126,-0.04264605508664281,-0.0053565471813118845,-0.0018120500020832309,-0.22663968487792815,-0.26355459800865183,-0.0017141181373843796,0.0036334332047154613,-0.2852251498066802,0.3520499309156506,-0.4035284645132568,-0.2705088650988135
11,12675.838272270412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.099884197818708,0.0,-1.428607137193726,-0.7471258212208701,-0.7888135403359389,-0.3422876466997769,-1.0328585172777582,-0.5156749798893485,0.34221956690013233,-0.06141773387555603,-0.17976629341781025,-0.35209159529602335,0.09880267294135693,0.5401690608211032,-0.4242033155306134,-0.5488640691458516,-0.6684996517789459,-0.033531624447212666,-0.17536633464208823,-0.23690153931929758,-0.21238105320996284,0.06321446622391788,-0.36969227566445884,-0.2244391996307127,0.10579499309918936,-0.019273245910919768,-0.0425610191423106,-0.09098139652940122,0.011343603275513675,0.14519028424848335,-0.07355633775080314,-0.1044223740039632,-0.0053468614851128445,-0.001819007862619887,-0.22208317096105096,-0.2598905527021998,0.0015350519350285723,0.0017359267051371345,-0.3030239267916817,0.19346468865787236,-0.45239304594722635,-0.19305267376492025
12,12565.485498362395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1479808666039943,0.0,-1.768080744387625,-0.8578681447849913,-0.31949686918612547,-0.3272100147815314,-1.0642782028749507,-0.5411046824951508,0.24618212157421,-0.13826873732910844,-0.42933231106146186,-0.5034868538160581,-0.14990987700477043,0.348682021862133,-0.43657184714560426,-0.7777685068282808,-0.8498240772124706,-0.07032171391685713,-0.17687953899385506,-0.309859455275106,-0.1036883070986782,0.19550915409198671,-0.4851863241505512,-0.36842227389302207,0.06124427745411437,-0.04904119276896259,-0.13252748685050428,-0.2324891746267605,-0.06635472073123962,0.28538325012013793,-0.2096717778967269,-0.2477426392465952,-0.005244477458175779,-0.0017161188295531844,-0.22258238316523563,-0.25487759615109395,0.013634830751227164,0.005542540870976992,-0.4090987423474566,0.21009060181562175,-0.5855311363930114,-0.04798488343149021
13,12478.248878316344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1805082219898777,0.0,-2.12202603111379,-0.9733036612382829,0.176088808820259,-0.3082018825397326,-1.089976446079665,-0.5670035405641957,0.2915753661785094,-0.22112907842327653,-0.5721182178444301,-0.6213780360467126,-0.20027252374757723,0.17200761761060732,-0.4138233823409316,-0.9623068638877126,-0.9982362249994395,-0.11036401440893365,-0.17591786988059213,-0.3650333857201288,-0.0410143327802836,0.3281274346840605,-0.5733328500083303,-0.5076570398814338,0.017582305513522634,-0.08234006478937969,-0.2281928764037251,-0.38304806119867774,-0.14396131761245584,0.4346075869873634,-0.3523787377248785,-0.40216939822101216,-0.005356622644056912,-0.0017186749885104485,-0.20294260408499554,-0.24804723625813657,0.028562903557031123,0.012388889908763448,-0.30922270968371746,0.4724363307871968,-0.7096470847756023,0.12314923497389224
14,12381.323312650244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.217458787763947,0.0,-2.390145609475005,-1.0651381625652336,0.5261514778102631,-0.2925259422702342,-1.1068393622735195,-0.5925785207951157,0.379279488164177,-0.28957494155783353,-0.5683386185620043,-0.6538500383435436,-0.12812370822157493,0.026741270326767375,-0.38024950180293293,-1.0108342072375407,-0.9897775535208642,-0.140729173610084,-0.14610302563748817,-0.3694802117460965,0.10332473177327262,0.42668183685112127,-0.5800799970428098,-0.5876021527876938,0.026753891821455947,-0.1096414037171048,-0.2905233094305052,-0.4903718379155216,-0.17227734296384267,0.5557315855306726,-0.4475162998878062,-0.5195452510705163,-0.005369139897596745,-0.0017442743251537564,-0.20464241651148954,-0.24869742682355397,0.040037166158682906,0.01589868620300825,-0.30857414466746363,0.4961005555933493,-0.9083999547715502,0.2770513073562114
15,12310.276409393098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2348439162699463,0.0,-2.5720490905098123,-1.1293392161611018,0.7524494312298485,-0.2776645269864036,-1.0940352128785482,-0.6151164987863685,0.37092202883966796,-0.34944208075596334,-0.541424344875189,-0.6558638818420992,-0.14969857816650106,0.01721700040505578,-0.48411691233034554,-0.9980651435304932,-0.9802115357934462,-0.1669219317995756,-0.1467586607086625,-0.3633420578688076,0.19288088275323592,0.46152590837407964,-0.5611011798587485,-0.6336358882378065,0.0938198956754955,-0.13531815677846992,-0.32232469513394274,-0.5595740608123184,-0.14293920478361705,0.6506993765083547,-0.4944635418535998,-0.6093132719984208,-0.005376182170798241,-0.0017365699431341139,-0.20298348233117922,-0.24824380525262482,0.049890458994641104,0.01956552071890784,-0.2906394922740475,0.5640298217848458,-1.1118678818424563,0.5111089531696409
16,12277.87663541279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.249839609065866,0.0,-2.6464897487806858,-1.1579882900643554,0.8513823047180604,-0.26653166263146283,-1.061345970599003,-0.629667417225139,0.3666500097418505,-0.3900796437439035,-0.5747439422342642,-0.6449458423096907,-0.13401991597178284,0.009560756036171122,-0.42922103270204415,-1.0134759900385484,-1.0226362827141018,-0.1879236210201117,-0.1655467382957479,-0.37813850906492685,0.23984236488979446,0.4713050141611795,-0.579292290281684,-0.6642187326664992,0.21130844253643577,-0.1550499700818886,-0.321643783753036,-0.5735108073631381,-0.06373293822648689,0.701884875069453,-0.48279061446850685,-0.6530681015016707,-0.005389884232455659,-0.0017406939810358053,-0.20027075901091262,-0.2492734442745689,0.05544417266221066,0.021228716340731636,-0.2857466657751659,0.5982984908728398,-1.231956973730571,0.6835175689519914
17,12233.915307334446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.426753028919435,0.0,-3.0659501320024405,-1.3296241351858187,1.607447118423949,-0.18662205931009984,-0.7700510548345041,-0.7291882767048373,0.18727947922687005,-0.7053342537967238,-0.46017326975861905,-0.839223054670877,0.03311962558839249,-0.08103128585706341,-0.521541225396482,-1.0395505710170454,-1.13127679918406,-0.3515295005022203,-0.20732153906105655,-0.4652004558239924,0.596085112955562,0.655521687932173,-0.6822522577376741,-0.8966197279356837,1.2646119731887808,-0.3024776290744303,-0.28552058782727663,-0.5213014808342498,0.6563078201033965,0.9556246748460695,-0.20826666902280988,-0.882998660332128,-0.005368244652310426,-0.001697538331943494,-0.19368608769134282,-0.2573126666670805,0.08804163937848442,0.03131845556327291,-0.28074980724770615,0.7370372014014347,-1.1225567635540818,1.017070267021762
18,12205.370236493887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.582074879717062,0.0,-2.9724112785985906,-1.328923461268034,1.6731367524732215,-0.11259401134968368,-0.48586660101204465,-0.7482682753735188,0.340080550700775,-0.94897429424211,-0.6520153286116058,-0.7128833688933154,-0.05356644201116198,0.03861969319765675,-0.5688643371058485,-1.062182585217713,-1.0420699833356253,-0.5005864509009865,-0.1636003558461689,-0.4900754695889977,0.9308521054144365,0.7491039637779282,-0.6769085662132387,-1.019543974772205,1.5150599072643944,-0.4410477007763397,-0.48153616850118797,-0.6005847541255278,0.7210308661147117,0.9459435147767429,-0.15315183086092174,-1.0981709428528892,-0.005358870469178032,-0.0017072723040879837,-0.19753010731903511,-0.2596212954569594,0.11023100702275457,0.037668408245340484,-0.2808337292543673,0.8656440951065245,-1.0815904159163636,0.9826336297550412
19,12157.778435346003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.875186539667763,0.0,-2.608843849769182,-1.2559514165448242,1.619094687337172,0.09636478937176328,-0.03203524865869051,-0.7027957773265333,0.38081096347683296,-1.5056834650845343,-0.39508247386857503,-0.8715468789723186,-0.20613568740831698,0.09665716506823861,-0.4913996018198406,-1.1251296169830438,-1.176300051081114,-0.856944266000992,-0.31753809191468585,-0.5604589221065018,1.517381344645025,0.7331186771898683,-0.7029832591922232,-1.2465157535287912,1.837853610452832,-0.7799606271445081,-0.974213495314734,-0.84333230711905,0.6607840778156716,0.8586625267129686,-0.1459749869086523,-1.589551445838451,-0.005357777557172284,-0.001715502659454316,-0.19489117466671269,-0.2601521337081805,0.16230466675906824,0.05169949043212901,-0.32725948777819613,1.0885805078630328,-1.0989395606803187,0.9649275506295847
20,12114.372999639148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.125112225746789,0.0,-2.220488616840928,-1.1580494576893072,1.6122101404819333,0.3628086884573137,0.14186267759693438,-0.5494423305899714,0.14675884095473776,-2.1318130597199536,-0.5349590489366193,-0.8590103019531106,0.13511599171291724,0.03759036797344739,-0.6622743682341521,-1.0037378256857636,-1.4437436090950808,-1.2784493358380553,-0.5180854243119539,-0.6376824187382937,1.8854332166621108,0.5609538842100658,-0.6916762999760663,-1.3985425839696322,2.0964555558177587,-1.2003793285999875,-1.4175526921908188,-1.1432728507841292,0.5516564351050691,0.7165658108119044,-0.21067449121131748,-2.1015892013116355,-0.005340874104351066,-0.0016667304554912267,-0.18857100664152568,-0.2577693410585815,0.22532004336321432,0.06985007939546323,-0.3838463398516252,1.1904431776331768,-1.087932479427682,0.9287405936896573
21,12018.977791460196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.401499619861747,0.0,-1.7694733030096899,-0.9863566329301652,1.9741292259665173,0.8303798217121718,-0.35102157398136613,-0.06471106754960493,0.09079718924902669,-3.273783995570403,-0.459961063082925,-0.5663295983664257,0.045249902422069097,0.3952910339002122,-0.4855730132229927,-0.9948246161166611,-1.5559384788513573,-2.113009065213984,-0.5080108357023554,-0.6777048130089776,1.7466397913312934,0.2415830694448488,-0.6132275426039852,-1.2970083376507744,2.50892813211927,-2.1150650895489465,-1.7349908706762753,-1.6170193302687887,0.5933640046028406,0.32013437023617053,-0.41974866647019626,-2.8416342661008724,-0.005277910119342699,-0.0016642461644507873,-0.1839612972365719,-0.255747698433613,0.3485229829619997,0.10993640789553381,-0.41310399128344316,1.1460974770021766,-0.9790142934964636,0.7991081565416925
22,11915.12085221614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.569030591657622,0.0,-1.279939254515676,-0.7035537390006623,1.9765793253636759,0.9608950174826383,-0.5396881040806253,0.23791622332663115,0.1934602577883207,-4.4628407367751635,-0.6493984872630503,-1.108189438365612,0.1188540764639633,0.5178008524423388,-0.5695421652657142,-1.135965019651056,-1.2240830726458034,-3.0612965293277714,-0.2608291639780162,-0.6449204116525775,1.2478307060378144,0.4182164274923574,-0.8376836230649616,-1.0168757426557666,2.7983139153378156,-3.2286773637341546,-1.7127245930917305,-1.9398643636522401,0.6503760789771762,-0.13832280706716477,-0.6957617371232425,-3.438530204058759,-0.005070707905630649,-0.0015861261448071233,-0.18381104124579276,-0.25233745042303285,0.4759641566800232,0.14947866967698709,-0.34097984971039835,1.0121522686638755,-1.0960547849145208,0.9236951033099821
23,11807.84894221032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.602047440381967,0.0,-1.1129619633516619,-0.5079821676929936,1.877014340777207,0.7652942802153617,-0.2967542026152358,0.13852142750073515,0.5093282214368049,-5.5135134710316125,-0.5660835235749901,-0.9221206915110641,0.005856825965435533,0.24981745895081664,-0.8036807287212832,-1.1257805249399455,-1.270935732732851,-3.96571000454731,-0.4332694598189028,-0.7049799319930631,0.5630371927720438,0.6249013563965752,-1.1407499956196983,-0.8862844893575909,2.9140403068786465,-4.338599445817232,-1.4178123258559505,-2.0241883062964074,0.5849944608667215,-0.3844052470381928,-0.9932909854145946,-3.7751315522625766,-0.005043195555916631,-0.0016158053933349272,-0.1718993569397684,-0.24942305419762265,0.5916564667927114,0.1837158089964953,-0.33843138659729444,0.7919747013394485,-1.1198985838236841,0.9582342713604142
24,11706.484062915797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.466434963723584,0.0,-1.3150325582741786,-0.4604782602022936,1.8027248682214942,0.325867986231895,0.16381325390447693,-0.25067014469021887,0.18696954786773756,-6.532158679330683,-0.5099091897296243,-0.7805432354662689,0.18784222708460113,0.6181609120129663,-0.6854363813494481,-1.5178295302623308,-1.0247488963690092,-4.913350497260818,-0.6268857944439984,-0.7473036806124131,0.08581839436526839,0.5506285840715103,-1.0787463821398167,-0.9257618932491306,2.767360890618352,-5.567791949029482,-1.0489057168234877,-1.768161463531227,0.1942272542588579,-0.3650071267445608,-1.2388655765787349,-3.8203237636587857,-0.004857749639374535,-0.001520798587445566,-0.16929383413208166,-0.2444076466302156,0.6966550648853744,0.20984833302296596,-0.31360417882624053,0.6234076715394594,-1.1044092357195348,0.8674447134232642
25,11618.32717424404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8932358451862865,0.0,-1.632838540737095,-0.7737031016074527,1.5371010131053875,-0.02829882467923861,-0.02155214678717529,-0.6388581767875889,0.5047948252677749,-7.553214753838398,-0.7828166618839958,-1.2826528491749474,0.035098793328994654,0.9324666896772393,-0.5569144032891493,-0.9278721545444159,-1.0955564813484064,-6.037526822019912,-0.6319723778833691,-1.0566823481495011,-0.017590517681490975,0.0627996193167451,-0.8189222956473907,-1.4725524827287921,2.360304263654079,-7.109713117312203,-0.8144357963620963,-0.8025301028124586,-0.25692519124417096,0.16712910769611733,-0.9324379805843566,-3.2803440952507703,-0.004753785323250556,-0.001523791676723185,-0.16098010820560507,-0.24371975844447022,0.7924117807104397,0.2253126217189475,-0.35928779280595813,0.5981017293196466,-1.1014304389508986,0.7675513828158657
26,11535.27194915175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.347025367070694,0.0,-1.596063972017565,-1.0782466054078235,1.125894811365787,-0.06141084522814235,-0.6471392766980639,-0.66581220193016,0.549348930809921,-8.082887133870683,-0.6844240687824484,-1.1001812076176565,0.07232640010808203,0.8370768393384317,-0.8441016425350809,-1.4219391183767032,-1.072260227541522,-6.775961882138196,-0.4681440665422558,-1.2820415102055058,0.28708910132767385,0.09378364732813106,-1.0508948928498483,-1.9197717213966299,1.8678235132622758,-8.198228646528603,-0.8665394700596829,-0.07620542149323273,-0.30509454173317613,0.6754781871384824,-0.3121229759171509,-2.4695981454494422,-0.0046356076644068055,-0.0014671365046879676,-0.1549220129785253,-0.2439478475518777,0.817789236389873,0.2138543766552181,-0.3673200921451443,0.7325668598496002,-1.2207897655283524,0.8448942123889119
27,11466.18046559469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.249136226815356,0.0,-1.4968606863236393,-1.0496339474839618,1.1760152300238824,0.01967249319252256,-0.8826108754188957,-0.6784767475145694,0.4513114212503434,-8.150022764144156,-0.7182378706051034,-1.0669250906297267,0.08208777161056686,1.115528776249458,-0.8157896005927003,-1.2480867469498798,-1.1186412395919756,-7.227096364949102,-0.9342346981024201,-0.922937777983042,0.7977018449283844,0.4086354806543933,-1.5353159316403673,-1.967185752771017,1.01743664078947,-9.009592133396183,-0.7669683677610013,-0.4888646571410462,0.22937177615309662,1.0752374690694082,0.007822148049970112,-1.0781908604968333,-0.004511241369976533,-0.00141665960691541,-0.14756221087564023,-0.238706109113618,0.7400976144016376,0.15251802185345487,-0.39382944336783354,0.8912438294962097,-1.258437462684095,0.8036175926442982
28,11416.34904117753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.445989776177882,0.0,-1.3710569173884357,-0.8052903920598766,1.287532121264051,0.1785013222366815,-0.594466612416036,-0.6282426683639742,0.49234089083221466,-7.919790808203889,-0.6895769454326677,-1.0557662870371596,0.08312311078714912,1.0273576888212541,-0.9099975167496588,-1.3747633580955756,-1.4555679508296373,-7.38628271085011,-0.5165463127087382,-1.001908567492574,0.8925473550627573,0.23145744305371962,-1.266483131405618,-1.678533529380158,0.695897745740131,-9.46959517288422,-0.8187675357777159,-0.8874338090775314,0.5292766502236836,1.4466308734339988,0.004931048343867548,-0.05137958311355595,-0.004387608356951028,-0.0013753843112367984,-0.14237639318050938,-0.23415388557606703,0.612302990760027,0.06960784837184,-0.40639809875592686,0.9161287179636377,-1.2877032411160165,0.832534485738946
