Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_stressLink,g_bike_stressLink_f,g_walk_speed
10,13909.913856481398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.252615620470384,0.0,-2.5788025507408676,-1.2418161716124017,0.7993689480771113,-0.4263138572066947,-1.2705264014837165,-0.7583251867890872,0.14108611538289553,-0.27654734772535106,-1.1344847338537742,-1.1712530612194092,-0.5181520758141657,0.39856784602028333,-0.7794432542995299,-1.8158859894001862,-1.349008776731857,-0.20143946372573623,-0.12838385230178734,-0.5061230873951845,-0.13973166448226204,0.4001657682860013,-0.8062122675341525,-0.6448965282230297,0.9521805612578874,-0.01759039006237093,-0.04265166868778654,-0.12113712737751914,0.5737894803598642,0.718802703823455,-0.1139484005541884,-0.33852837743803615,-0.0036935202269108643,-0.00130100242892621,-0.06172195636678521,-0.3872494789167785,1.1694517723085212,-0.0789048332535689,-0.9562518993855949
11,13661.088316152916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.438901649531028,0.0,-3.2996299618577467,-1.4958071550356613,1.9614485968567266,-0.41352172523796965,-1.3001695368278146,-0.830999099900126,0.833855172141557,-0.4338846580610216,-1.313921916083839,-1.4935288782760088,-0.20237358531343264,0.45751702694055485,-0.7855212307893041,-2.5113205044309357,-1.295713293529403,-0.30784038764000526,0.03280233556449802,-0.5307568947304746,0.23717091902714027,0.6538832715657478,-0.8732110319314063,-0.836733867586928,1.3624474970479015,-0.04341206874459893,-0.11265703530859351,-0.2838727314462452,0.7103301342032514,1.0698738679113933,-0.24169400491192078,-0.5428576442979227,-0.0036311507669219483,-0.0014155956820059358,-0.07049196453214548,-0.3941172110418686,1.3097846310373973,-0.5539193576878753,-0.9700639265147686
12,13604.407125505959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.503240626378713,0.0,-3.7203069126695283,-1.6382322226178496,2.5593238280255566,-0.39368900780495475,-1.307620214980273,-0.8720362388714185,1.0519555659569604,-0.5400584721947582,-1.3089719431731983,-1.5443138332742787,-0.12880767379541966,0.24604362273503594,-0.6597239564934159,-2.7657970984757902,-1.251900487154309,-0.3679678779270109,0.06495194492445289,-0.5153513476047298,0.37834557607823244,0.7749135282058068,-0.8699933026007173,-0.9346436413551877,1.8076045077394436,-0.057395743480980296,-0.10389901362454651,-0.35993735047691544,0.8579703672871499,1.2726253191681782,-0.24434518086479337,-0.6288223632848786,-0.0036981141134033485,-0.001476630235281469,-0.06920481741245386,-0.40171819976895545,1.3334581782927457,-0.41685398417109976,-0.9023778943679366
13,13579.26053105419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.618216309836411,0.0,-4.731868488508072,-1.9697163452954771,3.790682265564122,-0.29438138468028713,-1.1840507208348037,-1.0071674635161043,1.0460605489722763,-0.8616926507259146,-0.8192503285921522,-1.385796784092743,-0.24184236632664274,-0.13155982911745523,-0.9021043914559114,-3.0631375963437324,-0.9498735395460016,-0.5233100919094728,-0.20822722445294817,-0.31770193752884385,0.010973550190612469,0.7587383043369257,-0.5654986137145304,-1.0310803045472943,1.9516019700332936,-0.12932955687852815,-0.5186091484244679,-0.9113904025169139,0.47299960865265417,1.5914373629450909,-0.6151743062560722,-1.0614794003483932,-0.003784988202600967,-0.0014929196707380485,-0.07088452079230673,-0.38993749373144787,1.312230791882315,-0.1969786302922182,-0.936842226556657
14,13508.956666978995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.653429053241644,0.0,-4.938705788615796,-1.9663371172340545,3.6731517210761147,-0.13719823309711562,-0.6399983905557887,-1.1265848579655735,1.0591394249694517,-1.2309423305813432,-1.1847411651996635,-1.1272741627740277,-0.15300548972362948,-0.12768511144170852,-1.0571839494039366,-3.2768798913880346,-0.7555149612585532,-0.72426402640902,-0.2760105174571751,-0.41157512120709117,-0.07373316253874662,0.6407521890034125,-0.5609107605357495,-1.0684359309877538,2.330302853828214,-0.23534472794845102,-0.9014263736236896,-1.4228642083110947,0.2932777951893608,1.7414526484527084,-0.8340971088729887,-1.4968369701163562,-0.0037910427907795314,-0.0014648119587901685,-0.07451652545036462,-0.3875326977125908,1.2996016608184027,-0.15885322373771338,-0.9314710794542123
15,13421.09746523146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.667676069577607,0.0,-4.9878107698265115,-1.8606647007025305,3.3707796568269086,0.09140088620447759,-0.24572077194128333,-1.122594681318725,1.0602239877287158,-1.723275965731107,-0.8705603025077027,-1.2950233005142704,-0.22031259241625853,-0.08510803545038123,-0.8909622146969824,-3.459067121611108,-0.7804955310795134,-1.0256322495406525,-0.436549952216416,-0.5789567408934657,-0.11778093976386517,0.5901234407809725,-0.7496720383562125,-1.1734285776954443,2.769064021707184,-0.4006465447303335,-1.3706440497558163,-1.9598392852593651,0.2128408101711723,1.7575624622000268,-1.0216669949841153,-2.0310918181205437,-0.003798246490360234,-0.0014800757834729254,-0.07219862612664964,-0.3877731315136736,1.309166846112956,-0.35046423966709317,-0.9303499596938326
16,13271.552835763128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.388979162448754,0.0,-5.090083394290042,-1.5873246214759704,3.021287153067947,0.7106035197080673,-0.9800667902043769,-0.46704631749129055,0.7745383640299692,-3.051278629382685,-0.891046805869531,-1.563291083500778,-0.176472175231295,0.5308734595148434,-1.0740123322455122,-3.1977238931545173,-0.4900222641301792,-1.92547923170854,-0.18034369029764818,-0.7180001111645736,-0.33953796210556464,0.7793619685718969,-0.7066555006092601,-1.4675762132803265,3.4206805789470134,-1.0006190936691786,-2.0284850432322195,-2.851709120679682,0.31307326810327585,0.9699066832315091,-1.1259106581166052,-3.1194723922358074,-0.003737517703801103,-0.0013915438899570844,-0.08110425409690444,-0.3855121687028221,1.3677101826248346,-0.5262575600767553,-0.9119592065940824
17,13175.949408630113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.28351291061253,0.0,-5.026112512515126,-1.4334221628282517,2.9172479612007134,0.9275463825495133,-1.4433712694309007,-0.13621500556938698,0.8847401197611683,-4.049947733262057,-1.221961410256359,-1.452871204447817,0.1794960451299492,0.4085104262920062,-0.7707076678473506,-2.7763691902072534,-0.8436504245968921,-2.6662076876082876,-0.40385396531094475,-0.7687309601872699,-0.744366935627806,0.8087697139400787,-0.7948344991804316,-1.6466740577478702,3.3948962312503457,-1.5370440162967192,-2.2346445026053354,-3.205400853265907,0.31995378677981184,0.35921846042840244,-1.311663398206805,-3.79352098767066,-0.003942210776904076,-0.0014946665658618493,-0.06861806976712755,-0.37773852231948385,1.3529507332524353,-0.7596970882088041,-0.933830275490395
18,12986.1787347473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.17643048273199,0.0,-4.81177868447939,-1.3983547999291428,2.7620414868046352,0.7395642527720488,-1.522426935925566,-0.2577183843553873,1.3483452291080367,-5.146011997040504,-1.236869224345811,-1.3294063149754405,-0.09782925955716082,0.460521365846887,-1.0963622184928343,-2.242353832005338,-0.9875944899782383,-3.5121391135533973,-0.6699850146401953,-0.6359926158958084,-0.6769025193258812,0.6934325613716228,-0.7761772763857812,-1.603108377590219,3.253483795180147,-2.2345820743615095,-1.9086168111447925,-3.0794973040883673,0.47547662263091195,-0.10972892420403207,-1.5204858192421835,-4.217876682582119,-0.004122658364756754,-0.0015953396163279454,-0.06661267963937219,-0.3733989698368373,1.3883230851138277,-0.8775407352954687,-0.9274423951245394
19,12756.5920860049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0567334234837045,0.0,-4.318776201685775,-1.4351569969631683,2.5443475295475055,0.1824164017221912,-1.3169244455509195,-0.7593594762831709,1.1567233914245314,-6.76997672952015,-1.0730102922812563,-1.7419754682339887,0.35029517902081125,0.517758754356605,-1.2382406821852037,-1.945989418457408,-0.6658538422416223,-4.801118072036907,-0.2493738825430979,-0.6812242029401138,-0.9163840145963736,0.7198138470321689,-0.973801598924346,-1.2787199589729066,2.6649974382382777,-3.4024334302261146,-1.2584199766458388,-2.426420260609409,0.43515956278276624,-0.4188726118462373,-1.9087346398712846,-4.546177509916514,-0.004345543603614575,-0.0016125603890046573,-0.07225157349558531,-0.3598358700230806,1.4126359528205306,-0.5510520429783702,-0.9379368472222654
20,12649.801551148284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.891157618068927,0.0,-4.183952779957795,-1.5209218722405604,2.418633511572397,-0.005327420662169735,-1.4723654675946394,-0.838704872948993,1.007419987799477,-7.4485162393575886,-0.9724717310863717,-1.334686455282728,0.23136664699987639,1.0290074142839545,-0.7526080302080941,-2.214309960711741,-0.49879320207908656,-5.3436270332828295,-0.20696838454775468,-0.7750794284097736,-1.1144333795788954,0.4946070006550845,-0.9876152478863859,-0.9886342048668988,2.444745792070664,-4.009059064595172,-0.9555314671031025,-1.972844339816263,0.32227982915507863,-0.24657197982048068,-1.8972340207150824,-4.437111567534731,-0.004439531944435156,-0.0016425170233560712,-0.07589942903431894,-0.3583605936755798,1.41415003279733,-0.5094966230930604,-0.9346380854969202
21,12531.647973921923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.612397106135503,0.0,-4.065201207267485,-1.5756785790410317,2.0251216732449007,0.03453423448429893,-1.7827229066689578,-0.6921348707752035,0.7420402018845589,-8.007755690262723,-0.7195416671343307,-0.9252910743226008,0.5235272938964931,0.9204007086139375,-1.010489257614338,-2.307967806260185,-0.4881065814438665,-5.804600174117095,-0.48078238535574236,-0.8708810892104294,-1.2618566396286623,0.5171732026197242,-0.9838758205149657,-0.8310799587315644,2.5075410501229403,-4.700307364863451,-0.807015794873696,-1.4217432116849817,0.15081279537989578,0.4589195186458624,-1.4739134462704253,-3.948826407407427,-0.004485258666908667,-0.001621467257192965,-0.07712118364157854,-0.369440536675881,1.4577536365191162,-0.7900571333765498,-0.9157927761803597
22,12393.149597918435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.114930915575742,0.0,-4.044050777311751,-1.5673603946744012,1.2227949581690196,0.3487141899097021,-2.0994066239185365,-0.46246215721617445,1.307134720703222,-8.842267070025152,-0.962296226303251,-1.244638580558989,-0.03941500422670696,0.5530948944319675,-0.8538861862400455,-1.7339869489141875,-0.38956218160426825,-6.525832978442752,-0.3586103697093781,-0.9539255062076901,-1.8931708495461153,0.9341199255079631,-0.931169682943209,-0.9670780692758273,2.109541196544422,-6.086497044253716,-1.0798476606362504,-0.815622984070291,-0.5586403316658484,1.8744052306779981,-0.6019983770263166,-2.5040606752284935,-0.0047433686881873174,-0.0017088984174552214,-0.08957972435672146,-0.3718249367469018,1.2622805262684824,-0.678704496094833,-0.902897823423703
23,12254.264700283271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2965489440310725,0.0,-4.051712968054022,-1.3563533443464963,1.3978987557813736,0.4185264749113676,-1.6087375470760796,-0.596732931577688,0.9008342395212072,-9.037076782756156,-0.9212051975725729,-1.2414785331233582,0.14988770270296556,0.9207504300983906,-0.5613664024568803,-0.8092882307126515,-0.6617727133996281,-6.820742804774665,-0.40806846909518524,-0.7493520398184702,-1.6588331336160562,0.8045058156269829,-0.8169082805824774,-1.3324047876722567,1.8579715997119628,-6.929565972762152,-1.234524440574935,-1.2168546650604086,-0.3034976858658619,1.9302282439190503,-0.031153998326933885,-1.1246955377850152,-0.004915779894191951,-0.0017232465762420748,-0.09094807031267622,-0.37594639688038684,1.2113021877685073,-0.6652246831680309,-0.8908392113007014
24,12160.198589572688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6571600195134764,0.0,-3.6536402074102763,-0.9512479432302616,1.4734701679523166,0.4706330807535834,-1.2078253535450538,-0.34510478080752494,0.8588112832008069,-8.950566333496308,-0.6714302319507484,-0.8222099621910494,0.11412922090250695,0.6021492813015212,-0.6121687800329342,-1.2440088292933296,-0.8430719793287098,-6.996378541808323,-0.189981221955595,-0.5493084869369237,-1.498592814081297,0.9925641907522282,-0.801589099105539,-1.5970799346724498,1.3283893321920526,-7.64319805843887,-1.316931421188311,-1.811692068742965,0.213866717134217,1.1973682604692715,0.18264793764887716,0.05253595858152971,-0.005072216956472578,-0.001739005227350624,-0.09566900121190133,-0.3707839651095202,1.1069928749865117,-0.43035906301172666,-0.8935539025010795
25,12101.613599233418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.011188507472369,0.0,-3.106897144667001,-0.7400181668950674,1.6801031842418004,0.4281866916043055,-1.1508106741489381,0.14162119978939636,0.8139124146648486,-8.486495523256009,-0.7502217451260488,-1.2150443363098644,0.18050172918594332,0.3619635014480256,-0.6025007197458231,-1.4266614830742366,-0.7808145827228913,-6.970720597814248,-0.4175415725456974,-0.39755517462420364,-1.4397682241945795,0.35595698047263047,-0.6040961766092743,-1.2241867972850977,1.3614305683238892,-8.098063434375382,-1.0715181306678998,-1.8756423983317592,0.4154873789724044,0.8377136984393323,-0.20288869119249553,-0.02538201637808228,-0.0050649825458964305,-0.00168472084377375,-0.09887206490203726,-0.3704551430892886,1.0800711101168994,-0.34465886379342026,-0.8849867955451829
26,11991.364151350619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.666717693956407,0.0,-2.109280236628933,-0.5908951551299078,2.2755081081856945,0.3767484790186456,-1.0225436083958896,0.5313057156897893,0.7598447948952316,-7.543060104872148,-0.6109642189282438,-0.9683664767245551,0.07765883427831628,0.23063605839651985,-0.6615287318379016,-1.0254650974424795,-0.7453006750171014,-6.87464591709309,-0.20192041874796873,-0.6797223100711707,-1.5040146542588104,0.27436737982459203,-1.0090740494283401,-0.7696374583593975,1.6276326929986993,-8.699438752081576,-0.8371973472964682,-1.6450685074235787,0.4949626991483121,0.46514283410406393,-0.8277481168813934,-0.8058104694944511,-0.00513749599376884,-0.0016895342492943923,-0.10186317969862901,-0.37050110420930576,1.0660830342662095,-0.41002358362825175,-0.8806894338527499
27,11908.159077724644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.966920387396614,0.0,-1.277710739962811,-0.5844760095147932,2.548055076123197,0.43680344025404394,-0.9343939520515985,0.148520704562215,0.5696471263618635,-6.585183502248552,-0.637663601174115,-0.9524842980601261,0.07808306824384247,0.36701819265131785,-0.5539016848995763,-1.0986671959335006,-0.7265902258744914,-6.774605664516717,-0.5286768238954099,-0.36797365203072563,-1.5492567724021877,0.8057381626538872,-0.8613906345332244,-0.9152296002107074,1.8570399449780073,-9.144114939006021,-0.7538030222319636,-1.2172221528272413,0.2817963576544096,0.043353347324376124,-1.0266543868339757,-1.538036530882266,-0.005112051654172213,-0.0016332553760707717,-0.10450106039857662,-0.3685099348198782,1.0809319638251136,-0.4961694618407002,-0.8764418537856002
28,11838.194782683267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.867878153252224,0.0,-1.2472061421690577,-0.3731671323204677,2.5058831570351248,0.30058426918454617,-0.7817304858779396,-0.2614032670117966,0.45190403046597116,-5.357950704587167,-0.48781926161669353,-0.8957565843556748,0.08395896644823232,0.3150251612831633,-0.613569910916169,-1.2235378095518454,-1.1459717052867522,-6.665187357385607,-0.026717032208538383,-0.5865629352414548,-1.700202418678298,0.49929167235027316,-0.38021696099283225,-1.3303430514287546,1.9688452288338285,-9.519689107597559,-0.784613644578655,-0.8218760175446238,0.08467396105849684,-0.19324300850085332,-0.9131343731156228,-1.9931670763744676,-0.005063464755147532,-0.0015845125947881716,-0.09874721294071401,-0.3680155486603162,1.1390333944303157,-0.846854904404837,-0.8736092839921381
29,11772.192629026977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.671464732994469,0.0,-1.4616938077645172,-0.3376213061265708,2.35122444235696,0.08392851255238887,-0.6516967166920203,-0.2514829560788655,0.3563753750053781,-4.500116977222254,-0.4828294633570853,-0.9076709814295972,0.07333480892866213,0.3748326379717507,-0.641671668076291,-1.237169387353064,-1.044817481695773,-6.588585752019444,-0.03899660656249536,-0.5301684326088437,-1.8886253463916036,0.49715547738515886,-0.6206547848020658,-1.4236271956584838,1.9249844234134572,-9.728324211045488,-0.7205958913270183,-0.8633804889334983,0.18606561638578434,-0.1628413203700219,-0.8792620581398211,-2.04988024921532,-0.004972476681567281,-0.0015290839000948072,-0.09806997160579925,-0.36728520202435194,1.1845819382054317,-1.082677025804582,-0.8705057522208685
30,11657.000782243898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.411462459802903,0.0,-0.7599946028630207,-1.189941798109853,2.1242446127840955,0.5150113851246183,-0.6632944149270208,-0.3934228667408929,0.29991044603230854,-2.2556455553853287,-0.4356666094155158,-0.878251113667053,0.06381109847507047,0.487347849873743,-0.768712052781762,-1.175757665078565,-0.5404938851729761,-6.347771897325048,-0.26819204764723126,-0.9504420842562725,-1.9016876342966966,0.12372149585257702,-0.6813862175116124,-1.5740314012773695,1.7992933955225687,-10.166487650211877,-1.3297843326762624,-1.3933717851686491,0.7048600806950301,0.3944819545119053,-0.9775171728397216,-1.7313641045553563,-0.004857614652837321,-0.001449280693369768,-0.09671023563471025,-0.3584803073407787,1.2854270837171475,-1.0992276120811793,-0.8724196473974054
