Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_stressLink,g_bike_stressLink_f,g_walk_speed
31,11607.493349241033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.3917327253748155,0.0,-1.250341666825544,-0.44091716409561843,2.025099093131092,0.5871405292839439,-0.5897573121496558,-0.22533355451651596,0.24664690829098934,-2.9264933714084416,-0.4519749553623522,-0.8571325445630606,0.07161501037891424,0.5563152021903081,-0.7446720896617194,-1.1653227780367104,-0.7819698564356536,-6.243336917259905,-0.38089822576149474,-0.9479602027742081,-1.4205963335711473,0.41136334462248825,-0.666874203801978,-1.1467431455353752,1.9495319810288185,-10.084266506732067,-1.05796004964914,-1.3148278887214497,-0.0018005252316748432,0.1628031079865333,-0.9921378752396832,-1.7900373231561058,-0.0048498248575929645,-0.001437829384005915,-0.0961184437547235,-0.3546052480321629,1.2075379196882774,-0.8119148925039359,-0.8783603822746939
32,11538.138114834841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9824251938672877,0.0,-1.525889068879307,-0.12303004118484001,1.3192177453186096,0.5910342927778801,-0.0023279195913460393,-0.08131564845923009,0.22891394770494455,-3.42723723347127,-0.34011614803346485,-0.6953214148051253,-0.020883346880333095,0.6709623410888474,-0.6640155597113676,-0.9363053923705226,-0.5825047730861943,-5.62087983864222,-0.27560326546553354,-0.41712267888435306,-1.9712646149966728,0.6197831566079075,-0.09063800177504322,-0.48183186253397514,2.862692045967843,-10.230768003245808,-0.8661825920514006,-1.5324927603972176,0.10768271491007352,-0.02225522768064994,-0.8798194327666842,-2.004507372576794,-0.004543638551591863,-0.0013445927581593794,-0.09546295701496836,-0.3696843082428211,1.3392737537668244,-0.8949984223008491,-0.8628390395885804
33,11451.865705644308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.261844004092348,0.0,-1.4831680569933787,-0.8851642986472747,0.7433742582871635,0.559074283627393,-0.03665587295188238,-0.1434363184443392,0.03297078678910362,-3.4158752407010975,-0.3170023788191931,-0.5957875856835103,0.014570258823840117,0.7506147500035112,-0.7379825500227833,-0.9094359839349432,-0.5548982147605188,-4.991756763169849,-0.34446843683658657,-0.4036761254397541,-1.4309783014094037,0.3479857299437876,-0.49323703727516427,-0.36718128460916105,2.979401729458381,-10.430462070580836,-1.1791986170480744,-1.8804982827893852,-0.1840332007633474,0.006016243882948608,-0.9894359338330587,-1.9690939241186023,-0.004324226685680542,-0.0012132150292142865,-0.09168407323423668,-0.3584725619789378,1.3153550190031211,-0.7019149397201571,-0.8707990724150806
34,11408.278446095435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1720836374893717,0.0,-1.233488702275578,-0.32392028088265723,0.7320348000711306,0.33807658077115044,-0.2970313234318261,-0.45902249803217154,-0.014062989356163173,-3.8903438360494293,-0.334653558338331,-0.5481619493681359,0.02983947027260251,0.7713285507238968,-0.7493435421425917,-0.9061153928639776,-0.05767743045315721,-4.592818238120409,-0.7055263391296804,-0.9484744120149615,-1.3666478392476182,0.19378353922224772,-0.6367916714227237,-0.869690223812355,2.711234866521928,-10.40519220189056,-1.2203466712047892,-1.9794715092092485,0.05766055238220394,0.4194691461892879,-1.0473914875366261,-1.9505272360300527,-0.004132557654067237,-0.0011438796973967501,-0.09160718622741798,-0.35194398320206977,1.3337953143474555,-0.7026702679993543,-0.875161951150516
35,11334.58313011647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3433618775961453,0.0,-0.767461103234375,-0.3639807414482775,1.0407140358178975,-0.09379731366149902,-0.24071575799564018,-0.5578614064691484,-0.051371964721935545,-6.314665263463733,-0.36266485929456965,-0.5740595409759998,0.06198930921693705,0.7272977723446226,-0.7137985108373495,-1.0027167426474755,-0.08348204085652206,-3.9178598354513157,-0.4471296198092788,-0.6969142550311376,-1.7350761960990797,0.06604542952327272,-1.0231357765484308,-1.045580241496956,2.473754697961143,-9.928572958961686,-0.8538521596498212,-1.8728326184562858,-0.07143965043733275,0.6184263419545931,-0.4402690160426507,-1.817779149469496,-0.003720815357173195,-0.0010374281554100524,-0.08611045948604097,-0.3515958244671401,1.415731828226742,-1.2423085160851053,-0.8728590325905312
36,11306.500288324101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2459766394328415,0.0,-0.9518736028125516,-0.49105846948596754,0.9768198556290807,-0.05906642179406305,-0.11813347334676336,-0.5203629596257422,-0.1429756379477954,-7.12598025523625,-0.3861061225578608,-0.5748287068358081,0.10382453552127828,0.7772308394648633,-0.6675748983646626,-0.9898854173110931,-0.2893214456469503,-3.6999010746168723,-0.3882186069228387,-0.7114539314531313,-1.783069582869056,0.29966414448957024,-0.9326904687817703,-1.0102661180705503,2.271183355227024,-9.692862051217386,-0.9252534452043241,-1.4685974708149865,0.2995251663793666,0.6939094820116141,-0.8770528957136461,-1.7152391045207576,-0.003564693347488766,-9.894227808378581E-4,-0.08342908370969494,-0.3512551136173789,1.4166365753750905,-1.4187450484286943,-0.8733636662408859
37,11285.918101480001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1882104269612066,0.0,-1.1764990055537405,-0.49228772373895036,0.9487323418123452,0.17614619647551039,0.011075257342197609,-0.48165980033556677,-0.1661325810632447,-6.73955460189747,-0.4133419390177337,-0.571265144772392,0.14651565455619128,0.747303323223466,-0.6354141444806711,-1.03286502463136,-0.3901835400417846,-3.7190419605419676,-0.40019553281717507,-0.5913402910399903,-1.4690580606662063,0.29547630713982403,-1.0186135916717638,-0.8452897874936006,1.8021475715826059,-9.367956411687487,-1.1039796935552337,-1.2443969917460227,0.7011331086033997,0.828735592207274,-0.523253900116718,-2.2584205658621412,-0.0034761130972129715,-9.664167029999539E-4,-0.08192860723039438,-0.3465513181949439,1.355748304803547,-1.1660769209239987,-0.8815215670826061
38,11228.23996263479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0348941381932404,0.0,-1.1267274749528822,-0.627006348540601,0.8393957320997631,0.3614850696179816,-0.05174305100386174,-0.3726654035651529,-0.2313566437787976,-4.779228113921065,-0.4228135264775789,-0.5833299575319058,0.1498452728823708,0.7555236868671565,-0.5696407955339328,-1.066183964344361,-0.7383012844418537,-3.956898434846153,-0.351044823649292,-0.6692610054777367,-1.0024053327075257,0.5920908197977707,-0.8502513290798354,-0.9851869864021826,1.7432080802186485,-8.520846840036263,-0.4101610839887496,-1.7641402286398562,0.5043773051396919,1.2155838471654823,-0.8939532995030315,-2.4435333977145786,-0.0031727817877122743,-8.876680639232053E-4,-0.0757986442059795,-0.34331420176850613,1.2309252878179506,-0.8543680416103068,-0.8909562206184396
39,11181.222193297272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0357055109710216,0.0,-1.020421483668816,-0.5057397227322115,1.0040381900090858,0.20411315305403704,-0.11743765965745125,-0.38109341105370365,-0.15390387382656262,-3.000016254637786,-0.5102155550119476,-0.6366019405885683,0.13432302734323945,0.7090275480579363,-0.5940885728227203,-1.0660257053320084,-0.673040416505752,-4.16802009055554,-0.5124423128220141,-0.7902334411985695,-0.8117296563465224,0.6158178142828925,-0.9890057795404807,-0.8083523710099024,2.184655776927233,-7.796541599494793,-0.8586245069412028,-1.568632103281477,0.10553425388277898,0.9189672504737425,-1.1355223965018408,-1.9773902534666916,-0.0028923517356693614,-8.289771119578196E-4,-0.07180672827203768,-0.343636377829052,1.2067806279609685,-0.7382506073853635,-0.8926711663810766
40,11176.203809111328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9128934769724304,0.0,-1.1372292366578132,-0.571342713864935,0.9561174983761458,0.30171438287236674,-0.1999018119970984,-0.5502047218976766,-0.1277329423348335,-3.0004967011961754,-0.517763524544672,-0.6455629782492978,0.1259211106404179,0.6322651353936004,-0.5987595520073837,-1.0710939935073391,-0.5655789391371542,-4.188639370706409,-0.5388233674073115,-0.8298194507642436,-0.8523782495205332,0.49172202216558863,-1.1434975438054036,-0.943372312856295,2.270387503774366,-7.590149744848375,-0.7698826482872109,-1.492673076739961,0.07878358518277744,0.7107547477000326,-1.1804076724933643,-1.963694078544168,-0.0028761283197833013,-8.292800111972182E-4,-0.07220207963720734,-0.3459968622527989,1.1981602221440648,-0.7505476589829303,-0.8910612695900277
41,11173.905362587722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7788092608103487,0.0,-1.2126181625644556,-0.7777046139613748,0.8595037412318423,-0.15085267145516768,-0.23642846793473662,-0.2887663887823523,-0.09419985498226911,-3.2267047203023536,-0.5172111199138654,-0.6337563485195862,0.11429766236977909,0.5761423089570487,-0.581857628515914,-1.069560426107692,-0.4748578370689978,-4.2294350059174155,-0.5796143490136297,-0.827721387484673,-0.8030756908985122,0.41017832381472674,-1.1625809155961544,-1.5135535085386496,2.336562263312793,-6.921700922418864,-0.8486985306139123,-1.2608275285001003,0.0044547421451247154,0.561553185383517,-1.1752378052829981,-2.043967009346923,-0.0028860841049355166,-8.445708009596103E-4,-0.0721831238325725,-0.3477034536347798,1.1711100695417644,-0.6500632155075273,-0.892371713588492
42,11149.824938640984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.658424231748784,0.0,-1.050000294512004,-0.7081652523777965,0.8587960421228192,-0.23413806727898495,-0.6033128323959555,-0.4500027568592124,-0.012873305347714512,-3.4134602791447013,-0.5192673605588912,-0.6742521201185916,0.08826757321864523,0.5335661074700152,-0.6355818569504178,-1.0928841435764645,-0.698735688766031,-4.253640301636743,-0.4051359004860283,-0.5594515432459886,-0.8793131707832342,0.43352377340273335,-1.165713521526133,-1.4379536364419403,2.2119011958628065,-5.496836237925519,-1.0993157673168026,-1.2795732769170947,0.14725074897708035,0.891261468783148,-1.0814867587850092,-1.8333497400854657,-0.0029162062774486176,-8.678814007005338E-4,-0.06879108061104057,-0.34779848772463673,1.19397834518343,-0.6592024716896472,-0.8935551966020633
43,11134.654368861799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7220150567843246,0.0,-0.9733936326069467,-0.9132028136470778,0.9359074459998965,0.06527457741149889,-0.5015426191950525,-0.30927098578641365,0.06146142060296732,-3.367174064770601,-0.5181181534419458,-0.7936873140815379,0.05476052550543687,0.5397878540431974,-0.6667373754772286,-1.0853381573820708,-0.6772052384574925,-4.2363407585619575,-0.5023134433762524,-0.9086846417258616,-1.0074604380867878,0.579301591019224,-0.9968197087486435,-1.3292365714298828,1.9956495108246344,-4.440057636733257,-1.0495720857899795,-1.2159633779399814,0.18557851205447384,0.9389425456787641,-0.7127474518175672,-1.5637798093421817,-0.0029209414424057646,-8.791386088878443E-4,-0.0665859300331969,-0.3470425282184202,1.255067043150191,-0.7550701490331526,-0.893515005810515
44,11132.433140145165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8531616366593,0.0,-0.9169309626815288,-0.8104689586511787,0.970851323820062,0.37604085695259176,-0.38517861169770595,-0.16088191250808706,0.06178687466752768,-3.2063879650341773,-0.4948555229441975,-0.7615914960344279,0.054590154361435585,0.5700996213372332,-0.6826746694057111,-1.0810781106264078,-0.6622875566598164,-4.161834037112213,-0.4284052324363904,-0.7120989285306056,-1.0242106836942588,0.4843551178359984,-1.0844948084979278,-1.5291955553653125,1.9634755349821282,-4.13370267283786,-1.0043557216058139,-1.0602446380102166,0.14528277264634468,1.0316647593482606,-0.763669273079857,-1.4571040316527784,-0.002942806591627529,-8.873176421355139E-4,-0.06604441538705355,-0.34656852689110684,1.2780566066218708,-0.757469284187855,-0.8935092093285771
45,11109.992130968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7698862461507487,0.0,-0.8606379677010196,-0.57230157355973,0.9467734497033458,0.27848339149474444,-0.30962681266369146,-0.3905498147850456,0.06127253366547908,-2.440786653092319,-0.514253664187101,-0.7411566649225989,0.06722000875379654,0.5385320984406579,-0.6607784361068255,-1.069409941518715,-0.8527492012917601,-3.5040456151741473,-0.3421191519930872,-0.7042413078697829,-1.0812190328973146,0.5681229276108511,-1.022978194518707,-1.3664085793941876,2.002137800601821,-2.6010939468753453,-0.9283706527095414,-1.2598238459514377,0.24123293582110528,0.952156331766537,-0.6789416100397792,-1.382440010411887,-0.00311424143502596,-9.31119063496345E-4,-0.06506165920555049,-0.3479636848142462,1.317874003547307,-0.7468670252378887,-0.8900816563149486
46,11099.813178514418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7272432563200266,0.0,-0.8413721764601015,-0.516255421813116,0.9068897515330617,0.26436916391425447,-0.29051453623341295,-0.43448234811834546,0.04296321467498421,-3.3095082297637637,-0.5164316301937723,-0.7534777279029816,0.08177283640238331,0.5840277875450475,-0.6606765157864896,-1.1285769216558519,-0.8877720744055849,-2.704415431118271,-0.41335367039498544,-0.7857585969257207,-0.9616896496448031,0.6081490889823563,-1.0277447149604058,-1.1528755050666135,2.0957588478756817,-4.242129532385956,-0.9726138472042831,-1.419287878222477,0.35864940497429887,0.789685880026184,-0.8168137327669808,-1.5899088048221837,-0.0032741879942141646,-9.71620928044186E-4,-0.06665380884425384,-0.3451709484498924,1.3611859515773175,-0.6837331306138735,-0.8896158051091647
47,11093.181529451245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5873648095116755,0.0,-0.8597972916174854,-0.5672712268299412,0.7538702439028173,0.18493658144782105,-0.3398833456393731,-0.3752091531585735,0.08037478545772192,-2.860853598465893,-0.5083293136548899,-0.7522111870022763,0.08345481118328678,0.6042054796561646,-0.6661717679722794,-1.152158486777366,-0.8207330637982605,-3.4769741500654523,-0.4767761806758568,-0.7813866787966572,-0.9458518987737885,0.5686680626914373,-1.026191715954969,-1.116740664768722,2.01419447143958,-3.6107413140431244,-0.9027266662369816,-1.4233429667983934,0.3080213714337512,0.7745544419851453,-0.7511766441082325,-1.7978197353846843,-0.0033429926835376877,-0.0010039983293908413,-0.06749932452095467,-0.3391637952729149,1.4167409918448388,-0.667250519051729,-0.8911244987818739
48,11091.328826206789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7228517693718843,0.0,-0.7824762580600259,-0.5761499492413112,0.9041055086683721,0.21355315417385962,-0.2587863384120062,-0.4098863392193246,0.09025749389169863,-3.4034883786778103,-0.5239547916321295,-0.7456065158372672,0.07882511013671221,0.5963678857689849,-0.6713491952791771,-1.1105610951619744,-0.7861156849345904,-3.5567776109302205,-0.4504503605217,-0.7739468692090132,-0.947962318296844,0.5570791966791955,-1.0489226351726368,-1.2077187446055044,2.0364989952640635,-3.5034300089666104,-0.9483599440397593,-1.3005309670935603,0.26931931760196715,0.775591476248866,-0.8522519865532786,-1.51552024396281,-0.0033494700187417107,-0.0010097336384409085,-0.06833516966118847,-0.33877621079520204,1.429640975462079,-0.6400692358979646,-0.8894485659678198
49,11086.58203025488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6863357780870993,0.0,-0.8211360662533522,-0.5341767457340095,0.8469806294334697,0.2561105628271381,-0.26109703243886695,-0.3634452360019129,0.11777806467204606,-3.0713045774288026,-0.5242084505655448,-0.7577884006162889,0.07587253796610313,0.592906572469155,-0.675430027254524,-1.126010063348622,-0.7532442997428397,-3.2096681164692447,-0.4474250598339559,-0.7755749375855965,-0.9861631778107584,0.5562765999032199,-1.0402102514473446,-1.2260307993323192,1.9989676626044601,-3.8594020285616386,-0.9423809281869853,-1.318459198032413,0.23513951782541326,0.8042671546212717,-0.7900093538832157,-1.5776648279590983,-0.003350457934532574,-0.0010153493756773974,-0.06873355235347486,-0.3342445687912561,1.468764664122808,-0.6624057712364569,-0.8887192634305987
50,11078.336636146125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5699435650063487,0.0,-0.8262829426779186,-0.5605610818423015,0.7283189151490936,0.25838532018566074,-0.32684984138118367,-0.3305486656253472,0.1288488733609013,-2.737315895689839,-0.5221366441434723,-0.7560246507636887,0.07936587213979616,0.5994973672706868,-0.6724440463734246,-1.1573099183708968,-0.6769832373924975,-3.2112674508778185,-0.4657467235463017,-0.7901004027518,-1.0123205493307168,0.5406967640601266,-1.0272264158230655,-1.1753107696597915,1.902975389658421,-3.7218032983508054,-0.9190513620570135,-1.3169972982391733,0.20654003768355192,0.8661590026252114,-0.7129060319251482,-1.6624416278851453,-0.003364698651010931,-0.0010247204996044045,-0.06917871097102646,-0.32214818498881503,1.5989333108033552,-0.6826463323080106,-0.8849671915577043
51,11064.038576099107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.524173387682603,0.0,-0.9042633339053476,-0.5303049393463005,0.683434519861429,0.2494600647395033,-0.3210694423733818,-0.29964744144088795,0.16842512393841494,-2.573803191532627,-0.513310326724229,-0.7709996468427162,0.07426494848819654,0.6012591515393405,-0.685495219144417,-1.1768571842580164,-0.5590388143591826,-3.403458599051882,-0.45030707356903904,-0.7873489833991453,-1.0551195995230414,0.5243428946460822,-1.0200093357131343,-1.1952404535397525,1.7339237218398367,-3.9400713356370782,-0.8992499801709127,-1.3140971017921925,0.1425056290346124,0.9475027246565414,-0.6198492225920352,-1.6943011451843386,-0.0033803690667611767,-0.0010415350320779205,-0.06956251872029044,-0.2970609490324731,1.8696916066793732,-0.7250623237462486,-0.8743729671968554
52,11035.804326888085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.49921627586805,0.0,-0.8092300347886034,-0.5636026097382686,0.6400263481602599,0.30394373746450987,-0.3607204208224152,-0.2657633669319366,0.18445079646509766,-2.4296997314708824,-0.5256075130110283,-0.7558578261605896,0.07974554109593474,0.5815857260425815,-0.6830045681152825,-1.1897688682444403,-0.40424918924385356,-3.459207380175513,-0.4474374786032631,-0.7897037515086155,-1.039340687164912,0.521332558880594,-0.9771718600797384,-1.2208967184498085,1.4132182532355073,-4.272310637526288,-0.8494122513016866,-1.1891735331293416,0.08589580449769456,0.9279587872041064,-0.5729161276622511,-1.7361184814506334,-0.0033507042522199376,-0.001038534423676004,-0.06809377114082599,-0.23952600763757176,2.4849203627657612,-0.7667315030113526,-0.8431861902562178
53,11017.00493972627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.503140067606588,0.0,-0.9735072031188452,-0.5593642205398991,0.675071004090558,0.22602290224780397,-0.3465344205232027,-0.3053473642737605,0.1460594306353971,-3.0178279400061125,-0.5196419902703678,-0.7862332034670944,0.06841849090659939,0.6136042693566278,-0.693134196283031,-1.185621208351367,-0.3761706424913773,-3.933699446334491,-0.43195975103966844,-0.7853392186953543,-1.0250154486075178,0.540583459596211,-1.0129846171561134,-1.2106467135251653,1.0430495150326253,-3.572779320781329,-0.7906783644037935,-1.0278874282650239,0.10815330345225507,0.9132529289119415,-0.5529999609082062,-1.3435584140414027,-0.003216996781230398,-9.93425375441628E-4,-0.06218385189521682,-0.1835268521266497,3.1134438748784055,-0.8131777559948394,-0.8003170794836355
54,10996.910900576047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6611647045945563,0.0,-0.898702033461241,-0.5844576455452567,0.8383206162049768,0.19859521806030564,-0.32272815849509806,-0.3600192963881238,0.06963275595740374,-2.9807395718988308,-0.5141910582701785,-0.7673089274397468,0.07265188635834434,0.5897270071779416,-0.6767968268417959,-1.1396796049480853,-0.611003589773629,-4.139999537431829,-0.44150722991659824,-0.772632378937282,-0.9205911282761535,0.5689354367055723,-1.066313556731182,-1.2887480463112793,1.0489572501287994,-3.355716601225685,-0.7322753750953478,-0.9963547926310039,0.2312110127604502,0.7077305072811798,-0.6481999329618915,-1.3106936008200245,-0.0031188925960231664,-9.437373192831596E-4,-0.06002998485388629,-0.19640985476945794,2.9078946566140047,-0.7159572074855378,-0.7939026997163552
55,10991.607094997913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7211746089444384,0.0,-0.8378909368740506,-0.5993074830863826,0.8779585118713726,0.24327838052309114,-0.2929866259542284,-0.38710775890872745,0.019717205990139708,-2.9616105445134404,-0.5265715658419076,-0.7472021795465394,0.08825737519239127,0.6025380543884548,-0.6552966938753302,-1.1199254725563716,-0.7437142714305799,-4.076599124147319,-0.45860763067720284,-0.8126548272552366,-0.8456190332142861,0.5665355907717318,-1.101549335905069,-1.300948690738986,1.106050582335225,-3.2157917910350338,-0.7986955726813859,-1.049525828121859,0.24435564093321302,0.7784632539473078,-0.5944854984276652,-1.2870716246393565,-0.0030703329551317973,-9.189169738244825E-4,-0.05558742627206687,-0.19200765545827955,2.9628276915908542,-0.6740679672707441,-0.7752199407358181
56,10988.673407543778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7303692069478696,0.0,-0.8313900847422234,-0.5746089850950833,0.871763488725318,0.2282609711129885,-0.3017376624350765,-0.3803610785654742,0.02511039072417468,-3.084522156768691,-0.5178697716115059,-0.7544424047094649,0.08662302529194417,0.5997762983653692,-0.6618066963506248,-1.1163724764684724,-0.7593827482637416,-3.8320818111755335,-0.4891303616424773,-0.8280725061040315,-0.8301883490090365,0.5804974397612703,-1.1478159652636994,-1.2822794499093877,1.1758909747873885,-3.076977429729108,-0.7707565469051884,-1.0344412989916483,0.23763383961805234,0.7292258643547928,-0.6522564992480104,-1.3290792314377897,-0.003083441400720908,-9.215211778982843E-4,-0.05534620208529145,-0.18860178322084611,2.996083622375747,-0.6246834563968626,-0.7574088174728552
57,10982.628877799503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.718059719784487,0.0,-0.8580724966573293,-0.5701581574619334,0.8490882467525667,0.2248404938413067,-0.29386035388685966,-0.3902317817100715,0.03395090368006341,-3.19191216961293,-0.5139383771717042,-0.7585910360155588,0.07594871916284505,0.6021788817436897,-0.6751584238659096,-1.11591668629812,-0.7812444409074276,-3.403575719821825,-0.5377336951965763,-0.8645793263736741,-0.7887558420979538,0.5810364174250096,-1.223121991316254,-1.2758605675054626,1.2625225592245382,-3.5336466230116454,-0.7815155701925594,-1.0689110975028577,0.2115897157946095,0.7282440421730559,-0.6579124191123231,-1.3794188482366194,-0.003120660758583212,-9.310173486433402E-4,-0.054852622178947805,-0.18168406300675213,3.027177752943063,-0.47699234964310366,-0.7159222273144515
58,10974.64697890893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6869844374697087,0.0,-0.8704986179838529,-0.5364887768837443,0.8162577878231014,0.22393949714236872,-0.31234977355443044,-0.36619724863024206,0.05630877256995808,-3.3633188723287084,-0.5093876456742474,-0.761095552527372,0.077962130003769,0.5977336036909232,-0.68155763938371,-1.1339711416621172,-0.777125130324014,-2.853071363998625,-0.5694496360901171,-0.8828241874647541,-0.7350838121381568,0.574503152938829,-1.2625208174824225,-1.2576539190980287,1.2724324160861518,-3.123892634774167,-0.775426832770701,-1.0484883574894188,0.20194455888045237,0.7340952769530646,-0.6323201215307216,-1.4217305264362792,-0.0031379423929561783,-9.422053159597404E-4,-0.05448035671864094,-0.16968966343953643,3.0643842310235563,-0.22974550824455994,-0.6502581838876064
59,10965.516364658053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.66918762114109,0.0,-0.8596213614957,-0.5669367398688,0.8044719215991054,0.22029869440226962,-0.3005127123753177,-0.3548365931721566,0.04864030415851055,-3.0440887183238567,-0.509200382961737,-0.7574353641093688,0.07638096584900583,0.5906566868606232,-0.675772416293872,-1.1372219180917011,-0.7301651283377192,-3.3802869730472223,-0.5663289474604861,-0.8675621480263798,-0.657515740397844,0.5535822103044468,-1.2420272020794154,-1.2698389139247763,1.2659021388335387,-3.8121388906960854,-0.7723089219499192,-1.0778706220247551,0.19511895545565078,0.732060966114014,-0.6376121112871058,-1.3786120618139992,-0.0031559728188532057,-9.470383788547479E-4,-0.05537954111336985,-0.14594730384960114,3.1326270833996976,0.22686210289200334,-0.5370896471383251
60,10958.392816516354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.627002808062233,0.0,-0.8931824181879308,-0.592320699925766,0.7787501782606072,0.22777751449381795,-0.2994818736529052,-0.36685944230872186,0.06120133694561428,-2.983294256941595,-0.5186356107136751,-0.7578187933686369,0.0795255259953665,0.6103668466053217,-0.6769120769653189,-1.1385792124416971,-0.718229406451482,-3.9498830850031923,-0.5122394038000057,-0.8367672666276322,-0.5807666216595087,0.553050296839081,-1.1399460025453525,-1.2541085062518214,1.3536019271810242,-3.7795951962726515,-0.8081448405778989,-1.0747031711003447,0.16037911542478883,0.8194199472234857,-0.6086531045045035,-1.3062369101503029,-0.003169716238804587,-9.567230139950557E-4,-0.056670105460998946,-0.14549574156575845,2.93721794432189,0.7552815571752249,-0.43120974714632726
61,10953.297334001863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6605265666586635,0.0,-0.8571643875701703,-0.5878017905869534,0.8345775489898664,0.23550705708823214,-0.31070685123035424,-0.39307559139423953,0.07427495628099307,-3.031643655418879,-0.5198239859596391,-0.7470183080965461,0.08556509275302515,0.6033113259670643,-0.6742336484636118,-1.1265402308160188,-0.7535486323243497,-4.064566709437229,-0.4487745882389603,-0.7847385734130599,-0.40188492307538826,0.5660711082085119,-1.0352770446879498,-1.2663314457503483,1.1962670754677713,-3.2316844211548936,-0.7803181463684292,-1.0124743152222513,0.19381717274484736,0.7783495119379462,-0.5488206739416817,-1.4009240427647736,-0.003112787746150625,-9.461197562095154E-4,-0.05533033342171927,-0.1154086759411819,2.976566745474016,1.3778251987446173,-0.28534745431458397
62,10951.102036620954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6933266646902703,0.0,-0.8339698863836881,-0.568557645706652,0.8511403730629107,0.22874223708539748,-0.3083658659171731,-0.3606036227106223,0.05866249172827774,-2.999264132439008,-0.5175213298647314,-0.7503498391238769,0.082441364268128,0.5906377764787157,-0.6627887938890104,-1.125980725715762,-0.7400615115149511,-3.9383330071032225,-0.4662870574088558,-0.7980667758792819,-0.4338330256593791,0.5675479135571125,-1.0739490316335052,-1.2480829519528074,1.2152840352503491,-3.424384666008104,-0.7627337944647827,-1.0319166077066635,0.21369403797712855,0.7526626989792835,-0.5761373487799468,-1.3467224345303133,-0.003125530497214354,-9.438568599964724E-4,-0.05623610793046886,-0.12218790542507772,2.907951231350359,1.3547461797259077,-0.29565133033802793
