Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_grad_f,g_bike_stressLink,g_bike_stressLink_f,g_walk_speed
234,10954.291621591326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6573781817880926,0.0,-0.8345918601243179,-0.5572124963089382,0.8256635779928948,0.22843177119200472,-0.2996504753262156,-0.37612300695675593,0.09235441934847784,-3.0018396444486775,-0.521636851264404,-0.7574773030658261,0.07863600562945841,0.5958062896217025,-0.6752759167136442,-1.1342130923987623,-0.999882425104638,-3.6982052495387534,-0.4771882669786943,-0.816500320085668,-0.4310965248308282,0.563617485117771,-1.0991831246457593,-1.2496701174847782,1.302997896265922,-3.5028635039935225,-0.8080030802400462,-1.0905472729891899,0.23568685858442248,0.7642202560744025,-0.6258531468999465,-1.3746238080340725,-0.0032769743202463435,-9.893691042068666E-4,-0.06856074977548227,-0.16910239528086926,0.0,10.655326753004053,0.884196373977959,0.2881201179422767,-0.6017284148049872
235,10954.152108739052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6560633864405707,0.0,-0.8247458997586975,-0.5762185705119132,0.8217767192116568,0.24066891782188005,-0.29015117002625923,-0.3624652473070869,0.09445651028367544,-2.9990012312003564,-0.5230693042478932,-0.7624595492850886,0.07901942981402624,0.5979152406178943,-0.6751414593675632,-1.1363778725638263,-1.0156567543051307,-3.5450291768986855,-0.4700731122983401,-0.816954061899246,-0.41879216824703935,0.5716508060963794,-1.0831260522268247,-1.245479317727462,1.3099706910148483,-3.2582834586887586,-0.8026267908868518,-1.0858617395856804,0.22368148646107883,0.7657053037423868,-0.6176365668886684,-1.3837268115247445,-0.003285774622840022,-9.926613677233146E-4,-0.06849220016360717,-0.1685989962044998,0.0,10.70201440920914,0.8825976430797015,0.3079033795928283,-0.599354813622512
236,10954.027004980795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6577317048820657,0.0,-0.834806499327569,-0.5575664503186843,0.8258485679067432,0.22844299922165645,-0.2997042868870494,-0.376106898428205,0.09213279010534743,-3.0016741507134572,-0.5216037984655977,-0.7574827206369837,0.07867623761975782,0.5958435363853083,-0.6752427069030716,-1.1342083187527927,-1.0001038902949548,-3.698743569092734,-0.47718838176026557,-0.8166326840645477,-0.4304359284331383,0.5636608799063606,-1.0992939915268165,-1.2499310737274405,1.3009970858091366,-3.500546135419407,-0.807295302776757,-1.0895678963349116,0.2354405450244941,0.7639334722324034,-0.62529998797435,-1.3737859663411929,-0.003276413498588415,-9.891677568152836E-4,-0.0685363683066503,-0.16855286671085998,0.0,10.693219933951111,0.8851776829344085,0.2889998421021791,-0.599637988626994
237,10953.88998673653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.656429285822847,0.0,-0.825081537942957,-0.5763421631425405,0.8220041594770756,0.24053906298443323,-0.2903175703171485,-0.36260933430290093,0.09420959059058963,-2.998886816523031,-0.5230193131823873,-0.7624041325357291,0.07905578844589967,0.5979269838621021,-0.6751111201863061,-1.1363467851498876,-1.015705528010218,-3.5473448052679197,-0.47016246622471464,-0.8170866486905692,-0.4182482219837951,0.5716024900448727,-1.0834304026365678,-1.2457890529617222,1.3078950673375824,-3.258853839700627,-0.8019941779615758,-1.0849406460116866,0.22357915996257036,0.7654021080103428,-0.6171866603846414,-1.3827855438825456,-0.0032851056967905558,-9.924200185241776E-4,-0.06846860401030797,-0.1680552792684735,0.0,10.739445009936752,0.8835812897895987,0.3085874973087472,-0.5972836905267803
238,10953.76712973806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6580779800610976,0.0,-0.8350309562557982,-0.5578932897543063,0.8260301278783384,0.22843011040936279,-0.2997786825284898,-0.3761105620711817,0.09189772685738332,-3.00144537637286,-0.5215624138232846,-0.7574744168367329,0.078719788359433,0.5958757235905193,-0.6752149534544511,-1.1342025026408444,-1.0003761097640629,-3.699397794642021,-0.47720730498255354,-0.816776217437472,-0.4296923949350112,0.5637009193585316,-1.0994372474449927,-1.250206964314213,1.2990396066935885,-3.498668898215368,-0.8065904246794133,-1.0886139498236096,0.23522129191792826,0.7636539303626244,-0.6247816960086312,-1.372979229918646,-0.003275832987446271,-9.88958670840925E-4,-0.0685126588772628,-0.1680112567270937,0.0,10.730804186647237,0.8860694849898039,0.28999118551946623,-0.5975517867014656
239,10953.632592335447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6567828801017437,0.0,-0.8254134908971186,-0.5764771242740399,0.8222166712223304,0.2404449944338828,-0.29046658437006495,-0.36272651023526437,0.09397366594164015,-2.998859030601895,-0.5229752526687748,-0.7623542106209792,0.0790918559159064,0.5979430087179243,-0.6750829713649132,-1.1363168422241952,-1.0157886211118972,-3.5493369857749606,-0.4702497767259886,-0.8172292536555561,-0.4176449600379581,0.5715737117019384,-1.0837099867246798,-1.246080190024494,1.305858428411779,-3.2590462448933275,-0.801400623944729,-1.0840230899034333,0.2234642284591348,0.7651089688642333,-0.6167382791203366,-1.3818607215289576,-0.003284453243860147,-9.92186136956782E-4,-0.06844491720333845,-0.1675166837599366,0.0,10.77666837220105,0.8845327763688348,0.30936086342018543,-0.5952163754136569
240,10953.512005143317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.658416770357973,0.0,-0.8352614440334837,-0.5582133506698087,0.8262045844795389,0.22845128666594428,-0.29983786099408194,-0.37609550451720614,0.09168029212934908,-3.001366527677877,-0.5215307620996907,-0.7574717272301299,0.07876023809898612,0.595912126134569,-0.6751860028100606,-1.1341944483215303,-1.0006316795717702,-3.6999111218988565,-0.4772272039727415,-0.8169252315457994,-0.4289601022129453,0.5637526440397345,-1.0995635051136279,-1.2504616984089334,1.2971020231855979,-3.4965305570280574,-0.8059441686065331,-1.0876622714648194,0.234995291997892,0.7633818544515365,-0.6242586259561056,-1.372158270930083,-0.0032752667280974124,-9.887570484835143E-4,-0.06848861611819453,-0.1674755063809084,0.0,10.768119863349668,0.886970969998896,0.2909741443455384,-0.5954781277069141
241,10953.380043392355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6571347815959006,0.0,-0.8257517194437982,-0.5765896389804449,0.8224324723189259,0.24033408627170116,-0.29062913844837474,-0.3628593766412195,0.09373273914845058,-2.9988123594908833,-0.5229278152037392,-0.7622966231850156,0.07912830428434452,0.5979563896128869,-0.6750562323595344,-1.1362849851667138,-1.0158849186809897,-3.551502355293555,-0.47034870508736715,-0.8173758591397817,-0.41702511587619917,0.5715401577115672,-1.0840124407171825,-1.2463814406028564,1.3038512453449402,-3.2595489107801074,-0.800815061180938,-1.083123536857022,0.22336911248543304,0.7648230006139053,-0.6163062535452511,-1.3809451683542127,-0.0032837898978338212,-9.919483249050214E-4,-0.06842161284943403,-0.16698651584138174,0.0,10.813601288238551,0.8854379094875032,0.3101596521714989,-0.593160652207808
242,10953.26126166946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6587510226879,0.0,-0.8355001177497514,-0.5585117335085159,0.8263793711969065,0.2284573458317948,-0.29991018379270523,-0.37609572732176505,0.09145845522909755,-3.0012674291440686,-0.5214954294469577,-0.757461001077887,0.07880072502447293,0.59594643363447,-0.6751604852938632,-1.1341848177036806,-1.000907208811572,-3.700541731628765,-0.4772566920296814,-0.8170772306330758,-0.4281819918002353,0.5637995733651153,-1.099708537027652,-1.2507222192017473,1.2951919302502282,-3.4947001824782533,-0.8053046616740202,-1.0867261994611728,0.23478731831883534,0.7631183695033316,-0.62375596863852,-1.3713508002957087,-0.003274694155920477,-9.885527044433445E-4,-0.06846497456036459,-0.1669464749626868,0.0,10.805286864859454,0.8878219430223083,0.29202236501203754,-0.5934098314908477
243,10953.133299085652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6574483767828503,0.0,-0.825967672321989,-0.5769349853729696,0.8225848893452496,0.2403653563707742,-0.2906836439523933,-0.3628319182241152,0.09351579762784877,-2.998638548790298,-0.5228906141429239,-0.7622931161000341,0.07916794706774631,0.5979978416331737,-0.6750420091358249,-1.1362834692302863,-1.0162536191124283,-3.5515586707339097,-0.47035113075671675,-0.8175213895929673,-0.4160630835989226,0.571605865957826,-1.084100674282661,-1.246612492368658,1.3019931354698884,-3.257237248911957,-0.8001474384718199,-1.082182749716888,0.2231335939049289,0.7645839209102433,-0.6158137431093015,-1.3802073667956858,-0.003283266835930628,-9.917593642883753E-4,-0.0683985391537454,-0.16645995869777788,0.0,10.850694914009372,0.8862196814015104,0.31146991676154473,-0.5910893192319234
244,10953.016670574734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.659053078869849,0.0,-0.835672107621585,-0.5589386212901798,0.826508666479813,0.2285882653323884,-0.29989810503157055,-0.375978944840657,0.09127769878855856,-3.0012825302257387,-0.521479485742123,-0.7574914738776385,0.07883798745458412,0.5960026132431817,-0.67513946755675,-1.1341906591353679,-1.0012923068849429,-3.6997757724456384,-0.4772230945590201,-0.8172254854602908,-0.4272464761562538,0.5639130496907157,-1.0996960520106662,-1.2509054415365042,1.293386873980064,-3.490901285073866,-0.8046866958048084,-1.0857687658015305,0.23448568836859027,0.762887142221083,-0.6232092195777506,-1.370625440850918,-0.00327423518438714,-9.883906685579757E-4,-0.06844118391243101,-0.16642758319878354,0.0,10.841910410513268,0.8886406771577722,0.29332258429298264,-0.5913693381627488
245,10952.891089579678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.657799070331834,0.0,-0.826414519899058,-0.5768303104614039,0.8228329356020272,0.24014778944002257,-0.29093940519703904,-0.3630991010480948,0.09327118896564897,-2.998733005681681,-0.5228345084699924,-0.7621842902907294,0.07919616505567542,0.5979933175697365,-0.6750193959816354,-1.1362273527076647,-1.016189560826285,-3.555229548844955,-0.4705220599490905,-0.8176615637117979,-0.4155139196213148,0.5714942012348425,-1.0845510335484838,-1.2469278483938881,1.2999729646058147,-3.2602389745003215,-0.7996722198699443,-1.081351018590453,0.22317013185410411,0.7643013295711321,-0.6154807836007525,-1.3792077197408255,-0.0032825422348682206,-9.914992546830863E-4,-0.06837631465881507,-0.1659512597284087,0.0,10.886388960087116,0.887096277142356,0.31216524584005756,-0.5890924562285329
246,10952.776404563512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6593909410018934,0.0,-0.8359892125364617,-0.5590803254486437,0.8267110883375213,0.22851869124103097,-0.30003619470533777,-0.3760748349983077,0.09105486281428177,-3.0013045822784967,-0.5214392783152885,-0.7574450531476672,0.07887218657444388,0.5960244797986566,-0.6751145643397862,-1.1341628546563245,-1.0014440320776017,-3.7015407253947323,-0.47730351196577714,-0.8173722439159742,-0.42653295680879566,0.563903521275866,-1.0999467970399288,-1.2511759940962213,1.2914626591202136,-3.4908028254108032,-0.8041284445474836,-1.084879121991312,0.2343725408398038,0.7626237673009513,-0.6227694155365323,-1.3697469651534884,-0.0032736173454706533,-9.88170376393996E-4,-0.06841817735475457,-0.1659138855282769,0.0,10.878264305334122,0.8894784039656487,0.2942874492588776,-0.5893346998171476
247,10952.65238564537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6581343902914676,0.0,-0.8267320294394788,-0.5769820899847148,0.8230303228994618,0.24012663399284,-0.2910483803854462,-0.36316440022051516,0.09307431041811873,-2.9989452473964837,-0.5228095264158412,-0.762152436530985,0.07922528915264537,0.5980216336618237,-0.6749893979748715,-1.136197675959991,-1.0162861367933196,-3.556785154274441,-0.4705917473072241,-0.817805988031535,-0.41487257160330704,0.5714967827114601,-1.0847663127630063,-1.247169589322365,1.2980408198803297,-3.259610731303264,-0.7991710897124026,-1.0804486334812973,0.22303127890954838,0.7640379475267624,-0.6150146505077727,-1.3782955454557093,-0.0032819498658024715,-9.912908136768992E-4,-0.06835253249754242,-0.16543725161956313,0.0,10.922743631847183,0.8880081202770354,0.3130381209527387,-0.5870627308139096
248,10952.539753288607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6597159662555216,0.0,-0.8362002748522498,-0.5594120203933548,0.8268786568151647,0.22857405068432862,-0.30007378511798843,-0.37603253247220836,0.09086130603708786,-3.0013267523396587,-0.5214173385173348,-0.7574529135472903,0.07890758588827074,0.5960682348925368,-0.6750851559525944,-1.134156144606947,-1.0017248724055956,-3.701834858737335,-0.47730787130628555,-0.8175162496461494,-0.4257620354392383,0.5639720827614004,-1.1000323253187894,-1.2514031863222592,1.2896438448215954,-3.4882421960247005,-0.8035301617067078,-1.08395655902533,0.23413772677385064,0.7623811995825659,-0.622242380228823,-1.3689614529534404,-0.0032731002087645037,-9.879880714248961E-4,-0.06839469930688297,-0.16540629952469724,0.0,10.914505972632522,0.8903097223803021,0.2953688789468817,-0.5873060155879392
249,10952.418343083087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.658480649889011,0.0,-0.8270927321933765,-0.5770265092450912,0.8232573615401287,0.23999713523979335,-0.29122860778983045,-0.3633281324455363,0.09284833123666729,-2.999014884554803,-0.5227661817265077,-0.7620850475523033,0.07925518392563863,0.5980328294117361,-0.6749613024291785,-1.1361577206313316,-1.016328457751495,-3.55940185604255,-0.4707047059674281,-0.817944303815359,-0.4142887558690098,0.5714439717836982,-1.0850972574502888,-1.2474630076173143,1.2961171891486023,-3.2607228871719705,-0.7986550392353261,-1.0795974410683602,0.22297682465440954,0.7637704743288275,-0.6146105567400901,-1.3773718201314635,-0.003281296320878945,-9.910577036280396E-4,-0.06833002707036935,-0.16493614023877834,0.0,10.958414612810484,0.8888643359389968,0.31382158576662306,-0.5850587130455285
250,10952.307607644616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.660048640601236,0.0,-0.8364571766026395,-0.5596498145810919,0.8270663264825285,0.22856797655357056,-0.30015672378862335,-0.37605638818559195,0.09065661678602203,-3.001365744352423,-0.5213886949717378,-0.757436472559761,0.07894188740614905,0.5961001850596599,-0.675054624369448,-1.1341383687779232,-1.0019284585662898,-3.7029007146791715,-0.47734960352029293,-0.8176599825665098,-0.425068053395457,0.5640013707948912,-1.1002028743257428,-1.2516582647760794,1.2878128962471063,-3.486878392207647,-0.8029632343954444,-1.0830670860438214,0.2339631888281263,0.7621287770651961,-0.6217565448890331,-1.3681372691018892,-0.0032725357051108257,-9.87788513407802E-4,-0.06837165995906393,-0.16490517843752606,0.0,10.950433203131384,0.8911379127277214,0.29633670358080155,-0.5852876146257031
251,10952.18861182092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6588158660761363,0.0,-0.8273900237852063,-0.5771820201582377,0.8234599189333976,0.23992962292837366,-0.291356637117747,-0.36341577727402885,0.09263014804095857,-2.999021263782704,-0.5227282103499109,-0.762044468261198,0.07928858776651934,0.5980542121475376,-0.6749337379761289,-1.1361313286526804,-1.0164845781871452,-3.561120617864321,-0.4707777453436951,-0.8180856627801772,-0.41361313797231314,0.5714370278233875,-1.085341834678333,-1.2477409743846664,1.2942749704918377,-3.260506627924687,-0.7981007811046131,-1.078735859811568,0.22285712255028126,0.7635148714355513,-0.6141702765832282,-1.3765276489515543,-0.003280694017642525,-9.908431663999942E-4,-0.06830758063321783,-0.16443925052774877,0.0,10.994156932596772,0.8896710793570153,0.3147517819722422,-0.5830483871189152
252,10952.079948104796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6603715655705944,0.0,-0.8366969306743144,-0.559925888415207,0.8272384123861496,0.22863395182249713,-0.30019276816248724,-0.3760245716971576,0.09048419869427202,-3.0016045403382905,-0.5213785138206911,-0.7574429340104296,0.07897167257675193,0.596141770529976,-0.6750193027834415,-1.134122426464601,-1.0021031072998745,-3.7034534210482244,-0.4773695833607272,-0.8178024131357393,-0.4244284768333413,0.564057113710044,-1.1003102400985652,-1.251875221339946,1.2860133941053757,-3.484594615511024,-0.8024573759469812,-1.0821687504130244,0.23374485544210938,0.7618806820856665,-0.6212386620627444,-1.367305388874776,-0.003272016761065836,-9.876083839608816E-4,-0.06834796192734077,-0.16440916198707528,0.0,10.986167683789951,0.8920243445701309,0.29724076470934346,-0.5832868801408302
253,10951.963138124302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.659157135679329,0.0,-0.8277388685839027,-0.5772414668576367,0.8236820296019819,0.239832332272194,-0.29151230811873907,-0.3635546194799329,0.09242346595798626,-2.9991978242694173,-0.5226953453578803,-0.7619894366345604,0.07931494232204785,0.5980693080045849,-0.6749015427197503,-1.1360915634827502,-1.0164959249270713,-3.5635394603551127,-0.4708787189939508,-0.8182186697389474,-0.41309794946232997,0.5713937458200145,-1.0856449268830106,-1.2480190842416183,1.2924037180139316,-3.2612141036319695,-0.797623293143867,-1.0778962176386222,0.2227833448003231,0.7632523420157155,-0.6137529023363347,-1.3756084091689345,-0.0032800682200508453,-9.906216696111147E-4,-0.0682850129418524,-0.16394985053108316,0.0,11.029425297837657,0.89055344226836,0.31545052822762515,-0.5810661791459869
254,10951.853377082156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6606794003965955,0.0,-0.8369671041940895,-0.560156009725346,0.8274119504926135,0.22861990630451498,-0.3002840692411343,-0.376066558103436,0.09028888175747508,-3.0015878854914235,-0.5213449447445214,-0.757420320862326,0.07899787976797037,0.5961793122377732,-0.6750067524886946,-1.1341072170212483,-1.002332993616585,-3.704285667351955,-0.47738655248682116,-0.8179184030311997,-0.4235506498311135,0.5640729653187407,-1.1004458331435714,-1.2520879773250855,1.2842285666997242,-3.483551294185824,-0.8018760885729933,-1.0812852507744655,0.23357138805977434,0.7616646229086625,-0.6207989741712513,-1.3665365598400983,-0.0032715112469339906,-9.874251361433346E-4,-0.0683259761038716,-0.16391482750096326,0.0,11.02172661864052,0.8928084115707788,0.2984642168511479,-0.5812640610606084
255,10951.738276296985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6594770281816453,0.0,-0.8280693614652753,-0.5773468029894856,0.8238832100306972,0.23973443079163612,-0.2916674807345428,-0.36368386459704316,0.09221051300700436,-2.9991893142487074,-0.5226513469438244,-0.7619335198926243,0.07934138399939354,0.5980908681846011,-0.6748865151695627,-1.1360622764080557,-1.0166307359678137,-3.56542513752403,-0.47094678316783284,-0.8183361112831206,-0.4123078045946315,0.5713587421907536,-1.0858921647592132,-1.2482669393640748,1.2905820857359032,-3.261746881235222,-0.797074718225896,-1.0770486552488783,0.22269202410483763,0.7630186275177833,-0.6133624997804753,-1.3747814670764413,-0.0032794957483613433,-9.904141619774248E-4,-0.06826348706971906,-0.16346018795363956,0.0,11.064699022871222,0.8913349600848599,0.31654127434316953,-0.5790553424640471
256,10951.630604956677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6609874509953526,0.0,-0.8371987994185318,-0.5604363499289049,0.8275774860296516,0.22862646114459528,-0.30035565721380997,-0.3760696765497589,0.09008976136899606,-3.001515136102149,-0.5213112766986817,-0.7574082942933109,0.07903109232947837,0.5962178084954666,-0.6749886695613578,-1.1340991116542498,-1.002633842568591,-3.7047959063114813,-0.47739339686739435,-0.8180438786148453,-0.4226418693836711,0.5641133688936114,-1.1005525393076414,-1.2523063640836773,1.282503475063393,-3.4818768266130142,-0.8012724159600902,-1.0804094454352646,0.23337745164501184,0.7614408604429425,-0.6203368150256474,-1.365809897361938,-0.0032710139034264653,-9.87246026186402E-4,-0.06830417611122858,-0.1634276421655654,0.0,11.057099033586333,0.8935368599421034,0.2997533294917306,-0.5792456910803222
257,10951.517378434877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.659801427937489,0.0,-0.8284020743565081,-0.5774239717582826,0.824091247654884,0.2396026264640086,-0.29184402313994595,-0.36383370607205134,0.09198177020163903,-2.999114995992226,-0.5225998100683901,-0.7618661460114887,0.07937368873591735,0.5981038563039794,-0.6748682171468031,-1.1360313502780859,-1.016783606497119,-3.5676134297638957,-0.4710364740093953,-0.8184631278452132,-0.4115200870361415,0.5713149169369437,-1.0861830744598928,-1.248543579477484,1.2887942809132946,-3.262717038393143,-0.7965214272279707,-1.0762298929043397,0.22263108234219545,0.7627728941303846,-0.612989042487194,-1.3739657357962602,-0.0032788908346686476,-9.901953002736158E-4,-0.06824249668584488,-0.16297904898799476,0.0,11.099727670999401,0.8920536174411133,0.3176380370215402,-0.5770544561019845
258,10951.412351237133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6613019849735773,0.0,-0.8374365158328461,-0.5606877615991561,0.8277494747769623,0.2286250114604812,-0.3004333419129639,-0.3760786029103013,0.08988750336533767,-3.001500709385677,-0.5212792627160139,-0.7573919631259073,0.07906798862335469,0.5962498457512101,-0.674962539567532,-1.1340867673024513,-1.0029116137762486,-3.7055613380981134,-0.4774234824240213,-0.8181830732690103,-0.42180998316891666,0.5641514460510816,-1.1006961903353978,-1.2525464196684384,1.280798880695429,-3.4803882662734256,-0.8007051367541654,-1.0795569852612792,0.23320321672801325,0.7612004873878386,-0.6198754804933034,-1.3650639685008523,-0.003270484518148594,-9.87057989385455E-4,-0.0682823261796519,-0.16294766704052313,0.0,11.092232730344989,0.8942509156645204,0.30094829939763146,-0.5772403123636418
259,10951.301116901259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.660122367814955,0.0,-0.8287024366805902,-0.5775511904550287,0.8242869788476997,0.2395174424490916,-0.2919852394406661,-0.36393369423423283,0.09176315888001732,-2.999096657898237,-0.5225568874911929,-0.7618159197105832,0.07940869663444655,0.5981210589292288,-0.6748443070074053,-1.1360052111516292,-1.0169743211941775,-3.5693653892437895,-0.47111468031479814,-0.8186005990460378,-0.4107432442472898,0.5713008596948216,-1.0864356834613085,-1.2488151806901036,1.2870579320404638,-3.262865957374128,-0.7959858092758731,-1.0754135043004978,0.2225367940527489,0.7625250174379127,-0.6125873306569394,-1.3731724193313186,-0.0032783025893096955,-9.899849537035011E-4,-0.06822124901933069,-0.16250359624297037,0.0,11.13459766278953,0.8927561315548818,0.31874205252178295,-0.5750608934956121
260,10951.19788231453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6616070408240113,0.0,-0.8376522805344254,-0.5609717825584397,0.8279092395316923,0.22864392041552237,-0.30049416926889233,-0.3760631069764392,0.08968837294660552,-3.0014624440587676,-0.521248618629984,-0.7573831902913951,0.07910602066358162,0.59628468389567,-0.6749386247820066,-1.1340791121041522,-1.0032427818947351,-3.705992760445173,-0.4774427491372672,-0.8183247200713831,-0.42091706654889566,0.5642059820054344,-1.1008137215440543,-1.2527815035797283,1.279148776993086,-3.478521633734974,-0.8001340246186182,-1.0787121972574294,0.2330110085940554,0.7609699379990155,-0.619412805203829,-1.3643594553388114,-0.00326997535328776,-9.8687717069062E-4,-0.06826076580670853,-0.16247416536148948,0.0,11.127187371261416,0.8949162459671729,0.30224229443745393,-0.5752420605492741
261,10951.088319593971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6604448201359006,0.0,-0.8290372369092818,-0.5776053168903984,0.8244942578791168,0.23939325029425065,-0.29215763970036174,-0.36407952735947186,0.09153970376156108,-2.999117792368253,-0.5225106977158805,-0.7617482052277843,0.07944240515727762,0.598130015518001,-0.6748201664824991,-1.1359705814280816,-1.0171125101710783,-3.571649517205823,-0.4712227740719177,-0.8187401313173513,-0.41001025683522846,0.5712608920356121,-1.0867501675535125,-1.2491040178510406,1.2853239697469168,-3.263888635888506,-0.7954886554706623,-1.0746257002184258,0.22248792169552487,0.7622736992955221,-0.6122192620544913,-1.3723523402805795,-0.003277682190357144,-9.897633496659146E-4,-0.0682003513834173,-0.162035511125477,0.0,11.169131018671408,0.8934429556516446,0.31978654364634307,-0.5730834657893393
262,10950.986116193977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6619096596342144,0.0,-0.8378991614098894,-0.5611938960137473,0.8280768725652257,0.22861549499443648,-0.3005911209083626,-0.3760970408948434,0.08947781371882312,-3.0013839052713727,-0.521209349917555,-0.7573544083561878,0.07914330345885666,0.5963122366676266,-0.6749202583602504,-1.134065791240679,-1.0035634972649141,-3.7068564778225737,-0.47748517312742,-0.8184650733582848,-0.4199792005684667,0.5642346469182076,-1.1009860488012921,-1.25303243464186,1.27750190419776,-3.4775644394416334,-0.7995694849537505,-1.077889651097703,0.2328623699063174,0.7607434020988755,-0.6189925691162201,-1.3636521337533105,-0.003269441429660174,-9.866858463728726E-4,-0.06823979133352547,-0.16200467499358773,0.0,11.162190367775777,0.8955338846737536,0.3035966068442558,-0.57324105784584
263,10950.87772384361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6607565780227875,0.0,-0.8293478879639715,-0.5777038215964969,0.8246863653655735,0.2392982338323928,-0.29230878073890015,-0.36419280199074694,0.09132076670853141,-2.999116367135915,-0.5224663403319456,-0.7616903668860924,0.07947711242198294,0.5981442519348205,-0.6747996012517715,-1.135942053650966,-1.0173208846809025,-3.573479181951102,-0.4713137600297469,-0.8188816354210088,-0.4091746476573491,0.5712424823567432,-1.0870245831565832,-1.2493804483300117,1.283633929124809,-3.2643734461307856,-0.7949798849405098,-1.0738339100072458,0.22241288765336775,0.7620337809552648,-0.6118441085845706,-1.3715754689625725,-0.003277089741297087,-9.895515097146513E-4,-0.06817956493124366,-0.1615695596891509,0.0,11.203911120508693,0.8940805357487633,0.32098868238093764,-0.5710955858808024
264,10950.774082124028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.662186298990805,0.0,-0.8381696527959399,-0.5613965281813286,0.8282277441279718,0.22857117135850596,-0.30070836465886885,-0.3761563781537062,0.08926690101727716,-3.0012265420670485,-0.5211605726983786,-0.757311889635136,0.07917557067817037,0.5963437654368644,-0.6749232283777733,-1.1340546032950876,-1.003952775220503,-3.7075179915258767,-0.47751501366378135,-0.8185890762170813,-0.41875875317322575,0.5642514733080286,-1.101139331103146,-1.2532468524216247,1.2758690017910626,-3.477094242887934,-0.7989844865575503,-1.077063214667597,0.23272655162130737,0.7605500817269069,-0.6186276969053279,-1.3629951116903534,-0.0032689475990514143,-9.865038726117434E-4,-0.06821971679150107,-0.16153284271938242,0.0,11.197482894393302,0.8960645632756823,0.3053485323735414,-0.5712103882182065
