Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_grad_f,g_bike_stressLink,g_bike_stressLink_f,g_walk_vgvi,g_walk_speed
10,12774.254395746115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9116867335125263,0.0,-1.2215254701383307,-0.6719199198278963,-1.0084748811874675,-0.32236288747994024,-0.9776142337985931,-0.4853610788505175,0.2389312075004766,-0.028421822342680106,-0.0632894444725224,-0.1625882549272959,0.12647917178859033,0.2827044537203651,-0.1815870477569136,-0.2741260153311291,-0.2756173447783586,-0.012976665362536634,-0.06944357229870712,-0.10562660051273641,-0.11276550801753361,0.04429340050776767,-0.17050473875219163,-0.10630095482211616,0.058225245386136076,-0.0107945508430842,-0.018957510917605436,-0.05071593217483085,-9.980387116313855E-4,0.073215215604926,-0.03833089095717322,-0.05271507962567295,-0.004825676225591518,-0.001701532697191518,-0.20092593208614196,-0.2492624348643281,0.0,0.0015886031784359386,-0.031098118076521297,0.3379830466212373,-0.42072436057334345,-0.2875148630738294
11,12656.686347983356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9195233897806294,0.0,-1.3733339998845788,-0.7210097040903352,-0.8675076046441499,-0.31551424652384824,-1.0012398701115655,-0.4951090633875543,0.374423747089783,-0.05790199803022804,-0.12658517185382867,-0.2266364648389055,0.10615626240271203,0.351219243887052,-0.21793310754063344,-0.4076806344422238,-0.2865488587136451,-0.019635944405395445,-0.049144331080018214,-0.13360169512684295,0.04593978294314753,0.10583173456367706,-0.22016600634776354,-0.15760411679302452,-0.056614119789112474,-0.027736200469834018,-0.08088003782115295,-0.14097118012484725,-0.11694534257078142,0.11081551892848526,-0.12839969152245678,-0.1238816349476082,-0.004770343058476731,-0.001705919295632836,-0.22006051697150206,-0.24991138841599936,0.0,-0.0017460761724709054,-0.29139917975658963,0.3961927239980607,-0.5402290336938033,-0.2727327510282437
12,12503.687227068745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.916684024856433,0.0,-1.6207454758403572,-0.8007955632557904,-0.6218447668739114,-0.3014716330281737,-1.0332738340325731,-0.5098548385252781,0.49489431549789703,-0.10810632050014723,-0.2585231349284889,-0.3515939486897055,-0.020689440650196372,0.4308531965459771,-0.3229376196213319,-0.6179156631057574,-0.41031918873390827,-0.0333263024271772,-0.05592057370347864,-0.20078307058068218,0.3245349847756057,0.18850890338829873,-0.3259146616063015,-0.2574486099007761,-0.21456450223007306,-0.05577485729501756,-0.17335630477659164,-0.2821440499560598,-0.2814925634450857,0.1810867868004818,-0.2670363575784154,-0.24013161009929396,-0.0047450428269814274,-0.0016873454992743162,-0.2169756518396381,-0.24652188805346978,0.0,-0.007589757753912695,-0.2739054143257621,0.3857011918443232,-0.695922738385937,-0.20267380032566878
13,12434.982851878205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8622385892646087,0.0,-2.821164330730676,-1.2022235201095506,0.7924896076311118,-0.21606026311000148,-1.1267058815878839,-0.5945367066306311,0.8995322500458384,-0.38594612134275724,-0.644815402629944,-0.9891729987338695,-0.05549921674094575,0.6022019807288028,-0.9229659466132538,-1.4224563905459606,-1.7406661480518753,-0.12426900505485602,-0.44449700317317503,-0.6668892903595444,0.8144705949364874,0.47081595179575436,-1.0136430233923048,-0.8717154124200125,-0.40993838832372576,-0.19413573273895246,-0.45718580706647793,-0.8216468577526733,-0.5874852399404091,0.6512474201248026,-0.7508568465417528,-0.7679334998398941,-0.005231044076182449,-0.0017399704769833423,-0.15800729096834293,-0.19569022394843646,0.0,-0.02056214731783248,-0.3925739025283835,1.1392377323919025,-0.863544384965408,0.734708915682011
14,12232.254654454016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.900173546572516,0.0,-3.393189957037995,-1.4157526389286155,1.4912425272923053,-0.15662096048558952,-1.1199054278541476,-0.6785059486279895,0.7717056775058425,-0.5795788783703753,-0.7198396962415682,-1.1065061549807615,0.10441080031924259,0.25654988029099773,-0.8929096459196528,-1.582627782320652,-1.8553169804661969,-0.17193069998010882,-0.48381713722105185,-0.7561279333177531,1.2682539715010468,0.6697310343096959,-1.1308746227205648,-1.1031668832269461,-0.1287560967439828,-0.2749804494180664,-0.5222413081904249,-1.0583713223071816,-0.49213998954469695,1.0134144408518186,-0.9243458432193157,-1.050020561919267,-0.005308507994737879,-0.0017205450728418007,-0.14429734026060037,-0.1972423818928623,0.0,-0.03251326354872147,-0.3565474962916585,1.5411678294166946,-1.4558718644532593,1.4143234259224946
15,12179.249020903317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9108825665972238,0.0,-3.4834548194104693,-1.4623491401837074,1.5704182945426863,-0.12848101491630617,-0.9971132091506265,-0.7356505055356788,0.8387032310228753,-0.6994389016866793,-0.682483696337495,-1.1071577389633878,0.06600813249712018,0.48221554671379924,-1.0889836148088765,-1.6266355050383767,-1.8507791275269152,-0.20646118568877198,-0.5002834658307007,-0.7671788411419875,1.5408477081142788,0.6573110322193635,-1.0970841893337298,-1.1835940676965655,0.1648866918345968,-0.3322410405602963,-0.5315913445199032,-1.1602142320843127,-0.3057378911153916,1.2115427250821484,-0.9605983483431184,-1.2061349958305179,-0.005334514535691471,-0.0017271022657670467,-0.143656017661174,-0.19877452585282246,0.0,-0.04140942700841267,-0.35138166662846054,1.6919036000154626,-1.6883978321764503,1.7854265514449033
16,12163.656794145425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0273978501145447,0.0,-3.6323134229423206,-1.551523579390702,1.8708226480481176,-0.024392963225915457,-0.6631428587386259,-0.8770592439200297,0.9284036514190828,-1.065913620764171,-0.9154891526780454,-1.1701479773514962,0.04386062534259774,0.883781909970698,-1.1094459841151028,-2.006612341796303,-1.6567142723264237,-0.31857237446559195,-0.4227256085363478,-0.8122474684309658,2.295902927600987,0.7611095687372142,-1.0741800044062402,-1.4017173544847967,1.139284378656811,-0.4960207906725924,-0.5770976203726857,-1.3934239187307058,0.31849614236034585,1.7357610639510876,-0.9788311835905253,-1.62438039796627,-0.005318982763438928,-0.001708047490581221,-0.14707625867666133,-0.2083591095556365,0.0,-0.07060361654188499,-0.30551775326751895,2.0527181036381217,-1.4400480933205357,1.833775618637436
17,12124.120244707763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0798112550779955,0.0,-3.430383734166469,-1.5063588524260314,1.6405446566351856,0.11823381924474095,-0.5092975098314014,-0.9141770177480422,1.0459372593941383,-1.340165436068747,-0.9262289960922601,-1.2245203714607538,0.014199479946134724,0.7777644431587573,-0.8634303339273197,-2.0691857677636616,-1.894240817674885,-0.42426904946589106,-0.5588508615437058,-0.8964020683538609,2.653591040065774,0.7534388246999242,-1.1349389241151746,-1.5550363503566946,1.5514947582307708,-0.6457603762487436,-0.7485590587646018,-1.6463994381604483,0.572875972365896,1.9974373946383785,-1.0597970170826154,-2.0013173125980552,-0.005316999851430911,-0.0017394056646932684,-0.14655396341275728,-0.21821538894655226,0.0,-0.09264033383405558,-0.3776951604469636,2.040158158912465,-1.4213081743733145,1.8002080726326228
18,12071.015606910867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1971130744320115,0.0,-3.1555009963546063,-1.4388391209267684,1.526507580372627,0.35969793837847486,-0.4871880408568,-0.864976217956331,0.8416324155143872,-1.8750907503711203,-0.7132364746269724,-1.2187889009177146,0.2843746894634922,0.6070243690975418,-1.1909540586382885,-1.8216875147771423,-1.9406244711939835,-0.6353334309641891,-0.6143389584484079,-0.9280028296496833,2.8582639948975417,0.7698398730853512,-1.0390264271784837,-1.6720775365400915,1.8796557167884937,-0.9635144052316444,-1.233020014643653,-2.1520610186211186,0.7361804036274713,2.137978749729045,-1.2042598577497394,-2.7233877736786543,-0.005281202108639907,-0.0017083122344097711,-0.14793315429900794,-0.22717481770299447,0.0,-0.1293164497810843,-0.38866686775975356,2.0400753340808344,-1.2591914556534634,1.458915037945184
19,11989.258871844613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3499772392178038,0.0,-2.9105945652076786,-1.3835431480448406,1.613567552657446,0.5724422030400664,-0.5755158910916086,-0.7522958855373998,0.6953403946538393,-2.547182691942522,-0.702661634926366,-0.8736144753147854,0.1345017248322991,0.7072351816395823,-1.051422720210158,-1.4617430783802998,-1.9288732541970774,-0.9286326729234421,-0.5978217537243883,-0.8961542297423337,2.5768322371306556,0.6866595677303058,-0.8633044209863933,-1.6698354217876032,2.1662287592623057,-1.4081180524527022,-1.8079603089271654,-2.747309838900013,0.9151588038607902,2.051795499637575,-1.314896859881482,-3.6142443221886706,-0.005344470312477896,-0.0017159643248074786,-0.13553774254742607,-0.23363929904199887,0.0,-0.1692035269529282,-0.3142015942558737,2.2044876500450954,-1.16672012622584,1.1851426906548703
20,11924.247301113759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.533040035063453,0.0,-2.7551818797823335,-1.3392884090921575,1.8278211923758116,0.6001169300892769,-0.5726923451536796,-0.6423840739368879,0.5576646957848084,-3.2063106708341156,-0.5284142573139141,-1.1243017362900964,0.17966069108734656,0.8811319322358488,-0.81034178705173,-1.3916665758842557,-1.826986508233138,-1.2624523213928167,-0.5680937405969503,-0.7606546317119565,2.0679306571869636,0.6244323266677161,-0.7776253634007917,-1.4944685743952384,2.5308269398140313,-1.9049237695710883,-2.1396228218573166,-3.1332590174782027,1.1293905472469419,1.7281861724411256,-1.237243354773051,-4.402646567273881,-0.005184700047430281,-0.0016806542171040216,-0.14538473558591472,-0.23927996737637644,0.0,-0.2068772241879287,-0.3305895658948034,1.7687794426696009,-1.1310911127838403,1.0923511883790924
21,11909.39130605604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7403002256670703,0.0,-2.3629371980806733,-1.2195095888847185,1.749660906943067,0.40578308244914474,-0.2817186817643906,-0.5673351308708133,0.6078558192474691,-4.011271070488827,-1.1896771279803153,-1.1082975734277345,0.4635999643074611,0.6948972777818311,-0.9499817058723186,-1.4602832982912413,-1.5806241814858788,-1.7542097516981594,-0.49558886515768674,-0.7051319213699041,1.41251271035889,0.763007335699664,-0.9763575836071894,-1.2306460107191162,2.9088760942953673,-2.628781554324674,-2.1296738981870886,-3.258105583310078,1.1436812258418334,1.058310242254581,-0.9523526451089315,-5.205621075435927,-0.005032950956102671,-0.0016092371457710238,-0.14954611598565584,-0.24626496725706293,0.0,-0.2617537599513264,-0.29403903685334776,1.4149547014894739,-1.1938751261392004,1.1169356145793072
22,11858.707093709456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.958933144256962,0.0,-1.9417512944654283,-1.083402462766648,1.6794825749764077,0.11010568318466418,0.09112482886334183,-0.561000371269157,0.7960560829396884,-4.847205129850049,-0.8517755317354163,-1.053771200892305,0.12847645957730214,0.19836060289460367,-1.1220945871474375,-1.7666275939744107,-1.1452362151174877,-2.340529889344584,-0.47223241679688366,-0.798068807288085,0.8877950431906162,1.039433378730846,-1.3595297188785511,-1.034899282685794,3.239953370825959,-3.4801268923293223,-1.7383190214162392,-2.9582916073785945,0.8418991016766179,0.267928096583282,-0.5825753307186762,-5.805680950452921,-0.005017786427388965,-0.0016015455672340076,-0.13838109285985065,-0.2569996837725749,0.0,-0.33153185185763556,-0.1627686210658256,1.5415016414453466,-1.148881347578525,0.9665335750994533
23,11778.391310653566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.117907816642671,0.0,-1.6162403924478324,-0.9453380430996969,1.800316882565685,-0.10254962485457975,0.06750209073288141,-0.5517568903589185,0.5101362284610472,-5.5537638399265035,-0.7180391603568751,-0.8025672647693562,0.2533796829722829,0.210422574372285,-0.9832961392301258,-1.7621198884874922,-1.0410335675201947,-2.957264456871692,-0.7154781579775767,-1.0401053001089937,0.8857573079198406,0.4680586537269701,-1.344381841532793,-1.0970397141750534,3.4219200987208707,-4.313774360853007,-0.9721366901813284,-1.9875593108589054,0.12869821150832295,-0.12284987525086477,-0.5693512066670948,-5.826965539191982,-0.004927373816825768,-0.0015581284164771813,-0.13508142796882208,-0.26921933119902575,0.0,-0.4158597522860338,-0.1703779092784698,1.4764887246490994,-1.0809338005657079,0.7354435246216092
24,11733.064785245802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.211392834271061,0.0,-1.2812773845926018,-0.7715057330757984,1.8190808830568692,-0.10400356333173832,-0.0905387066100074,-0.5330763361038148,0.5226399140549498,-5.968704334346358,-0.7938942058320614,-1.1526642764779433,0.19108191478683303,0.25463908523880446,-0.898074300081404,-1.3791410405508036,-0.9475576497399578,-3.400039454226622,-0.5355518996384973,-1.0635011482865588,0.7527112500195194,0.5471336160050665,-1.31905690730104,-1.3534284982257296,3.305057466559812,-4.8241112191617574,-0.7362585950194347,-1.1553948651064643,0.006768412590633877,-0.07296693851056765,-0.8784110184765948,-5.361566634746447,-0.004885132079634247,-0.0015388322253390577,-0.12895391250427413,-0.27321188657286044,0.0,-0.4768738604515419,-0.11408808880383697,1.556196444028537,-1.0754017013301018,0.6593134144276618
25,11697.509706469024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.555479847196559,0.0,-0.6316111059546765,-0.3480936646557785,2.126296297241374,0.12007102216041074,-0.3704817774724177,-0.5127493446476602,0.5336474228844048,-6.977940570244244,-0.5444550228939673,-0.3529063786325418,0.18765280381766541,0.1960438163273056,-0.9773423823315828,-1.5960463088836199,-1.0794208360571236,-4.607947318714935,-0.35860798695068025,-0.7143993377926596,0.20999222027321351,1.0984812303646443,-1.2826361335002257,-1.897509479242629,2.5753856469824625,-6.0174148116782655,-0.5877818291749919,0.41348626556896617,0.5402278284225455,0.5220222308242244,-1.631227720254992,-3.0869159184290162,-0.004602770435960716,-0.0015071296374281318,-0.14132970116150687,-0.2780350993374796,0.0,-0.6505992098158928,-0.18186261771075896,0.8101406402504401,-1.0629777325016718,0.5632253268500556
26,11620.12489236453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.649457612112286,0.0,-0.4395768277084631,-0.07920494783149312,1.980244610387864,0.31510508438152574,-0.14958924123072342,-0.5516968273023048,0.234351794983796,-7.485350134326301,-0.5165645126771468,-0.4444942945647844,0.24315734503781009,0.28258292956071895,-0.8457787115065479,-1.7504633943992236,-1.000157946657445,-5.289825189564946,-0.48897797186785896,-0.4428278371167911,0.015381051426746367,0.9862987462253255,-1.2455723715685394,-1.9623601745677337,1.8643969757021432,-6.59712032899366,-0.44595597837075424,0.28068572009072645,0.6241542500946055,0.8660868355428983,-1.5103447195974942,-1.3747183618900185,-0.004503676698433688,-0.001418244273206361,-0.1287924689258591,-0.27408368123068644,0.0,-0.7608091151052445,-0.10453827884127692,0.9328051021928382,-1.0964106540308092,0.5163405570641744
27,11583.91425210337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.677555857903332,0.0,-0.5787873979762967,-0.042138894014593836,2.10005727569406,0.4865912991023908,-0.09317196403877978,-0.4330963859909923,0.5068860131931514,-7.901162956757978,-0.49390571237842257,-0.41950178399099275,0.11306778981032753,0.16381012674139173,-0.8708707236234249,-1.162568983545952,-1.1381489910777738,-5.9467546012353525,-0.3680075831748953,-0.5758324009119609,0.06657986910477298,0.790733400076975,-1.2547623312693754,-1.858005973163157,1.4750582784867994,-7.0601252656286535,-0.27166362121261545,0.03319624433797436,0.6845867635258878,1.202179437072969,-0.6848266148363268,0.09868980628363322,-0.0043922798646954765,-0.00145043116782395,-0.13332658131101247,-0.2795873498774742,0.0,-0.8799176217938276,-0.16146590214415646,0.6779748106614845,-1.0454930142238954,0.3840689306134085
28,11528.192895840215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.617423664694128,0.0,-0.31281570681720683,-0.2005004441662735,1.9558810447798516,0.6497696844226903,-0.25712500474535205,-0.06923019663189872,0.2856293635600198,-8.212007307718032,-0.42361645369884476,-0.4031163046094063,0.15837979641884262,0.44672184432733264,-0.7239205947029648,-1.146949515144211,-1.2571405226061718,-6.614852611188603,-0.0478217014542936,-1.0641145376005605,0.025080429810606243,0.990040982919139,-1.359003534876438,-1.7601374006959383,1.1459581298021555,-7.358375481206494,-0.5007189031504822,0.07333043008699017,0.32480671417153295,1.7015829080010265,0.33579643290241423,0.6218244033176829,-0.004241510387337495,-0.001383624632316622,-0.12831718063180889,-0.27061349861011463,0.0,-1.014698244051049,-0.16211330203540217,0.5840728358034828,-1.115222603671246,0.5317439967759088
