Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_vgvi,g_bike_stressLink,g_bike_stressLink_f,g_walk_vgvi,g_walk_speed
107,10921.547995378001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6827671383883644,0.0,-0.8553831002817806,-0.5790566080412082,0.8405672543707414,0.22901946116447325,-0.30572271184108724,-0.37393383804380315,0.07023184864418063,-3.0248798783311286,-0.5192412677714386,-0.7552648373466903,0.08287729454843987,0.598866981811168,-0.6712855711739646,-1.1329386179640388,-0.9312689846086881,-3.7163215203664697,-0.4870503143144517,-0.8383820185112182,-0.28865190021739534,0.575802533939187,-1.1153953050429353,-1.2806869183172631,1.261392015034064,-3.429092527122455,-0.7165799780828668,-0.948892154309517,0.18885035366284092,0.7031409195485356,-0.5017667112188365,-1.2463784829830074,-0.0031968450942073756,-9.637558756755793E-4,-0.04693955246905582,-0.04377367614152991,0.5683137255934257,1.7436102128387139,1.7704561367303322,0.20346863755136516,2.2703408818012347
108,10921.54705367484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.682881304885999,0.0,-0.8553386748428502,-0.5791882270209204,0.8406068628495691,0.2290587033946956,-0.3057180351870869,-0.3740434554047184,0.07014607312071519,-3.024850681713561,-0.5192764282947777,-0.7553498935957942,0.08285448083273776,0.5988150511374609,-0.6712877114185021,-1.1329498020157625,-0.9312549324619191,-3.715913903899119,-0.48705686399408965,-0.8382823022791791,-0.2856353339345281,0.5757939563841956,-1.115295033032805,-1.2807317376616119,1.2615737095108543,-3.42935196596909,-0.7165042267844111,-0.948882769802985,0.18898578396039847,0.7031354409811,-0.5017620000587726,-1.2463969186860089,-0.0031961839921263793,-9.635544194664201E-4,-0.04690533562580225,-0.04362172857232938,0.5675192771934854,1.7513633832625677,1.7880294910189145,0.20972037681212033,2.2784429336078684
109,10921.545980375022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6827961686919117,0.0,-0.8552235394095231,-0.5792771263636863,0.8404470541929978,0.22893388785223912,-0.3058098065431222,-0.37402742356102947,0.07002756352306086,-3.0248805121658178,-0.5192421436065915,-0.7552913411572041,0.08274906956190381,0.5987715755965047,-0.6711544416465404,-1.1327676292507747,-0.9321213913878195,-3.7133764578498067,-0.4869749641410084,-0.8382991130809714,-0.28350060655635106,0.5755550800687464,-1.1152204023957397,-1.2808824239490726,1.260442040041078,-3.429343423782016,-0.7162768933813469,-0.9481664672335874,0.1891535790814048,0.7030637401838441,-0.5016899120931375,-1.2462754802884084,-0.003196115619156142,-9.634969855337376E-4,-0.04693196885051117,-0.04373154196788934,0.5660301302156886,1.7448658257858596,1.7938402869855812,0.20510666833647204,2.271653422285752
110,10921.545426061888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6826150923973975,0.0,-0.8552614645193033,-0.5791115036068535,0.8403473968420531,0.22879471108319444,-0.3059317486122006,-0.3738949369409026,0.06993426470550972,-3.0248607995549017,-0.5191546669922855,-0.755132621977163,0.08277574679712589,0.5987627600939275,-0.671091418612373,-1.1326141431926677,-0.9319604555616313,-3.7132969613766074,-0.4869712894797078,-0.8383150102595622,-0.28311834574618294,0.5755396610562502,-1.115323989467825,-1.2809015524762175,1.2598368567756664,-3.4291570836139975,-0.7162528303129237,-0.9479255349630115,0.18906088757431802,0.7030297885309778,-0.501648938775356,-1.2460312040610322,-0.00319626604975506,-9.635329945043562E-4,-0.04699163089082181,-0.043797527659868656,0.563781880119061,1.7415182767594297,1.796418462510838,0.2016825819521928,2.268066037770892
111,10921.54442321969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.68244793108065,0.0,-0.8552145496279336,-0.5790869132211541,0.8402491827376803,0.22873032867560003,-0.3059143666602315,-0.3737942494858283,0.06996817814555005,-3.024399542335865,-0.5192201769396292,-0.7550458977920469,0.08268744224539802,0.5987961654752827,-0.6710812307859473,-1.1325985498084221,-0.9311114784681028,-3.7129893787306734,-0.4869581590030724,-0.8384077553931121,-0.2840201530423907,0.5754424815666963,-1.1155088208444834,-1.2810273547108604,1.25936736759188,-3.4289042044931093,-0.7160411207421556,-0.9476720113811885,0.1889281773330355,0.7030204741374939,-0.501633177935793,-1.2458708652070063,-0.0031965797541278164,-9.636057127195258E-4,-0.0470514956614662,-0.04383792636451242,0.5614932261564249,1.7392420797384474,1.7953220606052886,0.19779213433667964,2.267710706031972
112,10921.542303333756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6821958968297523,0.0,-0.8551973682680558,-0.578914850515672,0.8400964909224196,0.22868861713422203,-0.3059454545604597,-0.373581572405263,0.06998518129087114,-3.0241126002590075,-0.5192358504206211,-0.754883712098473,0.0826297570581553,0.5988205017151402,-0.6710385821893196,-1.1324672925110484,-0.9302136970134639,-3.7129497929092503,-0.4869110039914701,-0.8383828497531032,-0.28428944334514394,0.5753700126673423,-1.1156307239470786,-1.2810363760177794,1.258898786993709,-3.428605667614638,-0.71582275749796,-0.947218638195845,0.18880727686121215,0.7030637383206622,-0.5014337488833175,-1.2457344711557465,-0.003196952018866095,-9.637070275847452E-4,-0.047226085653761136,-0.04397373568095908,0.5538190887120236,1.7336842982266176,1.7937705471843046,0.18838623352450926,2.265334045958677
113,10921.539332456718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.682084564259659,0.0,-0.8551216274973464,-0.5788144888837304,0.8400159448722827,0.22870202213215815,-0.3058871642997714,-0.3734736538775086,0.07003294879328349,-3.0239810815446964,-0.5192428568400057,-0.7548317166754897,0.08258792994985395,0.5988749502480121,-0.6710143788500916,-1.1324417238197937,-0.9288163237201738,-3.7129969964052014,-0.4868304001745992,-0.8382915283099649,-0.2864940778914941,0.5753178323584821,-1.1156076163571784,-1.2809013403209637,1.2590137248531683,-3.4284577951452335,-0.7156864959365008,-0.9469652796549985,0.18865619778679923,0.7030040153384469,-0.5012320251357735,-1.2456966710245014,-0.003197302949564542,-9.638085756045443E-4,-0.04739283378770629,-0.044056289528131135,0.5464098419634805,1.7309664699585345,1.7809327645766662,0.18060731011423667,2.267358990163989
114,10921.532029554624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.682166764584778,0.0,-0.8549530728225634,-0.5788709462649346,0.8400775333102019,0.2288562382206051,-0.3056223645852422,-0.373469076433175,0.070189789481808,-3.0238832595250895,-0.5193409278565783,-0.7549214239507163,0.08251814611564302,0.5990108548600686,-0.6710645814463299,-1.132593716895558,-0.9271997297402457,-3.7121663598673726,-0.4865692080880043,-0.837799786997784,-0.288470052623286,0.5752093236978705,-1.1152614668085363,-1.2801803453097214,1.2600251283205992,-3.428485666168445,-0.715663212896878,-0.9471063372283042,0.18866571252384404,0.7030039512849098,-0.501178086351091,-1.2460171416389652,-0.003197577045156841,-9.63895047943796E-4,-0.047827724483552304,-0.04429389321450924,0.5258204329641003,1.7234623560291054,1.7577571459290797,0.1669115669975552,2.262842224432092
115,10921.522502519174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6822501995721795,0.0,-0.8549191283046766,-0.5786920431047285,0.8400647560500611,0.22897822613352747,-0.3055686156092207,-0.3734133720035596,0.07020826684230047,-3.0248112474499638,-0.5192023774874442,-0.7550244915987454,0.08262391784489267,0.5990901865742861,-0.6710154165717237,-1.1325885861478748,-0.925352785523843,-3.712173899028125,-0.4862694299845566,-0.8370978843577245,-0.29329282122869027,0.5751614699866398,-1.1145898368637115,-1.2791532487469963,1.260896782893719,-3.4284561714942674,-0.7160347618318157,-0.9471704843794981,0.18859843969390203,0.7029863937806666,-0.5008715879623685,-1.2462290015310071,-0.0031975711848563596,-9.639259236787763E-4,-0.0483749440982222,-0.04452741949451549,0.5003058998534441,1.7164242296968366,1.7118829477839819,0.15624805641993483,2.2552665271919197
116,10921.511566094723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.682632068831997,0.0,-0.8548962842358597,-0.5789127346345855,0.8403165654762421,0.22910794971469683,-0.3054115589535802,-0.3736583639252061,0.07029465720007282,-3.0251916861334656,-0.5192257853005235,-0.7552922179157235,0.08263545230459317,0.5991335749034479,-0.6710723292782937,-1.1328422901869075,-0.9245822669564089,-3.7123382424335443,-0.4860923781663606,-0.8366858766312931,-0.2979757478628379,0.5751444289447722,-1.114170676172069,-1.2786630879450231,1.2616669972730277,-3.428697382644252,-0.7164315199030654,-0.9479607706186696,0.1886319511832981,0.7030060234951923,-0.5013075157481461,-1.2466216332906448,-0.0031973726266951697,-9.638766826684487E-4,-0.048679347246548564,-0.04457631898667522,0.486553750936782,1.7139015559489688,1.671971851124309,0.1611111005739272,2.244549320007449
117,10921.498074096653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6833416753161363,0.0,-0.8550870394773936,-0.579169339454082,0.8406088931908172,0.22926678891744426,-0.30544801275957106,-0.37412319349490625,0.07015535194410183,-3.0259807441508695,-0.5190991724087815,-0.7558634788453107,0.08270818276693505,0.5990156884306317,-0.6710549748957502,-1.133056328487027,-0.9206356568126223,-3.714780052658883,-0.4857939751299652,-0.8358351811607625,-0.30925500702942,0.5751436071413873,-1.113202848902313,-1.2780450067818299,1.2626775050210164,-3.4288695166856216,-0.7176974848346596,-0.9499529996109631,0.18843545364378625,0.7031268273778943,-0.5025282779975843,-1.2474292111602385,-0.003195972787633425,-9.634665892866733E-4,-0.04917045226533187,-0.044013342910043246,0.46101357292543926,1.731010306422996,1.5943034224496813,0.20576870006562903,2.2411066958925456
118,10921.487294942088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.68298913823745,0.0,-0.8550864625635552,-0.5790646483889901,0.8404434966839088,0.22908653818377858,-0.30563467129824545,-0.3739362635163791,0.0701638161172575,-3.0254213156492877,-0.5191659234901241,-0.7555724173606448,0.08270534712603045,0.5989855370474348,-0.6710635288806817,-1.1329675889289104,-0.9221866131468974,-3.714619845033458,-0.48602759487560226,-0.8362967734646032,-0.30851078189528774,0.5751157488141175,-1.1138044120888768,-1.2788812225139814,1.261154687293755,-3.428788755418095,-0.7171324099064037,-0.9489873850986127,0.1883785726957651,0.7032407882942097,-0.5022003470735641,-1.2468093926710102,-0.0031962953007627715,-9.635542987699296E-4,-0.049162383364189766,-0.044160587541013784,0.46281869861490504,1.7193704259797984,1.5997413772354345,0.19691200547110135,2.235340782966475
119,10921.439894882507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.682083164964104,0.0,-0.8551919515569402,-0.5789142551272553,0.8400969243269857,0.2284207782561538,-0.30628056529842074,-0.37350972198351934,0.07020948899907449,-3.0230173672264127,-0.5193663859100016,-0.7548329057800418,0.08257036187061288,0.5987349417830193,-0.6710366763734726,-1.1326796533864019,-0.9273150851550592,-3.7163810423510735,-0.4865874647236396,-0.8374485234441519,-0.31147917051363677,0.5750058646696031,-1.1159440867195904,-1.2821421791479075,1.2551250438987027,-3.4282023284951806,-0.7152893946779953,-0.9459340293383995,0.18796599790219384,0.7034215058632376,-0.5015719222932106,-1.2446443975625123,-0.003197670611270468,-9.639018556135231E-4,-0.049890049481971226,-0.044783596643636917,0.4365141145480853,1.6578428308151285,1.56121332930834,0.16896179496688402,2.1982955983263404
120,10921.418418242838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6806041011360633,0.0,-0.8552147921053365,-0.5782543490456524,0.8393241157636137,0.22732158616735668,-0.3074299576646195,-0.37273441430597626,0.0701512771259632,-3.020564427586885,-0.5193160038661647,-0.7536970498096398,0.08255969494097705,0.5983398387180685,-0.6708376826120406,-1.1318936755829179,-0.9312428801209784,-3.722869023130785,-0.4874169231307133,-0.8392449894196674,-0.33756075271019376,0.5748731572503765,-1.1189298705043689,-1.2873300823364797,1.2459311450167996,-3.4273323173182133,-0.7134439017022821,-0.9422084388562936,0.1866566448826708,0.7040950799043083,-0.5008792367529298,-1.2416093625162237,-0.0032003166524029176,-9.646097393269184E-4,-0.05131016001664695,-0.04512144037488512,0.38951597055920195,1.5652067325082648,1.3903061221918125,0.15621385876354082,2.1649740121232814
121,10921.35693606579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.681685405175755,0.0,-0.8551706340392075,-0.5788282025420615,0.8399955781473306,0.22788947001436477,-0.3067249880125006,-0.373299731139066,0.07020487705668173,-3.0209036840071763,-0.5193762524001461,-0.7545504622089175,0.08240056647078298,0.5984704113281417,-0.6708601140578866,-1.132356005621404,-0.9324036615064398,-3.7227999240688345,-0.48726988896251977,-0.8390602144706213,-0.32492198449178555,0.5751276935476329,-1.1181978686814076,-1.286408211878031,1.2500903006114918,-3.4275177811523094,-0.7143549950657124,-0.9447196656813248,0.18718717357913256,0.7034135977453544,-0.5016511541619995,-1.2430138059459055,-0.003199684772751933,-9.644028954610751E-4,-0.050398324493743776,-0.044252900341182025,0.4303810022132752,1.6009656408233466,1.476596168702678,0.18978904874318725,2.2169001521601075
122,10921.283263265987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6829617312293212,0.0,-0.855300312516287,-0.5796300915421584,0.840636697819945,0.22873927588106854,-0.3058020029715522,-0.3740635455724902,0.07060076539423905,-3.020489798156287,-0.5197107424691306,-0.7556382595782474,0.08219292669998012,0.5986167286042673,-0.671138371314664,-1.1331090096198198,-0.9359330094662416,-3.721143564157218,-0.4865650191044952,-0.8377068622673289,-0.3105733819865403,0.5752976832730134,-1.116709884845235,-1.284284777535648,1.2559397089063977,-3.4272183521164523,-0.7150750398565574,-0.9472520692899004,0.18788449302717417,0.7025779543971407,-0.5021403882222348,-1.244643326229041,-0.003199533727416784,-9.643566232128718E-4,-0.05079229605763605,-0.04384070315153258,0.41298861000164233,1.586126262685195,1.517595927191678,0.20569978025263888,2.249785021588652
123,10920.998047671234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.686037096563657,0.0,-0.8549949517343229,-0.580797804402288,0.8419574935503461,0.23095848949683043,-0.3038476011533378,-0.3757420577630953,0.07145719230522192,-3.024624650636887,-0.5197855686757761,-0.7579271260574783,0.08255419422620759,0.5991019470899758,-0.6716858185489664,-1.1343632524443967,-0.95938407230253,-3.7132746550688935,-0.4846679712143435,-0.8331321244522263,-0.26308700757467407,0.5759720746279661,-1.111346811546232,-1.277269175813676,1.2742311106756956,-3.429106738380947,-0.7186735219661594,-0.9554041124490528,0.19090035665213376,0.7013302932665425,-0.5026973769306845,-1.249510724696397,-0.0031997900146397986,-9.64589237735405E-4,-0.05348451079238266,-0.0401840367604738,0.31497115349108645,1.4465539903061988,1.5814839798995657,0.3415453525511165,2.478637950937154
124,10920.913510570133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.682854057439885,0.0,-0.8550767908367581,-0.5787667115958808,0.8401268178854294,0.2289204434481384,-0.3057104012582686,-0.37384621228682136,0.07068016895646184,-3.0272843983756457,-0.5187438048490549,-0.754954693032514,0.0834650776425977,0.5992115096973395,-0.6712147853044218,-1.1327786045020216,-0.9676095965572553,-3.696505137176085,-0.4847107765566789,-0.832683875412971,-0.2548002238727496,0.574999228875695,-1.112414239703908,-1.275501261479528,1.2691453403513875,-3.431051949259174,-0.7179781648847774,-0.9511205836408605,0.19097742200446,0.7024410825461489,-0.5010673303727289,-1.2466398462193728,-0.0032010983299280253,-9.650833981137708E-4,-0.05505162685697286,-0.03957752759608881,0.262107493383802,1.3582342909433687,1.5795314211212208,0.36739564078534237,2.533029120697935
125,10920.846127458646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6803183669967376,0.0,-0.8554646471437316,-0.5772783128437682,0.8388607157268873,0.2273445994954192,-0.3072174429105158,-0.37233828012140074,0.07018570503338073,-3.027685357922546,-0.5181958954245581,-0.7526513210034403,0.08389124806681066,0.599060882946011,-0.670873374168562,-1.131607363819158,-0.9760642571280544,-3.6868144850169995,-0.4851757135670046,-0.8335097870008239,-0.24952948693278543,0.574419223429073,-1.1144068805776672,-1.2758600876335435,1.2632704963077668,-3.4317096911272147,-0.7169504288398891,-0.9477611934470727,0.19075751180634395,0.7026677263691439,-0.5000025579752788,-1.2440992189048579,-0.0032023910954514304,-9.654973598326527E-4,-0.05561222657416371,-0.03833065896218912,0.2558372958130658,1.2994436542946086,1.585419438589864,0.41759177948922144,2.6144742708946427
126,10920.815343191736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.679366043990943,0.0,-0.8556892571718643,-0.5772857093859429,0.8387515134702194,0.2267855229767821,-0.3078463576583698,-0.37190383812143657,0.07024767596534577,-3.02569978138595,-0.5186405561378262,-0.7519542909929445,0.08346456752070223,0.5986173286296195,-0.670873472853149,-1.131483854106622,-0.9707948006193482,-3.688554344554972,-0.4858563269096293,-0.8355051351132701,-0.26461617889012756,0.5742003197170402,-1.116697264384027,-1.2784679628545896,1.2560618409034656,-3.431212612610306,-0.7151201212061972,-0.9451549360662292,0.18980396330963042,0.7023849000872812,-0.4998084008673981,-1.242372351034935,-0.003202418529277883,-9.654253935981334E-4,-0.05513258088890513,-0.03817100557344972,0.2784735516772706,1.33916174020663,1.5389207075756512,0.4307208367496207,2.6253777718916385
127,10920.785088209966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6813959606857765,0.0,-0.8557184725677353,-0.5792386750905205,0.8403059559951073,0.22805283901957304,-0.30662520360513423,-0.37331879758505737,0.07119466774611705,-3.0226260514872587,-0.519856329649501,-0.753999843716757,0.08237504380816552,0.5981285721366393,-0.6712861997983295,-1.1329176429885905,-0.9706051536078568,-3.6986129910937144,-0.48554188012383237,-0.8355719347562736,-0.266828800403966,0.5746775064472491,-1.1169347004181813,-1.27994699949242,1.256192385799821,-3.4299631717074326,-0.7144899477000353,-0.9477546555835445,0.18957700428491792,0.7004675350191577,-0.5009470079125208,-1.243482995272477,-0.003202677896247575,-9.65358772434237E-4,-0.05619172782386868,-0.036244065650770006,0.24019494545491035,1.3314880417275545,1.4756515882451877,0.515567142249034,2.7418909069705175
128,10920.718244662909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6846478194219365,0.0,-0.8556663980021866,-0.5815122893166031,0.8420899974914223,0.22992208257223473,-0.30468070550395,-0.3753381450969802,0.07217223512991287,-3.0191289436900104,-0.5207599761501783,-0.7571557513493269,0.08146681016788095,0.5978383999619423,-0.6717046994685785,-1.1342631073585934,-0.9765807072056388,-3.715892444146199,-0.48500279128586954,-0.8347221755644625,-0.26041771386589435,0.5758900334934272,-1.1165889446181039,-1.2820803645662286,1.2623333172843965,-3.4276713507989807,-0.714877664781233,-0.9521158515829139,0.18973643706256324,0.6993828775052836,-0.5023499855572837,-1.2459353576258096,-0.0032042849202190836,-9.657008138917264E-4,-0.057514071545030736,-0.036361084001484086,0.19508029661662635,1.2739629562907213,1.4496670887919896,0.5220512958041914,2.758402521044263
129,10920.67534678954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.682764486927803,0.0,-0.8552229175925719,-0.5790481268189737,0.8399834624148501,0.22898241689139973,-0.30596302332454844,-0.3740304474277758,0.07078240384552302,-3.024219366334677,-0.5190744888762964,-0.7554229327595664,0.08308448336274915,0.598336042028123,-0.6712096176075402,-1.1323169730794898,-0.9751208080599614,-3.713122060633261,-0.4853505749938523,-0.8337688758627516,-0.2597306603257431,0.5759469117793817,-1.1150571156813907,-1.280532206053626,1.2656575608655698,-3.429593411867111,-0.7168224838777982,-0.9515680307133979,0.18974530868761413,0.7024903722694997,-0.5008996200937359,-1.2454654218270802,-0.0032029633329099328,-9.655235064478315E-4,-0.057365099516664395,-0.03605954473382971,0.2038490530014195,1.2850437733474602,1.4801069863789913,0.5393955441209248,2.7919514798672806
130,10920.647149169929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.681606471603117,0.0,-0.8548592741793002,-0.5773536485700551,0.8391234750748429,0.22826669454205203,-0.30682826200152113,-0.3729620392172392,0.06993129268787052,-3.0283396395086943,-0.5180456895795478,-0.7538170581265908,0.08426160472504754,0.5990582620767797,-0.6709762099324651,-1.1314553925766002,-0.9739311629043446,-3.703365122508945,-0.4850513064740369,-0.8317593007855434,-0.2540372815220818,0.5754601520674799,-1.1131769314131665,-1.2776762530798051,1.2695929423657981,-3.433385943679714,-0.7181219145934631,-0.9520157788884807,0.1903261375880892,0.7042101119226695,-0.5002777828489328,-1.2451810075970668,-0.0032011288219599677,-9.651689224849103E-4,-0.05841159256413688,-0.03453965183936412,0.1693189073824688,1.28091917810548,1.48860600213019,0.6186619790995974,2.9142593653342375
131,10920.620124466672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6825469692160446,0.0,-0.8553753564746146,-0.578640494292709,0.8404558365671426,0.22860574562137256,-0.3061584768969338,-0.37352506117143375,0.07084956482074987,-3.0249537721615707,-0.5190068895902449,-0.7545479019157736,0.08327010333329747,0.5988982952316338,-0.6712410714513448,-1.132695615884514,-0.9741800051541714,-3.700346338756831,-0.48440814128310355,-0.8316800927549648,-0.25414611209951266,0.5750012481842433,-1.1138122219324003,-1.2775090147670065,1.2685130728359006,-3.4327509753300287,-0.7168984143211723,-0.9521044418099339,0.1902760472445968,0.7016229756217421,-0.5010223620144328,-1.2451280178751654,-0.003202227579702509,-9.653769500765104E-4,-0.05880342768124893,-0.03440970833408615,0.1591415493870719,1.2681668970359998,1.4686288458041947,0.6290913880358828,2.9348011001005174
132,10920.60497434861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6832685583249902,0.0,-0.8556771988526316,-0.5798011563213687,0.8409723050541312,0.2290539305639328,-0.30545074375457315,-0.3743305742900229,0.07167249106263841,-3.0218749645616554,-0.5197874029157334,-0.7556993671786919,0.08236530741816311,0.5984184267168174,-0.6714275404056874,-1.1334880777125942,-0.9754448199274873,-3.7019548964252507,-0.48357743705265416,-0.8312358291873024,-0.2553595138852275,0.5747131355059337,-1.1140172600766058,-1.277077651082234,1.2674113162637142,-3.430296945394544,-0.7163403746060923,-0.9526087201383846,0.18984530766048938,0.6993550012558444,-0.5012756761053228,-1.2451704192741497,-0.0032039033150769464,-9.657392121155001E-4,-0.05992264845996366,-0.03327016526666448,0.12915554162007545,1.2361463398204766,1.4244634423275653,0.6905813957022613,3.0407754427259603
133,10920.581774803475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.683383679342182,0.0,-0.8554464000761665,-0.5799955343911176,0.8407334769572054,0.229281316385624,-0.30517543615596543,-0.3746278567221314,0.07181189914511169,-3.0225683823873797,-0.5198680108529743,-0.7561251434930675,0.08223295088085614,0.5983219734016397,-0.6714107275911986,-1.133603678479023,-0.9748353471103217,-3.7014672205043384,-0.4831143255242357,-0.8304677693576751,-0.25442813736854625,0.5745341500218271,-1.113125946960981,-1.2754381654651408,1.2680930250970757,-3.4294318816266673,-0.7165223276990801,-0.9527398273047969,0.18978003148496875,0.6988824186268698,-0.5006450414479428,-1.2449455095914057,-0.003203999284424148,-9.657503003978636E-4,-0.060640405151264606,-0.03247162087135502,0.10915245448774469,1.2292046068527567,1.4118438003877758,0.7359517741758421,3.1378104311065704
134,10920.568862094244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6829762536960056,0.0,-0.8553555243099429,-0.5791723136436085,0.8405650358754131,0.22903163678309502,-0.30560295781710084,-0.37395248059947733,0.07118775029640557,-3.024794096417895,-0.519383035906026,-0.7552078841111197,0.08282137660019254,0.5987361235331516,-0.6713110967060241,-1.133121527508758,-0.97501974807267,-3.7010744478605835,-0.4834702950732948,-0.8299714332028311,-0.2552484985023978,0.5747854174583279,-1.1129146778828396,-1.2751850088334957,1.2703359773738818,-3.4319261423007124,-0.7166055426729808,-0.9531437587673361,0.18979359683604746,0.7003485151383713,-0.5002806906021394,-1.2442320843367887,-0.003202716873603495,-9.654662436309765E-4,-0.06116010072932351,-0.03167238086138426,0.09391543510337885,1.2252650069847149,1.4052096869291228,0.7853334946716105,3.2288697598237905
135,10920.566973182174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6822488097714796,0.0,-0.8552287506688215,-0.5782050040746337,0.8398549732539492,0.2286216240759223,-0.3063011229701199,-0.3733401328092702,0.07036903143200988,-3.026909584755395,-0.5186466214654347,-0.7543763494391278,0.08366323196287234,0.5989023249041421,-0.6711879777008087,-1.1320999723056215,-0.975649315595192,-3.703259411376856,-0.48411328486880895,-0.8301868217082402,-0.25642897088121575,0.5752533333614622,-1.1131039934553255,-1.2761653435795295,1.2716244270332018,-3.4334440654572815,-0.7170234942642323,-0.9528641037905646,0.18967248863181324,0.7024819976330813,-0.4995630500369193,-1.2437846687526095,-0.0032016160738630307,-9.652381801266797E-4,-0.061032320022909266,-0.03150303456521519,0.09820683359171972,1.2295314074009775,1.4135097285878915,0.8014238410161418,3.266366165961107
136,10920.549917374865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6821189897103173,0.0,-0.8553430092561519,-0.5782575585431339,0.8397284709826752,0.22845778365017394,-0.3064949957897014,-0.3733902926236307,0.07036061018589826,-3.0263225505142817,-0.5185795467039347,-0.7544654348761379,0.08370888377363452,0.5987186152137812,-0.6711812851361595,-1.1318728806193579,-0.9772972313393122,-3.703235950917099,-0.4839595172530704,-0.8301240100087218,-0.25502488691145553,0.5752289245040728,-1.1134236494570373,-1.276771301088515,1.2717388607590965,-3.4332623680029712,-0.7167108090520303,-0.9521792571959818,0.18938461686773192,0.7020833446183792,-0.49870619196150145,-1.2431329460577125,-0.0032020826228800515,-9.653577433352445E-4,-0.06159695690543928,-0.03057189193434085,0.08403615594689152,1.2112666385592585,1.4028440648638245,0.8526136173510004,3.3747625879577434
137,10920.54158483352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6823362829528894,0.0,-0.8553179976725288,-0.57857252569069,0.8400438678548526,0.2285046217845368,-0.3063280565198169,-0.37361186754535824,0.07064484389847969,-3.0254228934428955,-0.5188595808901,-0.7546155704358929,0.08346672420301103,0.598693661685404,-0.6712014431630915,-1.1322958593669856,-0.9804581622674159,-3.7017131907073884,-0.4838492605173043,-0.8301296086399242,-0.2500494612257845,0.5751032571704914,-1.113561601454918,-1.2769670390232921,1.2717339483990577,-3.43336331476589,-0.7161406809939754,-0.952038461142832,0.18955732341036763,0.7010877612125969,-0.4985077053703106,-1.2426684601464721,-0.0032025696512793535,-9.654659734709661E-4,-0.06197713230633259,-0.029923870168011138,0.07402910639975098,1.190866334748344,1.4029126471906073,0.8898882063385303,3.4587657611732574
