Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_shopping_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_shopping_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_shopping_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_shopping_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_shopping_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_grad_shopping,g_bike_stressLink,g_walk_grad,g_walk_vgvi,g_walk_speed,g_walk_speed_c
246,15403.067053108265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4934661145443926,0.0,-0.5338123681672708,-0.22320160370578776,1.0588893422437853,-0.3609300115936,0.33345743444448905,0.08621737563610501,0.26739984795595895,-2.640989316586911,-2.0092551088723978,-0.5732321447489837,-0.18892920087137213,0.4477380052770638,0.30595062634638476,1.203796718309037,-0.5576010917516001,-0.712676706151049,-2.146740929957754,-1.6978777056613739,-0.21481170494044424,-0.5444917769606545,-0.56550069912913,-0.3660105278434315,0.45502204072657315,-0.6637435076514097,-0.9396438538081183,1.4391994484351305,-1.423765650016465,-0.19370328171266282,-0.19407772742967966,0.2667438227841953,-0.6072457744583116,0.6969852289866713,-0.23710235530855986,-0.2666242090170194,-0.002230005971141238,-5.684006210626905E-4,-0.02963396038665791,-0.04328542321267689,162.00995540264987,-34.14655846730548,5.110709023013339,20.139297688548965,2.220635744212507,0.0,0.7420213386327431
247,15403.057232664261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4934613909479142,0.0,-0.5338413371153988,-0.22318529558244193,1.058880430960783,-0.3609125946868094,0.3334714898118084,0.08619707346305844,0.26738517950645435,-2.64089171215318,-2.0092135228833063,-0.5731938427315829,-0.1889149979562835,0.44770877933318726,0.3058664037509227,1.2037425352047584,-0.5576143378858546,-0.7126585212248369,-2.146811045874633,-1.6977678536311405,-0.21471408769529746,-0.5443429623011362,-0.56549674579693,-0.36607219175581074,0.45506641918568985,-0.6636654612156442,-0.9395703315181463,1.4391427804847499,-1.4239098812769693,-0.19368079143897318,-0.1940626333898958,0.2667367406266274,-0.607196385356316,0.6969841498590619,-0.2370816764194059,-0.2666379982391043,-0.0022297201178207438,-5.683565765080353E-4,-0.029578705374812587,-0.04324000226020443,162.3859557791316,-34.261601998173646,5.121611762255758,20.158074238063957,2.224187379416019,0.0,0.7422474023392092
248,15403.04763004851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4934730586721927,0.0,-0.5338056954860995,-0.22320296580209015,1.0588931560529342,-0.36092897925881384,0.33345351217399216,0.08621890200131505,0.2674039680889894,-2.64111585347339,-2.009275261234534,-0.573245189039412,-0.18892702465228836,0.4477478002540794,0.3059862360125982,1.203812959430308,-0.5576025476898762,-0.7126746061709597,-2.1464514557187973,-1.6979789588104601,-0.2147752193277693,-0.5444365282238963,-0.5655882238380465,-0.3661987815650271,0.4549768783878159,-0.6638540277574865,-0.9398324258208716,1.4392366680805644,-1.424116612152487,-0.19372506839584616,-0.19409661064216976,0.2667527288575426,-0.6072209870840526,0.6969850204257851,-0.2371055641125676,-0.26664859235458777,-0.0022296960769483043,-5.682905113066089E-4,-0.029561429427868113,-0.043207568305407285,162.72809890754212,-34.36853990971485,5.131499398395334,20.173966603784578,2.227359401145497,0.0,0.7423923611233798
249,15403.03820378281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4934663294270365,0.0,-0.5338460641749738,-0.22317759884672572,1.0588796130616243,-0.36090538734282523,0.33347326799067634,0.08619004799663355,0.26738332462868314,-2.6409552517135366,-2.009203355989646,-0.5731830447590339,-0.18890956143961185,0.4477081541714933,0.30585831413213527,1.2037329833831785,-0.5576133793855527,-0.7126531964187548,-2.14660587418673,-1.6977936741344302,-0.2146413528435307,-0.5442305664044917,-0.5655608378804065,-0.36624913779551604,0.45504156999711914,-0.6637199213388336,-0.9396963358734159,1.4391529865682786,-1.4242381911069328,-0.19368972191178585,-0.19407151212849047,0.266740628314433,-0.6071601448900638,0.696983632687573,-0.2370764416119439,-0.26666209914599526,-0.0022293696339676563,-5.682532937871616E-4,-0.029499223266005143,-0.04316051575592809,163.10372939934675,-34.48311377367613,5.142388873676724,20.193698704211634,2.2309049537343206,0.0,0.7426266963870726
250,15403.028883480541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.493481072127544,0.0,-0.5337968542021254,-0.22320617099115414,1.0588979320775997,-0.36093049728414056,0.33344822297654986,0.08622250897724562,0.2674098727791069,-2.6412514880617035,-2.0092933509867033,-0.5732610946929934,-0.18892656652347126,0.44775918438265694,0.30603076913434174,1.2038339289793536,-0.5576000472818484,-0.7126765848993232,-2.146121880230067,-1.6980852523347671,-0.2147416630361993,-0.5443845740197177,-0.5656742138795143,-0.36639590097586455,0.4549183477147201,-0.6639711013814745,-0.9400405184790838,1.4392870793682768,-1.4244622791722616,-0.19374872165781312,-0.1941166831718413,0.2667617634652973,-0.6072027134782726,0.6969847939038586,-0.23711102485336716,-0.26667068543485334,-0.0022294210508552433,-5.681865526066668E-4,-0.029492907094801415,-0.0431322400000768,163.43197402854994,-34.586422667631034,5.151859631469919,20.2091434927935,2.233919344754701,0.0,0.7427406421743389
251,15403.01960240442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4934713496162888,0.0,-0.5338595511938483,-0.22317001673799203,1.0588787544345668,-0.3608979746065356,0.3334786767042423,0.08618051290051928,0.26737925416545794,-2.640981198354669,-2.009175691580365,-0.5731627032503934,-0.1889021331550571,0.4476990027133226,0.30583512667348717,1.203713753788411,-0.5576118615360891,-0.7126499651202103,-2.1463353957631575,-1.6977650944164775,-0.2145428998212732,-0.5440709879129488,-0.565595016348211,-0.3664553995612954,0.45501546258567543,-0.6637240222756884,-0.9397807093227487,1.4391738940573013,-1.4245451038350678,-0.19369156305765534,-0.19407426024918237,0.2667397244877365,-0.6071209540245077,0.6969849041391827,-0.23706722398865318,-0.26668641514643887,-0.0022290809202825303,-5.681784056550623E-4,-0.02941872761870896,-0.04308106377905813,163.8198677250126,-34.70416926995553,5.16317346996507,20.231196248929653,2.2375908402757743,0.0,0.7430272347211444
252,15403.010552088654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4934907626242595,0.0,-0.5337835154039565,-0.22321278124098923,1.0589048450340646,-0.3609371796530826,0.33343952580482417,0.08622981023298826,0.26741935172534864,-2.641405766817291,-2.0093089577314314,-0.5732824005413477,-0.18893001902840645,0.447775339257084,0.3060937913703573,1.2038658462624494,-0.5575923023760989,-0.7126873697179306,-2.145626787925921,-1.698183802585798,-0.21471067153009812,-0.5443258020372728,-0.5657360984816732,-0.3666353753251168,0.4548300425193214,-0.6640809974457587,-0.9402485219144159,1.4393696093134023,-1.4247810682797128,-0.19377756715719038,-0.1941404791217012,0.26677143536028336,-0.6071939608870469,0.6969854703770596,-0.23712174171263953,-0.26668980065193415,-0.002229228040448749,-5.680981726665072E-4,-0.029430043871504406,-0.04305856866572987,164.13443891266002,-34.8043831142521,5.1722579902221915,20.246292630676063,2.2404324507331324,0.0,0.7431341226077818
253,15403.001744610883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4934700685895401,0.0,-0.5338701977927521,-0.22315331632234295,1.0588695889843094,-0.36088380583816304,0.33348312094187305,0.0861646795616286,0.26737107447352865,-2.640987353850652,-2.0091344942318776,-0.5731313651046789,-0.18889302811005587,0.4476883467533009,0.30578658429931904,1.203676640079827,-0.557610811405257,-0.7126366755079808,-2.1461841375419852,-1.6976899740245481,-0.2144369966612772,-0.5438953507986748,-0.5655997354924972,-0.3666060957877487,0.4549994041624452,-0.6637102940044873,-0.9397957217803659,1.439135821316692,-1.4248251103865877,-0.1936857900957361,-0.19407114555972413,0.26674278194127343,-0.6070747920408606,0.6969820004865663,-0.2370562070997255,-0.26670015793335383,-0.002228632604736628,-5.68061128697461E-4,-0.029335593545192114,-0.0430015362847471,164.5280298081472,-34.92264752547073,5.183681010889926,20.27041892604451,2.244145091058425,0.0,0.7434518197268785
254,15402.993170729047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4935005916166781,0.0,-0.5337623837747779,-0.22322520818972683,1.058914175532214,-0.36094446840620126,0.3334281148781116,0.08624241055221421,0.26743115874535267,-2.6415948824838003,-2.0093539169830725,-0.5733203821050751,-0.1889325471339997,0.44779618885359224,0.3061785882010463,1.203910496887217,-0.5575873076568274,-0.7126882664723105,-2.145178806305242,-1.6983364649582668,-0.21471070569963577,-0.5443181938678321,-0.5658105108905331,-0.3668368283118814,0.4547436554023613,-0.6642337497315703,-0.940479485163754,1.439438661774379,-1.4251258266094018,-0.19381119946034564,-0.19416584594575764,0.2667845731256473,-0.6071922359036628,0.6969855380029809,-0.2371348883193216,-0.266703369935297,-0.0022290113606183892,-5.679927983835319E-4,-0.029373674906161044,-0.04298852409353727,164.81482380593704,-35.01592296459615,5.191936490390878,20.2841025186722,2.24667851422704,0.0,0.7434759847501701
255,15402.984896965863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4934676255755275,0.0,-0.5338919756404532,-0.22313458115900897,1.058860437050855,-0.3608657117317927,0.33349496474205526,0.08614499141512136,0.26735900838501053,-2.6409558169776908,-2.0091006965699663,-0.5730919398281858,-0.1888768412994644,0.4476762709308661,0.30570917676109394,1.2036290943160353,-0.5576237213192577,-0.7126189188876058,-2.146131544955645,-1.697605476893947,-0.2143219794974068,-0.5437105066853539,-0.5656133457732108,-0.36675560344101304,0.45503208830349295,-0.6636563784200986,-0.9397473524752032,1.4390868477701206,-1.4251152894054036,-0.19367585845903368,-0.19406553575044797,0.26673923889130474,-0.6070193064412667,0.6969770587804429,-0.23703919333399648,-0.2667193307220536,-0.0022281904837726375,-5.679607639111013E-4,-0.029247145351845544,-0.04292234572511525,165.22391455638328,-35.137125039278025,5.2037924314512995,20.30882327862743,2.250595292411678,0.0,0.7438394888567982
256,15402.976925121457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4935147183752402,0.0,-0.5337298439026712,-0.22324665185734915,1.0589300328785505,-0.3609594588957597,0.3334117336192307,0.08626497908109525,0.26745051950685683,-2.6418512306111643,-2.0094401898425702,-0.5733873921136635,-0.1889438081575099,0.44783208704646843,0.3063102362504569,1.2039857309252473,-0.5575844468817236,-0.7127002890833168,-2.144658992803319,-1.6986177531615747,-0.21476443291957298,-0.5444085119066322,-0.565946658584764,-0.3670635218875555,0.45465430566869686,-0.6644572114051345,-0.9407923115358242,1.4395492307046993,-1.4254950006665337,-0.19386305390936254,-0.194208256069897,0.2668008755450283,-0.607205626624597,0.6969831318616396,-0.2371589051650846,-0.26672169386483313,-0.0022288756333378548,-5.678913823633122E-4,-0.02932815168796807,-0.04292417777646928,165.46782780873968,-35.219749953178415,5.210753848312988,20.317573529304067,2.252684335831541,0.0,0.7437457236049039
257,15402.965160851225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4934370944442332,0.0,-0.5340169315336668,-0.22317576842954837,1.0588832638657422,-0.36084934386438583,0.3335648136446409,0.08613379470436043,0.2673316103168867,-2.640418943876559,-2.009107555384928,-0.5730221895230012,-0.18883193352928415,0.4475650099711702,0.30548838820897833,1.2035162445099024,-0.5577090298412459,-0.7126752793029862,-2.144979111875328,-1.6972587063990052,-0.2140265988333606,-0.543186067081476,-0.565541867223227,-0.3674947055825412,0.45513333608462836,-0.6631259651260034,-0.9391876689644422,1.4395672119132197,-1.4254145672383076,-0.19361456168652097,-0.19404654151731907,0.2667025245310612,-0.6068717939437502,0.6969950685478149,-0.2369807458819941,-0.26677521095722334,-0.0022287430856605343,-5.682777621084114E-4,-0.029131955018368842,-0.042828767687584826,166.0487005383505,-35.38762759714247,5.2283563017303605,20.35271092200992,2.258695774502846,0.0,0.7445014707655097
258,15402.95435216781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4935098218087046,0.0,-0.5336548599287276,-0.22328120746849844,1.05896258604022,-0.36101708467452903,0.33337484512908466,0.08632562255950846,0.26749570684479407,-2.642130461203816,-2.0095566646241,-0.5734732465363614,-0.18900433540752856,0.44791363431699616,0.3065743422232686,1.2041544661968646,-0.5575412478509891,-0.712869960181883,-2.1421275812652705,-1.6989519346510944,-0.21483570570513297,-0.544435146586112,-0.5660230775902295,-0.3680078408031701,0.45432654401729095,-0.6645244248157396,-0.9409022507458475,1.4403602863385863,-1.4257830710317485,-0.19395611491650963,-0.19433700488122874,0.26684711358872004,-0.607260990850345,0.6969874589562762,-0.23722083955562562,-0.2667168102899165,-0.0022298956085860925,-5.680786620234421E-4,-0.02930870787107665,-0.04285426411433666,166.29563922588696,-35.4750580868937,5.235478219630607,20.356253655581785,2.2606952103937226,0.0,0.7445449490350592
259,15402.944785498737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4933877770899047,0.0,-0.5340563621027605,-0.22306415405451985,1.0588000270401037,-0.3607847566544065,0.3335805445915826,0.08604416607473706,0.2672674623778845,-2.640069845159383,-2.0087948886749385,-0.5728168928556874,-0.18880402319051576,0.4474755721931417,0.30518051550218106,1.2032781960747876,-0.5576742372789691,-0.7126226265742117,-2.1449869146087543,-1.696570556190808,-0.2136986348769978,-0.542580468483131,-0.5652117214670285,-0.36760507224528793,0.45518933649784904,-0.662584477324204,-0.9383297926030884,1.4392585332869532,-1.4254458016519262,-0.1935102890471899,-0.19400084579282528,0.26670932473050485,-0.6067351027451765,0.6969746668947384,-0.2369270399792543,-0.2667480685913869,-0.0022276567588126643,-5.680725017998446E-4,-0.028991740774087,-0.04271783642273281,166.92784740057817,-35.65183928536562,5.254086947707286,20.3994757424806,2.267018074675797,0.0,0.7455351788519732
260,15402.93728924048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4935326202744368,0.0,-0.5335512552138971,-0.22337520186650742,1.0590116544251167,-0.36107234530976057,0.3333204364241167,0.08640716159738597,0.2675504275449156,-2.642726941073692,-2.0098153972632034,-0.5736866592034572,-0.18902205142413733,0.44799710475077287,0.30697427012257644,1.2043865869772887,-0.5575429483058724,-0.7128833378411887,-2.1404794775048006,-1.699580405048761,-0.2151054053826517,-0.5447875513344533,-0.5661009304040279,-0.3683973639788509,0.4540299618611269,-0.6649411315853244,-0.94130810329097,1.4406710895088715,-1.4262414184207342,-0.19408836399174065,-0.19444630943190727,0.26689007594808367,-0.6073452559179343,0.6969952838524073,-0.23730229439554923,-0.26673464020227605,-0.0022301800044436286,-5.67984256813383E-4,-0.029316720884246056,-0.04279305092709256,167.04553280646513,-35.70850685424973,5.2574020619839485,20.391788385192207,2.267644584155928,0.0,0.7451217305681936
261,15402.916582618176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4934796692993402,0.0,-0.5337244562296669,-0.22324274043784387,1.0589285298787288,-0.36095924413988184,0.3334104117112946,0.08626728502178592,0.2674462274500184,-2.641812516569062,-2.009416852223716,-0.5733398904077935,-0.18894614858928602,0.44783205123126685,0.3062928581636679,1.2039649430506765,-0.5575743087009091,-0.7127771529182314,-2.141794890298131,-1.6984071604608946,-0.21454390289788638,-0.5438573989184456,-0.5656914527485067,-0.3682463194372448,0.4544212920824415,-0.6640133100834836,-0.9400566044064286,1.4401347833825178,-1.4261048680306307,-0.19389308969065552,-0.19429798674125956,0.26682916859826167,-0.6070976203531087,0.6969860493595629,-0.2371690921518047,-0.26675680920037836,-0.002228916055405888,-5.679079401698973E-4,-0.02913780050029242,-0.0427022222074524,167.57706333988264,-35.86258570782233,5.2729342094403515,20.42447741397351,2.2728059984663767,0.0,0.7458472579284029
262,15402.90063708434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.493476654618261,0.0,-0.5337296798335124,-0.22324829693377737,1.0589285257949128,-0.3609528289768263,0.3334125938674667,0.0862640779433243,0.2674423101650962,-2.64183208663979,-2.0094347357629943,-0.5733538671998982,-0.18893926101205322,0.44781508802745035,0.3062936728353556,1.2039511211177238,-0.5575854093179597,-0.7127536122206726,-2.1414721458199724,-1.698378893349076,-0.2145061196168281,-0.543764416668086,-0.5656345407208452,-0.3684002436079776,0.4544187025861591,-0.6639544998508506,-0.9399307910916085,1.4401301579588215,-1.4262989267548092,-0.19389848957079178,-0.19430520849113012,0.2668298410496904,-0.6070629268692848,0.6969850552900926,-0.23716644151079638,-0.26677521268614707,-0.0022286562950661654,-5.678331525021535E-4,-0.02908095141119354,-0.042641024138662505,168.14270378524924,-36.03489382280158,5.2893995562733584,20.453686695773253,2.278120696763941,0.0,0.7463665763760166
263,15402.885026712647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4934781998199234,0.0,-0.5337248528981721,-0.2232423627320919,1.0589279452469962,-0.3609488434056327,0.3334104740307583,0.08626131712833178,0.2674427807210457,-2.6418894486365088,-2.009433591537115,-0.5733415267700114,-0.1889391652950786,0.44783112265144037,0.30628686014970424,1.2039478209738632,-0.5575818395341722,-0.7127461412540469,-2.1411533414510657,-1.6983717901560786,-0.2144670775078921,-0.5436804307438864,-0.5656028941969019,-0.36855772320957825,0.45439938026762833,-0.6639270981103894,-0.939866204836159,1.440143146217022,-1.4264776334896467,-0.19391395125404662,-0.19432036769297256,0.2668332455301197,-0.6070397348837192,0.6969836747506979,-0.23716987936368153,-0.2667963943485756,-0.002228414422734573,-5.677557627211574E-4,-0.029025540086696357,-0.04258091143566367,168.70191533938151,-36.20538509954599,5.305658745092009,20.482258303213293,2.2833756205690823,0.0,0.7468850336002179
264,15402.869719890636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4934781548940654,0.0,-0.5337257575799778,-0.22324209165494993,1.0589275286679147,-0.36094456508586564,0.33340990141209836,0.08625823860485493,0.2674410837841868,-2.6419324423760693,-2.009436187320078,-0.5733459681440644,-0.1889369957832305,0.44782519190272785,0.3062900115364592,1.203938071206369,-0.557582529068154,-0.7127335441821192,-2.140870542543206,-1.6983705768628345,-0.21442862523442546,-0.543603160324991,-0.5655845885113722,-0.36870183630123377,0.45438035142817684,-0.6639128868674875,-0.9398311441056719,1.440146960095484,-1.4266555096450484,-0.19392274669545745,-0.1943300066094839,0.2668358642210511,-0.6070119369807057,0.6969822273657007,-0.23716970636850174,-0.2668138264597977,-0.0022281476452657685,-5.67673935901173E-4,-0.0289706937265065,-0.04252172404943402,169.25332474351956,-36.373494896022976,5.321662414839238,20.510668428317633,2.288548916408177,0.0,0.7473879546734702
265,15402.85463604043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.49348226990097,0.0,-0.5337261030649614,-0.22323946222510996,1.0589289585092265,-0.36094235811469405,0.3334087149735404,0.0862555671794013,0.26744136854218803,-2.641986428492599,-2.009428700500032,-0.5733380711257806,-0.1889367970427886,0.44782975382780593,0.30629389898561316,1.203937016204131,-0.5575782827214412,-0.7127304171887995,-2.1405406550024764,-1.6983467075067251,-0.21437607849876522,-0.5435000731179929,-0.5655552291787698,-0.3688601726813922,0.4543448694395601,-0.6638957417341759,-0.9398253508850629,1.4401697635935717,-1.4268261392758188,-0.19393209506767803,-0.19433785719540642,0.26683819277844173,-0.6069901033429556,0.6969844046475167,-0.23716957498197078,-0.2668321295401015,-0.0022279620014414065,-5.676143681319099E-4,-0.028917275478105145,-0.042462926859873525,169.80498739340487,-36.54231527232218,5.337730958879576,20.540543053023168,2.293713696992806,0.0,0.747901129530225
266,15402.409305731602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.493411246324514,0.0,-0.5335420879216628,-0.22297405811153428,1.0587443113634085,-0.36069019051772044,0.3332718939761903,0.08601056769327176,0.2673753547935886,-2.6456373671143636,-2.009482785112723,-0.5733502398164871,-0.18872925773733068,0.44801554831855167,0.30631819222482265,1.2035689525847408,-0.5577321867495634,-0.7122286842986641,-2.1266859854623554,-1.697930281900565,-0.21177468662764568,-0.5384611613654158,-0.5648498261507419,-0.37649195150367265,0.45286212340478577,-0.6642139157453009,-0.9395195026025118,1.4398757979729,-1.4378321994116587,-0.1944893230760647,-0.19495838527573153,0.26720673859076904,-0.6054512241971325,0.6967859755734819,-0.23725902797656548,-0.26759833799359645,-0.002209076235512525,-5.616378305148201E-4,-0.025493583812258837,-0.03882745564032338,203.83926661958566,-46.952542580075175,6.324488748811305,22.371644098446097,2.611280870084539,0.0,0.778680583227324
267,15402.274461462786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4936193163300375,0.0,-0.5340582010167715,-0.22274027341559618,1.0589678543074517,-0.36063591454031557,0.3333615136856547,0.08583537683451124,0.267310862266313,-2.6439455853762666,-2.0094342931605014,-0.5732340882843223,-0.18882706824557347,0.44793093984266563,0.3058326370522458,1.2038091458442555,-0.5579903019397083,-0.7124442659639965,-2.1317514565804165,-1.698773115708454,-0.21247636186888247,-0.5405813968749346,-0.5667956148153602,-0.37432117195862463,0.4540778181683607,-0.6657251504587841,-0.9421251188347639,1.4414283215658363,-1.4359173338569244,-0.19442706099697243,-0.1949728672839391,0.26690278087609925,-0.605694212312584,0.6968053952957387,-0.23706189561233368,-0.2675081341092119,-0.002215658401722459,-5.638317720515587E-4,-0.026194572294114385,-0.03958529280354796,198.62226705798506,-45.38379435034535,6.171114291709021,22.040532589811527,2.5616820302597767,0.0,0.7724508263242884
268,15402.212820009136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.49358556583809,0.0,-0.533584423972161,-0.22305016368343467,1.0588030498937586,-0.3607432959836522,0.3333131260921177,0.08601911439690307,0.26738288548397143,-2.6464378449487174,-2.0093104140578197,-0.5732192951109117,-0.18876037917542507,0.44793666433123547,0.3065944485078992,1.2035855129352624,-0.5574506429046926,-0.7120478162988063,-2.1258119372357576,-1.6993770691120502,-0.21129678912398384,-0.5383707279192339,-0.5670073668978263,-0.37803161961657145,0.4531873882073597,-0.6661231450381866,-0.9434931885376554,1.4410754519671602,-1.44050631959834,-0.19459211118938144,-0.1950103132328988,0.26715771415836237,-0.6051842643005666,0.6969066882716136,-0.23714702342547872,-0.2679284236050452,-0.002208250055108034,-5.61414387890191E-4,-0.02482325333950579,-0.03807923774135034,213.356422962045,-49.902469720794066,6.597278651393576,22.829297086593634,2.6982662417943946,0.0,0.7853873393977889
269,15402.124813184286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4937093743847216,0.0,-0.5339352630809651,-0.22287052837172913,1.058957783469903,-0.36071279526313854,0.3333570690524655,0.08590179778841643,0.26735136580873586,-2.6453291467487157,-2.0093396550176608,-0.5732026466828427,-0.18882700134763467,0.4479557595421547,0.3062914962466849,1.2038280993294008,-0.5577477631578794,-0.7123221067929718,-2.129726638192609,-1.6997994680797281,-0.21183709862905972,-0.5398066406070949,-0.5681364744985197,-0.37624171581965266,0.45389368390401486,-0.6670197432056968,-0.9450740135387314,1.4420736329653594,-1.4388779054676695,-0.1945509881251975,-0.19503625540609737,0.2669881890289663,-0.6054163753515648,0.6969022187147131,-0.23704611129234357,-0.2678060204047322,-0.0022128924326119182,-5.629176495493485E-4,-0.02541978546077362,-0.038726194254727744,208.50347586680445,-48.436266636614995,6.455255139984054,22.537965912668408,2.6523244961333625,0.0,0.7799955597335878
270,15402.108903234532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4936680601193104,0.0,-0.5336741738517774,-0.22297500466287204,1.0588556373695608,-0.3607393172538512,0.33329796053579874,0.08596932649925548,0.26739961234992593,-2.647288466729814,-2.0091351764223684,-0.5731733158972422,-0.1887293660288184,0.44802992508287093,0.3067078225502192,1.2036717282878402,-0.5574923177124025,-0.7122139342520338,-2.1250101591736827,-1.6999022272782818,-0.21076259978184836,-0.5376162000246089,-0.568019398509762,-0.3791872857414251,0.4528270295397728,-0.6671387891853213,-0.9458127776569157,1.44159588434198,-1.442361281206871,-0.19472263528500455,-0.1951385454583856,0.26718827295309466,-0.604972143999458,0.6968834308356382,-0.2371401033251997,-0.26808638659408707,-0.0022059479915008855,-5.606417063812296E-4,-0.02429783803652161,-0.03750231065527453,220.49912185777995,-52.11471307423385,6.802057153144331,23.18899956475231,2.763145782123216,0.0,0.7908682658628365
271,15402.028611283671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4937755404896378,0.0,-0.5339694041255545,-0.22286063484260107,1.0589866931104197,-0.36072427158061404,0.3333474570990332,0.08588779902451153,0.26737298102630414,-2.646170163422651,-2.0092173104506545,-0.5731885871338119,-0.18879346768459782,0.44799942691493433,0.3064595187658642,1.203881908588212,-0.5577351404116472,-0.7124287795545257,-2.1283037758421774,-1.7002513373224748,-0.21125176968688703,-0.5389040776335888,-0.5689330058938106,-0.3775909827428441,0.45347061042241615,-0.6678034676865672,-0.9470809411125203,1.4425349445251465,-1.4408300921141068,-0.1946579071880117,-0.1951345530034809,0.26703432882627326,-0.6052030449016915,0.6969063409807423,-0.23704590011975266,-0.2679720035115878,-0.0022106449645073576,-5.621745198035359E-4,-0.024884672899374006,-0.03812940051655206,215.6735340439516,-50.65601876091268,6.6612623207455925,22.90592956598974,2.7175696041695074,0.0,0.7856103716562528
272,15402.000584007375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4937527343727206,0.0,-0.5338681778590961,-0.2229127976321843,1.0589423664355264,-0.3607363571314582,0.33332667027617974,0.08591578005372087,0.2673872413143843,-2.6469383548049437,-2.0091860788469167,-0.5731946188563806,-0.18875936702281731,0.4480139929381045,0.3066313686645152,1.2038248530433804,-0.5576458545312409,-0.7123774984049577,-2.1260060415640676,-1.7001818974151084,-0.21077895283229284,-0.5379074810301095,-0.568725774413178,-0.3788817700456891,0.4530279981507835,-0.6676849712842483,-0.9471212287862741,1.4423710202925595,-1.442359466776796,-0.19471327122414084,-0.19517443113816982,0.2671155542757211,-0.605017360667958,0.6969007463127029,-0.2370806052825378,-0.2680911862797466,-0.002207953139528562,-5.61296169643628E-4,-0.024416365256777303,-0.037615039567558566,220.67165014101022,-52.189129197529944,6.806134616710847,23.180780847977015,2.763802390138824,0.0,0.7901723509437018
