Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_shopping_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_shopping_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_shopping_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_shopping_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_shopping_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_walk_grad,g_walk_vgvi,g_walk_speed,g_walk_speed_c
10,18312.379394934233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9725645552980748,0.0,-1.7281451913347785,-0.926211946912014,2.190594855382231,-1.0773001693469237,-0.16913938841993498,-0.07995057137847666,0.0851617925512041,-1.4000318891994932,-0.9533722462673143,-0.5808689212823075,-0.09609395209431884,-0.3132211857831027,-0.6055142760779431,0.9191018027915887,-1.0783945931516015,-0.4293663091329982,-0.7190667579239829,-0.5919699317258058,0.035417400596670395,-0.13791540717185624,-0.0884025328406775,-0.2960191301464572,-0.052025429440357485,-0.19878614791271615,-0.052357263747398713,1.3333961610607186,-0.3468814883983435,0.2501495910341979,0.24329717159032824,0.3314175341153199,-0.27052271526834315,0.8505955043194625,-0.24492955671010008,-0.08544750549268178,-0.007726205334972386,-0.002509558726712898,-0.18807787984529445,-0.1746844661542441,0.06337572846488046,2.0076182105075353,0.021289264917696213,0.4614746788191221,0.0,0.7143851344860461
11,18118.54695717293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0753309796932218,0.0,-1.7845614198295074,-0.9644391951326597,2.340876794885884,-1.012291831838243,-0.1550444779351216,-0.05652635922805328,0.1231263490851254,-1.4602810308339984,-1.0610326043728664,-0.6218748309189698,-0.07966405589187894,-0.2526032304300046,-0.5610262102763052,1.066174516787113,-1.177558277782727,-0.47811236495091347,-0.7761335985378235,-0.6718105919834262,0.047408882540750416,-0.14250344196946774,-0.05962223000963014,-0.3190020764131701,-0.04525684848261937,-0.21811015681125073,-0.059012194254432326,1.3205102441495733,-0.37893092522020705,0.1922082687379834,0.19584216171707042,0.26548277748523436,-0.47836457151498774,0.9015021463118535,-0.3109789931050264,-0.1101414175510053,-0.007581166015678262,-0.002467946466919118,-0.1785046741738282,-0.14747716589200444,0.06869994161045305,2.0252080931467846,0.025149440128087282,0.5913233940221884,0.0,0.7483934534851083
12,17935.46081760376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1780760409334805,0.0,-1.8409789173720457,-1.0026716200289054,2.4911865992665665,-0.9473319505178803,-0.140947751236162,-0.03310286965952078,0.16108356048419478,-1.5205838680761576,-1.1686906036718492,-0.6628891607895644,-0.06325106239870487,-0.1920414526614017,-0.5166077115823887,1.2132049025949811,-1.2767291134205816,-0.5268546005627346,-0.8331998259738014,-0.7516369940719184,0.05939462554422774,-0.14709331289604127,-0.030868430506066368,-0.34198871614082016,-0.038490418918728196,-0.23743408594238097,-0.06566643536397158,1.3075360782444274,-0.41096957465882733,0.134233421573843,0.14835614122518173,0.1995134941510353,-0.6862317946922157,0.9523581091538726,-0.37702096256356143,-0.13483088678354788,-0.007435952929960166,-0.0024262508533374866,-0.16892728288612766,-0.12025956105742545,0.07402323140204918,2.0428094173810036,0.029010717752184986,0.7212064031595227,0.0,0.7823630086321887
13,17749.20204016209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9203212789902544,0.0,-0.9973981293725326,-0.9350894353784541,2.3892636071310496,-0.5940846841732721,0.4677801075219017,0.1526374014386276,0.6724748475410204,-2.5086365309266667,-2.6104032999154514,-1.1665076490516773,0.027735679961299206,0.3980249147432223,-0.23024455271430289,2.7143307752494734,-2.4824169955995385,-1.1317597290397683,-1.0094562730385268,-1.5255190943845125,0.14188387458467583,-0.07698294603902936,0.49087366676968625,-0.3421971676225148,0.2258452674421564,-0.2939287627384715,-0.11910801046223607,1.8828683652705673,-0.9444403693677617,-0.4386461356954977,-0.39433912951412853,0.720846069148521,-1.3046079138417135,0.5794912930790956,-0.020328919385044664,-0.3073792204163148,-0.0063183010674304945,-0.0018662490701270456,-0.16210582275660118,-0.1103966928322513,0.14501953390927808,2.0942800613598815,0.07645223583106735,0.7883636166739006,0.0,1.0130712330098284
14,17676.34077416573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.07501765719182,0.0,-0.9147512103349864,-0.18566588233453873,2.347905732166786,-0.917313866451443,0.9375747986601947,0.4783675167515439,0.7061725120417096,-3.179958487613834,-3.569393094961449,-1.32920955767715,-0.15036189485729812,0.9218911131724788,0.1549369163640375,2.7816960156681896,-2.957002078881509,-1.4872397297103035,-1.0771204516439632,-1.9761151605599943,0.014243749131976458,-0.08747260366658463,0.6391754630186753,-0.44862280535969523,0.42842435260554657,-0.16450279387713454,-0.1401422841882934,1.8686916275866297,-1.6064077978496243,-0.6944440797344701,-0.7226843945603105,0.2526914943152772,-0.9625273474087461,0.5576730720568276,-0.3307057077223748,-0.38367621018703635,-0.005873381259604078,-0.001598092884083242,-0.1503975407946065,-0.09314247076540319,0.21459896383366187,2.110815289100912,0.12882598747008198,0.8230624660525501,0.0,0.9265389642620896
15,17593.536591639768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3492527985419422,0.0,-0.8806347225514178,-0.12394895560005342,2.3766819946029702,-0.5818671466091079,1.042762105872506,0.34243565553135213,0.9104153444138423,-3.5335174956904405,-4.314956409418222,-1.3063138621004158,-0.3307231546720363,1.3697172523574952,0.8050394998667728,2.326742977846443,-3.0682681006535284,-1.7748909756184574,-1.0202604227346201,-2.3915596495937987,-0.11287037310912829,-0.1299230490347,0.5648081598445915,-0.41906908648290053,0.6208550190075177,-0.0016052481363457993,-0.11713134875723126,1.9787697689312158,-2.28591696908331,-0.6408788149292326,-0.6436149392062965,0.2880983464284944,-0.8484798547042848,0.8313786728306842,-0.46556630026729523,-0.45926173540790594,-0.0059438660673212015,-0.001629854299055002,-0.1531990789972422,-0.10160064646858168,0.29969669694171575,2.1019223743980495,0.18882823305135307,0.8403608189025779,0.0,0.5873123493650065
16,17534.715627260015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4291440961555515,0.0,-0.7389258145747806,-0.18651307724500918,2.435085079761293,-0.5779465999597061,0.9442702353423935,0.40936625030896406,0.9450802363356918,-3.900533782548557,-4.778194976498939,-1.293438344478107,-0.4926069578090009,1.3325391815321772,1.0784839612329853,1.8933625651403068,-3.052863245075555,-1.9845292362066473,-0.9661522348592544,-2.6394382528229263,-0.20902085534307474,-0.20649753779248972,0.42663137286445596,-0.36669588783142903,0.7665081717492411,0.015747135388002688,-0.07489088177904343,1.8103207116870195,-2.7540207169281623,-0.6494893723502937,-0.6412032082796527,0.3670597717223594,-0.947111937400124,0.7743968026806392,-0.34012409477002825,-0.48745532254565027,-0.005516654164047861,-0.001413063312827521,-0.14501680420354401,-0.08593047839191739,0.3728125039046887,2.1179121295282695,0.2424552073539331,0.917342140727954,0.0,0.1688853668194677
17,17496.29233610971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.412161925491526,0.0,-0.7560468170548756,-0.18400533239793418,2.511814888185442,-0.6408380840685796,0.7433698087505172,0.5705250113283423,0.8492013639084902,-3.9408240663622545,-5.084709824326113,-1.2493855009191348,-0.48312331908703315,1.301459710524461,1.4630141019231364,1.9037413946343147,-2.9902755459541495,-2.1665797268870874,-0.9419131904580251,-2.815549011964641,-0.23173607275005884,-0.3137350298661814,0.3908958939939077,-0.35489680476622865,0.7859965534992158,-0.015323396228256295,-0.020071152322407693,1.8106976562881285,-3.060723689103444,-0.5342723986067279,-0.5817618245786003,0.41021207521024095,-0.964854175193401,0.7127829523786335,-0.1857339346121747,-0.4469614715567791,-0.005632370926914614,-0.0014848341563264956,-0.14264704359951325,-0.08589680649799644,0.4406028551134601,2.103683430152387,0.29077152724428423,0.9744291585582199,0.0,-0.2131957860116327
18,17444.344469583364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2651309153511723,0.0,-0.865968643486847,-0.09036840775502648,2.347700841216972,-0.49285000579083976,0.587126331424717,0.34701472995962845,0.6518614757126208,-4.147607736397415,-5.516358487144365,-1.19376895862992,-0.40918235570594136,0.7813220432004242,1.6860137316919317,2.1098517076035983,-2.7177001098205893,-2.5013551982971585,-0.8976115776383213,-3.0439947731976975,-0.21238674013899808,-0.497701551752934,0.5338484888850613,-0.40263443198912513,0.5988171637490692,-0.03063948622623183,0.06776218002141292,1.8428348720594423,-3.5428449524248076,-0.4134906721883588,-0.4250948732105647,0.2951387102295946,-1.0028448541824955,0.7578635606387796,-0.19704182028329648,-0.30638436045212764,-0.00521122573102405,-0.0012922849131120529,-0.13595728819818514,-0.08083838298966635,0.5854898529824473,2.1115749941068804,0.391737410126351,1.0390528207740273,0.0,-0.7806358118179959
19,17401.99782754653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1088666960944216,0.0,-0.6414586783847409,-0.2929131272031664,2.3390777061052073,-0.6798910096063189,0.552436286105948,0.2728912141360696,0.6519026582903237,-4.116574740313718,-5.73962339312506,-1.0974685909210804,-0.2568753506187847,0.569051663638077,1.7649058904302064,2.275175055713112,-2.2707795308669687,-2.7673915696373785,-0.8666711988073665,-3.074108189790078,-0.30838872132513084,-0.46745371059304985,0.5193886331106805,-0.455171294497224,0.41620014024198293,-0.10062826123104984,0.0665747074175433,1.9172884275637077,-3.895812031527354,-0.45941513709826454,-0.42301755045807415,0.2783878665363167,-1.0233521133594279,0.9158231621338627,-0.4517145745605414,-0.22571315787489138,-0.005361561747113118,-0.0013573785581945928,-0.13389312098323333,-0.08016364631857059,0.7383970349256626,2.0759354439900637,0.49624210726822915,1.042509854569702,0.0,-0.8812827662276921
20,17289.085799765235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.041639698747371,0.0,-0.7571721561363273,-0.19533215334579762,2.3147305861209255,-0.6721841744782059,0.610551337236314,0.2790331647224756,0.6155085574791465,-4.013914309323126,-5.9544117422361245,-0.9263384935640194,-0.1027463157861187,0.5252202707026703,1.6057569856266283,2.3190091524768546,-1.3655003150427065,-3.167389999147968,-0.7901244196009385,-3.023931509163857,-0.3876493684602106,-0.32216362340316773,0.42316170339290293,-0.48158068137765675,0.27432342535495396,-0.3315065578566879,-2.1176959841551213E-6,2.199493451894899,-4.152668144221827,-0.559105506057977,-0.6512811641590733,0.31064690058147276,-1.2005614378881853,0.9353774475215576,-0.4136074190317428,-0.21595733439763162,-0.005580666286823132,-0.0014838067834298326,-0.13444583224374013,-0.08200077944073647,1.0206217859590012,2.034355218510735,0.6865201546370671,1.0470409367648439,0.0,-0.8519101546800055
21,17229.260013176976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0607116536628007,0.0,-0.643512823683798,-0.2994512016052822,2.2494228356024077,-0.5251527615618152,0.4144472174900094,0.5048125487521876,0.7263678125324619,-3.8755856616101334,-6.197420908541504,-0.8335614270610634,-0.10549173626078279,0.7016676519717497,1.084132632560726,2.4060603678943746,0.002965958813147207,-3.893621336547036,-0.7270900792246897,-2.8796916878679495,-0.20587362928623626,-0.40052357253772064,0.36309464495565863,-0.609000508633829,0.19904754805743013,-0.4870079041389695,-0.19466075082200107,2.683339000869408,-3.9397675659150755,-0.9828326319773177,-0.3398542705528014,-0.15972564728201694,-1.131344996103445,0.8686139647220515,-0.3451346620576254,-0.42363508836498254,-0.005492705691978007,-0.001534420461211968,-0.13252673015942132,-0.08706896344815858,1.5782208405186897,1.9757687523513958,1.061155244652628,1.099378486253218,0.0,-1.044089649019742
22,17050.048677067687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.820832547357029,0.0,-0.6922418004033883,-0.4266480533354781,2.019878616755421,-0.45986216521979156,0.190990050066589,0.5367358458409514,0.800102902682041,-3.717379279059892,-6.268812685567899,-0.9933435249216336,-0.3002429764775778,0.9322566254788861,0.6404419607256655,2.5439646105864506,0.642173074144361,-4.5505278226733985,-0.7573059845897916,-2.6572259759676005,-0.020040414868750744,-0.6676946049748376,0.20864310336637637,-0.7203014262328686,0.26808701899256954,-0.27002978492570623,-0.4249581652177441,2.5036241636647434,-3.5797210048288997,-0.46123322984065407,-0.28128337082747995,-0.2041158254900239,-1.1419738699244792,0.6984005875296557,-0.5275769140296966,-0.6155814703017459,-0.005395278431377315,-0.0015101892770402227,-0.1289559222726691,-0.08365180089750064,2.132329580969146,1.9048309789541433,1.433353595626471,1.0690140112752713,0.0,-0.8428685238239808
23,16828.690447890323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3278363979707253,0.0,-0.7344604328042614,-0.2970161828453629,2.043070140500434,-0.6546035160616719,0.38911415730371796,0.003209552011729011,0.496054483949356,-3.16863024964665,-6.026040869860493,-1.1305800448567622,-0.5548797006904063,1.078523651076528,0.36012982352366113,2.5658747019125934,0.7815190195859436,-5.4294896187334025,-0.9147328418863563,-2.301651885740309,-0.008477724569708293,-0.829778056859287,-0.02776113139701189,-0.7516261003794846,0.34757101303914034,-0.03235706692625065,-0.7008719881213983,2.0405625580486264,-2.529266606093138,-0.4540974421307956,-0.051156244338225576,0.1968793639876951,-1.0736109190545495,0.8393949578205968,-0.5268574231102505,-0.8569762188050583,-0.0053813258002675494,-0.0015796082256366547,-0.11867064838491886,-0.07691656765248758,3.031399399003554,1.773524015564284,2.036055056962844,1.10536016492457,0.0,-0.931693822749552
24,16558.782810059693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.72943332263435,0.0,-0.8918137906525407,-0.5611114794802943,1.342256028823268,-0.3321533475281828,0.49380583742882656,0.33573232672266023,-0.5184896346548378,-2.2442265759860662,-5.176925162593153,-1.2123753675439528,-0.8003768452289038,0.6958091196838982,0.04574904689224207,2.110219863597134,0.013783812000592088,-6.779272886005912,-1.2920491403639958,-1.7370576033996117,-0.31748003087161525,-0.75060785640188,-0.08064443409668803,-0.6491133851069909,0.49683279944318826,-0.1438283531771215,-1.0124153778786582,1.3867704744928684,-1.172839637284751,-0.5143873888810333,0.35381121116823233,0.42934779411809315,-0.8874536590391242,1.6579111001853648,-0.4080370721901115,-0.9027683837403297,-0.005195705549846328,-0.0015145946863993152,-0.10602355532441708,-0.07807756922747745,4.645980977409449,1.5232561305999566,3.110745368429465,0.9978809647903103,0.0,-0.3175328201737786
25,16493.87138905105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2383789960715288,0.0,-0.6632731087685135,-0.8068887283963715,1.1671234630650702,-0.18087716412821334,0.4749721625082372,-0.29378079884900005,-0.3634404327452162,-1.1066325148400111,-3.7804613021705786,-1.1328855398257813,-0.7726761593568412,-0.021478061202167553,0.1155515055745932,1.3002543084119829,-1.2496503151350034,-7.951552917777542,-1.884619760801915,-1.1679411408863265,-0.6546242699158085,-0.5949129226215334,0.07360305231203243,-0.522338376272105,0.6345005125942709,-0.588208184117902,-1.1900651825855084,1.0620505864001724,-0.05331835351424652,-0.03467540641530953,0.1560257028835431,-0.5549094173497542,-0.40481860110867496,1.6842538835069,0.3806770923759338,-0.5087700747802596,-0.005398761693101556,-0.0016240368747245792,-0.08966870098808655,-0.07550836297867823,6.364347268008897,1.2362517494007024,4.2523124464507145,0.9330019380315525,0.0,0.45647113892166924
