Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_shopping_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_shopping_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_shopping_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_shopping_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_shopping_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_grad_f,g_bike_grad_e,g_bike_vgvi,g_bike_stressLink,g_bike_stressLink_f,g_bike_stressLink_e,g_walk_grad,g_walk_vgvi,g_walk_speed,g_walk_speed_c,g_walk_speed_e
23,16771.216657064753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5282008972191856,0.0,-0.61777372166986,-0.6861476754450014,1.2704278229604702,-0.3503947470794384,0.09112648953952782,0.1108482221101131,0.3287481493639393,-3.448854252324242,-8.531288133968378,-1.135649747112626,-0.5110052192584703,0.3666045110018328,1.8535646919720676,1.0996957171041246,-0.6807536007633729,-7.442942146624785,-1.1294931589427815,-1.3264279337231575,-0.3659563093118483,-0.4170259948807564,0.5268453541351316,-0.16070556264091257,-0.264965390828913,-0.3966754820636842,-0.3043238783867683,2.6297720022177016,-3.9115875214902824,-0.3885759966569623,-1.064040819986049,0.42122029562706825,-0.8294927053926946,0.6632537640073443,-0.1349293343529792,-0.2677312352070886,-0.004026073566792212,-0.0010623508867891884,-0.1324164139530876,-0.19811391279800203,1.634006515054468,0.4742627807769252,0.5669255692823191,1.7523570887172917,-0.756357538512944,0.14424859148898472,-0.15934747405220845,-0.6388452641333788,-0.6143761265724735,0.7445992400538342,-0.9446977840279069,-0.29965146961332423
24,16693.548745919466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5106971197273629,0.0,-0.6878432075082566,-0.6653418072168389,1.2432803164125557,-0.30854348331036263,0.1537133774079748,0.08427146404501898,0.3135338905228035,-2.8835897045878367,-8.622516979144791,-1.0826978134022016,-0.3965598234596427,0.17599219462621557,1.3597944091003038,1.1472913706387835,-0.6094174489843001,-8.068730869460774,-1.2403105374388077,-1.448327935639754,-0.49988749017439305,-0.2546074836796184,0.45075960913962654,-0.09384077362007116,-0.37177685657506454,-0.4302182813782856,-0.2709977847971852,2.547020786787072,-3.5521269904384862,-0.428730944815589,-1.2883984613236126,0.5161443223340032,-0.7838236534623566,0.5698422300302757,-0.04415096502333615,-0.08230541821263132,-0.004394866406936566,-0.00117265961791956,-0.1354879512527161,-0.20296104755461475,1.9663970048267019,0.5672409055441385,0.6785963695573614,1.5626218137102472,-0.7378766978969337,0.27330384319074974,-0.0855091164617193,-0.7929397529760029,-0.5511820868253168,0.6532102779844948,-0.49795560807016914,-0.5229875065110665
25,16596.958004274198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4530089375592312,0.0,-0.6112249241848235,-0.6974363115539771,1.2526100433862575,-0.25561726172368227,0.2107809785222882,0.060606975843918214,0.1166095563185531,-1.5851378090497708,-8.537399733246676,-1.020231067119988,-0.5969842934268781,0.09517973737540306,0.30416589517481873,1.210906162047958,-0.8215382433321222,-9.191653343131334,-1.4983574991806323,-1.629609989380206,-0.4759990322188963,-0.35756863041982134,0.6125929545249181,-0.12191924664639325,-0.4416806907091985,-0.25734164370390233,-0.2290184989602217,2.4999488720952625,-2.4652417331595027,-0.8793246784659166,-1.285211390304172,0.2515270554159825,-0.33320947931277706,0.6479651292017994,-0.4729992253503655,0.28196338168631513,-0.00502251705888252,-0.0013848913409448339,-0.13982301644688905,-0.2194071387558428,2.6684345294257166,0.7589295417694755,0.9183872842525933,1.212223245319449,-0.708194957503215,0.262813629523351,0.41514998522152646,-1.106310640352144,-0.4970068727543369,0.3404348979722146,-0.20769834562893263,-0.37200502166703064
26,16497.098083919213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2449233295298148,0.0,-0.7449565606754112,-0.7954358399932171,1.1661067961599971,-0.2917488046747166,0.1739222377437727,0.04667127908637538,0.12958409867753548,-1.080166089644645,-8.232013202636105,-1.1785990483761581,-1.0280991202398655,0.36560476978795176,0.01599654297136882,0.9813491272712563,-1.0632403015742544,-9.509914869601555,-1.6044773436026158,-1.6589417518865266,-0.48074966366467503,-0.3097639264366575,0.5676706303473185,-0.1569887734491756,-0.23377390744870727,-0.1889561517367468,-0.22666066209731883,2.3504554266771476,-2.12219124048407,-0.8638257688625215,-0.8656072685364549,0.25651299913081327,-0.4337843797631478,0.6340521360210906,-0.34505352806843315,0.045023551555155944,-0.005285167942437117,-0.001476044932605349,-0.13962157214560275,-0.22177626852936827,3.0025173254055417,0.8508690505148155,1.0295745385676898,1.1175990322803,-0.716696687904047,0.3513932586228224,0.443963970623083,-1.23200635213724,-0.27015551036009094,-0.11436495566540966,0.053310113159966754,-0.06265433831268524
27,16439.33532002725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3025827467169246,0.0,-0.6042488285314443,-0.6677424468523963,1.1434929221097605,-0.24883672615338967,0.16781361514045307,0.007724356037719329,-0.02732318626738922,-1.0013436817392352,-7.736474722902973,-1.5659148965513268,-1.062702299989012,0.21883340014497482,0.06388204457937391,0.9985997363345769,-1.2444306054555714,-9.463107838095127,-1.6627792906365157,-1.5699330817109216,-0.4886570778959718,-0.2176481734483016,0.5402013365071121,-0.27879792140718973,0.10512826401536177,-0.17302050738479074,-0.27527061878607284,2.231782569681479,-1.9756155796532375,-0.5601180996524082,-0.6212764401969927,0.13159252741944205,-0.3953492246205864,0.5815118149907595,-0.4244365567319657,-0.21280024822801355,-0.00537279399795246,-0.001471270738580737,-0.1391110949989804,-0.2219604623780003,3.218271054663375,0.9082981666794637,1.0982977114091212,1.1202175533093555,-0.646014478829702,0.30033653257883397,0.29471496378631357,-1.2619755001525552,-0.12297779150399221,-0.32314607677991425,0.0995132273860436,-0.02206799690726656
28,16386.33404550115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3085790347629551,0.0,-0.622735150454865,-0.6725071989620784,1.161176178034186,-0.27536041836054875,0.24668608026034397,0.049922130268729666,0.11857380411984367,-1.1376606321810692,-7.093348569163674,-1.723433848808261,-1.0298220453712148,0.14712040248089633,0.24042799569702442,0.9392484746594241,-1.2658732634329948,-9.192989115022796,-1.716120542312964,-1.4814300130639309,-0.3562662100446731,-0.2892255313294402,0.4392357302253014,-0.27545625017765957,0.3758501750999331,-0.20427584470450566,-0.3284635354700299,2.11767907434497,-1.9173501498650394,-0.55683651368908,-0.5303518234901816,0.2548169156633793,-0.4581839453889022,0.6444929173244829,-0.47825936781867406,-0.3358560531701264,-0.005517417916577145,-0.001499692532892655,-0.1389102902095495,-0.2223578117727351,3.38205599761849,0.9516486123340693,1.1513781203518139,1.1192127102997274,-0.6463045864562357,0.2520300784279613,0.3010869096521699,-1.2305329142385482,-0.29584623282926337,-0.17506350728943745,0.08781985189443432,-0.018668295215898793
29,16313.575976947772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.27469621546678,0.0,-0.6709226570278404,-0.6916866127407599,1.1420127962783462,-0.27704980396702067,0.4644380157976303,0.09985455969323337,-0.0013733877429114305,-1.5319334119167791,-6.090028331305267,-1.699846823586396,-1.0639602160192994,0.33179831962176076,0.5155773714854396,1.0067934445530227,-1.318967101703795,-8.665322241179954,-1.8830293305707202,-1.4414547113220486,-0.3140666152793149,-0.29979503231264637,0.3486399456621446,-0.2032073078111248,0.4890376604548018,-0.2037562206997242,-0.371863404652814,2.081128216981915,-1.9015528574232832,-0.6340918181470189,-0.5863040748065645,0.1805026647224074,-0.4244186888099388,0.6705949947811315,-0.28223294478943584,-0.15685435229317066,-0.005645497863149449,-0.001540281819209352,-0.13232519334852483,-0.22082352128046875,3.601106134170638,1.007870034150249,1.2207652470725692,1.2346442096248076,-0.6491000478766775,0.09269942473216847,0.2203117554934176,-1.1396023211855772,-0.3024269289512597,-0.15573935423900764,0.05869399519547016,-0.047207284457432316
30,16260.968447176629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1710216179173767,0.0,-0.6051030954368602,-0.6351862776549796,0.9820397271921663,-0.17608483751002865,-0.01350994887246687,-0.01677226310744387,0.23954174644226583,-2.4916072800341236,-4.201519700564903,-1.5935492527493176,-1.1165611412308634,0.6119835152011546,0.8496478405423441,1.2832198121501206,-1.5089890818369047,-7.585318502796856,-2.1117764951165214,-1.314067604405338,-0.3735997825923335,-0.35050626137579494,0.06591121431653552,0.04262778889993549,0.4507166169785448,-0.04996284780150234,-0.38671157330758704,1.9535869120620653,-1.9494492476444671,-0.7329324259914127,-0.7681240724468301,0.12125015389051862,-0.30139432070358174,0.9439787758801043,-0.3230117613174345,0.2176729009712737,-0.005446996042197886,-0.001415440852635813,-0.12174293330224954,-0.2123429384319613,4.013409253538565,1.1169695141181983,1.3527558162798903,1.4269286357726723,-0.7794287644168955,0.03763953032442739,0.14381577260610506,-0.9161969204853434,-0.08026490445600568,-0.37051594982700004,0.13194658389204658,-0.11770064705929768
31,16219.058825746906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1745791419775131,0.0,-0.6146869017003503,-0.6405210917196712,0.9595891683987264,-0.12159801656118197,-0.01670826365392258,-0.011030386572322257,0.19866618452579188,-2.7349748923986423,-3.7112405153668764,-1.5658558098378728,-0.8987608366118912,0.6130720952871735,0.862908355566511,1.3471517988551627,-1.5593629494467387,-7.18109605906158,-2.107555132710374,-1.292320784961876,-0.44429623637611726,-0.49496392008123824,0.06587183345547695,0.10606561465496535,0.2616860942469618,-0.008056881031305661,-0.2716648988676073,1.924054514512168,-1.9139372673963617,-0.6954196391456139,-0.6360878448611118,0.151752226741833,-0.3335293732321274,0.7194074171221041,-0.38294458366398104,0.1456743062505609,-0.005355995986263485,-0.0013800438562439218,-0.12158577620354721,-0.2089744746243455,4.145512845192851,1.1530949754759672,1.3985620768549298,1.4667129330557602,-0.941467587917887,0.11889248188312267,0.3276216975141131,-0.7941947721746834,-0.03328819785645973,-0.4568051313470901,0.16373238850904784,-0.01530285852638738
32,16170.921836773725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0670794014810128,0.0,-0.6485541476967772,-0.6185725848724227,0.9013706836233876,-0.1977796751266302,-0.02762148263175281,-0.04592207225235669,0.2089331093565134,-2.7999816167553164,-3.2704685674172222,-1.368799886323227,-0.8133856006243132,0.630149843932217,0.8160120907870135,1.4127551452263567,-1.6978545859902612,-6.607115599354223,-2.1265543776990175,-1.3307707210119268,-0.6520964857548222,-0.3926313434770287,0.17970216549651746,-0.010152863369094808,-0.03258088276681953,-0.06711589970185558,-0.09417738280493446,1.9148673133148935,-1.7823696181235273,-0.6199863435211962,-0.4743987147110065,0.02967518312245243,-0.3689346499569444,0.6528703020139933,-0.5298943986922242,-0.19685395284864923,-0.005387671802057335,-0.0014095619898794505,-0.11740443927572788,-0.20448425139792117,4.316049912975203,1.1971014869691254,1.4510799782376103,1.4227653819830575,-0.9160647088770255,0.19134163428055356,0.21555204567609626,-0.5884520650342902,-0.18355681656053308,-0.28363540873862386,0.1504230984796406,-0.01094919731615162
33,16121.334455891865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1908418317502285,0.0,-0.4665554696506732,-0.48844315140975675,1.0010691272427454,-0.17863913004966733,-0.14856729543837838,-0.0889038905739,0.03845174735126164,-2.6566560110277493,-3.087416408151297,-1.2300703351393918,-0.8935121067517837,0.5949981801276606,0.7160719081781818,1.4703224145495566,-1.9191560083507924,-5.793449995272407,-1.963056071854433,-1.2842470916399171,-0.47425117380700843,-0.4768568245864786,0.38874527186682295,-0.2891949369142638,0.08328066246377466,-0.3054633876261872,-0.025626559719976932,1.846936845731517,-1.595480966509276,-0.6482233643092621,-0.5252707605374096,0.14439634812399532,-0.5025909394189283,0.7732479711902434,-0.3359057478293516,-0.3771775212354373,-0.005376699292007959,-0.0014471611129896465,-0.12334422834076406,-0.1989571184688836,4.523130996411537,1.2482158477183087,1.515379587716815,1.1152238199055755,-0.6956461234230679,0.27710283667900215,0.2399150866036038,-0.28375423067274974,-0.19550729411561393,-0.24145393548180166,0.2657741656778958,-0.03981121740024273
34,16055.955779372187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1708536032633994,0.0,-0.5775017475266321,-0.5230975481974318,0.9446339307631788,-0.1813806185569892,0.09028756000129903,-0.02832031401639372,0.18705601145840545,-2.4419956170228954,-3.106792855450321,-1.2905360677320297,-0.8400744055350815,0.5790255817672879,0.5734212747935417,1.5771671625698829,-2.1114609573650167,-4.867553457731159,-1.7831378950957417,-1.298335539615937,-0.21276577191450363,-0.4713754402819863,0.42877242890727396,-0.5431019015077483,0.4426344363898602,-0.4573957012327944,-0.12547897062815166,1.7968570196273996,-1.3729375065881415,-0.577367861682163,-0.5979751372552565,0.16779632338527542,-0.47366885953425053,0.8710438460266628,-0.42568949605819617,-0.27382372946908146,-0.005306048138448113,-0.0014827807374425972,-0.12750834708920458,-0.1922505945007547,4.736378714954709,1.3020740054597177,1.580515891106586,0.7498223923415794,-0.4391495830141364,0.5008922211941605,0.1396019314382952,0.0567222011904564,-0.022309345494402805,-0.374611237220418,0.2751514554880982,-0.06214429290457597
35,16024.46887447228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1406485268059021,0.0,-0.5926280820656954,-0.46769083401427214,0.9669026670642278,-0.24586453879333534,-0.028936916362772028,-0.026564568327514915,0.1703132675673059,-2.1636038288894452,-3.363334248497297,-1.6844930736698838,-0.6903816300168308,0.6041549595960783,0.3799699302604136,1.4623382697766212,-1.8811751984831582,-3.949130979834204,-1.9388713451185131,-1.359064196472699,-0.36799605041431555,-0.4495831482972114,0.33788424585166743,-0.5215052937652715,0.753783911390535,-0.0968231802049569,-0.43136403812039664,1.7815272497249937,-1.170764719251501,-0.6454322466474702,-0.42993403982087985,0.14623322666285904,-0.638956198016168,0.9000313241889939,-0.36342405244766535,0.007071220403641276,-0.005389623606491588,-0.001580490412141522,-0.12242966948529152,-0.18843000682260058,4.8971996154508375,1.3386583269075394,1.6327342726132585,0.6508722552637499,-0.2165657792018426,0.31941894628860634,0.037751188590883306,0.3619706745459641,-0.0925612713885302,-0.30806967030523197,0.346350306876151,0.01413916468289568
36,15999.841275374503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1935232268410758,0.0,-0.6360478336466828,-0.5066663138242011,0.962671495158718,-0.18758092573892537,0.05441526320375879,0.05274887278763796,0.20110826538028825,-1.9130778154694617,-3.6568240868400284,-1.882931757490633,-0.9855799986406664,0.48916122741606183,0.32128550419906265,1.691859234105093,-1.709090202429894,-3.148969909830342,-2.0925562545377674,-1.293924445234902,-0.4711274475040965,-0.5631892913658334,0.09088795927849216,-0.21669170478141742,0.7226615407368907,0.1588594767353358,-0.5900731315092707,1.5939126567366704,-1.0739743220465994,-0.5425694466832591,-0.44536050593373944,0.16981605864561722,-0.551849950410186,0.9403461737172571,-0.2607698909663674,-0.14703275962573603,-0.00539412332612731,-0.0016172688381852947,-0.11925133170368932,-0.1856251053569262,5.014226367006599,1.3653227217928836,1.6753128602618588,0.6386556763673664,-0.12174723893188118,0.09647098798790851,0.1182719649706157,0.6135345646348238,-0.10040112322940635,-0.2857941809363422,0.3234841337632272,-0.01653290491160612
37,15976.609862434143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1640280979787554,0.0,-0.6724600510257176,-0.5000146360434886,0.9825723557185788,-0.19282156524302446,0.032546539687398277,-0.038486741766544486,0.15031271955154146,-1.760013324558559,-4.058513736278087,-1.9935618539200857,-1.0502920980665482,0.4551733112142281,0.28918847429325156,1.7543735698722531,-1.4390866471966428,-1.9827698855356697,-2.2032482204435437,-1.279996384573776,-0.46356691052879956,-0.46473224431228943,-0.06607528045546937,-0.01675382413112042,0.7021078770606197,-0.3213147236452133,-0.4921969186403715,1.4753467629869024,-1.0371659490417489,-0.7186486968262906,-0.39854151905029,0.20798599678556307,-0.3871514217423664,0.8837678008358704,-0.35696063623161156,-0.2673435884534832,-0.0055275314887928174,-0.0017110870934294248,-0.1137489710661237,-0.18482348418892058,5.154421116289466,1.3992814010704815,1.7319089469013405,0.8666840480019956,-0.23024210049242008,-0.10000904192960017,0.09756352448127555,0.9561797381946151,-0.051318778954454684,-0.38889647067250466,0.38253071107714,0.06819670039415522
38,15955.251129267079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1309090604204546,0.0,-0.6675309840998203,-0.4985029575068739,0.9648555097330594,-0.22526298624276417,0.020298641351917862,-0.04927143738346189,0.14756274604711506,-1.7433690381401754,-4.237936080476884,-1.9424242439318136,-1.0957348080037324,0.44929154330558685,0.25386838863127115,1.7774648807934479,-1.420248089007454,-1.3629041731503795,-2.1760376181533068,-1.1980989352687015,-0.37473507757744096,-0.434341877167259,-0.1079090718729907,-0.06946741712907728,0.6120254658331125,-0.3870628874171957,-0.430493041894628,1.541444436098958,-1.0173260441130376,-0.6098636819066748,-0.3581076281615518,0.20042454979707686,-0.49602583438307557,0.8038029882955161,-0.37275784937122036,-0.2003302712747646,-0.005492381520000214,-0.001708966498293081,-0.11393836307199813,-0.18553966775558506,5.231583661398509,1.4183794569862656,1.7642119551901483,0.9281626883837905,-0.2880771923179575,-0.11276419116548046,0.10773568157103323,1.1475232628792147,-0.06379835689566474,-0.37816712890243803,0.36668268670496224,0.05002842521299877
39,15938.382790193784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1568368210050013,0.0,-0.6793118057337727,-0.480496955253326,0.9650002901719673,-0.24389973185643463,0.07385753970910489,9.43414939166054E-4,0.18296636176660352,-1.7799195371290466,-4.348114489478419,-1.8804168308287406,-0.9642818602974986,0.4214416615634959,0.25825823115921187,1.7377976866997553,-1.4737959246749703,-0.909884397266397,-2.1389315148179437,-1.1218189114054757,-0.34485265586256514,-0.393125309641995,-0.09109687582691853,-0.22058595850016588,0.4902438998831693,-0.26864566857890204,-0.39993796284942396,1.4980680275378275,-1.0372411517704456,-0.6808887142434841,-0.3443594664999874,0.19531903849866558,-0.4760285844856175,0.8612241669039371,-0.28566379442616496,-0.2635557967913822,-0.005483702030978704,-0.0017090269295217456,-0.11523794967775629,-0.18565746839238992,5.304711806047982,1.4360391006942308,1.795118367485743,0.9431985764254663,-0.31692119492365206,-0.07859186419045047,0.07732107738089797,1.3364634890239895,-0.03789579254905775,-0.4328170337571699,0.38474810613660404,0.07205171887251698
40,15876.551452816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.232168743912101,0.0,-0.7367072810717771,-0.45837961015252976,1.0375554447855382,-0.2535442337606921,0.20550977409961596,0.0019700940039238503,0.11510821052650767,-2.2274107664420106,-3.969818098613989,-1.360889201211673,-0.5563177549248065,0.7351394807931995,0.2666157375701613,1.7363896852293266,-1.7426162794922408,-0.7895912478093664,-2.4199459913570855,-1.317501514084033,-0.7423616822299042,-0.5466535108478993,0.2170265666418679,0.06476987988053218,0.7740563829902589,-0.3168478118485105,-0.49733770031519203,1.2062734473305816,-0.9695339816069437,-0.4456708366108588,-0.1483732329689874,0.37580669135850886,-0.47638076440713095,0.7587869759834122,-0.2861062063198455,-0.3718395739286027,-0.005184859560410167,-0.001606073358434824,-0.11067585031918543,-0.18459889461176748,5.662137367610569,1.5151805579839714,1.9504985499272736,0.4630651455731633,-0.036773334938930535,0.14068510756100633,0.0829556031156274,2.2796597142664923,-0.052020233084803455,-0.49235192653817933,0.3395208318768112,0.0697459423597335
41,15801.644054330722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3592566525499516,0.0,-0.7177635279521059,-0.3514069948497428,1.07351048955936,-0.3412430906571595,0.41711378510452235,0.13193586587379974,0.24681277895277154,-2.542417893462575,-2.913139546314074,-1.1157860715908736,-0.75219140587082,0.4555017216150369,0.709352024255756,1.775234625941963,-1.0869199354827348,-1.550288764751431,-2.565562357790475,-1.892652513559217,-0.5752393138854337,-0.508992079052898,0.348213660467111,-0.13949311532703218,0.8095534388656177,-0.1998549240179492,-0.4141004902203255,1.2856208311121924,-0.600850896826431,-0.3988999891252366,0.04557454151033269,0.30127485892223893,-0.6410531439245105,0.5970058515814505,-0.23578678048960783,-0.4310097163570321,-0.004936288326190904,-0.001524620383925753,-0.10113541346967847,-0.18409319532010066,6.153318609705645,1.6244519239479511,2.173446856631391,0.4985080206851475,-0.21750931723748126,0.42106708284092836,-0.03134394035692202,3.5721433831094185,0.0456136378358028,-0.691437647990081,0.5390478417983169,0.1602613639596879
42,15770.500829982788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1063757508758516,0.0,-0.8720536002350694,-0.46251578183879005,0.9903131001639316,-0.43510061964886504,0.437681507964075,0.030254427997494282,0.01975604292852401,-2.604058490883758,-2.422405253358675,-1.383698454313747,-0.6302448651395592,0.439148509957847,0.6653536813822265,1.8750249601596694,-0.975675596343138,-2.0205179178748875,-2.471940105885222,-1.8014052196218646,-0.3401832543864094,-0.5216497561126118,0.16978382620512583,-0.21323306194074587,0.6240505789871887,-0.25382459642187805,-0.3226092415509385,1.2586564166854297,-0.6135482444324749,-0.3705943878134011,0.06142511010385933,0.3341426996894784,-0.7249100835271634,0.751049764781732,-0.14247380802529014,-0.4416891363496491,-0.0046678517866908945,-0.001419892663185629,-0.09753958489824528,-0.18268871071773712,6.363870719292529,1.6697163617404371,2.2692886647458423,0.5824515006568018,-0.27015170162537994,0.38381771216599236,-0.07097308168690916,4.051263141619896,0.02259258109290157,-0.6827716393590055,0.45290168974781964,0.15479883744021128
43,15746.692921069456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2024917584333255,0.0,-0.8521370522734266,-0.4157037129809059,1.015919955154847,-0.43073260030532257,0.5166022480199386,0.09020573150815425,0.12427910258604737,-2.5741658972626436,-2.094507236610306,-1.5678919614132971,-0.6157038091600204,0.6406952627373931,0.5115414053634029,1.800273746227744,-1.0013001292473311,-2.3444487815978317,-2.3605342340798177,-1.506605714322748,-0.27927684153613835,-0.4601897528633634,-0.02511657296058259,-0.303996168351942,0.47581122430349637,-0.3409862958561951,-0.2894785235049463,1.279875953259994,-0.7333577450516425,-0.40220060818842196,0.0076457895184072824,0.38431017171623777,-0.7256904690781079,0.6036853627621928,-0.15564621061819367,-0.42086390001419205,-0.004535589316262912,-0.0013777125204386745,-0.09709502415053872,-0.18083258444391936,6.500424520705401,1.6958119991856706,2.3316548154986494,0.7288509993495416,-0.265570531032188,0.17348800900399516,-0.1292262098856667,4.295073784872216,0.019347639703045205,-0.6579802847250826,0.39669945805693246,0.11351232489284915
44,15726.263860931556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1659908837076391,0.0,-0.8825526548849041,-0.43048239453725284,0.9729952464017652,-0.4525941010460222,0.5701501581653216,0.10634619389284548,0.1197356490370922,-2.461677455112722,-1.949729074672309,-1.1371323570758198,-0.48547842265998953,0.43347315765126143,0.48391699583174097,1.672044559304991,-1.180197739325489,-2.5308941354185572,-2.2523028022624247,-1.1469016839280493,-0.43438587921977023,-0.34272792041360567,-0.4011918550304505,-0.35727536528621767,0.7949992980195404,-0.3950280016359504,-0.46515313092796495,1.4279100371340212,-0.897462529179127,-0.39421515549277053,-0.026852885400136223,0.3091839499544345,-0.81098594106951,0.6551223006478804,-0.13919152056067124,-0.4530694299731581,-0.004455033297393967,-0.0013570895064370818,-0.09527130988029682,-0.17869456616559895,6.641966949456389,1.7156636253553792,2.407020730904073,1.1450935500123014,-0.5380816358074301,-0.14548271112571057,0.03901404634823938,4.345867126106239,0.07608093909929503,-0.6792462701808435,0.31003185499970093,0.09427463045028016
45,15681.795937109155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2795717475909707,0.0,-0.762637851230542,-0.3369815917624826,0.9876461145364194,-0.4578726800222761,0.5882259930557118,0.11807536977516093,0.13139596270595688,-2.6779899279900397,-2.077729654642856,-0.9365063513727153,-0.32429152746759893,0.4553791383675794,0.5367492627205754,1.5731056803882102,-1.2598657661813009,-2.274073079075818,-2.3952473353054278,-1.427689247224264,0.03401370526618824,-0.295489456162798,-0.6018360904376451,-0.2525542191448363,0.6988121776273017,-0.4188646945822731,-0.7298428388170939,1.2969770507687157,-1.006418396666207,-0.21903954532577324,0.06226655734256743,0.3017668502827806,-0.7604121807468808,0.6624737150549973,-0.11719655953243699,-0.43707874378041406,-0.00414051599693069,-0.0012279488113391235,-0.08626394213350277,-0.1770563432245179,6.891833922023531,1.739825344076681,2.538986070153382,1.3657749352638642,-0.6496873326081941,-0.24280135314558327,-0.08593487463273775,4.067691504218484,0.022315794135681785,-0.6022560569313252,0.26821528784346843,0.10045581608959682
46,15585.982333369288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3605720121213283,0.0,-0.8697086488444701,-0.47193269268601534,1.061082731841255,-0.41426091440510554,0.7689210013171796,0.11615754913663223,0.0617160561816615,-4.185870770120708,-2.6173361053654407,-1.3751736053871428,-0.48844521980104383,0.6096376733382715,1.4669751127293797,1.8693102230720626,-0.27451512240162357,-0.2995655673140145,-2.4123116234876054,-1.1874055188989647,-0.15279011229692924,-0.16022090655567603,-0.21974159909940194,-0.37947993177149075,0.6359791711190292,-0.645111064609977,-1.3749880363801321,2.0730064597422135,-1.3666088476852536,-0.5266903281265094,-0.41489615024540727,0.2647291369288674,-0.97500026435607,0.5897692351491336,-0.33795956015957973,-0.6433224481806687,-0.002245045447885158,-4.4924000639974136E-4,-0.07673123198687394,-0.1680948715532801,8.195959697255109,1.8635642490223057,3.2363690188356076,0.9289865775289199,-0.6117800351763922,0.22571959193800262,0.12471343025466691,2.5257299033447635,0.010218757073183178,-0.41846651765567033,0.09651120308241229,-0.01920839772349077
