Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_shopping_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_shopping_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_shopping_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_shopping_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_shopping_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_walk_grad,g_walk_vgvi,g_walk_speed,g_walk_speed_c
10,16728.241204132763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3784830447755483,0.0,-0.8361463667647642,-0.5301169339629518,1.1706368258585533,-0.4625717529658204,-0.005447110722747367,0.005264511845132172,0.13493671699993473,-1.2372525438154787,-0.8156344704378371,-0.5290353704792374,-0.07676107421841637,-0.294170796892436,-0.5432164506917371,0.8384384541880152,-0.9710609518254639,-0.3996564039757528,-0.8243886890231904,-0.3813273682394031,-0.11806552762113073,-0.19916764400300077,-0.13350994018218476,-0.44401903015062394,-0.045764621339010936,-0.23451361724736441,-0.08784108667967086,1.0372781410937935,-0.31129197624127913,0.07203581456251819,0.11124018944837584,0.30066482080805873,-0.42459522221303614,0.6217388300377609,-0.1785497257560011,-0.08315901240167078,-0.0063793763728762,-0.002239508357021919,-0.14485710212264458,-0.11102373135180123,0.04171459078848809,1.3738829943548192,0.02177976323756309,0.43978424807630034,0.2215491747425576,0.6760591167885075
11,16533.48422944038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.435236228117604,0.0,-0.6496502569022988,-0.30667294254346644,1.0988584627571596,-0.5773988145486704,0.21640254905302103,0.07534218581264823,0.27836014200318615,-1.4347263255558003,-1.3233700469295018,-0.6769530488968432,0.014190400796450647,-0.029477380064377723,-0.24336277983332205,1.5200838158607521,-1.3905482034237178,-0.6401529437974881,-0.8003984368708092,-0.5796211491105131,-0.06500792956827112,-0.16335577549348093,0.16358026779715307,-0.3082677487471075,0.07047830983866758,-0.19393319380700338,-0.0990165349349427,1.5510389555685498,-0.5248275029253258,-0.0021628120091749525,0.002924622505859592,0.42603865059754,-0.5475285420181196,0.7289224755395625,-0.13668354037262892,-0.15620323054428073,-0.006229161296599021,-0.002199421364807945,-0.1661555348758089,-0.11187005385568577,0.06324398902790457,1.4431394302562977,0.04260457733415148,0.7750147747915708,-0.02120832950474877,1.0481007825284907
12,16478.94161246343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.366222655222988,0.0,-0.6950201167903596,-0.11591644150382716,1.2560165927677078,-0.8510336708088183,0.36770000033250505,0.04641314482931402,0.2372332357844511,-1.6092724388940935,-1.7428472650195814,-0.7436531558897558,0.0029873414137016347,0.20946204411256802,0.009774281156737563,1.8421830699456039,-1.5809193763734857,-0.8289962741579278,-0.9049851663267194,-0.7384786474330842,-0.11484778404610471,-0.15579363101254232,0.11875496822627163,-0.38946672933632903,0.20576829307266115,-0.18225026688992255,-0.11370432932574989,1.5708078884468955,-0.6669300383794903,-0.16982188357416544,-0.19272823482544169,0.0934025460939088,-0.5062327469222901,0.6416153250219312,-0.1803561830647903,-0.23129496154918291,-0.006287397916782392,-0.0022065770299298485,-0.1510473449533063,-0.09566339747030587,0.08449463959275383,1.420778086441395,0.07018692995643894,1.1870231413026615,-0.43080379132367397,1.2138363458252008
13,16448.47167758159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3725484838944235,0.0,-0.6905918420761027,-0.2502134955671045,1.1623298857567068,-0.6969669229576536,0.36220660180568715,0.01808767851528265,0.1693384680882729,-1.8926260732494384,-2.1158399391829716,-0.7858346299589973,-0.11431589198738082,0.3371761994040988,0.09550317530583971,1.810891211430588,-1.6146712750771597,-0.9911771107990683,-0.83993488395951,-0.8825510793195779,-0.12422410146719824,-0.09884719133610836,0.06928653608513481,-0.3594488045665816,0.3752013917391103,-0.11024296108021509,-0.11042199968372592,1.566215613910925,-0.7476888173905363,-0.2795887458918357,-0.26742935405729745,0.032033523504527484,-0.3138026116319595,0.6247816555333264,-0.2613963908152626,-0.30485019430856436,-0.005924303159812456,-0.0020366747067219046,-0.1517919756652448,-0.08553735418798071,0.11126690121735786,1.4673464046526092,0.10353922606308694,1.5555583067885097,-0.7454678101706771,1.257238165339527
14,16446.147400393504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4437029842683031,0.0,-0.8111016069780825,-0.393695734471437,1.256572196997668,-0.5400488525535135,0.1624731542988757,0.061640425564422785,0.12855764684562726,-2.093552898729657,-2.7356719034079813,-0.7926460755340129,-0.24887847823949552,0.7437047777635433,0.6353370577762453,1.782568005950638,-1.549516756492031,-1.2907237816466344,-0.8483725850211463,-1.1843024986540818,-0.1509526133069905,-0.09017109397544261,-0.09136089590567455,-0.306691948106253,0.6162816718393505,-0.048551691970788374,-0.11725399153240747,1.4572061442984034,-0.7752184777743888,-0.22798103242900924,-0.3779056632657334,0.20717599641150813,-0.17224009606980833,0.6846545038512689,-0.38179533697245094,-0.41828063468121046,-0.006275247033064527,-0.002180872887713595,-0.15283385637717084,-0.09164094473321487,0.1693447504277873,1.4399747842369321,0.1672434005205771,1.631623589927039,-0.8426826011157172,1.0489930408127683
15,16422.879296703264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4438524945879359,0.0,-0.6878702831951022,-0.2266894187636593,1.2748643980465653,-0.6215156384680083,0.19159591265311948,-0.09291684549089901,0.16601950188192127,-2.5795539704540067,-3.4396412065119675,-0.8682093944958469,-0.5014622594505104,0.875503896568232,1.0126906874829333,1.5224216304876208,-1.3905361731863934,-1.6634902211940514,-0.8766750438775156,-1.4460040067067492,-0.19987273640899977,-0.2150317370061525,-0.11354374559050256,-0.22070306172036275,0.7999788901561835,-0.01560741773794306,-0.11936458845799834,1.2967008415605144,-0.8093128628078693,-0.21333902919895054,-0.3508000802932422,0.3812171881990116,-0.19858947426225643,0.7013742320490026,-0.28898965906582114,-0.5376197937772581,-0.005968358341410197,-0.001987199057874563,-0.14811642458847407,-0.09028982174648897,0.2516148984749247,1.4530031228550535,0.2561888260734423,1.5922413202399692,-0.7870536332323138,0.7219855623514326
16,16415.43427425763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4684214510416127,0.0,-0.6174661186858592,-0.19316168566376624,1.1544049172376263,-0.6727703612782402,0.20831614264468376,0.2154555947792448,0.06452675344376949,-3.0071115919719613,-4.112589366925938,-0.9457092869941088,-0.6411634583551301,0.8521927692775291,1.4062825011029068,1.3494659815921706,-1.170316627777845,-2.0623916222062406,-0.9103457212962273,-1.5510009479025233,-0.30094179238152174,-0.3964826139476431,0.03256557289534184,-0.23367879077195414,0.7813962817203716,0.008180715707665567,-0.10106625348963093,1.1920632660211248,-1.0493440293517673,-0.05853885862781172,-0.13126942633507122,0.21465202757669463,-0.139156974316272,0.6652783363924881,-0.22042326270308293,-0.5154550032651232,-0.00576936187514048,-0.0018259923539592875,-0.14411281901300715,-0.09193408592271385,0.3543231643890568,1.4508931874615378,0.36658473539692726,1.4647899096315147,-0.667426784080064,0.48943575947521695
17,16410.525613880938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5090737053204126,0.0,-0.6568436629675092,-0.23843377167177632,1.164078949390135,-0.5330654298275406,0.26590168829095706,0.04094805239523164,0.12404308655512469,-3.199803487890518,-4.5718377557530285,-0.9545614326130671,-0.5835637515380816,0.7001609063540819,1.7402235423457415,1.3436092859279984,-0.9224602163621083,-2.3777084806878324,-0.875460153844939,-1.4633275583187526,-0.3963841492751252,-0.4710572363030691,0.10298319291076354,-0.2838015612696063,0.5750594992039735,0.08403242572471496,-0.07435563123787249,1.1607470085034346,-1.3361448832276146,0.10729791771326319,-0.06391219448934572,0.11104645614645417,-0.10157367566984778,0.5652284436610923,-0.11574064000272105,-0.38245438172015256,-0.0058059113666336865,-0.0018014648413123835,-0.1465324199207883,-0.09381047948810181,0.45785758932802945,1.4423208263011895,0.4814442259531214,1.4053970400445284,-0.6078509214772514,0.34496606454510903
18,16389.234034426736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.501298489175576,0.0,-0.6233297588332143,-0.22450441491331452,1.1703622555994664,-0.5743360128876487,0.1409203461898908,0.10056439850115116,0.1967194658383019,-3.352783010496123,-4.934798406886435,-0.9068364450057337,-0.4335156193237306,0.4199629617075135,1.929771572244367,1.3975040928006097,-0.6511119220060453,-2.673300273863313,-0.8153391715525136,-1.285384092104008,-0.43676133993083605,-0.45788886645495513,0.03250567905830386,-0.312322812665461,0.3093161136835139,0.08907944421649623,-0.03338155717288463,1.1445354688468539,-1.5714868662033914,-0.013289841514369086,-0.1267157251999892,0.24568968255793602,-0.1336590541033072,0.5318990214553664,-0.16292060373797712,-0.20868757631896587,-0.005731028771739549,-0.0017339805834271978,-0.14660030276468383,-0.09044599481691756,0.5867811509835986,1.437644318974774,0.6288698910785046,1.4337126076402509,-0.6098091795006837,0.11745097021370549
19,16369.340384593474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4900105471751761,0.0,-0.7337759464656817,-0.15573554697667635,1.1291492521401634,-0.5072182866506849,0.1531797426756655,0.10750241621029541,0.15308209529181271,-3.399210797734099,-5.058513022111049,-0.8052558768237534,-0.3458792976449469,0.4104717872391339,1.8625979017431482,1.4408844580902056,-0.534828620939303,-2.8270828901028784,-0.8105448518415923,-1.2548900986730647,-0.34080436837313344,-0.37627385962791626,-1.1721506117259167E-4,-0.29158477062899785,0.21451818738440523,-0.05353936786298162,-0.005027395063975804,1.2833189749298266,-1.651128833517325,-0.1302732612971419,-0.1789889061707053,0.19024011363291618,-0.15721493612846654,0.5555062283913978,-0.10907460081882644,-0.1592069335854801,-0.0056527216988376565,-0.0017005561676400555,-0.14645803609126684,-0.09197496140962036,0.7056305502108443,1.438762789265013,0.764859078785437,1.3920057249807005,-0.5447228667218319,-0.10120180092892284
20,16358.276969151746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4051094811328588,0.0,-0.4911027312046954,-0.4582795936919885,1.1345657773214344,-0.5979664099421029,0.2278858879904196,0.039307780991208394,0.16204052022245802,-3.398753754028167,-5.219046045536484,-0.55616887013624,-0.16616852464537282,0.5905619533151935,1.5432006398417286,1.525421889511254,-0.3513723266607881,-3.1569752586436177,-0.8805550373831736,-1.1925601952835387,-0.15144134034452625,-0.1577409495111756,-0.11955566040884066,-0.2749464065738912,0.09893671724934695,-0.3891950004522697,-0.002783506342156602,1.5660481044860686,-1.9575294636466798,-0.2119929260916522,-0.271192530370109,0.01994014537109992,-0.26314832576652014,0.6046557091353789,-0.08957050002055675,-0.13047877359953122,-0.005599003965613402,-0.0016834124274526488,-0.1410269165777304,-0.09549748421136477,1.0458493211541822,1.4090413839065627,1.1552311706739649,1.2400654256240464,-0.3623511000402586,-0.5127280471834068
21,16305.090896163201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2472761116583846,0.0,-0.5286252063050597,-0.4094470877823769,1.0152536599274924,-0.6662626992880651,0.24457950684798713,-0.006230998403467795,0.14416221088898562,-3.3156578881618075,-5.242198900157293,-0.32602955676506495,-0.09358334318269991,0.8324111562145702,0.9646930092750825,1.5280158804395807,-0.28849012816835784,-3.4941658849691244,-0.9726748035992545,-1.0638899192045705,-0.006937567273557987,0.011941797691487066,-0.24212498433118484,-0.3038866280605984,0.11786886961722233,-0.5631963824259938,-0.09880107093842866,1.6690396988811143,-2.5603535284173096,0.060972939602049914,-0.3762961639879651,0.10165104295761213,-0.5002189708402891,0.5956788774101165,-0.2961791999602863,-0.1935120019800315,-0.0054807402566368416,-0.0016138591772796387,-0.13588558252189753,-0.09315375408681646,1.5192020688049064,1.375435310504184,1.7004822484713606,1.0788357164978248,-0.20651608913488587,-0.6530715860358113
22,16220.704007294366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3980016139958868,0.0,-0.40933694480360033,-0.23350886329710968,1.131089686174035,-0.5440368748346079,0.09606242228908618,-0.07222864212636315,0.14295861428501608,-2.88424200373658,-5.061969225278445,-0.21355395720722653,-0.06669958818206231,1.0499609903190552,0.3927137016755543,1.5618581092453983,-0.4287754156003518,-3.838648052842514,-1.1430225105589784,-0.9053239855326457,0.12008617771674224,-0.027649984875556026,-0.19983717645734939,-0.4885486530857067,0.24451666455012772,-0.44608068714780014,-0.298997716035858,1.7646525796566186,-3.066936397006854,-0.10708073794008294,0.034472452985636615,0.18763846668909645,-0.6637515520023426,0.49031229335502247,-0.3779036016227792,-0.4636099259360848,-0.005573075801952453,-0.0016791709625766948,-0.13316212124686114,-0.09158622891805801,2.191173256667316,1.3111987263413802,2.4759453804169516,0.9641981964394195,-0.07002325308346685,-0.8701775379689034
23,16131.205170091145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6282321184017792,0.0,-0.2703635567722206,-0.18934775078832017,1.229097720865921,-0.38999122247908236,0.20999185026724176,0.10268708643907962,0.12070314842462855,-2.3511388285685655,-4.678967383772576,-0.49762873359364895,-0.04619789366719826,0.8223674128391072,-0.016519189972351245,1.4981652229877993,-0.8037300104967895,-4.091052613624964,-1.4174667167361805,-1.0019408151918845,0.0910005938382797,-0.038736378707242225,0.017920836534861873,-0.6249438830963336,0.37017649194706426,-0.1994550948391097,-0.5149555908528669,1.8100391700868597,-3.0665102781279354,0.030821564365579035,-0.29072003658916484,0.2506689870150534,-0.7591818694455771,0.4626481416129044,-0.22822246321509715,-0.6680558624794077,-0.005367967470482242,-0.0016091574727558984,-0.1247717409579096,-0.08655611277465372,2.9472640986633785,1.2549512487181909,3.348668232717346,0.926733438713676,0.03444881355721932,-1.1893284815128329
24,16038.791692366736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4386730830537269,0.0,-0.49080838890597556,-0.4253909526027438,1.095816175504539,-0.3787392308203575,0.5510453808364616,0.12706381750293794,0.34542330955947254,-1.79745225645667,-4.180481311909047,-0.8744481766670914,-0.18727332928718227,0.37145659576896806,-0.0746773146049777,1.355110446280737,-1.2161131860861234,-4.274936476538017,-1.8262722554879112,-1.3774357119217266,0.05664339184695831,-0.058778748962206716,0.12810481893649958,-0.5695106441219007,0.44249669058882296,-0.10107551660564335,-0.6624362669334269,1.7606205222593647,-2.8829527146252714,-0.29385634381910086,-0.3563171050920781,0.2989452093789659,-0.7520440009668075,0.8054398472363637,-0.27925153031180394,-0.6848182028894926,-0.005427353437277435,-0.001595257459171672,-0.10948972379461636,-0.0855162047095947,3.784442052456095,1.1538621648266443,4.310519479967786,0.6548045214515446,0.2768397719655775,-0.8586700547546364
25,15986.495748878346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4538721509973234,0.0,-0.358134937525455,-0.3465339054465155,1.0751867434547882,-0.29946773952595274,0.30105606196644263,0.04027039631625133,0.2932991797734675,-1.738563452582809,-3.8655374163000316,-0.9943287503392646,-0.5023294611965928,0.21169989070887923,0.022955862766251334,1.3884208208833433,-1.394517392489547,-4.232167259215549,-1.9136283283945716,-1.4482732041080282,-0.08929730979867,-0.10087573499961207,-0.014530932105835892,-0.34999316097969707,0.472772202254161,-0.2643768250564834,-0.6093960543255643,1.852937717279044,-2.5025899129817533,-0.24690364655827352,-0.355802042870108,0.1395298241199728,-0.8505409104284204,0.8927702069559991,-0.27609895580307786,-0.34705433409198877,-0.005379858840855806,-0.0015524628290486367,-0.1068772828374213,-0.08407081893771118,4.184253559106172,1.126380414588725,4.763698582951298,0.5593375051165755,0.37290043879256607,-0.46095971723855306
