Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_shopping_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_shopping_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_shopping_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_shopping_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_shopping_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_walk_speed
10,16806.254679630903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1884188357980776,0.0,-0.8088085598006274,-0.4958854953145271,1.051143245717469,-0.5171805857619531,-0.03397669741127024,-0.030652482803781807,0.07040664841931403,-0.9759249313828895,-0.6077376619279705,-0.40678065385396645,-0.08228993227836151,-0.20885214261626406,-0.4310972204156623,0.6018533951081946,-0.7175364232911527,-0.29657490751795346,-0.8092903060727417,-0.31891107902858185,-0.1298201003376433,-0.19362276576794607,-0.22090974897994764,-0.44484739851363864,-0.06180907331845258,-0.2306792934312612,-0.08431856765343099,0.9864952112962475,-0.31993864855648446,0.1905776823154264,0.18061822678283124,0.31349843481940204,-0.11649040590633464,0.523841185616044,-0.10224922221895665,-0.03742842701771602,-0.007198058883920319,-0.0024657351262491437,-0.17033723727374112,-0.235930985138972,0.030901955909648043,0.9999650092163455,-0.2831279887484214
11,16646.867342256246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.285830061461349,0.0,-0.669616226775681,-0.3568041830497003,0.9903588552758095,-0.5371787501906026,0.17580499839824026,0.0406542614777086,0.19747842904515078,-1.173532054931172,-1.0663620083493894,-0.5315957831639649,-0.06933471405434016,0.14371805403868676,-0.12950529784654247,1.1691959684645448,-1.0063497086614002,-0.48698511232690056,-0.8685630811952092,-0.6075950594838033,-0.036261723655726746,-0.15013675124207027,0.06499235820229288,-0.27303476788362546,0.04875329255125883,-0.19814535537755967,-0.09724161088605691,1.5789248369301148,-0.6871825053483873,0.12882584933147326,0.08624652535595723,0.48369107782560783,-0.302241654437321,0.5969756423185112,-0.04291927598108095,-0.07546794780204405,-0.0071688059026027975,-0.0024778704858793564,-0.18922073886172566,-0.2507185936289013,0.05599628978409291,1.0378349954421973,-0.23808970392160153
12,16573.058897079223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.219869241161394,0.0,-0.5698710599810739,-0.1129313923903981,0.7940455926190416,-0.643151309254804,0.28789571453232443,0.029861830879090633,0.1605512085889949,-1.6331581018707841,-1.4704250587826069,-0.6624645908997306,-0.25260632477639366,0.22933420527744275,-0.17743151073874244,1.3134494368225806,-1.0632046340927905,-0.6413837526270127,-0.9530524592424616,-0.7823231892947107,-0.07610817290385029,-0.12123975528465339,0.10979196928465298,-0.2655089883512298,0.20394311846645016,-0.13900452847984818,-0.10821492715778398,1.7381009949008432,-1.1772227490230411,-0.08118698284071613,-0.09022403069887591,0.2888215097816539,-0.3202611149939139,0.5348140679148397,-0.11883696651243547,-0.1354316294614502,-0.006675835624066772,-0.002180085637214492,-0.18000439439089955,-0.24718849463625117,0.08692593805695731,1.067996014182532,-0.2726381216200557
13,16535.89746131425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2800572892388693,0.0,-0.3871092466657686,-0.40109144422009535,1.010679535730031,-0.6778791362505293,0.037667741531009935,-0.04136967313870785,0.07051383605205498,-1.9534877238699178,-2.0838522803785158,-0.7370011468177368,-0.49858399573353984,0.5097211515355695,0.2496354044025497,1.3681227252941681,-0.7647887041054475,-0.8519205620133316,-0.9320510943626104,-1.0029651301230806,-0.19615088175071566,-0.04981338927224985,-0.08529640790329576,-0.26515822338572204,0.5211703655360926,0.05282040181469033,-0.0797821499099989,1.942462324290276,-2.1330690368484952,-0.37044914868398976,-0.3654725057332129,0.05945396448064144,-0.08024353909092677,0.39106070437428797,-0.22551661896802772,-0.2660342675993939,-0.006949593400134537,-0.0022413832990162354,-0.1858520487270203,-0.25538569253544274,0.16066292139661825,1.0359324570326391,-0.35585127102035674
14,16505.865473086942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3399660670937217,0.0,-0.590397860795892,-0.3567282659489491,1.0259437211977316,-0.5013473816565573,-0.0452236748892455,-0.0542948317554665,0.009297592467167153,-2.062312938699406,-2.310049080753666,-0.7629688050846093,-0.5881104458540124,0.5499216277571841,0.4276760822384696,1.3139669305787323,-0.5917235423799534,-0.9274167256238671,-0.8972874425899405,-1.0970034271678504,-0.2114004804649295,-0.06900747545778638,-0.15590856703831596,-0.2549188256765413,0.605334437565658,0.11485180752443754,-0.046468893775821904,2.004007611616518,-2.4273732532429118,-0.41594690624990394,-0.49393339688480886,0.13034319145500511,-0.09715738159873222,0.370546156867479,-0.2436162273375789,-0.3210843616940001,-0.007030590001843659,-0.002259736274705905,-0.18898297714433543,-0.25810698299202495,0.19806766925107527,1.029711533325262,-0.3833819992090405
15,16469.2615176043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4157756261713408,0.0,-0.4771570137441221,-0.42022331498105236,1.0482111260633509,-0.52247182522141,-0.03289411265690484,0.013209683377967296,0.092027883094052,-2.2720649605732146,-2.6096913040151817,-0.8687458232462429,-0.6889732611978089,0.36442556928667175,0.6333107809868895,1.1097148512251294,-0.2909266678306462,-1.0419255638614624,-0.8549997165351904,-1.2506974667735618,-0.22290867475848564,-0.25329910516255216,-0.1541556461242124,-0.23129281895205464,0.5626856017577588,0.12169067813968033,0.04302035264646144,2.034279908490367,-2.5488711767026047,-0.49575685385344265,-0.5210954853316131,0.38422083217695663,-0.3670024622301909,0.46481587769757604,-0.22276861037715517,-0.43095367097489934,-0.006969126347073991,-0.0021718489729809316,-0.19194783947310576,-0.26339972400752415,0.28359910064488614,1.018248140556422,-0.4524014367721328
16,16444.813669418203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.457105513115356,0.0,-0.5747924386866041,-0.2684116406403647,1.2220443467183453,-0.6945275359451892,0.05543624076870632,0.07580806926716409,0.1875904200888283,-2.37430126309501,-2.9317773630040653,-0.984935482008805,-0.7189871504916153,0.21178944616434778,0.9769209337839873,1.073305089402663,-0.05075973515934043,-1.1883328366230397,-0.7966489232125252,-1.428896609744592,-0.32840494662838515,-0.4711172260505909,0.02863043073795729,-0.26418838178518705,0.41132790546550013,0.0896383300594114,0.12859408573817405,2.067515533720983,-2.433763939365271,-0.32215088060479397,-0.4117596513207486,0.12509968180542946,-0.43791318988029326,0.5842422080652248,-0.19589975236999027,-0.4801194709111252,-0.007192177758482931,-0.002211037307917664,-0.2010449208853187,-0.2757289414919596,0.42370950070358215,0.9749466571803187,-0.5647508295183926
17,16440.273984937903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6091627963744093,0.0,-0.5142238375246008,-0.4781031244911622,1.0302117527929517,-0.319185515576672,0.025805941481033805,0.09870388961385207,0.2656007349709821,-2.6037203545140817,-3.2641765650481167,-1.1305319633997086,-0.6933433329173327,0.06210314875403511,1.0918983810755059,1.2857674790806033,-0.12060430482021267,-1.3767638995289004,-0.7150312819872199,-1.5737816759470538,-0.5517472361524751,-0.5664786740823937,0.18996974079328735,-0.35480554187146307,0.28045338757238436,0.04613102880196384,0.1316427128503509,1.982561186093594,-2.152452007110532,-0.09069976244568909,-0.14275952138745035,-0.13300939713359416,-0.36435759981508575,0.7262820847340439,-0.32416985240760887,-0.4392539508256602,-0.006871659902460486,-0.0020371195848422996,-0.1971547461026764,-0.2817342789469385,0.6131182270142572,0.962484829508954,-0.6193506256816466
18,16415.07475419153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5540634711969412,0.0,-0.54809365861151,-0.46149329790699434,1.0618913055152304,-0.3908185496631298,-0.021880749894638982,0.06325850910899697,0.21024482720849766,-2.7026720017883936,-3.407699795877734,-1.1441326546944344,-0.6056542907764096,0.12067934488509349,1.063642190582961,1.6120674037037155,-0.3893330786593251,-1.508415440225035,-0.6403998342291142,-1.5612267919517995,-0.6746834112748917,-0.4855798692166976,0.07477785596594423,-0.3358009564611974,0.29916072210863953,-0.0011513314178650674,0.04365728225383145,1.6581769278109693,-1.9296799321615916,-0.058291912601937036,-0.0986474744130322,0.10155439126144933,-0.29247101480240445,0.714265785765043,-0.43039153383815293,-0.35844190456839653,-0.00683198519052459,-0.0019769010568010913,-0.1997116425715087,-0.28589349253924734,0.7614060450707032,0.9362935069272962,-0.6985912970635988
19,16397.621776743003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.536602709393204,0.0,-0.5647629579703772,-0.4380025347270593,1.0733453571187743,-0.3750979515612223,0.013947960559272051,-0.04574633420137786,0.21636860917275336,-2.7156875486015406,-3.4248212036039845,-1.053952201440841,-0.5111443640700188,0.2732215175713102,0.9839086470407883,1.6099397242731013,-0.45525136163268887,-1.607206923921099,-0.7020731841468419,-1.464157789412544,-0.584156312542834,-0.4965656827898391,0.08185115013412088,-0.3285305103454881,0.36795427659744456,-0.07039753646084963,-0.05011452086683589,1.5381074337608305,-1.9475329961178633,-0.13013950285192627,0.0329469313436552,0.12836643793865035,-0.26624177154755063,0.9357550593677709,-0.3449404119439625,-0.4156065924190619,-0.006810771834287207,-0.0019825123856623958,-0.19798931721834068,-0.28472049121867155,0.8575530582386981,0.9231599080211982,-0.7021157423341987
20,16374.315846375064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5718738783619035,0.0,-0.5174348555177137,-0.4527986959521202,1.0406179221804583,-0.3978524208529165,0.06864901703810401,0.18469486897585205,0.12790890040747804,-2.734434148597044,-3.418652768596265,-0.8425473758429002,-0.28100790490356475,0.5490203597784267,0.7830267637410343,1.524209342490828,-0.5500318153307296,-1.8619563251077818,-0.9317822755464619,-1.2258667278851574,-0.3861690162967315,-0.4740969940719239,0.14217838239469613,-0.31261253415129253,0.5526424614862369,-0.2126061795651385,-0.28640019399235483,1.3477011946636273,-2.0208463059449078,0.10758577983470374,-0.056369903994707704,0.14911202444602933,-0.27767984776695637,1.2621956622311303,-0.23230259850617385,-0.44650829624411775,-0.0067183480601348275,-0.0019774287964626582,-0.19007401735672305,-0.28044227991001935,1.096733207439967,0.8894355028024319,-0.7005074426770007
21,16323.696388563843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6882338801665457,0.0,-0.45042101399532514,-0.43664808175028913,1.1186508483739073,-0.3275716889424223,0.2750068620500812,0.07896373970308385,0.19414191935667935,-2.7353291132379725,-3.350418942646104,-0.6237029874259344,-0.09494153150527487,0.6146859369237198,0.5942139156467406,1.437743790132916,-0.5920883370709458,-2.182969852080716,-1.236976998934096,-1.0143572643672671,-0.16686831531448543,-0.3763670283051555,0.22668383137537723,-0.2578292764296863,0.7179827180483191,-0.1850036803960561,-0.5372816534685954,1.3353493296139998,-1.9940400102693956,0.2414998052893113,-0.11797073284198936,0.16996460747362452,-0.3468170430077344,1.0552332323702995,-0.14183809545480391,-0.3687660774014181,-0.006592625657183781,-0.0019401458356069984,-0.18621032507073915,-0.28001403293300753,1.4023737462352073,0.8572495016406796,-0.7210292298042954
22,16240.872367803522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8801646523514983,0.0,-0.45461867636169645,-0.20314128924560348,1.144967990863282,-0.2716261377346514,0.341990331439625,0.4311617837608303,0.3797067281204933,-2.5867468611105937,-3.107440927450939,-0.0765436242920845,0.302840908842956,0.5843068851068143,0.36872739826180867,1.3769151958429175,-0.6479310054723629,-3.149556631750346,-2.216470085794523,-0.5635289377327741,0.36643786345645823,-0.07015413822397104,0.41545490995239587,-0.14541507819289323,0.9556194167115356,0.055456652826608444,-1.1315001323559255,1.45830821422658,-1.8227697196304846,-0.043362949924944216,0.20701813917574677,0.2549934054720565,-0.4550004647628511,0.6420659972238824,-0.5540215408572621,-0.2024909049982757,-0.0062478475968151615,-0.0019060792268326468,-0.1582722355504742,-0.2694559218426693,2.3260378072783077,0.7345145117054925,-0.7050331547908116
23,16132.780828745177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6625681128148173,0.0,-0.4601802194989189,-0.1302045218726942,1.0367540792731385,-0.29323690518450407,0.11859333961447993,0.1823847061425993,0.5398292023669246,-2.4862835659963123,-2.8681270969050403,-0.025787886679449812,0.3884746208581312,0.3063730270269295,0.4029470703927554,1.5388750823072548,-0.7637016046845,-3.8842863615979306,-2.8569363168429027,-0.43618997637600476,0.4512464509677761,0.36595632393646416,0.4354018374930376,0.009438577198503328,0.7461421983746812,0.28749095376965295,-1.3335428238274953,1.5112561125288255,-1.663999538480183,-0.006486571650578872,-0.03748706571586308,0.280501444180988,-0.6051423976512315,0.8352084357297429,-0.6398429697746615,-0.30399821243609787,-0.00573627193462567,-0.0017659045243988579,-0.13109095841230847,-0.2549087850625676,3.0797660466457635,0.6501014207072536,-0.6672285167552766
24,16073.18503153845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.430090722246806,0.0,-0.5801026660063552,-0.3488516415928376,0.9272632092010026,-0.26789782392310846,0.32632783065218474,0.24364588066894458,-0.11726998451301407,-2.386118393605838,-2.5054138555622383,-0.32462257539931755,0.16369698400030147,0.11381857579352156,0.5342692535125739,1.7620512861999977,-1.036900654797954,-4.6069070700861685,-3.282278058221521,-0.4465122271213141,0.4517166829223508,0.7720498477307275,0.3085400389244269,0.234087242868722,0.3926924795421297,0.16792948576161662,-1.2485389995825291,1.5560541776302215,-1.4665824801937268,-0.2629397930696408,-0.025752570936846082,0.21256783401671778,-0.8271200938383146,0.754472954508123,-0.12085391698330905,-0.44508009789268005,-0.005148383769629122,-0.0015721942410566925,-0.10699717476507606,-0.2429421391923442,3.9643758630203423,0.5540107579912961,-0.6716917773006263
25,15994.152536851576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4938476586977087,0.0,-0.5310816584375714,-0.27293009807817764,0.9344757953767577,-0.20795522790644902,0.48178614764459315,0.1970444857511002,-0.03288826568921677,-2.366300895345772,-2.2498143687502887,-0.7917004936509182,-0.2460211230041267,0.47418133599440937,0.5991593312399834,1.6982019894974754,-1.2770124029268854,-4.790487012650764,-3.112494442784515,-0.4799302988550005,0.41960285878545467,0.5630554585162783,0.12698377132990196,0.25028831546625874,0.2645573046278985,-0.2807430833870288,-0.8921692270201111,1.528914276085014,-1.3863453439619997,-0.2553169995933748,-0.08822891931804133,0.2522419543423391,-0.7948315254887865,0.6848830342050849,-0.2932302900958548,-0.36709642648720764,-0.004798407869042523,-0.001481098283233168,-0.09982666106671431,-0.23504465148376813,4.432930628559239,0.5159508335897661,-0.6570266547432491
26,15978.399389124863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4252014546077356,0.0,-0.6121580234661959,-0.3022240132493093,0.8891875358732746,-0.2421037805873125,0.3351699343974003,0.2586311554040124,0.18036086041094856,-2.397935391654744,-2.2654679907280375,-0.764891421075043,-0.22200259058380065,0.5262210791864257,0.5563569197307426,1.672005091653758,-1.4532799137019654,-4.685100486849614,-2.913127868098643,-0.603309960428408,0.31738576399188345,0.3793847326527382,0.1439436934635838,0.09992866228358863,0.31698493557542606,-0.3980513976830673,-0.7170900642471679,1.5182813401790054,-1.4197479074355295,-0.3026116897531277,-0.1051647764935338,0.24594774375274703,-0.8337393947094784,0.5641936798729472,-0.10948168961369509,-0.3025727211150442,-0.004666049027777775,-0.0014267737455480514,-0.09920828827491202,-0.2331562769007511,4.572523618264087,0.5086006323101977,-0.661602767410352
27,15948.515290663785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3837381217910678,0.0,-0.600783935426787,-0.2968246346342404,0.894774842901201,-0.2814428039693031,0.41571470103427033,0.2006348277333443,0.11515672678636035,-2.3994259857952196,-2.4012149504275064,-0.4915944946717887,0.018424750890648406,0.5022543120439588,0.5298217469850556,1.5534849785669815,-1.711524647891168,-4.302130602174849,-2.5019721444067278,-0.946101757910075,0.014665540227757567,0.09107155820153356,0.18215939592544625,-0.25588772707083907,0.4124603428761665,-0.39615546573976307,-0.44390270023953665,1.5729390037752966,-1.4851868180019956,-0.3682892857250291,-0.17515709609626462,0.28889923609661133,-0.878171217013257,0.6106795123139193,-0.15387658901375792,-0.1160521333871542,-0.004570916706359724,-0.001412015513588246,-0.10066598923432488,-0.23060059232026411,4.765856675584623,0.49259033537611263,-0.6493141877247024
