Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_shopping_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_shopping_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_shopping_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_shopping_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_shopping_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_walk_speed
10,16679.765972715784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2494756620563894,0.0,-0.881482644238263,-0.5357244764527264,1.1675471902164447,-0.49845471891183063,-0.036499695416717305,-0.013237769922268633,0.08303865453226064,-1.1696097322253656,-0.6828939394288297,-0.4796339233316869,-0.10776245453329951,-0.29902607026603845,-0.5644555495953457,0.6551607769283045,-0.826224793699435,-0.3359923897285516,-1.1668947550721527,-0.35239932178049727,-0.23731121889434498,-0.30035356408728686,-0.4168960034574009,-0.6900656253570376,-0.11752303167047433,-0.34116184801824284,-0.11917126074493314,1.0434414398376006,-0.3483487611038011,0.1913314787354518,0.19168607266033783,0.3160965699348446,-0.1901220889690817,0.593366250841111,-0.14577112613540733,-0.04529482319697588,-0.0073440190230783615,-0.0023583949995319275,-0.11656837503098555,-0.2761073769201907,0.02174449043396321,0.8726767140019103,-0.6380359881406862
11,16402.854578384813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4208574890219146,0.0,-0.6903676887146766,-0.39030250645341713,1.0123850299419352,-0.4046808299926947,0.28843690357244905,0.059691378841249934,0.3317146855682933,-1.5269106817148714,-1.3815101892559967,-0.7084893747650642,-0.030921637550189535,0.14117820320254681,-0.16152697625265444,1.603088186327072,-1.3878377553780652,-0.649399688589963,-1.457707688933368,-0.7857346783710449,-0.13293171683236926,-0.30599878347194776,-0.0372478260082173,-0.530389275547793,-0.028061163525647248,-0.36219027095564693,-0.16555255374019817,1.7626483520772176,-0.868721358943168,0.08602012001667406,0.05490022731910171,0.5472384897439053,-0.7213747357872214,0.7859650823166431,-0.1356844968488597,-0.13442401375877727,-0.007149626616056018,-0.002291933969722611,-0.11343052074930689,-0.2827909871598781,0.03387331167251348,0.8910080708694148,-0.5785419203067753
12,16343.004222651341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3697078918825643,0.0,-0.6256212723603332,-0.18114494441094678,1.066930924185209,-0.6564276240746377,0.4106336364678666,0.06920245578682473,0.28967838480111696,-1.7305247245927,-1.6777305791827175,-0.7638640896409916,-0.09314343447268984,0.30322637444600664,-0.02187481380919451,1.766018466323348,-1.470481146409227,-0.7614204199248897,-1.5444040277020639,-0.9133974703948736,-0.14442682896349626,-0.28934191578836965,0.02201509411868994,-0.4946319568037705,0.06719493889715512,-0.3328958135466258,-0.17925538230233556,1.8825766949295406,-1.1775479804520925,-0.03177921673559647,-0.05265122321155373,0.2980670767384215,-0.6299599032198562,0.7389723538300702,-0.14451845666475996,-0.17209664361941202,-0.007099644799637659,-0.0022412547020401064,-0.11202868494819057,-0.2822648727027886,0.040402257115195045,0.8899650516220592,-0.5919414769661059
13,16338.144242494394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.46565164666225,0.0,-0.47181246449900904,-0.2137744956810661,0.8198789600855887,-0.3625491784017101,0.3685442408018554,-0.014027185043928733,0.1474200059749799,-2.3915130104095317,-2.3667714750650424,-0.8570216891340733,-0.38082787589803196,0.46489503612267,0.10375650562996744,1.6001153780277564,-1.3786691104355773,-0.9932076288123979,-1.5918376611987444,-1.1241765004485227,-0.22231128531037964,-0.18948327714412738,-0.018507690911827433,-0.45267633387700085,0.3840613118634778,-0.18214855558199325,-0.19107897069474353,1.9775802891459278,-1.9075943848871066,-0.30883697558363166,-0.29905635540399866,0.11719990066356253,-0.37539046103351004,0.6321868611729851,-0.22790522882556002,-0.2720904588583103,-0.006477269758640911,-0.0018874711234088647,-0.10608785662976812,-0.27945736142786354,0.06001786228036832,0.937538287188943,-0.6098243139384188
14,16332.556083494701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5755966122248741,0.0,-0.5334776685299903,-0.2958619595681061,1.0390377194311473,-0.2940739909987964,0.06097446186677796,0.03295345412529655,0.10403124337625662,-2.615179944916347,-2.9799049915481937,-0.8336292041164634,-0.5561601817985055,0.7526309877491519,0.7090691581153712,1.4123356262939646,-1.0694333004653105,-1.1960111397142728,-1.5969130252428596,-1.282799898658643,-0.2895219874408584,-0.1490965957955724,-0.22348260132927458,-0.4200262180866343,0.6639657060544899,-0.04029645841401841,-0.16755557271932117,1.977164356733224,-2.416360245527272,-0.39927288037413405,-0.5678392083098054,0.32663730960253456,-0.3151394379537342,0.5138235610441726,-0.24953109722884143,-0.3619121113688108,-0.006831080268690771,-0.0020410392319818935,-0.1095016692183824,-0.279661713814346,0.08209495254668925,0.9062939565676112,-0.6117622608449361
15,16319.612579312623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.564960307025644,0.0,-0.5454048674955752,-0.223160370932312,1.0839563022608538,-0.34713348907973324,0.12492724025327327,-0.07616641404327093,0.1771630823811139,-2.8186006194097066,-3.314269168918218,-0.8626148393469876,-0.6467979912566687,0.6892569402328285,0.9546839027585706,1.2135104598730608,-0.8283618675154912,-1.3192006462904728,-1.5831552388971237,-1.3564598062120143,-0.2723983044031496,-0.24278124328154427,-0.23305910043470163,-0.4056888919109018,0.6681388918273381,0.02291122720973951,-0.10754779149353905,1.977921742489361,-2.3985213056595174,-0.45458551156972854,-0.49195924819090414,0.4246722414329408,-0.4563697093625514,0.4977498382658322,-0.1897161771273578,-0.40937052875422286,-0.006754261204570204,-0.0019812916383647934,-0.11130020564374603,-0.279271970920716,0.10050914724749639,0.906696073634734,-0.6234433327976926
16,16314.386897904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5816022774967,0.0,-0.5035756166736429,-0.24620488080010372,1.0053609728981299,-0.4149301603056893,0.11675757038317407,0.23194252335480828,0.18852599159219235,-3.1157046214795234,-3.8583614271729285,-0.9356261128855135,-0.7253834921788347,0.5450160098870616,1.3581598935051882,1.0137825542312615,-0.47002195302109506,-1.536004750576529,-1.5578746430097408,-1.4581612853717942,-0.2852055805790431,-0.39472923203204857,-0.1496819345249924,-0.43473277432626295,0.5948169747945126,0.05354187821632999,0.010179246509776543,1.9958318329126101,-2.194515068598738,-0.31498953833183985,-0.35305309009110397,0.347692102582826,-0.5620266548712608,0.5644874533605052,-0.23716085250401872,-0.4070690368207058,-0.006594845233267576,-0.0018849271949313647,-0.1116366111413848,-0.2793369057443407,0.13753027966674575,0.9048038765926651,-0.6239974931376131
17,16308.730145335794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6267132679759386,0.0,-0.533198270968414,-0.2905363334750776,1.0300639508809721,-0.29647621530387364,0.1297985239176717,0.11281653100174965,0.2316880270340623,-3.2605650517857354,-4.236014498404256,-0.9756774858718676,-0.6933865159623724,0.46654948756738657,1.638483213307927,1.0888443402723604,-0.3148400622797878,-1.6992259710782411,-1.4969757934323127,-1.4778852162494451,-0.3589246131239734,-0.4292662861091032,-0.08795885460252859,-0.480146421527953,0.5079401211422816,0.04558653759241213,0.07970686631333196,1.942489132945849,-1.9443287496388755,-0.07070743427891552,-0.3757321783856921,0.16377802579163833,-0.48265896767308897,0.5490388636944156,-0.19735971210566206,-0.3436794900235895,-0.006542072050326481,-0.0018629817662546469,-0.11403649418155563,-0.27996655942747206,0.1739973650207179,0.8970631475049884,-0.6197152404661317
18,16281.729210516749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5964316414574984,0.0,-0.5230400491267828,-0.30385003273750183,1.014763528111951,-0.299154170817292,0.06415728023545919,0.08446486321731302,0.21217935314111394,-3.416675372546431,-4.548188510575988,-0.9733418033832908,-0.6175444703512842,0.3893135964644472,1.735275344333819,1.3305235650413842,-0.34193207416922994,-1.8383370307469726,-1.406599410385168,-1.4393560536491734,-0.44193656434913986,-0.3991660770443818,-0.12326893486145515,-0.48950409694434716,0.4396404706971315,-0.024810492810760518,0.11255644152918438,1.7176253816914517,-1.6808950442386685,-0.15796528366528248,-0.31270807970044634,0.24964949381650198,-0.35058772596999604,0.5085444349928457,-0.21345100069337863,-0.27363255422866894,-0.006351749574998897,-0.0017695401946686293,-0.11579507529494602,-0.2786252929293107,0.22258614643174365,0.8910001214628412,-0.6308913757145869
19,16261.361327094493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5374403892019375,0.0,-0.700004335181834,-0.21894146462702552,0.9580575421540374,-0.29087368188626944,0.15317057834619707,0.11626778696763591,0.1359238737677519,-3.4812999201854606,-4.684341319522649,-0.8802931949092595,-0.5413599029305688,0.4806083040888898,1.6210083028050235,1.3966032884952604,-0.40157753010999286,-1.8861423286821988,-1.3745002115334035,-1.4034305358489738,-0.4367929003123255,-0.37625487210454706,-0.1539030433869588,-0.4533508115562823,0.40456331432662185,-0.10891721067752347,0.07204657669781785,1.5522785631878109,-1.6427848044158841,-0.03503812912365478,-0.3271134428730729,0.33935283815372574,-0.3707107118438732,0.5828225992608324,-0.2097433460706501,-0.2139526039138225,-0.00617113585871328,-0.0017039971531966945,-0.11711742251174725,-0.27643779285990816,0.28176205038843866,0.8840477305413703,-0.6449726506888959
20,16199.967992749678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4959160841886143,0.0,-0.5576586336689613,-0.4977048207501055,1.0299516438655427,-0.40137099997902115,0.4092950174859853,0.08168844018474977,0.14994063106811006,-3.449348997160009,-4.903084209495942,-0.5228412175420905,-0.2659006894906546,0.949929541125641,1.1838629295899499,1.4489054505929675,-0.5728212699783741,-1.9383948342763706,-1.389053685734317,-1.2919101813639586,-0.3357212362878797,-0.3416598918600381,-0.20805419233702713,-0.36171189184307784,0.33644415879793904,-0.3496623112185802,-0.14800371788810063,1.2553412557785837,-1.6666466462690912,0.16918864650899182,-0.12424968008904114,0.36136289486342843,-0.46137560697364155,0.9268051877637594,-0.12206824473595543,-0.115417217660065,-0.005854153030664092,-0.0016685594685691392,-0.12088331083286566,-0.27311394200724826,0.4832984097819941,0.8302368108830145,-0.6709632256448351
21,16144.174922463213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.775302611446743,0.0,-0.5469043654574222,-0.17043156500787787,1.1634080052639366,-0.2249615079342724,0.17025256858612176,0.14041520534125745,0.33658001738626375,-3.1976073866978,-4.865796768667197,-0.29649910056594936,-0.04199498191481496,1.1553797483514283,0.7453251659459681,1.4643115250528462,-0.7396915803408375,-1.898903108080541,-1.502288201404429,-1.2303054464715082,-0.11922201152048958,-0.3551782264996435,-0.0672456187892855,-0.3364889929281875,0.36113455866745653,-0.4371167707761132,-0.41493245418106445,1.350144474967796,-1.6322716802694666,0.013762714179106572,0.05173967726866799,0.16327750042562347,-0.5589110802224645,1.0950435167791048,-0.051387807617885736,-0.12423575821196058,-0.005525349169868198,-0.0016671071412322478,-0.1280197504543288,-0.2730508052273274,0.6958651470217789,0.7820522426962065,-0.6830113024422777
22,16091.361899432075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8963323115354347,0.0,-0.38048044178757284,-0.12939591701434847,1.2757066136664792,-0.2854430875522273,0.191117191436657,0.20798968766208303,0.435403637516495,-2.905356339166117,-4.613541932602078,-0.4401250573449508,0.09594111200949745,0.7831535018992649,0.4183370517887335,1.4888164669694004,-0.9101714105611501,-1.8105906362895798,-1.6890453429305379,-1.2642566005234683,0.011297768960380178,-0.27958451157863407,0.12385721799194188,-0.32216693167482213,0.4220608147435278,-0.3352030613045256,-0.6317239205485776,1.5233592252832766,-1.7282169505135865,0.03794949496242878,-0.27798242697982334,0.2110399652427149,-0.7542330815478185,0.7581496298046448,-0.2114013781493712,-0.14142680564654964,-0.005050194024477405,-0.0015279510629479288,-0.13180932177016236,-0.2717428215496318,0.8827887094463951,0.7433825057844362,-0.7229764220794699
23,16080.647811223227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7601992214358104,0.0,-0.7036402841751073,-0.3809176058118282,1.291160426502224,-0.21137245725647086,0.40671702842099555,0.17845136962681804,0.33615850279150006,-2.430051903699904,-4.26725660913843,-0.6688907214066214,0.07983000053565126,0.377362521819931,0.47617483647162534,1.6126091334903914,-1.0752371500653701,-1.7318593926739403,-1.888621583732805,-1.332726337976983,0.06310996166679747,-0.20027222386355698,0.26456985629259244,-0.31356400412959406,0.4172022537946656,-0.153434524548859,-0.740764743231559,1.7669064469664426,-1.9802099336445937,-0.1856853144755714,-0.13234090034472618,0.1092844075634839,-0.8006810921033726,0.6029883276359661,-0.5296837602813311,-0.2998655079737483,-0.004982788486218736,-0.0015837754637176857,-0.13185707448114176,-0.27051100383658727,1.0430170433491703,0.686008934269212,-0.7364934894535519
24,16065.938735179567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.624736074927224,0.0,-0.7187983203445132,-0.410746171467279,1.2335470864625886,-0.2594942087427401,0.29488369060591796,0.10190325573105083,0.3167950441890916,-2.3191891100228705,-4.067173895582777,-0.856304805588897,-0.15043985077380884,0.2139378262921571,0.5368231256442852,1.664352897840595,-1.2067043896480378,-1.7321414088464138,-1.9238477060984187,-1.3152967478344553,-0.04307157221129626,-0.1494791513301879,0.22548435059065938,-0.23677440224362434,0.40009222400368827,-0.11863963980501666,-0.6977918855342871,1.816470246013368,-2.0399249524522785,-0.18259998728928548,-0.19701023753367608,0.06152169655528156,-0.8741896075255678,0.83379662413665,-0.5252023738355535,-0.46877823736000557,-0.004844906907189178,-0.0015334846626617474,-0.13089441338511965,-0.2687022035683853,1.1012664555200857,0.6780376855104259,-0.7422088670255627
25,16057.734228216363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6700205698887887,0.0,-0.6937072523682762,-0.41499155876384364,1.2521437545231535,-0.22128460425072835,0.3597819228607834,0.1382591712663507,0.19256246255940018,-2.2841915737787817,-3.9007509349753007,-1.0098110726292986,-0.35137196875543436,0.23651544413112072,0.5986587720754019,1.6619230479485152,-1.3217527827478508,-1.7701224866732066,-1.9064708406921957,-1.2700229957013889,-0.11093985540650055,-0.18305660239184948,0.15995454840737094,-0.16679790542801992,0.4095960431225161,-0.1577396222063019,-0.6036438818806888,1.84415711902341,-2.0045366737858457,-0.21161404555149788,-0.2050671545688671,0.03983325103183548,-0.9170498786534311,0.814150766657057,-0.3998515388777917,-0.5185826583892594,-0.004782879228305613,-0.0015130742364371352,-0.13197465906933867,-0.2684093484191478,1.1414480656161974,0.6742753014841335,-0.7437148696408945
26,16043.522696168731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.685082119229191,0.0,-0.7012557680723457,-0.39670102774384636,1.230395823938556,-0.20712067881090845,0.42996023809913625,0.15025934024005339,0.34564554615875276,-2.3058441156232337,-3.629206452928893,-1.2326902709840812,-0.5582613723303942,0.3946038650090696,0.6732458968897559,1.5849383248705673,-1.4910964544641085,-1.8874728124446631,-1.8849317302336215,-1.2124695287879568,-0.15916694347345942,-0.33330657414623205,0.10203095679195023,-0.11232347258422816,0.4327940780453278,-0.22155497111951428,-0.42018339348418343,1.8276485228368842,-1.9592658651289256,-0.22098153960874595,-0.22305185636252622,0.05430237031251601,-0.8569629322542782,0.7733725707224979,-0.513601864039964,-0.4826006206960848,-0.004682077414188611,-0.0014754933549712892,-0.1310766189677017,-0.2667858898714362,1.2089099978040605,0.669269351725538,-0.7397961814330342
27,16011.745789159391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.476655772533265,0.0,-0.7258012702384011,-0.45514355673061385,1.161551030067097,-0.26112029164482153,0.23078605905081548,0.05400972736496398,0.22878437725446896,-2.528907678395607,-3.0018719688098603,-1.312551398949654,-0.3485427903348602,0.5227327550846534,0.7873847063553676,1.407466087948676,-1.720876393862421,-2.3126729356895757,-1.957866583164143,-1.3189467524415017,-0.1887584729643528,-0.6231133637941566,0.28459674258382694,-0.1920015256147044,0.4718870802950843,-0.2320629540834155,-0.016647547714047084,1.8068490160754977,-1.988959485148589,-0.29349647847967997,-0.2720239769841365,0.08078588463986344,-0.8685847217287691,0.7389510171627185,-0.35222232290399,-0.24916073468279046,-0.0044637029757901995,-0.0013741334434151536,-0.12423605363053787,-0.26228753567158897,1.405521298552863,0.6470185646889139,-0.7265393447212382
