Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_shopping_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_shopping_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_shopping_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_shopping_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_shopping_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_grad_f,g_bike_grad_e,g_bike_vgvi,g_bike_stressLink,g_bike_stressLink_f,g_bike_stressLink_e,g_walk_grad,g_walk_vgvi,g_walk_speed,g_walk_speed_c,g_walk_speed_e
10,17714.642040828454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5706875968251914,0.0,-1.0513660921866288,-0.7040102109922595,1.7360312754166707,-0.45117891350621453,-0.0466636712451336,0.08596059784500396,0.1518007185135491,-1.1770491847010442,-0.7580043745018621,-0.5958086312570364,-0.08196271733932085,-0.2946939456173938,-0.4873201326591538,0.9443600620617001,-1.0357073420168272,-0.42822284662968735,-0.963130037461216,-0.46810382512124926,-0.14910018616944062,-0.20703236078824,0.048215145972892226,-0.5415422925024156,-0.08540612462533816,-0.26921523664850133,-0.07881483511205423,1.2732944206030234,-0.42243259424044527,0.14201966068114294,0.3514927368812868,0.29308631272740926,-0.39431039617074165,0.8283178625178333,-0.2797313544023519,-0.0924262481336044,-0.004144981639141237,-0.0020258942857587447,-0.09190023428644241,-0.1440005867257295,0.021325408128911483,0.005358560838170309,0.005664813066386597,0.9988744012698336,0.18251454002393533,-0.19650838859905717,0.05221658671421995,0.018234202804205787,0.11875380203031682,0.2109257405263204,0.7056647274431112,0.3770753434827837
11,17423.99481747783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7579459992413204,0.0,-0.715297258621305,-0.521268818073514,1.4250903695571622,-0.27816278989981646,0.22437407749911864,0.1585804197922998,0.4001487409812482,-1.4306257551262043,-1.3363365270965106,-0.8546592725560372,0.02547809614115229,0.001125134602584843,-0.19030119109367982,1.853689161399258,-1.6526070162679964,-0.7476164200895831,-1.1657371891717505,-0.7735700773286728,-0.15752604156904232,-0.22266639121256665,0.2800147101556347,-0.4601536290474046,0.01219354040023024,-0.27666040695264144,-0.10907707137577523,1.9186499252672862,-0.7783243876362331,-0.018658062035246892,0.5624272528164987,0.5352977974003483,-0.794243408178708,1.1230216404393312,-0.34515072026854765,-0.21723288010416292,-0.004067581011061231,-0.0019657402458358934,-0.08816670610098688,-0.15692403077206737,0.03270367751814504,0.00825257688948799,0.009027467056622716,1.3088592994335826,0.01655081241253803,-0.36171233681301707,0.016924134816585404,0.03040181752464264,-1.537567060109074E-4,0.30762412707880893,1.2027209180329783,0.6016324473125079
12,17312.114693915748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6939142294826313,0.0,-0.6788396048896382,-0.18651061036088934,1.4576522292988237,-0.5829451811958721,0.4380828137964914,0.14111574416777722,0.398760913279133,-1.6673077330119874,-1.746807726063044,-0.9905765924804618,0.01900777972484862,0.19921873400770435,-0.045961103203657816,2.254903578857931,-1.9895704333747215,-0.958829310497591,-1.1966646857230936,-0.8826105008885888,-0.1796275062130086,-0.22423956907976475,0.09709917210165148,-0.3363934820542154,0.15477319529703754,-0.23828540456753586,-0.1094110130268831,2.041550981663861,-0.9889077636428548,-0.1817427405056195,0.6323387070070563,0.3732198962684071,-0.9531280971527234,1.100478974440536,-0.3296200737546455,-0.30528604024479666,-0.0039276308846873335,-0.0018640745535811814,-0.08624827000120833,-0.15294311353843146,0.0394771342894894,0.014546825459377688,0.011516788990166296,1.3079674570697504,-0.11636323536652515,-0.1480871058993114,0.013765217647477294,0.03769557022925059,-0.13788791206432255,0.38795419386548713,1.4329468492321102,0.7086477400060054
13,17280.27095898801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.662874258427168,0.0,-0.5690707189086961,-0.36435535143508213,1.0863520198027188,-0.3787823712175049,0.5149172796105583,0.16227288386933764,0.2525774311745697,-2.5339095184869627,-2.6439883657911842,-1.2116946968652764,-0.2382554302240079,0.387776452546133,-0.13571099590769967,2.2398440883924735,-2.4788407009342364,-1.3953140257273389,-1.0531027028707505,-1.069900406120072,-0.22200062433018622,-0.125917008819835,-0.08368856080048773,-0.3086649829163567,0.5974178979903413,-0.12256213177036467,-0.07559895698180913,2.1202960112557596,-1.2958804017690149,-0.3244022312234536,0.7095228011344685,0.013531277509859274,-0.811949656393332,0.9729024182863119,-0.26203616625945003,-0.45498549248521236,-0.002646589576954796,-0.0011690354062346352,-0.08155579193786995,-0.15274537472374083,0.056301161790418566,0.028091612772137314,0.017880082369776618,1.2175091343861968,-0.28691677058819015,0.32151809793871405,0.051785388383534456,0.05114789056061421,-0.49997998319024684,0.6616353200526213,1.6966962831520644,0.8459816437971984
14,17234.389174129046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5730312456158937,0.0,-0.6696030417890897,-0.4043663258364909,1.0736001461247553,-0.369716367263393,0.2087409520202464,0.1612118592592571,0.2397852253571392,-2.8460841326584108,-3.401330295216243,-1.2585387757417514,-0.3447730602099117,0.7241080175346772,0.33430443638153595,2.165280113446851,-2.7966114277438257,-1.8087430599738847,-1.0113096651037767,-1.1890905411600337,-0.25714991760297196,-0.17686248500335747,0.1367769747342671,-0.5530819128380479,0.8158479479571544,-0.02497162447931174,-0.029252465274254305,1.9986215884708773,-1.3403664631264092,-0.20657358051346655,0.5650337783057914,0.03593882751314606,-0.6127198386138984,0.7995481073632869,-0.22298332978342772,-0.5174233449323078,-0.002660408844550197,-0.001119672183659362,-0.08383639177093828,-0.157796824030908,0.07496236923037622,0.03714003194841158,0.026498553786020188,1.1553921842573833,-0.3709973958838046,0.46346609447125153,0.2272539245419834,0.059989619401282286,-0.8404898488548607,0.9649871231702427,1.6364434185183527,0.9976472661969695
15,17188.66924737076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.531685704405719,0.0,-0.5947663247229714,-0.4467798568371629,1.119869355925921,-0.4273575356417863,0.16493184523438315,0.019626504003826623,0.2437902421511679,-3.1416936238842603,-4.035370524925423,-1.267628398648474,-0.4595634746442853,0.8886667574403513,0.7055490404917759,1.9496148326073708,-3.017886251251142,-2.172433796913569,-1.0265043245038112,-1.2785770021083298,-0.30574148402847406,-0.22452289159539252,0.323745100734805,-0.6757938836961075,0.8277165877677239,0.042134225081313384,0.011404045827156505,1.8374952061248517,-1.2865795670421472,-0.29647047781848723,0.6634347882224403,0.19042842512619082,-0.5932860075237432,0.7248001707806093,-0.25227376048972056,-0.5564073632018055,-0.0025553114286059695,-0.0010164800172627155,-0.08313232955815351,-0.1574281815251186,0.09319632722046474,0.04480700553295148,0.0343430641219456,1.129992208368652,-0.4231956024101503,0.5199665299054302,0.3654688577654811,0.06356947716630743,-0.9809641767570327,1.1567443783230036,1.4545402904752236,0.7653558380577948
16,17176.528386613732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.570057119906807,0.0,-0.654064115403932,-0.1257955053977431,1.0206069691418271,-0.41851517094992685,0.35416878289375575,0.11327299311770674,0.06353682108567121,-3.7776590126901577,-5.316210712901943,-1.2251222323342736,-0.6597506046313419,0.9626423893864338,1.3583967478628765,1.3133620676448272,-3.345168779247421,-2.94930004252048,-1.113875882274267,-1.4251274236184317,-0.4881809326145471,-0.11741591119311225,0.5176708937163454,-0.563390180990608,0.5813179674256745,-0.0042639395802211225,0.08395856651135891,1.653776635509689,-1.0644266113017953,-0.08585369886566563,0.46448133146882975,0.6404228872943396,-0.7092935019549927,0.7774474477024111,-0.32368874537526404,-0.5044840184373093,-0.0020878517916035995,-6.815981607952819E-4,-0.07962878996684142,-0.16216382278481725,0.13678457274654185,0.06300960014526581,0.050666670362612576,1.1272249521946018,-0.5194725478730768,0.6290954074487397,0.5215951299273048,0.061226391747641884,-1.0913422502790222,1.291419225591619,0.9178778759519443,0.6508098832098189
17,17171.319114199145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7011924939286642,0.0,-0.38781220570013586,-0.27630856192294584,1.0817360169861279,-0.43783987769387317,0.3399503630019143,0.23881028878288196,0.2045204144161494,-3.982993893974581,-6.230462979060565,-1.0844865526730834,-0.6167203667724536,0.9602420938435418,1.9661388158766755,1.020302042064094,-3.413495175054548,-3.553216436194477,-1.2275924362157518,-1.3944112909283783,-0.53789835466357,0.007500430849344736,0.4384012361207593,-0.3254775833809841,0.33784526758332234,-0.18163673173374079,0.06446177271847126,1.631824902906711,-0.9908799984865879,0.1257574504908435,0.30912669479866495,0.4880450173485088,-0.6721847554893666,0.8434181736668231,-0.24258388898443894,-0.3996862926643936,-0.0022669516706498053,-7.020479717944089E-4,-0.0811013685245445,-0.16284384552105632,0.17539527368674987,0.07988843829743175,0.06423362614836507,1.1389848079111746,-0.624864650972166,0.7556364433316631,0.5775612818789642,0.05105087012454428,-0.9451104166735287,1.1830074780035764,0.5357752998247776,0.5625608758058404
18,17157.74954716405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7450177386836803,0.0,-0.6007867221863185,-0.09702384604506306,1.0083097849230955,-0.22797625345581987,0.28084783365365,0.0924719169930672,0.4352960359909744,-4.123657279774831,-7.074980773112764,-0.841966264069826,-0.49005343430527804,0.7096291235269683,2.3903013719143447,0.8397269253049678,-3.207753008442053,-4.1583162362110855,-1.3837876607971158,-1.2731701154275952,-0.35383125736351206,-6.324985507733492E-5,0.44880008389732107,-0.15975817949260818,0.10752183196955675,-0.32879558412741405,-0.017506780577283887,1.6434734716669044,-1.1555704280013956,0.1914180374064132,0.29233466073802716,0.20586636347086046,-0.52363607916975,0.8669012607108082,-0.14333890277565436,-0.2731824782672969,-0.0023740091577833947,-6.9779359766669E-4,-0.08155211709735075,-0.16284067471119548,0.2220274560099585,0.09764116901234342,0.08074346387439857,1.2100195627746806,-0.70045882412778,0.7314381010046886,0.6606945042734647,0.034068323268926545,-0.7842566263724853,1.0647292001368835,0.3621451920058869,0.36332360273007347
19,17100.366219306492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6705295302588659,0.0,-0.5088142676186226,-0.07473309723043839,0.9449188386381306,-0.37151365067803355,0.15911918141718956,0.19784579308006722,0.45160917940737977,-4.2435561227424845,-7.8325088250802954,-0.586246526465406,-0.3098929660571449,0.27933802842066663,2.514888938710605,0.7828376886906666,-2.651715160770383,-4.755430515780498,-1.5810106468780687,-1.091020936906599,-0.15349123608196286,0.012361839066388713,0.49525830057335984,-0.10423620723611693,-0.04972428333986004,-0.4007463526641302,-0.14405210163508353,1.5673164474310433,-1.4974590034668265,0.09422938347839856,0.17944799722532037,0.232717487242643,-0.4482631803791568,0.8109732747000733,-0.20940077705125082,-0.13723367364469952,-0.0024296769310916534,-6.40949550720359E-4,-0.07945780056692446,-0.1609537608011274,0.27818553952575986,0.11679203309361993,0.09966577380811074,1.2933025423166666,-0.7287332672686714,0.5937463825496344,0.7048534516525755,0.010152336444232666,-0.7787550045953173,1.0380404971489365,0.3337245414164481,0.3403574859318562
20,17063.112968626116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7312541245095143,0.0,-0.4343151063489121,-0.17735084075802698,1.1130827957127363,-0.23795616468488676,0.2500448560953986,-0.15467555070863126,0.25395114685742404,-4.150950177192234,-8.901008954472335,-0.24887031478912136,-0.026344509035662766,0.08827959844370079,2.5665001243264483,0.8745154589283325,-1.4071572510136157,-5.663405284808975,-1.775239912069233,-0.8628318937271223,-0.023274108736715565,0.2628376805805838,0.3402622935896895,-0.05133324137653196,-0.1828183551444589,-0.3230317084502508,-0.31164128519831336,1.6127774060934168,-1.9238577941430637,-0.001950775035082078,-0.011446331659414138,0.4686261609396587,-0.5267143892244182,0.6451286122458763,-0.15628689660410253,-0.0013935294707972112,-0.0030732991530856985,-8.697160929621857E-4,-0.08546045561260722,-0.16427966986404643,0.3763086836293033,0.1516813233717506,0.130790429165245,1.3595096385963945,-0.7732716606401582,0.5194133040048955,0.6436958022788479,-0.03627724498381413,-0.8539857634277711,1.0767209368721562,0.16135130497748473,0.44230318297732746
21,17055.271183890403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7754465827215715,0.0,-0.5615671941394684,-0.11787563770230891,1.1375100161539813,-0.1857652688648517,0.08061795918831371,0.1347813584611195,0.06301463342184055,-3.964250011319245,-9.814288378663248,-0.16151784751043313,0.09106417684040267,0.41014052435869686,2.2626066401558926,1.125766861211328,-0.049090122114439305,-6.534857066849058,-1.9370138640253587,-0.7827499221071915,0.010361398278611822,0.5206926601589098,0.28270193912242664,-0.04790918366074822,-0.20525605250567108,-0.30523562963080897,-0.3952262906174331,1.7500193800388453,-2.1380929163479014,-0.11394481515717986,0.11418464127771447,0.45260313035411986,-0.6487159903236591,0.6258489911293855,-0.14909038636615657,-0.02743433156472177,-0.0036730641164601256,-0.0011289464163287085,-0.08930997819411164,-0.16538480090394125,0.4869546519465552,0.18861568415996505,0.16480213556512754,1.3888527882655708,-0.7207703062893732,0.37264195578916237,0.5477796048125047,-0.09313149216992014,-0.7775288689815057,1.0714303696972978,-0.26624808898094654,0.18242712381688425
22,17044.476294467702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6776066933412788,0.0,-0.4212663364173268,0.008360798395658758,1.0961400439263818,-0.32767443298121646,0.025544992372407996,-0.05227400861103526,0.3519366965664763,-3.849251992044204,-10.2797080394734,-0.3806151489580424,0.06455995295499727,0.5953587346508322,1.5367029772563727,1.3658083207326757,0.6169255849754338,-7.134920683919522,-2.035658226871609,-0.7143145209452262,0.023637286539460962,0.5748696085326362,0.39065894811584156,-0.09823685506212092,-0.2628631701106202,-0.26479046975640613,-0.41206942632746785,1.7418854539796815,-2.185290556865894,0.09014049182543388,-0.01935398236706312,0.37529460785186414,-0.7100605449284647,0.6190811199126987,-0.04787017040611381,-0.11059480319769172,-0.003494947252432616,-0.001007316362800971,-0.08701373968897368,-0.16548277270427678,0.5841233004532888,0.2184729948374985,0.195537529566296,1.3650634387389071,-0.5759553487739056,0.14527134191344926,0.5635656425869058,-0.1493455827078913,-0.6760919209367383,0.9644322120966555,-0.7123565651795638,0.15506397839852146
