Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_shopping_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_shopping_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_shopping_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_shopping_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_shopping_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_walk_grad,g_walk_speed
68,15424.769874030248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4953489745747484,0.0,-0.5347826675310889,-0.2237766147002475,1.0580514466896769,-0.3588907273037274,0.3336629842476857,0.0866844870267169,0.2670562988643892,-2.6352721014113727,-2.0140058631303273,-0.5762448968843067,-0.1917856999230811,0.4482297669760553,0.30216842644580494,1.2087356669164244,-0.5583634226034889,-0.7151866061406075,-2.383604736899004,-1.712325533842031,-0.2357446097711336,-0.5887848598686457,-0.6011252558111798,-0.29391696360891295,0.44588231051764543,-0.7115335718499356,-1.0281856888531895,1.4548673793206228,-1.7052380767275792,-0.18476240932622204,-0.18072060633644593,0.2692560810354262,-0.6449001133517417,0.6955314268939463,-0.23186724085681618,-0.2541795309990146,-0.0022641560943394493,-5.789968937280762E-4,-0.04510271986405484,-0.11304669938576813,106.17765004458188,0.9335425579816985,5.271262623607085,0.0
69,15424.563677950124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4948637884642881,0.0,-0.5347570272803535,-0.22367699861521093,1.0578288314970647,-0.35902976901201444,0.3337603624258852,0.08642954496620833,0.2669737991786583,-2.6350553388329,-2.0124965521552247,-0.5758611866985973,-0.19168667998984432,0.4473945588747621,0.30310725977083525,1.2074706033216036,-0.5571545552284344,-0.7161360756059258,-2.3820876335366417,-1.703485493410824,-0.23373719647341126,-0.5832440921061107,-0.5965095002959782,-0.29517696932959936,0.4466324182914609,-0.7042455418343657,-1.009760376593913,1.4564546416088116,-1.7064658762707683,-0.1853575468342131,-0.18165189669248732,0.2689959326082577,-0.6445503080833519,0.6952263598618827,-0.2316212015648763,-0.2546034417358635,-0.0022638948226552233,-5.788063569370699E-4,-0.04525055661983902,-0.11313263783803018,108.55649755011763,0.9502334085272024,5.214044354895256,0.0
70,15424.402644809821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4954992912530862,0.0,-0.5346599114901545,-0.22375749755692137,1.057961825364106,-0.35859612939286767,0.33397794206748027,0.08676238522306548,0.26732030837487425,-2.637030767347407,-2.013318748141001,-0.57603845653119,-0.1911135742851587,0.44889140391611776,0.3026304351605359,1.2089119663139505,-0.5579736230420462,-0.7137259257414289,-2.3832406567195905,-1.7118770644407766,-0.2329520385791133,-0.5850123364996845,-0.5939340041751908,-0.29202908496877295,0.4465075395722902,-0.7053822257812259,-1.0127181052984588,1.4537186168710488,-1.7051553239114534,-0.18460337706923896,-0.18045090204358313,0.26925652099950254,-0.644674663909464,0.6959590704077601,-0.23191189764622133,-0.2539441246779611,-0.0022583890922621207,-5.772451382905408E-4,-0.04368776613366037,-0.11297044293670691,113.03566221485362,0.9787557968862293,5.293691163863946,0.0
71,15424.342191403892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.494134304757545,0.0,-0.5346119840829772,-0.22339314895856824,1.0575496268747644,-0.35924352670836607,0.33395181413253505,0.08599638424030587,0.26683761060961725,-2.633629728593185,-2.010077550068001,-0.5746901566176269,-0.19131662231722593,0.4456107286382174,0.30459020143014487,1.2045008901110794,-0.5569177058533035,-0.7176406241994583,-2.380262428541133,-1.6879925365151092,-0.23025409384861392,-0.5727878814561695,-0.5887664332643533,-0.2967126083037323,0.448104017492831,-0.6906411578868443,-0.9767296433855289,1.4594353131554907,-1.7092772659192574,-0.18652191940623683,-0.1834666561185083,0.2685105593521959,-0.6439144832813607,0.6948457691962704,-0.23126248878737843,-0.2553440517559187,-0.002263323569129948,-5.784551171533607E-4,-0.04579802357189215,-0.11334327981204377,112.2877470900731,0.9770010803413028,5.065337650036572,0.0
72,15424.031362194079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4946634647376913,0.0,-0.5345482052779146,-0.2234765689492858,1.0576272729053788,-0.35882958610309484,0.3342060831062082,0.08629976350080087,0.26723022547588,-2.6364982974113818,-2.0104436006127897,-0.5749284937804783,-0.19067496376955398,0.4471498696618085,0.3045750137585625,1.2060452041097456,-0.5566262441246361,-0.7155090194527405,-2.3819993844439225,-1.6942765300138478,-0.2288755829485695,-0.5731626221963306,-0.584729203894545,-0.29319478743078786,0.4482880457264839,-0.6901546336025048,-0.9745275619659456,1.4569292877860098,-1.7081137337270234,-0.18588605647339654,-0.1824218389155382,0.2687197343910797,-0.6439809601983869,0.695475070400018,-0.23145856838298112,-0.2546753511363324,-0.002257088651634264,-5.76615961592811E-4,-0.04421338603879575,-0.11316551271169943,117.59599303452407,1.0118244014061153,5.1567403960807,0.0
73,15423.808372375053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.494600912050279,0.0,-0.5344591350367507,-0.22345272316799983,1.057575588627304,-0.35871578590377884,0.33434125483477556,0.08627933579897007,0.2672680970791882,-2.636025617831207,-2.0100481945355435,-0.5745942916805609,-0.1905334831777754,0.4470061036790138,0.3044492294439904,1.2054068325640677,-0.5570982642623017,-0.7149553708455642,-2.3821533832269326,-1.6937260895305215,-0.22708111898912378,-0.570111088607749,-0.5804683774313636,-0.29141555190388785,0.44855923491370087,-0.6859108106484253,-0.9648650868551711,1.4568526647031768,-1.7085623532049226,-0.186000476782986,-0.1825711881151517,0.2686483979255674,-0.6438221496443548,0.6956437817313198,-0.23150706238503668,-0.25483792831991015,-0.0022545744187185647,-5.758565372379844E-4,-0.043461849440328194,-0.11319552673382216,122.20750220629219,1.0426245228839632,5.113932065957262,0.0
74,15423.620939610515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4945719021416188,0.0,-0.5344209323982361,-0.22339761807289457,1.057464324658027,-0.35864079124174925,0.3344985934058012,0.08629056758509152,0.2674178057746931,-2.637814096323685,-2.009257428893953,-0.5744297986659055,-0.18997858083486668,0.44733346713880917,0.30522170782879454,1.2055730795456632,-0.5561547759452266,-0.7147648292228578,-2.382577776533554,-1.6911274699993932,-0.22541735402502538,-0.5671186026554037,-0.575851581893526,-0.2905358217160995,0.4491147457233865,-0.6818712686238353,-0.9532471342728804,1.456787057131626,-1.7087406343419185,-0.186062482935144,-0.18264630677739038,0.26857533683211343,-0.6437414232310784,0.6957013860447989,-0.23142084140576977,-0.2547265768479856,-0.002251440500937661,-5.74848276384553E-4,-0.04282006535545559,-0.11314416378734149,126.33539983720509,1.0712149489234444,5.1427636464917565,0.0
75,15423.455261874884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4945312674195044,0.0,-0.5343462346437222,-0.223374908754369,1.0574454337787151,-0.35857217380227285,0.3345849400952812,0.08626588510658893,0.2673874533950083,-2.6368719688754227,-2.009108492056887,-0.5741630827785851,-0.18996711245046774,0.4470442075373988,0.30495652052051814,1.204885935455208,-0.5569125935695107,-0.7143679378006009,-2.3812720324804477,-1.690682343476099,-0.22439868030951127,-0.5650137772354008,-0.573269095203748,-0.2897020027426635,0.44903919295051264,-0.6790484325565762,-0.946578250796393,1.4568489964207147,-1.7091250286285817,-0.18615081508470654,-0.18277022069038087,0.2685151839413523,-0.643648182371254,0.6958163895797301,-0.23146291299424354,-0.2548381729101169,-0.002250115139570072,-5.744645635815732E-4,-0.042254675162363135,-0.11317452878137339,130.2904352832338,1.0979872511064708,5.110474701943679,0.0
76,15423.316044278607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4945208569578399,0.0,-0.5343089040023229,-0.22332851030842188,1.0573412321528357,-0.35850158025745354,0.33474095324265296,0.08628371746045105,0.26753219815423496,-2.6385930314281696,-2.008379040612133,-0.5740222542673441,-0.18946090916935662,0.44742278778790423,0.305626602030414,1.2051203340621326,-0.5559216969253284,-0.7140666038308662,-2.381942127116888,-1.6886804288259227,-0.22308395930090782,-0.5627462861520283,-0.5698302103600642,-0.28906832366204394,0.4494894881470427,-0.6761554925519234,-0.9385640829435546,1.4566425280070954,-1.7091233695739154,-0.1861500547076749,-0.18277227317234093,0.2684844355264404,-0.6435644723327376,0.6958898179563928,-0.23140267367440306,-0.25475137368828404,-0.002247013410835181,-5.734855097680253E-4,-0.041739886561690163,-0.11313008357491908,133.77434468146365,1.1221277961165288,5.130568768057645,0.0
77,15423.193913097148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4945304794113077,0.0,-0.5342525604291063,-0.22329428511885427,1.0573659153445836,-0.35844725126624044,0.33479354160654595,0.08627772373364047,0.2675399896360376,-2.6379648535101925,-2.008349806103158,-0.5737805669235975,-0.1894211962667404,0.4471688511625296,0.30547905878263193,1.2045580364244983,-0.5567086747882135,-0.7138580271047591,-2.3816005706223775,-1.6881910836706795,-0.2222481836851577,-0.5610384045563267,-0.5678034993708837,-0.28830663891723013,0.4495782903458077,-0.6739822973435182,-0.9333743575704941,1.4566395783655879,-1.7095007914653324,-0.18621056042987325,-0.18284221801269174,0.26844896023495696,-0.6434899128996056,0.6959743999254504,-0.2314029726049932,-0.2547140522028564,-0.0022459972735224595,-5.731653465313615E-4,-0.04129371040227133,-0.11313365758914277,137.02804215544484,1.1446355042422351,5.125013529648801,0.0
78,15423.07780904179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4945044893036887,0.0,-0.5342372466498462,-0.22330217776766212,1.057288659917695,-0.35838572036072297,0.3348879650564148,0.08627695838786607,0.2676056518141079,-2.639057061976502,-2.007966977851562,-0.5738368359300842,-0.18922342992881258,0.4474443625523092,0.30586595807721473,1.2047791126424636,-0.5559393921715584,-0.7135607588527053,-2.3816887779720752,-1.6873316310399744,-0.22146217456440814,-0.5595616245336481,-0.5658050932413259,-0.28761964124220796,0.44968224849811267,-0.6721998669872715,-0.9287131695722218,1.4564791094281142,-1.7094616574328831,-0.18621955542519672,-0.18285006366167103,0.26842556653066024,-0.643429564073433,0.6960278636168106,-0.2313985610566737,-0.2547122407389782,-0.002243888185276465,-5.725128797818391E-4,-0.040882820670739124,-0.11311594460847563,140.00101731823364,1.1654048768235947,5.12541638651299,0.0
79,15422.957815506821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4943822502275332,0.0,-0.5342091863026169,-0.22327974726353944,1.057253809632822,-0.35841380828622615,0.334871251405858,0.08625880609281317,0.267527839918758,-2.6377836616493093,-2.007789561294172,-0.5735750908443951,-0.18929488928970678,0.44707890646310944,0.30541417474066984,1.2042547487778956,-0.556338633774481,-0.7136666188071406,-2.3792875594515115,-1.6872618718808075,-0.22111202420112053,-0.5590399443517567,-0.5650519586538458,-0.28792694677033603,0.44942527191757164,-0.6716633293426101,-0.926827980957307,1.4568507981949128,-1.709675712682052,-0.18630724893060527,-0.182976964851721,0.2683623768273496,-0.6434566545389145,0.6959868476231028,-0.23139534116170543,-0.25487170982707025,-0.002244164676890962,-5.726373828075514E-4,-0.04042749545225487,-0.11313779564096307,143.34403400924728,1.1878093822612938,5.112941103486989,0.0
80,15422.850807989389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.49440964534548,0.0,-0.5341706864632384,-0.22325874240531352,1.057173115741147,-0.35833934827465513,0.3349907011290717,0.08627249848621965,0.2676139009042173,-2.639178529634801,-2.007371172661247,-0.5735724329444681,-0.18896030697984562,0.44742926285919166,0.30594711438641947,1.2044925966916549,-0.5557365122599187,-0.7132717638151569,-2.3794200264837118,-1.6860023555027472,-0.2203402906098627,-0.5577442264897866,-0.5632478021597942,-0.2877889829168356,0.44957948983438145,-0.6701312722179918,-0.92300552947757,1.4565567886391766,-1.7095180001768295,-0.18625617027836314,-0.18292008215082461,0.2683622253809228,-0.6433789333288722,0.6960848135038618,-0.2313813530545599,-0.2548250427277367,-0.0022416085824889663,-5.718495563349563E-4,-0.04005225169143866,-0.11311763999578522,146.247477661294,1.2075665827604147,5.113155128136214,0.0
81,15422.742878429717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4944129683662721,0.0,-0.5341780221855017,-0.2232536360725719,1.0572366215812747,-0.3583487501018376,0.3349480600195883,0.08626765911726438,0.2676018975186676,-2.638637606548064,-2.007582341863531,-0.5734919566177864,-0.18909536570223806,0.4471907345352624,0.305780525964444,1.2041793734196786,-0.5562516229863782,-0.7134390706362344,-2.378193799717186,-1.685517242411542,-0.21994269915634715,-0.5568938493582355,-0.562308552271837,-0.2876397423622579,0.44947289279896746,-0.6691699962322736,-0.9204385463954337,1.456710264799355,-1.7097922788286304,-0.18631362527164508,-0.1829790367192919,0.2683350492956442,-0.6433620952809043,0.6960706664720447,-0.23135146182003932,-0.25478343423991184,-0.002242110814323497,-5.719577584887044E-4,-0.03968576698567585,-0.1131227798394067,149.19053725910166,1.2279998441301054,5.116337269496868,0.0
82,15422.634325001363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4943926682666162,0.0,-0.5341935005867325,-0.22327613581263916,1.057186061711264,-0.35834590132102045,0.33496040659414894,0.0862530482385469,0.26760246815145644,-2.639348547628563,-2.007486136979303,-0.5736597344916655,-0.1890426709979651,0.44738214054943326,0.3060143986492837,1.2044545541819653,-0.5557365076843536,-0.7133862814415596,-2.376310684755111,-1.6847629876269885,-0.21968480581787553,-0.5561531968383138,-0.5614312056041915,-0.2877902574100595,0.44925750972524037,-0.6683300624003495,-0.9179791963939788,1.4567482500849425,-1.7096788794863311,-0.18629933470186996,-0.18297329417442895,0.268313061948806,-0.6433683793653856,0.6960598141402593,-0.231358000521069,-0.2548225435314604,-0.0022414869288185078,-5.717574766657288E-4,-0.039333712603574406,-0.11311496187569615,152.13403050026196,1.2487263092713554,5.120479206750084,0.0
83,15422.52988317742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4944008094874688,0.0,-0.5341468331094013,-0.22322182761144077,1.057187052254031,-0.3583462839788741,0.3350174054467662,0.08625896149294406,0.26762172707261966,-2.6389323543963155,-2.0072933702918987,-0.5733193842606492,-0.18887046219266349,0.4472541292678504,0.3058371065081607,1.2040897252105276,-0.5561928444696657,-0.7132493293140675,-2.3757017359331236,-1.6844119329562253,-0.21914256343128757,-0.5552932252225717,-0.5605458046312826,-0.28779058990437845,0.4493806867374792,-0.6674336548391653,-0.9164866261862008,1.4567604366407747,-1.709793739978789,-0.18628565669008146,-0.18298054891985846,0.2683135978478653,-0.6433488128619566,0.6961177856254707,-0.2313653161476163,-0.25484647684614375,-0.0022405497743539825,-5.71482386328201E-4,-0.038975020845571084,-0.11311688190589862,154.98423324886443,1.2683078402547225,5.116319160132716,0.0
84,15422.433832313769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.494398651716805,0.0,-0.5341514194265133,-0.22324359893737838,1.057152496271144,-0.35830217074706733,0.335056826799095,0.08625946625744993,0.26765705459222716,-2.6397011567548874,-2.007186400403414,-0.5734829338550649,-0.1888564654041523,0.4474106533744574,0.30614115966706384,1.2042793007936532,-0.5556978715015102,-0.7131208353738032,-2.375233652510981,-1.6836993003583685,-0.2186957871544202,-0.5544823398572288,-0.5595836687975331,-0.2876077829054893,0.4493571205299288,-0.6665650843477615,-0.9143023659525956,1.4566251271634585,-1.7097413473254615,-0.18629168766087095,-0.18297389385692223,0.26830318446708495,-0.6432946178672115,0.6961449644957655,-0.23134311750281703,-0.2547902064493609,-0.002239461526013533,-5.711316584499485E-4,-0.03865982123251005,-0.11310562602317428,157.65894137246974,1.2870656790513695,5.11801103041167,0.0
85,15422.346664093895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4944307296872321,0.0,-0.5341151756335314,-0.22320132599806056,1.0571790899647968,-0.3582885489776908,0.3350852065276882,0.08626737949759382,0.26769346750522593,-2.639546305966677,-2.0071221648067095,-0.5732364550427056,-0.1887090421511975,0.4473447465442504,0.3060585935552166,1.2040190909563284,-0.556178667794238,-0.7130115107938517,-2.375572091240382,-1.6835442169170225,-0.21820606118851169,-0.5536239224390954,-0.5588211979384466,-0.2871681462756157,0.44953398826419155,-0.6656878312833504,-0.9128322317560031,1.4565848239015777,-1.7099048361051359,-0.18628742698232226,-0.18297515299497538,0.26830802006175003,-0.6432681217773057,0.6961981207855581,-0.23134992106787663,-0.2547634099709076,-0.0022385255080039157,-5.708389815324459E-4,-0.038354150657933246,-0.11310149509718925,160.14917859774488,1.304498102002977,5.1185174761258505,0.0
86,15422.267596763408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4944334014978995,0.0,-0.5341148289991713,-0.22321951462154044,1.05715752899711,-0.35824698000685745,0.3351270664895208,0.08626916250564841,0.26772819676082915,-2.6401720727923066,-2.0070278723491732,-0.5733528955581094,-0.18868194630136595,0.44747620010041445,0.3062766902663877,1.204164186456034,-0.5557875475751971,-0.7128656732354607,-2.375948582013037,-1.6833333297767483,-0.21783273972855022,-0.5529292344182271,-0.5582146897767397,-0.28661752853503275,0.4495864724166789,-0.6650516539154875,-0.9113449629407389,1.4564456720409806,-1.70988936012855,-0.1862953262823991,-0.18296997236815132,0.2683061724500541,-0.6432301335796097,0.6962270895682072,-0.23134608106146826,-0.2547138274235424,-0.0022373227177904026,-5.704633312716684E-4,-0.038076671471292366,-0.11308921604356131,162.46087090518705,1.32086787134126,5.120076998216371,0.0
87,15422.195237791395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4944561846167919,0.0,-0.5340914983113757,-0.22319455486244671,1.0571848059137174,-0.35823376765690695,0.33513891802792595,0.0862762532997622,0.26774989318283393,-2.640067589736845,-2.0070294158716004,-0.573199826321373,-0.18860601098501614,0.4474199135132405,0.3062154030367731,1.20397787336964,-0.5561700617449016,-0.7128105806607682,-2.3765693930781975,-1.6834651711667579,-0.2174757363928112,-0.5522877635657026,-0.5578180802843773,-0.28600345857285575,0.4497137398688718,-0.6645222214997598,-0.9104309982615212,1.456428459993716,-1.7100423446009902,-0.18630652355860147,-0.18298180714174853,0.26830694109207026,-0.6432213119374297,0.6962570657240937,-0.23135644717290574,-0.2546854002456317,-0.002236593133485462,-5.70233935702244E-4,-0.03781084289915094,-0.1130850938825949,164.6375098925085,1.3363141514411296,5.121022884169777,0.0
88,15422.128965719829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.494458918396465,0.0,-0.5340919053860074,-0.22320936636320274,1.0571720265401092,-0.35820414598002476,0.3351670293893182,0.08627852346304263,0.2677733059137286,-2.6405621641162664,-2.006974500474223,-0.5732909908632231,-0.18858237785679,0.4475247132394398,0.30637311416204077,1.204099017193492,-0.5558878318126493,-0.712704690165178,-2.3771111182963334,-1.6835165124719225,-0.2172100351184738,-0.5517744418086855,-0.5575456599554436,-0.28540132174183136,0.44975364451974315,-0.6641855450012847,-0.909565039764391,1.4563359788953163,-1.7100360559861965,-0.1863150779367246,-0.1829801533349546,0.26830611630565804,-0.6432070582804277,0.6962727030371352,-0.23136210844584695,-0.2546527126469523,-0.00223558707363055,-5.699224668049788E-4,-0.037564867151277916,-0.11307500306101244,166.68343911046662,1.3509572184906689,5.122340688863872,0.0
89,15422.068257129122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4944843654348334,0.0,-0.5340728624654374,-0.22318957378928594,1.0571980852834164,-0.35819073894803766,0.3351790754538935,0.08628700769088332,0.2677938890848054,-2.6405447029967677,-2.0069882094155034,-0.5731748442941205,-0.18851555823288974,0.44749105642348536,0.3063408011557162,1.2039644061136061,-0.5561958754459022,-0.7126504300855717,-2.377967639750673,-1.6837684302261637,-0.2169215693897595,-0.5512568673264725,-0.5573701684038916,-0.28474403204404813,0.4498791955476276,-0.6638702040510487,-0.9090495578457722,1.4563038693429615,-1.7101581876790686,-0.18632285932999412,-0.1829858806090845,0.26831084528979054,-0.6432045870052129,0.6962978306566918,-0.23137433261103207,-0.254620597650472,-0.002234850407974002,-5.696919132970754E-4,-0.03733168398563027,-0.11307004519338239,168.59578214310542,1.3646902543342319,5.123357113462869,0.0
90,15422.012012139354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4944887435826313,0.0,-0.5340758314456099,-0.22320367561491286,1.0571948458378615,-0.3581682571605112,0.33519461905644504,0.08629003684118242,0.2678103534618227,-2.6409384610250863,-2.006977112004871,-0.573259024746337,-0.18851205691634396,0.4475674921772554,0.30645809447585715,1.204064623769939,-0.5559927692650664,-0.7125843476561031,-2.378623148330595,-1.683964910445011,-0.21672888501518786,-0.5508718489506627,-0.5573242038862999,-0.2841328546625195,0.4499070454526931,-0.6637392867566178,-0.9086076489691307,1.4562358775526454,-1.7101640069546924,-0.18633326583327667,-0.18298592159516594,0.268311813348464,-0.6432004793364755,0.6963030748560839,-0.2313809489951813,-0.25458878293405923,-0.002234036770306478,-5.694388134633476E-4,-0.0371129454321016,-0.1130612139392353,170.4103841299482,1.3778374728709715,5.1250629967972605,0.0
91,15421.958964582871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4945062640276476,0.0,-0.5340668434891979,-0.2231940903600544,1.057219258630756,-0.35816266101297345,0.3351924224390895,0.08629544803519582,0.2678171958202856,-2.6409197896555345,-2.0070314311487536,-0.5731988298621246,-0.18848894167182792,0.44753696198794635,0.30642367219478467,1.2039801273937119,-0.5562314925097008,-0.7125743761675872,-2.379231931985024,-1.6842863764096971,-0.21655176950656946,-0.5505210505334008,-0.5573837229378106,-0.2835728066529282,0.449958700129211,-0.663656247390168,-0.9084626888269925,1.4562396546862184,-1.7102585892449949,-0.18634392811411093,-0.18299488291179222,0.26831401678671246,-0.643211236065231,0.696309891076245,-0.23139462996324273,-0.25456982463124256,-0.0022335585105808147,-5.692875677237455E-4,-0.036903321776927976,-0.11305832623215441,172.155620754332,1.3905321286334336,5.125753346241073,0.0
92,15421.90916637012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4945172787361056,0.0,-0.5340696478100199,-0.22320293184565412,1.0572214515778782,-0.3581479371366898,0.3352035814809526,0.08629925291799588,0.2678316614453511,-2.6412734206718693,-2.0070375906107194,-0.5732603474683498,-0.18847359323717752,0.44760585435999295,0.3065244208801078,1.2040697126991622,-0.5560953576987246,-0.7125281328595896,-2.3798134793718444,-1.6844829246796755,-0.21640112479366344,-0.5502039494252489,-0.5574439935833352,-0.28305151985136456,0.44998559214648526,-0.6636182775025716,-0.9082404089670337,1.4561884169152022,-1.7102601882146815,-0.18634753052102448,-0.18299071522686822,0.26831773986008584,-0.6432151410468873,0.696312879104306,-0.2314031437470532,-0.2545421014510907,-0.0022328661537104715,-5.69070517464074E-4,-0.03670651585990104,-0.11305055787869693,173.81540861678533,1.4027312426822884,5.127758736966015,0.0
93,15421.860557704727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4945325056294938,0.0,-0.5340744977212045,-0.2232039842802271,1.0572497565982024,-0.35815186968661633,0.335184728026739,0.08630162149541583,0.26782814908114344,-2.6412797967924857,-2.007154230051067,-0.573263107923733,-0.18850302493085244,0.44757517700134225,0.30650345073579277,1.2040376442208036,-0.5562735170770542,-0.7125848271741527,-2.3800324888584568,-1.6847261106763793,-0.2163070367076557,-0.5499509069835748,-0.5575994356853599,-0.2826320941024465,0.44997145079547807,-0.6636404233327149,-0.9081769382942908,1.456226354610351,-1.7103347394173283,-0.1863595883663079,-0.1829998178168173,0.2683171806158987,-0.6432354173795231,0.6963000986217542,-0.23141115452909294,-0.2545192853177637,-0.002232728613982028,-5.690149661170241E-4,-0.03651501496006561,-0.11304755624172516,175.4620800204404,1.4149921332212116,5.130944718893592,0.0
94,15421.814826002785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4945490774920638,0.0,-0.534069018429531,-0.22320199630806997,1.0572499821543329,-0.35814111550133576,0.33520438931443686,0.08630593172552947,0.2678453055910926,-2.6415687680214033,-2.007126253088192,-0.573268459251111,-0.18844236951479595,0.44763925233822727,0.3065731847552915,1.204091693353039,-0.5562125380646006,-0.7125070986129877,-2.380559272728732,-1.6849158302220597,-0.2161627008774852,-0.5496442802238519,-0.5576861415092178,-0.2822017934020349,0.4500265889196582,-0.6635968851175086,-0.9081084629325002,1.4561701053406304,-1.7103274675017104,-0.18635017204945548,-0.18298713646635856,0.2683258830977251,-0.6432402949454397,0.6963129504099892,-0.23142531191004834,-0.2545015063771559,-0.0022319619694837764,-5.687817868182478E-4,-0.036333928499460405,-0.1130402713935577,177.01369712967184,1.4265691741977713,5.132448757643158,0.0
95,15421.770657036774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4945615630653764,0.0,-0.5340688005232304,-0.2232029026980071,1.057270184526108,-0.35813573741047755,0.3352002146765032,0.08631027385560201,0.2678489638503003,-2.641600552966923,-2.0071924054591763,-0.5732630056334634,-0.18846332442088246,0.4476175512398124,0.3065608513614898,1.2040533740317645,-0.5563285518859905,-0.7125128283314529,-2.381042446469058,-1.6851761721870184,-0.2160334168186193,-0.5494007132331213,-0.557824770565691,-0.2817578272190437,0.4500520614410452,-0.6636244065295874,-0.9082127539947049,1.456157818355076,-1.7103835600544488,-0.18635968207915748,-0.18299136400234858,0.2683299217227912,-0.6432448245645812,0.6963127065902249,-0.2314312855220944,-0.2544757438773363,-0.002231604409582165,-5.68664760509352E-4,-0.03615666197192293,-0.11303737646437756,178.52156328864456,1.4378835637935374,5.133218659480441,0.0
96,15421.726497666717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4945615445430425,0.0,-0.5340843761170665,-0.22321810627616273,1.057279512673458,-0.35814111475086763,0.33517795573546716,0.08630799135674114,0.267839577750166,-2.641779848666416,-2.007285731820646,-0.5733565416384675,-0.18851397877396558,0.44764182210686165,0.3066063442432202,1.2041401246077534,-0.5562588133544881,-0.7125788896945268,-2.380836921074431,-1.6853072237071984,-0.21601706384898892,-0.549264066177031,-0.5580403188893882,-0.28152150096491546,0.4499684441113894,-0.6637468800117285,-0.9082141331357346,1.4562065693046098,-1.7103914411415313,-0.1863714996913867,-0.18300014066356693,0.2683245370554589,-0.6432682358840965,0.6962862576556138,-0.23143624744185215,-0.2544673250318898,-0.0022315544382155656,-5.686386774015485E-4,-0.03598553559624567,-0.1130342636474581,180.06305986309837,1.4496174597704243,5.136328337777201,0.0
