Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_shopping_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_shopping_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_shopping_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_shopping_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_shopping_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_walk_grad,g_walk_speed
10,17318.438052165806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8470434502350825,0.0,-0.8481746269117736,-0.5046801916949929,1.6046232073895523,-0.25897600348600347,0.33586645958605,0.18963270094075368,0.435646207650764,-2.046680411683752,-1.9493393131005856,-0.9774805587195814,-0.005460827070061139,0.15292122878904008,-0.22755145089391293,2.1308679607197787,-1.9747217394971408,-0.8837912877235155,-1.0337465648903492,-0.8917082715021031,-0.022310765177946168,-0.2004888288031319,0.3926083437126704,-0.2492468995918807,0.09350173506014584,-0.25307350969120307,-0.13269947616490374,2.2098565184003234,-1.1583289898366491,0.27460908670808765,0.2569776567024888,0.5784523217525788,-0.9514896249508816,1.4305405210249305,-0.49648505830507866,-0.21594885500429137,-0.005717133452384513,-0.0017231840555812631,-0.16132212417783975,-0.2610304649022007,0.08613631825925347,1.1658610688671778,0.04888801819227004,0.0
11,17242.98092955035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7516129685850441,0.0,-0.8440957225368031,-0.2541159717551566,1.6488553873728649,-0.536356899266388,0.5835697353426788,0.10680348532481208,0.35701648055779533,-2.383950763044865,-2.3736281572800704,-1.0324838214781045,-0.11200931528054049,0.35223429321336097,-0.09469956169898469,2.1106400339621105,-2.1153376240445136,-1.0323656423704275,-1.0745888144454814,-1.0248057725626338,-0.056569087012588136,-0.16309624041220527,0.3667133778443631,-0.21572741794546868,0.2674086609903483,-0.23062738134639735,-0.14277654266321493,2.298593129842401,-1.6112176762913022,0.1265046993540979,0.10946753313631305,0.3732236058814541,-1.0894098323410253,1.364717443626192,-0.45490756509119706,-0.30814031643839956,-0.005437179563679921,-0.001561497681107593,-0.15629020391539533,-0.2467721698874306,0.11281938255364071,1.1834107224179162,0.05316073705798264,0.0
12,17186.192574340417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7708671757722216,0.0,-0.5839900439468869,-0.5358300022453968,1.3420583799679318,-0.35653674460940604,0.46265576119004315,0.2526504875616446,0.19283417310656398,-3.1532219399270205,-3.369558417856176,-1.074915893965782,-0.4362160066012796,0.8145621237670646,0.2840893331813465,1.6250260418622724,-2.2137970752963922,-1.3843746688555634,-1.0062903990854037,-1.2996782226448986,-0.13004913066690726,-0.020629338026239397,0.16832284559750502,-0.2055015974026814,0.7896938492801384,-0.09858429961078055,-0.1342395907329624,2.7177968319570707,-2.8181648708578644,-0.25629428689638545,-0.17951974995453526,0.1725045992236991,-0.968955207626327,1.1487065694559186,-0.2655276534381276,-0.5517972173670591,-0.004805234478447775,-0.001223678439447845,-0.1520101683865915,-0.2465781246207566,0.19599331742533443,1.2331917130225722,0.07299957655901129,0.0
13,17139.359843448172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8310093714060944,0.0,-0.7695788860686872,-0.4888017879514567,1.45995982219967,-0.22176949527135442,0.24907852620771087,0.17742769648985374,0.22112597517124205,-3.2234131180761136,-3.712520132855457,-1.0216443584503283,-0.5023240120774405,1.003266584678566,0.6599858556304317,1.4538412503179008,-2.1349999917564038,-1.5225188814635513,-0.9636000090805551,-1.372981706985477,-0.11886022035044591,-0.05775492550247461,0.06711595210637178,-0.2573228145420637,0.881807899504476,0.007940668690749136,-0.1065910477855419,2.831587012043409,-3.236367317808093,-0.365288284322576,-0.36426894961921297,0.16956433122605447,-0.9329538881744587,1.0714958493862854,-0.2629521596841371,-0.6361443279393828,-0.00511892222674153,-0.0013559713395063203,-0.1558324427461046,-0.245283803765398,0.23764820874050918,1.2113508181363235,0.08655064952172443,0.0
14,17106.925023689342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8798888345098446,0.0,-0.5234957087823395,-0.5501157128432305,1.6067396949447519,-0.35610271541396277,0.12095718403253078,0.1286285474296331,0.3431704775104993,-3.30657980680048,-4.068042342267919,-0.988342151212988,-0.5353198578822849,0.8074121125469816,1.0173721185555913,1.220207770846612,-1.8702707422035652,-1.7165842880788396,-0.9281822479987143,-1.4372171893407562,-0.12831827660914902,-0.24757001772514378,0.09815598187101048,-0.3440011580874763,0.663087675300043,0.10717357112506432,-0.02480827263567731,2.8563077800566967,-3.5342674966316543,-0.4904787770273423,-0.5739125361049197,0.32319425660665935,-1.0056119033251687,1.0343106109608968,-0.46645735767851404,-0.6963320644279675,-0.005242918326364379,-0.0013857875681290842,-0.15610178585951456,-0.23731176839324525,0.31317610576014754,1.1896472137880845,0.11721251134648318,0.0
15,17095.362636125014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8960135447269786,0.0,-0.6557140785762217,-0.27189711551270357,1.3517928184210812,-0.2330219342531679,0.14589069619526954,0.2992529782150128,0.2604792256868466,-3.537469821302698,-4.70867618090641,-0.960171910724742,-0.5862358216436374,0.14954231449371647,1.4283047860728795,0.8779787564865994,-1.2972977913355832,-2.1102192674795397,-0.8269573513905843,-1.6219591355798282,-0.1746482374454637,-0.5655736509782483,0.34670972205658396,-0.41819023130793814,0.15489773153320852,0.07896034484659999,0.1484682301192583,2.991144067864986,-3.862483780430561,-0.5553517390926304,-0.8005781247362636,0.6090989502415642,-1.1008389466192448,0.8961664468070729,-0.7276384541487715,-0.7416371715477704,-0.004919378740997786,-0.0012047135675301566,-0.1540957010607087,-0.23113507059269567,0.48325084329732515,1.2007710546737607,0.1956446397218285,0.0
16,17010.926744296972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8805075342408821,0.0,-0.7054032317409632,-0.43104530675070174,1.3741012343119992,-0.16347831311180888,0.25023242637126103,0.2032445699977558,0.24851192026212449,-3.511179018438444,-5.176345115579572,-0.924551722611797,-0.531762728941048,-0.2081211113167662,1.736022973213846,0.9315804221745271,-0.8085796559818674,-2.4482950235358145,-0.7396117114361387,-1.7749040622044794,-0.3882886128509999,-0.6264681112217788,0.43129609185567575,-0.3774591997768253,-0.14677586795739955,-0.19810803548944333,0.19279204847308348,3.0766808075467016,-3.830900345824299,-0.5477945498479663,-0.6742425195060696,0.3839229626748857,-1.1108826229491864,0.610550535579117,-0.578039291087344,-0.7327977566492786,-0.005061466101951232,-0.0012607672422529541,-0.15371439623028307,-0.22592141176154934,0.6555381624108372,1.1717614952321673,0.29331075248557614,0.0
17,16900.418948521765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8042271404291004,0.0,-0.6858834335208674,-0.28959437407180016,1.3205166324975715,-0.33828587944528987,-0.1725040320793947,0.4990507718538205,0.28966937428677303,-3.5244020227262935,-5.726764550655695,-0.8993743523018959,-0.5183958421681175,-0.27754328360347974,1.7063076352111979,1.194127574820074,-0.303583301338323,-2.8918240606458654,-0.5556814909169244,-1.8780166812508956,-0.6206607980642471,-0.6158188533610833,0.18731667097969537,-0.2760199980107257,-0.36914225650058163,-0.4260877945867587,0.04577818159159844,2.9134652717908063,-3.4739831522827944,-0.5182723268289793,-0.5748308292373655,0.11947388696225514,-1.089790234418609,0.5018907164524888,-0.5720849801790513,-0.6825490711070717,-0.005014500377668925,-0.0012467459890258092,-0.15189285393693944,-0.20659052160126742,0.9472180831757033,1.1489153345442376,0.4801464908879314,0.0
18,16774.24897133932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6082688088307935,0.0,-0.4532718198637041,0.08052616596933443,0.9375270283784998,-0.13808986851361052,-0.5506490856336623,-0.30456964487974625,0.5361555667988969,-3.6961869737025417,-6.994070344652729,-0.8471251882074066,-0.5674408074273137,-0.026969390385818304,0.9669144975944498,1.6794881046448937,0.7122842132233981,-3.9515965962699795,-0.005733671161327392,-2.0423286065826645,-0.8217459108800574,-0.649123790741911,-0.5159961311590413,-0.17298842072895554,-0.8042643068773031,-0.5079993691887605,-0.47541417194879576,2.3437009349022224,-2.3065546570765942,-0.3745136888590552,-0.4486712704546927,0.09182621500189647,-0.8876399310284228,0.49698777054595666,-0.6079310067965528,-0.5299680387183109,-0.004161550352280485,-9.328245691328826E-4,-0.15120730325248333,-0.16837229254831168,1.7762818242487355,1.1626611291875633,1.0437439326909712,0.0
19,16597.27842296151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.487974823053365,0.0,-0.5031210534778547,-0.26148861758006686,0.965489928796987,-0.19099413580133262,-0.01833823363053433,-0.15494312378046549,-0.13775597297941322,-3.275542299688821,-7.835143438604299,-0.6188366545474308,-0.4397849772170968,0.7575874418410953,0.46443188515939393,1.9297124808509536,1.1026796407012172,-4.728602493623707,0.27515324677156844,-2.0809224027463316,-0.5287775425766542,-0.9178204901854656,-0.7881670983841376,-0.5686571391098081,-1.019956677453868,-0.3760182940129684,-0.9005169761261067,1.4321523469938686,-1.3116980548226476,-0.26093235594925657,-0.3974684860075155,0.39225567732974637,-0.6030586362596594,0.4477374404576121,-0.7058730119446797,-0.3515318752336105,-0.004398296157301952,-0.001153822167042609,-0.15176212222076108,-0.12375032496771303,2.616596558167765,1.0651936075493917,1.659199486852133,0.0
20,16467.72615467755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4189689741318408,0.0,-0.5283908678979612,-0.20494975233914,0.8466275213444178,-0.26882489229875867,-0.027983349497329085,-0.06682387147953756,0.26035747761981437,-2.906998403993355,-7.794376303129317,-0.5585047981518714,-0.3385912299246435,0.6939741149613934,0.24651383432379062,1.6938068782621618,0.38596122639255837,-4.848668176373715,0.1720446666053163,-1.941812829366346,-0.3540593883401456,-1.08496633467456,-0.3884127158467888,-0.9141000478593003,-0.9363064338899194,-0.3398866689281182,-1.0360715405900578,0.9340832742051759,-1.0926470956276493,-0.19051718361211017,-0.31516432973940434,0.2715094664851264,-0.44574816824147656,0.4223991426721223,-0.23715021689895233,-0.390313340512782,-0.004164932745733932,-0.001091205467462674,-0.14688410451851153,-0.09744042040142076,3.0865989111827603,1.0321777171996112,1.9862358782213663,0.0
21,16415.710920981917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5283432159284354,0.0,-0.42991850271086507,-0.05702563839761493,0.8857125993583107,-0.22134950339659312,0.04947081528406247,-0.0849573057280322,0.197887553200472,-2.6180998681482177,-7.448069492115941,-0.5678394269602042,-0.36343600359172434,0.6199939126566631,0.2964946913038013,1.3073339371521793,0.15164912250353899,-4.691789491201452,-0.08441222637183532,-1.8651276479029375,-0.4898557069185051,-0.8853709440825577,-0.41289432368725926,-0.7174983035492518,-0.7037468686066346,-0.3977070106738553,-1.084141144994413,1.0809249339613811,-1.1418329949882657,-0.12964167892959116,-0.09390693836971514,0.16732740176938476,-0.6360579609589841,0.6476359768909639,-0.41894211233159984,-0.19249860485958034,-0.004374032885733736,-0.0012061649883044528,-0.1453179198009371,-0.09368708571651752,3.2747931086529034,1.000307896936247,1.9978956875493095,0.0
22,16391.69974052258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.529828811603816,0.0,-0.42756681738477886,-0.07554303876601202,0.8998975309146953,-0.22921490489672794,0.07968397300419532,-0.06621367094228672,0.2147090437817568,-2.541606580120284,-7.127847721981951,-0.6563471357028487,-0.39710096125084343,0.5236928817289688,0.3024592842559974,1.3505871687218398,0.0758668966626414,-4.536392759951286,-0.3205739689244794,-1.8952285052586855,-0.457799498078559,-0.7176998216997144,-0.5121685054917945,-0.4931561269129364,-0.561697427708911,-0.4118053769025683,-1.0727277007078206,1.2035730174925976,-1.1681463763554127,-0.17176562306897705,-0.3366839905787514,0.31350055562599355,-0.7715528039214935,0.4507292823702346,-0.39405744920575436,-0.09131705158782347,-0.004390195811499084,-0.001221306273132093,-0.14158935156655914,-0.09299183283827586,3.3677355043065362,0.9868288456449241,1.8174752368778087,0.0
23,16345.278657066518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.451100477752205,0.0,-0.49889474402917644,-0.12923199769925295,0.8643117347268204,-0.24585191157133363,0.12964850073565284,-0.06933225613925384,0.2789896312610377,-2.5040994121663536,-6.5328484024830065,-0.7990168927497328,-0.4929273905791403,0.43649224689896116,0.2915811626133425,1.5767805706036477,0.12180907330697503,-4.2515469760626585,-0.7620598592733948,-1.9745490383781752,-0.2268040858334277,-0.5972161724207043,-0.5173048288795001,-0.2493015474125209,-0.4500719909325871,-0.30771181271451936,-0.9958251705993896,1.398777096495174,-1.298383384511108,-0.5583803236691337,-0.4406968062383247,0.22281953553920125,-0.6309196104504651,0.3750906106634937,-0.568891977495971,-0.10991820581339048,-0.004412340463986194,-0.001249085861589492,-0.1333911246463918,-0.09436362709493001,3.515480331496812,0.9626550669343865,1.331275975920006,0.0
24,16282.243845848187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3789387954088808,0.0,-0.48942832679218634,-0.20960697669017886,0.8450498882148649,-0.25745771237335663,0.13107155264191128,-0.08115966448292228,0.21733401618972123,-2.6046826202733016,-5.719144211542962,-0.9605285531775132,-0.6259684290606156,0.4872493965908738,0.27701489033081517,1.8302606590390937,0.36042001543262087,-3.864616627080019,-1.2712145810136781,-1.9983194268204714,-0.04645080537932392,-0.5250211284157782,-0.3751594699277955,-0.06644316347366166,-0.36893124535154725,-0.13049544120993953,-0.8389407181430797,1.5006999298992467,-1.6013676318021968,-0.30061644188990694,-0.6627892642408613,0.005298431923142638,-0.602541306082345,0.538369237598531,-0.5173667624726445,-0.2908193391478478,-0.004459331983625051,-0.0012914828257797636,-0.12471608490445443,-0.096630607282798,3.719038940998471,0.9310824142007273,0.4613689628406574,0.0
25,16209.087563959794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.436537784598811,0.0,-0.4073088489575028,-0.10119348570964222,0.9417703384943144,-0.2680489898734119,0.09670237963273524,-0.05068511664325406,0.07329629022697776,-2.948094241403397,-4.56708561844267,-1.0438929205441485,-0.7925078455924074,0.6849028874240481,0.3780715790103691,2.092960958839813,0.650604005703832,-3.3046162414210185,-1.8120293081592065,-1.9069186634907926,0.024397862752861085,-0.4721973545431974,-0.17368923826097063,0.07588910917984637,-0.16606333104174167,0.05038889128035645,-0.5565167450389532,1.4748015372310794,-1.8766370469924898,-0.38631652355562507,-0.3068993536506044,0.24739211807549155,-0.8924435817597576,0.6393671940425513,-0.05741229585262797,-0.6514588853674668,-0.0045434232762543245,-0.0013471023171515025,-0.11775075942129203,-0.10177206623768575,4.039791498496801,0.8853905714386725,-1.0957222694095963,0.0
26,16049.828023636097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.671838067224484,0.0,-0.3706253110181003,0.03717900593017244,1.038054573195752,-0.20849959765411943,0.4441437575783689,0.10093631960665284,0.3780231129903958,-3.8671592292780956,-3.097400864267127,-0.9055820457097093,-0.54623919941452,1.0077530972137316,0.8955025701920971,2.264202170300523,0.40868259808201535,-2.524578588451777,-2.1034027783539875,-1.5536664531234792,-0.49302389721846057,-0.21948520434485502,0.15389532484941423,-0.06011746346243163,0.44991415018227543,0.025958797708472037,-0.1010026046390054,1.2083459465882667,-1.7982852425626008,-0.163077226995489,-0.07424781362288582,0.4401579293125324,-0.6017381053249289,0.39429515992965847,-0.3409645991483552,-0.5084777757596095,-0.004505349760715149,-0.001307618171874181,-0.11493113914231527,-0.11484600246952496,4.581384209867837,0.8236685257959481,-4.015620606409268,0.0
