Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_shopping_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_shopping_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_shopping_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_shopping_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_shopping_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_vgvi,g_bike_stressLink,g_walk_grad,g_walk_vgvi,g_walk_speed,g_walk_speed_c
10,17169.694930545204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4779468904124413,0.0,-0.7669033485471163,-0.5232509598013526,0.8302536734479263,-0.4221639162183634,0.0335620022198032,-0.02676807260758088,0.1861811753368836,-0.6144116710477943,-0.714657410297254,-0.3504644430186697,0.05798596673864504,0.2443014905242541,0.09030432181241699,0.974005659063378,-0.7161526186424645,-0.37402264104566896,-0.8762104147339217,-0.4376407562477704,-0.07281813552865127,-0.20361244934923955,-0.19202398276074642,-0.41887135759775007,-0.021935307749769165,-0.2641154689019601,-0.11322847664707432,0.8541339856846364,-0.28017931479765507,-0.06018658903457039,-0.031629870827682316,0.3736941468179886,-0.5968727512240367,0.4951124154478621,-0.17327291130286293,-0.10185911328775943,-0.00982877233455189,-0.0034994223217954036,-0.18838311319358753,-0.07559142497791144,0.022687102711948806,1.1700475617326869,0.7371935836318437,0.023408770579586416,0.4988798580934272,0.47187436322730475,0.3263405616062728
11,17081.261912165402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.665361682228291,0.0,-0.3341994347330159,0.004055042839498202,0.3701955054702977,-0.4460063306820922,0.7572865244691201,0.0344823861445972,0.5598089084825442,-1.6291096296162837,-1.7453574641929965,-0.7727107642437543,-0.1718914567147596,0.7189592565002094,0.054630141705005256,2.0023130915890874,-1.2335354179237639,-0.9305378971715697,-1.3596163661281417,-1.10501327733507,0.0477709693366299,-0.23918411834627407,0.26954912128854436,-0.4263567201094,0.2323490276204801,-0.41192410514314504,-0.26754939006945294,1.266282458580747,-0.8057372016830617,-0.4767688220463028,-0.41786010086137154,-0.04625714899900052,-0.5607755140596522,0.5689145420751903,-0.21344830175128118,-0.28677830275230676,-0.008240280352247489,-0.002797607079270506,-0.14180978996445362,-0.07046179193464716,0.04136881334674154,1.881388086959096,0.1277432703089354,0.05928245228539485,0.49984580132473017,0.46118383316832706,0.3520382559227009
12,17039.840159639592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6342386635846728,0.0,-0.29433703699424996,0.19678422904152026,0.6072488730334349,-0.8936231263362726,0.8026167861252462,0.28992906560769016,0.4747126033597845,-2.0231923820862527,-2.389673184760615,-0.8668390551268224,-0.36513674576903565,0.9896008066975217,0.44702406950863627,2.1607879649718162,-1.0618211168517773,-1.2698054137089458,-1.5903444453867963,-1.5677407764031526,0.01835738721725402,-0.20461627240995056,0.45851503599989873,-0.33703498066483284,0.5297585379818801,-0.4166183485329219,-0.39531417052486995,1.0519350863810766,-1.500345791205203,-0.31053848105077514,-0.5604295129862062,-0.14288650667305836,-0.3118675051389004,0.592639290769243,-0.358308857691308,-0.29641109335729066,-0.008033660114240474,-0.0027130025146117833,-0.13664685189112805,-0.067280768755449,0.06092389384836157,2.679305487627938,-0.6296618768531949,0.09330949316221249,0.4894303288242684,0.44645362422048884,0.2471234816653908
13,16950.94507914285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7370211070860058,0.0,-0.22116778199164344,0.18359340660071558,0.6879631700316772,-0.8005974946659544,0.7671493752731535,0.18942945560492813,0.42572624814299365,-2.4776689201156,-2.909013773339421,-0.9329646980577022,-0.5720995504769286,0.9972082656825794,0.6220679616043431,2.0166357218846733,-0.8049365063550014,-1.5412856358614446,-1.7770995681700226,-1.9431745994661926,-0.03227896299443443,-0.18867275266671912,0.5184824954488081,-0.26825631902337155,0.7779365248595292,-0.38873652614021614,-0.49811588858002565,0.844425141815404,-1.9381326447991973,-0.33330976739066126,-0.5004836766571826,0.00693436808443057,-0.3044041119785708,0.6172320867220493,-0.310491167600204,-0.32610861257673707,-0.007426209512477043,-0.0024447417689084797,-0.12081055049648158,-0.06408536364760221,0.080876942992431,3.41805585619731,-1.3063109278627396,0.12468377130904462,0.48618196849037193,0.43931132715614407,-0.041744339488596766
14,16934.781612831972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8011503593514593,0.0,-0.25489796124818676,0.20815540217429035,0.7792049158662202,-0.7704068120301136,0.6927242781399587,0.17986140012495422,0.40915622423830134,-2.62712387022328,-3.0640309783290154,-0.964812523480958,-0.6088026209030065,0.9802677724549624,0.659408254860398,2.009878683840748,-0.7509765933755435,-1.6388001485707797,-1.6976597833224183,-1.9966601921865326,-0.02731094059223305,-0.18024746821223103,0.5285634681114693,-0.16474247839821754,0.8095505669004285,-0.305153043170978,-0.49483946125184813,0.8573850461004859,-1.9716065414866952,-0.3329292255264171,-0.4547685119470676,-0.10528080615747476,-0.2654798867148554,0.6121927828214443,-0.26033877107863845,-0.3107592147024498,-0.007247635292975405,-0.0023514391239618584,-0.13509912760339168,-0.06458768637254952,0.0992840483621325,3.5421929820335074,-1.398998627551737,0.13699996365804956,0.487306053955801,0.44171241755200774,-0.21780566037447255
15,16918.148557821736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8120430070728406,0.0,-0.2819420991241171,0.23599205374226123,0.74094892950613,-0.6768076830732597,0.5625146518380335,0.22262212601585968,0.3939704075277501,-2.7198777507578256,-3.2573441232220897,-0.9857332071919792,-0.5896842336376696,1.0300692458995402,0.8354994120799887,2.0669571899436368,-0.6614857031553013,-1.7884696792408712,-1.7227571248312512,-2.040824550604622,-0.09932792764345025,-0.23364311445760727,0.36254078548582225,-0.1723064520898294,0.761805923697897,-0.20169509585282608,-0.4804271484856306,0.9091936160003788,-1.987610928926281,-0.2811769570424459,-0.40646414324037183,-0.20597992521449587,-0.2280179588710551,0.567439830939572,-0.1972587143548149,-0.25310568618064677,-0.007250685496168534,-0.0023609195838536763,-0.12294190468010688,-0.06622964922059595,0.14140104761993308,3.6093662095622965,-1.468881098516335,0.15901112736370704,0.5045907986872293,0.45838875355743797,-0.48781921244591564
16,16880.687787352035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.708490083161607,0.0,-0.2967972276863016,0.10570501354736883,0.5904129871505046,-0.6590258329141104,0.46418786516283506,0.2575383135022853,0.3978212164507122,-3.091487672850037,-3.6643239884049175,-1.0653951663955532,-0.5259583001081425,0.9549718354168334,1.0557695582092854,2.1031646268402224,-0.5046075120568363,-2.1537584399879526,-1.553405499184319,-2.014425516992339,-0.22713057130218417,-0.3460768303017536,0.013703588195914274,-0.06747036017647352,0.5755369586932085,0.0946967820141692,-0.37905993931577314,0.904517609315129,-2.2510605237754215,-0.17862690243415424,-0.3559209984253913,-0.17503401770709676,-0.32624132737028183,0.48780053027760073,-0.25300814619675827,-0.11169321399559279,-0.006953440500711902,-0.002182954062153343,-0.12519697477298233,-0.06532126784539326,0.2730583687588435,3.518779557867085,-1.3826382689396264,0.21808382260754666,0.43715144784192017,0.513607706011352,-0.6204477463233901
17,16864.00266189138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5840613315355507,0.0,-0.2881266289958284,0.1611672666669771,0.71433190393047,-0.8186833541544072,0.5720019463710952,-0.020571660919394774,0.4362454951158799,-3.2910928652812435,-4.0044115312794775,-0.9938389214552208,-0.3980506005649223,0.9407803878294343,1.463749929951824,2.0146173183448024,-0.2495006738776796,-2.5731840905368557,-1.3804031904948428,-1.9461049596230895,-0.3270497379355908,-0.5157415382358541,-0.22441874386055366,-0.11097282309142861,0.38498215968288985,0.18130513276844473,-0.2047559816838008,0.9682170264777051,-2.3834147092004674,-0.4353978552350134,-0.3477260011200678,-0.07579241525221961,-0.3447940756773913,0.45530325006173344,-0.09936986366778561,-0.1272321299114245,-0.00715402392773682,-0.00223262375535464,-0.1262076964865066,-0.06795177458430089,0.4702114827028322,3.3387380596691507,-1.2442865977158963,0.3056882547137417,0.3453491768121469,0.615927810976261,-0.7007108134958966
18,16798.621920477784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6472387448083678,0.0,-0.3842832743482848,0.2842189953533178,0.6903172589567417,-0.6950175780729682,0.513734870690771,0.13345791786333105,0.2968776985313576,-3.5156837398318115,-4.232552944872817,-0.7909890903922723,-0.2967755316097429,0.8160589164321898,1.775188329059032,1.7063481511474463,0.004863643466099965,-3.0622992169704073,-1.1655185227593552,-1.8647657042124683,-0.41114499683933864,-0.6846840903733632,-0.16782564590581522,-0.31134769904088544,0.2630630288801978,-0.041622178334930454,0.04184465624014308,1.1035721831815455,-2.3977157410674073,-0.6113026610846273,-0.5713607266623941,-0.009275814539587798,-0.35477493850467334,0.6338776981360731,-0.11489163012575324,-0.22386103791203676,-0.007206587499973051,-0.0022098515926402356,-0.1268406267168385,-0.07103116793172946,0.7654713133622999,3.116538899877506,-1.06397956228262,0.43723154239245177,0.24556925381007166,0.7114684994771239,-0.6593259341240576
19,16768.40307237431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7289309156204007,0.0,-0.029780997303032353,-0.2569758285822806,0.7889618461926283,-0.5671396976693106,0.39723456098182064,0.15176737478449526,0.35260230540721504,-3.6427584742281063,-4.262330223282233,-0.4616111694443494,-0.20258594089179466,0.6689062857541608,2.085161863798149,1.4395450661489817,0.060103736647659375,-3.731597691742877,-0.9014037469731482,-1.761731490613845,-0.5615650559098291,-0.8400901311223161,0.11284015377462642,-0.6936168364299331,0.1994249278871763,-0.519574449551382,0.3179491850539,1.2623020318512068,-2.3146063803261825,-0.4535723786029819,-0.6367923980505265,-0.2094111282241124,-0.30771946059094674,0.5172544893716714,-0.05462691818588799,-0.3377240118451992,-0.007328236556686972,-0.002219125352703104,-0.12687741454885385,-0.07530620643162504,1.2757675878941497,2.8722499224124136,-0.8841807619338917,0.6659723515133693,0.2285934848038823,0.7227078115014233,-0.5331859287518792
20,16622.41600888572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5478525393012221,0.0,-0.3912686648957315,-0.240653182517443,0.8244035043726439,-0.4548646078608616,0.33270279750344345,-0.08621423002917372,0.4429348174627191,-3.6510790076503867,-3.9006934248832144,-0.13723352306413678,-0.2273054250077183,0.4834953007015726,2.1166551409029197,1.364565651457811,-0.3411371751204182,-4.456637985671077,-0.618831862970296,-1.6827124860634195,-0.6795738211060307,-0.9183642040093886,0.41404109156830293,-1.0409201947939968,0.1893450324626643,-1.011038894007718,0.46690891417712865,1.2591720759131286,-2.0568809569603315,-0.029816521678019292,-0.4208571299787516,-0.09114966688905389,-0.488130052787289,0.07058311606823953,-0.12684099931937887,-0.37138169037829183,-0.007069701519899013,-0.0020830206309308923,-0.12566290575356664,-0.07738663537111394,1.9957336916322999,2.719477696792457,-0.7827832665924195,0.9901794502344509,0.36906442006870843,0.527881627522666,-0.4627921004422851
21,16566.854372072987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2448413884139617,0.0,-0.21835585285183762,-0.3012603707246697,0.908954847098269,-0.7539767807692652,-0.032815626738225245,0.08003671701562512,0.346374338735977,-3.44372684814738,-2.8473917567214544,-0.04110263238039072,-0.20171004736082143,0.3954641608440903,1.7396340158079713,1.2504474339224991,-1.1629136896244994,-5.477530825845739,-0.35098329662304856,-1.5812753376169788,-0.7408789507053515,-0.8891135475948393,0.4163664007725342,-1.255459473450644,0.09454095617143693,-1.4311687607887944,0.3649614139427955,1.290244059986539,-1.2899619873531363,-0.31703632325540293,0.3917112815834559,0.37697860492122576,-0.6785379250401811,0.07411229485269727,-0.7340017288814737,-0.4017115431930389,-0.00651907890269024,-0.0018237420068771847,-0.12005418114505095,-0.0825733565442135,3.271007798169663,2.627117117238501,-0.75626168452094,1.571798911869253,0.7047545375245035,0.13767637912060865,-0.5622564909037819
22,16311.75738194973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1914855799706294,0.0,-0.19570923903883752,-0.3746833574341303,1.0954004176059922,-0.5150362259792334,-0.018646593926498166,-0.250966397224488,-0.0718988564309262,-2.9006682810173574,-1.5382373925843424,-0.43267591230013047,0.0420744628272221,0.6713035448032205,1.0954942750032495,1.0024483469522043,-1.697105924602187,-6.177367234445621,-0.3758045825280774,-1.455765890313766,-0.7120369659389284,-0.6520711082235829,-0.13438033590611997,-1.0768309632164395,-0.10401960297113566,-1.3167108567722827,-0.11060051229627493,1.3678799632481249,-0.8681427144952434,-0.16764087190196794,0.258270908803682,0.3029134293062743,-0.6854920858409049,0.6222674724905035,-0.7152805926191584,-0.33375609664298644,-0.00639890904541592,-0.0017995504319682535,-0.11231658554357267,-0.08804888608727138,4.503266291908565,2.670022454456457,-0.8778056005794082,2.144640256465269,0.985276849670498,-0.2329648990086191,-0.04723299276433679
23,16290.209610527709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1655280120494438,0.0,-0.5739329004619964,-0.6789696303355872,1.0943884394351482,-0.49756711754581856,0.12569755762859347,0.3204686968652929,0.22814077822660989,-2.5009416806241855,-1.113206247086384,-0.41640509637928963,-0.002539057246492539,0.5886111171781372,0.6473116158703185,0.9471144098915177,-1.6699813019042735,-6.1912564733006645,-0.643155177033371,-1.363479931115916,-0.524115918536841,-0.5949175972667038,-0.3870475831520399,-0.824342341606944,-0.10679077542141441,-1.0347745337616387,-0.447043960367421,1.3892520295491313,-0.7682769775336327,-0.4802987734595623,0.15933503883232913,0.29187051972110883,-0.7009862562501978,0.4945126971267175,-0.06102963391674321,-0.4549265402867385,-0.0063094677287821544,-0.001798903973488838,-0.10614956519620372,-0.08913118383034471,5.04744768582505,2.6930514001105372,-0.9399260819130093,2.411073719927889,1.1217287036173973,-0.4194259253131474,0.28581137655261657
24,16255.602552515438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2366785889749736,0.0,-0.542524386189481,-0.645314201410829,1.1594605948634997,-0.5044014782876254,0.12767890004261234,0.33511177819297816,0.5649003562852212,-2.2217343480329728,-1.2170108442597178,-0.2531121873205921,-0.12622823357899102,0.33916446892240476,0.4408658603827389,1.0377208829236093,-1.4489991179689958,-5.9028862431641755,-0.9471994247865043,-1.2545915933879406,-0.399651089543575,-0.6393347039277464,-0.35764085899574705,-0.6819226568085697,-0.04268906815328355,-0.7259473367165372,-0.5928819583818943,1.4710233247507782,-0.6653557057183066,-0.4401299270400014,-0.06880702525082319,0.349910249582673,-0.6935066163975856,0.5313599719277876,-0.17130226724786773,-0.440865402759658,-0.006357790741741434,-0.0018484504448792341,-0.10419150702236354,-0.09102519719624885,5.245309672517188,2.641040259546288,-0.9058539746249568,2.5208901527490752,1.1935100099274203,-0.49198530263127793,0.29295285584529807
