Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_shopping_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_shopping_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_shopping_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_shopping_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_shopping_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_vgvi,g_bike_stressLink,g_walk_grad,g_walk_vgvi,g_walk_speed,g_walk_speed_c
25,16224.4320133884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3358765216306874,0.0,-0.5334270158307791,-0.6304380105222177,1.1984431155564452,-0.3801895851303695,0.31048804287378406,0.32845662136100384,0.34523694995789855,-1.8031134832836264,-1.615287862689919,-0.06882611242611908,-0.24234590735792874,0.04994168831058676,0.23987088242483004,1.2550098501812932,-1.1425345494714376,-5.298956504833441,-1.434892240089902,-1.0700224346045593,-0.22886620877554706,-0.7256207836250738,-0.17506576281984418,-0.5222012017823119,0.11891102288481656,-0.3571912513457868,-0.6991873975367318,1.596931513498479,-0.6931731066658166,-0.46850245951496294,0.1244465707055504,0.2722134436174487,-0.7012861842757006,0.495886436405226,-0.30786594843108617,-0.38397933066789985,-0.006557475611186344,-0.001985723607427995,-0.10139020787658713,-0.09274681768101141,5.473249815610972,2.4992773169042235,-0.8015146204456142,2.660175083999479,1.2841881554168522,-0.5894307732845353,0.43379655980817533
26,16188.0426140069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.274581260659578,0.0,-0.4475563258260073,-0.561837176621339,1.189566554262686,-0.4501621351489891,0.12455779135350029,0.296533849289743,0.19506750359144828,-1.6277856335710927,-2.0797678645642534,-0.23064081748398582,-0.19616347683147392,-0.031848354364914705,0.07136839881105617,1.3694910303823697,-1.0436099555254439,-4.653609452379909,-1.773897770173434,-0.9243797881269765,-0.150658153807682,-0.7023057517220673,0.009673485961993522,-0.3933940865519224,0.3309682585327951,-0.28460336282777304,-0.6646660184666436,1.5837503934773733,-0.6763789321194587,-0.3750261578587705,0.1465481300166993,0.34015236803717946,-0.8487004514773182,0.5465646872707517,-0.10485619860297482,-0.4403801456545623,-0.0064926657855292275,-0.0019807233943145443,-0.09841295694689156,-0.09327709538764667,5.621777913816837,2.3420274647728996,-0.6670523543247492,2.765950932069227,1.3036169275496505,-0.6163552612140535,0.45420726459091215
27,16150.71736975895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1981458957267757,0.0,-0.6171585373016177,-0.6646230159893834,1.1428558262166373,-0.387332576129044,0.10373245017206173,0.23069510773293828,0.32228941006517614,-1.5004072102412198,-2.6570305927193467,-0.5122777183992762,-0.14516362255271828,0.1375401057371897,-0.0029348972738256207,1.3078936948785274,-1.0312822278822176,-3.731377660141345,-2.0568109713343947,-0.7855767747962678,-0.10692369320186434,-0.5398959335647133,0.1244302169964256,-0.27636832490743035,0.5539496185673993,-0.3143666770664133,-0.5242763557124643,1.4773626898817391,-0.6852883764017756,-0.3631902712950467,0.25028118081098927,0.3331122979616538,-0.7451437036603346,0.688309200596757,-0.17262624052029285,-0.5215663411084062,-0.006495959631025866,-0.0020113340651955044,-0.0962226696759271,-0.0937327370033487,5.774410272857164,2.162422804965697,-0.5185416153500682,2.8933534216036336,1.2709604146221471,-0.5874215317952811,0.3945863514236529
28,16116.839955111243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3778625485660179,0.0,-0.561259914987527,-0.6502589092519626,1.223409242602015,-0.32361817725103437,0.35845045090399114,0.32815183633765066,0.28596545672951473,-1.484614122828521,-3.211628523009096,-0.7527768889331989,-0.2818620502978032,0.29032594685091273,0.0296120049883584,1.1949570427562732,-1.205824755912902,-2.532898436906273,-2.209336828862488,-0.647765433487579,-0.12393022691612085,-0.24834556254983564,0.037770131867310125,-0.15987511138021332,0.6859497456301047,-0.36805522749561903,-0.2841559070286225,1.3545874982695374,-0.653293405345331,-0.29853689327739424,0.15083417529056573,0.49388509697663874,-0.6572458932239983,0.5522503100691596,-0.1870142314557232,-0.46683173239018955,-0.006416553632290143,-0.001992129532455694,-0.0964586605358497,-0.0953489398273175,5.931718158149786,2.0104432992848795,-0.3884646168828919,3.044291997033513,1.1954193984814756,-0.4997065050507366,0.20920647087500815
29,16085.372619576181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5214786763837962,0.0,-0.47573838660296464,-0.48420596037516533,1.2308857882309547,-0.23693891458141428,0.238936077515844,0.32380914021492924,0.3892316964726152,-1.548084631965118,-3.497583431930686,-0.751345579442566,-0.5445931901118213,0.3005481125207561,0.22055375655963821,1.1708168976685023,-1.4556169579073155,-1.4603399086142734,-2.226482646112133,-0.6046944869866928,-0.1097247474587013,-0.0409705660069557,-0.12186484360049757,-0.15557019910741138,0.6361549727532271,-0.40039124603034343,-0.06409978624830337,1.3166184611007512,-0.8670763631604876,-0.3500262272171806,0.20705541511889086,0.4528719236483253,-0.6172233893340449,0.5838720545851844,-0.11739352929154223,-0.38161096162028413,-0.006383130683547388,-0.001990454161225115,-0.09579068551339744,-0.09540377978870287,6.0440668547759495,1.9744724673650358,-0.36772792618745953,3.1747989376981685,1.113059659357494,-0.42540236129754455,0.3108351030253972
30,16063.263730418475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4109468051543006,0.0,-0.5226120144424856,-0.5531017626190163,1.180166736511169,-0.29339403064854214,0.2833239319398885,0.2985102689795365,0.3429449488925482,-1.681815320343294,-3.556091134337126,-0.7086916024857234,-0.5467176832486258,0.1839496637555726,0.36540178804163004,1.19017246981295,-1.5710640654606083,-0.8103194828528675,-2.1821214162879876,-0.7192723751184027,-0.004662755071879576,-0.02170033792640067,-0.13938713408105186,-0.2162278773106006,0.496343577904769,-0.38862057893714136,0.05433999728526677,1.4122743283754842,-0.9065033153619922,-0.3619098736080224,0.12489904645501801,0.39035175123541554,-0.6749700806808719,0.6918205978442507,-0.08939235677050793,-0.3060844655872784,-0.006217420216125252,-0.0019303761914452673,-0.09423732845080388,-0.09559699853698828,6.097865307250326,2.056826657231309,-0.4430954068664774,3.263024289471666,1.0787152501902433,-0.3830746351295482,0.2355078962224194
31,16037.270688349543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.47577564565549,0.0,-0.5224818175854768,-0.4747639797088044,1.214679144281978,-0.25798419786120225,0.2166082802453086,0.28706792395056757,0.3687811210826693,-2.0001951649449254,-3.413932122942068,-0.8112265017589969,-0.12435128116038563,0.19625716782485403,0.38049371788923003,1.341396909891078,-1.3916429219348447,-0.20843342364703765,-1.9841004555170092,-0.7801177438461138,-0.008599155306497104,-0.2459586859909799,-0.1111022892701164,-0.38498634334901155,0.40010128424045543,-0.37133543216778675,0.04592795594083536,1.5024432604750075,-1.0676329874537642,-0.4438941761306118,0.04987493743124914,0.3853608675555074,-0.638599373534137,0.48026124891889554,-0.1943532921916456,-0.29197672126078905,-0.006006064609368115,-0.0018595990127974794,-0.09485677633868046,-0.09485538312467907,6.149910258827414,2.2135364979074903,-0.5877230958656992,3.413549982950476,1.0528156634736583,-0.3585644541088199,0.2494950267154495
32,15994.052693313799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5068407820441367,0.0,-0.5093179457658384,-0.3592233815157527,1.1989639034708992,-0.32627442216644365,0.4029115221635709,0.31510541601538966,0.41235600349835466,-2.5994088955658556,-3.134038991211076,-0.5673603627545587,-0.053839274951565555,0.551003925600598,0.3318925124092945,1.670706145955192,-0.875678646642152,0.17873371611513045,-1.644926726013001,-0.8521108318452285,-0.46726328284636987,-0.46866212580400374,-0.15837898328545402,-0.41148727800058643,0.40928051410616445,-0.4506565665191693,-0.1691453863891374,1.6057667360824723,-1.1826739520586886,-0.25513870237578584,0.14918659502606657,0.3459890272650389,-0.8437182093495915,0.6858942721667525,-0.1793960785046017,-0.48060592202479147,-0.005699259637744711,-0.0017712451151253225,-0.09610476371034815,-0.0935547561882253,6.223619371544008,2.325038428922558,-0.6795882863218913,3.717210610413078,1.0804824975711163,-0.3816858530508708,0.17776575876730197
33,15941.850217257366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4719406620266664,0.0,-0.5977176192115623,-0.442101599428599,1.1922118683046898,-0.23945383440493875,0.31116481797722306,0.18555829416953606,0.24859211515073804,-3.0089276236649263,-2.944718945465248,-0.4683504437782053,-0.18233505652515608,0.5857668671186455,0.4867367573064235,2.1672030107901743,-0.6705552740663365,0.007201224434157327,-1.4895180689805727,-1.1479583407588083,-0.6244505801323683,-0.5346535392004292,-0.2067859924570918,-0.3447796060666589,0.5544889707188946,-0.5436921040997345,-0.41363165227287907,1.4003071210397156,-1.2064142050016604,-0.3554868965435262,-0.06497697448467182,0.45111841110034034,-0.61173647195897,0.7715146773373839,-0.17249001697101748,-0.4443474939252109,-0.005388182321858773,-0.0016493872728268943,-0.096178541214834,-0.09180966220119796,6.291938074501798,2.2842085900504125,-0.6426782769308245,4.0525039270108305,1.0733828404074328,-0.3865999796975418,0.16842394393166746
34,15849.49585234652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5926453167316572,0.0,-0.5401114448075136,-0.14476057023215366,1.1008436952205418,-0.25269621517936486,0.4546469324741572,0.1760038477867338,0.39097323582526955,-3.3951346527497037,-2.6932355159216543,-0.9349288465140617,-0.2230692880378251,0.3818985001300892,1.1551342911113722,1.9304536412595061,-0.5709937217627763,-0.9265968609385415,-1.5941194474975124,-1.8382241013467036,-0.35664397353727373,-0.6943747825942681,-0.15650090671951083,-0.20304710961248013,0.7345794990289554,-0.5368205049486132,-0.8290940866129701,1.404746841015203,-1.2349668663640525,-0.1577327941245581,0.02284987549639729,0.34394932444047893,-0.6705900496184966,0.8385421955533118,-0.17069542824243644,-0.08250655507626226,-0.004921579878111058,-0.0014387934363256668,-0.0911646880060872,-0.0898982002705964,6.415518058578352,2.238697531912635,-0.604178631632213,4.743101773394258,1.0797710568063608,-0.3922203039291092,0.2996416572032903
35,15801.567637628037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5454239510643617,0.0,-0.5406732621347266,-0.08992311348891756,1.074120596727217,-0.28597501468697295,0.3178083112184481,0.09801489103791634,0.2713999742529585,-3.3743864473225145,-2.8668171047683915,-0.7666937029687091,-0.22127675098563962,0.632202973601925,1.0656343156324017,1.5285255606649206,-1.013027346059524,-1.618479067457978,-1.7358225045742808,-1.7358189917604252,-0.27890842639785784,-0.6350190370051976,0.041175684913862226,-0.36217798537771845,0.3644620367381451,-0.020112049516298858,-0.7997655228954867,1.5125839355649286,-1.3983548326366595,-0.15167576992364754,-0.1397416359497271,0.3293714804000539,-0.6723842156125579,0.6943462026057067,-0.23782963550940928,-0.3794293220572494,-0.004500198182357593,-0.0012972145658181541,-0.09007986861011202,-0.08804099684535266,6.4737803363480575,2.419175310486318,-0.7789475038108943,5.12399538937339,1.0525291038607065,-0.36942463238181794,0.2876123577304972
36,15780.761270044974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4864445435648397,0.0,-0.5567519926828508,-0.061754533813686924,1.016356547475381,-0.33456018558679423,0.3383338347916701,0.06229193088867044,0.27458722214685144,-3.07929027671263,-3.0500982302911033,-0.6612556361684898,-0.03791865822009308,0.4415923850380611,0.825335689786957,1.5157454917488211,-1.1955942919533633,-1.9888704700842195,-1.7131368973918537,-1.3430499614656513,-0.3055488160865855,-0.515806957415774,-0.17182138544051848,-0.23597546276834608,0.3229698157761524,-0.27668559793973285,-0.5636003464122014,1.67463144932105,-1.610736215333412,-0.202061979428934,-0.23252168483884278,0.23074511068333442,-0.7120460999621118,0.7005123245205717,-0.3003519019108361,-0.3436969220377866,-0.004288346574112495,-0.0012415286559763871,-0.09161429397902943,-0.08763558817760757,6.50633066842115,2.690034176491696,-1.0364308844480015,5.32487109498279,1.0039321160265453,-0.31695398370749983,0.20586094007440742
37,15774.134563268772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4871691028766483,0.0,-0.5619707240880746,-0.07621353434169538,1.0279209148244186,-0.3412564568996462,0.3510872569843652,0.06223206173526578,0.28549123602965093,-2.9299223529993377,-3.0720451401630977,-0.7950399579933828,-0.22022777732276372,0.5150066273463617,0.646847061942598,1.5966000391834059,-1.0995748450111482,-2.0792986092058787,-1.6545638448923652,-1.2446787133049075,-0.13153548344495167,-0.6113183848063231,-0.1797105317637871,-0.33745459060942706,0.21173669540971277,-0.35088196918750186,-0.3358928207941919,1.6495529241464417,-1.686332815129775,-0.18508071610453505,-0.23660300849444818,0.2434650601587752,-0.7310725130533451,0.7441531130582012,-0.28437895329387,-0.24092446985197025,-0.004216265214859729,-0.0012298370567792455,-0.09316320876364223,-0.08740738007169084,6.544695422433891,2.7546723115896543,-1.103415594734493,5.4413381745034775,0.9638507733146473,-0.27835818773531845,0.1520973837316972
38,15761.305036275346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.491804893536372,0.0,-0.5860265583624185,-0.0694600756390993,1.0339133310751016,-0.35210663222076916,0.3965481028787214,0.07789881575293486,0.3113934643974654,-2.582801166887665,-3.088124729683238,-1.1915502344448592,-0.40376063068158363,0.30447088210857665,0.5075594334491534,1.7421995989343242,-0.9339089273782933,-2.0620102773138838,-1.6050669575209735,-1.495865813352319,-0.5159629184885918,-0.35523465432337625,-0.06046499812305271,-0.5245126990097314,0.13748761078373828,-0.20790975614169455,-0.011082862961292572,1.6659212768876166,-1.706221259403182,-0.21534784177504368,-0.23710680521058736,0.2290248124060583,-0.7447281690746397,0.7712896275868737,-0.2931758645439363,-0.34212728206276116,-0.004109133225017806,-0.001201438028025585,-0.09243083836617298,-0.08722354956865523,6.73175104364288,2.7554153025678727,-1.1451626759152629,5.88933848586016,0.9111822054133749,-0.24846344217169786,0.19998934082870629
39,15707.683375526904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3764235396702438,0.0,-0.5635948710867372,-0.13323892840219514,1.0250993641831245,-0.4228408329711449,0.2167095537463918,-0.04963237019501718,0.2322872895539711,-2.0709983733100428,-3.4383435952107937,-1.1638603245799957,-0.6351357150113138,0.6508862931812733,-0.09574126847743658,1.463621352428517,-0.8897747585878186,-1.6485008552550502,-1.73591517374947,-2.614371435147002,-0.8379018595127437,-0.4804763059584724,-0.28620942675295047,-0.3003582618424858,0.7789379077987807,-0.15136716316943855,0.41528259417261454,1.9110922165430475,-1.5998284285963456,-0.32234025325558047,-0.4210365573360694,0.19014708755396798,-0.8005199978881183,0.5532075796345357,-0.410511031692804,-0.08267734649227615,-0.003620284313984616,-0.0010881790842745028,-0.0845583708155672,-0.08812143651438316,7.536522040738435,2.4375691642888193,-0.9877280869417446,7.7289428906974456,1.0116301453328018,-0.44577696848746934,0.5720988071799078
40,15652.51247688534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.500864942118319,0.0,-0.4634443451520027,-0.10530546492886225,1.0245784548492822,-0.38120227997177114,0.3414689689984083,-0.024741301660520486,0.2394272376354906,-1.9093289567505933,-3.632784739945508,-1.0991974978388985,-0.5262158200255304,0.5792649104859025,-0.2191983436857038,1.4660398658394842,-1.1505638025277167,-1.3303970446720923,-1.8952037117210123,-2.8925144624660724,-0.7393913730403786,-0.7885682038879982,-0.4110747992328473,-0.18556556787081258,1.058179293639657,-0.08016687509332075,0.39041504903123614,1.4934394838234981,-1.5528767752245152,-0.12512801035058194,-0.35365420189249996,0.24614359754190998,-0.5945784787044948,0.7744588419698895,-0.3252308163494572,-0.3203031735661459,-0.0032446369076777615,-9.493435235630758E-4,-0.08087415682686945,-0.08670642882812579,8.11443628545514,2.205292595031936,-0.8898496743018327,9.042077368248746,1.0415905827700536,-0.5631372746660198,0.6518584520980054
41,15587.604382621294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4463335412681917,0.0,-0.4886754075376664,-0.19833998364689687,1.0165178523796208,-0.37502986112207765,0.302306462982992,-0.08053793170716181,0.20372943421961467,-2.4050691511087217,-3.516795938123407,-1.1767811156735941,-0.6332239954352236,0.7010621351214079,0.11872351944928577,1.4697216232707808,-1.0685282364508628,-0.9112602481462946,-2.621029520608523,-2.0793176940770985,-0.5009161246196927,-0.2555620503041516,-4.436906357502268E-5,-0.02662332880744664,1.0141474005499285,-0.23092727869433927,-0.4165268995618939,1.3433179216226099,-1.4759832666531982,-0.12517058318261395,-0.3543946876084794,0.3060070426870146,-0.5379021776999132,0.7964800085253744,-0.28851641660644045,0.06608816024633013,-0.0025825886269250017,-6.55342743947721E-4,-0.07157005351813148,-0.08644738652912629,8.876617342826993,1.9535535271535345,-0.7872206432109342,10.747531293980405,0.9386867187396932,-0.5386897152236343,0.6972436260603759
42,15575.111800829935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4323437096287013,0.0,-0.47239289936967643,-0.20364726426759566,1.0176324589447137,-0.36641163701199775,0.25185932725562477,-0.11746984723787676,0.14710854037274979,-2.5966505913015028,-3.3163329784246707,-1.1679341468806248,-0.6590137884112691,0.7062807721997905,0.2200703787864624,1.5233020679978801,-0.8838426471967183,-0.8580750488221406,-2.895790874513123,-2.041472225751817,-0.17981763578925136,0.0209588788650798,-0.09767640456948806,0.156636254300841,0.9524331126263689,-0.3566539978686717,-0.3744949912485618,1.406294268273047,-1.5005803937083257,-0.04272110019810353,-0.32385186118300857,0.2922627168878538,-0.5556644529512785,0.6601140306417952,-0.3953870875824663,-0.2880044948557999,-0.0024804255362885835,-6.070816790846761E-4,-0.06800238335707774,-0.08616112454843283,9.028342774536961,1.866039559488621,-0.733228240773148,11.069319525309703,0.9032102976620008,-0.5132278974834876,0.6802157932234542
43,15568.399207846254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5673924451109542,0.0,-0.4119312300720553,-0.13905925157564192,1.0833551393918694,-0.3316370662728337,0.30791792992593797,-0.07283414936755245,0.23738215560837844,-2.959737751736921,-2.7150694076506077,-0.744704267574232,-0.1698781106282019,0.7742755049120283,0.1674459454620637,1.603348675606929,-0.6958170266090734,-0.9179776603003076,-3.4795692076557123,-2.1664318470857737,0.004279729281821826,0.49191811527241475,0.08508613150495398,0.35065617721854897,0.8462039376005475,-0.2943003336819648,0.19778281863448155,1.1883850122497595,-1.7764570661725994,0.004453990227400298,-0.19650280391278532,0.3635209611729927,-0.4970559217449352,0.7865311350534578,-0.26240605331549216,-0.061362941132424076,-0.0023426783179263133,-5.682894906351954E-4,-0.06090918677806205,-0.08476096236388637,9.255725689345649,1.6386836699698026,-0.5714235499410651,11.499687251648146,0.9983900975752791,-0.613233110817136,0.46743954433645896
44,15542.691493030774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5196773404939672,0.0,-0.4601734266335949,-0.24099591299861403,1.0804784865910841,-0.3141350074927413,0.3461235789826261,-0.053493477204322896,0.22269976110032086,-3.234216557370592,-1.7950531080817493,-0.7377911802268792,-0.20515645140700667,0.672923987858226,0.5216225150570898,1.5024052108994785,-0.788429623335281,-0.9308485527561381,-3.7911919607177547,-1.7397671656237723,-0.18004571066442374,0.007144063158916858,0.1588906337519388,0.48887884432915996,1.3781645435145875,-0.02945642498544232,0.6045381082293217,1.3049388775073707,-1.9299023365958203,-0.10340432436817758,-0.29634918423506357,0.33364953956041016,-0.5165994063242683,0.8437765054995225,-0.2374106962920961,-0.14141136765012474,-0.0020873837908234934,-4.7185449257387195E-4,-0.05623115681574306,-0.08332107131987188,9.539328730470643,1.5603736218842283,-0.5475294004300354,12.01294868935139,1.0406792383482477,-0.6543515799489295,0.33245971103084404
45,15484.133703155445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4774518857852654,0.0,-0.500756719029022,-0.26393207240622796,1.076368872314534,-0.36829193386998993,0.3223099518238048,0.02357725850392798,0.2480595001836643,-3.1834550722282664,-1.701440354563783,-0.45647297209031806,-0.023795348332735083,0.5039337926097491,0.5117803470164616,1.4028288063947703,-0.5900218231890504,-0.9745374790668031,-3.3570762602588937,-1.7151703688570845,-0.1407385358353115,-0.19908733918797913,-0.12796483648322393,0.12812173330770232,1.1796267004805925,-0.11103222453498046,-0.09104855757724206,1.2115148941279692,-1.1086004119030162,-0.027095576518253103,-0.12489166425805381,0.2718543392854167,-0.5360643755026154,0.8126929214535596,-0.20713394379436853,-0.14561666876058318,-0.001846584275743446,-4.2541283319066675E-4,-0.05312940042322355,-0.08460044243977802,9.89523650558307,1.6728184651695899,-0.744112619306555,12.61962307928613,0.6552284100595211,-0.28787042986753403,0.8337923723883047
46,15466.31202255302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4892568169009253,0.0,-0.4937883016785253,-0.29086928375164023,1.0919677207089007,-0.3558979591746676,0.31391421185523255,0.029572289099916542,0.24021101805999137,-2.9707072594958723,-1.8102838398193435,-0.5128811815398392,-0.06615289515199074,0.39250771309256083,0.4948690312113885,1.251298592829602,-0.5236789255668642,-0.9281253134365934,-3.024636718554289,-1.7922493445127037,-0.16253828036285034,-0.3065184843482814,-0.1572357110396834,0.06707363071384934,0.7020988364202952,-0.442918353176294,-0.6535180147660585,1.2759755163267572,-1.270910161855837,-0.09313618978923147,-0.18614384707624365,0.30789064338289157,-0.5233476259884878,0.7871501486434838,-0.20330799606994737,-0.2499507580625202,-0.0017857211054680723,-4.3540803960384096E-4,-0.05395382165959596,-0.08255641121616579,10.003345778377323,1.5676946408783303,-0.649306787077917,12.777487680599226,1.1004753300876815,-0.7493930933420341,0.7515672543458778
47,15462.519700303035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5097284443893824,0.0,-0.4927077850063416,-0.28583088776377097,1.1091292457233606,-0.3370464959803821,0.3041093988325676,0.023805526067151344,0.2316284162943671,-2.7069597448991716,-1.7391179352451303,-0.4943671556893347,-0.10686170017903507,0.36425926575929474,0.3242930964951414,1.1767094274498566,-0.6144912397649129,-0.8674937582247181,-2.9146677268043515,-1.9921214171595905,-0.20251805557141972,-0.4217720794214433,-0.08714236652561325,0.04913617638057191,0.5775220606235651,-0.6223864754272997,-1.135102850502604,1.386571590043604,-1.7239863517486955,-0.1247925461086702,-0.19206000461338174,0.29920134431511247,-0.5869109826422574,0.7515140243141419,-0.2110180877233301,-0.30628502611545627,-0.001947332677320954,-5.048381258261151E-4,-0.052808493888173845,-0.08390836536722318,10.020431822552244,1.3781369752574897,-0.4950997445582275,12.720212484374827,0.8002963047857374,-0.40340900623389786,0.38521953990560837
48,15448.425975811344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4979208124490635,0.0,-0.5075067066919486,-0.25767492967991384,1.0815483686343386,-0.35536118577852904,0.3493508864693892,0.07105821385986509,0.24969676824330475,-2.651379545322264,-1.9325706319789588,-0.4792119971812571,-0.12693933381410438,0.3977113004676266,0.277814789443061,1.1813287498138867,-0.5854364890741509,-0.7475705424614684,-2.5841413783861893,-1.8452558506258117,-0.051643120009756516,-0.2947566657333631,-0.3146944500609511,-0.39156275941211705,0.8454606189141096,-0.5261793167580665,-1.2301641270037649,1.4954133722713072,-1.6788038634864364,-0.17119255396086033,-0.20923198216476563,0.2839413351665622,-0.661192074790174,0.7652180547726869,-0.20708135929519078,-0.32819537075425287,-0.0021410314106654654,-5.550288078611446E-4,-0.0575295742517987,-0.0840625118457481,9.934675842112863,1.3761842762329952,-0.4813909574159318,12.253831467530723,0.8529474088382082,-0.4448921321165597,0.3988705865555257
49,15440.418009883027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.498272568014448,0.0,-0.557288454833082,-0.22256557922147913,1.063342275840635,-0.33701733012868385,0.33598362858949465,0.11508182352258153,0.2776030740571467,-2.6323543542966314,-2.163455972097647,-0.5574044664687499,-0.24052112354176275,0.467830163530374,0.2921924403388071,1.1640046360699987,-0.5693816952894847,-0.5615745651797508,-2.609518084010965,-1.7194098615110325,-0.348899768598678,-0.7275932747473703,-0.3292073615629792,-0.032196649753846895,0.33758209061765165,-0.7031707275277872,-1.0557745207686178,1.4459166258324794,-1.1870695594266594,-0.21040793188107712,-0.1891191518024228,0.2699198156548759,-0.6050837038005935,0.6584674510140649,-0.2386531629438498,-0.3134113788672038,-0.0023751922054100435,-6.021365942733644E-4,-0.05826645821027693,-0.08441388104992356,9.830119989571298,1.5363115977028605,-0.6325173786781537,11.612010977512163,0.7931086195024293,-0.38902920308096517,0.7056331705351678
50,15433.318295735888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4952285588267973,0.0,-0.5415946390157491,-0.21299666661057554,1.0570643318931956,-0.3611478150053568,0.34502745289042885,0.10158734260588698,0.2759130774559292,-2.5933625074576065,-1.9969033781609706,-0.617624019231129,-0.21478932568669035,0.45675857492586847,0.25461085840432035,1.1999760757744797,-0.520781034988972,-0.8657151884852876,-2.5072068019616234,-1.6116622032860441,-0.21903871867773622,-0.5613858005956619,-0.44595488116138304,-0.2716449445188175,0.43484660908923717,-0.6555410378143176,-0.9751147470624467,1.4682633243514593,-1.280497770416555,-0.20282108488185452,-0.19716908295500601,0.2667861591302938,-0.631352602562898,0.684758636764875,-0.24437112752313442,-0.28025840549586956,-0.0021680915983654674,-5.483543300236177E-4,-0.05921202514132251,-0.08267297310202149,10.105683322954452,1.5378312031434085,-0.6551815511653213,11.190071845349788,0.854993623930162,-0.4304647699219687,0.599606603251946
51,15431.00567242587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5023582299660536,0.0,-0.5226707205365109,-0.21673970833677242,1.0638925670825523,-0.36351005337748166,0.3415482067477308,0.08279978164745763,0.26931066342038723,-2.664254892061969,-1.9772938875201356,-0.5491647878234234,-0.16537742448254936,0.43968236065855854,0.3382355998785869,1.1965941026275584,-0.5691092318911152,-0.6426036486350221,-2.5326183112624916,-1.6652636982908926,-0.1980899535653477,-0.5229399393066194,-0.49452913933014947,-0.2870280505432717,0.5284775434356488,-0.6441010533267864,-0.929441588549464,1.4286240794189482,-1.4023822330010136,-0.1855340197449652,-0.1902685155756029,0.274837518684011,-0.6157611209294171,0.7088574425271207,-0.23313454066473843,-0.2609958795379476,-0.002174035701565396,-5.558934274478377E-4,-0.05950203463159335,-0.0818095942204964,10.402400805831665,1.441792556207206,-0.5835323046885651,10.593613703800418,0.8624902709759674,-0.4124571627233459,0.4565478928275066
