Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_shopping_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_shopping_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_shopping_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_shopping_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_shopping_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_walk_grad,g_walk_vgvi,g_walk_speed
27,15896.10434046233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2000671322695051,0.0,-0.5831686407938224,-0.23872186392628683,0.8274351832461009,-0.286177360673492,0.4121557588686788,0.05289526173095441,-0.018124701547304167,-2.453939030331679,-2.7505408233827184,-1.0071499846419762,-0.4607469924068668,0.5645345302482595,0.6186382898051327,1.510471995915772,-1.4993034445714664,-4.192436600216094,-2.1685248044217924,-1.0943874164798302,-0.3337797227811349,-0.5813104196018665,-0.07800437828285411,-0.07835650965305407,0.34429073160974577,-0.5689609550637488,-0.27378571384377026,1.5303680889639568,-1.7572672738151798,-0.27093884692771614,-0.10920963627162497,0.1168727357283029,-0.5740198752055233,0.9696807941375841,-0.36493123917654363,-0.2531783575842955,-0.0037118874841500153,-0.0011877168564598253,-0.09908089864452194,-0.1816984496505372,6.415039528931458,0.5309562960503772,4.991021324519881,-0.07110095458784878,-0.43361631215369145
28,15882.155737685027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1202279350106332,0.0,-0.6680856054169899,-0.31378892200854414,0.7992275507077702,-0.3337376601618727,0.36601201224477276,0.07173789870629889,0.13557573751368104,-2.385027158492365,-3.046028157241037,-0.9604262337241536,-0.37914725385357895,0.5507700518760721,0.4903721660882318,1.5162501037527216,-1.5308592978893698,-3.6710008830795107,-2.179618417033133,-1.1601809338779072,-0.4220444102833798,-0.6877854215427592,0.0018384918042916032,-0.11914272775348009,0.376360420627979,-0.5629095029677663,0.025749075220643902,1.4747366554990313,-1.8407793418346967,-0.2775338982092893,-0.11964595749220508,0.14865313493140467,-0.5767167115437263,0.9666301709544031,-0.25881638632736886,-0.25623893664037295,-0.0037003483727155013,-0.001180521178402688,-0.09889847701099343,-0.18146541368252234,6.5405320787712755,0.5215719928052174,4.905029348236319,-0.062096585789358505,-0.4502691561808309
29,15854.746321534549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2746056803803347,0.0,-0.5818928874044403,-0.22849777380806333,0.8746640379174647,-0.30869552716711623,0.45182129581838704,0.11884662871020474,0.19858319889065174,-2.293444871253406,-3.4719412320237386,-0.7882458115150679,-0.3003335949850091,0.4939064535274611,0.35562037183813744,1.5603526719595535,-1.4803865419056157,-2.8436679777686513,-2.1379907291062885,-1.2048702222063041,-0.5726169951631727,-0.6942149210925842,-0.024364310659264136,-0.1871500266697328,0.400044268628004,-0.5028145686762222,0.33098791720742093,1.471376246635266,-1.872843188981776,-0.2567313654318221,-0.10954083283788328,0.1648496400050855,-0.5970549742971241,1.0057745809108685,-0.2582181372091712,-0.2780248130671488,-0.0037695071481821285,-0.001219439730712367,-0.10198249290593304,-0.18201680907378093,6.718924314146763,0.5078241599964722,4.75161098170111,-0.07404044419672373,-0.4331289095748478
30,15829.253542171524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2340045927000591,0.0,-0.5638302494592562,-0.23171529374932162,0.8581555783368424,-0.33595016987596077,0.39761429906718887,0.08600644961046902,0.18433481020085418,-2.342693600269563,-3.7732888766723933,-0.822153942172069,-0.3225325998079345,0.4990686415582893,0.31983620075218633,1.6650428960545491,-1.443120038863117,-2.1494783815397964,-2.1180423358990104,-1.2499134897528739,-0.5411368676639676,-0.604535636850827,-0.15553129999780513,-0.1992636445446907,0.4411081682271521,-0.4377371316575377,0.27940414335152797,1.5368976481038061,-1.8138708504490457,-0.19903619277216517,-0.04631878968030284,0.14300104329245444,-0.6803798837868604,0.9297357634703194,-0.2819644123721525,-0.21673985415980462,-0.003728142509034678,-0.0011908872055491192,-0.10195896338014909,-0.18283064562331072,6.863396093925627,0.5077972841330516,4.59742586479829,-0.08353564034710392,-0.42099248066952843
31,15802.644757274169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2660882375878366,0.0,-0.5845343453460264,-0.26931687873873306,0.8887413672077366,-0.33370342847206197,0.47000814120999573,0.12725558289308003,0.25162231243399585,-2.448299442846174,-4.05510898308208,-0.9907350689240683,-0.3212529825470903,0.5382378061245466,0.41674759691414054,1.649040887409839,-1.3649596685609076,-1.3128579829532914,-2.135655811310443,-1.2738184599251712,-0.37120057970164755,-0.5362045902672751,-0.17328046044467,-0.23936067083270782,0.41632781737452645,-0.48220978170273404,0.03337363947624347,1.5534485732173369,-1.6486148257394455,-0.2810598095733492,-0.18687006851160215,0.15466965718678977,-0.6400136809875256,1.0052831747048818,-0.21915562008672534,-0.258382576577623,-0.0037126861321159217,-0.0011710884150452612,-0.10107411191400266,-0.18428966354552137,7.048776585100255,0.5026383940368705,4.378820008698069,-0.060761924685335034,-0.43921080745910634
32,15782.859765292653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3554448487544006,0.0,-0.5301712631218977,-0.22727312532222088,0.9604011385437166,-0.30222259016126474,0.4187344108934329,0.10998385359125731,0.26549635280043105,-2.585933147024136,-4.117522270769275,-1.0632486111254085,-0.4114441384730856,0.4711373887372374,0.5788090299809737,1.6733324020329652,-1.3256053493945843,-0.8347566528470102,-2.187490181130186,-1.1754995603247185,-0.28997819518869916,-0.6027016486711998,0.00702302867955612,-0.2505545567025608,0.30946609723931356,-0.6782939654181721,-0.23548210415844986,1.3861326442155542,-1.80888385440917,-0.18832235969922095,-0.09969725694281942,0.2513683857996929,-0.5785206240343501,0.9300649668302173,-0.21286148400183175,-0.29041036631613515,-0.003741019543630336,-0.0011467569834910504,-0.1011993222451959,-0.1836374325760457,7.206020358834791,0.49709657724911815,4.1637265616350785,-0.033521836934913465,-0.47367428099119424
33,15780.18097274606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3239222978775036,0.0,-0.5721045250465359,-0.33726166842492894,1.0750254082239474,-0.3076078678159417,0.20797834595351983,0.0120177312128852,0.3031840080118643,-3.301521334720188,-3.6044444426293145,-0.3544487746047744,-0.2205824877909825,0.37945291641778034,0.9870412039603736,1.4726035577824632,-1.2111357763783483,-0.992384789390629,-2.501980043926723,-1.064413203584247,-0.7514767544912292,-0.8269650749021975,0.2116385897576577,0.37539145105499144,-0.23563049586987034,-1.1792245089298605,-0.7255149067425247,1.8810134289221347,-1.9342285360076932,-0.5185411179264796,-0.4881116194432451,0.25511270970656325,-0.7480740851338902,0.5602932362639281,-0.3085094617609662,-0.11504104333563309,-0.003798575997475491,-0.0010277417529603598,-0.09363823488466332,-0.19088352910645665,7.831410952985155,0.4698194883741591,3.1491911587775165,-0.4001513247442772,-0.09561651272825428
34,15739.26013039675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4328440912910163,0.0,-0.49055711576115846,-0.26640120963019864,1.141847605327014,-0.2809649073457784,0.14681610710858461,0.02360737668950315,0.3438883982021264,-3.6618548404658626,-3.081299567369574,-0.4153979239371407,0.1872553110687008,0.5892166789249415,1.0186973967226685,1.311262233636994,-1.0863164899570759,-1.632826255326097,-2.580211651065768,-1.276768568652163,-0.8220498418770114,-0.8969513541998125,-0.05751361412246703,0.607241240564004,-0.3440815721887001,-0.9873914254227876,-0.7372554381823567,1.9144763968968603,-1.9642467722208186,-0.43031715385558217,-0.4536834313641176,0.3014233017350465,-0.7330963254225202,0.3886283090831641,-0.27901690704055626,-0.2977561537788166,-0.0037465559848033534,-9.290466172746328E-4,-0.09202313695245352,-0.1923407516262894,8.263145468183954,0.4638545667209216,2.4195064899078016,-0.07317856014728741,-0.4153359390374132
35,15710.260213171909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4914477714969607,0.0,-0.4555179126726558,-0.3021724597371256,1.2166572971818523,-0.2970541798522258,0.1819371270240964,0.03662818990429344,0.37505858108468615,-3.6902692944229663,-2.688207601696872,-0.29521613005071606,-0.15911326448259855,0.6255221589454801,0.9379583811284075,1.4859697651205808,-0.9502352181020383,-2.2297254871756707,-2.618653525861488,-1.6842471522204048,-0.4969555824129549,-0.8477855415066898,-0.016462817545590376,0.2772994745820341,-0.09968359642223978,-0.6611225383856651,-0.634082383530113,1.7546623864426358,-1.8632917692352802,-0.3608039764880071,-0.5124589627770559,0.3961465372936265,-0.6701215543109025,0.42522231672689914,-0.2106026670855874,-0.2777271691020209,-0.0036652498314383108,-8.734611458187056E-4,-0.08969047936653106,-0.19342124850352452,8.564538668468082,0.44928557332749586,1.9412238939106898,-0.1431836237745427,-0.3466597490066407
36,15699.082155477825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5273632415961684,0.0,-0.44986108639096073,-0.2628227287636017,1.2404198250966403,-0.31505666305477087,0.2191809188168521,0.05025626834366888,0.4234196358797764,-3.5580035285102776,-2.652420803676512,-0.5090558459174104,-0.07881475007475994,0.5331732493957675,0.896938350860665,1.4476266868641285,-0.8978852882857583,-2.4289249459373448,-2.538172918274967,-1.7252455321401134,-0.48666913151323277,-0.7026975020506376,-0.010124310591891478,0.0937477683362746,0.16423115693028423,-0.7157347858574962,-0.6367902101817234,1.7245144033647417,-1.908513492345017,-0.36297275416228547,-0.45389835086311714,0.40791753060254277,-0.7196510709780712,0.48284321850213624,-0.1677037610020071,-0.13299995976028897,-0.003663973196456509,-8.644859320568818E-4,-0.0912954932817837,-0.1936070615435625,8.672879546570046,0.44172536979970267,1.8069770967911447,-0.2789847879549935,-0.2088035734452987
37,15686.555479029092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4943171443545924,0.0,-0.46755400397951563,-0.2593482121536939,1.250403427850574,-0.35773630716252863,0.22658929057392857,0.02182532946049173,0.43235947103733924,-3.241172359326388,-2.842913294152235,-0.46779962368663575,-0.2313640839577122,0.4549896076918053,0.7798492619197329,1.3180117378746266,-0.9298201638769279,-2.5585512858841164,-2.391308280313398,-1.6808914613999737,-0.5346586663327332,-0.5333595075946094,0.01751471034917049,-0.09713115402676953,0.5044600839016479,-0.9443078816211103,-0.7401272853113463,1.8183089760589055,-1.8374129087592954,-0.37107265355469893,-0.4494318760062732,0.4238369764106762,-0.785417465694099,0.5232461993524906,-0.1972019433085193,-0.046234374213798696,-0.003682958655218409,-8.91896090480172E-4,-0.09430304903956009,-0.19330699827143716,8.827887570100623,0.4399870137073984,1.6836788781684144,-0.0660612976814148,-0.4087631643080232
38,15674.789047514283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4440296346528354,0.0,-0.4420288406624603,-0.26566823074752255,1.1901860632880865,-0.40566836911038556,0.16097607794120428,-0.023466616327045223,0.2582689445506182,-1.9808228489030109,-3.8608361080821574,-0.6710483516388205,-0.32913936620894013,0.20472042665683338,0.058118031743675025,1.047607755728195,-1.2606792424275137,-2.5265553702137504,-1.9956473836253514,-1.5370298660243038,-0.1197384957167506,-0.811110715275476,-0.2821696455446846,-0.5009255745065058,0.5547476121711256,-0.9081682088167135,-1.150985145888748,1.9818472903803017,-1.7121007139282205,-0.21082590314162533,-0.4849779809133583,0.3607599093084848,-0.8674152051621,0.26211444278513407,-0.43831503541169925,-0.9271723116128673,-0.003516492704683556,-9.151943475448728E-4,-0.10145114045466914,-0.1882765309617701,9.50525895637318,0.3839114208134248,1.3783047508951114,-0.1913602647664877,-0.27187485632877734
39,15625.213186102364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5307913385326646,0.0,-0.43426427589142647,-0.21465058454620625,1.1717711575380692,-0.4046969274744074,0.18534232687375646,0.07368710550626435,0.3185621843229555,-1.45094275227079,-4.059073257864823,-0.8900352516711391,-0.4853381160136342,0.1512632564892577,-0.31010128124233555,1.0307119697436262,-1.0846068119542576,-1.9179727431651683,-1.9470469471941596,-1.7840020553306202,-0.16670035823899146,-0.7853364738916331,-0.516546750557223,-0.5649249592083821,0.06750098560340034,-0.358372903094605,-1.3262915036923366,1.913783189659532,-1.9552503401969576,-0.27741663180237236,-0.5031061274623714,0.3284803560937746,-0.8543940727410598,0.3729760836901241,-0.2834462412017893,-0.46172566173510077,-0.0033198190706022817,-9.325496929428518E-4,-0.09976410668974071,-0.18377292329778633,10.08398959725656,0.3319771127190191,1.2083847478571723,-0.05855506902310473,-0.3999058933345411
40,15619.167479729389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6298609143774418,0.0,-0.4305681441786346,-0.07174495193958219,1.149233399146772,-0.4225759715443468,0.2786910052658278,0.07678413677997777,0.22751929858850195,-2.447411632121398,-3.0558606140291316,-0.7911820684442127,-0.02421024723201559,0.6573776972544607,-0.10792807548654662,1.2244368044122247,-0.8385256401502685,0.7081092349368041,-2.166996329716874,-2.9570356167600833,-0.483449621316813,-0.42924836719559,-0.7155700376922768,-0.5796093959537914,1.0032753802903012,-0.14097234749453244,-0.5957990678365266,1.3485491174411113,-1.393885471902907,0.0821868699126036,-0.030518013400564037,0.4020046306716326,-0.7581424882233253,0.49671661067158107,-0.30045641752179597,-0.620551168140951,-0.002270505670799455,-6.727281141180807E-4,-0.08211936308910144,-0.16856720424221716,11.549410118075874,0.20411289212886147,0.9870859000230439,-0.07894308804254803,-0.37343946359293095
41,15601.489281122853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6385000062188044,0.0,-0.42407265232047625,-0.08594835989096093,1.1057341263923743,-0.4017944220126711,0.33029234012428776,0.09925220324757858,0.25083456517327957,-2.6077076015077414,-2.81414809095244,-0.7815358922859303,0.014557759486652541,0.4746485025005993,0.008519909253919003,1.4361016765148036,-0.5734457682921721,0.8506591578557405,-2.180695236888345,-2.736553408673337,-0.16176015108375164,-0.6155819670005879,-0.9465490732756686,-0.5223804987475646,1.2194292906685893,-0.22554101869228238,-0.3322670595429698,1.4596359058643456,-1.5212673992564993,0.05028894559765247,-0.1156227840118074,0.31933381746886746,-0.771750164418083,0.5326951857954,-0.3022459995821355,-0.5691827980314831,-0.002181073073690325,-6.415709905531387E-4,-0.0842319737684393,-0.16736115456448017,11.688072542904406,0.19879732454689497,1.0077272283724696,0.001875690415113096,-0.45271645704978214
42,15564.61528594663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5583442416150932,0.0,-0.491485924798801,-0.13354617721697065,1.092586840279161,-0.422851030078519,0.30086006324237524,0.11460085889116008,0.21743840581575433,-3.0449785765603283,-2.3321558123052313,-0.9815429334802902,-0.14110626923772135,0.6471451772312866,0.3504974603107711,1.4348864144097841,-0.28520987960344857,0.40144866274540053,-2.572428289234793,-1.4928348257409598,-0.07206517670593497,-0.17065639465865212,-0.6212812012640442,-0.8454480596441212,1.1950660940396103,0.2609498210749119,0.17657220107207633,1.7037337784671824,-1.5944534082116106,-0.045589971975896815,-0.17778107410866942,0.30778493847143445,-0.9272988907662377,0.4836353006685811,-0.364649637641281,-0.7042506554628593,-0.0019568761770158427,-5.399477579103146E-4,-0.08690245552681573,-0.16437092042985418,11.889364822249217,0.18813793406243315,1.2315657513360607,0.07495590247588003,-0.524355389980455
43,15532.541759284684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6026781425430607,0.0,-0.45633797459680536,-0.11005907717762176,1.0464061289962987,-0.38037125936656546,0.3478734947050352,0.1472149281958829,0.2667886435883474,-3.193732167018972,-2.2993765007359186,-0.7105257666965965,0.0171216847956851,0.547533734378144,0.6027664124094185,1.2614001731732425,-0.7314175541740173,-0.13111068736813197,-3.0136770884293194,-1.1306725416489338,0.2177970955269522,-0.025225358113873886,-0.6598117140775445,-0.6250437952647208,1.271346943829787,0.44399697230285495,0.144754894563256,1.4216091613048025,-1.4669915895808008,0.033199245934851906,-0.06277881537272173,0.2972809264025588,-0.7921915497733731,0.6101216317287218,-0.253133725399973,-0.3559628330419051,-0.001849726592885404,-4.6524072417780286E-4,-0.08256703848219644,-0.1623662109471589,11.988706855917524,0.1705082106364575,1.4356716162793404,0.06267195500563247,-0.5128472274357238
44,15510.484174919911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6450959772355622,0.0,-0.4573807539365007,-0.10051196402446726,1.086304603116257,-0.34458465092653956,0.3545474329762029,0.1267424312578449,0.2684943343411749,-2.9767620247013715,-2.2286302420962976,-0.712615124675068,-4.36960824220671E-4,0.5257534714929774,0.3753614111434694,1.3558305079296271,-0.4035181231748083,-0.6362510268276855,-3.4441414468434113,-1.5434946825284708,0.18085730683967052,0.1024154721689658,-0.5904513832806977,-0.0707254661054082,1.251321004017609,0.0827532509094604,-0.08641981311453295,1.2395090415156884,-1.4057243230705665,0.061622958211456885,0.004126870150060913,0.3402989693913581,-0.6609089947773248,0.6427176591163032,-0.24377575618750638,-0.3702107304641815,-0.0019072612649992699,-5.198397846343097E-4,-0.07152718421339999,-0.1619889866433966,12.057831609070464,0.14582175884678567,1.6624578012235662,0.02774015776559862,-0.4786012511991965
45,15482.40597269784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.614466929215093,0.0,-0.4537222788242313,-0.10719656352466984,1.0896496304881864,-0.3617737124844131,0.34274193308215145,0.1034321549888599,0.27422914646641794,-2.941507968561542,-1.9104766544130478,-0.6687811769076235,-0.06293296926810976,0.5154545047412367,0.3901763082432066,1.2836052979252548,-0.5710954607114433,-0.8577082322743383,-2.6781703884818064,-2.1899932182301387,-0.05128688064284592,-0.23381336062772728,-0.7064603037235696,-0.3526492549272068,0.8881341523968862,-0.2904073343999754,-0.42769182128630073,1.3654234097363485,-1.6011053885613675,-0.01819355015797676,-0.05977823487737262,0.3179364946503451,-0.6792809527632313,0.6490379045885121,-0.2531084167407149,-0.3320282809993338,-0.001955086296042484,-5.224206175671413E-4,-0.07648834588902084,-0.16230875806472547,12.143299587271262,0.15462355837893804,1.978014561956667,0.03856185273367682,-0.48166524164213376
46,15468.608272234136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5850020165343195,0.0,-0.4997393667035197,-0.16397302164794003,1.0922607271088631,-0.34747162848930085,0.38706480836853385,0.12986491669815092,0.2754977799267149,-2.860634619747225,-1.9449815013097802,-0.622899785911956,-0.06718581969642351,0.49217620983742816,0.2860694416541581,1.406553243032788,-0.47115718682156604,-0.8695919270616317,-2.596320224394664,-2.0169941423812863,-0.4330632206233434,-0.766085846530426,-0.6042751338250896,-0.3042946509529651,1.114817008838008,-0.06411141704300821,-0.9061315607110181,1.4011567369390814,-1.6212941577500455,-0.09138347376890957,-0.12477221324008625,0.3193145602556985,-0.6616378305160492,0.7421833547114778,-0.21593186816924442,-0.28046550985579466,-0.0021157396614112207,-5.567814882677051E-4,-0.07937926210779678,-0.1624980621734008,12.26542334961863,0.15903953339411248,2.2770600590115238,0.056521379057559024,-0.4878828185922205
47,15448.127225731489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.537272029379595,0.0,-0.5093732823767978,-0.19111213965820872,1.0807433481134856,-0.3392146386014996,0.3517063317940632,0.11000145379004642,0.28972611813475424,-2.69296984748184,-2.226575284944266,-0.6002973286511425,-0.18741610168256806,0.40990978830171515,0.29297732814768873,1.2917365305348776,-0.4709084273174215,-0.8106339191585317,-2.869247346126305,-1.730354174067827,-0.16769550423903123,-0.47608502050498885,-0.5939474354194384,-0.1330807161261442,0.7236836760334482,-0.32723170358989123,-0.7647053107411292,1.5158323378246095,-1.737179969342828,-0.17071558237512632,-0.18696376960493652,0.2837625218373421,-0.6541535213106442,0.7202791595971194,-0.22262441645532552,-0.20827033661879696,-0.002352947089024839,-5.984781119993082E-4,-0.07853882411970488,-0.16323550449685076,12.505588557895774,0.15466941154609748,2.7386620873322425,0.07432588544478533,-0.4913872531105729
48,15438.65093260073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4987061489654878,0.0,-0.527219509907654,-0.2258278133263234,1.0639536875582585,-0.3505685776303304,0.33106599792973335,0.08643012069285702,0.2781603867709847,-2.615533615804839,-1.9605376535094685,-0.5744352246990495,-0.20762974763427852,0.42396090176276535,0.3345256848574461,1.1727331266527015,-0.5748343808614701,-0.8317263069413198,-2.635357273361523,-1.8100017971283389,-0.21359984115118627,-0.577435873204134,-0.6219947898766527,-0.2220492960245533,0.5421082991707213,-0.5808160772460697,-0.9599610759245583,1.5504870241346242,-1.7651171949780737,-0.21265984408737557,-0.22519731701225432,0.2665769163713801,-0.662665586052336,0.6949490165261527,-0.23950920962505412,-0.2613851020675976,-0.0022855094668505927,-5.837214324989389E-4,-0.07962868638268764,-0.15486507953801018,13.216584010191848,0.12477668565251264,3.1149031732349957,0.07350912219863337,-0.45529856260587154
49,15436.03795976469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4785131175959958,0.0,-0.5363086126855525,-0.22710908582869802,1.0480394677985196,-0.35963349134991635,0.3288446975791865,0.0796837515637741,0.262431357861092,-2.6227786732670535,-2.019708799439571,-0.5636580638334511,-0.19458930070911887,0.4502059290868821,0.3105846938392566,1.18324110867799,-0.5689775002717948,-0.7508566719411864,-2.5028228129712544,-1.8051196890698256,-0.23923483260646533,-0.6179029091778385,-0.615331636784349,-0.2672372864491156,0.44311196626416643,-0.7131430358947539,-1.0607500043095335,1.5407211257371363,-1.7483264208368767,-0.208648503640071,-0.21408117174604868,0.2579492032449747,-0.6633436573369063,0.6893104127545033,-0.2495225597618711,-0.2866771010974102,-0.002227864332009013,-5.683443351003515E-4,-0.08024481551410648,-0.14882364538237952,13.609590987869723,0.12245746564566141,3.4225356796038255,0.07904489572082701,-0.4325689541351098
50,15434.655570910718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4763705318512987,0.0,-0.545441452551746,-0.22814618105174178,1.0455626796070818,-0.3601855996610547,0.33007174928874033,0.081818806836221,0.2529604387237024,-2.6004799685593745,-1.9329412160601789,-0.5706883954734243,-0.18632161779225503,0.4541753313666168,0.2796988755421889,1.201592372284114,-0.5534299289660484,-0.6226783102777225,-2.5506214641536644,-1.6375142361341124,-0.22864434982434592,-0.5948952126790894,-0.5792461893228441,-0.23074994132964813,0.4122096939552679,-0.760224968833316,-1.056070780768145,1.4984333218088726,-1.6979287528231621,-0.18768287512079063,-0.18752251728562502,0.2599061802498782,-0.6477125947778996,0.6909649644452092,-0.24506996243102883,-0.2794988464204335,-0.0022798714590458245,-5.886776200198729E-4,-0.08060625089150268,-0.14087470239542652,14.278593010702574,0.1251385880332888,3.902432334211019,0.12457157499106025,-0.430422235257759
51,15433.41835950424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4878325693211525,0.0,-0.5381155600807559,-0.22398123405275133,1.0525085952456434,-0.36066686284169447,0.33608758087600504,0.0855716753335319,0.26151012680890195,-2.625985674706595,-2.005722696433553,-0.5719223275088141,-0.18243123779927747,0.44959970976718266,0.2990833486015209,1.2078544156457167,-0.545157721122416,-0.6444787673646337,-2.5261081396393443,-1.6673407332155632,-0.251907941940732,-0.6041646171588384,-0.5769781379562672,-0.2338030304872563,0.41239567147412987,-0.7771966753338815,-1.0669190978625662,1.480396961799949,-1.687647834156393,-0.18341623594590903,-0.1860318289705596,0.26669119331588503,-0.6416550722936339,0.6948381307641488,-0.23800481943500387,-0.26869422818246164,-0.002257717054237926,-5.802442373229976E-4,-0.07962730243274786,-0.1370253741223666,14.76967431081967,0.12403209623886555,4.091599456164121,0.1545150460986836,-0.43302628297534956
52,15432.752191202404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4902866316858947,0.0,-0.5374224194057935,-0.22336227378109574,1.0543630264546664,-0.3588666496389833,0.33611468983572873,0.08560941541652166,0.2636002030681682,-2.6297764098353733,-1.9865184750430207,-0.5716065284105825,-0.18323226884813848,0.4547098187234044,0.2926427716773615,1.2110775371074622,-0.5547342615446886,-0.665789643783761,-2.5542976855990824,-1.6686514360567297,-0.2433901262225529,-0.589670470548433,-0.5806709559155171,-0.23024872310672373,0.43409051204772575,-0.751185895569722,-1.0212852299260429,1.4874141829814325,-1.6939025332361048,-0.18462531316910297,-0.1883013968448937,0.26706466178765254,-0.643648701188759,0.6936638939048163,-0.2388874822636297,-0.26887341228395306,-0.002267526430236386,-5.809723610592954E-4,-0.0789218833795906,-0.13599032764662336,15.11552326777578,0.12293189546212029,4.174344111061192,0.1745975523785055,-0.43974154080232486
53,15430.508595404057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.503636137497899,0.0,-0.5307036490966273,-0.22115379546159716,1.0637521423453344,-0.35486550296619107,0.33737608885548753,0.08883711598268186,0.2745011962036569,-2.640873343207327,-1.975139579001798,-0.5668556177357887,-0.1866303139553081,0.4509148850064824,0.3042057213980771,1.2078475906743984,-0.5617060658330726,-0.7433706906630173,-2.6072988102055454,-1.6877428700008927,-0.24123239566223212,-0.5648294679229225,-0.5974607743458278,-0.24183077845756845,0.48741510949884287,-0.6657082854387266,-0.8757189537362149,1.5039347854342457,-1.7247985445569276,-0.191816248510461,-0.20141244602512648,0.27069610535209243,-0.6419804730167487,0.6929705891781254,-0.23849888021425128,-0.2656612034034177,-0.002298488677190379,-5.87981816267714E-4,-0.07522381844779798,-0.12104248490461043,18.030549614756673,0.10919460903292122,5.057827165686238,0.340202867554307,-0.47261157822556793
54,15429.052904811851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5083088390354313,0.0,-0.53032589324032,-0.2223309255439277,1.0694226077882083,-0.35595160449606705,0.3348031949377197,0.09027177202776145,0.27607676700087813,-2.647040042403516,-2.028973031789203,-0.5826932825182147,-0.20174838508020707,0.4356364027559726,0.3314672810053702,1.202334472774736,-0.5632689718564151,-0.7845008390094548,-2.6276515969457,-1.7647478652839974,-0.24366448752938089,-0.5778304082301982,-0.6101111665629468,-0.25033369662401195,0.5070929029811962,-0.5976522289034331,-0.842182168626378,1.5150606802435862,-1.7379952967598054,-0.20109131006198538,-0.21182297772500455,0.2742903132278745,-0.641402803721784,0.688209130722062,-0.2366717242975778,-0.2648511317442087,-0.002313865297507645,-5.910011311702445E-4,-0.07384478287622621,-0.12299873428896456,19.097903644522663,0.09770569323892882,5.2099565271937625,0.36936833918390316,-0.49117198896647746
