Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_shopping_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_shopping_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_shopping_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_shopping_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_shopping_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_walk_grad,g_walk_speed
27,15998.692201887312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5473848385361442,0.0,-0.37373110829467515,-0.07465376489602782,1.025792672476373,-0.5722061852742257,0.3519708561873925,0.1399167257271492,0.48495699693949146,-2.3110102216024555,-4.188625385410055,-0.9181962892959098,-0.3449420053712181,0.505778886315596,0.5236388502613096,1.3834351895732022,-0.7745579412361707,-1.7311958307389128,-1.875040157548993,-1.0611574224913598,-0.2409283191520923,-0.5218884370517424,-0.16137754233729756,-0.36912982656838517,0.22910046269162715,-0.18893239495067674,-0.479427964504305,1.2549188488052259,-1.450354236829293,-0.19167461816106962,-0.03312669632030241,-0.055458629360182254,-0.791944090695663,0.8107278693345873,-0.2905360551414424,-0.30878087902255696,-0.005759347719453599,-0.001817966440466833,-0.117514417397066,-0.08433719445706472,4.556352193473666,1.2359606841540727,1.791418841891743,0.715409519793909
28,15991.64272822754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5730494940665045,0.0,-0.40062205504916515,-0.12272987769726834,0.986584370442115,-0.47284609941151534,0.3396483004275556,0.14526454340039763,0.549943170048196,-2.45045903973204,-3.9474483583526476,-0.7978953614802243,-0.16102643244453846,0.4702979822676089,0.5556787600061986,1.4332559142411316,-0.8166328421888037,-1.8589361379868123,-1.84016528117514,-1.0673591103032392,-0.2684404614693316,-0.4488253337033823,-0.15806279703944973,-0.46376270453517987,0.38599513183675205,-0.14377016898461847,-0.5565726751141896,1.2296314790047798,-1.4878317556368714,-0.06877743058608737,0.07882870081857299,-0.1838892477747054,-0.7041306876193479,0.7344259679164362,-0.3299744464731893,-0.2401964885525862,-0.005720319054519581,-0.0017911847532167025,-0.11750393151859055,-0.08485252838751575,4.610109413102945,1.232699925784963,1.8410351217158303,0.7156432432631469
29,15974.389757174933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4528410344055407,0.0,-0.4413850397201353,-0.13166843773144773,0.9827367358821444,-0.5495488910398078,0.30163315535258256,0.08805016446410624,0.4855890932331913,-2.5703376993311253,-3.610167466042962,-0.6634929273363235,0.015715791112391464,0.35677642587416447,0.6324624774562424,1.4207412005702948,-0.8149151979930125,-2.167863486599369,-1.8474758458500238,-1.0934379477262606,-0.20260085241410808,-0.3256887875343349,-0.05910105934270114,-0.6071155229054048,0.6946637419120408,-0.24317264413447987,-0.7172408357290798,1.2026529329698161,-1.5373359869206988,-0.06662906879919313,0.12668015123345722,-0.08830290294417777,-0.7822257841518213,0.7909364327483117,-0.3047752614167568,-0.17380112644810558,-0.005691770377857399,-0.0017613623732609476,-0.11599807312067895,-0.0844741464214165,4.693815601671026,1.2229262452321106,1.9350474246642642,0.7127314978850068
30,15958.422031202848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5140576810076387,0.0,-0.3730182480470981,-0.10665642572512979,1.022310595401902,-0.4781484992855408,0.31082372971164,0.07593083946838645,0.34746426740394165,-2.598644343958142,-3.3000996433091445,-0.5948269080360162,-0.005136746816469553,0.34038745741300147,0.7105361467237745,1.3944820153361221,-0.8058152216178526,-2.522440305752375,-1.88653925965444,-1.107489732838779,-0.08125248081173711,-0.26976586485272197,0.032611748031205964,-0.6825982115612971,0.821978235839825,-0.2959773618103229,-0.8563290366275704,1.3125934077894608,-1.4252846271759978,-0.08464907693557602,0.02176449552788351,-0.13875572102353168,-0.7468374847387881,0.8865358573347297,-0.3117399215567396,-0.15605954179861345,-0.005682747071889256,-0.0017644459542615607,-0.11563777543071731,-0.08657610224081586,4.781491239193205,1.2156733463824199,2.043179651844948,0.7313359180394894
31,15915.168976277932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4404365916554747,0.0,-0.5041597631281959,-0.21453075849920591,0.9943510164368604,-0.4628976928330173,0.4233101381196435,0.1589994115225034,0.4660945311228504,-2.6241554397331486,-2.6411305357732773,-0.624408297214516,-0.33563485015824307,0.3785207829169393,0.8051079862541105,1.3663457845535645,-0.8984596544490557,-3.401746448064917,-2.0076582517478196,-1.0812749053913595,0.14091581056168434,-0.23648081713862182,0.02228103522755762,-0.6254405208120217,0.7330021740411375,-0.2868237668656663,-1.1062392462376591,1.3562526711226082,-1.3416135549645285,-0.1301737965386001,-0.10574815201936308,-0.035351550910807064,-0.6745220012663853,0.737203895215112,-0.3557201922400061,-0.27932378595802515,-0.005549499202683926,-0.0016918190550409325,-0.11121652301357984,-0.08719866762674724,4.998875981741247,1.1978592547802493,2.3224251355112644,0.7440211268387839
32,15882.163271607224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.403657451853372,0.0,-0.46595521014374497,-0.15570655342458622,0.9811986097558688,-0.41001599467673666,0.3038081341720409,0.07992080302293683,0.3022137325743507,-2.610267368592416,-2.226708615036983,-0.8341960556980381,-0.41169597270705754,0.4130887380416024,0.8129952407051768,1.359651864491754,-1.0228182970752149,-3.981717137594913,-2.065497363768613,-0.9652162193426984,0.03631198493182218,-0.20125072537404415,-0.11634284278082518,-0.42199742364711246,0.48937419382618663,-0.28141069050367085,-1.1829244895652984,1.346788837794249,-1.4739119981299909,-0.08294995870551697,-0.00869206801606763,0.004486535213608346,-0.6902698576219404,0.7565247451326242,-0.31193539584510815,-0.3484743889804882,-0.005440054744059708,-0.0016236143929361077,-0.10888326258335193,-0.08751533085545728,5.1671447967218676,1.1840526259869129,2.5421928724307747,0.7471510483961147
33,15860.93416524076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3782737344997817,0.0,-0.5167051299364654,-0.18509736137492233,0.9912834377036203,-0.39258823662957837,0.29163722198145586,0.09187770106963072,0.3128377962321048,-2.5401460723293767,-2.1667692654335684,-0.8727619027456691,-0.07153422085413047,0.5610358367805381,0.6413151141593703,1.1950452626640224,-1.085985191811598,-3.9898384584058584,-2.1420742330830715,-0.9980461449096475,-0.07288069690789088,-0.3893722867971446,-0.0475226596662212,-0.25953220476408756,0.3111045166672026,-0.3814415342331311,-0.9652415391280119,1.472194690742563,-1.5421277705842975,-0.20533044167156797,-0.12670636532696405,0.05502195300801669,-0.687803723440012,0.6792186541114064,-0.33749875523393674,-0.15617213722838463,-0.005398883330189456,-0.001623886802625434,-0.10673590411648234,-0.08864641639655232,5.300960000282609,1.1683880167931393,2.7236635878354822,0.7636330087502283
34,15827.413550188508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4282257582192777,0.0,-0.4838833544634488,-0.1625233882079131,1.0446764598196605,-0.3612165786333762,0.29350220287954243,0.09366739732565238,0.30669973060794903,-2.385816368369961,-2.337230742201438,-0.36934767307398275,-0.19342692124841174,0.5625313472636546,0.3380844904015649,1.3354234680299575,-1.1080368070233737,-3.3746738997668864,-2.159124238037418,-1.157282549703178,-0.31004026322780676,-0.6037334890251087,0.019380878051612746,-0.16316173864480324,0.3034741022504824,-0.6040964362165635,-0.34170468057237824,1.4952778155972288,-1.7462048239507204,-0.151113658690553,-0.12138387617949599,0.13977613278598028,-0.7035420537316028,0.6996457936743788,-0.3256674900950035,-0.16969687120457083,-0.00536309447018146,-0.0016477079073925155,-0.10500743485981842,-0.08983628160385317,5.536629342930342,1.1415685884110178,3.049539462732611,0.7766661304994094
35,15781.278025218366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4193979435809214,0.0,-0.5174816299333951,-0.17174981946137322,1.0242353554469674,-0.3067697997952283,0.35399929208522335,0.10154257670767092,0.2548035247609654,-2.3061809695460185,-2.8242922719762564,-0.8099156753144254,-0.1578448815560171,0.4268380517121795,0.23767742673733666,1.577162082650851,-0.9664307828071951,-1.988045082156184,-2.0455633171877547,-1.420315286154796,-0.20274724628085067,-0.6239885502044134,-0.25131108629013976,-0.34746487267518344,0.7015301290337568,-0.4501884124907641,0.2829708952855081,1.4825228406861493,-1.6477733099883933,-0.08096473955142539,-0.11008889018907106,0.24871124911164172,-0.6669814115796234,0.716649633000842,-0.3459792773994066,-0.3649631795070529,-0.005050770414830688,-0.001543427569855623,-0.10291076994025172,-0.09113935326589516,5.87284010071492,1.120360981562404,3.5134089360591942,0.7911606800284865
36,15763.407724412005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3598676029899455,0.0,-0.5740868974110181,-0.21487195052635583,0.9993549184354575,-0.3012149032194981,0.3182984127734677,0.10056304933252327,0.24937212319492028,-2.3788382858990498,-3.0557186641234684,-0.8556694739003603,-0.2988237857546233,0.42646146872307616,0.29436690544663563,1.660319661303907,-0.9405596657215337,-1.3528765232084545,-2.037856283883688,-1.3693022760298696,-0.3159860478333296,-0.4495663671219933,-0.25697685660638353,-0.4158833593766503,0.6869286969676096,-0.268441268307801,0.13332808325936593,1.556636755629057,-1.5836183773542056,-0.1566660736526974,-0.11890661869659393,0.26403095509330127,-0.7171624982263111,0.7334593715867612,-0.2569586311747485,-0.10586399913145111,-0.004918676240147588,-0.0014927797762296347,-0.10186635030185004,-0.09217030360316683,6.002827973352623,1.1205897357023198,3.6871817889081577,0.804784264700221
37,15752.304885444775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.443991017328634,0.0,-0.559705457945619,-0.20320416018819928,1.052088310194172,-0.25828301229214323,0.33997253702715496,0.13117348295320166,0.24661127644619626,-2.4944726264083332,-3.2271958424476943,-0.8103498299739309,-0.2005511174513695,0.3695855224452037,0.430998579002061,1.634802524499493,-0.9665757854345784,-0.8584703394101875,-2.1238001599368928,-1.2523291114993953,-0.16371406848053924,-0.44784948486270626,-0.1421730479828569,-0.400474368121102,0.4796137405334941,-0.32175543681702257,-0.2663647449879215,1.3978588367437783,-1.6663318117910195,-0.11554862337855018,-0.11247072284704404,0.34870030849507805,-0.6234153460856172,0.7782130873255743,-0.21068455934317382,-0.18951298014009232,-0.004893275374977508,-0.001475585460859873,-0.10101385597310915,-0.09194742839189593,6.112295187192483,1.1042986047234917,3.824468247160086,0.7977498883455304
38,15744.711175099457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3918159154014829,0.0,-0.5426970170253635,-0.2028923531188071,1.0153406228455424,-0.269660523880815,0.2873554976619063,0.07332340127809144,0.19020806504483956,-2.638725757166648,-3.3179232639418506,-0.7145065526608345,-0.15115594059576046,0.4285332336352809,0.4812150135535306,1.6269008142911248,-1.069796287274309,-0.6277997342555854,-2.159810131632954,-1.2868541170019587,-0.018271815178162898,-0.38081856627806654,-0.27098144114345607,-0.2154696803220311,0.41420419616211734,-0.5430481769834749,-0.5280788902290725,1.4551536866673098,-1.5661795636158429,-0.06484276157415717,-0.0796603772728531,0.33440763608779456,-0.6443973029555224,0.6896789087008975,-0.2927758958012982,-0.2729323999739941,-0.004760166920114742,-0.0014190623280741282,-0.09855370593270886,-0.09213931746368746,6.202691484037562,1.1017346930074514,3.9287661603327613,0.799122722709901
39,15648.90775171779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4672804272543278,0.0,-0.4822385569244528,-0.18563432623415083,1.053485349451985,-0.3105104055759978,0.27566002365384196,0.08157952981518704,0.1819655492876035,-2.85463160624811,-2.76383231763172,-0.6662624909104939,-0.13476234552613273,0.25013856743348284,0.5203016174073422,1.618080869512052,-0.9692781218754847,-1.5152658989937446,-1.8247658230331694,-2.316499992652134,0.12286700546008622,-0.16756819898106684,-0.6976345352093973,-0.33405718882799856,-0.14212319187024758,-0.5996354977187032,-1.1397835740142628,1.7402598778606437,-2.189278951391244,-0.298084586434236,-0.349100259946985,0.34651913302074866,-0.7176142617493477,0.6004064098098902,-0.23458191609979118,-0.28415273582975903,-0.003214179969445715,-9.04060832020584E-4,-0.07808713607943231,-0.08819337748553904,7.466557211097765,0.9491006629810756,5.24352568039627,0.749987029455504
40,15610.868038388657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.460340949070076,0.0,-0.5116322999295108,-0.23702716219032272,1.0846152411023589,-0.3037704258200944,0.2776411633265752,0.05021288068620014,0.13114430414515693,-3.0059390676246722,-2.653414506168974,-0.7646752370413137,-0.21543177240847783,0.49255002460603947,0.5542041130859279,1.5575506557248076,-1.1356625206145088,-1.8000515506638601,-1.7853507236695512,-2.343185660442434,-0.12800185500992206,-0.25280164812956574,-0.5191481953633703,-0.4041924514523623,-0.05135259882813527,-0.6660121715019645,-1.2354406194443344,1.633706483548497,-2.050858406423948,-0.2883802953130828,-0.32379171099960447,0.4384820345540855,-0.6636323331976194,0.5743274480959336,-0.23680217500979295,-0.3938438370449178,-0.002724674954187971,-7.258006321999203E-4,-0.07302333171750096,-0.08691134082424629,7.842894346394935,0.9052002617990114,5.63136169801722,0.7283383041423727
41,15596.701248571524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4533782714855563,0.0,-0.5241815217846468,-0.27757392748412013,1.0461161763603428,-0.2828414580071195,0.3525292795615581,0.057358350152590595,0.14661164025768156,-3.108365221971121,-2.6000904415616017,-0.716892514222483,-0.2472340142368874,0.3874673701046157,0.7003634215596294,1.596725159933104,-1.2235849678727404,-1.8931723095504553,-1.9391505213344828,-1.9513505339006925,-0.12183034491234045,-0.5745153039308433,-0.6848301717097385,-0.16616249238660386,0.25400726890240216,-0.5854633904548789,-1.161907081380487,1.6111640285906537,-2.058270233462991,-0.34494982238473243,-0.4048573592195623,0.4328955299507013,-0.6269895414174916,0.6774902376466002,-0.1986590631893064,-0.2623265124468278,-0.002528086471778063,-6.307009514257599E-4,-0.07234180280297743,-0.08629497435996727,8.058752335165476,0.8812839711295251,5.850605473313694,0.7150774316905425
42,15577.517161354754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4155647733699328,0.0,-0.5766234172561583,-0.320785058440965,1.0538632743219545,-0.28542039374420414,0.2824621881835186,0.05392060675822296,0.08392304164278062,-3.3060100554424157,-2.368385545801533,-0.5115082651152263,-0.09217934714697948,0.32013646960484204,0.8219661174401196,1.5476953975659526,-0.971126619228369,-1.6890651398920626,-2.82389435330099,-1.6062587395325523,-0.14108938919635344,-0.15786728799522004,-0.46816018045921703,0.1877041602531917,0.4713656582282684,-0.07943458313641616,-0.643355327715275,1.7670268565178868,-2.0861151562055333,-0.4144717298164068,-0.49440980787980204,0.399126980709469,-0.665777189915053,0.543782699787207,-0.2286483219369633,-0.5817829007070253,-0.0023489395346905024,-5.669744629196957E-4,-0.06557597283038606,-0.08567245649643586,8.469680356178925,0.8165104846464728,6.255086918892443,0.689691359980908
43,15551.370282709122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5181570325695934,0.0,-0.535234870675621,-0.260131684078157,1.0919444028383813,-0.2835009631615722,0.3440202376064089,0.09506054726537064,0.1794136401511959,-3.434252893748709,-2.0597148389173023,-0.5326173332540208,-0.1226533303220643,0.4367878490015687,0.8600583424731306,1.5227709735977353,-0.919222350644446,-1.3635230529876063,-3.4420156671411295,-1.6869365144366277,0.12230959941496439,0.3275578550461138,-0.3656300544826546,0.40956714809159,0.53504256421067,-0.07248126994769412,-0.05114162261998423,1.4375697866169903,-1.9933599830252455,-0.3358784609112283,-0.36371740123426444,0.43813566049407504,-0.5428606876853014,0.6553531939794439,-0.11434938783299786,-0.1832509815183469,-0.002125777168860491,-4.907250969100531E-4,-0.05836552586628323,-0.08478469263698131,8.89456640819715,0.7463160420749207,6.65997736716934,0.6476630886416094
44,15509.088603242948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4739911381636337,0.0,-0.5440958756069173,-0.2722802161303663,1.0857219966301723,-0.33720684043134114,0.35375753350390454,0.08557022028917134,0.20118072738500078,-3.2933209824617733,-1.5324250027908617,-0.5413934534898767,-0.1570774830314549,0.4603547551779934,0.7278075552392703,1.4254645331926623,-0.9947499486830959,-0.5407440051128887,-2.8958705395428472,-1.7850538382457266,-0.0807546623658153,0.020579193711720845,-0.4235081823188667,-0.08311812177959993,0.46946412961136663,-0.23258101678688625,0.019115791740035804,1.5926724733218693,-2.034158630453836,-0.38794577881665127,-0.4300370039012294,0.3778577433027549,-0.6364168715543028,0.6370541434952968,-0.16540390918486292,-0.23215244924670703,-0.0019522856358783738,-4.464817835827796E-4,-0.0609654205999832,-0.08449125796123684,9.49283010049037,0.6660168841803762,7.21600096922674,0.5966811712246145
45,15498.050955091987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5206400044574073,0.0,-0.5658122782942248,-0.25735406043239345,1.1123748707595529,-0.3275804465966433,0.4312032517854825,0.11133824058168743,0.22206159210713047,-3.014524982104474,-1.4846947907696177,-0.6540994744069113,-0.19724025865962821,0.45580102320643584,0.47042871659421853,1.4876661906623314,-0.729689570322186,-0.35180422391837485,-2.9876205190995235,-2.3916886118608125,-0.507477923405504,-0.3616802151347276,-0.3914540490076589,0.26673266817380165,0.7661228023933779,-0.15394864757437698,-0.4844370047726025,1.4882342483567403,-1.9943719224834358,-0.37852117928071866,-0.3938183749982037,0.36217726462311167,-0.5657299799259595,0.7149314637691211,-0.15734511255439645,-0.26371108602947196,-0.001979403665137818,-4.940181200038637E-4,-0.056254237703217656,-0.08419615495209683,9.707096913862078,0.625793819282717,7.402835552683335,0.5763215495195636
46,15453.988425764846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4889847514518582,0.0,-0.567188528709215,-0.22666974807357337,1.0816928593720907,-0.35733087848429435,0.40910544959979084,0.09859829555518229,0.23537698764827764,-2.637668006548706,-2.1904252156616706,-0.6660138569180536,-0.25552613837761284,0.4925346202504099,0.23290679527961555,1.1906793341746085,-0.6602906270377132,-0.6039574515580023,-2.7237593631009456,-2.1842420504952367,-0.49260053141141397,-0.4833789652432404,-0.40895250694554036,-0.01978571801935669,0.5804477689781902,-0.38929895067177245,-0.6096443763361411,1.4377245705835167,-1.8062559094050357,-0.27302921460052665,-0.27049308941123573,0.27910469717159603,-0.600135861866842,0.7329257968136381,-0.20063358337851872,-0.28054899860212656,-0.0018666097832616196,-4.507539627465632E-4,-0.058331947570838635,-0.08294148836014661,10.120619325043975,0.5669093735080389,7.722410036352209,0.5411582436843365
47,15447.401880019901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4704913405587305,0.0,-0.5202647294763117,-0.22879836066228126,1.0295561458832474,-0.36370493382185337,0.33070868294925615,0.0778416518960672,0.27766087510337817,-2.5750112748890994,-1.7534867720782503,-0.5079400220547576,-0.15325224629879158,0.4326261910666011,0.3158623197610888,1.096266167830165,-0.5847144103767337,-1.2093837578690412,-2.4498274398361666,-1.6316094612790546,-0.24968350220609678,-0.575891517571514,-0.41181912265037546,-0.3347099066646604,0.45150082508824385,-0.6483397277674126,-0.7590688602730924,1.4148321194880606,-1.5915573289486693,-0.13054929444515592,-0.12831147218560182,0.24369333112364666,-0.6559784535603302,0.7162918111620284,-0.26556686515782935,-0.27242228080256903,-0.0023936883274397825,-6.31058261746423E-4,-0.07028064669486836,-0.08504992345865467,10.09213926533434,0.5909159341275324,7.363875337129335,0.5264413164309873
48,15439.576412011178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4958632454505882,0.0,-0.523886580873609,-0.22534283084946677,1.0538472983160072,-0.3631143054549611,0.3187030672028599,0.08799556601160402,0.28283255345470754,-2.660272636951471,-2.09539721003411,-0.5550356166535699,-0.1707490364546288,0.42292442444675277,0.33008002231720734,1.2264004360924752,-0.5459282863429177,-0.5538648964441674,-2.467888894953213,-1.6537705150213933,-0.2306546373818457,-0.5404130046992679,-0.4749801282005497,-0.3031057217848504,0.45660667620203865,-0.6146395646688262,-0.7239930896936316,1.4408801654455436,-1.683972054340739,-0.16418232807331504,-0.15066632493522156,0.26114782450713625,-0.6526313441785688,0.704638959221436,-0.2353291669178788,-0.22998003153434504,-0.0023240753562246102,-5.958721682231668E-4,-0.06956703478190936,-0.08538247783509464,10.19872372636821,0.6011517255591815,7.244394226150035,0.5359098976370567
49,15438.439412886777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4962579735841088,0.0,-0.5394801207682923,-0.21785536453410975,1.0593233156451984,-0.354536366328026,0.3376312906720173,0.08700888903744015,0.2615607445861106,-2.6644908376227456,-2.012815360655161,-0.5912178179092942,-0.19555412516493687,0.4487530600671813,0.2897406785076605,1.2152771770815536,-0.553598118982204,-0.7748747070476726,-2.510375968571927,-1.7324950316748013,-0.246896656925552,-0.5541673564182088,-0.5085126521283116,-0.23081532458640405,0.4474075271604155,-0.626735871002396,-0.8612508429050483,1.4455230454610444,-1.7239788083117262,-0.18776540787865476,-0.179376810817822,0.27141839812884944,-0.6363593560842872,0.6908218683808012,-0.22598875329076223,-0.24978123565742413,-0.002075743756091106,-5.128200307815642E-4,-0.06566430385888984,-0.08488745247726874,10.467393026226908,0.5758370321672092,7.260884545586438,0.5307687113477483
50,15437.555618727203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4937505765454766,0.0,-0.533157667297935,-0.2205356248002434,1.053895574743929,-0.35719124703421895,0.3406592775090141,0.08463244654233729,0.2648057165788027,-2.6421439239258255,-2.00454337917331,-0.5700798358732779,-0.19092803606780986,0.4520485167332892,0.3089697136713703,1.1943410475821468,-0.5594864965865218,-0.7282214147065574,-2.493840523428653,-1.6878538590418941,-0.24099717909218335,-0.5738697756329261,-0.5122513098889049,-0.2477749031620501,0.4510614025279312,-0.6440070154942882,-0.8650041918567404,1.4362719666459856,-1.7079459676581454,-0.1843276912220739,-0.17223492571683208,0.26881156431833314,-0.6364732744669358,0.6948877545120278,-0.22823668966918256,-0.2439158462128298,-0.002200567318347272,-5.609849547181029E-4,-0.06755359508189093,-0.08539720696930024,10.522748955303408,0.5811144351312172,7.096949678605526,0.5284795261466343
51,15437.266344471236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.495317851868317,0.0,-0.5316996054526091,-0.22430317833122346,1.0577602668967059,-0.35926149823596787,0.3337575082236733,0.08608915421550488,0.2695982830242399,-2.6435187113392087,-2.0025135120407187,-0.5722066960091828,-0.18530392313591487,0.4458987368326311,0.3054001988748255,1.2035146092076923,-0.5541798702002384,-0.6989105515913501,-2.486815565552851,-1.6665173998036416,-0.22796099665886194,-0.5755603658887462,-0.5308255234082075,-0.2568738009297671,0.45243321860958385,-0.6584032785633828,-0.8998822340801409,1.4408849124971028,-1.7035016276409003,-0.17919098655207236,-0.16636646132440894,0.26780373913488476,-0.6426697967159959,0.6960780140172824,-0.23264936210486006,-0.24400558499850555,-0.002236880065209464,-5.689146260305763E-4,-0.06814101735594592,-0.08571987032341788,10.685573591286289,0.58479540002488,6.947265830735585,0.5272047254858617
52,15437.072710530216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.494215685797661,0.0,-0.5329948228013648,-0.22142755968429134,1.0545566796746555,-0.3580261953584473,0.3371955494736108,0.08542725756345317,0.26628311572945146,-2.6446620681292665,-2.0048113236964085,-0.5700192047575987,-0.18936891308913786,0.4490428575618604,0.30935466660957023,1.2001653306683804,-0.5544971238608597,-0.7065622307544557,-2.494832326561337,-1.679722463640883,-0.23349129039053176,-0.579268804560269,-0.5401955935060729,-0.24739399554658137,0.4521683561807739,-0.6620581727012763,-0.9232391470401438,1.438762958592351,-1.708780719801518,-0.1827772834772968,-0.17165679805205494,0.269253946237316,-0.6385401006348,0.6956067469540154,-0.22903893091796443,-0.24453234089299256,-0.002212518500770766,-5.640913051120557E-4,-0.0677664076221669,-0.0858382264589584,10.856340194020904,0.5815687132386002,6.873470947189995,0.5242536514956804
53,15436.923096045119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4955561931890415,0.0,-0.5328806416771715,-0.2239194105222556,1.0581127628101834,-0.35913717206445933,0.33476458010075527,0.08570058790646068,0.268839841653166,-2.644141799971514,-2.004397125633633,-0.5734001470209487,-0.18691977311803062,0.4481883633257454,0.30574427591626796,1.2035114572616754,-0.5561460077857848,-0.7058638423266237,-2.4916855499071544,-1.6765976556165205,-0.23023004925321391,-0.579074493314471,-0.548107911310863,-0.252011570907356,0.4539104663985337,-0.6679639692022926,-0.9364795786511526,1.4418591681345723,-1.7066927419444755,-0.18092413053168138,-0.16893106899425409,0.26857959608027915,-0.641688754777296,0.6960421814318146,-0.23135030921522845,-0.24461014273815765,-0.0022349888934386788,-5.687383175554759E-4,-0.06805430578370476,-0.0860134006862939,10.989425695068153,0.5856279125640551,6.793974643224414,0.5232496246596954
54,15436.799909158884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.494630160949225,0.0,-0.5332874357069433,-0.2222336137078054,1.0554863004933213,-0.35824913409251374,0.3361583300087602,0.08567960638224494,0.26677535709556977,-2.645473811431336,-2.005864970898763,-0.5712159110049134,-0.18880937281412039,0.4484968692310936,0.30879553115518027,1.201887383967245,-0.5547247124738633,-0.7066295342124101,-2.4969937263218993,-1.6864776805277408,-0.2338854618006173,-0.5806789381951027,-0.5535035717374219,-0.24711216257989013,0.45367546125728503,-0.6702297809148564,-0.9467827757017045,1.4397226831700658,-1.7088602874406122,-0.1824522315644167,-0.17159794576776902,0.26946311840526244,-0.6390414875340212,0.6957892902257254,-0.22924576808611338,-0.24491928520594955,-0.002217814695609824,-5.651528579582235E-4,-0.06778946441865726,-0.08608695090348577,11.143430629841362,0.5840998440527452,6.758132683983206,0.5204043339954443
55,15436.694160964122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.495609699321984,0.0,-0.5334765996799106,-0.22371014902085656,1.0579990509022286,-0.358959011479323,0.3349366042027166,0.08566520734271772,0.2684532338538247,-2.6452264189266517,-2.0056430411233874,-0.5735568161176117,-0.1875078521381724,0.4487199882745465,0.30655137810435207,1.2037917284776618,-0.5569281133736501,-0.707646032895569,-2.4940987542810125,-1.6859328492887424,-0.2324742108318418,-0.5811693566028308,-0.5584715465679387,-0.25019907873940916,0.45510952463328697,-0.6742851551591369,-0.9536391368324014,1.4417008129134525,-1.707655530761293,-0.18139858507220696,-0.1700373561297354,0.2689475283986876,-0.6410419250314595,0.6960868173444159,-0.2306533128022683,-0.24501701019640562,-0.0022328092283703986,-5.682842805694846E-4,-0.06797690541588713,-0.08621620576739103,11.270057797917778,0.587796532426685,6.713351761812023,0.518923917870453
