Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_c,g_bike_stressLink_e,g_walk_vgvi,g_walk_speed
10,16657.22905655963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.176714753606104,0.0,-0.9849736666268772,-0.7255962116541588,0.302679396628018,-0.06819396327638054,-0.022143122224588432,-0.13723221275488348,-0.42214565236250473,-0.5530768793158218,-0.21870300233788859,-0.08600383584156414,-0.021609158518535086,0.23207884709984616,-0.36992848169475206,-0.17092365407925683,-1.1748473390067675,-0.4013203532753882,-0.02575711459819971,-0.24006627490164156,-0.2935492259634588,-0.006905235968006969,-0.23095212255812836,-0.12679891841629318,2.5354055581032635,-0.8611107234746292,0.39456067372922826,0.3966062751268547,0.6022615060369891,0.22245949383327795,0.0,0.3282514314007808,-0.016813102750690173,-0.005587249575094935,-0.24481465369907804,-0.13329336253134672,0.10206490628542562,0.36617167484818475,0.5102857340146467,0.14575712713848488,0.46533755218663153,0.4314196813733726
11,16519.46713346917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2135014978570644,0.0,-1.0901525569709511,-0.7283855780421165,0.3464009561603942,-0.007125845354049136,0.09387831369328564,-0.05851014802385608,-0.5509150427267534,-0.9103230747264335,-0.3402644947147778,-0.1075597476402567,0.05755421480873619,0.41489485000578563,-0.5647843525653127,-0.2797883271185045,-1.346853544758444,-0.4627030355714692,-0.007714884705749162,-0.19516686618565482,-0.27112426399205636,0.06256376102809708,-0.19252896221864582,-0.12579749885186295,2.692370773227683,-1.335551748490409,0.029601742412836307,0.039025993399773196,0.7594673989007904,0.17251339755659978,0.0,0.27152931767468164,-0.01655586910241907,-0.005438977153129079,-0.23517166690540647,-0.12983694134676832,0.18499912795638354,0.38419920689838444,0.31402088800662853,0.2087366217547259,0.5809062135995363,0.3163818439384079
12,16479.29457998105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2223204125630933,0.0,-1.070051497507845,-0.7250145303152232,0.3258196442575629,0.022124301077271626,0.09870757433003807,-0.010288563049898655,-0.577070682044681,-1.0736434786214406,-0.3971638842958958,-0.11794104188799781,0.11563322578202678,0.5047976883691809,-0.6403828689923916,-0.3313758066234781,-1.326554679356325,-0.518591811246428,-0.024527658561460438,-0.10199648049822983,-0.21559642232644402,0.08869728162356756,-0.1350743623541421,-0.10383814363253549,2.78759989385696,-1.479163663145912,-0.10301344588189343,-0.03926394329448779,0.8184376005562553,0.18563812417718656,0.0,0.2287385955902292,-0.016438959119794833,-0.005388576364453096,-0.23634951171110957,-0.1300740756890787,0.23030010871000275,0.4227261716709095,0.32303504973020103,0.08580259122062715,0.625615793912145,0.2694553202042662
13,16418.25153220223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2287302383327807,0.0,-0.8222786690163653,-0.6176539104882206,0.2806709259754854,0.09691069484188772,-0.0016989649586736655,0.1496341859069012,-0.5607671440882889,-1.571460185460364,-0.5825643472887034,-0.15366017962772935,0.3526702999141399,0.7933712135038822,-0.8245687075106318,-0.4959964523135251,-1.2138453875372341,-0.6768679224975491,-0.10193260965062699,-0.05627331170375917,-0.07511920953759024,0.14217974739315836,0.022450398702771157,-0.0037803498356499127,3.068274771905581,-1.6888963093861387,-0.330517949345287,0.007574938973134361,0.7427093345546977,0.31454237802267665,0.0,0.0736150077556513,-0.016179737005817752,-0.005298639717238668,-0.2392209527961951,-0.13109450779249243,0.3870778134446296,0.38568319071081864,0.336815665015058,0.26347507163275774,0.7360452902053587,0.16091823612992773
14,16353.175798810764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3690562742466148,0.0,-0.535034930415161,-0.45270306096215124,0.2362112239152531,0.149704708548382,-0.08196713856271703,0.2481171403701054,-0.4782352559958139,-2.241135095143313,-0.8524316463170705,-0.224137135203667,0.6839767430536455,1.1813214965907675,-1.032284965247682,-0.7266424513416045,-1.2929816768237812,-0.9116881980500265,-0.3959501522576277,-0.02086680278678648,-0.21355929439436455,0.21467767344132738,-0.011869693032289227,0.10076612721202971,3.1709155988868862,-1.802833635714656,-0.28519426759558913,-0.11761061763864031,0.47565596165154966,0.4329099643066735,0.0,-0.056788522453632306,-0.016231296620171462,-0.005327265552971494,-0.23302985792701564,-0.12880087241214036,0.618391950694921,0.37763985004480616,0.30477698975947304,0.25052884486698046,0.8561995476291552,0.06210757232190636
15,16278.521394284075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5991438558569255,0.0,-0.3609720964648898,-0.12886332557199714,0.23266503340008382,0.2188744659368516,0.1854831820581363,0.13569838153604336,-0.2969263013792546,-3.6328595076464563,-1.4612157056251283,-0.5163983695841287,1.200933916780332,1.8883729568270469,-1.3602120711550596,-1.2259375905270515,-0.8856379442054468,-1.2946011236715145,-0.3866638696836237,-0.11983814367412815,-0.469625867711716,0.5171574053670751,-0.16094460195193783,0.2260715920341455,2.995562581800941,-2.0839770170351835,0.1346442078688307,0.06121922299816024,0.5525434010243061,0.4493581326257585,0.0,0.0984176853615058,-0.01593551900439883,-0.005213411474866911,-0.2364603130161939,-0.1261405630716093,1.1666793856720683,0.3785760746410722,0.31982387182575445,0.26771301273859277,1.0520554232351869,-0.13002293333304263
16,16213.084319948803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8203760513756813,0.0,-0.2633249612562716,-0.037086408350941166,0.42655820752278106,0.38331616643262023,0.08503707649556833,0.11751598202554414,-0.3834059802655814,-5.092751804979864,-2.140430491028661,-1.0645317469292634,1.2731859637818939,2.2698751992471338,-1.5663572410877902,-1.7591310471222106,-0.9297001327084456,-1.7288064313988327,-0.17423989601220496,-0.44278510362317663,-0.5588968420093806,0.527864812440212,-0.1773187377977254,0.06438649434825611,2.6046719918611196,-1.9391510937119962,0.05291264698920989,0.49022241980088066,0.5602338187303729,0.606271181059399,0.0,0.32863895812535904,-0.014966957138508145,-0.004751275775716255,-0.21465481901718866,-0.12259435712776304,1.8119614324307955,0.44243911454406304,0.14764369378081985,0.04589065698516695,1.076503942135256,-0.21071569188869985
17,16199.30483682804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.907778654009741,0.0,-0.23203378978886585,0.1221238675989267,0.5316912856114555,0.5608252596357913,-0.0518680909073245,0.23412355350039266,-0.6005931264998298,-7.032686213201086,-3.050152245898081,-1.8468869128507286,1.0158793865964317,2.380763224666666,-1.64866523598619,-2.465963125797131,-0.9002172380016763,-2.1525173532663655,-0.0847240912169601,-0.7196830255040532,-0.07199216512026974,0.42600631700077496,-0.07209669193353051,-0.16190606148081826,2.3290635356375193,-1.5744415957697409,0.596776252602945,0.2371460950758088,0.8363427782477542,0.9766762731860095,0.0,0.48106463870507765,-0.013039262477075276,-0.003849176633793907,-0.18966727256799928,-0.12434685732392999,2.7832639295108605,0.4550845768511877,0.004601780328909982,0.02655294204578203,0.863344413360483,-0.11487420468955246
18,16118.044156852966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8577058160191668,0.0,-0.1748962663399891,-0.22159595562097462,0.4484236242759978,0.5289012760374953,0.14653342726701113,0.2778148219291726,-0.45975840927645295,-8.104502934272539,-3.4706196402361567,-2.1772169954415848,0.7733490314288909,2.081025029089189,-1.3928941863329953,-2.8407477231384686,-0.934739419049354,-2.0625397979518247,-0.33037056328543063,-0.6998667825517577,0.10613767493462783,0.46947194883720383,-0.2660988155547058,-0.15486785009231865,2.218348676336193,-1.6070190058483296,0.6105244513346652,0.34667077472688335,0.8473968100976833,0.9085102213408806,0.0,0.3563056246333447,-0.012421290246700621,-0.003560607783659445,-0.18092081387298548,-0.12435556074063757,3.494875661593097,0.40056297811648195,0.06219011780992798,0.07829746534311278,0.6751738820377832,0.018758881018666698
19,15939.4295058145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7743382878241074,0.0,-0.48839478987350915,-0.2279910325028152,0.583897514600521,0.4723013441128718,0.09793978009242758,0.31187797827823954,0.23142541570613517,-9.94471311256487,-4.044313279287868,-2.5226644415915334,0.4330065293786415,1.3351697038105996,-0.6723067077668238,-3.4508632658313916,-0.8429557661883508,-1.657306487689382,-0.45348386810239083,-0.5249145233904513,-0.23483784771979055,0.4470460761379049,-0.0968590587511157,-0.1364695219565864,2.3774401716866738,-1.4550538397453845,0.4131313571236211,0.24758515819405952,0.8059897594735002,0.5754298392365538,0.0,0.2065862395686453,-0.011884239177236728,-0.003403601249271458,-0.1780886965825384,-0.12500562636190926,4.9382514697843565,0.3115886122080655,0.2054996306683629,0.1585953854299152,0.4546779778443183,0.2172773339259913
20,15862.156386902656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5051128560846658,0.0,-0.6315419817433179,-0.04660038136801298,0.19364406894857555,0.2643319344714925,0.2614792611059172,0.02040913120510396,0.8341755823065772,-10.987523506187348,-4.09018072317558,-2.3611359287636366,0.2849611893795301,0.9352822155942935,-0.3744213604987087,-3.720643097294962,-1.0423918275062722,-1.4716650966935345,-0.1546887318896059,-0.6114816805231214,-0.09240532649780966,0.21682114953245393,-0.16020539451028837,-0.12572103193271253,2.640449093824624,-1.4544232677279254,0.24548736550429184,0.15129474311671512,0.48557603096507923,0.5819766696256533,0.0,0.443489307188737,-0.011904598611019819,-0.003526316553953154,-0.17684488762305062,-0.12705113719710634,6.09212345880737,0.33407874241427127,0.12830762863462153,0.041279252159116736,0.30739639539837743,0.3687675078882978
21,15716.955958829634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2582917302688819,0.0,-0.4252570464061323,-0.3500098131309944,0.19050974066382156,0.06021168478212788,-0.07524834010210629,-0.23919490183900277,1.0341700630011155,-11.651018658909589,-3.714682505061933,-1.893790860519612,-0.04609897731625645,0.7040004658429083,-0.5745195093832005,-3.781726040271569,-1.0457785828470916,-1.3500729275743961,0.0883397239975949,-0.710006517462936,-0.22312193214597562,0.0062622212932582355,-0.1584233245776302,-0.09593231554505972,2.672390590807708,-1.6890962330664057,0.31134368687590913,-0.005065422560036115,0.42736844119563705,0.5433706604735615,0.0,0.5846048929015885,-0.011635908828132266,-0.0034650068009123196,-0.17374620774912886,-0.1254946343856336,7.329324471479077,0.3160904606186017,0.13096764383977796,-0.004602356962525249,0.23175020778866745,0.43647651554245964
22,15459.463649002095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.20989903608361,0.0,-0.5466660518018424,-0.13880370714962886,0.38374031096931793,-0.4596612475475238,-0.09402373906374223,-0.4311846406210613,0.7443724158345929,-12.439391680813866,-2.6265277014795583,-1.2633164691510654,-0.6462910246131256,0.36534841357424913,-1.3205393695772156,-3.6658660457009895,-0.9438626968462103,-1.2442729254222067,0.06356710747538198,-0.7566808928117739,-0.21904376192007688,-0.07058741796446805,-0.4836742727466676,-0.09223603429954008,2.797119705796664,-1.5254132345389124,0.12659595799825427,-0.02378958576840379,0.3437534202685746,0.3740388250922135,0.0,0.3344664894845798,-0.010254374210492783,-0.002939012660245477,-0.15653218343383762,-0.12189241452191266,9.647137477764272,0.26892049648990357,0.15318184348949226,-0.04806267086756381,0.22960904727674367,0.4127112598783661
23,15230.745747952753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0754132045683955,0.0,-1.0022519664354974,-0.1252376373712946,0.31120073875698734,-0.10308661254896617,-0.016654158192180413,-0.21568670674201543,0.400541627473996,-12.848676917913439,-1.2201107312559434,-0.9969584189345266,-0.3718654472884734,0.08133624887271423,-1.8145005580408913,-3.285188316416895,-1.2019067484108579,-1.2632246669044707,-0.2866945741908166,-0.7271007454206244,-0.03758870427816485,-0.33503432577035475,-0.16282547454227708,-0.5804323211878814,2.6641470750749705,-1.6790159035689312,0.28180928732418403,0.19798415379293735,0.24935479156468693,-0.10775282427150601,0.0,0.2835179638091137,-0.00968429256121918,-0.0027912629667787925,-0.14459818683559536,-0.11630087922866815,12.233271388988387,0.185176095943281,0.15971523813945385,-0.013568490015866123,0.2896964839628253,0.3489509499110086
24,15086.293234216739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2554094422385573,0.0,-0.8081984673558836,-0.569967522240276,0.6926303657883799,0.12505378414936844,0.5406208749787779,0.05128191371998461,-0.04662222657257076,-12.741409391442462,-0.40140715405086225,-1.0431185231000342,0.4499480094465617,-0.1095236228498877,-1.6786196707224652,-2.7417062968412336,-1.270607270456621,-1.2606105840861712,-0.06798990895094487,-0.5416843763976891,-0.08993655880052859,-0.28612568854452075,-0.06946858104837053,-0.9057321905943065,2.7589025350430063,-1.4549166308886747,0.15231115305817788,-0.06917505417865757,0.24520403670746568,0.21001611937845605,0.0,0.3967235611954137,-0.009295292204152683,-0.0027730246665523244,-0.1413668240057757,-0.11185913951447839,14.303616550636118,0.14718633669626371,0.0796996186464767,0.06346508896013356,0.3513963527024623,0.3457927994116808
25,14909.91137671457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2905209555854702,0.0,-0.656286478178464,-0.3287533204992975,0.7425521271624811,0.5336500084615287,0.20191382935572738,0.3026002256866177,-1.2260270508201145,-12.053204590143649,-0.5736354270256447,-1.2558289976787942,1.1296036712259303,-0.11182786188406259,-0.9525429298538984,-1.8784405499358372,-1.4625764534105092,-0.9386704873077134,0.30316717079703265,-0.45523537670045405,-0.09610785473832349,0.28686764589560393,-0.5687350162381554,-0.8487254190348481,2.8546494027754385,-1.9260066367439466,0.0836668138306911,-0.19401335166944264,0.1200491021806365,0.4439603426744059,0.0,0.48950506829098384,-0.008181622881741474,-0.0023541631797908288,-0.12644756631049636,-0.10846301931298813,16.398371324167847,0.09074391972283219,0.16788159843493794,-0.006841910970787415,0.3256885465893983,0.3372054923978457
26,14819.369848170345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2924413130327146,0.0,-0.6359870252075404,-0.29211870576786364,0.7508534659338879,0.2755031217511831,0.4012904389356494,0.0307699326939449,-1.9150942967420899,-11.482366395360174,-1.230879596033592,-1.237561901046094,1.1895644391996574,0.3796819880588139,-0.5882374790729095,-1.3399227438493782,-1.72933992433477,-0.7890841293249687,0.14833625753490431,-0.3646612983099995,-0.16543084106784872,0.33066407251200103,0.01110829791027479,-0.5970644724823234,2.7984789720719596,-2.08227524076939,0.002942030131506998,-0.17120632828384805,0.07108786197337366,0.52160059175592,0.0,0.5394756302622538,-0.0074484235814563935,-0.002030227550592956,-0.11613772663488313,-0.10602684069288773,17.36582595428272,0.026389918206017465,0.24838255718457564,0.031154246809310372,0.23117441280413598,0.3993869957239071
27,14776.82477386597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1869419011576723,0.0,-0.749947560199226,-0.4839839209088609,0.8557362159856259,0.24743634963127692,0.38355194647870733,0.07627398387420065,-1.967110671967443,-11.155619096317979,-1.6696390900314113,-1.1193856433381595,1.2526860158770428,0.9866942653806017,-0.4601544936323064,-1.079916006467399,-1.8746313960670022,-0.8076881392648796,0.1921216305700511,-0.3143714151133609,-0.00564356405604316,0.34596372121432084,0.04560626198809614,-0.3481032195466983,2.8745152641517646,-1.845051964922009,-0.0590134874465116,-0.22763545202283586,0.1277233097863287,0.13921490901987338,0.0,0.4868950921105347,-0.007386910462165229,-0.0020502298252655067,-0.11525239154433056,-0.10665197417806456,17.760062584405343,0.0316393281528684,0.160927251262574,0.0528114263105474,0.10167862817100876,0.5406328206830127
28,14765.305810229122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.108620265294926,0.0,-0.9553995707608839,-0.5625140379742816,0.8521573051945808,0.2115126730790458,0.36651021484564894,0.24161463716870632,-1.857865620955592,-11.053161060797875,-1.7685737980754994,-1.1556419132016302,1.2115723368596971,1.276306825845248,-0.4859308001155421,-1.0263141333667667,-1.8558146383602252,-0.7198648907159143,0.19213112294800272,-0.31000826824990824,-0.0475339969991604,0.26194459506983925,-0.006999294115796979,-0.3040927876814198,2.835803003906693,-1.8636770826587115,-0.09066419622245535,-0.2267160192606847,0.13933182441529465,0.303308032915813,0.0,0.40523719585685813,-0.007488074789391655,-0.002106511235692157,-0.11710889072791285,-0.10631271362747517,17.817518507482287,0.02536474778560592,0.17090736609933527,0.053196720990973945,0.023718320780911517,0.6236220679910811
