Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_23,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_23,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_23,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_23,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_23,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_grad_c,g_bike_stressLink,g_bike_stressLink_c,g_walk_vgvi,g_walk_speed
0,30320.955757936834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0
1,29780.539995570212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.138216888944381E-7,0.0,-2.15806238533585E-7,-2.428637406820971E-7,-1.5947851160501424E-7,-5.278731932819738E-8,0.0,-1.6280620495812778E-7,0.0,-1.2160363639944471E-6,-2.8712703475520393E-7,-2.8956508737465097E-7,-3.602802891319242E-7,-6.260247787174516E-7,-1.5625164003266112E-7,-3.765335999270456E-7,0.0,-1.4002573934341963E-7,-4.075948981953906E-7,-6.619671652598253E-8,-9.587100310019084E-8,-1.48898022680263E-7,-2.4767925611886393E-7,-5.3400538347637344E-8,-1.1964516543628978E-7,0.0,-4.594287741280107E-8,1.742016747797298E-6,1.6455541452005168E-7,4.770503064707314E-7,6.26671375149695E-7,9.52120859445835E-7,2.575601337917342E-7,0.0,0.0,2.0267031023498154E-7,2.527526347702754E-4,-0.0025360174954259366,-0.10000093843570744,-0.09997339176287676,1.4210413161268076E-9,4.837593308065265E-10,0.0,3.2681322562313393E-8,-1.7865835266999517E-6,-1.6261327490018953E-6
2,28321.686265964472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.089447007231944E-5,0.0,-1.0475407833667506E-5,-1.2277063475985081E-5,-1.3967297800921544E-5,-4.189185061134844E-6,0.0,-1.2449427095223746E-5,0.0,-6.123372923588227E-6,-1.9568873788800728E-6,-1.656514103800967E-6,-1.7856364945048712E-6,-3.0945830502035476E-6,-5.042695118500677E-7,-2.064083767973275E-6,0.0,-7.744764109398984E-7,-1.785652493819498E-5,-3.4268645318071385E-6,-4.116432593882539E-6,-6.168229258483838E-6,-1.048095745880592E-5,-2.4153813278530853E-6,-5.241069557335411E-6,0.0,-1.9440132004501395E-6,5.632090214123716E-5,5.135885569060344E-6,1.5480747003486738E-5,2.0331270325819467E-5,3.0803333260007836E-5,8.318292590717777E-6,0.0,0.0,6.5812600095578645E-6,-0.004776941715362103,-0.0033565117742742475,-0.10006182846526014,-0.09913660647613867,8.193679698370344E-8,2.8267770662640556E-8,0.0,1.9439893341036912E-6,-5.794938744494956E-5,-5.2758719136826726E-5
3,23873.25044280246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014656233959142412,0.0,-5.789994867735534E-4,-6.676999786018013E-4,-6.337012366745286E-4,-1.9473675163181027E-4,0.0,-5.900287190924424E-4,0.0,-2.797452390556285E-4,-1.0126974016284343E-4,-8.018416588688159E-5,-8.03804285459026E-5,-1.3911502176686968E-4,-1.5663831524123644E-5,-9.914417888134559E-5,0.0,-3.796942234208841E-5,-0.0020783442730204697,-4.329555849780718E-4,-4.7832570193755163E-4,-6.689497775719113E-4,-0.0011529087919244024,-2.79603267747312E-4,-6.20842886543851E-4,0.0,-2.2999842077178404E-4,0.003567068422994312,3.182676760117406E-4,9.826781827458344E-4,0.0012899635452280277,0.0019521692187212173,5.273112541516928E-4,0.0,0.0,4.175188617303602E-4,-0.005583993205500473,-0.0034857758192934057,-0.1216083345816411,-0.045585376958111046,2.409499991891742E-5,6.935211583467981E-6,0.0,5.210963022271454E-4,-0.003631652822723903,-0.003306836769959849
4,22390.10639127652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0377114538884853,0.0,-0.016542894396009714,-0.01867140685317309,-0.015222266704480559,-0.004914835136693867,0.0,-0.015246958723983288,0.0,-0.008537691559376816,-0.0031900483168523673,-0.002489023676075424,-0.0024357762962118725,-0.004213498681318515,-4.0401845288924284E-4,-0.003087180505133202,0.0,-0.0011915374173039072,-0.03781462942340912,-0.006468543203446897,-0.008933480283123657,-0.013253536385990626,-0.02218659966345342,-0.004999710351956852,-0.011162495254385122,0.0,-0.004194580426319896,0.06735327458054112,2.73291935354786E-4,0.020329264696394286,0.026869302786130443,0.03795515071166984,0.010468254272576104,0.0,0.0,0.008187413354606852,-0.014212714733854461,-0.004974632703687167,-0.2837286850057666,-0.09242039607025994,4.89065716616227E-4,1.400424138452598E-4,0.0,0.010624861033762343,0.03426028907050702,0.03429456226961265
5,20416.862839100704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0043752294051251,0.0,-0.43216167230587055,-0.48094151620668585,-0.3908196665817448,-0.13182545719982852,0.0,-0.40076697513911935,0.0,-0.15687517988683766,-0.07074559069439214,-0.049248088553726525,-0.04674547265669349,-0.07344085884450134,0.0027392903929374687,-0.06699795659521227,0.0,-0.026157963940515613,-0.8915687133489542,-0.13142615959269469,-0.2165295336692924,-0.3223527290253697,-0.5268084199674181,-0.11833735249443066,-0.25810587259557516,0.0,-0.09703627578653012,1.6535974598455832,-0.020270005520970445,0.5055274224068423,0.6648588170145684,0.9242087022638624,0.2580481192620725,0.0,0.0,0.20085733956332877,-0.006667746026941637,-0.003951446585251264,-0.11116769747188651,-0.04613118644063269,0.03568170974196364,0.00963319665034469,0.0,0.7593424264085147,0.6087954372539118,0.6519038852097324
6,19780.487319233143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3647923949070977,0.0,-0.5893367896164099,-0.6525073782514643,-0.5202022610612944,-0.17943520710735195,0.0,-0.540430504870734,0.0,-0.20904547818612448,-0.0970890258674044,-0.06623643600658,-0.06236881458043868,-0.09659055798769073,0.005733327795873564,-0.09136935788274902,0.0,-0.03571309812540034,-1.2212473334000318,-0.17898334237453212,-0.2961687967686117,-0.44039249866705454,-0.7164831546970061,-0.16125650521740248,-0.35294613829101007,0.0,-0.13325861641597844,2.2771789850338227,-0.02706142136524808,0.6941301381370133,0.9094619599075702,1.257179412435466,0.3535807793082417,0.0,0.0,0.27671438400567416,-0.006479104916331906,-0.004023057007966613,-0.09350648974732145,-0.09852579278958806,0.0524050741151562,0.014047204436070913,0.0,1.1038394856730074,0.48897110664397314,0.5674289774645654
7,18668.94279080882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1363829986974203,0.0,-0.7508057643095037,-0.695392872716147,0.0027484169387959057,-0.16265457604325356,0.0,-0.30111680800489726,0.0,-0.3751693513316064,-0.22933546434909832,-0.12411235201121382,-0.10066683008128925,-0.14481567015433297,0.039912535998543816,-0.19370002159102195,0.0,-0.0761712308277727,-1.034401328508526,-0.07216281156154103,-0.23032489048951335,-0.3802556148238817,-0.48759353229900615,-0.09888286883204266,-0.2658311101865914,0.0,-0.13729612047794898,2.7574149392393648,-0.3926179069170107,0.9010705830071746,1.0800199296830753,1.1215884691673004,0.3953824270317272,0.0,0.0,0.3751988822941873,-0.012423916248887973,-0.004782997476112415,-0.184691468879304,-0.11911954581751154,0.13301950959363057,0.03271935695465636,0.0,2.274452829920853,0.5259865595920447,0.7035063125443358
8,18342.07820395756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.384852121129969,0.0,-0.9296498604060572,-0.7908042790859214,0.21475943995860666,-0.21181585302671097,0.0,-0.27773183742831925,0.0,-0.5467784639108999,-0.3570032754323568,-0.18086863977525305,-0.14034409289597297,-0.20203993661708167,0.06649969445530568,-0.2913617804464048,0.0,-0.11408117351368385,-0.6136651083196184,0.26509439567340976,-0.1684398076218535,-0.3010926892233823,-0.1609367468013601,0.005078933185383425,-0.11971490647591967,0.0,-0.1277905984745214,3.091010689047778,-0.673306016785848,1.026954704344201,1.1619873428552905,0.9864693939734521,0.416049504270154,0.0,0.0,0.44561348001816253,-0.012620565315629093,-0.004711947402315673,-0.22659587175479162,-0.1253625087117878,0.21640457714105996,0.04001273440148642,0.0,2.682357222210542,0.5178339657619414,0.7549356999547406
9,17706.75565112883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4567889276870207,0.0,-1.1405467443500434,-0.7678148875376078,0.928730377843287,-0.25164288474706353,0.0,-0.009041871138821544,0.0,-1.0252141202794545,-0.7009452983013844,-0.3338069399264989,-0.24622771385488706,-0.3711525883950957,0.12264900125834813,-0.5420046188450601,0.0,-0.21365503381918297,-0.6432125678719057,1.1068397473237535,-0.3304179147257004,-0.4848370225979494,-0.05389694549986665,0.13573999925506053,-0.14363857037849243,0.0,-0.20807219893146822,3.6647488546422102,-1.249420562267264,1.1715254045214176,1.1722117162791452,0.662804542399258,0.42011223108427703,0.0,0.0,0.5692332932743166,-0.011494609220718826,-0.004092458424463843,-0.20452587068372377,-0.12420464722405847,0.39397102322891664,0.04142991205392989,0.0,2.604140893579331,0.47904274077403824,0.7871099330346375
