Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_23,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_23,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_23,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_23,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_23,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_grad_f,g_bike_grad_c,g_bike_stressLink,g_bike_stressLink_f,g_bike_stressLink_c,g_walk_vgvi,g_walk_speed
228,13606.30887072912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1341378925456922,0.0,-0.6999795257867251,-0.41629521497381583,0.7104934066208501,0.20270192299655512,0.0,0.14283854930818043,0.0,-1.4885938359065058,-2.420302107478695,-0.9045284409418961,-0.5651431540997585,0.321169780541299,0.6287187378257595,-0.3878796746738018,0.0,-0.5983724954140923,-1.7344911800671736,-0.0210029362512248,-0.18952758063705655,-0.6571454703280937,-0.025390523517447694,0.4744921518998881,-0.18802661502625673,0.0,-0.3670023764247738,2.880766052529348,-2.0087274767889416,-0.2223662553292914,-0.2122180743986872,0.2520310112434185,0.2674754958352641,0.0,0.0,0.20172811218616318,-0.0027596638489838354,-6.982787731387353E-4,-0.056512980301290386,-0.048042324664877754,1.8308716353883459,37.298182265335114,57.32366817805028,0.0,0.7285818447386602,3.535706294378198,1.093010232602893,0.9920584445782236
229,13606.300374107179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1343783090104889,0.0,-0.6997948714541443,-0.4160909766054284,0.7106247890486855,0.2025328578279785,0.0,0.14287508876040236,0.0,-1.4879012527242677,-2.421845624501369,-0.9041220858266199,-0.5638735601164828,0.3206717604944526,0.627476164435543,-0.3882942422475363,0.0,-0.5978280222230629,-1.7345451215379921,-0.020615225903776714,-0.18945410307772603,-0.6572026922385366,-0.02464248547678078,0.4741809887550002,-0.18827247815741843,0.0,-0.3671506741588798,2.88047916980811,-2.008570431457895,-0.22199752537295123,-0.21183600928109797,0.2522120596627593,0.2674589389617137,0.0,0.0,0.2015485522782798,-0.0027575335955109,-6.981200697043442E-4,-0.056424986900413164,-0.04796753121338953,1.8758203384867596,37.35919698320171,57.45958939517882,0.0,0.7311660482109895,3.541449362632261,1.0955452306697537,0.9930353840282115
230,13606.29161085141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1341450225288499,0.0,-0.6999745869708628,-0.4162915768876405,0.7105087654320377,0.2027003337813304,0.0,0.14284274565957994,0.0,-1.4885915001667378,-2.4203071396170635,-0.9044925089065202,-0.5651067348672785,0.3211665022247186,0.6287084354599404,-0.3878776039817777,0.0,-0.5983641569889039,-1.7344558023129182,-0.021396884347176418,-0.18952415480852725,-0.6571593514361528,-0.025042278070689438,0.4744783193205309,-0.18802154420860154,0.0,-0.3670867532008967,2.8807407396557365,-2.0087288949669144,-0.22234734751025664,-0.21219569969246496,0.25204813556394384,0.26747468924732815,0.0,0.0,0.20173110141500802,-0.0027596547020913294,-6.982893217062615E-4,-0.056515434579934964,-0.04805176588520481,1.8280367926747179,37.219247811458125,57.29499678091057,0.0,0.731414229325956,3.534753213893304,1.0926261547715588,0.991718997722353
231,13606.280978161094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1344146286013506,0.0,-0.6997702010468203,-0.4160828620573074,0.7106561851620439,0.20251043036952032,0.0,0.1428635408540996,0.0,-1.4877563491237904,-2.4217037324917787,-0.904008541886984,-0.5638536811250467,0.320722778121455,0.6274677195457635,-0.3882799880664157,0.0,-0.5978372989517579,-1.7344017312099373,-0.02230558958926547,-0.18962817896393083,-0.6574701037369683,-0.024459130849009875,0.4741665277152344,-0.18821201295951046,0.0,-0.36729425328238563,2.8803755343273134,-2.008636801446215,-0.2219380847046499,-0.21177992736245982,0.2522714572710928,0.2674202311193541,0.0,0.0,0.20155360110901133,-0.0027581843450101553,-6.983283567083971E-4,-0.05654449139823839,-0.04806928988521625,1.719816095295351,37.091392294211346,57.137873694182154,0.0,0.7326231088505162,3.5312156304514692,1.091168170741232,0.9903666957057763
232,13606.271634272513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1341994832964335,0.0,-0.6999827279443862,-0.41624526179434235,0.71051875316448,0.2026732456942495,0.0,0.14280756351287102,0.0,-1.4882214505569047,-2.4205178275953205,-0.904525053440195,-0.5649848527512605,0.3211865715908047,0.6285965092189292,-0.3880284331163134,0.0,-0.5986028483263658,-1.7345111470997956,-0.022358845988842642,-0.18955104354234548,-0.6573032367231887,-0.024529970800300515,0.4744535819399079,-0.18832565626932282,0.0,-0.36699602105081575,2.880772854894401,-2.008918608896314,-0.22239107158129998,-0.21223439012989823,0.2520894162025836,0.2675198334835309,0.0,0.0,0.20165289996558505,-0.0027610143281418514,-6.987372790339713E-4,-0.05660301529996192,-0.04811665245333437,1.6832192797635157,36.98400037341665,57.0320558605283,0.0,0.7336203924631556,3.527529934308049,1.0905991002327264,0.9883624695906015
233,13606.262516030938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1343756196795738,0.0,-0.6998068931134273,-0.4161248896733198,0.7106365068339088,0.20254981973140643,0.0,0.1428704071187688,0.0,-1.4876326012697276,-2.421773908492625,-0.9042949405138409,-0.5641415099985129,0.32067887914166215,0.6275985399508053,-0.3882721683126988,0.0,-0.5978243785522017,-1.7342305002265643,-0.022667989998528162,-0.1895916599968967,-0.6574621856053768,-0.024167086330203442,0.4741997814360693,-0.18829381894405905,0.0,-0.3673307971231863,2.8804874185107137,-2.008685661961496,-0.22203735271901706,-0.21188258501380863,0.2522300724127076,0.2674249739759047,0.0,0.0,0.20153998664887965,-0.0027588480348556144,-6.984612537263163E-4,-0.056553964173253805,-0.04808432372542366,1.7062894612581334,36.97983639958542,57.084026422986184,0.0,0.7355923043813105,3.5294974266415853,1.0912644705413188,0.9889911286638353
234,13606.253341709144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.134240398541743,0.0,-0.6999353319876188,-0.4162257237885394,0.7105683698954669,0.2026686507830742,0.0,0.14283139361649286,0.0,-1.4881835398822294,-2.420493408155811,-0.9043579799260616,-0.5648489175527212,0.3211571463050705,0.6285484300170355,-0.38801803185518774,0.0,-0.5984468069219457,-1.7343525356464593,-0.02288899002879323,-0.18953885890300554,-0.6573357124387591,-0.024122951602234873,0.47448870723848474,-0.1881638640504835,0.0,-0.36704993351295645,2.880644901130362,-2.0088487774738746,-0.222287547459117,-0.2121409767228757,0.25214007677464645,0.2675004347135191,0.0,0.0,0.2016605999320422,-0.0027608400311444807,-6.987357383526902E-4,-0.056600462355665716,-0.048121891893129265,1.6924657921676196,36.89494761349039,57.016091246315426,0.0,0.7367126453753273,3.5267125710720633,1.0900421697919218,0.9884523862431494
235,13606.24424907944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1343699848345015,0.0,-0.6998281199789357,-0.41613147810176,0.7106459638961494,0.2025578567880612,0.0,0.1428629338759377,0.0,-1.487635024984996,-2.421730777145146,-0.9043584860159011,-0.5642292238685068,0.32074893167480845,0.6276526847240801,-0.3882807031806922,0.0,-0.5979052202165436,-1.734186476954218,-0.022991156670364703,-0.18956403682029785,-0.6574268345682226,-0.023655841369300625,0.47422351594620743,-0.1882583322920282,0.0,-0.36725604228234554,2.880525662221142,-2.0087266474823373,-0.2220722972153624,-0.21192247569480183,0.25223337325388273,0.26743849634331673,0.0,0.0,0.20155536229228302,-0.0027592524654091906,-6.985530411259758E-4,-0.056552190485949526,-0.04808898441473941,1.7180892818868432,36.89653873770438,57.07636915398273,0.0,0.7387681228555237,3.52908578561559,1.0910213274105787,0.9889679898821965
236,13606.235300387614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1342571500572485,0.0,-0.6999202332892001,-0.41621825977476856,0.7105889925599831,0.20266424551940646,0.0,0.14284178585384705,0.0,-1.4881148015367431,-2.4205822568941264,-0.9043497581904749,-0.5648025757169909,0.32110672252236994,0.6285215002761322,-0.38802636254683304,0.0,-0.5983658945651126,-1.7342528715062036,-0.023359465300157006,-0.1895389582354146,-0.6573358303931476,-0.023673630533573433,0.4744662940282602,-0.18810739722364653,0.0,-0.36712253181406135,2.880629209800789,-2.0088470394698246,-0.22226134420989432,-0.21211389511502612,0.2521621746408355,0.26749362698916623,0.0,0.0,0.2016628940273667,-0.0027607972683889345,-6.987481420394808E-4,-0.05660676114836788,-0.04813441711283428,1.6892547545613348,36.79549807599328,56.98043881392154,0.0,0.7396922804415252,3.525387949316031,1.0893772840745635,0.9882249044567711
237,13606.226389938065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1343620608129463,0.0,-0.6998407053022668,-0.41613641664335144,0.7106515784348765,0.20256689786560947,0.0,0.14285765503612693,0.0,-1.487645898024569,-2.4216461618779874,-0.9043614017890805,-0.5642614048030646,0.320796843006884,0.6276998435423489,-0.3882784957261587,0.0,-0.5979748435354826,-1.734154414325268,-0.0233216077373731,-0.18953465460603408,-0.6573922652329729,-0.023219290994015686,0.4742422935455133,-0.1882645681481814,0.0,-0.367223767009219,2.880535844370622,-2.0087546401720586,-0.22208956247513995,-0.21193904671548713,0.252237424093474,0.26745316490984666,0.0,0.0,0.20156230351529378,-0.0027595589028124473,-6.986295390790873E-4,-0.05654990578250712,-0.04809386974034252,1.72799884638827,36.81232972312686,57.06434510191502,0.0,0.7418623395834205,3.5285375041700466,1.0908052390261447,0.9888222272534746
238,13606.217590130736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1342700355715218,0.0,-0.6999146759788957,-0.4162175979623706,0.7106088083101082,0.202659082536295,0.0,0.14284864120362076,0.0,-1.4880513874201677,-2.4206584317937527,-0.9043652976137395,-0.5647924665006678,0.3210748548536375,0.6284895897029793,-0.38803411759238055,0.0,-0.5983040718192644,-1.7341593642905406,-0.02386317043782156,-0.18955110548429088,-0.6573517682006573,-0.023253103308802543,0.4744404637009097,-0.18808264268223795,0.0,-0.36719310877294914,2.8806244228988422,-2.0088556061629728,-0.22224718804827587,-0.21209975510256637,0.25218292427851247,0.2674835804721955,0.0,0.0,0.20166637543842486,-0.0027608143523043696,-6.987682292088823E-4,-0.056614108143800086,-0.048148616923845096,1.6844249699410376,36.69479113112383,56.94047980156006,0.0,0.7426077413274396,3.5239160183017466,1.0887098993022872,0.9878976693441499
239,13606.208420554078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1342997896255151,0.0,-0.6998787641458539,-0.41615460248568126,0.7105823922439622,0.20257527405342518,0.0,0.14283074586141759,0.0,-1.4875616441388442,-2.4216686289891527,-0.9044411474837117,-0.5643286811353021,0.3207971497323664,0.6277725004716396,-0.38830073279347277,0.0,-0.5980253609399565,-1.7340159459513966,-0.02433867270925367,-0.18952864982614304,-0.6573955817520875,-0.023110421416364657,0.4741202010923679,-0.18834806665373258,0.0,-0.3675426207376021,2.8805626693853417,-2.008873592374827,-0.2221970819807955,-0.21203421893029248,0.25219447121597144,0.26748209906460685,0.0,0.0,0.20152848268450776,-0.0027603292837437917,-6.988247240078982E-4,-0.05660666922546151,-0.0481474480741147,1.6687899931093493,36.63428627282948,56.901213180530654,0.0,0.7440101530504648,3.5227369828993838,1.0896337408967935,0.9861128965212749
240,13606.199601259548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1342820945392875,0.0,-0.6998954552712869,-0.41622318909619727,0.7106320134982453,0.20263234719453715,0.0,0.14284922914191106,0.0,-1.488062190505037,-2.4205018500645847,-0.9042093310834737,-0.5646877697340845,0.3210932678025369,0.6283970805357006,-0.3880014367749322,0.0,-0.5982865194676791,-1.7339479857603888,-0.02496645953373132,-0.18959373573906335,-0.6574684309464464,-0.023214657636023053,0.47442667911007347,-0.18810543618436212,0.0,-0.36726275725808694,2.8804338635655387,-2.0088507268112705,-0.22216158704208328,-0.2120178343497541,0.2522085071701377,0.26744681589638364,0.0,0.0,0.20165929574998956,-0.002760650824823114,-6.987606407460842E-4,-0.05664321421931064,-0.048186767477846316,1.6390405980019818,36.532305171148174,56.80247319876045,0.0,0.7448991362556794,3.518961571538222,1.0873467318511179,0.9860522319966948
241,13606.190876104989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1343059399280837,0.0,-0.6998644326618233,-0.4161517162832876,0.710610358356871,0.20258041905619578,0.0,0.14283792774739398,0.0,-1.4875924743593179,-2.4214934339693333,-0.9044053978041431,-0.5644005358424026,0.3208652621847481,0.6278141128822406,-0.3882432528812497,0.0,-0.5980811434737903,-1.7338707064445795,-0.025012396723511666,-0.18953598017262077,-0.657438997109604,-0.022947379449641495,0.4742103470128472,-0.18828478158887435,0.0,-0.36737775186350413,2.8804300242567877,-2.0088385275742815,-0.22213862843116847,-0.21198383081936237,0.25220242332995296,0.26746987831551466,0.0,0.0,0.2015606258143249,-0.0027606672147790987,-6.989144433395679E-4,-0.05659953870762581,-0.04815431775469994,1.690205085935545,36.5442153843899,56.88175404423573,0.0,0.746892165565572,3.521397097049055,1.0888090772908345,0.9863744241787685
242,13606.182275705878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.134256558212263,0.0,-0.699907532827513,-0.41621862331620785,0.710602446288733,0.2026350486001041,0.0,0.1428544369714995,0.0,-1.4879317104712704,-2.4207232337605413,-0.904322004754217,-0.5646950949757326,0.3210339786943117,0.6283854901810603,-0.3880511052854866,0.0,-0.5982443839720635,-1.7337764971111287,-0.025579778172689777,-0.18956426666446663,-0.657420318167886,-0.023024894629903477,0.4743475456239042,-0.1880981940442874,0.0,-0.3674048977918201,2.8804811264758334,-2.0088915378024117,-0.22221022787356484,-0.21205331067139405,0.25218798271944365,0.2674629255864741,0.0,0.0,0.20164964760486329,-0.0027609758570188137,-6.988567875153024E-4,-0.056645688239613655,-0.04820099185771263,1.6555894806209488,36.43481497775422,56.76912774005194,0.0,0.7476135068070607,3.5170206514808062,1.0868928416559003,0.9855160207421302
243,13606.17381669562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1343071342865556,0.0,-0.6998657207202021,-0.4161585833493486,0.710627338403204,0.20258467113558443,0.0,0.14283907932089768,0.0,-1.4876107887443588,-2.421349828540856,-0.9043276151748965,-0.5643812368566106,0.32089770105951165,0.6278611411954214,-0.3882334823538387,0.0,-0.5981107151245657,-1.7337476800733242,-0.025632166598343224,-0.18952030540273185,-0.6574264995259714,-0.02274164225913404,0.47422316905176903,-0.1882470551765206,0.0,-0.3673919288826346,2.8803987111566345,-2.0088478100429956,-0.22211408281144102,-0.2119570235965756,0.25221543334934937,0.2674689294923477,0.0,0.0,0.2015783531333292,-0.0027607793465757847,-6.989516069925558E-4,-0.05660293121140936,-0.04817013598815705,1.6996078024297012,36.44189220667374,56.83771185669107,0.0,0.7495344703750938,3.5192109371802327,1.08805224242099,0.9859502345196156
244,13606.165421010654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1342545860534468,0.0,-0.6999125498013861,-0.41621854567385475,0.7106062253402834,0.2026352637264428,0.0,0.14285244108117542,0.0,-1.4878409632152447,-2.4207961708664105,-0.904370937005815,-0.5647175011156164,0.3210277924188449,0.6283537675221155,-0.38807273143379506,0.0,-0.5982444706486292,-1.7336565169422304,-0.026160769786619367,-0.18955473828111055,-0.6574142005663981,-0.022774950922384848,0.4743231558213003,-0.1881044456391488,0.0,-0.3674353078579566,2.8804938713386,-2.0089210379039297,-0.22221862017893193,-0.21206169606913985,0.25218675466118906,0.26746727529565617,0.0,0.0,0.20164950127212794,-0.002761317177379513,-6.989644763722763E-4,-0.05664594551552223,-0.048212883920500535,1.6716464753792288,36.34219349433617,56.73868813405177,0.0,0.7503187410537713,3.515306272518083,1.086406876887961,0.9851293830083796
245,13606.157262057963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1343518608097876,0.0,-0.6998421454714335,-0.41616136501724543,0.7106917094769987,0.2025780943839194,0.0,0.1428595220299234,0.0,-1.487645739919069,-2.4211776985402578,-0.9042108741538778,-0.5643529683590269,0.32095234636090814,0.6278777989912364,-0.38818415127565314,0.0,-0.5980841972974088,-1.7336198204989766,-0.026288781174429676,-0.1895703553579023,-0.6575073136361094,-0.022434708177942502,0.47430265412380695,-0.18812734109575277,0.0,-0.36729754989498214,2.8803175903356215,-2.0088104543065715,-0.22201302879417786,-0.21186143156551723,0.25226479621133924,0.2674350179807073,0.0,0.0,0.20163891949479762,-0.002760628876571465,-6.989295168344027E-4,-0.0566155722895466,-0.04819283941603116,1.6912758312861036,36.33003753876374,56.772249365635666,0.0,0.7520826317502323,3.5166564323170144,1.0861690269218374,0.9863180622094352
246,13606.14897133215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.134223138312637,0.0,-0.699956932051578,-0.4162070129767325,0.7105493254655266,0.20264419904023714,0.0,0.14282298301266774,0.0,-1.4876014087913156,-2.421099534826242,-0.9045898212064881,-0.5647810002853765,0.32098010978073643,0.6283488012747663,-0.38818429913977887,0.0,-0.598342170530971,-1.733644770534267,-0.026578314334839065,-0.18948164810684207,-0.6573263030432219,-0.02232085547755204,0.4742204749422661,-0.18828345737148938,0.0,-0.3675246242596394,2.880663180253285,-2.0090729431135186,-0.2223682535513618,-0.21219909260371903,0.2521487909494387,0.26753597177657135,0.0,0.0,0.201599379764775,-0.002762430919884273,-6.992705993443324E-4,-0.05665219739969099,-0.04822339090656358,1.6814426390409218,36.25348282621234,56.709500099837605,0.0,0.7531140343893384,3.5139785108105506,1.0866396914731655,0.984095956667314
247,13606.140658233797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1343751245174467,0.0,-0.699833703880908,-0.416180492722725,0.7107317786795331,0.2025757100466897,0.0,0.14287708126162552,0.0,-1.4876649712342318,-2.421076832676777,-0.9041501341914149,-0.5643392127981778,0.3209344646938441,0.6279043180250636,-0.38815430051256283,0.0,-0.5979912212747439,-1.7334847794393158,-0.026859475277840415,-0.18956623673561682,-0.6575163444454034,-0.022050031941276735,0.4743284244294358,-0.18808346903820183,0.0,-0.3673110577089966,2.88030532447193,-2.00880899176452,-0.22196994412188234,-0.21182525256833482,0.2523049624377698,0.2674034257933502,0.0,0.0,0.20165305181654924,-0.002760277059488625,-6.988364109721912E-4,-0.05660740321146358,-0.04820208200523852,1.7070136745972824,36.245343468716634,56.75065534852422,0.0,0.7548403248162582,3.5153554165598617,1.0857449249369249,0.9860207188753387
248,13606.13268832572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1342134213445227,0.0,-0.6999602102801661,-0.4162031952343351,0.7105476230930151,0.20265926827750116,0.0,0.14281520552446855,0.0,-1.4875407660149127,-2.4211196615300414,-0.9046090199519339,-0.5648176741260058,0.3210142226103594,0.6283666830449923,-0.38819694218368517,0.0,-0.5983841546647226,-1.7335816793085062,-0.027005232697407136,-0.18944185950105635,-0.6572935325218922,-0.022022235866018987,0.47422024583508166,-0.18827155888657593,0.0,-0.3675782994084625,2.8806505182934035,-2.0090908201019477,-0.22237648110966587,-0.2122121387476684,0.2521389659522745,0.26755496007431323,0.0,0.0,0.20160386635655964,-0.0027629686483785975,-6.994317527582051E-4,-0.05665412485828754,-0.04823225583526711,1.7000282717008672,36.1722803269518,56.691251341393816,0.0,0.7558398955086617,3.5128144838663276,1.0863617789972115,0.9837528395061682
249,13606.12455608106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1343721570982004,0.0,-0.6998356943540958,-0.41618960354365964,0.7107401982814013,0.20256988581233806,0.0,0.14289075433861792,0.0,-1.4876569039368512,-2.4210631000329843,-0.9041527928457604,-0.564329014673023,0.320923163004303,0.6279019577345483,-0.38814378908061736,0.0,-0.5979637961216289,-1.7333488229913494,-0.027378369913087466,-0.1895714348300847,-0.6575199994562382,-0.021800583066228674,0.47432102545278454,-0.18807219712313855,0.0,-0.3673490295592777,2.880318194273037,-2.008824893568458,-0.22196664220000034,-0.2118186426825479,0.25231115458769027,0.2673911016013731,0.0,0.0,0.20165980192952604,-0.002760196654868004,-6.988163562688275E-4,-0.05660321912481107,-0.048212922849666336,1.7218452912737248,36.16043859109607,56.72438174221914,0.0,0.7574792765018278,3.5139123674425976,1.0853437135526376,0.9856026316654526
250,13606.11681692138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1342308997603303,0.0,-0.6999542185414118,-0.41619884472000107,0.7105734479229803,0.20266195138252802,0.0,0.14281445227405148,0.0,-1.487501561606976,-2.4210707929795987,-0.9045635730899124,-0.5648124774962149,0.3210431382167006,0.6283786891891312,-0.3881956978456403,0.0,-0.5983968983121754,-1.7335084134574252,-0.027577599422898218,-0.1894504619343265,-0.657321689159747,-0.021708712403418633,0.4742362180089538,-0.18823858583421335,0.0,-0.3675895254448505,2.8806155494748307,-2.009103241758302,-0.2223480875886806,-0.21218664537864204,0.2521594223039974,0.2675554716102921,0.0,0.0,0.20162193978996687,-0.0027632615341207168,-6.99530889641308E-4,-0.05666712386548256,-0.04825140078622938,1.6962861124775175,36.072036011480364,56.63666588413537,0.0,0.7583544042330317,3.5106660285325835,1.0853965160182528,0.9833629664950511
251,13606.108722498118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.134374717542043,0.0,-0.6998411435460096,-0.41619283855114425,0.7107481762382132,0.20256581630511145,0.0,0.1428932395329782,0.0,-1.487595698835845,-2.4210845077207224,-0.9041893376002119,-0.5643445011717074,0.3209322324502998,0.6278872891286201,-0.38815206713953593,0.0,-0.5979795075904913,-1.7332552545677502,-0.02794346878169046,-0.18958177289713082,-0.6575438663811262,-0.021485002328543338,0.4743221005083431,-0.18809478363031157,0.0,-0.36733568137867123,2.880339266021306,-2.0088609661026977,-0.22197137962269525,-0.2118208749298259,0.2523185106623754,0.26738990378654287,0.0,0.0,0.20166675702824216,-0.0027604410580955715,-6.98890999938397E-4,-0.05661039370122183,-0.04822996420834668,1.7200106759042548,36.06413991403871,56.674414148955634,0.0,0.7600278880139489,3.511986097903724,1.084552093300474,0.9851611032289592
252,13606.101037082639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.134236133377374,0.0,-0.6999561716978389,-0.4161952142302137,0.7105786853501728,0.2026664452812376,0.0,0.14281192630880843,0.0,-1.487438607001711,-2.421098266219729,-0.904583435635729,-0.564822524232772,0.32102966531802046,0.6283984207142184,-0.38820821777117964,0.0,-0.5984030493984346,-1.733441137741537,-0.028042605327363617,-0.18942122267617323,-0.6573018238738148,-0.02134556982613913,0.4742403927976426,-0.18826153693641864,0.0,-0.3675789461815292,2.8806275048425216,-2.009138226502414,-0.222358351057695,-0.2121964438512757,0.25216810893515945,0.2675683605611784,0.0,0.0,0.2016173076388575,-0.0027635531152276267,-6.996163463367645E-4,-0.05666085131461482,-0.04825692428826969,1.7155739504283112,35.99905513685277,56.62491041572223,0.0,0.7610934045881477,3.5098842699590795,1.085159219984705,0.983172491746985
253,13606.092731102877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1343981224696809,0.0,-0.6998473919459716,-0.41619123270875985,0.7107699875292987,0.20256208816268248,0.0,0.14289085232617768,0.0,-1.4875377004767782,-2.421140341948021,-0.9042179914523609,-0.564346579357926,0.32092412009403243,0.6278627347067938,-0.3881795940316583,0.0,-0.5979622791211495,-1.733223974794472,-0.028360081003745125,-0.1895503182491369,-0.6575163492103568,-0.02090993869189459,0.4743241549957729,-0.18811396816688766,0.0,-0.36725981491076287,2.88037881834339,-2.0089139647508722,-0.22198618560427363,-0.2118423643391523,0.2523494385332249,0.2673957848428691,0.0,0.0,0.20165923160199922,-0.002760555956058743,-6.989252792560768E-4,-0.05658948626006766,-0.048224750151432634,1.7557312884989376,36.01372531261798,56.69952782014257,0.0,0.7630295599889717,3.512416678784325,1.0847752413681933,0.9853017886784752
254,13606.084744032752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1342711949805624,0.0,-0.6999620707051061,-0.41619038676972153,0.710609573825208,0.20266896658549022,0.0,0.14280878033599903,0.0,-1.4874027935940382,-2.4211683177628243,-0.9046173350207637,-0.5648336572858231,0.321021394269357,0.6284044164911707,-0.3882330132677512,0.0,-0.5983898859817356,-1.7334882572653643,-0.02823308366034993,-0.18935624569285123,-0.6572266101854004,-0.02055096661552107,0.4742605753856277,-0.18827100314809272,0.0,-0.36745452384122135,2.880684080441968,-2.009197012925429,-0.22237899452497414,-0.21223015667487008,0.25220752863256424,0.2675828433183204,0.0,0.0,0.2016114685607819,-0.0027636091495078256,-6.996304870625015E-4,-0.05662331068687069,-0.048236263708932775,1.7734576393867834,35.981607031430954,56.70191629935497,0.0,0.7644407018683157,3.5120943187953215,1.086038783469206,0.9837845257504241
255,13606.076601273311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1344175528099298,0.0,-0.6998497079131483,-0.41620029413854975,0.710798807182706,0.20257164902493047,0.0,0.14289850477613372,0.0,-1.4875476306077875,-2.421173701384501,-0.9042469539021268,-0.5643798268421114,0.3209321748947312,0.627883805666114,-0.38817279875205074,0.0,-0.5979153439250221,-1.733222763922568,-0.02856706671198132,-0.18951635471777767,-0.657466098207418,-0.020241985265989283,0.47433940484442483,-0.1880530202200688,0.0,-0.3672633536490148,2.880409479781716,-2.0089319497812457,-0.22198462992775203,-0.21185330161175203,0.2523764796116899,0.26739018757106287,0.0,0.0,0.20167792521107078,-0.0027604129761791946,-6.988829662794039E-4,-0.05657238871850763,-0.048219673211318245,1.7893894592801485,35.97133005135352,56.733903650334355,0.0,0.7660935057937274,3.513281712120542,1.0849166936843724,0.9856616917984741
256,13606.068823539019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.134272869377795,0.0,-0.6999621160808647,-0.41618878069984794,0.7106187424484365,0.20267341857606372,0.0,0.14281011368449045,0.0,-1.4874007754296972,-2.4211569549318988,-0.9046024908729927,-0.56481666750936,0.32103496992469155,0.6284170066556104,-0.3882311866488956,0.0,-0.5984127613187121,-1.7334856933199718,-0.028491989101786946,-0.18933276784529599,-0.6571939273526688,-0.02005538265966316,0.4742644776611321,-0.18827023490897896,0.0,-0.3674854425933493,2.8806904080134315,-2.009216896080195,-0.2223807370498423,-0.21223387594550241,0.252216652934842,0.26759103613271723,0.0,0.0,0.2016141378452302,-0.002763701594104105,-6.996644607798914E-4,-0.05661928050952235,-0.04824000688047854,1.7871196075512061,35.91839596391099,56.70003284904259,0.0,0.7672914142428539,3.5119295417897174,1.0859742421038299,0.9835994023614111
