Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_f,g_walk_vgvi,g_walk_speed
10,17700.928261161338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4315155520151732,0.0,-1.402800245569226,-1.0135517323203345,0.9523737774567256,-0.1302976166301682,0.016957026879554957,-0.22670200463824092,-0.28442456235759694,-0.518420963081222,-0.19510933521456533,-0.016428476763645315,0.04533455297778694,0.28131072317964423,-0.38700095393901085,-0.15559996295749623,-0.6709851524003362,-0.4800934736862973,0.09318750363262028,-0.031784616608862254,0.10100467414135977,0.06289148256833581,-0.06716332961160709,-0.07890257311418317,3.7028194588150742,-1.1847370433371207,1.0574940210270931,1.0017492993131678,0.5341058812576225,0.3927386415575621,0.0,0.5655352436574795,-0.010065003263444222,-0.004428251157552099,-0.17246920666028115,-0.14382131208533144,0.07200331382220049,0.5076443590326913,0.1372597674749262,0.1899986246026063,0.6740245754086718
11,17507.273747441384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.792067698642823,0.0,-1.7819992642857292,-1.055518053938695,1.0701702684603172,-0.05156549152176876,0.14006816486891632,-0.1750803521192576,-0.4034626747643984,-1.0331161574799572,-0.35302593326806,0.011525231494112775,0.17708585682817662,0.591163142551528,-0.7204432958598177,-0.3038344667641716,-1.195336594901899,-0.7788888303997146,0.10608836722293899,-0.14356252044186224,0.2995819974722263,0.12605027598789148,-0.19532955701060836,-0.10238774726006859,3.864443084436622,-1.876130505408333,0.568577226058929,0.38288845485922296,0.20322735968146538,0.27492279624911103,0.0,0.538932796245026,-0.01032398283924122,-0.0044591806002311956,-0.16261645863321725,-0.13771549099336433,0.1421822322349327,0.5688948253379855,-0.049640941943281114,0.11628492272349414,0.7655562198722913
12,17362.10757634409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.933246838392598,0.0,-2.099096604236191,-0.7037123852726848,1.1186592548701884,0.25185213940054213,0.4033567441338569,0.2626489065608415,-0.7444519974113926,-2.550858190581323,-0.8219073874607077,0.03410385055894739,0.5163421997600659,1.4605886241341066,-1.6435146109271934,-0.7446360651672574,-1.3082463057242355,-1.0549950368532635,0.09682409605706221,-0.21004346293444698,0.70716663908528,0.30475754561590546,0.2748009327510049,-0.05095233285206054,4.368879164015151,-3.503859698012275,-0.8496827601975081,-0.5537549534268142,1.183715524863049,0.18076148438178374,0.0,0.2723233861624466,-0.009462796279037212,-0.003940381854412544,-0.1558480720898049,-0.13920065278050042,0.3584386207199042,0.4449157533094639,0.1763510460185639,0.06476630712153225,0.7303533405118833
13,17204.926123842786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0758209196343573,0.0,-1.6493089884425063,-0.51247506449551,1.0942070830521597,0.3220708331051956,0.372123688758648,0.5851467823284526,-0.9575036137659041,-3.749534477088905,-1.2225709233360271,-0.035237958092671356,0.8182840237164489,2.067464866869349,-2.3040317193663906,-1.1043290718060457,-1.2435549872656262,-1.1266097607810523,-0.5068520248504916,-0.23215217750533984,0.9810399929412923,0.40030164233594534,0.33325712418623793,0.09088715154432536,4.728103506765745,-3.700610962542069,-1.0480849609015388,-0.787151656461678,0.9854684066941228,0.440693247261482,0.0,0.010618217059611024,-0.008798862814966316,-0.0035647820578278283,-0.1490352666134602,-0.1378321337199256,0.5535601853846697,0.3647570949733016,0.33399263701826465,0.301637694260126,0.4776971534218452
14,17078.43965865233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2306201168394537,0.0,-1.0413461624482507,-0.640972518990046,1.0006146568606857,0.49925279290275704,0.508260621752304,0.5914386807057097,-1.185240545002459,-5.615265756314839,-1.8537236527855847,-0.28684626317440476,1.2773277099060114,2.8361758930469874,-3.2409467837948216,-1.6690608749671028,-0.920777258487002,-1.7478897527447517,-0.30913084912236777,-0.7155748400181718,0.976129425896644,0.6611672426453272,0.11237008425239225,0.30706288589750286,4.724112483294973,-3.702563953243207,-1.2300355108807037,-0.46569053671453053,0.7993838829425816,0.5742231050434685,0.0,-0.016966992415194983,-0.007825891426178176,-0.0030368886203279476,-0.13859634947280589,-0.13549602801754884,0.8993949780975028,0.2898772087240352,0.46538584740267047,0.42282445985021205,0.3107054913584155
15,16969.920578642028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.417551245210554,0.0,-0.6277596874693991,-0.5765224972434545,0.9558515756522676,0.8391874550690351,0.4813638226771609,0.4161029271363603,-1.5622412346133374,-8.278772643693419,-2.7392134932402135,-0.8908092029180641,1.7081840333637408,3.4405587448923614,-4.415073201088147,-2.457562747408038,-0.5368572268032085,-2.352386959706765,-0.38185493845094737,-0.9397715775115575,0.5448459544642228,0.9067748428213661,0.11073533445668517,0.2269146574943745,4.2344503235990745,-3.7763926049169627,-0.3325014139899648,-0.7241932367756292,1.0050581518855473,0.7049077277514627,0.0,0.3200509662534062,-0.00633321667668563,-0.0021696532577079345,-0.11745514672157008,-0.132546124599491,1.4439446217610006,0.35992417092118667,0.2583591244426221,0.24047381806091916,0.3954417786790945
16,16874.792274225118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7089055882843236,0.0,-0.5917288972154862,-0.2085357185303789,1.1751359989253474,1.0152435648143983,0.28279204566411076,0.4043274795004384,-2.014126675942629,-10.493105888715561,-3.3303257172318297,-1.6884704267968418,1.6389728611727044,3.0442230865727726,-5.072339593494483,-3.053375676235757,-0.43066254365273926,-2.3878887460798603,-0.5520309591987206,-1.0224954505534496,0.2051073018359712,1.020821230356075,0.1845923444559237,-0.029497957151148224,3.780479778325279,-3.7554347068420904,-0.3959752778405645,-0.23612669845959505,0.9243891348074451,1.1222496317608943,0.0,0.48221875646657886,-0.004791772344814679,-0.0012268574973538517,-0.09254001514460437,-0.12857650585167738,1.9597294479752736,0.45785956776111925,-0.023414541636966213,-0.0762447172982691,0.6152007684499196
17,16741.028857082765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.787044718813099,0.0,-0.6843970964959142,-0.021933327054350166,1.235869601770283,1.0640720359204556,0.4003205871252943,0.48391325595387163,-1.592380212390535,-12.004402045089272,-3.4296572693893133,-1.8488508350379935,1.6745352541115814,2.3950938724586934,-4.97804722063743,-3.355853836995335,-0.431096391014707,-2.6790674798880856,-0.5421376196094603,-0.599321069466161,0.180272695235985,1.1056173405207903,-0.05592942587187713,-0.014254763301417853,3.7275739213710555,-3.427294850566466,-0.43789127136319694,-0.22663449066256575,1.0022190519897998,1.1896120354889292,0.0,0.3869210054902639,-0.00463343513384236,-0.00116548992827292,-0.09062425575286917,-0.13002614618697816,2.4100773262208626,0.4320838754601595,3.8327323186924597E-4,-0.1511457693603712,0.6767855775244213
18,16432.45637265219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.780722387859459,0.0,-0.6575796924442298,0.0611321850013076,1.2392901441306081,1.2231659798514276,0.41880329599207666,0.6899091997383582,-0.06623054060867628,-15.373723657350833,-3.3281675478157595,-1.7183829367814065,1.6673620874915116,1.0933894914836157,-4.223146687181646,-3.92729436037616,-0.6873760437101716,-2.4469477669868818,-0.5395945790446082,-0.7380448641496317,0.24420389190762426,0.984015224608254,-0.05988768233576831,-0.09370448535916605,3.4703456282605893,-3.4977689987860243,-0.15862587320713578,0.0772560519396086,0.9287195213355554,0.9119173061715151,0.0,0.30167157518686033,-0.005806830159445368,-0.001702319634586911,-0.1038857793215558,-0.12989194744844532,3.5067795757621116,0.3811562560010012,0.02360035380116397,-0.07150876658456007,0.5888081526158283
19,16113.310593885064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.637662494529259,0.0,-0.2969055758973156,-0.24853053446743298,1.266603586241849,0.8987275141993997,0.43051586253010254,0.6312106329447363,0.5125540420209111,-18.76036343704685,-2.8843171776456895,-1.6239659258711536,0.24394326579153547,0.23213972034038333,-2.8269226432459424,-4.35867291744018,-0.8337582305289437,-2.386267020501614,-0.2697268854072773,-0.9794772879340843,0.33681144040832134,0.7057740625491156,0.17299559189507188,-0.10181948974532727,3.510623051146218,-3.220650401410046,-0.04330736205153862,-0.27726555635626815,0.8223727616055382,0.6918438014878225,0.0,0.35142797623019195,-0.005143042271194604,-0.0013439053768597765,-0.09365123989928285,-0.1269181856849103,4.729760251435064,0.2982901306453051,0.09758231524390952,0.09710341332063177,0.3604687667753737
20,15895.82008582507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3278713044758557,0.0,-0.40206990254009184,-0.15422838852268925,0.9922575532993014,0.40092843045057847,0.4207755734207572,0.30231963276822854,0.5880868797756573,-20.64478239659552,-2.1746443507563007,-1.6629528582533475,-0.09157649481962887,0.5456903870032415,-1.3500299300936347,-4.32731070299628,-0.7335097042455131,-2.306388545923731,-0.5385923955472266,-0.7322041804144993,-0.011909236081815655,0.6032424948527427,-0.001942389160939334,-0.06797312223605895,3.493179514538718,-3.309118692843269,-0.13985894835646223,-0.07876762369952339,0.6113412726280618,0.42229612018301127,0.0,0.47565150316981997,-0.005359738434044038,-0.001425129135637067,-0.09544885455812475,-0.12642792273901257,5.6193276178577385,0.30974240775563505,0.0083437114794509,0.03099432918261892,0.3965309033880595
21,15831.85071681324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.098859653733119,0.0,-0.5840803297997255,0.05896123184546695,1.0511144581706389,0.3219915900729606,-0.11038494232590557,0.28057539255688724,0.3551844689713075,-21.383056355567824,-1.699204620288603,-1.4361740089604431,0.30355838038811134,0.7609379575586858,-0.5131817919580484,-3.902040993108097,-0.6952958842154008,-2.341953513532785,-0.2721367050921355,-0.863668495601696,-0.3081627320948496,0.29550110976418964,0.23601731750371116,-0.19764561983880924,3.647870830671678,-2.9234014518420013,-0.2360200310235897,-0.2377056939184776,0.4316884606671728,0.5352306798958522,0.0,0.30214056874451034,-0.005628316384107651,-0.0015841158525207938,-0.09712345999329736,-0.12793239552333754,6.283376803941305,0.3610869303621713,-0.13580845594030977,-0.024737565757849737,0.4598732984794559
22,15615.228644679848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8868311915764189,0.0,-0.6763367126155674,-0.2957628889498648,1.0270570703437334,0.29824781875454853,0.0359662282432405,0.22109946773188127,-0.4685412345078198,-21.40122113015423,-1.3461541411949245,-0.9840097608893508,0.7060448944772743,0.6119171696009557,-0.31502425487512015,-2.8029399383128037,-0.6706552209494621,-1.9276144454608668,-0.20539408707507023,-0.9071648170658826,-0.41243181301217413,0.1975204095654715,-0.01628711008694797,-0.40829824354779565,3.5761491625997284,-2.7732879044591643,-0.18339457491555092,-0.33767805542417934,0.42122385160715303,0.5871995105365094,0.0,-0.08870643963575037,-0.00543722294171702,-0.0014202649832362475,-0.09312065368646391,-0.12528477125493961,7.140382609456932,0.3573987065308402,-0.1921283791736985,0.017440064957903748,0.37889370303054815
23,15356.674033444784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6781352376910967,0.0,-0.7781925619991221,-0.28982934683325184,0.9457867231474868,0.4895438555857129,0.03516893203528804,0.0033505872352985744,-0.946254010341069,-20.774823851538557,-1.0202789304047313,-0.7553686273286804,0.7476353912306554,0.7544351950648565,-0.6931048756951976,-1.046084903809729,-0.9496670932865015,-1.77019168793368,-0.310084961368682,-0.7281381948545904,-0.25709812937486753,0.08745384987337217,0.17474501130581468,-0.6828331320871213,3.529549345395158,-2.336446015915001,-0.2866766354500231,-0.21024072837116559,0.2848583147889075,0.1158576479380336,0.0,0.21607518069269277,-0.005432094489847262,-0.001357664029546063,-0.09037445738732784,-0.12342207471746129,8.32214200704516,0.2527326225097207,-0.0692078646850217,0.18008149034861198,0.18866444630469936
24,15175.8736024838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6046347565404495,0.0,-0.7616018811166834,-0.05220580241640754,0.9476635403229874,0.009689536833287327,0.015603028142592547,0.25188765514428924,-0.8085487990326511,-19.66957893196772,-1.2382052132382324,-0.8687664316151367,0.5670007216619752,1.078564173631795,-0.8176028808420909,0.07648098876724752,-1.1928489895265189,-1.7581727480676148,-0.17628795847689302,-0.8182145834057684,-0.1289533154777202,0.23196848807384457,0.09002836197564436,-0.5571235013293999,3.294399312041364,-2.3953704009021264,-0.1580770842509462,-0.21154746654655773,0.2917735065875862,0.6344220854721754,0.0,0.3841070745198395,-0.006041381804231891,-0.001591750586267329,-0.0972073634363673,-0.12319741183597177,9.277400019126066,0.17783865789599074,0.014300584989302895,0.1870882570911838,0.17110777023831597
25,15080.055317185897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5169900391218842,0.0,-0.37607626512027176,-0.44215611535548116,1.0078763143576024,0.3222721099020451,-0.38629662785528057,0.6197133087097296,-0.8275600189965793,-18.270606861376066,-1.6913915754360895,-1.1449475170020484,0.4587170248568109,1.2643071150491212,-0.5731586067111486,0.24442834274901468,-1.4142601889456836,-1.8722368465050874,-0.25418059170944746,-0.5810131393157872,-0.18631945797602403,0.33044797864388353,0.03383143705173641,-0.20851905269552812,3.1568878864260745,-2.6054650834638697,-0.21525892720318507,-0.17833001057480982,0.29178199199729454,0.7486797187780173,0.0,0.4011650151303512,-0.006408149935551852,-0.0017207183106834366,-0.09906142188064795,-0.12294867732237386,10.081364752112206,0.15528682901733967,-0.012807049657670724,0.05642177379860147,0.280625759703927
26,14927.58091011709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.553105175211068,0.0,-0.3152929918554654,-0.1785155887761603,0.8564750977272427,0.8377713635786621,-0.03156021381364171,0.6309630030949235,-1.030492851040391,-16.588635526270224,-2.2482031718952338,-1.4544098675278194,0.43866437723553103,1.373597144843697,-0.2191529442532853,-0.3275757403149019,-1.4722431495883035,-1.6267398240391553,-0.2582983100390579,-0.77191941587978,-0.24282463354723693,0.43082643233679274,0.09164941818292295,0.27796133443996107,3.308475929816244,-2.505055740187775,-0.20260909343448014,-0.31978695525021794,0.1260363923075715,0.7049120914715982,0.0,0.4111832297198827,-0.006434543250291605,-0.0016873784170955098,-0.10077956712058427,-0.12339967894288058,10.86485353571564,0.11240671993835304,0.02402504029847151,-6.111120130222261E-4,0.32616547576601734
27,14854.492615478024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4059570982521923,0.0,-0.5725191596758905,-0.4573544657228697,0.8376670463430892,0.562823962017375,0.2474096433982863,0.5771580279953759,-1.0722024789788003,-15.557594281876089,-2.4820673087255223,-1.4501278500235883,0.5646661555571049,1.4776352599505607,-0.24678460161631452,-1.103455837438296,-1.628678533094856,-1.5844698156243306,-0.4029376511999388,-0.7532558680536565,-0.3827729051093549,0.48396802692014357,0.5322538824399247,0.25454469212502717,3.218697012929566,-2.260099951338242,-0.31936614524807505,-0.30189098221706184,0.07964977773797241,0.7283851674295645,0.0,0.3606358060999483,-0.006564733176115607,-0.001747774067496804,-0.09941342313674542,-0.12064775361799114,11.277535181733441,0.13144077410238986,-0.051766579317418016,0.15186949844862646,0.17242342563102311
28,14808.941661811032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1273273857779724,0.0,-0.85125312639569,-0.45902551950369336,0.8390536432481649,0.27563077042276624,-0.09402137808100752,0.42474349162244784,-1.153982330314172,-14.906842856754556,-2.4999941287526966,-1.3689588094445257,0.5210788187624231,1.49758126305348,-0.45908019863426147,-1.780088238993048,-1.6514295525542664,-1.4521893341384442,-0.40243513420091354,-0.8093596794637459,-0.2804944760371771,0.6741257975494858,0.3536977533735649,0.12979373707200098,3.216445186200778,-2.1458543966251518,-0.3260097120186975,-0.3153122129127842,0.10816064123529909,0.5372186664715959,0.0,0.25669271967709045,-0.006435403053290119,-0.001673760957240236,-0.09721555277175137,-0.11899215682046385,11.488703880495176,0.10222995080430466,-0.011373203679227083,0.27637735974212496,0.037925236127390155
29,14785.647677928737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0235457383380202,0.0,-0.7229102519388629,-0.45156136181289286,0.8200695508081804,0.17932106698444134,-0.21448427868338465,0.07022158141648632,-1.1028152350628346,-14.566294571033591,-2.3451563815038714,-1.3494233637453805,0.575820571566938,1.4383159586957257,-0.6146984071360171,-2.132840687309211,-1.6298062877170132,-1.3800528103625946,-0.35293573590084787,-0.7465886419836575,-0.23180240305161567,0.5425616972190287,0.20906598139469543,-0.0957155091270718,3.268178743379816,-2.2164199388909855,-0.403040314393039,-0.3926085824185062,0.10712842336292072,0.6694759502527494,0.0,0.32146532518943116,-0.0065029791021280646,-0.0017166236785157896,-0.09860194514679649,-0.11891979141875719,11.552386992498823,0.08279490501670045,0.02492487287781256,0.32581342414351433,-0.009521578817205271
